Orthogroup	Prad	Syam
OG0001169	Prad.g_00901	Syam.g_01892
OG0001170	Prad.g_00899	Syam.g_01894
OG0001171	Prad.g_00889	Syam.g_01904
OG0001172	Prad.g_00876	Syam.g_00292
OG0001173	Prad.g_00875	Syam.g_00293
OG0001174	Prad.g_00867	Syam.g_00301
OG0001175	Prad.g_00866	Syam.g_00302
OG0001176	Prad.g_00859	Syam.g_00321
OG0001177	Prad.g_00856	Syam.g_00319
OG0001178	Prad.g_00851	Syam.g_01995
OG0001179	Prad.g_00823	Syam.g_00351
OG0001180	Prad.g_00801	Syam.g_00378
OG0001181	Prad.g_00797	Syam.g_00382
OG0001182	Prad.g_00790	Syam.g_00391
OG0001183	Prad.g_00786	Syam.g_00396
OG0001184	Prad.g_00770	Syam.g_00143
OG0001185	Prad.g_01636	Syam.g_00121
OG0001186	Prad.g_01614	Syam.g_00076
OG0001187	Prad.g_01610	Syam.g_00073
OG0001188	Prad.g_01608	Syam.g_00070
OG0001189	Prad.g_01591	Syam.g_00054
OG0001190	Prad.g_01587	Syam.g_02313
OG0001191	Prad.g_01577	Syam.g_02324
OG0001192	Prad.g_01572	Syam.g_02330
OG0001193	Prad.g_01562	Syam.g_02355
OG0001194	Prad.g_01561	Syam.g_02357
OG0001195	Prad.g_01560	Syam.g_02358
OG0001196	Prad.g_01547	Syam.g_02429
OG0001197	Prad.g_01546	Syam.g_02431
OG0001198	Prad.g_01539	Syam.g_02443
OG0001199	Prad.g_01919	Syam.g_02068
OG0001200	Prad.g_01917	Syam.g_02070
OG0001201	Prad.g_01885	Syam.g_02122
OG0001202	Prad.g_01792	Syam.g_02255
OG0001203	Prad.g_01753	Syam.g_00511
OG0001204	Prad.g_01748	Syam.g_00282
OG0001205	Prad.g_00062	Syam.g_01852
OG0001206	Prad.g_00044	Syam.g_01680
OG0001208	Prad.g_00025	Syam.g_00585
OG0001209	Prad.g_00094	Syam.g_00654
OG0001210	Prad.g_01330	Syam.g_00663
OG0001211	Prad.g_01340	Syam.g_00678
OG0001212	Prad.g_01385	Syam.g_01717
OG0001213	Prad.g_01418	Syam.g_01479
OG0001214	Prad.g_01426	Syam.g_01466
OG0001215	Prad.g_01264	Syam.g_00808
OG0001216	Prad.g_01051	Syam.g_01245
OG0001217	Prad.g_01092	Syam.g_01403
OG0001218	Prad.g_01100	Syam.g_01662
OG0001219	Prad.g_01134	Syam.g_01080
OG0001220	Prad.g_00296	Syam.g_01754
OG0001221	Prad.g_00234	Syam.g_01334
OG0001222	Prad.g_00194	Syam.g_01111
OG0001224	Prad.g_01022	Syam.g_00770
OG0001225	Prad.g_01020	Syam.g_00772
OG0001226	Prad.g_00995	Syam.g_01425
OG0001227	Prad.g_00978	Syam.g_02340
OG0001228	Prad.g_01450	Syam.g_01858
OG0001229	Prad.g_00596	Syam.g_00796
OG0001230	Prad.g_00523	Syam.g_01603
OG0001231	Prad.g_00417	Syam.g_00017
OG0001232	Prad.g_00918	Syam.g_02022
OG0001233	Prad.g_00898	Syam.g_01895
OG0001234	Prad.g_00864	Syam.g_00306
OG0001235	Prad.g_00854	Syam.g_00313
OG0001236	Prad.g_00773	Syam.g_00146
OG0001237	Prad.g_00769	Syam.g_00141
OG0001238	Prad.g_01576	Syam.g_02326
OG0001239	Prad.g_01922	Syam.g_02065
OG0001240	Prad.g_01900	Syam.g_02105
OG0001241	Prad.g_01892	Syam.g_02115
OG0001242	Prad.g_01874	Syam.g_02145
OG0001244	Prad.g_01852	Syam.g_02188
OG0001245	Prad.g_00729	Syam.g_01057
OG0001246	Prad.g_00125	Syam.g_00611
OG0001247	Prad.g_01257	Syam.g_01253
OG0001248	Prad.g_01259	Syam.g_01256
OG0001249	Prad.g_01123	Syam.g_00436
OG0001250	Prad.g_00307	Syam.g_00731
OG0001251	Prad.g_00259	Syam.g_02365
OG0001252	Prad.g_01027	Syam.g_00763
OG0001253	Prad.g_00977	Syam.g_01021
OG0001254	Prad.g_01987	Syam.g_00916
OG0001255	Prad.g_01512	Syam.g_01056
OG0001256	Prad.g_00424	Syam.g_01976
OG0001257	Prad.g_00418	Syam.g_01683
OG0001258	Prad.g_00944	Syam.g_01986
OG0001259	Prad.g_00900	Syam.g_01893
OG0001260	Prad.g_00883	Syam.g_01912
OG0001261	Prad.g_00815	Syam.g_00360
OG0001262	Prad.g_01593	Syam.g_00056
OG0001263	Prad.g_01865	Syam.g_02159
OG0001265	Prad.g_01875	Syam.g_02143
OG0001266	Prad.g_01788	Syam.g_02259
OG0001267	Prad.g_01711	Syam.g_00230
OG0001268	Prad.g_01652	Syam.g_00463
OG0001269	Prad.g_00752	Syam.g_00956
OG0001270	Prad.g_00668	Syam.g_01871
OG0001271	Prad.g_00035	Syam.g_01671
OG0001272	Prad.g_00021	Syam.g_00589
OG0001273	Prad.g_01420	Syam.g_01472
OG0001274	Prad.g_01277	Syam.g_02285
OG0001275	Prad.g_00158	Syam.g_01174
OG0001276	Prad.g_00138	Syam.g_01190
OG0001277	Prad.g_00988	Syam.g_02415
OG0001278	Prad.g_01445	Syam.g_00862
OG0001279	Prad.g_01216	Syam.g_01590
OG0001280	Prad.g_00629	Syam.g_01827
OG0001281	Prad.g_00623	Syam.g_01837
OG0001282	Prad.g_00593	Syam.g_00574
OG0001283	Prad.g_00574	Syam.g_02424
OG0001284	Prad.g_00444	Syam.g_01960
OG0001285	Prad.g_00915	Syam.g_02380
OG0001286	Prad.g_00803	Syam.g_00376
OG0001287	Prad.g_01629	Syam.g_00113
OG0001288	Prad.g_01621	Syam.g_00102
OG0001289	Prad.g_01906	Syam.g_02089
OG0001290	Prad.g_01893	Syam.g_02114
OG0001291	Prad.g_01858	Syam.g_02170
OG0001292	Prad.g_01743	Syam.g_00276
OG0001293	Prad.g_01730	Syam.g_00256
OG0001294	Prad.g_00731	Syam.g_01365
OG0001295	Prad.g_00039	Syam.g_00665
OG0001296	Prad.g_00120	Syam.g_00617
OG0001297	Prad.g_00115	Syam.g_00621
OG0001298	Prad.g_01366	Syam.g_01738
OG0001299	Prad.g_01240	Syam.g_01371
OG0001300	Prad.g_01267	Syam.g_00800
OG0001301	Prad.g_01270	Syam.g_00786
OG0001302	Prad.g_01132	Syam.g_01437
OG0001303	Prad.g_00154	Syam.g_01082
OG0001304	Prad.g_01034	Syam.g_01204
OG0001305	Prad.g_01014	Syam.g_00780
OG0001306	Prad.g_01510	Syam.g_01811
OG0001307	Prad.g_00611	Syam.g_00945
OG0001308	Prad.g_00505	Syam.g_01623
OG0001309	Prad.g_00420	Syam.g_00628
OG0001312	Prad.g_00205	Syam.g_01092
OG0001315	Prad.g_01932	Syam.g_00394
OG0001316	Prad.g_01853	Syam.g_02176
OG0001317	Prad.g_01757	Syam.g_00505
OG0001319	Prad.g_01719	Syam.g_00241
OG0001321	Prad.g_00056	Syam.g_01846
OG0001322	Prad.g_00055	Syam.g_01845
OG0001323	Prad.g_00110	Syam.g_00631
OG0001324	Prad.g_01268	Syam.g_00799
OG0001325	Prad.g_01054	Syam.g_01241
OG0001326	Prad.g_00271	Syam.g_02370
OG0001327	Prad.g_01003	Syam.g_01359
OG0001328	Prad.g_00979	Syam.g_01340
OG0001330	Prad.g_00340	Syam.g_01819
OG0001331	Prad.g_00588	Syam.g_00569
OG0001332	Prad.g_00471	Syam.g_01919
OG0001333	Prad.g_00904	Syam.g_01889
OG0001334	Prad.g_00783	Syam.g_00405
OG0001335	Prad.g_00782	Syam.g_00406
OG0001336	Prad.g_01550	Syam.g_02425
OG0001339	Prad.g_01890	Syam.g_02117
OG0001340	Prad.g_01663	Syam.g_00425
OG0001341	Prad.g_01090	Syam.g_00795
OG0001343	Prad.g_00262	Syam.g_02361
OG0001344	Prad.g_01492	Syam.g_01790
OG0001345	Prad.g_01477	Syam.g_01764
OG0001346	Prad.g_00627	Syam.g_01831
OG0001347	Prad.g_01978	Syam.g_00081
OG0001348	Prad.g_00395	Syam.g_00750
OG0001350	Prad.g_00965	Syam.g_00510
OG0001351	Prad.g_00053	Syam.g_01695
OG0001352	Prad.g_01254	Syam.g_00644
OG0001353	Prad.g_01178	Syam.g_00742
OG0001355	Prad.g_00384	Syam.g_00957
OG0001358	Prad.g_01409	Syam.g_01495
OG0001359	Prad.g_00261	Syam.g_02360
OG0001360	Prad.g_00976	Syam.g_01762
OG0001361	Prad.g_01480	Syam.g_01767
OG0001362	Prad.g_00501	Syam.g_01628
OG0001363	Prad.g_00499	Syam.g_01630
OG0001364	Prad.g_00780	Syam.g_00158
OG0001370	Prad.g_00047	Syam.g_01536, Syam.g_01942, Syam.g_02033, Syam.g_02379
OG0001372	Prad.g_01099	Syam.g_00450, Syam.g_00984
OG0001373	Prad.g_00272	Syam.g_02369
OG0001374	Prad.g_00264	Syam.g_02377
OG0001375	Prad.g_00263	Syam.g_02362
OG0001376	Prad.g_01009	Syam.g_02332
OG0001377	Prad.g_01008	Syam.g_02331
OG0001378	Prad.g_00634	Syam.g_01872
OG0001379	Prad.g_00364	Syam.g_01821
OG0001380	Prad.g_00606	Syam.g_01409
OG0001381	Prad.g_00600	Syam.g_00939
OG0001382	Prad.g_00403	Syam.g_01557
OG0001385	Prad.g_00275	Syam.g_02366
OG0001386	Prad.g_00274	Syam.g_02367
OG0001387	Prad.g_00273	Syam.g_02368
OG0001388	Prad.g_00270	Syam.g_02371
OG0001389	Prad.g_00269	Syam.g_02372
OG0001390	Prad.g_00268	Syam.g_02373
OG0001391	Prad.g_00267	Syam.g_02374
OG0001392	Prad.g_00266	Syam.g_02375
OG0001393	Prad.g_00265	Syam.g_02376
OG0001394	Prad.g_00230	Syam.g_01321
OG0001395	Prad.g_01032	Syam.g_01225
OG0001396	Prad.g_01977	Syam.g_00080
OG0001397	Prad.g_00500	Syam.g_01629
OG0001401	Prad.g_01046	Syam.g_00738, Syam.g_00737
OG0001404	Prad.g_01925	Syam.g_02061
OG0001405	Prad.g_01665	Syam.g_00408
OG0001406	Prad.g_01010	Syam.g_02333
OG0001407	Prad.g_00997	Syam.g_00645
OG0001408	Prad.g_00992	Syam.g_00848
OG0001412	Prad.g_01979	Syam.g_00082
OG0001413	Prad.g_00429	Syam.g_01430
OG0001414	Prad.g_01762	Syam.g_00940
OG0001416	Prad.g_00048	Syam.g_01834
OG0001417	Prad.g_00037	Syam.g_01144
OG0001419	Prad.g_00996	Syam.g_00646
OG0001420	Prad.g_00643	Syam.g_00642
OG0001421	Prad.g_00423	Syam.g_01019
OG0001422	Prad.g_00397	Syam.g_01822
OG0001423	Prad.g_00546	Syam.g_00534, Syam.g_00553, Syam.g_00548
OG0001425	Prad.g_01573	Syam.g_02329
OG0001428	Prad.g_01819	Syam.g_02220
OG0001429	Prad.g_01135	Syam.g_01083
OG0001430	Prad.g_00334	Syam.g_02305
OG0001432	Prad.g_00431	Syam.g_00822
OG0001434	Prad.g_00225	Syam.g_01316
OG0001438	Prad.g_01698	Syam.g_00215
OG0001439	Prad.g_01684	Syam.g_00190
OG0001441	Prad.g_00108	Syam.g_00633
OG0001442	Prad.g_01081	Syam.g_01306
OG0001447	Prad.g_01867	Syam.g_02152
OG0001448	Prad.g_00743	Syam.g_02342
OG0001449	Prad.g_00702	Syam.g_00285
OG0001452	Prad.g_00257	Syam.g_00268
OG0001453	Prad.g_00164	Syam.g_01166
OG0001454	Prad.g_00983	Syam.g_01426
OG0001456	Prad.g_01519	Syam.g_02387
OG0001457	Prad.g_01518	Syam.g_02388
OG0001458	Prad.g_01517	Syam.g_02389
OG0001459	Prad.g_00323	Syam.g_00949
OG0001462	Prad.g_01952	Syam.g_00041
OG0001465	Prad.g_01276	Syam.g_01250
OG0001467	Prad.g_01124	Syam.g_01438
OG0001468	Prad.g_01005	Syam.g_01435
OG0001471	Prad.g_00428	Syam.g_00195
OG0001472	Prad.g_00421	Syam.g_00833
OG0001473	Prad.g_01613	Syam.g_01440
OG0001474	Prad.g_01651	Syam.g_00464
OG0001479	Prad.g_01654	Syam.g_00461
OG0001480	Prad.g_00741	Syam.g_01755
OG0001482	Prad.g_00050	Syam.g_01154
OG0001484	Prad.g_00348	Syam.g_02378
OG0001487	Prad.g_00573	Syam.g_01661
OG0001492	Prad.g_01448	Syam.g_00865
OG0001493	Prad.g_01440	Syam.g_00857
OG0001495	Prad.g_00857	Syam.g_00318
OG0001499	Prad.g_01933	Syam.g_02154, Syam.g_01397
OG0001502	Prad.g_01115	Syam.g_00705
OG0001504	Prad.g_00324	Syam.g_00948
OG0001507	Prad.g_00368	Syam.g_00975
OG0001520	Prad.g_00710	Syam.g_01752
OG0001526	Prad.g_00376	Syam.g_02183
OG0001546	Prad.g_00105	Syam.g_00636
OG0001547	Prad.g_01117	Syam.g_01059
OG0001548	Prad.g_01121	Syam.g_01420
OG0001551	Prad.g_01520	Syam.g_00755
OG0001554	Prad.g_00422	Syam.g_02311
OG0001557	Prad.g_00229	Syam.g_01320
OG0001558	Prad.g_01042	Syam.g_00019
OG0001567	Prad.g_01116	Syam.g_01058
OG0001568	Prad.g_01118	Syam.g_01061
OG0001572	Prad.g_00315	Syam.g_00531
OG0001582	Prad.g_00038	Syam.g_01128
OG0001585	Prad.g_00316	Syam.g_01008
OG0001602	Prad.g_01275	Syam.g_01251
OG0001625	Prad.g_01733	Syam.g_00262
OG0001627	Prad.g_01097	Syam.g_01921
OG0001633	Prad.g_00597	Syam.g_01586
OG0001647	Prad.g_01718	Syam.g_00239
OG0001652	Prad.g_01040	Syam.g_00018
OG0001667	Prad.g_00343	Syam.g_00840
OG0001690	Prad.g_00367	Syam.g_01581, Syam.g_01546, Syam.g_00968, Syam.g_00372, Syam.g_02290, Syam.g_02036, Syam.g_02157, Syam.g_00538
OG0001712	Prad.g_00679	Syam.g_01009
OG0001718	Prad.g_00747	Syam.g_01501
OG0001726	Prad.g_00682	Syam.g_01046
OG0001835	Prad.g_01209	Syam.g_00964
OG0001836	Prad.g_00310	Syam.g_00760
OG0001928	Prad.g_00538	Syam.g_01544
OG0002112	Prad.g_00688	Syam.g_00202
OG0002157	Prad.g_00687	Syam.g_00201
OG0002158	Prad.g_00689	Syam.g_00203
OG0002377	Prad.g_00309	Syam.g_00761
OG0002618	Prad.g_00692	Syam.g_00442
OG0003181	Prad.g_01942	Syam.g_02186
