Orthogroup	Prau	Syac
OG0001167	Prau.g_01768	Syac.g_00667
OG0001168	Prau.g_01770	Syac.g_00665
OG0001169	Prau.g_01772	Syac.g_00663
OG0001170	Prau.g_01774	Syac.g_00661
OG0001171	Prau.g_01783	Syac.g_00650
OG0001172	Prau.g_01797	Syac.g_02187
OG0001173	Prau.g_01798	Syac.g_02186
OG0001174	Prau.g_01806	Syac.g_02178
OG0001175	Prau.g_01807	Syac.g_02177
OG0001176	Prau.g_01814	Syac.g_02141
OG0001177	Prau.g_01817	Syac.g_02143
OG0001178	Prau.g_01822	Syac.g_00539
OG0001179	Prau.g_01853	Syac.g_02112
OG0001180	Prau.g_01875	Syac.g_02087
OG0001181	Prau.g_01879	Syac.g_02083
OG0001182	Prau.g_01886	Syac.g_02074
OG0001183	Prau.g_01890	Syac.g_02070
OG0001184	Prau.g_01906	Syac.g_00186
OG0001185	Prau.g_01920	Syac.g_00162
OG0001186	Prau.g_01943	Syac.g_00082
OG0001187	Prau.g_01947	Syac.g_00085
OG0001188	Prau.g_01950	Syac.g_00076
OG0001189	Prau.g_01967	Syac.g_00054
OG0001190	Prau.g_01971	Syac.g_02353
OG0001191	Prau.g_01981	Syac.g_02368
OG0001192	Prau.g_01985	Syac.g_02374
OG0001193	Prau.g_01995	Syac.g_02406
OG0001194	Prau.g_01996	Syac.g_02408
OG0001195	Prau.g_01997	Syac.g_02409
OG0001196	Prau.g_02010	Syac.g_02477
OG0001197	Prau.g_02011	Syac.g_02479
OG0001198	Prau.g_02019	Syac.g_02491
OG0001199	Prau.g_00075	Syac.g_00445
OG0001200	Prau.g_00077	Syac.g_00443
OG0001201	Prau.g_00109	Syac.g_00395
OG0001202	Prau.g_00200	Syac.g_02285
OG0001203	Prau.g_00239	Syac.g_01967
OG0001204	Prau.g_00245	Syac.g_02200
OG0001205	Prau.g_00486	Syac.g_00706
OG0001206	Prau.g_00504	Syac.g_01715
OG0001207	Prau.g_00518	Syac.g_01915
OG0001208	Prau.g_00523	Syac.g_01902
OG0001209	Prau.g_00575	Syac.g_01833
OG0001210	Prau.g_00580	Syac.g_01826
OG0001211	Prau.g_00590	Syac.g_01809
OG0001212	Prau.g_00634	Syac.g_01751
OG0001213	Prau.g_00669	Syac.g_00968
OG0001214	Prau.g_00677	Syac.g_00981
OG0001215	Prau.g_00730	Syac.g_00919
OG0001216	Prau.g_00757	Syac.g_01285
OG0001217	Prau.g_00800	Syac.g_01043
OG0001218	Prau.g_00809	Syac.g_01679
OG0001220	Prau.g_00906	Syac.g_00813
OG0001221	Prau.g_00967	Syac.g_01379
OG0001223	Prau.g_01033	Syac.g_01215
OG0001224	Prau.g_01085	Syac.g_00880
OG0001225	Prau.g_01087	Syac.g_00882
OG0001226	Prau.g_01112	Syac.g_01026
OG0001227	Prau.g_01130	Syac.g_02387
OG0001228	Prau.g_01251	Syac.g_00700
OG0001229	Prau.g_01407	Syac.g_00906
OG0001230	Prau.g_01520	Syac.g_01621
OG0001231	Prau.g_01628	Syac.g_00017
OG0001232	Prau.g_01755	Syac.g_00509
OG0001233	Prau.g_01775	Syac.g_00660
OG0001234	Prau.g_01809	Syac.g_02173
OG0001235	Prau.g_01819	Syac.g_02147
OG0001236	Prau.g_01903	Syac.g_00189
OG0001237	Prau.g_01907	Syac.g_00184
OG0001238	Prau.g_01982	Syac.g_02369
OG0001240	Prau.g_00094	Syac.g_00411
OG0001241	Prau.g_00102	Syac.g_00402
OG0001242	Prau.g_00120	Syac.g_00370
OG0001243	Prau.g_00126	Syac.g_00363
OG0001244	Prau.g_00142	Syac.g_00333
OG0001245	Prau.g_00383	Syac.g_01064
OG0001246	Prau.g_00545	Syac.g_01876
OG0001247	Prau.g_00723	Syac.g_01303
OG0001248	Prau.g_00725	Syac.g_01306
OG0001249	Prau.g_00832	Syac.g_02029
OG0001250	Prau.g_00894	Syac.g_00838
OG0001251	Prau.g_00943	Syac.g_02415
OG0001252	Prau.g_01080	Syac.g_00874
OG0001253	Prau.g_01131	Syac.g_01063
OG0001254	Prau.g_01176	Syac.g_01465
OG0001255	Prau.g_01191	Syac.g_01957
OG0001256	Prau.g_01621	Syac.g_00563
OG0001257	Prau.g_01627	Syac.g_01686
OG0001258	Prau.g_01729	Syac.g_00553
OG0001259	Prau.g_01773	Syac.g_00662
OG0001260	Prau.g_01789	Syac.g_00640
OG0001262	Prau.g_01965	Syac.g_00056
OG0001263	Prau.g_00129	Syac.g_00360
OG0001265	Prau.g_00119	Syac.g_00372
OG0001266	Prau.g_00204	Syac.g_02289
OG0001267	Prau.g_00282	Syac.g_02253
OG0001268	Prau.g_00341	Syac.g_02014
OG0001269	Prau.g_00361	Syac.g_01960
OG0001270	Prau.g_00475	Syac.g_00690
OG0001271	Prau.g_00513	Syac.g_01703
OG0001272	Prau.g_00527	Syac.g_01898
OG0001273	Prau.g_00671	Syac.g_00974
OG0001274	Prau.g_00743	Syac.g_02323
OG0001275	Prau.g_01043	Syac.g_01228
OG0001276	Prau.g_01064	Syac.g_01244
OG0001277	Prau.g_01120	Syac.g_02463
OG0001278	Prau.g_01256	Syac.g_01517
OG0001279	Prau.g_01320	Syac.g_01605
OG0001280	Prau.g_01370	Syac.g_00731
OG0001281	Prau.g_01376	Syac.g_00721
OG0001282	Prau.g_01410	Syac.g_01917
OG0001283	Prau.g_01429	Syac.g_02472
OG0001284	Prau.g_01601	Syac.g_00586
OG0001285	Prau.g_01758	Syac.g_01060
OG0001286	Prau.g_01873	Syac.g_02089
OG0001287	Prau.g_01927	Syac.g_00154
OG0001288	Prau.g_01936	Syac.g_00141
OG0001289	Prau.g_00088	Syac.g_00426
OG0001291	Prau.g_00136	Syac.g_00349
OG0001292	Prau.g_00250	Syac.g_02205
OG0001293	Prau.g_00263	Syac.g_02226
OG0001294	Prau.g_00381	Syac.g_01411
OG0001295	Prau.g_00509	Syac.g_01824
OG0001296	Prau.g_00550	Syac.g_01870
OG0001297	Prau.g_00555	Syac.g_01866
OG0001298	Prau.g_00616	Syac.g_01774
OG0001299	Prau.g_00706	Syac.g_01417
OG0001300	Prau.g_00733	Syac.g_00910
OG0001301	Prau.g_00736	Syac.g_00897
OG0001302	Prau.g_00841	Syac.g_01012
OG0001303	Prau.g_01047	Syac.g_01137
OG0001304	Prau.g_01074	Syac.g_01257
OG0001305	Prau.g_01093	Syac.g_00890
OG0001306	Prau.g_01193	Syac.g_00749
OG0001307	Prau.g_01392	Syac.g_02156
OG0001309	Prau.g_01625	Syac.g_01860
OG0001310	Prau.g_01744	Syac.g_00528
OG0001311	Prau.g_01066	Syac.g_01246
OG0001315	Prau.g_00063	Syac.g_02072
OG0001316	Prau.g_00141	Syac.g_00342
OG0001317	Prau.g_00235	Syac.g_01971
OG0001318	Prau.g_00258	Syac.g_02218
OG0001319	Prau.g_00274	Syac.g_02242
OG0001321	Prau.g_00492	Syac.g_00712
OG0001322	Prau.g_00493	Syac.g_00713
OG0001323	Prau.g_00560	Syac.g_01857
OG0001324	Prau.g_00734	Syac.g_00909
OG0001325	Prau.g_00760	Syac.g_01281
OG0001326	Prau.g_00931	Syac.g_02420
OG0001328	Prau.g_01129	Syac.g_01385
OG0001329	Prau.g_01168	Syac.g_01007
OG0001330	Prau.g_01345	Syac.g_00738
OG0001332	Prau.g_01574	Syac.g_00625
OG0001333	Prau.g_01769	Syac.g_00666
OG0001334	Prau.g_01893	Syac.g_02061
OG0001335	Prau.g_01894	Syac.g_02060
OG0001336	Prau.g_02007	Syac.g_02473
OG0001339	Prau.g_00104	Syac.g_00400
OG0001340	Prau.g_00330	Syac.g_02039
OG0001341	Prau.g_00798	Syac.g_00904
OG0001343	Prau.g_00940	Syac.g_02413
OG0001344	Prau.g_01210	Syac.g_00774
OG0001345	Prau.g_01225	Syac.g_00803
OG0001346	Prau.g_01372	Syac.g_00728
OG0001352	Prau.g_00720	Syac.g_01842
OG0001355	Prau.g_01657, Prau.g_01309	Syac.g_01823
OG0001358	Prau.g_00660	Syac.g_00952
OG0001359	Prau.g_00941	Syac.g_02412
OG0001360	Prau.g_01132	Syac.g_00805
OG0001361	Prau.g_01222	Syac.g_00800
OG0001362	Prau.g_01545	Syac.g_01649
OG0001363	Prau.g_01547	Syac.g_01651
OG0001364	Prau.g_01896	Syac.g_00204
OG0001370	Prau.g_00501	Syac.g_01294, Syac.g_02438
OG0001372	Prau.g_00808	Syac.g_01845
OG0001373	Prau.g_00930	Syac.g_02419
OG0001374	Prau.g_00938	Syac.g_02427
OG0001375	Prau.g_00939	Syac.g_02414
OG0001376	Prau.g_01098	Syac.g_02376
OG0001377	Prau.g_01099	Syac.g_02375
OG0001378	Prau.g_01141	Syac.g_00689
OG0001380	Prau.g_01397	Syac.g_01589
OG0001381	Prau.g_01403	Syac.g_02162
OG0001382	Prau.g_01640	Syac.g_00148
OG0001385	Prau.g_00927	Syac.g_02416
OG0001386	Prau.g_00928	Syac.g_02417
OG0001387	Prau.g_00929	Syac.g_02418
OG0001388	Prau.g_00932	Syac.g_02421
OG0001389	Prau.g_00933	Syac.g_02422
OG0001390	Prau.g_00934	Syac.g_02423
OG0001391	Prau.g_00935	Syac.g_02424
OG0001392	Prau.g_00936	Syac.g_02425
OG0001393	Prau.g_00937	Syac.g_02426
OG0001394	Prau.g_00971	Syac.g_01373
OG0001395	Prau.g_01076	Syac.g_01262
OG0001398	Prau.g_01653	Syac.g_01120
OG0001404	Prau.g_00070	Syac.g_00451
OG0001405	Prau.g_00328	Syac.g_02058
OG0001406	Prau.g_01097	Syac.g_02377
OG0001407	Prau.g_01110	Syac.g_01841
OG0001408	Prau.g_01115	Syac.g_01530
OG0001410	Prau.g_01393	Syac.g_02155
OG0001411	Prau.g_01452	Syac.g_00180
OG0001413	Prau.g_01616	Syac.g_01019
OG0001414	Prau.g_00230	Syac.g_02161
OG0001416	Prau.g_00500	Syac.g_00724
OG0001417	Prau.g_00511	Syac.g_01200
OG0001419	Prau.g_01111	Syac.g_01840
OG0001420	Prau.g_01150	Syac.g_01847
OG0001428	Prau.g_00173	Syac.g_00301
OG0001430	Prau.g_01341	Syac.g_02345
OG0001432	Prau.g_01614	Syac.g_01572
OG0001434	Prau.g_00976	Syac.g_01368
OG0001436	Prau.g_01480	Syac.g_00210, Syac.g_00209
OG0001438	Prau.g_00295	Syac.g_00280
OG0001439	Prau.g_00309	Syac.g_00250
OG0001442	Prau.g_00791	Syac.g_01358
OG0001446	Prau.g_00080	Syac.g_01293
OG0001447	Prau.g_00127	Syac.g_00362
OG0001448	Prau.g_00369	Syac.g_01094
OG0001449	Prau.g_00405	Syac.g_02197
OG0001452	Prau.g_00944	Syac.g_02214
OG0001456	Prau.g_01184	Syac.g_02434
OG0001457	Prau.g_01185	Syac.g_02435
OG0001458	Prau.g_01186	Syac.g_02436
OG0001462	Prau.g_00033	Syac.g_00039
OG0001465	Prau.g_00742	Syac.g_01299
OG0001468	Prau.g_01102	Syac.g_01014
OG0001470	Prau.g_01463, Prau.g_01472	Syac.g_00683
OG0001471	Prau.g_01617	Syac.g_00257
OG0001473	Prau.g_01944	Syac.g_01010
OG0001474	Prau.g_00342	Syac.g_02013
OG0001475	Prau.g_01474	Syac.g_00681
OG0001479	Prau.g_00339	Syac.g_02016
OG0001480	Prau.g_00371	Syac.g_00812
OG0001481	Prau.g_00376	Syac.g_01260
OG0001482	Prau.g_00498	Syac.g_01210
OG0001492	Prau.g_01253	Syac.g_01514
OG0001493	Prau.g_01261	Syac.g_01522
OG0001494	Prau.g_01503	Syac.g_00088
OG0001495	Prau.g_01816	Syac.g_02144
OG0001499	Prau.g_00062	Syac.g_01441
OG0001502	Prau.g_00824	Syac.g_00818
OG0001508	Prau.g_01462	Syac.g_00684
OG0001520	Prau.g_00397	Syac.g_01787
OG0001522	Prau.g_00886	Syac.g_00849
OG0001528	Prau.g_01473, Prau.g_01464	Syac.g_00682
OG0001547	Prau.g_00826	Syac.g_01122
OG0001548	Prau.g_00830	Syac.g_01030
OG0001551	Prau.g_01183	Syac.g_00861
OG0001557	Prau.g_00972	Syac.g_01372
OG0001564	Prau.g_01501, Prau.g_01505	Syac.g_02430
OG0001567	Prau.g_00825	Syac.g_01121
OG0001568	Prau.g_00827	Syac.g_01124
OG0001570	Prau.g_01152	Syac.g_01108
OG0001572	Prau.g_01308	Syac.g_01584
OG0001585	Prau.g_01323	Syac.g_01072
OG0001602	Prau.g_00741	Syac.g_01300
OG0001625	Prau.g_00260	Syac.g_02220
OG0001647	Prau.g_00275	Syac.g_02244
OG0001667	Prau.g_01348	Syac.g_00472
OG0001712	Prau.g_00418	Syac.g_01065
OG0001718	Prau.g_00365	Syac.g_00465
OG0001897	Prau.g_01280	Syac.g_02010
OG0001923	Prau.g_01451	Syac.g_00128
OG0001959	Prau.g_01315	Syac.g_00119, Syac.g_00120
OG0002063	Prau.g_01671	Syac.g_01533
OG0002112	Prau.g_00409	Syac.g_00266
OG0002156	Prau.g_00045	Syac.g_01612
OG0002157	Prau.g_00410	Syac.g_00265
OG0002158	Prau.g_00408	Syac.g_00267
OG0002248	Prau.g_01722	Syac.g_00908
OG0002488	Prau.g_01497	Syac.g_00203
OG0002560	Prau.g_00399	Syac.g_01542
OG0002934	Prau.g_00450	Syac.g_02331
