Orthogroup	Prau	Syag
OG0001160	Prau.g_01606	Syag.g_01666
OG0001161	Prau.g_01619	Syag.g_02163
OG0001162	Prau.g_01630	Syag.g_01238
OG0001163	Prau.g_01724	Syag.g_01674
OG0001164	Prau.g_01728	Syag.g_01680
OG0001165	Prau.g_01731	Syag.g_01685
OG0001166	Prau.g_01751	Syag.g_01715
OG0001167	Prau.g_01768	Syag.g_02383
OG0001168	Prau.g_01770	Syag.g_01740
OG0001169	Prau.g_01772	Syag.g_01742
OG0001170	Prau.g_01774	Syag.g_01744
OG0001171	Prau.g_01783	Syag.g_01755
OG0001172	Prau.g_01797	Syag.g_02693
OG0001173	Prau.g_01798	Syag.g_02694
OG0001174	Prau.g_01806	Syag.g_02703
OG0001175	Prau.g_01807	Syag.g_02704
OG0001176	Prau.g_01814	Syag.g_02723
OG0001177	Prau.g_01817	Syag.g_02720
OG0001178	Prau.g_01822	Syag.g_01694
OG0001179	Prau.g_01853	Syag.g_02754
OG0001180	Prau.g_01875	Syag.g_02780
OG0001181	Prau.g_01879	Syag.g_02784
OG0001182	Prau.g_01886	Syag.g_02793
OG0001183	Prau.g_01890	Syag.g_02798
OG0001184	Prau.g_01906	Syag.g_02428
OG0001185	Prau.g_01920	Syag.g_02399
OG0001186	Prau.g_01943	Syag.g_02364
OG0001187	Prau.g_01947	Syag.g_02361
OG0001188	Prau.g_01950	Syag.g_02359
OG0001189	Prau.g_01967	Syag.g_02334
OG0001190	Prau.g_01971	Syag.g_02126
OG0001191	Prau.g_01981	Syag.g_02142
OG0001192	Prau.g_01985	Syag.g_02149
OG0001193	Prau.g_01995	Syag.g_02182
OG0001194	Prau.g_01996	Syag.g_02185
OG0001195	Prau.g_01997	Syag.g_02186
OG0001196	Prau.g_02010	Syag.g_02254
OG0001197	Prau.g_02011	Syag.g_02256
OG0001198	Prau.g_02019	Syag.g_02269
OG0001199	Prau.g_00075	Syag.g_01825
OG0001200	Prau.g_00077	Syag.g_01827
OG0001201	Prau.g_00109	Syag.g_01886
OG0001202	Prau.g_00200	Syag.g_02032
OG0001203	Prau.g_00239	Syag.g_01783
OG0001204	Prau.g_00245	Syag.g_02673
OG0001206	Prau.g_00504	Syag.g_01328
OG0001207	Prau.g_00518	Syag.g_01536
OG0001208	Prau.g_00523	Syag.g_01526
OG0001209	Prau.g_00575	Syag.g_01451
OG0001210	Prau.g_00580	Syag.g_01442
OG0001211	Prau.g_00590	Syag.g_00272
OG0001212	Prau.g_00634	Syag.g_00334
OG0001213	Prau.g_00669	Syag.g_00394
OG0001214	Prau.g_00677	Syag.g_00412
OG0001215	Prau.g_00730	Syag.g_01014
OG0001216	Prau.g_00757	Syag.g_00920
OG0001217	Prau.g_00800	Syag.g_00151
OG0001218	Prau.g_00809	Syag.g_01364
OG0001219	Prau.g_00843	Syag.g_00767
OG0001220	Prau.g_00906	Syag.g_00743
OG0001221	Prau.g_00967	Syag.g_00628
OG0001222	Prau.g_01007	Syag.g_00797
OG0001223	Prau.g_01033	Syag.g_00843
OG0001224	Prau.g_01085	Syag.g_00969
OG0001225	Prau.g_01087	Syag.g_00971
OG0001226	Prau.g_01112	Syag.g_01835
OG0001227	Prau.g_01130	Syag.g_01240
OG0001228	Prau.g_01251	Syag.g_00709
OG0001229	Prau.g_01407	Syag.g_00997
OG0001230	Prau.g_01520	Syag.g_01430
OG0001231	Prau.g_01628	Syag.g_02289
OG0001232	Prau.g_01755	Syag.g_01724
OG0001233	Prau.g_01775	Syag.g_01745
OG0001234	Prau.g_01809	Syag.g_02708
OG0001235	Prau.g_01819	Syag.g_02715
OG0001236	Prau.g_01903	Syag.g_02432
OG0001237	Prau.g_01907	Syag.g_02426
OG0001238	Prau.g_01982	Syag.g_02144
OG0001240	Prau.g_00094	Syag.g_01869
OG0001241	Prau.g_00102	Syag.g_01879
OG0001243	Prau.g_00126	Syag.g_01920
OG0001244	Prau.g_00142	Syag.g_01948
OG0001245	Prau.g_00383	Syag.g_00213
OG0001246	Prau.g_00545	Syag.g_01498
OG0001247	Prau.g_00723	Syag.g_00710
OG0001248	Prau.g_00725	Syag.g_00175
OG0001249	Prau.g_00832	Syag.g_02837
OG0001250	Prau.g_00894	Syag.g_00725
OG0001251	Prau.g_00943	Syag.g_00472
OG0001252	Prau.g_01080	Syag.g_00960
OG0001253	Prau.g_01131	Syag.g_00094
OG0001254	Prau.g_01176	Syag.g_02165
OG0001255	Prau.g_01191	Syag.g_00440
OG0001256	Prau.g_01621	Syag.g_01673
OG0001257	Prau.g_01627	Syag.g_00217, Syag.g_00176
OG0001258	Prau.g_01729	Syag.g_01683
OG0001259	Prau.g_01773	Syag.g_01743
OG0001260	Prau.g_01789	Syag.g_01763
OG0001261	Prau.g_01861	Syag.g_02763
OG0001262	Prau.g_01965	Syag.g_02336
OG0001263	Prau.g_00129	Syag.g_01923
OG0001265	Prau.g_00119	Syag.g_01910
OG0001266	Prau.g_00204	Syag.g_02036
OG0001267	Prau.g_00282	Syag.g_02598
OG0001268	Prau.g_00341	Syag.g_02850
OG0001269	Prau.g_00361	Syag.g_00480
OG0001270	Prau.g_00475	Syag.g_00030
OG0001271	Prau.g_00513	Syag.g_01353
OG0001272	Prau.g_00527	Syag.g_01522
OG0001273	Prau.g_00671	Syag.g_00405
OG0001274	Prau.g_00743	Syag.g_02076
OG0001275	Prau.g_01043	Syag.g_00857
OG0001276	Prau.g_01064	Syag.g_00874
OG0001278	Prau.g_01256	Syag.g_01054
OG0001279	Prau.g_01320	Syag.g_00490
OG0001280	Prau.g_01370	Syag.g_01189
OG0001281	Prau.g_01376	Syag.g_01219
OG0001282	Prau.g_01410	Syag.g_01538
OG0001283	Prau.g_01429	Syag.g_02248
OG0001284	Prau.g_01601	Syag.g_01656
OG0001285	Prau.g_01758	Syag.g_00142, Syag.g_02205
OG0001286	Prau.g_01873	Syag.g_02778
OG0001287	Prau.g_01927	Syag.g_02391
OG0001288	Prau.g_01936	Syag.g_02373
OG0001289	Prau.g_00088	Syag.g_01850
OG0001290	Prau.g_00101	Syag.g_01878
OG0001291	Prau.g_00136	Syag.g_01933
OG0001292	Prau.g_00250	Syag.g_02667
OG0001293	Prau.g_00263	Syag.g_02625
OG0001294	Prau.g_00381	Syag.g_00593
OG0001295	Prau.g_00509	Syag.g_00968
OG0001296	Prau.g_00550	Syag.g_01492
OG0001297	Prau.g_00555	Syag.g_01488
OG0001298	Prau.g_00616	Syag.g_00309
OG0001299	Prau.g_00706	Syag.g_00582
OG0001300	Prau.g_00733	Syag.g_01003
OG0001301	Prau.g_00736	Syag.g_00987
OG0001302	Prau.g_00841	Syag.g_00442
OG0001303	Prau.g_01047	Syag.g_00769
OG0001304	Prau.g_01074	Syag.g_00890
OG0001305	Prau.g_01093	Syag.g_00981
OG0001306	Prau.g_01193	Syag.g_01160
OG0001307	Prau.g_01392	Syag.g_00577
OG0001308	Prau.g_01541	Syag.g_01406
OG0001309	Prau.g_01625	Syag.g_01482
OG0001311	Prau.g_01066	Syag.g_00876
OG0001313	Prau.g_00752	Syag.g_00391, Syag.g_01336, Syag.g_01335
OG0001315	Prau.g_00063	Syag.g_02796
OG0001316	Prau.g_00141	Syag.g_01940
OG0001317	Prau.g_00235	Syag.g_01787
OG0001318	Prau.g_00258	Syag.g_02633
OG0001319	Prau.g_00274	Syag.g_02609
OG0001321	Prau.g_00492	Syag.g_00050
OG0001322	Prau.g_00493	Syag.g_00051
OG0001323	Prau.g_00560	Syag.g_01479
OG0001324	Prau.g_00734	Syag.g_01002
OG0001325	Prau.g_00760	Syag.g_00916
OG0001326	Prau.g_00931	Syag.g_02190, Syag.g_02195
OG0001328	Prau.g_01129	Syag.g_00620
OG0001329	Prau.g_01168	Syag.g_00498
OG0001330	Prau.g_01345	Syag.g_01181
OG0001331	Prau.g_01415	Syag.g_01543
OG0001332	Prau.g_01574	Syag.g_01611
OG0001333	Prau.g_01769	Syag.g_01739
OG0001334	Prau.g_01893	Syag.g_02807
OG0001335	Prau.g_01894	Syag.g_02808
OG0001336	Prau.g_02007	Syag.g_02249
OG0001339	Prau.g_00104	Syag.g_01881
OG0001341	Prau.g_00798	Syag.g_00233
OG0001343	Prau.g_00940	Syag.g_00562
OG0001344	Prau.g_01210	Syag.g_01136
OG0001345	Prau.g_01225	Syag.g_01108
OG0001346	Prau.g_01372	Syag.g_01193
OG0001349	Prau.g_01530	Syag.g_02479
OG0001351	Prau.g_00495	Syag.g_00055
OG0001352	Prau.g_00720	Syag.g_01459
OG0001358	Prau.g_00660	Syag.g_00374
OG0001359	Prau.g_00941	Syag.g_00561
OG0001360	Prau.g_01132	Syag.g_01106
OG0001361	Prau.g_01222	Syag.g_01111
OG0001364	Prau.g_01896	Syag.g_02448
OG0001365	Prau.g_01975	Syag.g_02131
OG0001369	Prau.g_00093	Syag.g_01868
OG0001370	Prau.g_00501	Syag.g_01660, Syag.g_01395, Syag.g_02204
OG0001373	Prau.g_00930	Syag.g_02194
OG0001374	Prau.g_00938	Syag.g_02202
OG0001375	Prau.g_00939	Syag.g_00563
OG0001376	Prau.g_01098	Syag.g_02153
OG0001377	Prau.g_01099	Syag.g_02152
OG0001378	Prau.g_01141	Syag.g_00028
OG0001380	Prau.g_01397	Syag.g_00252
OG0001385	Prau.g_00927	Syag.g_02191
OG0001386	Prau.g_00928	Syag.g_02192
OG0001387	Prau.g_00929	Syag.g_02193
OG0001388	Prau.g_00932	Syag.g_02196
OG0001389	Prau.g_00933	Syag.g_02197
OG0001390	Prau.g_00934	Syag.g_02198
OG0001391	Prau.g_00935	Syag.g_02199
OG0001392	Prau.g_00936	Syag.g_02200
OG0001393	Prau.g_00937	Syag.g_02201
OG0001394	Prau.g_00971	Syag.g_00635
OG0001395	Prau.g_01076	Syag.g_00898
OG0001398	Prau.g_01653	Syag.g_00751
OG0001404	Prau.g_00070	Syag.g_01818
OG0001405	Prau.g_00328	Syag.g_02810
OG0001406	Prau.g_01097	Syag.g_02154
OG0001408	Prau.g_01115	Syag.g_00450
OG0001409	Prau.g_01213	Syag.g_01125
OG0001410	Prau.g_01393	Syag.g_00576
OG0001411	Prau.g_01452	Syag.g_02424
OG0001413	Prau.g_01616	Syag.g_00224
OG0001416	Prau.g_00500	Syag.g_01198
OG0001417	Prau.g_00511	Syag.g_00829
OG0001419	Prau.g_01111	Syag.g_01466
OG0001420	Prau.g_01150	Syag.g_01465
OG0001428	Prau.g_00173	Syag.g_01981
OG0001429	Prau.g_00844	Syag.g_00770
OG0001432	Prau.g_01614	Syag.g_00448
OG0001436	Prau.g_01480	Syag.g_02454, Syag.g_02453
OG0001438	Prau.g_00295	Syag.g_02583
OG0001439	Prau.g_00309	Syag.g_02554
OG0001442	Prau.g_00791	Syag.g_00648
OG0001447	Prau.g_00127	Syag.g_01921
OG0001448	Prau.g_00369	Syag.g_01350
OG0001449	Prau.g_00405	Syag.g_02676
OG0001452	Prau.g_00944	Syag.g_02638
OG0001453	Prau.g_01037	Syag.g_00849
OG0001454	Prau.g_01125	Syag.g_00204
OG0001456	Prau.g_01184	Syag.g_02212
OG0001457	Prau.g_01185	Syag.g_02213
OG0001458	Prau.g_01186	Syag.g_02214
OG0001462	Prau.g_00033	Syag.g_02315
OG0001465	Prau.g_00742	Syag.g_00940
OG0001470	Prau.g_01463, Prau.g_01472	Syag.g_02420
OG0001471	Prau.g_01617	Syag.g_02563
OG0001472	Prau.g_01624	Syag.g_00104
OG0001473	Prau.g_01944	Syag.g_00471
OG0001474	Prau.g_00342	Syag.g_02851
OG0001475	Prau.g_01474	Syag.g_02418
OG0001479	Prau.g_00339	Syag.g_02848
OG0001480	Prau.g_00371	Syag.g_00451
OG0001482	Prau.g_00498	Syag.g_00839
OG0001484	Prau.g_01709	Syag.g_02203
OG0001492	Prau.g_01253	Syag.g_01057
OG0001493	Prau.g_01261	Syag.g_01045
OG0001494	Prau.g_01503	Syag.g_02489
OG0001495	Prau.g_01816	Syag.g_02719
OG0001502	Prau.g_00824	Syag.g_00739
OG0001507	Prau.g_01664	Syag.g_01794, Syag.g_00083
OG0001508	Prau.g_01462	Syag.g_02421
OG0001520	Prau.g_00397	Syag.g_00294
OG0001525	Prau.g_01633	Syag.g_00464
OG0001528	Prau.g_01473, Prau.g_01464	Syag.g_02419
OG0001547	Prau.g_00826	Syag.g_00753
OG0001551	Prau.g_01183	Syag.g_01019
OG0001553	Prau.g_01525	Syag.g_01424
OG0001554	Prau.g_01623	Syag.g_02124
OG0001557	Prau.g_00972	Syag.g_00636
OG0001564	Prau.g_01501, Prau.g_01505	Syag.g_02208
OG0001565	Prau.g_00457, Prau.g_00431	Syag.g_00449
OG0001567	Prau.g_00825	Syag.g_00752
OG0001568	Prau.g_00827	Syag.g_00754
OG0001572	Prau.g_01308	Syag.g_00086
OG0001582	Prau.g_00510	Syag.g_00198
OG0001586	Prau.g_01467	Syag.g_02483
OG0001602	Prau.g_00741	Syag.g_00939
OG0001625	Prau.g_00260	Syag.g_02631
OG0001633	Prau.g_01406	Syag.g_01608
OG0001647	Prau.g_00275	Syag.g_02607
OG0001709	Prau.g_01477	Syag.g_02478
OG0001712	Prau.g_00418	Syag.g_00089
OG0001726	Prau.g_00415	Syag.g_00747
OG0001897	Prau.g_01280	Syag.g_02854
OG0001919	Prau.g_00402	Syag.g_00444
OG0001924	Prau.g_01691	Syag.g_00366
OG0001925	Prau.g_01692	Syag.g_00365
OG0001926	Prau.g_01693	Syag.g_00364
OG0001927	Prau.g_01694	Syag.g_00363
OG0001993	Prau.g_01689	Syag.g_00368
OG0001994	Prau.g_01690	Syag.g_00367
OG0002112	Prau.g_00409	Syag.g_02570
OG0002156	Prau.g_00045	Syag.g_01303
OG0002157	Prau.g_00410	Syag.g_02569
OG0002158	Prau.g_00408	Syag.g_02571
OG0002244	Prau.g_01663	Syag.g_01792
OG0002248	Prau.g_01722	Syag.g_01000
OG0002425	Prau.g_01468	Syag.g_02484
OG0002426	Prau.g_01478	Syag.g_02507
OG0002695	Prau.g_01499, Prau.g_01466	Syag.g_02482
OG0002794	Prau.g_01471	Syag.g_02490
OG0002935	Prau.g_01314	Syag.g_02534
OG0003034	Prau.g_01486	Syag.g_02504
OG0003063	Prau.g_01476	Syag.g_02497
