Orthogroup	Prau	Syad
OG0001166	Prau.g_01751	Syad.g_02647
OG0001167	Prau.g_01768	Syad.g_02486
OG0001168	Prau.g_01770	Syad.g_02488
OG0001169	Prau.g_01772	Syad.g_02490
OG0001170	Prau.g_01774	Syad.g_02492
OG0001171	Prau.g_01783	Syad.g_02503
OG0001172	Prau.g_01797	Syad.g_00594
OG0001173	Prau.g_01798	Syad.g_00595
OG0001174	Prau.g_01806	Syad.g_00603
OG0001175	Prau.g_01807	Syad.g_00604
OG0001176	Prau.g_01814	Syad.g_00644
OG0001177	Prau.g_01817	Syad.g_00641
OG0001178	Prau.g_01822	Syad.g_02629
OG0001179	Prau.g_01853	Syad.g_00675
OG0001180	Prau.g_01875	Syad.g_00700
OG0001181	Prau.g_01879	Syad.g_00704
OG0001182	Prau.g_01886	Syad.g_00712
OG0001183	Prau.g_01890	Syad.g_00717
OG0001184	Prau.g_01906	Syad.g_00378
OG0001185	Prau.g_01920	Syad.g_00354
OG0001186	Prau.g_01943	Syad.g_00247
OG0001187	Prau.g_01947	Syad.g_00245
OG0001188	Prau.g_01950	Syad.g_00238
OG0001189	Prau.g_01967	Syad.g_00217
OG0001190	Prau.g_01971	Syad.g_03034
OG0001192	Prau.g_01985	Syad.g_00013
OG0001193	Prau.g_01995	Syad.g_00072
OG0001194	Prau.g_01996	Syad.g_00075
OG0001195	Prau.g_01997	Syad.g_00076
OG0001196	Prau.g_02010	Syad.g_00144
OG0001197	Prau.g_02011	Syad.g_00146
OG0001198	Prau.g_02019	Syad.g_00159
OG0001199	Prau.g_00075	Syad.g_02735
OG0001200	Prau.g_00077	Syad.g_02737
OG0001201	Prau.g_00109	Syad.g_02802
OG0001202	Prau.g_00200	Syad.g_02945
OG0001203	Prau.g_00239	Syad.g_00821
OG0001204	Prau.g_00245	Syad.g_00577
OG0001205	Prau.g_00486	Syad.g_02440
OG0001206	Prau.g_00504	Syad.g_02385
OG0001207	Prau.g_00518	Syad.g_00893
OG0001208	Prau.g_00523	Syad.g_00906
OG0001209	Prau.g_00575	Syad.g_00980
OG0001210	Prau.g_00580	Syad.g_00993
OG0001212	Prau.g_00634	Syad.g_01082
OG0001213	Prau.g_00669	Syad.g_02163
OG0001214	Prau.g_00677	Syad.g_02150
OG0001215	Prau.g_00730	Syad.g_01366
OG0001216	Prau.g_00757	Syad.g_01816
OG0001218	Prau.g_00809	Syad.g_02328
OG0001219	Prau.g_00843	Syad.g_01653
OG0001220	Prau.g_00906	Syad.g_01195
OG0001221	Prau.g_00967	Syad.g_01950
OG0001222	Prau.g_01007	Syad.g_01770
OG0001223	Prau.g_01033	Syad.g_01715
OG0001224	Prau.g_01085	Syad.g_01286
OG0001225	Prau.g_01087	Syad.g_01288
OG0001226	Prau.g_01112	Syad.g_02100
OG0001227	Prau.g_01130	Syad.g_00029
OG0001228	Prau.g_01251	Syad.g_02460
OG0001229	Prau.g_01407	Syad.g_01314
OG0001231	Prau.g_01628	Syad.g_00179
OG0001232	Prau.g_01755	Syad.g_02658
OG0001233	Prau.g_01775	Syad.g_02493
OG0001234	Prau.g_01809	Syad.g_00608
OG0001235	Prau.g_01819	Syad.g_00633
OG0001236	Prau.g_01903	Syad.g_00412
OG0001237	Prau.g_01907	Syad.g_00376
OG0001238	Prau.g_01982	Syad.g_00007
OG0001240	Prau.g_00094	Syad.g_02785
OG0001241	Prau.g_00102	Syad.g_02795
OG0001242	Prau.g_00120	Syad.g_02827
OG0001243	Prau.g_00126	Syad.g_02841
OG0001244	Prau.g_00142	Syad.g_02873
OG0001245	Prau.g_00383	Syad.g_02223
OG0001246	Prau.g_00545	Syad.g_00933
OG0001247	Prau.g_00723	Syad.g_01837
OG0001248	Prau.g_00725	Syad.g_01843
OG0001249	Prau.g_00832	Syad.g_00756
OG0001250	Prau.g_00894	Syad.g_01227
OG0001251	Prau.g_00943	Syad.g_00083
OG0001252	Prau.g_01080	Syad.g_01279
OG0001253	Prau.g_01131	Syad.g_02037
OG0001254	Prau.g_01176	Syad.g_01528
OG0001255	Prau.g_01191	Syad.g_02224
OG0001256	Prau.g_01621	Syad.g_02609
OG0001257	Prau.g_01627	Syad.g_02210
OG0001258	Prau.g_01729	Syad.g_02619
OG0001260	Prau.g_01789	Syad.g_02514
OG0001261	Prau.g_01861	Syad.g_00684
OG0001262	Prau.g_01965	Syad.g_00219
OG0001263	Prau.g_00129	Syad.g_02844
OG0001265	Prau.g_00119	Syad.g_02825
OG0001266	Prau.g_00204	Syad.g_02949
OG0001267	Prau.g_00282	Syad.g_00523
OG0001268	Prau.g_00341	Syad.g_00767
OG0001270	Prau.g_00475	Syad.g_02453
OG0001271	Prau.g_00513	Syad.g_02356
OG0001272	Prau.g_00527	Syad.g_00910
OG0001273	Prau.g_00671	Syad.g_02157
OG0001274	Prau.g_00743	Syad.g_02988
OG0001275	Prau.g_01043	Syad.g_01699
OG0001276	Prau.g_01064	Syad.g_01683
OG0001277	Prau.g_01120	Syad.g_00127
OG0001278	Prau.g_01256	Syad.g_01445
OG0001279	Prau.g_01320	Syad.g_02248
OG0001280	Prau.g_01370	Syad.g_02402
OG0001281	Prau.g_01376	Syad.g_02413
OG0001282	Prau.g_01410	Syad.g_00890
OG0001283	Prau.g_01429	Syad.g_00138
OG0001284	Prau.g_01601	Syad.g_02585
OG0001285	Prau.g_01758	Syad.g_02043
OG0001286	Prau.g_01873	Syad.g_00698
OG0001287	Prau.g_01927	Syad.g_00346
OG0001288	Prau.g_01936	Syad.g_00326
OG0001289	Prau.g_00088	Syad.g_02767
OG0001290	Prau.g_00101	Syad.g_02794
OG0001291	Prau.g_00136	Syad.g_02854
OG0001292	Prau.g_00250	Syad.g_00572
OG0001293	Prau.g_00263	Syad.g_00549
OG0001294	Prau.g_00381	Syad.g_01597
OG0001295	Prau.g_00509	Syad.g_00997
OG0001296	Prau.g_00550	Syad.g_00939
OG0001297	Prau.g_00555	Syad.g_00943
OG0001298	Prau.g_00616	Syad.g_01055
OG0001299	Prau.g_00706	Syad.g_01591
OG0001300	Prau.g_00733	Syad.g_01339
OG0001301	Prau.g_00736	Syad.g_01303
OG0001302	Prau.g_00841	Syad.g_02123
OG0001303	Prau.g_01047	Syad.g_01655
OG0001304	Prau.g_01074	Syad.g_01669
OG0001305	Prau.g_01093	Syad.g_01296
OG0001306	Prau.g_01193	Syad.g_01119
OG0001307	Prau.g_01392	Syad.g_00626
OG0001309	Prau.g_01625	Syad.g_00950
OG0001310	Prau.g_01744	Syad.g_02638
OG0001311	Prau.g_01066	Syad.g_01681
OG0001313	Prau.g_00752	Syad.g_02372, Syad.g_02373
OG0001315	Prau.g_00063	Syad.g_00715
OG0001316	Prau.g_00141	Syad.g_02861
OG0001317	Prau.g_00235	Syad.g_00814
OG0001318	Prau.g_00258	Syad.g_00557
OG0001321	Prau.g_00492	Syad.g_02423
OG0001322	Prau.g_00493	Syad.g_02422
OG0001323	Prau.g_00560	Syad.g_00953
OG0001324	Prau.g_00734	Syad.g_01338
OG0001325	Prau.g_00760	Syad.g_01811
OG0001326	Prau.g_00931	Syad.g_00092
OG0001327	Prau.g_01104	Syad.g_01605
OG0001328	Prau.g_01129	Syad.g_01638
OG0001329	Prau.g_01168	Syad.g_00866
OG0001330	Prau.g_01345	Syad.g_02395
OG0001332	Prau.g_01574	Syad.g_02535
OG0001333	Prau.g_01769	Syad.g_02487
OG0001334	Prau.g_01893	Syad.g_00725
OG0001335	Prau.g_01894	Syad.g_00726
OG0001336	Prau.g_02007	Syad.g_00139
OG0001339	Prau.g_00104	Syad.g_02797
OG0001340	Prau.g_00330	Syad.g_00742
OG0001341	Prau.g_00798	Syad.g_01312
OG0001343	Prau.g_00940	Syad.g_00079
OG0001344	Prau.g_01210	Syad.g_01157
OG0001345	Prau.g_01225	Syad.g_01188
OG0001346	Prau.g_01372	Syad.g_02406
OG0001350	Prau.g_00784	Syad.g_00820
OG0001352	Prau.g_00720	Syad.g_00969
OG0001355	Prau.g_01657, Prau.g_01309	Syad.g_02116
OG0001358	Prau.g_00660	Syad.g_02179
OG0001359	Prau.g_00941	Syad.g_00078
OG0001360	Prau.g_01132	Syad.g_01191
OG0001361	Prau.g_01222	Syad.g_01185
OG0001362	Prau.g_01545	Syad.g_02294
OG0001363	Prau.g_01547	Syad.g_02296
OG0001364	Prau.g_01896	Syad.g_00431
OG0001369	Prau.g_00093	Syad.g_02784
OG0001370	Prau.g_00501	Syad.g_02045, Syad.g_02124
OG0001373	Prau.g_00930	Syad.g_00091
OG0001374	Prau.g_00938	Syad.g_00099
OG0001375	Prau.g_00939	Syad.g_00080
OG0001376	Prau.g_01098	Syad.g_00015
OG0001377	Prau.g_01099	Syad.g_00014
OG0001378	Prau.g_01141	Syad.g_02454
OG0001381	Prau.g_01403	Syad.g_01266, Syad.g_00614
OG0001385	Prau.g_00927	Syad.g_00088
OG0001386	Prau.g_00928	Syad.g_00089
OG0001387	Prau.g_00929	Syad.g_00090
OG0001388	Prau.g_00932	Syad.g_00093
OG0001389	Prau.g_00933	Syad.g_00094
OG0001390	Prau.g_00934	Syad.g_00095
OG0001391	Prau.g_00935	Syad.g_00096
OG0001392	Prau.g_00936	Syad.g_00097
OG0001393	Prau.g_00937	Syad.g_00098
OG0001394	Prau.g_00971	Syad.g_01920
OG0001395	Prau.g_01076	Syad.g_01792
OG0001397	Prau.g_01546	Syad.g_02295
OG0001398	Prau.g_01653	Syad.g_01977
OG0001399	Prau.g_01811	Syad.g_02336
OG0001404	Prau.g_00070	Syad.g_02727
OG0001405	Prau.g_00328	Syad.g_00728
OG0001407	Prau.g_01110	Syad.g_00970
OG0001408	Prau.g_01115	Syad.g_01431
OG0001410	Prau.g_01393	Syad.g_00627
OG0001411	Prau.g_01452	Syad.g_00372
OG0001413	Prau.g_01616	Syad.g_02113
OG0001414	Prau.g_00230	Syad.g_00615
OG0001416	Prau.g_00500	Syad.g_02410
OG0001417	Prau.g_00511	Syad.g_01729
OG0001419	Prau.g_01111	Syad.g_00971
OG0001420	Prau.g_01150	Syad.g_00963
OG0001421	Prau.g_01622	Syad.g_02105, Syad.g_02039
OG0001428	Prau.g_00173	Syad.g_02906
OG0001429	Prau.g_00844	Syad.g_01656
OG0001430	Prau.g_01341	Syad.g_03026
OG0001431	Prau.g_01344	Syad.g_00393
OG0001432	Prau.g_01614	Syad.g_01382
OG0001434	Prau.g_00976	Syad.g_01916
OG0001436	Prau.g_01480	Syad.g_00437, Syad.g_00436
OG0001438	Prau.g_00295	Syad.g_00507
OG0001439	Prau.g_00309	Syad.g_00476
OG0001442	Prau.g_00791	Syad.g_01906
OG0001447	Prau.g_00127	Syad.g_02842
OG0001448	Prau.g_00369	Syad.g_02723
OG0001449	Prau.g_00405	Syad.g_00583
OG0001452	Prau.g_00944	Syad.g_00563
OG0001453	Prau.g_01037	Syad.g_01709
OG0001454	Prau.g_01125	Syad.g_02101
OG0001456	Prau.g_01184	Syad.g_00101
OG0001457	Prau.g_01185	Syad.g_00102
OG0001458	Prau.g_01186	Syad.g_00103
OG0001462	Prau.g_00033	Syad.g_00204
OG0001463	Prau.g_00288	Syad.g_01264
OG0001464	Prau.g_00331	Syad.g_00743
OG0001465	Prau.g_00742	Syad.g_01830
OG0001470	Prau.g_01463, Prau.g_01472	Syad.g_02462
OG0001471	Prau.g_01617	Syad.g_00484
OG0001473	Prau.g_01944	Syad.g_02127
OG0001474	Prau.g_00342	Syad.g_00768
OG0001475	Prau.g_01474	Syad.g_02464
OG0001479	Prau.g_00339	Syad.g_00765
OG0001480	Prau.g_00371	Syad.g_01194
OG0001482	Prau.g_00498	Syad.g_01719
OG0001492	Prau.g_01253	Syad.g_01448
OG0001493	Prau.g_01261	Syad.g_01439
OG0001494	Prau.g_01503	Syad.g_00267
OG0001499	Prau.g_00062	Syad.g_02081
OG0001502	Prau.g_00824	Syad.g_01202
OG0001508	Prau.g_01462	Syad.g_02461
OG0001520	Prau.g_00397	Syad.g_01039
OG0001522	Prau.g_00886	Syad.g_01243
OG0001525	Prau.g_01633	Syad.g_00036
OG0001528	Prau.g_01473, Prau.g_01464	Syad.g_02463, Syad.g_00283, Syad.g_00286
OG0001547	Prau.g_00826	Syad.g_01963
OG0001548	Prau.g_00830	Syad.g_02092
OG0001551	Prau.g_01183	Syad.g_01256
OG0001554	Prau.g_01623	Syad.g_03031
OG0001555	Prau.g_01637	Syad.g_01923
OG0001564	Prau.g_01501, Prau.g_01505	Syad.g_01539
OG0001567	Prau.g_00825	Syad.g_01965
OG0001568	Prau.g_00827	Syad.g_01961
OG0001570	Prau.g_01152	Syad.g_01985
OG0001582	Prau.g_00510	Syad.g_02086
OG0001585	Prau.g_01323	Syad.g_02678
OG0001602	Prau.g_00741	Syad.g_01831
OG0001625	Prau.g_00260	Syad.g_00555
OG0001647	Prau.g_00275	Syad.g_00531
OG0001897	Prau.g_01280	Syad.g_00771
OG0001924	Prau.g_01691	Syad.g_02188
OG0001925	Prau.g_01692	Syad.g_02189
OG0001926	Prau.g_01693	Syad.g_02190
OG0001927	Prau.g_01694	Syad.g_02191
OG0001959	Prau.g_01315	Syad.g_00304, Syad.g_00305
OG0001993	Prau.g_01689	Syad.g_02186
OG0001994	Prau.g_01690	Syad.g_02187
OG0002001	Prau.g_01712	Syad.g_02753
OG0002112	Prau.g_00409	Syad.g_00494
OG0002157	Prau.g_00410	Syad.g_00493
OG0002158	Prau.g_00408	Syad.g_00495
OG0002248	Prau.g_01722	Syad.g_01337
OG0002369	Prau.g_01459	Syad.g_00284
OG0002488	Prau.g_01497	Syad.g_00430
OG0002618	Prau.g_01673	Syad.g_00382
OG0003632	Prau.g_01723	Syad.g_00852
OG0003813	Prau.g_01492, Prau.g_01502	Syad.g_00270
OG0004259	Prau.g_01443	Syad.g_00281
