Orthogroup	Prau	Syah
OG0001166	Prau.g_01751	Syah.g_02410
OG0001167	Prau.g_01768	Syah.g_02259
OG0001168	Prau.g_01770	Syah.g_02261
OG0001169	Prau.g_01772	Syah.g_02263
OG0001170	Prau.g_01774	Syah.g_02265
OG0001171	Prau.g_01783	Syah.g_02276
OG0001172	Prau.g_01797	Syah.g_00692
OG0001173	Prau.g_01798	Syah.g_00693
OG0001174	Prau.g_01806	Syah.g_00701
OG0001175	Prau.g_01807	Syah.g_00702
OG0001176	Prau.g_01814	Syah.g_00738
OG0001177	Prau.g_01817	Syah.g_00736
OG0001178	Prau.g_01822	Syah.g_02390
OG0001179	Prau.g_01853	Syah.g_00767
OG0001180	Prau.g_01875	Syah.g_00792
OG0001181	Prau.g_01879	Syah.g_00796
OG0001182	Prau.g_01886	Syah.g_00805
OG0001183	Prau.g_01890	Syah.g_00810
OG0001184	Prau.g_01906	Syah.g_00192
OG0001185	Prau.g_01920	Syah.g_00244
OG0001186	Prau.g_01943	Syah.g_00294
OG0001187	Prau.g_01947	Syah.g_00289
OG0001188	Prau.g_01950	Syah.g_00299
OG0001189	Prau.g_01967	Syah.g_00316
OG0001190	Prau.g_01971	Syah.g_00512
OG0001191	Prau.g_01981	Syah.g_00491
OG0001192	Prau.g_01985	Syah.g_00485
OG0001193	Prau.g_01995	Syah.g_00456
OG0001194	Prau.g_01996	Syah.g_00454
OG0001195	Prau.g_01997	Syah.g_00453
OG0001196	Prau.g_02010	Syah.g_00390
OG0001197	Prau.g_02011	Syah.g_00388
OG0001198	Prau.g_02019	Syah.g_00376
OG0001199	Prau.g_00075	Syah.g_02488
OG0001200	Prau.g_00077	Syah.g_02490
OG0001201	Prau.g_00109	Syah.g_02538
OG0001202	Prau.g_00200	Syah.g_00594
OG0001203	Prau.g_00239	Syah.g_00909
OG0001204	Prau.g_00245	Syah.g_00676
OG0001205	Prau.g_00486	Syah.g_02222
OG0001206	Prau.g_00504	Syah.g_01208
OG0001207	Prau.g_00518	Syah.g_00987
OG0001208	Prau.g_00523	Syah.g_00999
OG0001209	Prau.g_00575	Syah.g_01067
OG0001210	Prau.g_00580	Syah.g_01074
OG0001211	Prau.g_00590	Syah.g_01092
OG0001212	Prau.g_00634	Syah.g_01150
OG0001213	Prau.g_00669	Syah.g_01946
OG0001214	Prau.g_00677	Syah.g_01933
OG0001215	Prau.g_00730	Syah.g_01996
OG0001216	Prau.g_00757	Syah.g_01727
OG0001217	Prau.g_00800	Syah.g_01869
OG0001218	Prau.g_00809	Syah.g_01244
OG0001219	Prau.g_00843	Syah.g_01578
OG0001220	Prau.g_00906	Syah.g_02113
OG0001221	Prau.g_00967	Syah.g_01816
OG0001223	Prau.g_01033	Syah.g_01654
OG0001224	Prau.g_01085	Syah.g_02034
OG0001225	Prau.g_01087	Syah.g_02032
OG0001226	Prau.g_01112	Syah.g_01887
OG0001227	Prau.g_01130	Syah.g_00472
OG0001228	Prau.g_01251	Syah.g_02228
OG0001229	Prau.g_01407	Syah.g_02009
OG0001230	Prau.g_01520	Syah.g_01302
OG0001231	Prau.g_01628	Syah.g_00356
OG0001232	Prau.g_01755	Syah.g_02422
OG0001233	Prau.g_01775	Syah.g_02266
OG0001234	Prau.g_01809	Syah.g_00706
OG0001236	Prau.g_01903	Syah.g_00189
OG0001237	Prau.g_01907	Syah.g_00201
OG0001238	Prau.g_01982	Syah.g_00490
OG0001240	Prau.g_00094	Syah.g_02523
OG0001241	Prau.g_00102	Syah.g_02532
OG0001242	Prau.g_00120	Syah.g_00011
OG0001243	Prau.g_00126	Syah.g_00017
OG0001244	Prau.g_00142	Syah.g_00049
OG0001245	Prau.g_00383	Syah.g_01848
OG0001246	Prau.g_00545	Syah.g_01025
OG0001247	Prau.g_00723	Syah.g_01741
OG0001248	Prau.g_00725	Syah.g_01744
OG0001249	Prau.g_00832	Syah.g_00849
OG0001250	Prau.g_00894	Syah.g_02090
OG0001251	Prau.g_00943	Syah.g_00448
OG0001252	Prau.g_01080	Syah.g_02041
OG0001253	Prau.g_01131	Syah.g_01849
OG0001254	Prau.g_01176	Syah.g_01438
OG0001255	Prau.g_01191	Syah.g_00919
OG0001256	Prau.g_01621	Syah.g_02369
OG0001257	Prau.g_01627	Syah.g_01237
OG0001258	Prau.g_01729	Syah.g_02379
OG0001259	Prau.g_01773	Syah.g_02264
OG0001260	Prau.g_01789	Syah.g_02286
OG0001262	Prau.g_01965	Syah.g_00314
OG0001263	Prau.g_00129	Syah.g_00020
OG0001265	Prau.g_00119	Syah.g_00009
OG0001266	Prau.g_00204	Syah.g_00590
OG0001267	Prau.g_00282	Syah.g_00624
OG0001268	Prau.g_00341	Syah.g_00864
OG0001269	Prau.g_00361	Syah.g_00916
OG0001270	Prau.g_00475	Syah.g_02238
OG0001271	Prau.g_00513	Syah.g_01218
OG0001272	Prau.g_00527	Syah.g_01003
OG0001273	Prau.g_00671	Syah.g_01940
OG0001274	Prau.g_00743	Syah.g_00537
OG0001275	Prau.g_01043	Syah.g_01669
OG0001276	Prau.g_01064	Syah.g_01685
OG0001277	Prau.g_01120	Syah.g_00404
OG0001278	Prau.g_01256	Syah.g_01390
OG0001279	Prau.g_01320	Syah.g_01323
OG0001280	Prau.g_01370	Syah.g_02197
OG0001281	Prau.g_01376	Syah.g_02207
OG0001282	Prau.g_01410	Syah.g_00985
OG0001283	Prau.g_01429	Syah.g_00395
OG0001284	Prau.g_01601	Syah.g_02348
OG0001286	Prau.g_01873	Syah.g_00790
OG0001287	Prau.g_01927	Syah.g_00252
OG0001288	Prau.g_01936	Syah.g_00266
OG0001289	Prau.g_00088	Syah.g_02508
OG0001291	Prau.g_00136	Syah.g_00032
OG0001292	Prau.g_00250	Syah.g_00671
OG0001293	Prau.g_00263	Syah.g_00650
OG0001294	Prau.g_00381	Syah.g_01507
OG0001295	Prau.g_00509	Syah.g_01076
OG0001296	Prau.g_00550	Syah.g_01030
OG0001297	Prau.g_00555	Syah.g_01034
OG0001298	Prau.g_00616	Syah.g_01128
OG0001299	Prau.g_00706	Syah.g_01501
OG0001300	Prau.g_00733	Syah.g_02005
OG0001301	Prau.g_00736	Syah.g_02018
OG0001302	Prau.g_00841	Syah.g_01901
OG0001303	Prau.g_01047	Syah.g_01580
OG0001304	Prau.g_01074	Syah.g_01698
OG0001305	Prau.g_01093	Syah.g_02024
OG0001306	Prau.g_01193	Syah.g_02179
OG0001307	Prau.g_01392	Syah.g_00724
OG0001309	Prau.g_01625	Syah.g_01040
OG0001310	Prau.g_01744	Syah.g_02402
OG0001311	Prau.g_01066	Syah.g_01687
OG0001313	Prau.g_00752	Syah.g_00564
OG0001315	Prau.g_00063	Syah.g_00808
OG0001316	Prau.g_00141	Syah.g_00039
OG0001317	Prau.g_00235	Syah.g_00905
OG0001318	Prau.g_00258	Syah.g_00658
OG0001319	Prau.g_00274	Syah.g_00635
OG0001321	Prau.g_00492	Syah.g_02216
OG0001322	Prau.g_00493	Syah.g_02215
OG0001323	Prau.g_00560	Syah.g_01043
OG0001324	Prau.g_00734	Syah.g_02006
OG0001325	Prau.g_00760	Syah.g_01723
OG0001326	Prau.g_00931	Syah.g_00443
OG0001327	Prau.g_01104	Syah.g_01519
OG0001328	Prau.g_01129	Syah.g_01822
OG0001329	Prau.g_01168	Syah.g_01906
OG0001330	Prau.g_01345	Syah.g_02190
OG0001332	Prau.g_01574	Syah.g_02308
OG0001333	Prau.g_01769	Syah.g_02260
OG0001334	Prau.g_01893	Syah.g_00818
OG0001335	Prau.g_01894	Syah.g_00819
OG0001336	Prau.g_02007	Syah.g_00394
OG0001340	Prau.g_00330	Syah.g_00838
OG0001341	Prau.g_00798	Syah.g_02011
OG0001343	Prau.g_00940	Syah.g_00450
OG0001344	Prau.g_01210	Syah.g_02153
OG0001345	Prau.g_01225	Syah.g_02124
OG0001346	Prau.g_01372	Syah.g_02200
OG0001352	Prau.g_00720	Syah.g_01058
OG0001355	Prau.g_01657, Prau.g_01309	Syah.g_01077
OG0001358	Prau.g_00660	Syah.g_01963
OG0001359	Prau.g_00941	Syah.g_00451
OG0001360	Prau.g_01132	Syah.g_02122
OG0001361	Prau.g_01222	Syah.g_02127
OG0001362	Prau.g_01545	Syah.g_01275
OG0001363	Prau.g_01547	Syah.g_01273
OG0001364	Prau.g_01896	Syah.g_00174
OG0001370	Prau.g_00501	Syah.g_01732, Syah.g_00429
OG0001372	Prau.g_00808	Syah.g_01055
OG0001373	Prau.g_00930	Syah.g_00444
OG0001374	Prau.g_00938	Syah.g_00436
OG0001375	Prau.g_00939	Syah.g_00449
OG0001376	Prau.g_01098	Syah.g_00483
OG0001377	Prau.g_01099	Syah.g_00484
OG0001378	Prau.g_01141	Syah.g_02239
OG0001381	Prau.g_01403	Syah.g_00717
OG0001382	Prau.g_01640	Syah.g_00258
OG0001385	Prau.g_00927	Syah.g_00447
OG0001386	Prau.g_00928	Syah.g_00446
OG0001387	Prau.g_00929	Syah.g_00445
OG0001388	Prau.g_00932	Syah.g_00442
OG0001389	Prau.g_00933	Syah.g_00441
OG0001390	Prau.g_00934	Syah.g_00440
OG0001391	Prau.g_00935	Syah.g_00439
OG0001392	Prau.g_00936	Syah.g_00438
OG0001393	Prau.g_00937	Syah.g_00437
OG0001394	Prau.g_00971	Syah.g_01810
OG0001395	Prau.g_01076	Syah.g_01705
OG0001397	Prau.g_01546	Syah.g_01274
OG0001398	Prau.g_01653	Syah.g_01563
OG0001404	Prau.g_00070	Syah.g_02482
OG0001405	Prau.g_00328	Syah.g_00821
OG0001406	Prau.g_01097	Syah.g_00482
OG0001407	Prau.g_01110	Syah.g_01059
OG0001408	Prau.g_01115	Syah.g_01378
OG0001410	Prau.g_01393	Syah.g_00725
OG0001413	Prau.g_01616	Syah.g_01894
OG0001414	Prau.g_00230	Syah.g_00718
OG0001416	Prau.g_00500	Syah.g_02204
OG0001417	Prau.g_00511	Syah.g_01640
OG0001419	Prau.g_01111	Syah.g_01060
OG0001420	Prau.g_01150	Syah.g_01053
OG0001421	Prau.g_01622	Syah.g_01851
OG0001428	Prau.g_00173	Syah.g_00081
OG0001430	Prau.g_01341	Syah.g_00518
OG0001432	Prau.g_01614	Syah.g_01348
OG0001434	Prau.g_00976	Syah.g_01805
OG0001436	Prau.g_01480	Syah.g_00168, Syah.g_00169
OG0001438	Prau.g_00295	Syah.g_00102
OG0001439	Prau.g_00309	Syah.g_00128
OG0001442	Prau.g_00791	Syah.g_01795
OG0001446	Prau.g_00080	Syah.g_01731
OG0001447	Prau.g_00127	Syah.g_00018
OG0001448	Prau.g_00369	Syah.g_01540
OG0001449	Prau.g_00405	Syah.g_00679
OG0001452	Prau.g_00944	Syah.g_00663
OG0001454	Prau.g_01125	Syah.g_01888
OG0001456	Prau.g_01184	Syah.g_00434
OG0001457	Prau.g_01185	Syah.g_00433
OG0001458	Prau.g_01186	Syah.g_00432
OG0001462	Prau.g_00033	Syah.g_00335
OG0001465	Prau.g_00742	Syah.g_01737
OG0001468	Prau.g_01102	Syah.g_01899
OG0001470	Prau.g_01463, Prau.g_01472	Syah.g_02242
OG0001471	Prau.g_01617	Syah.g_00123
OG0001473	Prau.g_01944	Syah.g_01903
OG0001474	Prau.g_00342	Syah.g_00865
OG0001475	Prau.g_01474	Syah.g_02244
OG0001479	Prau.g_00339	Syah.g_00862
OG0001480	Prau.g_00371	Syah.g_02114
OG0001481	Prau.g_00376	Syah.g_01703
OG0001482	Prau.g_00498	Syah.g_01650
OG0001484	Prau.g_01709	Syah.g_00435
OG0001492	Prau.g_01253	Syah.g_01393
OG0001493	Prau.g_01261	Syah.g_01385
OG0001494	Prau.g_01503	Syah.g_00325
OG0001495	Prau.g_01816	Syah.g_00735
OG0001499	Prau.g_00062	Syah.g_01463, Syah.g_01462
OG0001502	Prau.g_00824	Syah.g_02109
OG0001507	Prau.g_01664	Syah.g_02464
OG0001508	Prau.g_01462	Syah.g_02241
OG0001520	Prau.g_00397	Syah.g_01115
OG0001522	Prau.g_00886	Syah.g_02080
OG0001528	Prau.g_01473, Prau.g_01464	Syah.g_02243
OG0001547	Prau.g_00826	Syah.g_01565
OG0001548	Prau.g_00830	Syah.g_01882
OG0001549	Prau.g_00913	Syah.g_02121
OG0001551	Prau.g_01183	Syah.g_02068
OG0001557	Prau.g_00972	Syah.g_01809
OG0001567	Prau.g_00825	Syah.g_01564
OG0001568	Prau.g_00827	Syah.g_01567
OG0001570	Prau.g_01152	Syah.g_01553
OG0001572	Prau.g_01308	Syah.g_01333
OG0001582	Prau.g_00510	Syah.g_02442
OG0001585	Prau.g_01323	Syah.g_01840
OG0001586	Prau.g_01467, Prau.g_01484	Syah.g_00218
OG0001602	Prau.g_00741	Syah.g_01738
OG0001625	Prau.g_00260	Syah.g_00656
OG0001633	Prau.g_01406	Syah.g_01551
OG0001667	Prau.g_01348	Syah.g_02458
OG0001712	Prau.g_00418	Syah.g_01847
OG0001718	Prau.g_00365	Syah.g_02043
OG0001897	Prau.g_01280	Syah.g_00868
OG0002001	Prau.g_01712	Syah.g_01201
OG0002112	Prau.g_00409	Syah.g_00115
OG0002156	Prau.g_00045	Syah.g_01316
OG0002157	Prau.g_00410	Syah.g_00116
OG0002158	Prau.g_00408	Syah.g_00114
OG0002244	Prau.g_01663	Syah.g_02465
OG0002248	Prau.g_01722	Syah.g_02007
OG0002369	Prau.g_01459	Syah.g_00222
OG0002425	Prau.g_01468	Syah.g_00213
OG0002426	Prau.g_01478	Syah.g_00212
OG0002488	Prau.g_01497	Syah.g_00175
OG0002518	Prau.g_00454	Syah.g_01479
OG0002695	Prau.g_01499, Prau.g_01466	Syah.g_00217
OG0002794	Prau.g_01471	Syah.g_00326
OG0002935	Prau.g_01314	Syah.g_00274
OG0004259	Prau.g_01443	Syah.g_00221
OG0004668	Prau.g_01494	Syah.g_00219
OG0005666	Prau.g_01720	Syah.g_01184
OG0005667	Prau.g_01721	Syah.g_01183
