Orthogroup	Prbk	Praz
OG0001140	Prbk.g_00956	Praz.g_00273
OG0001141	Prbk.g_00953	Praz.g_00271
OG0001142	Prbk.g_00952	Praz.g_00270
OG0001143	Prbk.g_00951	Praz.g_00269
OG0001144	Prbk.g_00949	Praz.g_00267
OG0001145	Prbk.g_00947	Praz.g_00265
OG0001146	Prbk.g_00946	Praz.g_00264
OG0001147	Prbk.g_00797	Praz.g_00262
OG0001148	Prbk.g_00798	Praz.g_00261
OG0001149	Prbk.g_00801	Praz.g_00260
OG0001150	Prbk.g_00804	Praz.g_00257
OG0001151	Prbk.g_00805	Praz.g_00256
OG0001152	Prbk.g_00806	Praz.g_00255
OG0001153	Prbk.g_00807	Praz.g_00254
OG0001154	Prbk.g_00808	Praz.g_00253
OG0001155	Prbk.g_00809	Praz.g_00252
OG0001156	Prbk.g_00810	Praz.g_00251
OG0001157	Prbk.g_00812	Praz.g_00249
OG0001158	Prbk.g_00814	Praz.g_00248
OG0001159	Prbk.g_00816	Praz.g_00247
OG0001160	Prbk.g_00817	Praz.g_00246
OG0001161	Prbk.g_00844	Praz.g_00242
OG0001162	Prbk.g_00845	Praz.g_00241
OG0001163	Prbk.g_00847	Praz.g_00240
OG0001164	Prbk.g_00848	Praz.g_00239
OG0001165	Prbk.g_00849	Praz.g_00238
OG0001166	Prbk.g_00850	Praz.g_00237
OG0001167	Prbk.g_00851	Praz.g_00236
OG0001168	Prbk.g_00506	Praz.g_00234
OG0001169	Prbk.g_00510	Praz.g_00233
OG0001170	Prbk.g_00513	Praz.g_00231
OG0001171	Prbk.g_00514	Praz.g_00230
OG0001172	Prbk.g_00516	Praz.g_00229
OG0001173	Prbk.g_00518	Praz.g_00227
OG0001174	Prbk.g_00521	Praz.g_00225
OG0001175	Prbk.g_00525	Praz.g_00223
OG0001176	Prbk.g_00527	Praz.g_00222
OG0001177	Prbk.g_00529	Praz.g_00220
OG0001178	Prbk.g_00530	Praz.g_00219
OG0001179	Prbk.g_00531	Praz.g_00218
OG0001180	Prbk.g_00215	Praz.g_00217
OG0001181	Prbk.g_00216	Praz.g_00216
OG0001182	Prbk.g_00217	Praz.g_00215
OG0001183	Prbk.g_00218	Praz.g_00214
OG0001184	Prbk.g_00219	Praz.g_00213
OG0001185	Prbk.g_00220	Praz.g_00212
OG0001186	Prbk.g_00231	Praz.g_00211
OG0001187	Prbk.g_00232	Praz.g_00210
OG0001188	Prbk.g_00233	Praz.g_00209
OG0001189	Prbk.g_00235	Praz.g_00207
OG0001190	Prbk.g_00236	Praz.g_00206
OG0001191	Prbk.g_00238	Praz.g_00204
OG0001192	Prbk.g_01482	Praz.g_00202
OG0001193	Prbk.g_01483	Praz.g_00201
OG0001194	Prbk.g_01484	Praz.g_00200
OG0001195	Prbk.g_01494	Praz.g_00199
OG0001196	Prbk.g_01530	Praz.g_00197
OG0001197	Prbk.g_01534	Praz.g_00194
OG0001198	Prbk.g_01535	Praz.g_00193
OG0001199	Prbk.g_01536	Praz.g_00192
OG0001200	Prbk.g_01537	Praz.g_00191
OG0001201	Prbk.g_01538	Praz.g_00190
OG0001202	Prbk.g_01539	Praz.g_00189
OG0001203	Prbk.g_01568	Praz.g_00187
OG0001204	Prbk.g_01571	Praz.g_00184
OG0001205	Prbk.g_01572	Praz.g_00183
OG0001206	Prbk.g_01573	Praz.g_00181
OG0001207	Prbk.g_01576	Praz.g_00180
OG0001208	Prbk.g_01577	Praz.g_00179
OG0001209	Prbk.g_01578	Praz.g_00178
OG0001210	Prbk.g_01580	Praz.g_00177
OG0001211	Prbk.g_01582	Praz.g_00176
OG0001212	Prbk.g_01583	Praz.g_00175
OG0001213	Prbk.g_01585	Praz.g_00174
OG0001214	Prbk.g_01586	Praz.g_00173
OG0001215	Prbk.g_01587	Praz.g_00172
OG0001216	Prbk.g_01588	Praz.g_00171
OG0001217	Prbk.g_01589	Praz.g_00170
OG0001218	Prbk.g_01590	Praz.g_00169
OG0001219	Prbk.g_01592	Praz.g_00168
OG0001220	Prbk.g_01593	Praz.g_00167
OG0001221	Prbk.g_01594	Praz.g_00166
OG0001222	Prbk.g_01596	Praz.g_00164
OG0001223	Prbk.g_01600	Praz.g_00162
OG0001224	Prbk.g_01602	Praz.g_00161
OG0001225	Prbk.g_02160	Praz.g_00159
OG0001226	Prbk.g_02161	Praz.g_00158
OG0001227	Prbk.g_02162	Praz.g_00157
OG0001228	Prbk.g_02163	Praz.g_00156
OG0001229	Prbk.g_02165	Praz.g_00155
OG0001230	Prbk.g_02166	Praz.g_00154
OG0001231	Prbk.g_02167	Praz.g_00153
OG0001232	Prbk.g_02169	Praz.g_00151
OG0001233	Prbk.g_02171	Praz.g_00150
OG0001234	Prbk.g_02173	Praz.g_00149
OG0001235	Prbk.g_02174	Praz.g_00148
OG0001236	Prbk.g_02175	Praz.g_00147
OG0001237	Prbk.g_02180	Praz.g_00144
OG0001238	Prbk.g_02185	Praz.g_00143
OG0001239	Prbk.g_02207	Praz.g_00140
OG0001240	Prbk.g_02210	Praz.g_00139
OG0001241	Prbk.g_02211	Praz.g_00138
OG0001242	Prbk.g_02213	Praz.g_00137
OG0001243	Prbk.g_02214	Praz.g_00136
OG0001244	Prbk.g_02217	Praz.g_00135
OG0001245	Prbk.g_02218	Praz.g_00134
OG0001246	Prbk.g_02224	Praz.g_00133
OG0001247	Prbk.g_02225	Praz.g_00132
OG0001248	Prbk.g_02226	Praz.g_00131
OG0001249	Prbk.g_02239	Praz.g_00130
OG0001250	Prbk.g_02248	Praz.g_00129
OG0001251	Prbk.g_02249	Praz.g_00128
OG0001252	Prbk.g_02250	Praz.g_00127
OG0001253	Prbk.g_02251	Praz.g_00126
OG0001254	Prbk.g_02253	Praz.g_00124
OG0001255	Prbk.g_02254	Praz.g_00123
OG0001256	Prbk.g_02258	Praz.g_00121
OG0001257	Prbk.g_02260	Praz.g_00120
OG0001258	Prbk.g_02261	Praz.g_00119
OG0001259	Prbk.g_02265	Praz.g_00117
OG0001260	Prbk.g_02267	Praz.g_00357
OG0001261	Prbk.g_02268	Praz.g_00358
OG0001262	Prbk.g_02270	Praz.g_00359
OG0001263	Prbk.g_02272	Praz.g_00360
OG0001264	Prbk.g_02274	Praz.g_00361
OG0001265	Prbk.g_02275	Praz.g_00362
OG0001266	Prbk.g_02276	Praz.g_00363
OG0001267	Prbk.g_02277	Praz.g_00364
OG0001268	Prbk.g_02278	Praz.g_00365
OG0001269	Prbk.g_00028	Praz.g_00452
OG0001270	Prbk.g_00557	Praz.g_00498
OG0001271	Prbk.g_00756	Praz.g_00510
OG0001272	Prbk.g_00418	Praz.g_00639
OG0001273	Prbk.g_00870	Praz.g_00690
OG0001274	Prbk.g_02063	Praz.g_01846
OG0001275	Prbk.g_01861	Praz.g_01830
OG0001276	Prbk.g_01129	Praz.g_01740
OG0001278	Prbk.g_02554	Praz.g_01461
OG0001279	Prbk.g_02395	Praz.g_01409
OG0001280	Prbk.g_00588	Praz.g_01301
OG0001281	Prbk.g_01682	Praz.g_00090
OG0001282	Prbk.g_02413	Praz.g_00107
OG0001283	Prbk.g_01681	Praz.g_00112
OG0001285	Prbk.g_01776	Praz.g_00008
OG0001286	Prbk.g_01021	Praz.g_00758
OG0001288	Prbk.g_02664	Praz.g_01001
OG0001289	Prbk.g_01999	Praz.g_00990
OG0001290	Prbk.g_01841	Praz.g_00948
OG0001291	Prbk.g_01059	Praz.g_00947
OG0001292	Prbk.g_01788	Praz.g_00942
OG0001293	Prbk.g_02082	Praz.g_00924, Praz.g_00925
OG0001294	Prbk.g_02424	Praz.g_00914
OG0001296	Prbk.g_00920	Praz.g_00885
OG0001297	Prbk.g_00915	Praz.g_00881
OG0001298	Prbk.g_00912	Praz.g_00878
OG0001299	Prbk.g_01908	Praz.g_00332
OG0001300	Prbk.g_00901	Praz.g_00307
OG0001301	Prbk.g_00524	Praz.g_00224
OG0001302	Prbk.g_01533	Praz.g_00195
OG0001303	Prbk.g_01598	Praz.g_00163
OG0001304	Prbk.g_02263	Praz.g_00118
OG0001306	Prbk.g_00327	Praz.g_01891
OG0001307	Prbk.g_01618	Praz.g_00395
OG0001308	Prbk.g_01317	Praz.g_00431
OG0001309	Prbk.g_01314	Praz.g_00434
OG0001310	Prbk.g_01312	Praz.g_00436
OG0001311	Prbk.g_00027	Praz.g_00453
OG0001312	Prbk.g_00200	Praz.g_00479
OG0001313	Prbk.g_00541	Praz.g_00485
OG0001314	Prbk.g_01254	Praz.g_00559
OG0001315	Prbk.g_01013	Praz.g_00603
OG0001316	Prbk.g_01000	Praz.g_00612
OG0001317	Prbk.g_00303	Praz.g_00801
OG0001318	Prbk.g_02633	Praz.g_01693
OG0001319	Prbk.g_01205	Praz.g_01560
OG0001320	Prbk.g_00065	Praz.g_01285
OG0001321	Prbk.g_00060	Praz.g_01280
OG0001322	Prbk.g_02247	Praz.g_00098
OG0001323	Prbk.g_01601	Praz.g_00046
OG0001325	Prbk.g_01692	Praz.g_00035
OG0001326	Prbk.g_00134	Praz.g_00726
OG0001327	Prbk.g_01197	Praz.g_01155
OG0001328	Prbk.g_01637	Praz.g_00944
OG0001329	Prbk.g_01433	Praz.g_00854
OG0001330	Prbk.g_01382	Praz.g_00820
OG0001331	Prbk.g_00517	Praz.g_00228
OG0001333	Prbk.g_01519	Praz.g_00598
OG0001334	Prbk.g_01098	Praz.g_01861
OG0001337	Prbk.g_02659	Praz.g_00115
OG0001338	Prbk.g_01193	Praz.g_01206
OG0001339	Prbk.g_01177	Praz.g_01175
OG0001340	Prbk.g_02256	Praz.g_01119
OG0001343	Prbk.g_00914	Praz.g_00880
OG0001345	Prbk.g_00802	Praz.g_00259
OG0001347	Prbk.g_01595	Praz.g_00165
OG0001348	Prbk.g_00543	Praz.g_00488
OG0001349	Prbk.g_00198	Praz.g_00478
OG0001351	Prbk.g_01250	Praz.g_00563
OG0001352	Prbk.g_01007	Praz.g_00608
OG0001353	Prbk.g_00381	Praz.g_00620
OG0001354	Prbk.g_00417	Praz.g_00638
OG0001355	Prbk.g_00877	Praz.g_00341
OG0001356	Prbk.g_00707	Praz.g_00796
OG0001357	Prbk.g_00330	Praz.g_01894
OG0001358	Prbk.g_02110	Praz.g_01856
OG0001359	Prbk.g_02067	Praz.g_01842
OG0001361	Prbk.g_01053	Praz.g_01814
OG0001362	Prbk.g_01114	Praz.g_01752
OG0001363	Prbk.g_00651	Praz.g_01627
OG0001365	Prbk.g_02538	Praz.g_01471
OG0001367	Prbk.g_00570	Praz.g_01322
OG0001368	Prbk.g_00587	Praz.g_01302
OG0001371	Prbk.g_00176	Praz.g_00704
OG0001372	Prbk.g_01933	Praz.g_01236
OG0001375	Prbk.g_01416	Praz.g_00840
OG0001376	Prbk.g_00834, Prbk.g_00821	Praz.g_00318
OG0001377	Prbk.g_01532	Praz.g_00196
OG0001378	Prbk.g_00589	Praz.g_01300
OG0001382	Prbk.g_00553	Praz.g_00495
OG0001385	Prbk.g_00407	Praz.g_00631
OG0001389	Prbk.g_00300	Praz.g_01874
OG0001391	Prbk.g_01044	Praz.g_01824
OG0001393	Prbk.g_01062	Praz.g_01809
OG0001404	Prbk.g_02365	Praz.g_01318
OG0001421	Prbk.g_02354	Praz.g_01369
OG0001422	Prbk.g_01351, Prbk.g_02675, Prbk.g_01462, Prbk.g_01732	Praz.g_00693
OG0001425	Prbk.g_00852	Praz.g_00683
OG0001427	Prbk.g_01064	Praz.g_01807
OG0001436	Prbk.g_00623	Praz.g_00930
OG0001438	Prbk.g_02257	Praz.g_00122
OG0001441	Prbk.g_02308	Praz.g_01340
OG0001442	Prbk.g_01656	Praz.g_01309
OG0001446	Prbk.g_02191	Praz.g_01548
OG0001448	Prbk.g_02607	Praz.g_01710
OG0001450	Prbk.g_01661	Praz.g_00032
OG0001456	Prbk.g_01694	Praz.g_00917
OG0001458	Prbk.g_02177	Praz.g_00145
OG0001459	Prbk.g_01742	Praz.g_00906
OG0001463	Prbk.g_01663, Prbk.g_01668	Praz.g_01913
OG0001464	Prbk.g_01883	Praz.g_01769
OG0001468	Prbk.g_02529	Praz.g_01480
OG0001476	Prbk.g_00256	Praz.g_01044
OG0001480	Prbk.g_00747	Praz.g_01622, Praz.g_01937
OG0001481	Prbk.g_01852, Prbk.g_01101, Prbk.g_01335	Praz.g_01255
OG0001482	Prbk.g_00469	Praz.g_00677
OG0001484	Prbk.g_02513	Praz.g_01909
OG0001485	Prbk.g_01828	Praz.g_01450
OG0001488	Prbk.g_02184	Praz.g_00075
OG0001489	Prbk.g_02183	Praz.g_00076
OG0001490	Prbk.g_02182	Praz.g_00077
OG0001491	Prbk.g_01771	Praz.g_00083
OG0001492	Prbk.g_00123	Praz.g_00110
OG0001493	Prbk.g_00337	Praz.g_00061
OG0001494	Prbk.g_00102	Praz.g_00738
OG0001496	Prbk.g_01191	Praz.g_01186
OG0001500	Prbk.g_02441	Praz.g_01389
OG0001501	Prbk.g_02612	Praz.g_01553
OG0001505	Prbk.g_02445	Praz.g_01577
OG0001508	Prbk.g_02008	Praz.g_01483
OG0001511	Prbk.g_02227	Praz.g_01439
OG0001512	Prbk.g_02228	Praz.g_01438
OG0001513	Prbk.g_02229	Praz.g_01437
OG0001514	Prbk.g_02230	Praz.g_01436
OG0001515	Prbk.g_02231	Praz.g_01435
OG0001516	Prbk.g_02232	Praz.g_01434
OG0001517	Prbk.g_02233	Praz.g_01433
OG0001518	Prbk.g_02234	Praz.g_01432
OG0001519	Prbk.g_02235	Praz.g_01431
OG0001520	Prbk.g_02236	Praz.g_01430
OG0001521	Prbk.g_02237	Praz.g_01429
OG0001522	Prbk.g_02238	Praz.g_01428
OG0001527	Prbk.g_02665	Praz.g_00939
OG0001540	Prbk.g_01180	Praz.g_01869
OG0001547	Prbk.g_01611	Praz.g_00399
OG0001557	Prbk.g_01476	Praz.g_00934
OG0001605	Prbk.g_01465	Praz.g_00772
OG0001620	Prbk.g_00878	Praz.g_00342
OG0001630	Prbk.g_01564	Praz.g_01105
OG0001632	Prbk.g_00832	Praz.g_01555
OG0001635	Prbk.g_00875	Praz.g_01934
OG0001720	Prbk.g_01567	Praz.g_01117
OG0001857	Prbk.g_01792	Praz.g_00765
OG0001872	Prbk.g_02521	Praz.g_01917
OG0001873	Prbk.g_02377	Praz.g_01920
OG0001877	Prbk.g_02658	Praz.g_00895
OG0002031	Prbk.g_01352	Praz.g_01254
OG0002126	Prbk.g_00532	Praz.g_01099
OG0002203	Prbk.g_00533	Praz.g_01071
OG0002283	Prbk.g_00410	Praz.g_01159
