Orthogroup	Prbk	Prat
OG0001132	Prbk.g_00964	Prat.g_01708
OG0001133	Prbk.g_00963	Prat.g_01709
OG0001134	Prbk.g_00962	Prat.g_01710
OG0001135	Prbk.g_00961	Prat.g_01711
OG0001136	Prbk.g_00960	Prat.g_01712
OG0001137	Prbk.g_00959	Prat.g_01713
OG0001138	Prbk.g_00958	Prat.g_01714
OG0001139	Prbk.g_00957	Prat.g_01715
OG0001140	Prbk.g_00956	Prat.g_01327
OG0001141	Prbk.g_00953	Prat.g_01717
OG0001142	Prbk.g_00952	Prat.g_01718
OG0001143	Prbk.g_00951	Prat.g_01719
OG0001144	Prbk.g_00949	Prat.g_01721
OG0001145	Prbk.g_00947	Prat.g_01723
OG0001146	Prbk.g_00946	Prat.g_01724
OG0001147	Prbk.g_00797	Prat.g_01727
OG0001148	Prbk.g_00798	Prat.g_01728
OG0001149	Prbk.g_00801	Prat.g_01729
OG0001150	Prbk.g_00804	Prat.g_01732
OG0001151	Prbk.g_00805	Prat.g_01733
OG0001152	Prbk.g_00806	Prat.g_01734
OG0001153	Prbk.g_00807	Prat.g_01735
OG0001154	Prbk.g_00808	Prat.g_01736
OG0001155	Prbk.g_00809	Prat.g_01737
OG0001156	Prbk.g_00810	Prat.g_01738
OG0001157	Prbk.g_00812	Prat.g_01740
OG0001158	Prbk.g_00814	Prat.g_01742
OG0001159	Prbk.g_00816	Prat.g_01744
OG0001160	Prbk.g_00817	Prat.g_01745
OG0001161	Prbk.g_00844	Prat.g_01748
OG0001162	Prbk.g_00845	Prat.g_01749
OG0001163	Prbk.g_00847	Prat.g_01750
OG0001164	Prbk.g_00848	Prat.g_01751
OG0001165	Prbk.g_00849	Prat.g_01752
OG0001166	Prbk.g_00850	Prat.g_01753
OG0001167	Prbk.g_00851	Prat.g_01754
OG0001168	Prbk.g_00506	Prat.g_01756
OG0001169	Prbk.g_00510	Prat.g_01757
OG0001170	Prbk.g_00513	Prat.g_01760
OG0001171	Prbk.g_00514	Prat.g_01761
OG0001172	Prbk.g_00516	Prat.g_01762
OG0001173	Prbk.g_00518	Prat.g_01764
OG0001174	Prbk.g_00521	Prat.g_01766
OG0001175	Prbk.g_00525	Prat.g_01768
OG0001176	Prbk.g_00527	Prat.g_01770
OG0001177	Prbk.g_00529	Prat.g_01772
OG0001178	Prbk.g_00530	Prat.g_01773
OG0001179	Prbk.g_00531	Prat.g_01775
OG0001180	Prbk.g_00215	Prat.g_01776
OG0001181	Prbk.g_00216	Prat.g_01777
OG0001182	Prbk.g_00217	Prat.g_01778
OG0001183	Prbk.g_00218	Prat.g_01779
OG0001184	Prbk.g_00219	Prat.g_01780
OG0001185	Prbk.g_00220	Prat.g_01781
OG0001186	Prbk.g_00231	Prat.g_01783
OG0001187	Prbk.g_00232	Prat.g_01784
OG0001188	Prbk.g_00233	Prat.g_01785
OG0001189	Prbk.g_00235	Prat.g_01786
OG0001190	Prbk.g_00236	Prat.g_01787
OG0001191	Prbk.g_00238	Prat.g_01789
OG0001192	Prbk.g_01482	Prat.g_01791
OG0001193	Prbk.g_01483	Prat.g_01792
OG0001194	Prbk.g_01484	Prat.g_01793
OG0001195	Prbk.g_01494	Prat.g_01795
OG0001196	Prbk.g_01530	Prat.g_01797
OG0001197	Prbk.g_01534	Prat.g_01800
OG0001198	Prbk.g_01535	Prat.g_01801
OG0001199	Prbk.g_01536	Prat.g_01802
OG0001200	Prbk.g_01537	Prat.g_01803
OG0001201	Prbk.g_01538	Prat.g_01804
OG0001202	Prbk.g_01539	Prat.g_01805
OG0001203	Prbk.g_01568	Prat.g_01807
OG0001204	Prbk.g_01571	Prat.g_01809
OG0001205	Prbk.g_01572	Prat.g_01810
OG0001206	Prbk.g_01573	Prat.g_01811
OG0001207	Prbk.g_01576	Prat.g_01812
OG0001208	Prbk.g_01577	Prat.g_01813
OG0001209	Prbk.g_01578	Prat.g_01814
OG0001210	Prbk.g_01580	Prat.g_01815
OG0001211	Prbk.g_01582	Prat.g_01816
OG0001212	Prbk.g_01583	Prat.g_01817
OG0001213	Prbk.g_01585	Prat.g_01818
OG0001214	Prbk.g_01586	Prat.g_01819
OG0001215	Prbk.g_01587	Prat.g_01820
OG0001216	Prbk.g_01588	Prat.g_01821
OG0001217	Prbk.g_01589	Prat.g_01822
OG0001218	Prbk.g_01590	Prat.g_01823
OG0001219	Prbk.g_01592	Prat.g_01824
OG0001220	Prbk.g_01593	Prat.g_01825
OG0001221	Prbk.g_01594	Prat.g_01826
OG0001222	Prbk.g_01596	Prat.g_01828
OG0001223	Prbk.g_01600	Prat.g_01830
OG0001224	Prbk.g_01602	Prat.g_01832
OG0001225	Prbk.g_02160	Prat.g_01834
OG0001226	Prbk.g_02161	Prat.g_01835
OG0001227	Prbk.g_02162	Prat.g_01836
OG0001228	Prbk.g_02163	Prat.g_01837
OG0001229	Prbk.g_02165	Prat.g_01838
OG0001230	Prbk.g_02166	Prat.g_01839
OG0001231	Prbk.g_02167	Prat.g_01840
OG0001232	Prbk.g_02169	Prat.g_01842
OG0001233	Prbk.g_02171	Prat.g_01843
OG0001234	Prbk.g_02173	Prat.g_01844
OG0001235	Prbk.g_02174	Prat.g_01845
OG0001236	Prbk.g_02175	Prat.g_01846
OG0001237	Prbk.g_02180	Prat.g_01849
OG0001238	Prbk.g_02185	Prat.g_01850
OG0001239	Prbk.g_02207	Prat.g_01856
OG0001240	Prbk.g_02210	Prat.g_01857
OG0001241	Prbk.g_02211	Prat.g_01858
OG0001242	Prbk.g_02213	Prat.g_01860
OG0001243	Prbk.g_02214	Prat.g_01861
OG0001244	Prbk.g_02217	Prat.g_01862
OG0001245	Prbk.g_02218	Prat.g_01863
OG0001246	Prbk.g_02224	Prat.g_01864
OG0001247	Prbk.g_02225	Prat.g_01865
OG0001248	Prbk.g_02226	Prat.g_01866
OG0001249	Prbk.g_02239	Prat.g_01867
OG0001250	Prbk.g_02248	Prat.g_01869
OG0001251	Prbk.g_02249	Prat.g_01870
OG0001252	Prbk.g_02250	Prat.g_01871
OG0001253	Prbk.g_02251	Prat.g_01872
OG0001254	Prbk.g_02253	Prat.g_01874
OG0001255	Prbk.g_02254	Prat.g_01875
OG0001256	Prbk.g_02258	Prat.g_01879
OG0001257	Prbk.g_02260	Prat.g_01880
OG0001258	Prbk.g_02261	Prat.g_01881
OG0001259	Prbk.g_02265	Prat.g_01884
OG0001260	Prbk.g_02267	Prat.g_01885
OG0001261	Prbk.g_02268	Prat.g_01886
OG0001262	Prbk.g_02270	Prat.g_01887
OG0001263	Prbk.g_02272	Prat.g_01888
OG0001264	Prbk.g_02274	Prat.g_01889
OG0001265	Prbk.g_02275	Prat.g_01890
OG0001266	Prbk.g_02276	Prat.g_01891
OG0001267	Prbk.g_02277	Prat.g_01892
OG0001268	Prbk.g_02278	Prat.g_01893
OG0001269	Prbk.g_00028	Prat.g_01269
OG0001270	Prbk.g_00557	Prat.g_00137
OG0001271	Prbk.g_00756	Prat.g_00149
OG0001272	Prbk.g_00418	Prat.g_00288
OG0001273	Prbk.g_00870	Prat.g_00347
OG0001274	Prbk.g_02063	Prat.g_00442
OG0001275	Prbk.g_01861	Prat.g_00459
OG0001276	Prbk.g_01129	Prat.g_00552
OG0001278	Prbk.g_02554	Prat.g_00987
OG0001279	Prbk.g_02395	Prat.g_00715
OG0001280	Prbk.g_00588	Prat.g_00937
OG0001281	Prbk.g_01682	Prat.g_00078
OG0001283	Prbk.g_01681	Prat.g_01207
OG0001285	Prbk.g_01776	Prat.g_01172
OG0001286	Prbk.g_01021	Prat.g_01158
OG0001288	Prbk.g_02664	Prat.g_01398
OG0001289	Prbk.g_01999	Prat.g_01413
OG0001291	Prbk.g_01059	Prat.g_00481
OG0001292	Prbk.g_01788	Prat.g_01500
OG0001293	Prbk.g_02082	Prat.g_00659, Prat.g_00660
OG0001296	Prbk.g_00920	Prat.g_01583
OG0001297	Prbk.g_00915	Prat.g_01587
OG0001298	Prbk.g_00912	Prat.g_01590
OG0001299	Prbk.g_01908	Prat.g_01660
OG0001300	Prbk.g_00901	Prat.g_01597
OG0001301	Prbk.g_00524	Prat.g_01767
OG0001302	Prbk.g_01533	Prat.g_01799
OG0001303	Prbk.g_01598	Prat.g_01829
OG0001304	Prbk.g_02263	Prat.g_01883
OG0001305	Prbk.g_01331, Prbk.g_02697	Prat.g_00648
OG0001306	Prbk.g_00327	Prat.g_00397
OG0001307	Prbk.g_01618	Prat.g_00032
OG0001308	Prbk.g_01317	Prat.g_00068
OG0001310	Prbk.g_01312	Prat.g_00073
OG0001311	Prbk.g_00027	Prat.g_00090
OG0001313	Prbk.g_00541	Prat.g_00125
OG0001314	Prbk.g_01254	Prat.g_00201
OG0001316	Prbk.g_01000	Prat.g_00258
OG0001317	Prbk.g_00303	Prat.g_00375
OG0001318	Prbk.g_02633	Prat.g_01088
OG0001319	Prbk.g_01205	Prat.g_01217
OG0001321	Prbk.g_00060	Prat.g_00961
OG0001322	Prbk.g_02247	Prat.g_00817
OG0001323	Prbk.g_01601	Prat.g_01831
OG0001327	Prbk.g_01197	Prat.g_01284
OG0001329	Prbk.g_01433	Prat.g_01614
OG0001330	Prbk.g_01382	Prat.g_01651
OG0001331	Prbk.g_00517	Prat.g_01763
OG0001333	Prbk.g_01519	Prat.g_00243
OG0001334	Prbk.g_01098	Prat.g_01215
OG0001338	Prbk.g_01193	Prat.g_01468
OG0001339	Prbk.g_01177	Prat.g_01254
OG0001340	Prbk.g_02256	Prat.g_01877
OG0001343	Prbk.g_00914	Prat.g_01588
OG0001344	Prbk.g_01406	Prat.g_01640
OG0001345	Prbk.g_00802	Prat.g_01730
OG0001347	Prbk.g_01595	Prat.g_01827
OG0001348	Prbk.g_00543	Prat.g_00127
OG0001349	Prbk.g_00198	Prat.g_00117
OG0001351	Prbk.g_01250	Prat.g_00205
OG0001352	Prbk.g_01007	Prat.g_00254
OG0001353	Prbk.g_00381	Prat.g_00268
OG0001354	Prbk.g_00417	Prat.g_00287
OG0001355	Prbk.g_00877	Prat.g_00353
OG0001356	Prbk.g_00707	Prat.g_01546
OG0001357	Prbk.g_00330	Prat.g_00394
OG0001358	Prbk.g_02110	Prat.g_00431
OG0001359	Prbk.g_02067	Prat.g_00446
OG0001361	Prbk.g_01053	Prat.g_00477
OG0001362	Prbk.g_01114	Prat.g_00541
OG0001363	Prbk.g_00651	Prat.g_00228
OG0001365	Prbk.g_02538	Prat.g_00997
OG0001367	Prbk.g_00570	Prat.g_00922
OG0001368	Prbk.g_00587	Prat.g_00936
OG0001371	Prbk.g_00176	Prat.g_01102
OG0001372	Prbk.g_01933	Prat.g_00828
OG0001375	Prbk.g_01416	Prat.g_01629
OG0001377	Prbk.g_01532	Prat.g_01798
OG0001378	Prbk.g_00589	Prat.g_00938
OG0001382	Prbk.g_00553	Prat.g_00135
OG0001385	Prbk.g_00407	Prat.g_00280
OG0001388	Prbk.g_01039	Prat.g_00771
OG0001389	Prbk.g_00300	Prat.g_00416
OG0001391	Prbk.g_01044	Prat.g_01485, Prat.g_00467
OG0001404	Prbk.g_02365	Prat.g_01550
OG0001421	Prbk.g_02354	Prat.g_00872
OG0001422	Prbk.g_01351, Prbk.g_02675, Prbk.g_01462, Prbk.g_01732	Prat.g_00619
OG0001425	Prbk.g_00852	Prat.g_00333
OG0001427	Prbk.g_01064	Prat.g_00484
OG0001437	Prbk.g_00671	Prat.g_00827
OG0001438	Prbk.g_02257	Prat.g_01878
OG0001441	Prbk.g_02308	Prat.g_00906
OG0001447	Prbk.g_02097, Prbk.g_02099	Prat.g_00849
OG0001456	Prbk.g_01694	Prat.g_00810
OG0001458	Prbk.g_02177	Prat.g_01848
OG0001463	Prbk.g_01663, Prbk.g_01668	Prat.g_01505
OG0001464	Prbk.g_01883	Prat.g_00521
OG0001468	Prbk.g_02529	Prat.g_01005
OG0001475	Prbk.g_00625	Prat.g_00635
OG0001476	Prbk.g_00256	Prat.g_01349
OG0001480	Prbk.g_00747	Prat.g_01458
OG0001482	Prbk.g_00469	Prat.g_00327
OG0001485	Prbk.g_01828	Prat.g_00972
OG0001494	Prbk.g_00102	Prat.g_01138
OG0001496	Prbk.g_01191	Prat.g_01243
OG0001500	Prbk.g_02441	Prat.g_00737
OG0001501	Prbk.g_02612	Prat.g_00588
OG0001523	Prbk.g_02437	Prat.g_00732
OG0001528	Prbk.g_01464	Prat.g_00077
OG0001540	Prbk.g_01180	Prat.g_00421
OG0001546	Prbk.g_01677, Prbk.g_00171	Prat.g_00630
OG0001559	Prbk.g_00357	Prat.g_01517
OG0001560	Prbk.g_02392	Prat.g_00711
OG0001561	Prbk.g_02533	Prat.g_00850
OG0001570	Prbk.g_02516	Prat.g_00422
OG0001599	Prbk.g_00296	Prat.g_00378
OG0001600	Prbk.g_00922	Prat.g_01227
OG0001602	Prbk.g_00432	Prat.g_00301
OG0001615	Prbk.g_00485	Prat.g_01315
OG0001619	Prbk.g_00994	Prat.g_01681
OG0001621	Prbk.g_00838, Prbk.g_00837	Prat.g_01466
OG0001629	Prbk.g_00095	Prat.g_01271
OG0001633	Prbk.g_01206, Prbk.g_01208	Prat.g_01395
OG0001634	Prbk.g_01751	Prat.g_01511
OG0001643	Prbk.g_00496	Prat.g_00782
OG0001645	Prbk.g_00909	Prat.g_01467
OG0001646	Prbk.g_01960	Prat.g_00854
OG0001647	Prbk.g_01752	Prat.g_01512
OG0001648	Prbk.g_01755	Prat.g_01513
OG0001649	Prbk.g_01756	Prat.g_01514
OG0001703	Prbk.g_01787	Prat.g_00675
OG0001721	Prbk.g_01485	Prat.g_01794
OG0001722	Prbk.g_01652	Prat.g_00687
OG0001723	Prbk.g_01658	Prat.g_01581, Prat.g_00677
OG0001724	Prbk.g_00698, Prbk.g_00331	Prat.g_00040
OG0001725	Prbk.g_00872	Prat.g_00349
OG0001741	Prbk.g_01605	Prat.g_00043
OG0001743	Prbk.g_00005	Prat.g_00108
OG0001744	Prbk.g_00006	Prat.g_00107
OG0001745	Prbk.g_00019	Prat.g_00097
OG0001747	Prbk.g_01517	Prat.g_01231
OG0001748	Prbk.g_01516	Prat.g_00244
OG0001749	Prbk.g_01408	Prat.g_01638
OG0001750	Prbk.g_01168	Prat.g_01262
OG0001751	Prbk.g_00159	Prat.g_01143
OG0001752	Prbk.g_00136	Prat.g_01125
OG0001753	Prbk.g_01809	Prat.g_00766
OG0001754	Prbk.g_01840	Prat.g_00756
OG0001755	Prbk.g_00597	Prat.g_00950
OG0001756	Prbk.g_00591	Prat.g_00940
OG0001757	Prbk.g_00585	Prat.g_00935
OG0001758	Prbk.g_02328	Prat.g_00892
OG0001759	Prbk.g_02381	Prat.g_00952
OG0001760	Prbk.g_02428	Prat.g_00729
OG0001761	Prbk.g_02473	Prat.g_01032
OG0001762	Prbk.g_02552	Prat.g_01218
OG0001763	Prbk.g_02555	Prat.g_00986
OG0001764	Prbk.g_02569	Prat.g_00979
OG0001765	Prbk.g_02579	Prat.g_00706
OG0001766	Prbk.g_02583	Prat.g_00746
OG0001767	Prbk.g_00716	Prat.g_01060
OG0001768	Prbk.g_02119	Prat.g_00120
OG0001769	Prbk.g_00363	Prat.g_00371
OG0001770	Prbk.g_00859	Prat.g_00339
OG0001771	Prbk.g_00858	Prat.g_00338
OG0001772	Prbk.g_00856	Prat.g_00337
OG0001773	Prbk.g_00855	Prat.g_00336
OG0001774	Prbk.g_00854	Prat.g_00335
OG0001775	Prbk.g_00813	Prat.g_01741
OG0001776	Prbk.g_00945	Prat.g_01725
OG0001777	Prbk.g_00545	Prat.g_00129
OG0001778	Prbk.g_00787	Prat.g_00181
OG0001779	Prbk.g_01276	Prat.g_00187
OG0001780	Prbk.g_00673	Prat.g_01221
OG0001781	Prbk.g_02176	Prat.g_01847
OG0001782	Prbk.g_02186	Prat.g_01851
OG0001783	Prbk.g_02187	Prat.g_01852
OG0001784	Prbk.g_02188	Prat.g_00945
OG0001785	Prbk.g_02212	Prat.g_01859
OG0001786	Prbk.g_02246	Prat.g_01868
OG0001798	Prbk.g_01878	Prat.g_00526
OG0001801	Prbk.g_01648	Prat.g_01450
OG0001803	Prbk.g_01806	Prat.g_00638
OG0001804	Prbk.g_00577	Prat.g_00927
OG0001829	Prbk.g_01023	Prat.g_01160
OG0001852	Prbk.g_00173	Prat.g_00623
OG0001878	Prbk.g_01612	Prat.g_00035
OG0001879	Prbk.g_00229	Prat.g_01782
OG0001880	Prbk.g_02005	Prat.g_01406
OG0001881	Prbk.g_01880	Prat.g_00524
OG0001882	Prbk.g_01500	Prat.g_01133
OG0001883	Prbk.g_01499	Prat.g_01132
OG0001886	Prbk.g_01955	Prat.g_00770
OG0001887	Prbk.g_00921	Prat.g_01220
OG0001888	Prbk.g_00069	Prat.g_00954
OG0001889	Prbk.g_02338	Prat.g_00882
OG0001890	Prbk.g_02585	Prat.g_00628
OG0001891	Prbk.g_00886	Prat.g_00357
OG0001892	Prbk.g_00370	Prat.g_00259
OG0001893	Prbk.g_02149	Prat.g_00050
OG0001894	Prbk.g_02150	Prat.g_00049
OG0001895	Prbk.g_02159	Prat.g_00045
OG0001896	Prbk.g_02255	Prat.g_01876
OG0001912	Prbk.g_01636	Prat.g_00844
OG0001913	Prbk.g_01635	Prat.g_00845
OG0001914	Prbk.g_00666	Prat.g_00837
OG0001916	Prbk.g_02028	Prat.g_00672
OG0001918	Prbk.g_02636	Prat.g_01085
OG0001920	Prbk.g_00358	Prat.g_00625
OG0001922	Prbk.g_02026	Prat.g_00664
OG0001950	Prbk.g_01759	Prat.g_01543
OG0001965	Prbk.g_02007	Prat.g_01404
OG0001971	Prbk.g_00762	Prat.g_00155
OG0001972	Prbk.g_00647	Prat.g_00232
OG0001978	Prbk.g_01342	Prat.g_00853
OG0001991	Prbk.g_01620	Prat.g_00030
OG0001997	Prbk.g_00356, Prbk.g_00692	Prat.g_01230
OG0002032	Prbk.g_01367	Prat.g_00237
OG0002033	Prbk.g_02054	Prat.g_00437
OG0002037	Prbk.g_00419	Prat.g_00289
OG0002038	Prbk.g_00558	Prat.g_00832
OG0002039	Prbk.g_00743	Prat.g_01459
OG0002062	Prbk.g_00548	Prat.g_00848
OG0002063	Prbk.g_00664	Prat.g_00838
OG0002064	Prbk.g_00665	Prat.g_00839
OG0002068	Prbk.g_01670, Prbk.g_00108	Prat.g_01568
OG0002072	Prbk.g_00254	Prat.g_01347
OG0002076	Prbk.g_02157	Prat.g_01491
OG0002120	Prbk.g_00540	Prat.g_01289
OG0002133	Prbk.g_00487	Prat.g_01325
OG0002137	Prbk.g_01992	Prat.g_01419
OG0002193	Prbk.g_00437	Prat.g_00836
OG0002265	Prbk.g_01511	Prat.g_00247
OG0002268	Prbk.g_00168	Prat.g_01456
OG0002272	Prbk.g_01847	Prat.g_00578
OG0002274	Prbk.g_02351	Prat.g_00875
OG0002278	Prbk.g_02625	Prat.g_01096
OG0002280	Prbk.g_00322	Prat.g_00402
OG0002287	Prbk.g_00744	Prat.g_01288
OG0002288	Prbk.g_02206	Prat.g_01855
OG0002368	Prbk.g_01380	Prat.g_01653
OG0002373	Prbk.g_01734	Prat.g_01541
