Orthogroup	Prbk	Prbb
OG0001079	Prbk.g_01402	Prbb.g_01872
OG0001080	Prbk.g_01401	Prbb.g_01873
OG0001081	Prbk.g_01400	Prbb.g_01874
OG0001082	Prbk.g_01399	Prbb.g_01875
OG0001083	Prbk.g_01398	Prbb.g_01876
OG0001084	Prbk.g_01384	Prbb.g_01877
OG0001085	Prbk.g_01383	Prbb.g_01878
OG0001086	Prbk.g_01901	Prbb.g_01922
OG0001087	Prbk.g_01904	Prbb.g_01924
OG0001088	Prbk.g_01905	Prbb.g_01925
OG0001089	Prbk.g_01909	Prbb.g_01927
OG0001090	Prbk.g_01910	Prbb.g_01928
OG0001091	Prbk.g_01911	Prbb.g_01929
OG0001092	Prbk.g_01912	Prbb.g_01930
OG0001093	Prbk.g_01913	Prbb.g_01931
OG0001094	Prbk.g_01914	Prbb.g_01932
OG0001095	Prbk.g_01915	Prbb.g_01933
OG0001096	Prbk.g_01916	Prbb.g_01934
OG0001097	Prbk.g_01917	Prbb.g_01935
OG0001098	Prbk.g_01918	Prbb.g_01936
OG0001099	Prbk.g_01920	Prbb.g_01937
OG0001100	Prbk.g_01921	Prbb.g_01938
OG0001101	Prbk.g_01922	Prbb.g_01939
OG0001102	Prbk.g_00990	Prbb.g_01948
OG0001103	Prbk.g_00991	Prbb.g_01947
OG0001104	Prbk.g_00995	Prbb.g_01943
OG0001105	Prbk.g_00993	Prbb.g_01945
OG0001106	Prbk.g_00996	Prbb.g_01942
OG0001107	Prbk.g_00997	Prbb.g_01941
OG0001108	Prbk.g_01926	Prbb.g_01940
OG0001109	Prbk.g_00988	Prbb.g_01958
OG0001110	Prbk.g_00986	Prbb.g_01960
OG0001111	Prbk.g_00985	Prbb.g_01961
OG0001112	Prbk.g_00984	Prbb.g_01962
OG0001113	Prbk.g_00983	Prbb.g_01963
OG0001114	Prbk.g_00982	Prbb.g_01964
OG0001115	Prbk.g_00981	Prbb.g_01965
OG0001116	Prbk.g_00980	Prbb.g_01966
OG0001117	Prbk.g_00979	Prbb.g_01967
OG0001118	Prbk.g_00978	Prbb.g_01968
OG0001119	Prbk.g_00977	Prbb.g_01969
OG0001120	Prbk.g_00976	Prbb.g_01970
OG0001121	Prbk.g_00975	Prbb.g_01971
OG0001122	Prbk.g_00974	Prbb.g_01972
OG0001123	Prbk.g_00973	Prbb.g_01973
OG0001124	Prbk.g_00972	Prbb.g_01974
OG0001125	Prbk.g_00971	Prbb.g_01975
OG0001126	Prbk.g_00970	Prbb.g_01976
OG0001127	Prbk.g_00969	Prbb.g_01977
OG0001128	Prbk.g_00968	Prbb.g_01978
OG0001129	Prbk.g_00967	Prbb.g_01979
OG0001130	Prbk.g_00966	Prbb.g_01980
OG0001131	Prbk.g_00965	Prbb.g_01981
OG0001132	Prbk.g_00964	Prbb.g_01982
OG0001133	Prbk.g_00963	Prbb.g_01983
OG0001134	Prbk.g_00962	Prbb.g_01984
OG0001135	Prbk.g_00961	Prbb.g_01985
OG0001136	Prbk.g_00960	Prbb.g_01986
OG0001137	Prbk.g_00959	Prbb.g_01987
OG0001138	Prbk.g_00958	Prbb.g_01988
OG0001139	Prbk.g_00957	Prbb.g_01989
OG0001140	Prbk.g_00956	Prbb.g_01990
OG0001141	Prbk.g_00953	Prbb.g_01992
OG0001142	Prbk.g_00952	Prbb.g_01993
OG0001143	Prbk.g_00951	Prbb.g_01994
OG0001144	Prbk.g_00949	Prbb.g_01996
OG0001145	Prbk.g_00947	Prbb.g_01998
OG0001146	Prbk.g_00946	Prbb.g_01999
OG0001147	Prbk.g_00797	Prbb.g_02002
OG0001148	Prbk.g_00798	Prbb.g_02003
OG0001149	Prbk.g_00801	Prbb.g_02004
OG0001150	Prbk.g_00804	Prbb.g_02007
OG0001151	Prbk.g_00805	Prbb.g_02008
OG0001152	Prbk.g_00806	Prbb.g_02009
OG0001153	Prbk.g_00807	Prbb.g_02010
OG0001154	Prbk.g_00808	Prbb.g_02011
OG0001155	Prbk.g_00809	Prbb.g_02012
OG0001156	Prbk.g_00810	Prbb.g_02013
OG0001157	Prbk.g_00812	Prbb.g_02015
OG0001158	Prbk.g_00814	Prbb.g_02017
OG0001159	Prbk.g_00816	Prbb.g_02018
OG0001160	Prbk.g_00817	Prbb.g_02019
OG0001161	Prbk.g_00844	Prbb.g_02024
OG0001162	Prbk.g_00845	Prbb.g_02025
OG0001163	Prbk.g_00847	Prbb.g_02026
OG0001164	Prbk.g_00848	Prbb.g_02027
OG0001165	Prbk.g_00849	Prbb.g_02028
OG0001166	Prbk.g_00850	Prbb.g_02029
OG0001167	Prbk.g_00851	Prbb.g_02030
OG0001168	Prbk.g_00506	Prbb.g_02031
OG0001169	Prbk.g_00510	Prbb.g_02032
OG0001170	Prbk.g_00513	Prbb.g_02035
OG0001171	Prbk.g_00514	Prbb.g_02036
OG0001172	Prbk.g_00516	Prbb.g_02037
OG0001173	Prbk.g_00518	Prbb.g_02039
OG0001174	Prbk.g_00521	Prbb.g_02041
OG0001175	Prbk.g_00525	Prbb.g_02043
OG0001176	Prbk.g_00527	Prbb.g_02045
OG0001177	Prbk.g_00529	Prbb.g_02047
OG0001178	Prbk.g_00530	Prbb.g_02048
OG0001179	Prbk.g_00531	Prbb.g_02049
OG0001180	Prbk.g_00215	Prbb.g_02050
OG0001181	Prbk.g_00216	Prbb.g_02051
OG0001182	Prbk.g_00217	Prbb.g_02052
OG0001183	Prbk.g_00218	Prbb.g_02053
OG0001184	Prbk.g_00219	Prbb.g_02054
OG0001185	Prbk.g_00220	Prbb.g_02055
OG0001186	Prbk.g_00231	Prbb.g_02056
OG0001187	Prbk.g_00232	Prbb.g_02057
OG0001188	Prbk.g_00233	Prbb.g_02058
OG0001189	Prbk.g_00235	Prbb.g_02059
OG0001190	Prbk.g_00236	Prbb.g_02060
OG0001191	Prbk.g_00238	Prbb.g_02062
OG0001192	Prbk.g_01482	Prbb.g_02064
OG0001193	Prbk.g_01483	Prbb.g_02065
OG0001194	Prbk.g_01484	Prbb.g_02066
OG0001195	Prbk.g_01494	Prbb.g_02068
OG0001196	Prbk.g_01530	Prbb.g_02070
OG0001197	Prbk.g_01534	Prbb.g_02074
OG0001198	Prbk.g_01535	Prbb.g_02075
OG0001199	Prbk.g_01536	Prbb.g_02076
OG0001200	Prbk.g_01537	Prbb.g_02077
OG0001201	Prbk.g_01538	Prbb.g_02078
OG0001202	Prbk.g_01539	Prbb.g_02079
OG0001203	Prbk.g_01568	Prbb.g_02097
OG0001204	Prbk.g_01571	Prbb.g_02099
OG0001205	Prbk.g_01572	Prbb.g_02100
OG0001206	Prbk.g_01573	Prbb.g_02101
OG0001207	Prbk.g_01576	Prbb.g_02102
OG0001208	Prbk.g_01577	Prbb.g_02103
OG0001209	Prbk.g_01578	Prbb.g_02104
OG0001210	Prbk.g_01580	Prbb.g_02105
OG0001211	Prbk.g_01582	Prbb.g_02106
OG0001212	Prbk.g_01583	Prbb.g_02107
OG0001213	Prbk.g_01585	Prbb.g_02108
OG0001214	Prbk.g_01586	Prbb.g_02109
OG0001215	Prbk.g_01587	Prbb.g_02110
OG0001216	Prbk.g_01588	Prbb.g_02111
OG0001217	Prbk.g_01589	Prbb.g_02112
OG0001218	Prbk.g_01590	Prbb.g_02113
OG0001219	Prbk.g_01592	Prbb.g_02114
OG0001220	Prbk.g_01593	Prbb.g_02115
OG0001221	Prbk.g_01594	Prbb.g_02116
OG0001222	Prbk.g_01596	Prbb.g_02118
OG0001223	Prbk.g_01600	Prbb.g_02120
OG0001224	Prbk.g_01602	Prbb.g_02122
OG0001225	Prbk.g_02160	Prbb.g_02124
OG0001226	Prbk.g_02161	Prbb.g_02125
OG0001227	Prbk.g_02162	Prbb.g_02126
OG0001228	Prbk.g_02163	Prbb.g_02127
OG0001229	Prbk.g_02165	Prbb.g_02128
OG0001230	Prbk.g_02166	Prbb.g_02129
OG0001231	Prbk.g_02167	Prbb.g_02130
OG0001232	Prbk.g_02169	Prbb.g_02132
OG0001233	Prbk.g_02171	Prbb.g_02133
OG0001234	Prbk.g_02173	Prbb.g_02134
OG0001235	Prbk.g_02174	Prbb.g_02135
OG0001236	Prbk.g_02175	Prbb.g_02136
OG0001237	Prbk.g_02180	Prbb.g_02139
OG0001238	Prbk.g_02185	Prbb.g_02140
OG0001239	Prbk.g_02207	Prbb.g_02145
OG0001240	Prbk.g_02210	Prbb.g_02146
OG0001241	Prbk.g_02211	Prbb.g_02147
OG0001242	Prbk.g_02213	Prbb.g_02149
OG0001243	Prbk.g_02214	Prbb.g_02150
OG0001244	Prbk.g_02217	Prbb.g_02151
OG0001245	Prbk.g_02218	Prbb.g_02152
OG0001246	Prbk.g_02224	Prbb.g_02153
OG0001247	Prbk.g_02225	Prbb.g_02154
OG0001248	Prbk.g_02226	Prbb.g_02155
OG0001249	Prbk.g_02239	Prbb.g_02156
OG0001250	Prbk.g_02248	Prbb.g_02164
OG0001251	Prbk.g_02249	Prbb.g_02165
OG0001252	Prbk.g_02250	Prbb.g_02166
OG0001253	Prbk.g_02251	Prbb.g_02167
OG0001254	Prbk.g_02253	Prbb.g_02169
OG0001255	Prbk.g_02254	Prbb.g_02170
OG0001256	Prbk.g_02258	Prbb.g_02173
OG0001257	Prbk.g_02260	Prbb.g_02174
OG0001258	Prbk.g_02261	Prbb.g_02175
OG0001259	Prbk.g_02265	Prbb.g_02178
OG0001260	Prbk.g_02267	Prbb.g_02180
OG0001261	Prbk.g_02268	Prbb.g_02181
OG0001262	Prbk.g_02270	Prbb.g_02182
OG0001263	Prbk.g_02272	Prbb.g_02183
OG0001264	Prbk.g_02274	Prbb.g_02185
OG0001265	Prbk.g_02275	Prbb.g_02186
OG0001266	Prbk.g_02276	Prbb.g_02187
OG0001267	Prbk.g_02277	Prbb.g_02188
OG0001268	Prbk.g_02278	Prbb.g_02189
OG0001269	Prbk.g_00028	Prbb.g_00147
OG0001270	Prbk.g_00557	Prbb.g_00195
OG0001271	Prbk.g_00756	Prbb.g_00207
OG0001273	Prbk.g_00870	Prbb.g_00393
OG0001274	Prbk.g_02063	Prbb.g_00487
OG0001275	Prbk.g_01861	Prbb.g_00502
OG0001276	Prbk.g_01129	Prbb.g_00590
OG0001278	Prbk.g_02554	Prbb.g_01370
OG0001279	Prbk.g_02395	Prbb.g_00931
OG0001280	Prbk.g_00588	Prbb.g_01043
OG0001282	Prbk.g_02413	Prbb.g_00940
OG0001283	Prbk.g_01681	Prbb.g_01386
OG0001285	Prbk.g_01776	Prbb.g_01534
OG0001286	Prbk.g_01021	Prbb.g_01520
OG0001288	Prbk.g_02664	Prbb.g_01727
OG0001289	Prbk.g_01999	Prbb.g_01739
OG0001290	Prbk.g_01841	Prbb.g_01371
OG0001291	Prbk.g_01059	Prbb.g_00522
OG0001292	Prbk.g_01788	Prbb.g_01778
OG0001293	Prbk.g_02082	Prbb.g_01086
OG0001294	Prbk.g_02424	Prbb.g_01781
OG0001296	Prbk.g_00920	Prbb.g_01815
OG0001297	Prbk.g_00915	Prbb.g_01819
OG0001298	Prbk.g_00912	Prbb.g_01822
OG0001299	Prbk.g_01908	Prbb.g_01926
OG0001300	Prbk.g_00901	Prbb.g_01279
OG0001301	Prbk.g_00524	Prbb.g_02042
OG0001302	Prbk.g_01533	Prbb.g_02073
OG0001303	Prbk.g_01598	Prbb.g_02119
OG0001304	Prbk.g_02263	Prbb.g_02177
OG0001305	Prbk.g_01331, Prbk.g_02697	Prbb.g_01180
OG0001306	Prbk.g_00327	Prbb.g_00442
OG0001307	Prbk.g_01618	Prbb.g_00031
OG0001308	Prbk.g_01317	Prbb.g_00126
OG0001309	Prbk.g_01314	Prbb.g_00129
OG0001310	Prbk.g_01312	Prbb.g_00131
OG0001311	Prbk.g_00027	Prbb.g_00148
OG0001312	Prbk.g_00200	Prbb.g_00176
OG0001313	Prbk.g_00541	Prbb.g_00183
OG0001314	Prbk.g_01254	Prbb.g_00256
OG0001315	Prbk.g_01013	Prbb.g_00301
OG0001316	Prbk.g_01000	Prbb.g_00308
OG0001317	Prbk.g_00303	Prbb.g_01077
OG0001318	Prbk.g_02633	Prbb.g_00638
OG0001319	Prbk.g_01205	Prbb.g_00754
OG0001320	Prbk.g_00065	Prbb.g_01061
OG0001321	Prbk.g_00060	Prbb.g_01066
OG0001322	Prbk.g_02247	Prbb.g_02163
OG0001323	Prbk.g_01601	Prbb.g_02121
OG0001325	Prbk.g_01692	Prbb.g_01247
OG0001326	Prbk.g_00134	Prbb.g_01483
OG0001327	Prbk.g_01197	Prbb.g_01610
OG0001328	Prbk.g_01637	Prbb.g_00758
OG0001329	Prbk.g_01433	Prbb.g_01844
OG0001330	Prbk.g_01382	Prbb.g_01879
OG0001331	Prbk.g_00517	Prbb.g_02038
OG0001333	Prbk.g_01519	Prbb.g_00295
OG0001334	Prbk.g_01098	Prbb.g_01542
OG0001337	Prbk.g_02659	Prbb.g_01433
OG0001338	Prbk.g_01193	Prbb.g_01579
OG0001339	Prbk.g_01177	Prbb.g_01591
OG0001340	Prbk.g_02256	Prbb.g_02171
OG0001343	Prbk.g_00914	Prbb.g_01820
OG0001344	Prbk.g_01406	Prbb.g_01868
OG0001345	Prbk.g_00802	Prbb.g_02005
OG0001347	Prbk.g_01595	Prbb.g_02117
OG0001348	Prbk.g_00543	Prbb.g_00186
OG0001356	Prbk.g_00707	Prbb.g_01553, Prbb.g_01628
OG0001361	Prbk.g_01053	Prbb.g_00518
OG0001372	Prbk.g_01933	Prbb.g_01196
OG0001377	Prbk.g_01532	Prbb.g_02072
OG0001378	Prbk.g_00589	Prbb.g_01044
OG0001388	Prbk.g_01039	Prbb.g_01073
OG0001389	Prbk.g_00300	Prbb.g_00459
OG0001391	Prbk.g_01044	Prbb.g_00508
OG0001404	Prbk.g_02365	Prbb.g_01388
OG0001421	Prbk.g_02354	Prbb.g_00969
OG0001422	Prbk.g_01351, Prbk.g_02675, Prbk.g_01462, Prbk.g_01732	Prbb.g_00079
OG0001425	Prbk.g_00852	Prbb.g_00377
OG0001427	Prbk.g_01064	Prbb.g_00525
OG0001437	Prbk.g_00671	Prbb.g_01125
OG0001438	Prbk.g_02257	Prbb.g_02172
OG0001439	Prbk.g_01945, Prbk.g_02679	Prbb.g_01665, Prbb.g_01664
OG0001441	Prbk.g_02308	Prbb.g_01001
OG0001446	Prbk.g_02191	Prbb.g_01164
OG0001448	Prbk.g_02607	Prbb.g_00621
OG0001450	Prbk.g_01661	Prbb.g_01782
OG0001456	Prbk.g_01694	Prbb.g_00732
OG0001458	Prbk.g_02177	Prbb.g_02138
OG0001463	Prbk.g_01663, Prbk.g_01668	Prbb.g_01112
OG0001464	Prbk.g_01883	Prbb.g_00563
OG0001465	Prbk.g_01128	Prbb.g_00390
OG0001475	Prbk.g_00625	Prbb.g_01248
OG0001485	Prbk.g_01828	Prbb.g_00849
OG0001488	Prbk.g_02184	Prbb.g_00898
OG0001489	Prbk.g_02183	Prbb.g_00899
OG0001490	Prbk.g_02182	Prbb.g_00900
OG0001491	Prbk.g_01771	Prbb.g_01660
OG0001492	Prbk.g_00123	Prbb.g_01494
OG0001493	Prbk.g_00337	Prbb.g_00439
OG0001500	Prbk.g_02441	Prbb.g_00953
OG0001501	Prbk.g_02612	Prbb.g_00625
OG0001505	Prbk.g_02445	Prbb.g_01667
OG0001511	Prbk.g_02227	Prbb.g_01901
OG0001512	Prbk.g_02228	Prbb.g_01902
OG0001513	Prbk.g_02229	Prbb.g_01903
OG0001514	Prbk.g_02230	Prbb.g_01904
OG0001515	Prbk.g_02231	Prbb.g_01905
OG0001516	Prbk.g_02232	Prbb.g_01906
OG0001517	Prbk.g_02233	Prbb.g_01907
OG0001518	Prbk.g_02234	Prbb.g_01908
OG0001519	Prbk.g_02235	Prbb.g_01909
OG0001520	Prbk.g_02236	Prbb.g_01910
OG0001521	Prbk.g_02237	Prbb.g_01911
OG0001522	Prbk.g_02238	Prbb.g_01912
OG0001523	Prbk.g_02437	Prbb.g_00948
OG0001528	Prbk.g_01464	Prbb.g_01894
OG0001546	Prbk.g_01677, Prbk.g_00171	Prbb.g_01176
OG0001559	Prbk.g_00357	Prbb.g_01210
OG0001560	Prbk.g_02392	Prbb.g_00928
OG0001561	Prbk.g_02533	Prbb.g_00820
OG0001562	Prbk.g_01702	Prbb.g_01295
OG0001563	Prbk.g_02116	Prbb.g_02021
OG0001570	Prbk.g_02516	Prbb.g_01235
OG0001599	Prbk.g_00296	Prbb.g_01437
OG0001600	Prbk.g_00922	Prbb.g_01896
OG0001615	Prbk.g_00485	Prbb.g_00872
OG0001619	Prbk.g_00994	Prbb.g_01944
OG0001620	Prbk.g_00878	Prbb.g_00399
OG0001621	Prbk.g_00838, Prbk.g_00837	Prbb.g_01949
OG0001630	Prbk.g_01564	Prbb.g_00855
OG0001633	Prbk.g_01206, Prbk.g_01208	Prbb.g_01724
OG0001634	Prbk.g_01751	Prbb.g_01412
OG0001645	Prbk.g_00909	Prbb.g_01253
OG0001646	Prbk.g_01960	Prbb.g_01914
OG0001647	Prbk.g_01752	Prbb.g_01413
OG0001648	Prbk.g_01755	Prbb.g_01414
OG0001649	Prbk.g_01756	Prbb.g_01415
OG0001690	Prbk.g_01541	Prbb.g_02086
OG0001691	Prbk.g_01542	Prbb.g_02088
OG0001716	Prbk.g_02058, Prbk.g_01286	Prbb.g_01153
OG0001719	Prbk.g_01570	Prbb.g_00854
OG0001720	Prbk.g_01567	Prbb.g_02096
OG0001721	Prbk.g_01485	Prbb.g_02067
OG0001722	Prbk.g_01652	Prbb.g_01084
OG0001723	Prbk.g_01658	Prbb.g_00113
OG0001725	Prbk.g_00872	Prbb.g_00395
OG0001733	Prbk.g_01566	Prbb.g_00853
OG0001741	Prbk.g_01605	Prbb.g_00056
OG0001743	Prbk.g_00005	Prbb.g_00166
OG0001744	Prbk.g_00006	Prbb.g_00165
OG0001745	Prbk.g_00019	Prbb.g_00155
OG0001746	Prbk.g_02594, Prbk.g_01354	Prbb.g_01240, Prbb.g_01233
OG0001747	Prbk.g_01517	Prbb.g_01801
OG0001748	Prbk.g_01516	Prbb.g_00296
OG0001749	Prbk.g_01408	Prbb.g_01866
OG0001750	Prbk.g_01168	Prbb.g_01599
OG0001751	Prbk.g_00159	Prbb.g_01503
OG0001752	Prbk.g_00136	Prbb.g_01485
OG0001753	Prbk.g_01809	Prbb.g_00699
OG0001754	Prbk.g_01840	Prbb.g_00688
OG0001755	Prbk.g_00597	Prbb.g_01053
OG0001756	Prbk.g_00591	Prbb.g_01046
OG0001757	Prbk.g_00585	Prbb.g_01041
OG0001758	Prbk.g_02328	Prbb.g_00987
OG0001759	Prbk.g_02381	Prbb.g_01056
OG0001760	Prbk.g_02428	Prbb.g_00945
OG0001761	Prbk.g_02473	Prbb.g_00788
OG0001762	Prbk.g_02552	Prbb.g_00092
OG0001763	Prbk.g_02555	Prbb.g_01621
OG0001764	Prbk.g_02569	Prbb.g_00842
OG0001765	Prbk.g_02579	Prbb.g_00923
OG0001766	Prbk.g_02583	Prbb.g_00676
OG0001767	Prbk.g_00716	Prbb.g_00666
OG0001768	Prbk.g_02119	Prbb.g_00178
OG0001769	Prbk.g_00363	Prbb.g_00417
OG0001770	Prbk.g_00859	Prbb.g_00383
OG0001771	Prbk.g_00858	Prbb.g_00382
OG0001772	Prbk.g_00856	Prbb.g_00381
OG0001773	Prbk.g_00855	Prbb.g_00380
OG0001774	Prbk.g_00854	Prbb.g_00379
OG0001775	Prbk.g_00813	Prbb.g_02016
OG0001776	Prbk.g_00945	Prbb.g_02000
OG0001777	Prbk.g_00545	Prbb.g_00188
OG0001778	Prbk.g_00787	Prbb.g_00236
OG0001779	Prbk.g_01276	Prbb.g_00242
OG0001780	Prbk.g_00673	Prbb.g_00896
OG0001781	Prbk.g_02176	Prbb.g_02137
OG0001782	Prbk.g_02186	Prbb.g_02141
OG0001783	Prbk.g_02187	Prbb.g_02142
OG0001784	Prbk.g_02188	Prbb.g_00894
OG0001785	Prbk.g_02212	Prbb.g_02148
OG0001786	Prbk.g_02246	Prbb.g_02162
OG0001795	Prbk.g_01543	Prbb.g_02089
OG0001801	Prbk.g_01648	Prbb.g_00905
OG0001802	Prbk.g_01680	Prbb.g_00050
OG0001803	Prbk.g_01806	Prbb.g_01565
OG0001804	Prbk.g_00577	Prbb.g_01035
OG0001829	Prbk.g_01023	Prbb.g_01522
OG0001830	Prbk.g_00148	Prbb.g_01509
OG0001852	Prbk.g_00173	Prbb.g_01382
OG0001910	Prbk.g_00710	Prbb.g_00672
OG0001916	Prbk.g_02028	Prbb.g_01543
OG0001950	Prbk.g_01759	Prbb.g_01417
OG0002000	Prbk.g_02241	Prbb.g_02158
OG0002001	Prbk.g_02244	Prbb.g_02161
OG0002032	Prbk.g_01367	Prbb.g_00289
OG0002033	Prbk.g_02054	Prbb.g_00481
OG0002037	Prbk.g_00419	Prbb.g_00333
OG0002038	Prbk.g_00558	Prbb.g_00709
OG0002039	Prbk.g_00743	Prbb.g_00198
OG0002068	Prbk.g_01670, Prbk.g_00108	Prbb.g_01810
OG0002072	Prbk.g_00254	Prbb.g_01682
OG0002131	Prbk.g_01089	Prbb.g_01811
OG0002135	Prbk.g_01560	Prbb.g_02081
OG0002136	Prbk.g_01559	Prbb.g_02080
OG0002138	Prbk.g_01712	Prbb.g_01219
OG0002140	Prbk.g_01522	Prbb.g_01616
OG0002142	Prbk.g_02243	Prbb.g_02160
OG0002190	Prbk.g_02660	Prbb.g_01134
OG0002191	Prbk.g_02508	Prbb.g_01209
OG0002194	Prbk.g_00470	Prbb.g_00371
OG0002267	Prbk.g_01058	Prbb.g_00856
OG0002290	Prbk.g_02242	Prbb.g_02159
OG0002298	Prbk.g_01561	Prbb.g_00114
OG0002359	Prbk.g_01545	Prbb.g_02090
OG0002538	Prbk.g_01549	Prbb.g_02091
