Orthogroup	Prbk	Pray
OG0001138	Prbk.g_00958	Pray.g_01294
OG0001139	Prbk.g_00957	Pray.g_01295
OG0001140	Prbk.g_00956	Pray.g_01296
OG0001141	Prbk.g_00953	Pray.g_01298
OG0001142	Prbk.g_00952	Pray.g_01299
OG0001143	Prbk.g_00951	Pray.g_01300
OG0001144	Prbk.g_00949	Pray.g_01302
OG0001145	Prbk.g_00947	Pray.g_01304
OG0001146	Prbk.g_00946	Pray.g_01305
OG0001147	Prbk.g_00797	Pray.g_01307
OG0001148	Prbk.g_00798	Pray.g_01308
OG0001149	Prbk.g_00801	Pray.g_01309
OG0001150	Prbk.g_00804	Pray.g_01312
OG0001151	Prbk.g_00805	Pray.g_01313
OG0001152	Prbk.g_00806	Pray.g_01314
OG0001153	Prbk.g_00807	Pray.g_01315
OG0001154	Prbk.g_00808	Pray.g_01316
OG0001155	Prbk.g_00809	Pray.g_01317
OG0001156	Prbk.g_00810	Pray.g_01318
OG0001157	Prbk.g_00812	Pray.g_01320
OG0001158	Prbk.g_00814	Pray.g_01321
OG0001159	Prbk.g_00816	Pray.g_01322
OG0001160	Prbk.g_00817	Pray.g_01323
OG0001161	Prbk.g_00844	Pray.g_01327
OG0001162	Prbk.g_00845	Pray.g_01328
OG0001163	Prbk.g_00847	Pray.g_01329
OG0001164	Prbk.g_00848	Pray.g_01330
OG0001165	Prbk.g_00849	Pray.g_01331
OG0001166	Prbk.g_00850	Pray.g_01332
OG0001167	Prbk.g_00851	Pray.g_01333
OG0001168	Prbk.g_00506	Pray.g_01335
OG0001169	Prbk.g_00510	Pray.g_01336
OG0001170	Prbk.g_00513	Pray.g_01338
OG0001171	Prbk.g_00514	Pray.g_01339
OG0001172	Prbk.g_00516	Pray.g_01340
OG0001173	Prbk.g_00518	Pray.g_01342
OG0001174	Prbk.g_00521	Pray.g_01344
OG0001175	Prbk.g_00525	Pray.g_01346
OG0001176	Prbk.g_00527	Pray.g_01347
OG0001177	Prbk.g_00529	Pray.g_01349
OG0001178	Prbk.g_00530	Pray.g_01350
OG0001179	Prbk.g_00531	Pray.g_01351
OG0001180	Prbk.g_00215	Pray.g_01352
OG0001181	Prbk.g_00216	Pray.g_01353
OG0001182	Prbk.g_00217	Pray.g_01354
OG0001183	Prbk.g_00218	Pray.g_01355
OG0001184	Prbk.g_00219	Pray.g_01356
OG0001185	Prbk.g_00220	Pray.g_01357
OG0001186	Prbk.g_00231	Pray.g_01358
OG0001187	Prbk.g_00232	Pray.g_01359
OG0001188	Prbk.g_00233	Pray.g_01360
OG0001189	Prbk.g_00235	Pray.g_01362
OG0001190	Prbk.g_00236	Pray.g_01363
OG0001191	Prbk.g_00238	Pray.g_01365
OG0001192	Prbk.g_01482	Pray.g_01367
OG0001193	Prbk.g_01483	Pray.g_01368
OG0001194	Prbk.g_01484	Pray.g_01369
OG0001195	Prbk.g_01494	Pray.g_01370
OG0001196	Prbk.g_01530	Pray.g_01372
OG0001197	Prbk.g_01534	Pray.g_01375
OG0001198	Prbk.g_01535	Pray.g_01376
OG0001199	Prbk.g_01536	Pray.g_01377
OG0001200	Prbk.g_01537	Pray.g_01378
OG0001201	Prbk.g_01538	Pray.g_01379
OG0001202	Prbk.g_01539	Pray.g_01380
OG0001203	Prbk.g_01568	Pray.g_01382
OG0001204	Prbk.g_01571	Pray.g_01385
OG0001205	Prbk.g_01572	Pray.g_01386
OG0001206	Prbk.g_01573	Pray.g_01388
OG0001207	Prbk.g_01576	Pray.g_01389
OG0001208	Prbk.g_01577	Pray.g_01390
OG0001209	Prbk.g_01578	Pray.g_01391
OG0001210	Prbk.g_01580	Pray.g_01392
OG0001211	Prbk.g_01582	Pray.g_01393
OG0001212	Prbk.g_01583	Pray.g_01394
OG0001213	Prbk.g_01585	Pray.g_01395
OG0001214	Prbk.g_01586	Pray.g_01396
OG0001215	Prbk.g_01587	Pray.g_01397
OG0001216	Prbk.g_01588	Pray.g_01398
OG0001217	Prbk.g_01589	Pray.g_01399
OG0001218	Prbk.g_01590	Pray.g_01400
OG0001219	Prbk.g_01592	Pray.g_01401
OG0001220	Prbk.g_01593	Pray.g_01402
OG0001221	Prbk.g_01594	Pray.g_01403
OG0001222	Prbk.g_01596	Pray.g_01405
OG0001223	Prbk.g_01600	Pray.g_01407
OG0001224	Prbk.g_01602	Pray.g_01408
OG0001225	Prbk.g_02160	Pray.g_01410
OG0001226	Prbk.g_02161	Pray.g_01411
OG0001227	Prbk.g_02162	Pray.g_01412
OG0001228	Prbk.g_02163	Pray.g_01413
OG0001229	Prbk.g_02165	Pray.g_01414
OG0001230	Prbk.g_02166	Pray.g_01415
OG0001231	Prbk.g_02167	Pray.g_01416
OG0001232	Prbk.g_02169	Pray.g_01418
OG0001233	Prbk.g_02171	Pray.g_01419
OG0001234	Prbk.g_02173	Pray.g_01420
OG0001235	Prbk.g_02174	Pray.g_01421
OG0001236	Prbk.g_02175	Pray.g_01422
OG0001237	Prbk.g_02180	Pray.g_01425
OG0001238	Prbk.g_02185	Pray.g_01426
OG0001239	Prbk.g_02207	Pray.g_01429
OG0001240	Prbk.g_02210	Pray.g_01430
OG0001241	Prbk.g_02211	Pray.g_01431
OG0001242	Prbk.g_02213	Pray.g_01432
OG0001243	Prbk.g_02214	Pray.g_01433
OG0001244	Prbk.g_02217	Pray.g_01434
OG0001245	Prbk.g_02218	Pray.g_01435
OG0001246	Prbk.g_02224	Pray.g_01436
OG0001247	Prbk.g_02225	Pray.g_01437
OG0001248	Prbk.g_02226	Pray.g_01438
OG0001249	Prbk.g_02239	Pray.g_01439
OG0001250	Prbk.g_02248	Pray.g_01440
OG0001251	Prbk.g_02249	Pray.g_01441
OG0001252	Prbk.g_02250	Pray.g_01442
OG0001253	Prbk.g_02251	Pray.g_01443
OG0001254	Prbk.g_02253	Pray.g_01445
OG0001255	Prbk.g_02254	Pray.g_01446
OG0001256	Prbk.g_02258	Pray.g_01448
OG0001257	Prbk.g_02260	Pray.g_01449
OG0001258	Prbk.g_02261	Pray.g_01450
OG0001259	Prbk.g_02265	Pray.g_01452
OG0001260	Prbk.g_02267	Pray.g_01453
OG0001261	Prbk.g_02268	Pray.g_01454
OG0001262	Prbk.g_02270	Pray.g_01455
OG0001263	Prbk.g_02272	Pray.g_01456
OG0001264	Prbk.g_02274	Pray.g_01457
OG0001265	Prbk.g_02275	Pray.g_01458
OG0001266	Prbk.g_02276	Pray.g_01459
OG0001267	Prbk.g_02277	Pray.g_01460
OG0001268	Prbk.g_02278	Pray.g_01461
OG0001269	Prbk.g_00028	Pray.g_00197
OG0001270	Prbk.g_00557	Pray.g_00151
OG0001271	Prbk.g_00756	Pray.g_00139
OG0001272	Prbk.g_00418	Pray.g_00760
OG0001273	Prbk.g_00870	Pray.g_00811
OG0001274	Prbk.g_02063	Pray.g_00972
OG0001275	Prbk.g_01861	Pray.g_00989
OG0001276	Prbk.g_01129	Pray.g_01173
OG0001278	Prbk.g_02554	Pray.g_00399
OG0001279	Prbk.g_02395	Pray.g_00451
OG0001280	Prbk.g_00588	Pray.g_00560
OG0001281	Prbk.g_01682	Pray.g_00608
OG0001282	Prbk.g_02413	Pray.g_00625
OG0001283	Prbk.g_01681	Pray.g_00630
OG0001285	Prbk.g_01776	Pray.g_00080
OG0001286	Prbk.g_01021	Pray.g_00067
OG0001288	Prbk.g_02664	Pray.g_01682
OG0001289	Prbk.g_01999	Pray.g_01671
OG0001290	Prbk.g_01841	Pray.g_01629
OG0001291	Prbk.g_01059	Pray.g_01628
OG0001292	Prbk.g_01788	Pray.g_01623
OG0001293	Prbk.g_02082	Pray.g_01606
OG0001294	Prbk.g_02424	Pray.g_01596
OG0001296	Prbk.g_00920	Pray.g_01567
OG0001297	Prbk.g_00915	Pray.g_01563
OG0001298	Prbk.g_00912	Pray.g_01560
OG0001299	Prbk.g_01908	Pray.g_01237
OG0001300	Prbk.g_00901	Pray.g_01262
OG0001301	Prbk.g_00524	Pray.g_01345
OG0001302	Prbk.g_01533	Pray.g_01374
OG0001303	Prbk.g_01598	Pray.g_01406
OG0001304	Prbk.g_02263	Pray.g_01451
OG0001306	Prbk.g_00327	Pray.g_00927
OG0001307	Prbk.g_01618	Pray.g_01492
OG0001308	Prbk.g_01317	Pray.g_00218
OG0001309	Prbk.g_01314	Pray.g_00215
OG0001310	Prbk.g_01312	Pray.g_00213
OG0001311	Prbk.g_00027	Pray.g_00196
OG0001312	Prbk.g_00200	Pray.g_00170
OG0001313	Prbk.g_00541	Pray.g_00164
OG0001314	Prbk.g_01254	Pray.g_00680
OG0001315	Prbk.g_01013	Pray.g_00724
OG0001316	Prbk.g_01000	Pray.g_00733
OG0001317	Prbk.g_00303	Pray.g_00851
OG0001318	Prbk.g_02633	Pray.g_01126
OG0001319	Prbk.g_01205	Pray.g_00300
OG0001320	Prbk.g_00065	Pray.g_00575
OG0001321	Prbk.g_00060	Pray.g_00580
OG0001322	Prbk.g_02247	Pray.g_00616
OG0001323	Prbk.g_01601	Pray.g_00118
OG0001325	Prbk.g_01692	Pray.g_00107
OG0001326	Prbk.g_00134	Pray.g_00035
OG0001327	Prbk.g_01197	Pray.g_01845
OG0001328	Prbk.g_01637	Pray.g_01625
OG0001329	Prbk.g_01433	Pray.g_01536
OG0001330	Prbk.g_01382	Pray.g_01502
OG0001331	Prbk.g_00517	Pray.g_01341
OG0001333	Prbk.g_01519	Pray.g_00719
OG0001334	Prbk.g_01098	Pray.g_00957
OG0001337	Prbk.g_02659	Pray.g_00633
OG0001338	Prbk.g_01193	Pray.g_01896
OG0001339	Prbk.g_01177	Pray.g_01865
OG0001340	Prbk.g_02256	Pray.g_01809
OG0001343	Prbk.g_00914	Pray.g_01562
OG0001345	Prbk.g_00802	Pray.g_01310
OG0001347	Prbk.g_01595	Pray.g_01404
OG0001348	Prbk.g_00543	Pray.g_00161
OG0001349	Prbk.g_00198	Pray.g_00171
OG0001351	Prbk.g_01250	Pray.g_00684
OG0001352	Prbk.g_01007	Pray.g_00729
OG0001353	Prbk.g_00381	Pray.g_00741
OG0001354	Prbk.g_00417	Pray.g_00759
OG0001355	Prbk.g_00877	Pray.g_00817
OG0001356	Prbk.g_00707	Pray.g_00856
OG0001357	Prbk.g_00330	Pray.g_00924
OG0001358	Prbk.g_02110	Pray.g_00962
OG0001359	Prbk.g_02067	Pray.g_00976
OG0001361	Prbk.g_01053	Pray.g_01005
OG0001362	Prbk.g_01114	Pray.g_01185
OG0001363	Prbk.g_00651	Pray.g_01060
OG0001365	Prbk.g_02538	Pray.g_00389
OG0001367	Prbk.g_00570	Pray.g_00539
OG0001368	Prbk.g_00587	Pray.g_00559
OG0001371	Prbk.g_00176	Pray.g_00013
OG0001372	Prbk.g_01933	Pray.g_01926
OG0001375	Prbk.g_01416	Pray.g_01522
OG0001376	Prbk.g_00834, Prbk.g_00821	Pray.g_01251
OG0001377	Prbk.g_01532	Pray.g_01373
OG0001378	Prbk.g_00589	Pray.g_00561
OG0001382	Prbk.g_00553	Pray.g_00154
OG0001385	Prbk.g_00407	Pray.g_00752
OG0001389	Prbk.g_00300	Pray.g_00944
OG0001391	Prbk.g_01044	Pray.g_00995
OG0001393	Prbk.g_01062	Pray.g_01010
OG0001404	Prbk.g_02365	Pray.g_00543
OG0001421	Prbk.g_02354	Pray.g_00492
OG0001422	Prbk.g_01351, Prbk.g_02675, Prbk.g_01462, Prbk.g_01732	Pray.g_00002
OG0001425	Prbk.g_00852	Pray.g_00804
OG0001427	Prbk.g_01064	Pray.g_01012
OG0001436	Prbk.g_00623	Pray.g_01611
OG0001438	Prbk.g_02257	Pray.g_01447
OG0001439	Prbk.g_01945, Prbk.g_02679	Pray.g_01751
OG0001441	Prbk.g_02308	Pray.g_00521
OG0001442	Prbk.g_01656	Pray.g_00552
OG0001446	Prbk.g_02191	Pray.g_00312
OG0001448	Prbk.g_02607	Pray.g_01143
OG0001450	Prbk.g_01661	Pray.g_00104
OG0001456	Prbk.g_01694	Pray.g_01599
OG0001458	Prbk.g_02177	Pray.g_01424
OG0001459	Prbk.g_01742	Pray.g_01588
OG0001463	Prbk.g_01663, Prbk.g_01668	Pray.g_00905
OG0001464	Prbk.g_01883	Pray.g_01202
OG0001468	Prbk.g_02529	Pray.g_00380
OG0001476	Prbk.g_00256	Pray.g_01725
OG0001480	Prbk.g_00747	Pray.g_01055, Pray.g_00249
OG0001482	Prbk.g_00469	Pray.g_00798
OG0001484	Prbk.g_02513	Pray.g_00909
OG0001485	Prbk.g_01828	Pray.g_00410
OG0001488	Prbk.g_02184	Pray.g_00593
OG0001489	Prbk.g_02183	Pray.g_00594
OG0001490	Prbk.g_02182	Pray.g_00595
OG0001491	Prbk.g_01771	Pray.g_00601
OG0001492	Prbk.g_00123	Pray.g_00628
OG0001493	Prbk.g_00337	Pray.g_00133
OG0001494	Prbk.g_00102	Pray.g_00047
OG0001496	Prbk.g_01191	Pray.g_01876
OG0001500	Prbk.g_02441	Pray.g_00472
OG0001501	Prbk.g_02612	Pray.g_00307
OG0001505	Prbk.g_02445	Pray.g_00283
OG0001508	Prbk.g_02008	Pray.g_00377
OG0001511	Prbk.g_02227	Pray.g_00421
OG0001512	Prbk.g_02228	Pray.g_00422
OG0001513	Prbk.g_02229	Pray.g_00423
OG0001514	Prbk.g_02230	Pray.g_00424
OG0001515	Prbk.g_02231	Pray.g_00425
OG0001516	Prbk.g_02232	Pray.g_00426
OG0001517	Prbk.g_02233	Pray.g_00427
OG0001518	Prbk.g_02234	Pray.g_00428
OG0001519	Prbk.g_02235	Pray.g_00429
OG0001520	Prbk.g_02236	Pray.g_00430
OG0001521	Prbk.g_02237	Pray.g_00431
OG0001522	Prbk.g_02238	Pray.g_00432
OG0001527	Prbk.g_02665	Pray.g_01620
OG0001540	Prbk.g_01180	Pray.g_00949
OG0001547	Prbk.g_01611	Pray.g_01496
OG0001557	Prbk.g_01476	Pray.g_01615
OG0001605	Prbk.g_01465	Pray.g_00880
OG0001620	Prbk.g_00878	Pray.g_00818
OG0001630	Prbk.g_01564	Pray.g_01795
OG0001632	Prbk.g_00832	Pray.g_00305
OG0001635	Prbk.g_00875	Pray.g_00815
OG0001720	Prbk.g_01567	Pray.g_01807
OG0001850	Prbk.g_01713	Pray.g_01746
OG0001857	Prbk.g_01792	Pray.g_00887
OG0001872	Prbk.g_02521	Pray.g_00901
OG0001873	Prbk.g_02377	Pray.g_00898
OG0001877	Prbk.g_02658	Pray.g_01577
OG0002031	Prbk.g_01352	Pray.g_01943
OG0002126	Prbk.g_00532	Pray.g_01789
OG0002203	Prbk.g_00533	Pray.g_01761
OG0002283	Prbk.g_00410	Pray.g_01849
