Orthogroup	Prbn	Syal
OG0001118	Prbn.g_01404	Syal.g_01968
OG0001119	Prbn.g_01403	Syal.g_01966
OG0001120	Prbn.g_01401	Syal.g_01962
OG0001122	Prbn.g_01381	Syal.g_01921
OG0001123	Prbn.g_01375	Syal.g_01913
OG0001124	Prbn.g_01373	Syal.g_01911
OG0001125	Prbn.g_01371	Syal.g_01909
OG0001126	Prbn.g_01460	Syal.g_01837
OG0001127	Prbn.g_01461	Syal.g_01836
OG0001128	Prbn.g_01463	Syal.g_01833
OG0001129	Prbn.g_01464	Syal.g_01831
OG0001130	Prbn.g_01465	Syal.g_01830
OG0001131	Prbn.g_00692	Syal.g_02260
OG0001132	Prbn.g_01039	Syal.g_02553
OG0001133	Prbn.g_01239	Syal.g_02710
OG0001134	Prbn.g_01650	Syal.g_02506
OG0001135	Prbn.g_01653	Syal.g_02505
OG0001136	Prbn.g_01186	Syal.g_01650
OG0001137	Prbn.g_01198	Syal.g_01673
OG0001138	Prbn.g_00392	Syal.g_01709
OG0001139	Prbn.g_00394	Syal.g_01711
OG0001140	Prbn.g_00395	Syal.g_01712
OG0001141	Prbn.g_00396	Syal.g_01713
OG0001142	Prbn.g_00397	Syal.g_01714
OG0001143	Prbn.g_00404	Syal.g_01722
OG0001144	Prbn.g_00409	Syal.g_01736
OG0001145	Prbn.g_01092	Syal.g_01614
OG0001146	Prbn.g_01080	Syal.g_01593
OG0001147	Prbn.g_01060	Syal.g_00458
OG0001148	Prbn.g_01242	Syal.g_02886
OG0001149	Prbn.g_00153	Syal.g_02885
OG0001150	Prbn.g_00154	Syal.g_02884
OG0001151	Prbn.g_00165	Syal.g_02872
OG0001152	Prbn.g_00166	Syal.g_02871
OG0001153	Prbn.g_00244	Syal.g_00421
OG0001154	Prbn.g_00245	Syal.g_00422
OG0001155	Prbn.g_00262	Syal.g_02969
OG0001156	Prbn.g_00265	Syal.g_02972
OG0001157	Prbn.g_00266	Syal.g_02973
OG0001158	Prbn.g_00267	Syal.g_02974
OG0001159	Prbn.g_00268	Syal.g_02975
OG0001160	Prbn.g_00900	Syal.g_00564
OG0001161	Prbn.g_01688	Syal.g_01104
OG0001162	Prbn.g_00134	Syal.g_01577
OG0001163	Prbn.g_01736	Syal.g_00573
OG0001164	Prbn.g_01740	Syal.g_00579
OG0001165	Prbn.g_01743	Syal.g_00584
OG0001166	Prbn.g_01764	Syal.g_00613
OG0001167	Prbn.g_01782	Syal.g_00638
OG0001168	Prbn.g_01784	Syal.g_00640
OG0001169	Prbn.g_01786	Syal.g_00642
OG0001170	Prbn.g_01788	Syal.g_00644
OG0001172	Prbn.g_01814	Syal.g_00198
OG0001173	Prbn.g_01815	Syal.g_00199
OG0001174	Prbn.g_01823	Syal.g_00207
OG0001175	Prbn.g_01824	Syal.g_00208
OG0001176	Prbn.g_01832	Syal.g_00226
OG0001177	Prbn.g_01834	Syal.g_00224
OG0001178	Prbn.g_01750	Syal.g_00592
OG0001179	Prbn.g_01864	Syal.g_00256
OG0001180	Prbn.g_01887	Syal.g_00282
OG0001182	Prbn.g_01899	Syal.g_00295
OG0001183	Prbn.g_01904	Syal.g_00302
OG0001184	Prbn.g_01017	Syal.g_01359
OG0001185	Prbn.g_01001	Syal.g_01453
OG0001186	Prbn.g_00977	Syal.g_00179
OG0001187	Prbn.g_00974	Syal.g_00175
OG0001188	Prbn.g_00972	Syal.g_00172
OG0001189	Prbn.g_00956	Syal.g_00152
OG0001190	Prbn.g_00951	Syal.g_01067
OG0001191	Prbn.g_00941	Syal.g_01083
OG0001192	Prbn.g_00936	Syal.g_01090
OG0001193	Prbn.g_00924	Syal.g_01128
OG0001194	Prbn.g_00923	Syal.g_01130
OG0001195	Prbn.g_00922	Syal.g_01131
OG0001196	Prbn.g_00906	Syal.g_00078
OG0001198	Prbn.g_00297	Syal.g_00093
OG0001199	Prbn.g_00703	Syal.g_00757
OG0001201	Prbn.g_01311	Syal.g_00821
OG0001202	Prbn.g_00354	Syal.g_00956
OG0001203	Prbn.g_00312	Syal.g_00683
OG0001204	Prbn.g_00306	Syal.g_01201
OG0001205	Prbn.g_00668	Syal.g_00515
OG0001206	Prbn.g_00648	Syal.g_00490
OG0001207	Prbn.g_00637	Syal.g_02889
OG0001208	Prbn.g_00632	Syal.g_02899
OG0001209	Prbn.g_00581	Syal.g_02835
OG0001210	Prbn.g_00576	Syal.g_02827
OG0001211	Prbn.g_00566	Syal.g_02811
OG0001212	Prbn.g_00519	Syal.g_02754
OG0001213	Prbn.g_00484	Syal.g_02701
OG0001214	Prbn.g_00428	Syal.g_02634
OG0001215	Prbn.g_01573	Syal.g_01786
OG0001216	Prbn.g_01552	Syal.g_01861
OG0001217	Prbn.g_01023	Syal.g_02067
OG0001218	Prbn.g_01126	Syal.g_00429
OG0001219	Prbn.g_01447	Syal.g_02036
OG0001220	Prbn.g_01490	Syal.g_02494
OG0001221	Prbn.g_01610	Syal.g_02258
OG0001222	Prbn.g_01368	Syal.g_02006
OG0001223	Prbn.g_01400	Syal.g_01960
OG0001224	Prbn.g_01467	Syal.g_01827
OG0001225	Prbn.g_01469	Syal.g_01825
OG0001226	Prbn.g_00476	Syal.g_00767
OG0001227	Prbn.g_01141	Syal.g_01575
OG0001228	Prbn.g_00412	Syal.g_02451
OG0001229	Prbn.g_01127	Syal.g_01801
OG0001230	Prbn.g_00205	Syal.g_00029
OG0001231	Prbn.g_00691	Syal.g_00114
OG0001233	Prbn.g_01789	Syal.g_00645
OG0001234	Prbn.g_01826	Syal.g_00212
OG0001236	Prbn.g_01919	Syal.g_01352
OG0001237	Prbn.g_01016	Syal.g_01362
OG0001238	Prbn.g_00940	Syal.g_01085
OG0001239	Prbn.g_00706	Syal.g_00754
OG0001240	Prbn.g_01328	Syal.g_00804
OG0001241	Prbn.g_01318	Syal.g_00814
OG0001242	Prbn.g_01298	Syal.g_00844
OG0001243	Prbn.g_01291	Syal.g_00852
OG0001244	Prbn.g_01276	Syal.g_00882
OG0001245	Prbn.g_01150	Syal.g_02522
OG0001247	Prbn.g_01580	Syal.g_01126
OG0001248	Prbn.g_01578	Syal.g_01778
OG0001249	Prbn.g_00102	Syal.g_00337
OG0001250	Prbn.g_01503	Syal.g_02469
OG0001251	Prbn.g_01929	Syal.g_02576
OG0001252	Prbn.g_01462	Syal.g_01834
OG0001253	Prbn.g_00473	Syal.g_02521
OG0001254	Prbn.g_01652	Syal.g_02507
OG0001255	Prbn.g_01171	Syal.g_02609
OG0001256	Prbn.g_00893	Syal.g_00571
OG0001258	Prbn.g_01741	Syal.g_00582
OG0001259	Prbn.g_01787	Syal.g_00643
OG0001260	Prbn.g_01804	Syal.g_00665
OG0001261	Prbn.g_01872	Syal.g_00265
OG0001263	Prbn.g_01289	Syal.g_00856
OG0001265	Prbn.g_01299	Syal.g_00842
OG0001266	Prbn.g_00350	Syal.g_00960
OG0001267	Prbn.g_00047	Syal.g_01263
OG0001268	Prbn.g_00110	Syal.g_00353
OG0001269	Prbn.g_01491	Syal.g_02116, Syal.g_02567
OG0001270	Prbn.g_00679	Syal.g_00528
OG0001271	Prbn.g_00642	Syal.g_00466
OG0001272	Prbn.g_00628	Syal.g_02903
OG0001273	Prbn.g_00422	Syal.g_02641
OG0001274	Prbn.g_00326	Syal.g_01007
OG0001275	Prbn.g_01390	Syal.g_01932
OG0001276	Prbn.g_01376	Syal.g_01914
OG0001277	Prbn.g_00918	Syal.g_02963
OG0001278	Prbn.g_00416	Syal.g_01766
OG0001279	Prbn.g_00810	Syal.g_02565
OG0001280	Prbn.g_01085	Syal.g_01604
OG0001281	Prbn.g_01079	Syal.g_01592
OG0001282	Prbn.g_01241	Syal.g_02887
OG0001283	Prbn.g_00909	Syal.g_01179
OG0001284	Prbn.g_00287	Syal.g_03007
OG0001285	Prbn.g_01772	Syal.g_00625
OG0001286	Prbn.g_01885	Syal.g_00280
OG0001287	Prbn.g_00994	Syal.g_01461
OG0001288	Prbn.g_00984	Syal.g_01513
OG0001289	Prbn.g_01334	Syal.g_00781
OG0001290	Prbn.g_01319	Syal.g_00813
OG0001291	Prbn.g_01281	Syal.g_00866
OG0001292	Prbn.g_00014	Syal.g_01206
OG0001293	Prbn.g_00027	Syal.g_01236
OG0001295	Prbn.g_00146	Syal.g_01828
OG0001296	Prbn.g_00605	Syal.g_02933
OG0001298	Prbn.g_00539	Syal.g_02777
OG0001299	Prbn.g_00842	Syal.g_02200
OG0001300	Prbn.g_01569	Syal.g_01795
OG0001301	Prbn.g_01564	Syal.g_01941, Syal.g_01810
OG0001302	Prbn.g_01451	Syal.g_02607
OG0001303	Prbn.g_01707	Syal.g_02033
OG0001304	Prbn.g_01363	Syal.g_01899
OG0001305	Prbn.g_01475	Syal.g_01817
OG0001306	Prbn.g_01174	Syal.g_01626
OG0001307	Prbn.g_01215	Syal.g_02195
OG0001308	Prbn.g_00222	Syal.g_00392
OG0001309	Prbn.g_00865	Syal.g_02943
OG0001310	Prbn.g_01758	Syal.g_00605
OG0001311	Prbn.g_01374	Syal.g_01912
OG0001312	Prbn.g_01438	Syal.g_02024
OG0001315	Prbn.g_01136	Syal.g_00300
OG0001316	Prbn.g_01277	Syal.g_00872
OG0001317	Prbn.g_00316	Syal.g_00687
OG0001318	Prbn.g_00023	Syal.g_01228
OG0001319	Prbn.g_00040	Syal.g_01252
OG0001321	Prbn.g_00662	Syal.g_00508
OG0001322	Prbn.g_00661	Syal.g_00507
OG0001323	Prbn.g_00595	Syal.g_02946
OG0001324	Prbn.g_01568	Syal.g_01796
OG0001325	Prbn.g_00859	Syal.g_01865
OG0001327	Prbn.g_01633	Syal.g_02296
OG0001328	Prbn.g_01103	Syal.g_02266
OG0001329	Prbn.g_01704	Syal.g_01188
OG0001330	Prbn.g_00876	Syal.g_01611
OG0001332	Prbn.g_00258	Syal.g_02965
OG0001333	Prbn.g_01783	Syal.g_00639
OG0001334	Prbn.g_01907	Syal.g_00311
OG0001335	Prbn.g_01908	Syal.g_00312
OG0001337	Prbn.g_00097	Syal.g_00308, Syal.g_00327
OG0001338	Prbn.g_00100	Syal.g_02003, Syal.g_00330
OG0001339	Prbn.g_01316	Syal.g_00816
OG0001340	Prbn.g_00098	Syal.g_00328
OG0001341	Prbn.g_01134	Syal.g_02538
OG0001343	Prbn.g_01932	Syal.g_01190
OG0001344	Prbn.g_01193	Syal.g_01658
OG0001345	Prbn.g_01209	Syal.g_01694
OG0001346	Prbn.g_01083	Syal.g_01600
OG0001348	Prbn.g_00148	Syal.g_01849
OG0001351	Prbn.g_00656	Syal.g_00501
OG0001353	Prbn.g_01513	Syal.g_02457
OG0001354	Prbn.g_01408	Syal.g_01973
OG0001357	Prbn.g_01110	Syal.g_00433, Syal.g_02584
OG0001359	Prbn.g_01931	Syal.g_01189
OG0001362	Prbn.g_00226	Syal.g_00397
OG0001363	Prbn.g_00228	Syal.g_00399
OG0001364	Prbn.g_01910	Syal.g_01342
OG0001365	Prbn.g_00947	Syal.g_01072
OG0001368	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775	Syal.g_01200
OG0001369	Prbn.g_01329	Syal.g_00803
OG0001375	Prbn.g_01933	Syal.g_01191
OG0001379	Prbn.g_01090	Syal.g_01609
OG0001382	Prbn.g_01121	Syal.g_00220
OG0001394	Prbn.g_01606	Syal.g_02250
OG0001397	Prbn.g_00227	Syal.g_00398
OG0001398	Prbn.g_01637	Syal.g_00774
OG0001401	Prbn.g_01508	Syal.g_02463
OG0001402	Prbn.g_00490	Syal.g_02711
OG0001404	Prbn.g_00709	Syal.g_00750
OG0001407	Prbn.g_01117	Syal.g_01774
OG0001409	Prbn.g_01197	Syal.g_01671
OG0001410	Prbn.g_01214	Syal.g_02194
OG0001411	Prbn.g_00716	Syal.g_01399
OG0001419	Prbn.g_01118	Syal.g_01775
OG0001423	Prbn.g_00787	Syal.g_00726
OG0001425	Prbn.g_00937	Syal.g_01089
OG0001428	Prbn.g_00382	Syal.g_00915
OG0001430	Prbn.g_01125	Syal.g_01055
OG0001433	Prbn.g_01732	Syal.g_02212
OG0001434	Prbn.g_01601	Syal.g_02245
OG0001435	Prbn.g_01625	Syal.g_02290
OG0001443	Prbn.g_01128	Syal.g_01101
OG0001448	Prbn.g_00658	Syal.g_02552
OG0001460	Prbn.g_01731	Syal.g_02211
OG0001461	Prbn.g_00725	Syal.g_02091
OG0001476	Prbn.g_01196	Syal.g_01667
OG0001477	Prbn.g_00833	Syal.g_01807
OG0001481	Prbn.g_01104	Syal.g_00504
OG0001486	Prbn.g_01187	Syal.g_01651
OG0001488	Prbn.g_01202	Syal.g_01677
OG0001489	Prbn.g_01896	Syal.g_00291
OG0001496	Prbn.g_00831	Syal.g_01804
OG0001497	Prbn.g_00832	Syal.g_01806
OG0001498	Prbn.g_00695	Syal.g_00554
OG0001505	Prbn.g_01056	Syal.g_01370, Syal.g_01371
OG0001510	Prbn.g_00990	Syal.g_01489
OG0001511	Prbn.g_01307	Syal.g_00829
OG0001512	Prbn.g_01132	Syal.g_00682
OG0001513	Prbn.g_01677	Syal.g_00298
OG0001514	Prbn.g_00830	Syal.g_01803
OG0001515	Prbn.g_01571	Syal.g_01791
OG0001516	Prbn.g_00839	Syal.g_02197
OG0001517	Prbn.g_00106	Syal.g_00348
OG0001518	Prbn.g_00938	Syal.g_02309, Syal.g_01087
OG0001519	Prbn.g_00933	Syal.g_01103
OG0001525	Prbn.g_01710	Syal.g_02585
OG0001527	Prbn.g_00553	Syal.g_02796
OG0001529	Prbn.g_00741	Syal.g_00145
OG0001530	Prbn.g_01308	Syal.g_00827
OG0001531	Prbn.g_00311	Syal.g_00681
OG0001532	Prbn.g_00393	Syal.g_01710
OG0001534	Prbn.g_01362	Syal.g_01898
OG0001535	Prbn.g_01378	Syal.g_01917
OG0001536	Prbn.g_01422	Syal.g_01996
OG0001537	Prbn.g_01609	Syal.g_02257
OG0001538	Prbn.g_01541	Syal.g_01870
OG0001539	Prbn.g_01631	Syal.g_02294
OG0001540	Prbn.g_01287	Syal.g_00858
OG0001541	Prbn.g_00374	Syal.g_00924
OG0001542	Prbn.g_00368	Syal.g_00935
OG0001543	Prbn.g_01098	Syal.g_00988
OG0001544	Prbn.g_00934	Syal.g_01102
OG0001545	Prbn.g_00919	Syal.g_01170
OG0001557	Prbn.g_01605	Syal.g_02249
OG0001559	Prbn.g_01309	Syal.g_00826
OG0001560	Prbn.g_01320	Syal.g_00812
OG0001561	Prbn.g_01372	Syal.g_01910
OG0001562	Prbn.g_01385	Syal.g_01926
OG0001563	Prbn.g_01880	Syal.g_00274
OG0001565	Prbn.g_00784	Syal.g_02600
OG0001572	Prbn.g_00811	Syal.g_03017
OG0001574	Prbn.g_00555	Syal.g_02798
OG0001575	Prbn.g_00550	Syal.g_02793
OG0001576	Prbn.g_01070	Syal.g_01582
OG0001577	Prbn.g_01184	Syal.g_01648
OG0001579	Prbn.g_00095	Syal.g_00318
OG0001580	Prbn.g_00734	Syal.g_01052
OG0001589	Prbn.g_01791	Syal.g_00647
OG0001591	Prbn.g_01592	Syal.g_02209
OG0001592	Prbn.g_00735	Syal.g_01053
OG0001614	Prbn.g_01002	Syal.g_01451
OG0001616	Prbn.g_00385	Syal.g_01699
OG0001617	Prbn.g_01567	Syal.g_01800
OG0001619	Prbn.g_01429	Syal.g_02009
OG0001620	Prbn.g_00114	Syal.g_00360
OG0001621	Prbn.g_00019	Syal.g_01224
OG0001622	Prbn.g_00910	Syal.g_01178
OG0001636	Prbn.g_00747	Syal.g_00137
OG0001638	Prbn.g_01756	Syal.g_00599
OG0001639	Prbn.g_00261	Syal.g_02968
OG0001640	Prbn.g_01459	Syal.g_01839
OG0001641	Prbn.g_01397	Syal.g_01955
OG0001643	Prbn.g_00431	Syal.g_02631
OG0001644	Prbn.g_01951	Syal.g_02426
OG0001654	Prbn.g_00259	Syal.g_02966
OG0001656	Prbn.g_00094	Syal.g_00317
OG0001657	Prbn.g_01258	Syal.g_00897
OG0001658	Prbn.g_00739	Syal.g_01066
OG0001659	Prbn.g_00143	Syal.g_01706
OG0001676	Prbn.g_00096	Syal.g_00320
OG0001678	Prbn.g_01813	Syal.g_00197
OG0001679	Prbn.g_00101	Syal.g_00794, Syal.g_02034
OG0001693	Prbn.g_01689	Syal.g_01822
OG0001717	Prbn.g_00826	Syal.g_00910
OG0001722	Prbn.g_01926	Syal.g_00730
OG0001733	Prbn.g_01729	Syal.g_02213
OG0001770	Prbn.g_01660	Syal.g_02501
OG0001807	Prbn.g_00723	Syal.g_01337
OG0001965	Prbn.g_01679	Syal.g_02842
OG0002003	Prbn.g_01031	Syal.g_01790
OG0002019	Prbn.g_00140	Syal.g_01425
OG0002098	Prbn.g_01223	Syal.g_01386
OG0002122	Prbn.g_01032	Syal.g_01789
OG0002177	Prbn.g_00479	Syal.g_02864
OG0002246	Prbn.g_01693	Syal.g_00542
OG0002340	Prbn.g_00344	Syal.g_00973
OG0002433	Prbn.g_00124	Syal.g_00969
OG0002518	Prbn.g_00460	Syal.g_02172, Syal.g_00737
