Orthogroup	Prbn	Syap
OG0001299	Prbn.g_00842	Syap.g_01959
OG0001303	Prbn.g_01707	Syap.g_02795
OG0001304	Prbn.g_01363	Syap.g_00536
OG0001305	Prbn.g_01475	Syap.g_01562
OG0001306	Prbn.g_01174	Syap.g_00245
OG0001307	Prbn.g_01215	Syap.g_00403
OG0001308	Prbn.g_00222	Syap.g_02751, Syap.g_02750
OG0001310	Prbn.g_01758	Syap.g_01774
OG0001311	Prbn.g_01374	Syap.g_01871
OG0001312	Prbn.g_01438	Syap.g_01735
OG0001314	Prbn.g_00777	Syap.g_00330, Syap.g_00391
OG0001315	Prbn.g_01136	Syap.g_00596
OG0001318	Prbn.g_00023	Syap.g_01596, Syap.g_01597
OG0001319	Prbn.g_00040	Syap.g_02338
OG0001323	Prbn.g_00595	Syap.g_00757
OG0001332	Prbn.g_00258	Syap.g_01548
OG0001333	Prbn.g_01783	Syap.g_01373
OG0001337	Prbn.g_00097	Syap.g_00576
OG0001345	Prbn.g_01209	Syap.g_01877, Syap.g_02776
OG0001346	Prbn.g_01083	Syap.g_01484
OG0001348	Prbn.g_00148	Syap.g_00938
OG0001351	Prbn.g_00656	Syap.g_01996
OG0001353	Prbn.g_01513	Syap.g_01849
OG0001364	Prbn.g_01910	Syap.g_01052
OG0001365	Prbn.g_00947	Syap.g_00138
OG0001368	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775	Syap.g_01576
OG0001371	Prbn.g_01585	Syap.g_02544, Syap.g_02545
OG0001379	Prbn.g_01090	Syap.g_01474
OG0001382	Prbn.g_01121	Syap.g_00677
OG0001394	Prbn.g_01606	Syap.g_00159
OG0001398	Prbn.g_01637	Syap.g_02356
OG0001401	Prbn.g_01508	Syap.g_01844
OG0001411	Prbn.g_00716	Syap.g_00853
OG0001415	Prbn.g_00319	Syap.g_00447, Syap.g_00446
OG0001418	Prbn.g_01579	Syap.g_00221
OG0001422	Prbn.g_01114	Syap.g_01682
OG0001425	Prbn.g_00937	Syap.g_01024
OG0001428	Prbn.g_00382	Syap.g_01196
OG0001433	Prbn.g_01732	Syap.g_00790
OG0001434	Prbn.g_01601	Syap.g_00167
OG0001435	Prbn.g_01625	Syap.g_01259
OG0001437	Prbn.g_00320	Syap.g_00448
OG0001443	Prbn.g_01128	Syap.g_01006
OG0001460	Prbn.g_01731	Syap.g_00789
OG0001461	Prbn.g_00725	Syap.g_02707
OG0001487	Prbn.g_00252	Syap.g_00699
OG0001488	Prbn.g_01202	Syap.g_00209
OG0001489	Prbn.g_01896	Syap.g_00603
OG0001498	Prbn.g_00695	Syap.g_02044, Syap.g_02043
OG0001510	Prbn.g_00990	Syap.g_01117
OG0001511	Prbn.g_01307	Syap.g_02629, Syap.g_02676
OG0001512	Prbn.g_01132	Syap.g_01151, Syap.g_01152
OG0001515	Prbn.g_01571	Syap.g_00906
OG0001516	Prbn.g_00839	Syap.g_01964
OG0001517	Prbn.g_00106	Syap.g_00568
OG0001518	Prbn.g_00938	Syap.g_01026
OG0001519	Prbn.g_00933	Syap.g_02079
OG0001527	Prbn.g_00553	Syap.g_00287, Syap.g_00292
OG0001529	Prbn.g_00741	Syap.g_01809
OG0001530	Prbn.g_01308	Syap.g_02627
OG0001531	Prbn.g_00311	Syap.g_01150
OG0001534	Prbn.g_01362	Syap.g_00534
OG0001535	Prbn.g_01378	Syap.g_01875
OG0001536	Prbn.g_01422	Syap.g_02018
OG0001537	Prbn.g_01609	Syap.g_00153
OG0001538	Prbn.g_01541	Syap.g_00199
OG0001539	Prbn.g_01631	Syap.g_02370
OG0001540	Prbn.g_01287	Syap.g_02214
OG0001541	Prbn.g_00374	Syap.g_01187
OG0001542	Prbn.g_00368	Syap.g_01177
OG0001543	Prbn.g_01098	Syap.g_01417, Syap.g_01416
OG0001557	Prbn.g_01605	Syap.g_00162
OG0001562	Prbn.g_01385	Syap.g_02700
OG0001563	Prbn.g_01880	Syap.g_00473
OG0001564	Prbn.g_00722	Syap.g_00876
OG0001574	Prbn.g_00555	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Prbn.g_01184	Syap.g_00232
OG0001580	Prbn.g_00734	Syap.g_01340, Syap.g_01341
OG0001584	Prbn.g_00852	Syap.g_00183
OG0001587	Prbn.g_01806	Syap.g_02669
OG0001592	Prbn.g_00735	Syap.g_01342
OG0001614	Prbn.g_01002	Syap.g_01101
OG0001616	Prbn.g_00385	Syap.g_01884
OG0001619	Prbn.g_01429	Syap.g_01752
OG0001620	Prbn.g_00114	Syap.g_00557
OG0001621	Prbn.g_00019	Syap.g_01592
OG0001622	Prbn.g_00910	Syap.g_02601
OG0001636	Prbn.g_00747	Syap.g_01797
OG0001638	Prbn.g_01756	Syap.g_01778
OG0001639	Prbn.g_00261	Syap.g_00751
OG0001641	Prbn.g_01397	Syap.g_02685
OG0001642	Prbn.g_01492	Syap.g_00530
OG0001643	Prbn.g_00431	Syap.g_00902
OG0001644	Prbn.g_01951	Syap.g_00346
OG0001654	Prbn.g_00259	Syap.g_00753
OG0001657	Prbn.g_01258	Syap.g_02175
OG0001658	Prbn.g_00739	Syap.g_00131
OG0001659	Prbn.g_00143	Syap.g_01892
OG0001678	Prbn.g_01813	Syap.g_02678
OG0001679	Prbn.g_00101	Syap.g_02521
OG0001717	Prbn.g_00826	Syap.g_01200
OG0001733	Prbn.g_01729	Syap.g_00794
OG0001769	Prbn.g_01137	Syap.g_00643
OG0001771	Prbn.g_01672	Syap.g_00329
OG0001842	Prbn.g_01037	Syap.g_00147, Syap.g_00146
OG0001930	Prbn.g_01036	Syap.g_00148
OG0001931	Prbn.g_01035	Syap.g_00149
OG0001956	Prbn.g_01485	Syap.g_01978
OG0001977	Prbn.g_00928	Syap.g_02094
OG0002019	Prbn.g_00140	Syap.g_01103
OG0002098	Prbn.g_01223	Syap.g_02161
OG0002122	Prbn.g_01032	Syap.g_01294
OG0002389	Prbn.g_01900	Syap.g_00600
OG0002588	Prbn.g_00191	Syap.g_02162
OG0002888	Prbn.g_00182	Syap.g_00862
