Orthogroup	Praa	Syan
OG0001190	Praa.g_01878	Syan.g_01565
OG0001191	Praa.g_01888	Syan.g_01578
OG0001192	Praa.g_01892	Syan.g_01585
OG0001193	Praa.g_01902	Syan.g_01626
OG0001194	Praa.g_01903	Syan.g_01627
OG0001195	Praa.g_01904	Syan.g_01628
OG0001196	Praa.g_01917	Syan.g_01693
OG0001197	Praa.g_01918	Syan.g_01695
OG0001198	Praa.g_01925	Syan.g_01793
OG0001199	Praa.g_00074	Syan.g_02913
OG0001200	Praa.g_00076	Syan.g_02915
OG0001201	Praa.g_00108	Syan.g_02975
OG0001202	Praa.g_00199	Syan.g_03084
OG0001203	Praa.g_00238	Syan.g_02426
OG0001204	Praa.g_00243	Syan.g_02097
OG0001205	Praa.g_00444	Syan.g_01337
OG0001206	Praa.g_00462	Syan.g_02880
OG0001207	Praa.g_00477	Syan.g_02772
OG0001208	Praa.g_00482	Syan.g_02762
OG0001209	Praa.g_00535	Syan.g_01163
OG0001210	Praa.g_00540	Syan.g_00830
OG0001211	Praa.g_00551	Syan.g_00852
OG0001212	Praa.g_00596	Syan.g_01002
OG0001213	Praa.g_00629	Syan.g_01141
OG0001214	Praa.g_00637	Syan.g_00814
OG0001215	Praa.g_00690	Syan.g_00539
OG0001216	Praa.g_00713	Syan.g_00319
OG0001217	Praa.g_00751	Syan.g_00617
OG0001218	Praa.g_00758	Syan.g_02837
OG0001219	Praa.g_00791	Syan.g_00477
OG0001220	Praa.g_00856	Syan.g_00203
OG0001221	Praa.g_00918	Syan.g_01446
OG0001222	Praa.g_00956	Syan.g_00552
OG0001223	Praa.g_00982	Syan.g_00599
OG0001224	Praa.g_01035	Syan.g_00294
OG0001225	Praa.g_01037	Syan.g_00292
OG0001226	Praa.g_01064	Syan.g_02922
OG0001227	Praa.g_01083	Syan.g_00940
OG0001228	Praa.g_01204	Syan.g_01938
OG0001229	Praa.g_01364	Syan.g_02631
OG0001230	Praa.g_01468	Syan.g_01288
OG0001231	Praa.g_01574	Syan.g_01764
OG0001232	Praa.g_01658	Syan.g_01439
OG0001233	Praa.g_01679	Syan.g_01461
OG0001234	Praa.g_01714	Syan.g_01995
OG0001235	Praa.g_01724	Syan.g_02130
OG0001236	Praa.g_01810	Syan.g_01933
OG0001237	Praa.g_01814	Syan.g_01928
OG0001239	Praa.g_00071	Syan.g_02910
OG0001240	Praa.g_00093	Syan.g_02963
OG0001242	Praa.g_00119	Syan.g_02297
OG0001243	Praa.g_00125	Syan.g_02289
OG0001244	Praa.g_00141	Syan.g_03004
OG0001245	Praa.g_00379	Syan.g_00179
OG0001246	Praa.g_00504	Syan.g_02734
OG0001247	Praa.g_00683	Syan.g_00199
OG0001249	Praa.g_00780	Syan.g_02150
OG0001250	Praa.g_00845	Syan.g_00382
OG0001251	Praa.g_00893	Syan.g_00490
OG0001252	Praa.g_01030	Syan.g_00304
OG0001253	Praa.g_01084	Syan.g_00099
OG0001254	Praa.g_01129	Syan.g_01148
OG0001256	Praa.g_01567	Syan.g_01384
OG0001258	Praa.g_01632	Syan.g_01395
OG0001259	Praa.g_01677	Syan.g_01459
OG0001260	Praa.g_01694	Syan.g_01478
OG0001261	Praa.g_01767	Syan.g_02209
OG0001262	Praa.g_01872	Syan.g_01721
OG0001264	Praa.g_00038, Praa.g_01221	Syan.g_02949
OG0001265	Praa.g_00118	Syan.g_02299
OG0001266	Praa.g_00203	Syan.g_03088
OG0001267	Praa.g_00280	Syan.g_02023
OG0001268	Praa.g_00339	Syan.g_02138
OG0001270	Praa.g_00434	Syan.g_02393
OG0001271	Praa.g_00472	Syan.g_02849
OG0001272	Praa.g_00486	Syan.g_02758
OG0001274	Praa.g_00703	Syan.g_01528
OG0001275	Praa.g_00992	Syan.g_00628
OG0001276	Praa.g_01014	Syan.g_00360
OG0001277	Praa.g_01072	Syan.g_00007
OG0001278	Praa.g_01209	Syan.g_02585
OG0001279	Praa.g_01257	Syan.g_01306
OG0001281	Praa.g_01323	Syan.g_01220
OG0001282	Praa.g_01367	Syan.g_02774
OG0001283	Praa.g_01386	Syan.g_01687
OG0001284	Praa.g_01547	Syan.g_01369
OG0001285	Praa.g_01661	Syan.g_00977
OG0001286	Praa.g_01779	Syan.g_02193
OG0001287	Praa.g_01834	Syan.g_01894
OG0001289	Praa.g_00087	Syan.g_02942
OG0001291	Praa.g_00135	Syan.g_02273
OG0001292	Praa.g_00248	Syan.g_02091
OG0001293	Praa.g_00261	Syan.g_02051
OG0001294	Praa.g_00377	Syan.g_00758
OG0001295	Praa.g_00467	Syan.g_00836
OG0001296	Praa.g_00509	Syan.g_02728
OG0001297	Praa.g_00514	Syan.g_02724
OG0001298	Praa.g_00577	Syan.g_00944
OG0001299	Praa.g_00666	Syan.g_00764
OG0001303	Praa.g_00996	Syan.g_00479
OG0001304	Praa.g_01024	Syan.g_00345
OG0001305	Praa.g_01043	Syan.g_00191
OG0001306	Praa.g_01146	Syan.g_02714
OG0001308	Praa.g_01486	Syan.g_01248
OG0001309	Praa.g_01571	Syan.g_01196
OG0001310	Praa.g_01647	Syan.g_01422
OG0001315	Praa.g_00062	Syan.g_02168
OG0001317	Praa.g_00234	Syan.g_02422
OG0001318	Praa.g_00256	Syan.g_02060
OG0001319	Praa.g_00272	Syan.g_02034
OG0001323	Praa.g_00519	Syan.g_01193
OG0001325	Praa.g_00716	Syan.g_00323
OG0001326	Praa.g_00881	Syan.g_01636
OG0001327	Praa.g_01055	Syan.g_00753
OG0001328	Praa.g_01082	Syan.g_02675
OG0001329	Praa.g_01123	Syan.g_00838
OG0001330	Praa.g_01289	Syan.g_01202
OG0001331	Praa.g_01372	Syan.g_02779
OG0001332	Praa.g_01519	Syan.g_00412
OG0001333	Praa.g_01673	Syan.g_01455
OG0001336	Praa.g_01914	Syan.g_01688
OG0001341	Praa.g_00749	Syan.g_00524
OG0001345	Praa.g_01178	Syan.g_02655
OG0001346	Praa.g_01319	Syan.g_01214
OG0001349	Praa.g_01624, Praa.g_01794	Syan.g_01131
OG0001351	Praa.g_00453	Syan.g_02804
OG0001353	Praa.g_00836	Syan.g_00372
OG0001354	Praa.g_00974	Syan.g_00585
OG0001358	Praa.g_00620	Syan.g_00017
OG0001360	Praa.g_01085	Syan.g_02653
OG0001361	Praa.g_01175	Syan.g_02658
OG0001364	Praa.g_01803	Syan.g_01950
OG0001365	Praa.g_01882	Syan.g_01570
OG0001369	Praa.g_00092	Syan.g_02962
OG0001371	Praa.g_00679	Syan.g_02927, Syan.g_02928
OG0001373	Praa.g_00880	Syan.g_01635
OG0001374	Praa.g_00888	Syan.g_01644
OG0001376	Praa.g_01049	Syan.g_00511
OG0001377	Praa.g_01050	Syan.g_00510
OG0001378	Praa.g_01094	Syan.g_02392
OG0001379	Praa.g_01312	Syan.g_01206
OG0001380	Praa.g_01354	Syan.g_00442
OG0001382	Praa.g_01587	Syan.g_00680
OG0001385	Praa.g_00877	Syan.g_01632
OG0001386	Praa.g_00878	Syan.g_01633
OG0001387	Praa.g_00879	Syan.g_01634
OG0001388	Praa.g_00882	Syan.g_01637
OG0001389	Praa.g_00883	Syan.g_01639
OG0001390	Praa.g_00884	Syan.g_01640
OG0001391	Praa.g_00885	Syan.g_01641
OG0001392	Praa.g_00886	Syan.g_01642
OG0001393	Praa.g_00887	Syan.g_01643
OG0001394	Praa.g_00922	Syan.g_00722
OG0001395	Praa.g_01026	Syan.g_00340
OG0001396	Praa.g_01430	Syan.g_01851
OG0001398	Praa.g_01601	Syan.g_02932
OG0001399	Praa.g_01716	Syan.g_02175
OG0001403	Praa.g_00030	Syan.g_01744
OG0001404	Praa.g_00068	Syan.g_00343
OG0001406	Praa.g_01048	Syan.g_00512
OG0001407	Praa.g_01062	Syan.g_00455
OG0001408	Praa.g_01067	Syan.g_00073
OG0001409	Praa.g_01166	Syan.g_00284
OG0001411	Praa.g_01397	Syan.g_01125
OG0001415	Praa.g_00231	Syan.g_01004
OG0001416	Praa.g_00458	Syan.g_00103
OG0001417	Praa.g_00469	Syan.g_00583
OG0001418	Praa.g_00684	Syan.g_02689
OG0001419	Praa.g_01063	Syan.g_00454
OG0001420	Praa.g_01103	Syan.g_01180
OG0001422	Praa.g_01593	Syan.g_00645
OG0001428	Praa.g_00172	Syan.g_03039
OG0001429	Praa.g_00792	Syan.g_00480
OG0001432	Praa.g_01560	Syan.g_00092
OG0001437	Praa.g_00230	Syan.g_01005
OG0001438	Praa.g_00293	Syan.g_02009
OG0001439	Praa.g_00307	Syan.g_01986
OG0001441	Praa.g_00521	Syan.g_01191
OG0001442	Praa.g_00741	Syan.g_00709
OG0001447	Praa.g_00126	Syan.g_02288
OG0001449	Praa.g_00393	Syan.g_02058
OG0001452	Praa.g_00894	Syan.g_02066
OG0001453	Praa.g_00986	Syan.g_00608
OG0001454	Praa.g_01078	Syan.g_00418
OG0001456	Praa.g_01137	Syan.g_01646
OG0001457	Praa.g_01138	Syan.g_01647
OG0001458	Praa.g_01139	Syan.g_01648
OG0001459	Praa.g_01273	Syan.g_02343
OG0001462	Praa.g_00034	Syan.g_01737
OG0001467	Praa.g_00781	Syan.g_00107
OG0001471	Praa.g_01563	Syan.g_01991
OG0001473	Praa.g_01851	Syan.g_00133
OG0001479	Praa.g_00337	Syan.g_02140
OG0001480	Praa.g_00368	Syan.g_00072
OG0001492	Praa.g_01206	Syan.g_02588
OG0001493	Praa.g_01214	Syan.g_02578
OG0001495	Praa.g_01721	Syan.g_02257
OG0001502	Praa.g_00772	Syan.g_00401
OG0001504	Praa.g_01274	Syan.g_02344
OG0001507	Praa.g_01619	Syan.g_02695
OG0001520	Praa.g_00388	Syan.g_00943
OG0001522	Praa.g_00837	Syan.g_00464
OG0001525	Praa.g_01579	Syan.g_00831
OG0001546	Praa.g_00524	Syan.g_01188
OG0001547	Praa.g_00774	Syan.g_00462
OG0001549	Praa.g_00863	Syan.g_00077
OG0001553	Praa.g_01473	Syan.g_01282
OG0001554	Praa.g_01569	Syan.g_00282
OG0001566	Praa.g_00676	Syan.g_01072
OG0001567	Praa.g_00773	Syan.g_00461
OG0001568	Praa.g_00775	Syan.g_00463
OG0001570	Praa.g_01106	Syan.g_00636
OG0001584	Praa.g_00937	Syan.g_00701
OG0001587	Praa.g_01696	Syan.g_01482
OG0001625	Praa.g_00258	Syan.g_02057
OG0001627	Praa.g_00755	Syan.g_02410
OG0001647	Praa.g_00273	Syan.g_02032
OG0001666	Praa.g_01272	Syan.g_02339
OG0001774	Praa.g_00677	Syan.g_02509
OG0001919	Praa.g_00390	Syan.g_00078
OG0002029	Praa.g_01271	Syan.g_02340
OG0002097	Praa.g_01405	Syan.g_01105
OG0002364	Praa.g_00793	Syan.g_00481
OG0002416	Praa.g_01219	Syan.g_00137
OG0003157	Praa.g_00424	Syan.g_02084
