Orthogroup	Praa	Syaj
OG0001128	Praa.g_01031	Syaj.g_00417
OG0001129	Praa.g_01032	Syaj.g_00419
OG0001130	Praa.g_01033	Syaj.g_00420
OG0001131	Praa.g_01070	Syaj.g_01070
OG0001132	Praa.g_01080	Syaj.g_01166
OG0001133	Praa.g_01115	Syaj.g_01302
OG0001134	Praa.g_01127	Syaj.g_00645
OG0001136	Praa.g_01157	Syaj.g_00300
OG0001137	Praa.g_01167	Syaj.g_00318
OG0001138	Praa.g_01185	Syaj.g_00620
OG0001139	Praa.g_01186	Syaj.g_00618
OG0001140	Praa.g_01187	Syaj.g_00617
OG0001141	Praa.g_01188	Syaj.g_00616
OG0001142	Praa.g_01189	Syaj.g_00615
OG0001143	Praa.g_01196	Syaj.g_00602
OG0001144	Praa.g_01201	Syaj.g_00588
OG0001145	Praa.g_01310	Syaj.g_00276
OG0001146	Praa.g_01322	Syaj.g_01518
OG0001147	Praa.g_01352	Syaj.g_01438
OG0001148	Praa.g_01368	Syaj.g_00057
OG0001149	Praa.g_01369	Syaj.g_00056
OG0001150	Praa.g_01370	Syaj.g_00055
OG0001151	Praa.g_01381	Syaj.g_00043
OG0001152	Praa.g_01382	Syaj.g_00040
OG0001153	Praa.g_01508	Syaj.g_01425
OG0001154	Praa.g_01509	Syaj.g_01426
OG0001155	Praa.g_01521	Syaj.g_01637
OG0001156	Praa.g_01524	Syaj.g_01640
OG0001157	Praa.g_01525	Syaj.g_01641
OG0001158	Praa.g_01526	Syaj.g_01643
OG0001159	Praa.g_01527	Syaj.g_01644
OG0001160	Praa.g_01552	Syaj.g_01697
OG0001161	Praa.g_01565	Syaj.g_02148
OG0001162	Praa.g_01576	Syaj.g_00979
OG0001163	Praa.g_01627	Syaj.g_01705
OG0001164	Praa.g_01631	Syaj.g_01711
OG0001165	Praa.g_01634	Syaj.g_01716
OG0001166	Praa.g_01654	Syaj.g_01746
OG0001167	Praa.g_01672	Syaj.g_01592
OG0001168	Praa.g_01674	Syaj.g_01594
OG0001169	Praa.g_01676	Syaj.g_01596
OG0001170	Praa.g_01678	Syaj.g_01597
OG0001171	Praa.g_01688	Syaj.g_01607
OG0001172	Praa.g_01702	Syaj.g_02641
OG0001173	Praa.g_01703	Syaj.g_02642
OG0001174	Praa.g_01711	Syaj.g_02650
OG0001175	Praa.g_01712	Syaj.g_02651
OG0001176	Praa.g_01719	Syaj.g_02688
OG0001177	Praa.g_01722	Syaj.g_02685
OG0001178	Praa.g_01727	Syaj.g_01726
OG0001179	Praa.g_01759	Syaj.g_02719
OG0001180	Praa.g_01781	Syaj.g_02744
OG0001181	Praa.g_01785	Syaj.g_02748
OG0001182	Praa.g_01792	Syaj.g_02757
OG0001183	Praa.g_01797	Syaj.g_02762
OG0001184	Praa.g_01813	Syaj.g_02449
OG0001185	Praa.g_01827	Syaj.g_02423
OG0001186	Praa.g_01850	Syaj.g_02339
OG0001187	Praa.g_01854	Syaj.g_02369
OG0001188	Praa.g_01857	Syaj.g_02336
OG0001189	Praa.g_01874	Syaj.g_02318
OG0001190	Praa.g_01878	Syaj.g_02111
OG0001191	Praa.g_01888	Syaj.g_02128
OG0001192	Praa.g_01892	Syaj.g_02138
OG0001193	Praa.g_01902	Syaj.g_02178
OG0001194	Praa.g_01903	Syaj.g_02180
OG0001195	Praa.g_01904	Syaj.g_02181
OG0001196	Praa.g_01917	Syaj.g_02244
OG0001197	Praa.g_01918	Syaj.g_02246
OG0001198	Praa.g_01925	Syaj.g_02259
OG0001199	Praa.g_00074	Syaj.g_01825
OG0001200	Praa.g_00076	Syaj.g_01827
OG0001201	Praa.g_00108	Syaj.g_01888
OG0001202	Praa.g_00199	Syaj.g_02032
OG0001203	Praa.g_00238	Syaj.g_02877
OG0001204	Praa.g_00243	Syaj.g_02621
OG0001205	Praa.g_00444	Syaj.g_01545
OG0001206	Praa.g_00462	Syaj.g_01484
OG0001207	Praa.g_00477	Syaj.g_00061
OG0001208	Praa.g_00482	Syaj.g_00074
OG0001209	Praa.g_00535	Syaj.g_00147
OG0001210	Praa.g_00540	Syaj.g_00158
OG0001211	Praa.g_00551	Syaj.g_00184
OG0001212	Praa.g_00596	Syaj.g_00246
OG0001214	Praa.g_00637	Syaj.g_01281
OG0001215	Praa.g_00690	Syaj.g_00492
OG0001216	Praa.g_00713	Syaj.g_00958
OG0001218	Praa.g_00758	Syaj.g_01434
OG0001219	Praa.g_00791	Syaj.g_00782
OG0001220	Praa.g_00856	Syaj.g_00345
OG0001221	Praa.g_00918	Syaj.g_01067
OG0001222	Praa.g_00956	Syaj.g_00911
OG0001223	Praa.g_00982	Syaj.g_00844
OG0001224	Praa.g_01035	Syaj.g_00423
OG0001225	Praa.g_01037	Syaj.g_00425
OG0001227	Praa.g_01083	Syaj.g_02152
OG0001228	Praa.g_01204	Syaj.g_01565
OG0001229	Praa.g_01364	Syaj.g_00451
OG0001231	Praa.g_01574	Syaj.g_02279
OG0001232	Praa.g_01658	Syaj.g_01757
OG0001233	Praa.g_01679	Syaj.g_01598
OG0001234	Praa.g_01714	Syaj.g_02655
OG0001235	Praa.g_01724	Syaj.g_02679
OG0001236	Praa.g_01810	Syaj.g_02453
OG0001237	Praa.g_01814	Syaj.g_02447
OG0001239	Praa.g_00071	Syaj.g_01822
OG0001240	Praa.g_00093	Syaj.g_01871
OG0001242	Praa.g_00119	Syaj.g_01913
OG0001243	Praa.g_00125	Syaj.g_01926
OG0001244	Praa.g_00141	Syaj.g_01960
OG0001246	Praa.g_00504	Syaj.g_00100
OG0001247	Praa.g_00683	Syaj.g_00973
OG0001248	Praa.g_00685	Syaj.g_00978
OG0001250	Praa.g_00845	Syaj.g_00375
OG0001251	Praa.g_00893	Syaj.g_02187
OG0001252	Praa.g_01030	Syaj.g_00416
OG0001253	Praa.g_01084	Syaj.g_01165
OG0001254	Praa.g_01129	Syaj.g_00646
OG0001256	Praa.g_01567	Syaj.g_01704
OG0001257	Praa.g_01573	Syaj.g_01342
OG0001258	Praa.g_01632	Syaj.g_01714
OG0001260	Praa.g_01694	Syaj.g_01617
OG0001261	Praa.g_01767	Syaj.g_02728
OG0001262	Praa.g_01872	Syaj.g_02320
OG0001265	Praa.g_00118	Syaj.g_01911
OG0001266	Praa.g_00203	Syaj.g_02036
OG0001267	Praa.g_00280	Syaj.g_02565
OG0001268	Praa.g_00339	Syaj.g_02811
OG0001270	Praa.g_00434	Syaj.g_01558
OG0001271	Praa.g_00472	Syaj.g_01447
OG0001272	Praa.g_00486	Syaj.g_00078
OG0001273	Praa.g_00631	Syaj.g_01288
OG0001274	Praa.g_00703	Syaj.g_02077
OG0001275	Praa.g_00992	Syaj.g_00827
OG0001276	Praa.g_01014	Syaj.g_00811
OG0001277	Praa.g_01072	Syaj.g_02227
OG0001278	Praa.g_01209	Syaj.g_00575
OG0001279	Praa.g_01257	Syaj.g_01356
OG0001280	Praa.g_01317	Syaj.g_01508
OG0001281	Praa.g_01323	Syaj.g_01519
OG0001282	Praa.g_01367	Syaj.g_00058
OG0001283	Praa.g_01386	Syaj.g_02238
OG0001284	Praa.g_01547	Syaj.g_01688
OG0001285	Praa.g_01661	Syaj.g_01170
OG0001286	Praa.g_01779	Syaj.g_02742
OG0001287	Praa.g_01834	Syaj.g_02415
OG0001288	Praa.g_01843	Syaj.g_02394
OG0001289	Praa.g_00087	Syaj.g_01845
OG0001290	Praa.g_00100	Syaj.g_01880
OG0001291	Praa.g_00135	Syaj.g_01939
OG0001292	Praa.g_00248	Syaj.g_02616
OG0001293	Praa.g_00261	Syaj.g_02594
OG0001294	Praa.g_00377	Syaj.g_00722
OG0001295	Praa.g_00467	Syaj.g_00161
OG0001296	Praa.g_00509	Syaj.g_00106
OG0001297	Praa.g_00514	Syaj.g_00110
OG0001298	Praa.g_00577	Syaj.g_00221
OG0001299	Praa.g_00666	Syaj.g_00716
OG0001300	Praa.g_00693	Syaj.g_00479
OG0001301	Praa.g_00696	Syaj.g_00440
OG0001302	Praa.g_00789	Syaj.g_01251
OG0001303	Praa.g_00996	Syaj.g_00784
OG0001304	Praa.g_01024	Syaj.g_00795
OG0001305	Praa.g_01043	Syaj.g_00433
OG0001306	Praa.g_01146	Syaj.g_00285
OG0001307	Praa.g_01349	Syaj.g_02672
OG0001309	Praa.g_01571	Syaj.g_00116
OG0001310	Praa.g_01647	Syaj.g_01735
OG0001315	Praa.g_00062	Syaj.g_02760
OG0001316	Praa.g_00140	Syaj.g_01946
OG0001317	Praa.g_00234	Syaj.g_02857
OG0001319	Praa.g_00272	Syaj.g_02576
OG0001321	Praa.g_00450	Syaj.g_01528
OG0001322	Praa.g_00451	Syaj.g_01527
OG0001323	Praa.g_00519	Syaj.g_00119
OG0001324	Praa.g_00694	Syaj.g_00478
OG0001325	Praa.g_00716	Syaj.g_00953
OG0001326	Praa.g_00881	Syaj.g_02196
OG0001327	Praa.g_01055	Syaj.g_00729
OG0001328	Praa.g_01082	Syaj.g_00764
OG0001329	Praa.g_01123	Syaj.g_00028
OG0001330	Praa.g_01289	Syaj.g_01501
OG0001332	Praa.g_01519	Syaj.g_01631
OG0001333	Praa.g_01673	Syaj.g_01593
OG0001334	Praa.g_01800	Syaj.g_02770
OG0001335	Praa.g_01801	Syaj.g_02771
OG0001336	Praa.g_01914	Syaj.g_02239
OG0001339	Praa.g_00103	Syaj.g_01883
OG0001340	Praa.g_00328	Syaj.g_02787
OG0001341	Praa.g_00749	Syaj.g_00449
OG0001343	Praa.g_00890	Syaj.g_02184
OG0001344	Praa.g_01163	Syaj.g_00307
OG0001345	Praa.g_01178	Syaj.g_00337
OG0001346	Praa.g_01319	Syaj.g_01512
OG0001347	Praa.g_01429	Syaj.g_02374
OG0001348	Praa.g_01595	Syaj.g_00393
OG0001349	Praa.g_01624, Praa.g_01794	Syaj.g_01763
OG0001351	Praa.g_00453	Syaj.g_00272
OG0001352	Praa.g_00680	Syaj.g_00136
OG0001353	Praa.g_00836	Syaj.g_00386
OG0001354	Praa.g_00974	Syaj.g_00857
OG0001355	Praa.g_01605	Syaj.g_01244
OG0001358	Praa.g_00620	Syaj.g_01309
OG0001359	Praa.g_00891	Syaj.g_02183
OG0001360	Praa.g_01085	Syaj.g_00340
OG0001361	Praa.g_01175	Syaj.g_00334
OG0001362	Praa.g_01490	Syaj.g_01396
OG0001363	Praa.g_01492	Syaj.g_01398
OG0001364	Praa.g_01803	Syaj.g_02473
OG0001369	Praa.g_00092	Syaj.g_01870
OG0001370	Praa.g_00459	Syaj.g_01171, Syaj.g_01672, Syaj.g_01252
OG0001373	Praa.g_00880	Syaj.g_02195
OG0001374	Praa.g_00888	Syaj.g_02203
OG0001375	Praa.g_00889	Syaj.g_02185
OG0001376	Praa.g_01049	Syaj.g_02140
OG0001377	Praa.g_01050	Syaj.g_02139
OG0001378	Praa.g_01094	Syaj.g_01559
OG0001379	Praa.g_01312	Syaj.g_01503
OG0001381	Praa.g_01360	Syaj.g_00405, Syaj.g_02663
OG0001382	Praa.g_01587	Syaj.g_00685
OG0001385	Praa.g_00877	Syaj.g_02192
OG0001386	Praa.g_00878	Syaj.g_02193
OG0001387	Praa.g_00879	Syaj.g_02194
OG0001388	Praa.g_00882	Syaj.g_02197
OG0001389	Praa.g_00883	Syaj.g_02198
OG0001390	Praa.g_00884	Syaj.g_02199
OG0001391	Praa.g_00885	Syaj.g_02200
OG0001392	Praa.g_00886	Syaj.g_02201
OG0001393	Praa.g_00887	Syaj.g_02202
OG0001394	Praa.g_00922	Syaj.g_01059
OG0001395	Praa.g_01026	Syaj.g_00935
OG0001396	Praa.g_01430	Syaj.g_02372
OG0001397	Praa.g_01491	Syaj.g_01397
OG0001398	Praa.g_01601	Syaj.g_01116
OG0001403	Praa.g_00030	Syaj.g_02297
OG0001404	Praa.g_00068	Syaj.g_01817
OG0001405	Praa.g_00326	Syaj.g_02773
OG0001406	Praa.g_01048	Syaj.g_02141
OG0001407	Praa.g_01062	Syaj.g_00137
OG0001408	Praa.g_01067	Syaj.g_00561
OG0001410	Praa.g_01350	Syaj.g_02673
OG0001413	Praa.g_01562	Syaj.g_01241
OG0001414	Praa.g_00229	Syaj.g_02664
OG0001416	Praa.g_00458	Syaj.g_01516
OG0001417	Praa.g_00469	Syaj.g_00858
OG0001419	Praa.g_01063	Syaj.g_00138
OG0001420	Praa.g_01103	Syaj.g_00131
OG0001421	Praa.g_01568	Syaj.g_01235, Syaj.g_01167
OG0001428	Praa.g_00172	Syaj.g_01993
OG0001430	Praa.g_01284	Syaj.g_02104
OG0001432	Praa.g_01560	Syaj.g_00509
OG0001438	Praa.g_00293	Syaj.g_02550
OG0001439	Praa.g_00307	Syaj.g_02520
OG0001446	Praa.g_00079	Syaj.g_00527
OG0001447	Praa.g_00126	Syaj.g_01927
OG0001448	Praa.g_00366	Syaj.g_01813
OG0001449	Praa.g_00393	Syaj.g_02625
OG0001452	Praa.g_00894	Syaj.g_02607
OG0001453	Praa.g_00986	Syaj.g_00838
OG0001454	Praa.g_01078	Syaj.g_01231
OG0001456	Praa.g_01137	Syaj.g_02205
OG0001457	Praa.g_01138	Syaj.g_02206
OG0001458	Praa.g_01139	Syaj.g_02207
OG0001459	Praa.g_01273	Syaj.g_00653
OG0001462	Praa.g_00034	Syaj.g_02304
OG0001463	Praa.g_00286	Syaj.g_00403
OG0001464	Praa.g_00329	Syaj.g_02788
OG0001465	Praa.g_00702	Syaj.g_00968
OG0001470	Praa.g_01404	Syaj.g_02342
OG0001471	Praa.g_01563	Syaj.g_02526
OG0001473	Praa.g_01851	Syaj.g_01255
OG0001479	Praa.g_00337	Syaj.g_02809
OG0001480	Praa.g_00368	Syaj.g_00343
OG0001482	Praa.g_00456	Syaj.g_00848
OG0001492	Praa.g_01206	Syaj.g_00578
OG0001493	Praa.g_01214	Syaj.g_00569
OG0001494	Praa.g_01422	Syaj.g_02353
OG0001499	Praa.g_00061	Syaj.g_01211
OG0001502	Praa.g_00772	Syaj.g_00351
OG0001504	Praa.g_01274	Syaj.g_00652
OG0001505	Praa.g_01411	Syaj.g_02359
OG0001520	Praa.g_00388	Syaj.g_00206
OG0001522	Praa.g_00837	Syaj.g_00385
OG0001523	Praa.g_01131	Syaj.g_00673
OG0001524	Praa.g_01132	Syaj.g_00672
OG0001525	Praa.g_01579	Syaj.g_02159
OG0001546	Praa.g_00524	Syaj.g_00124
OG0001547	Praa.g_00774	Syaj.g_01106
OG0001548	Praa.g_00778	Syaj.g_01222
OG0001551	Praa.g_01136	Syaj.g_00395
OG0001554	Praa.g_01569	Syaj.g_02109
OG0001567	Praa.g_00773	Syaj.g_01108
OG0001568	Praa.g_00775	Syaj.g_01104
OG0001570	Praa.g_01106	Syaj.g_01124
OG0001572	Praa.g_01251	Syaj.g_00522
OG0001582	Praa.g_00468	Syaj.g_01215
OG0001585	Praa.g_01262	Syaj.g_01778
OG0001602	Praa.g_00701	Syaj.g_00969
OG0001625	Praa.g_00258	Syaj.g_02600
OG0001627	Praa.g_00755	Syaj.g_01633
OG0001633	Praa.g_01363	Syaj.g_01347
OG0001647	Praa.g_00273	Syaj.g_02574
OG0001666	Praa.g_01272	Syaj.g_00654
OG0002063	Praa.g_00403	Syaj.g_00557
OG0002092	Praa.g_01227	Syaj.g_01646
OG0002097	Praa.g_01405	Syaj.g_02340
OG0002369	Praa.g_01403	Syaj.g_02343
OG0002618	Praa.g_00404	Syaj.g_00171
OG0003339	Praa.g_01337	Syaj.g_02345
OG0003614	Praa.g_00054, Praa.g_00056	Syaj.g_00708
