Orthogroup	Praa	Syam
OG0001186	Praa.g_01850	Syam.g_00076
OG0001187	Praa.g_01854	Syam.g_00073
OG0001188	Praa.g_01857	Syam.g_00070
OG0001189	Praa.g_01874	Syam.g_00054
OG0001190	Praa.g_01878	Syam.g_02313
OG0001191	Praa.g_01888	Syam.g_02324
OG0001192	Praa.g_01892	Syam.g_02330
OG0001193	Praa.g_01902	Syam.g_02355
OG0001194	Praa.g_01903	Syam.g_02357
OG0001195	Praa.g_01904	Syam.g_02358
OG0001196	Praa.g_01917	Syam.g_02429
OG0001197	Praa.g_01918	Syam.g_02431
OG0001198	Praa.g_01925	Syam.g_02443
OG0001199	Praa.g_00074	Syam.g_02068
OG0001200	Praa.g_00076	Syam.g_02070
OG0001201	Praa.g_00108	Syam.g_02122
OG0001202	Praa.g_00199	Syam.g_02255
OG0001203	Praa.g_00238	Syam.g_00511
OG0001204	Praa.g_00243	Syam.g_00282
OG0001205	Praa.g_00444	Syam.g_01852
OG0001206	Praa.g_00462	Syam.g_01680
OG0001208	Praa.g_00482	Syam.g_00585
OG0001209	Praa.g_00535	Syam.g_00654
OG0001210	Praa.g_00540	Syam.g_00663
OG0001211	Praa.g_00551	Syam.g_00678
OG0001212	Praa.g_00596	Syam.g_01717
OG0001213	Praa.g_00629	Syam.g_01479
OG0001214	Praa.g_00637	Syam.g_01466
OG0001215	Praa.g_00690	Syam.g_00808
OG0001216	Praa.g_00713	Syam.g_01245
OG0001217	Praa.g_00751	Syam.g_01403
OG0001218	Praa.g_00758	Syam.g_01662
OG0001219	Praa.g_00791	Syam.g_01080
OG0001220	Praa.g_00856	Syam.g_01754
OG0001221	Praa.g_00918	Syam.g_01334
OG0001222	Praa.g_00956	Syam.g_01111
OG0001224	Praa.g_01035	Syam.g_00770
OG0001225	Praa.g_01037	Syam.g_00772
OG0001226	Praa.g_01064	Syam.g_01425
OG0001227	Praa.g_01083	Syam.g_02340
OG0001228	Praa.g_01204	Syam.g_01858
OG0001229	Praa.g_01364	Syam.g_00796
OG0001230	Praa.g_01468	Syam.g_01603
OG0001231	Praa.g_01574	Syam.g_00017
OG0001232	Praa.g_01658	Syam.g_02022
OG0001233	Praa.g_01679	Syam.g_01895
OG0001234	Praa.g_01714	Syam.g_00306
OG0001235	Praa.g_01724	Syam.g_00313
OG0001236	Praa.g_01810	Syam.g_00146
OG0001237	Praa.g_01814	Syam.g_00141
OG0001238	Praa.g_01889	Syam.g_02326
OG0001239	Praa.g_00071	Syam.g_02065
OG0001240	Praa.g_00093	Syam.g_02105
OG0001241	Praa.g_00101	Syam.g_02115
OG0001242	Praa.g_00119	Syam.g_02145
OG0001244	Praa.g_00141	Syam.g_02188
OG0001245	Praa.g_00379	Syam.g_01057
OG0001246	Praa.g_00504	Syam.g_00611
OG0001247	Praa.g_00683	Syam.g_01253
OG0001248	Praa.g_00685	Syam.g_01256
OG0001249	Praa.g_00780	Syam.g_00436
OG0001250	Praa.g_00845	Syam.g_00731
OG0001251	Praa.g_00893	Syam.g_02365
OG0001252	Praa.g_01030	Syam.g_00763
OG0001253	Praa.g_01084	Syam.g_01021
OG0001254	Praa.g_01129	Syam.g_00916
OG0001255	Praa.g_01144	Syam.g_01056
OG0001256	Praa.g_01567	Syam.g_01976
OG0001257	Praa.g_01573	Syam.g_01683
OG0001258	Praa.g_01632	Syam.g_01986
OG0001259	Praa.g_01677	Syam.g_01893
OG0001260	Praa.g_01694	Syam.g_01912
OG0001261	Praa.g_01767	Syam.g_00360
OG0001262	Praa.g_01872	Syam.g_00056
OG0001265	Praa.g_00118	Syam.g_02143
OG0001266	Praa.g_00203	Syam.g_02259
OG0001267	Praa.g_00280	Syam.g_00230
OG0001268	Praa.g_00339	Syam.g_00463
OG0001269	Praa.g_00358	Syam.g_00956
OG0001270	Praa.g_00434	Syam.g_01871
OG0001271	Praa.g_00472	Syam.g_01671
OG0001272	Praa.g_00486	Syam.g_00589
OG0001273	Praa.g_00631	Syam.g_01472
OG0001274	Praa.g_00703	Syam.g_02285
OG0001275	Praa.g_00992	Syam.g_01174
OG0001276	Praa.g_01014	Syam.g_01190
OG0001277	Praa.g_01072	Syam.g_02415
OG0001278	Praa.g_01209	Syam.g_00862
OG0001279	Praa.g_01257	Syam.g_01590
OG0001280	Praa.g_01317	Syam.g_01827
OG0001281	Praa.g_01323	Syam.g_01837
OG0001282	Praa.g_01367	Syam.g_00574
OG0001283	Praa.g_01386	Syam.g_02424
OG0001284	Praa.g_01547	Syam.g_01960
OG0001285	Praa.g_01661	Syam.g_02380
OG0001286	Praa.g_01779	Syam.g_00376
OG0001287	Praa.g_01834	Syam.g_00113
OG0001288	Praa.g_01843	Syam.g_00102
OG0001289	Praa.g_00087	Syam.g_02089
OG0001290	Praa.g_00100	Syam.g_02114
OG0001291	Praa.g_00135	Syam.g_02170
OG0001292	Praa.g_00248	Syam.g_00276
OG0001293	Praa.g_00261	Syam.g_00256
OG0001294	Praa.g_00377	Syam.g_01365
OG0001295	Praa.g_00467	Syam.g_00665
OG0001296	Praa.g_00509	Syam.g_00617
OG0001297	Praa.g_00514	Syam.g_00621
OG0001298	Praa.g_00577	Syam.g_01738
OG0001299	Praa.g_00666	Syam.g_01371
OG0001300	Praa.g_00693	Syam.g_00800
OG0001301	Praa.g_00696	Syam.g_00786
OG0001302	Praa.g_00789	Syam.g_01437
OG0001303	Praa.g_00996	Syam.g_01082
OG0001304	Praa.g_01024	Syam.g_01204
OG0001305	Praa.g_01043	Syam.g_00780
OG0001306	Praa.g_01146	Syam.g_01811
OG0001307	Praa.g_01349	Syam.g_00945
OG0001308	Praa.g_01486	Syam.g_01623
OG0001309	Praa.g_01571	Syam.g_00628
OG0001315	Praa.g_00062	Syam.g_00394
OG0001316	Praa.g_00140	Syam.g_02176
OG0001317	Praa.g_00234	Syam.g_00505
OG0001319	Praa.g_00272	Syam.g_00241
OG0001321	Praa.g_00450	Syam.g_01846
OG0001322	Praa.g_00451	Syam.g_01845
OG0001323	Praa.g_00519	Syam.g_00631
OG0001324	Praa.g_00694	Syam.g_00799
OG0001325	Praa.g_00716	Syam.g_01241
OG0001326	Praa.g_00881	Syam.g_02370
OG0001327	Praa.g_01055	Syam.g_01359
OG0001328	Praa.g_01082	Syam.g_01340
OG0001330	Praa.g_01289	Syam.g_01819
OG0001331	Praa.g_01372	Syam.g_00569
OG0001332	Praa.g_01519	Syam.g_01919
OG0001333	Praa.g_01673	Syam.g_01889
OG0001334	Praa.g_01800	Syam.g_00405
OG0001335	Praa.g_01801	Syam.g_00406
OG0001336	Praa.g_01914	Syam.g_02425
OG0001339	Praa.g_00103	Syam.g_02117
OG0001340	Praa.g_00328	Syam.g_00425
OG0001341	Praa.g_00749	Syam.g_00795
OG0001343	Praa.g_00890	Syam.g_02361
OG0001344	Praa.g_01163	Syam.g_01790
OG0001345	Praa.g_01178	Syam.g_01764
OG0001346	Praa.g_01319	Syam.g_01831
OG0001348	Praa.g_01595	Syam.g_00750
OG0001351	Praa.g_00453	Syam.g_01695
OG0001352	Praa.g_00680	Syam.g_00644
OG0001353	Praa.g_00836	Syam.g_00742
OG0001354	Praa.g_00974	Syam.g_01145
OG0001355	Praa.g_01605	Syam.g_00957
OG0001358	Praa.g_00620	Syam.g_01495
OG0001359	Praa.g_00891	Syam.g_02360
OG0001360	Praa.g_01085	Syam.g_01762
OG0001361	Praa.g_01175	Syam.g_01767
OG0001362	Praa.g_01490	Syam.g_01628
OG0001363	Praa.g_01492	Syam.g_01630
OG0001364	Praa.g_01803	Syam.g_00158
OG0001370	Praa.g_00459	Syam.g_02033, Syam.g_01536, Syam.g_01942
OG0001372	Praa.g_00757	Syam.g_00450, Syam.g_00984
OG0001373	Praa.g_00880	Syam.g_02369
OG0001374	Praa.g_00888	Syam.g_02377
OG0001375	Praa.g_00889	Syam.g_02362
OG0001376	Praa.g_01049	Syam.g_02332
OG0001377	Praa.g_01050	Syam.g_02331
OG0001378	Praa.g_01094	Syam.g_01872
OG0001379	Praa.g_01312	Syam.g_01821
OG0001380	Praa.g_01354	Syam.g_01409
OG0001381	Praa.g_01360	Syam.g_00939
OG0001382	Praa.g_01587	Syam.g_01557
OG0001385	Praa.g_00877	Syam.g_02366
OG0001386	Praa.g_00878	Syam.g_02367
OG0001387	Praa.g_00879	Syam.g_02368
OG0001388	Praa.g_00882	Syam.g_02371
OG0001389	Praa.g_00883	Syam.g_02372
OG0001390	Praa.g_00884	Syam.g_02373
OG0001391	Praa.g_00885	Syam.g_02374
OG0001392	Praa.g_00886	Syam.g_02375
OG0001393	Praa.g_00887	Syam.g_02376
OG0001394	Praa.g_00922	Syam.g_01321
OG0001395	Praa.g_01026	Syam.g_01225
OG0001397	Praa.g_01491	Syam.g_01629
OG0001398	Praa.g_01601	Syam.g_01052
OG0001404	Praa.g_00068	Syam.g_02061
OG0001405	Praa.g_00326	Syam.g_00408
OG0001406	Praa.g_01048	Syam.g_02333
OG0001407	Praa.g_01062	Syam.g_00645
OG0001408	Praa.g_01067	Syam.g_00848
OG0001413	Praa.g_01562	Syam.g_01430
OG0001414	Praa.g_00229	Syam.g_00940
OG0001416	Praa.g_00458	Syam.g_01834
OG0001417	Praa.g_00469	Syam.g_01144
OG0001419	Praa.g_01063	Syam.g_00646
OG0001420	Praa.g_01103	Syam.g_00642
OG0001421	Praa.g_01568	Syam.g_01019
OG0001422	Praa.g_01593	Syam.g_01822
OG0001428	Praa.g_00172	Syam.g_02220
OG0001429	Praa.g_00792	Syam.g_01083
OG0001430	Praa.g_01284	Syam.g_02305
OG0001432	Praa.g_01560	Syam.g_00822
OG0001438	Praa.g_00293	Syam.g_00215
OG0001439	Praa.g_00307	Syam.g_00190
OG0001441	Praa.g_00521	Syam.g_00633
OG0001442	Praa.g_00741	Syam.g_01306
OG0001447	Praa.g_00126	Syam.g_02152
OG0001448	Praa.g_00366	Syam.g_02342
OG0001449	Praa.g_00393	Syam.g_00285
OG0001452	Praa.g_00894	Syam.g_00268
OG0001453	Praa.g_00986	Syam.g_01166
OG0001454	Praa.g_01078	Syam.g_01426
OG0001456	Praa.g_01137	Syam.g_02387
OG0001457	Praa.g_01138	Syam.g_02388
OG0001458	Praa.g_01139	Syam.g_02389
OG0001459	Praa.g_01273	Syam.g_00949
OG0001462	Praa.g_00034	Syam.g_00041
OG0001465	Praa.g_00702	Syam.g_01250
OG0001467	Praa.g_00781	Syam.g_01438
OG0001468	Praa.g_01053	Syam.g_01435
OG0001471	Praa.g_01563	Syam.g_00195
OG0001472	Praa.g_01570	Syam.g_00833
OG0001473	Praa.g_01851	Syam.g_01440
OG0001479	Praa.g_00337	Syam.g_00461
OG0001480	Praa.g_00368	Syam.g_01755
OG0001482	Praa.g_00456	Syam.g_01154
OG0001484	Praa.g_01296	Syam.g_02378
OG0001492	Praa.g_01206	Syam.g_00865
OG0001493	Praa.g_01214	Syam.g_00857
OG0001495	Praa.g_01721	Syam.g_00318
OG0001499	Praa.g_00061	Syam.g_02154, Syam.g_01397
OG0001502	Praa.g_00772	Syam.g_00705
OG0001504	Praa.g_01274	Syam.g_00948
OG0001507	Praa.g_01619	Syam.g_00975
OG0001520	Praa.g_00388	Syam.g_01752
OG0001526	Praa.g_01698, Praa.g_01611	Syam.g_02183
OG0001546	Praa.g_00524	Syam.g_00636
OG0001547	Praa.g_00774	Syam.g_01059
OG0001548	Praa.g_00778	Syam.g_01420
OG0001549	Praa.g_00863	Syam.g_01761
OG0001551	Praa.g_01136	Syam.g_00755
OG0001554	Praa.g_01569	Syam.g_02311
OG0001567	Praa.g_00773	Syam.g_01058
OG0001568	Praa.g_00775	Syam.g_01061
OG0001572	Praa.g_01251	Syam.g_00531
OG0001582	Praa.g_00468	Syam.g_01128
OG0001585	Praa.g_01262	Syam.g_01008
OG0001602	Praa.g_00701	Syam.g_01251
OG0001625	Praa.g_00258	Syam.g_00262
OG0001627	Praa.g_00755	Syam.g_01921
OG0001633	Praa.g_01363	Syam.g_01586
OG0001647	Praa.g_00273	Syam.g_00239
OG0001667	Praa.g_01292	Syam.g_00840
OG0001718	Praa.g_00362	Syam.g_01501
OG0002416	Praa.g_01219	Syam.g_01407
OG0002618	Praa.g_00404	Syam.g_00442
