Orthogroup	Praa	Syap
OG0001432	Praa.g_01560	Syap.g_01967
OG0001437	Praa.g_00230	Syap.g_00448
OG0001438	Praa.g_00293	Syap.g_01346, Syap.g_01630
OG0001439	Praa.g_00307	Syap.g_01674
OG0001441	Praa.g_00521	Syap.g_02749
OG0001447	Praa.g_00126	Syap.g_02218
OG0001452	Praa.g_00894	Syap.g_01590
OG0001453	Praa.g_00986	Syap.g_02687
OG0001456	Praa.g_01137	Syap.g_01828
OG0001457	Praa.g_01138	Syap.g_01826
OG0001458	Praa.g_01139	Syap.g_01825
OG0001459	Praa.g_01273	Syap.g_00351
OG0001470	Praa.g_01404	Syap.g_00709
OG0001479	Praa.g_00337	Syap.g_00565
OG0001492	Praa.g_01206	Syap.g_02441
OG0001493	Praa.g_01214	Syap.g_02433
OG0001495	Praa.g_01721	Syap.g_01921
OG0001502	Praa.g_00772	Syap.g_00833
OG0001504	Praa.g_01274	Syap.g_00350
OG0001507	Praa.g_01619	Syap.g_00227
OG0001546	Praa.g_00524	Syap.g_02745
OG0001547	Praa.g_00774	Syap.g_00840, Syap.g_00839
OG0001553	Praa.g_01473	Syap.g_02121
OG0001567	Praa.g_00773	Syap.g_00838
OG0001568	Praa.g_00775	Syap.g_00842
OG0001570	Praa.g_01106	Syap.g_00438
OG0001584	Praa.g_00937	Syap.g_00183
OG0001587	Praa.g_01696	Syap.g_02669
OG0001613	Praa.g_01795	Syap.g_00597
OG0001632	Praa.g_01260	Syap.g_02524
OG0001647	Praa.g_00273	Syap.g_01370
OG0001745	Praa.g_01559	Syap.g_02401
OG0001919	Praa.g_00390	Syap.g_01968
OG0002026	Praa.g_00389	Syap.g_00821
OG0002029	Praa.g_01271	Syap.g_00356
OG0002097	Praa.g_01405	Syap.g_00711
OG0002098	Praa.g_01448	Syap.g_02161
OG0002369	Praa.g_01403	Syap.g_00708, Syap.g_00707, Syap.g_00730
OG0002622	Praa.g_01449	Syap.g_01448
OG0002767	Praa.g_00053	Syap.g_02415
OG0002771	Praa.g_01388	Syap.g_00878
OG0002888	Praa.g_01435	Syap.g_00862
OG0003010	Praa.g_01400	Syap.g_01271, Syap.g_00868
OG0003159	Praa.g_01399	Syap.g_01270
OG0005333	Praa.g_00542	Syap.g_01942
OG0005336	Praa.g_01413	Syap.g_00872
