Orthogroup	Praa	Syac
OG0001181	Praa.g_01785	Syac.g_02083
OG0001182	Praa.g_01792	Syac.g_02074
OG0001183	Praa.g_01797	Syac.g_02070
OG0001184	Praa.g_01813	Syac.g_00186
OG0001185	Praa.g_01827	Syac.g_00162
OG0001186	Praa.g_01850	Syac.g_00082
OG0001187	Praa.g_01854	Syac.g_00085
OG0001188	Praa.g_01857	Syac.g_00076
OG0001189	Praa.g_01874	Syac.g_00054
OG0001190	Praa.g_01878	Syac.g_02353
OG0001191	Praa.g_01888	Syac.g_02368
OG0001192	Praa.g_01892	Syac.g_02374
OG0001193	Praa.g_01902	Syac.g_02406
OG0001194	Praa.g_01903	Syac.g_02408
OG0001195	Praa.g_01904	Syac.g_02409
OG0001196	Praa.g_01917	Syac.g_02477
OG0001197	Praa.g_01918	Syac.g_02479
OG0001198	Praa.g_01925	Syac.g_02491
OG0001199	Praa.g_00074	Syac.g_00445
OG0001200	Praa.g_00076	Syac.g_00443
OG0001201	Praa.g_00108	Syac.g_00395
OG0001202	Praa.g_00199	Syac.g_02285
OG0001203	Praa.g_00238	Syac.g_01967
OG0001204	Praa.g_00243	Syac.g_02200
OG0001205	Praa.g_00444	Syac.g_00706
OG0001206	Praa.g_00462	Syac.g_01715
OG0001207	Praa.g_00477	Syac.g_01915
OG0001208	Praa.g_00482	Syac.g_01902
OG0001209	Praa.g_00535	Syac.g_01833
OG0001210	Praa.g_00540	Syac.g_01826
OG0001211	Praa.g_00551	Syac.g_01809
OG0001212	Praa.g_00596	Syac.g_01751
OG0001213	Praa.g_00629	Syac.g_00968
OG0001214	Praa.g_00637	Syac.g_00981
OG0001215	Praa.g_00690	Syac.g_00919
OG0001216	Praa.g_00713	Syac.g_01285
OG0001217	Praa.g_00751	Syac.g_01043
OG0001218	Praa.g_00758	Syac.g_01679
OG0001220	Praa.g_00856	Syac.g_00813
OG0001221	Praa.g_00918	Syac.g_01379
OG0001223	Praa.g_00982	Syac.g_01215
OG0001224	Praa.g_01035	Syac.g_00880
OG0001225	Praa.g_01037	Syac.g_00882
OG0001226	Praa.g_01064	Syac.g_01026
OG0001227	Praa.g_01083	Syac.g_02387
OG0001228	Praa.g_01204	Syac.g_00700
OG0001229	Praa.g_01364	Syac.g_00906
OG0001230	Praa.g_01468	Syac.g_01621
OG0001231	Praa.g_01574	Syac.g_00017
OG0001232	Praa.g_01658	Syac.g_00509
OG0001233	Praa.g_01679	Syac.g_00660
OG0001234	Praa.g_01714	Syac.g_02173
OG0001235	Praa.g_01724	Syac.g_02147
OG0001236	Praa.g_01810	Syac.g_00189
OG0001237	Praa.g_01814	Syac.g_00184
OG0001238	Praa.g_01889	Syac.g_02369
OG0001240	Praa.g_00093	Syac.g_00411
OG0001241	Praa.g_00101	Syac.g_00402
OG0001242	Praa.g_00119	Syac.g_00370
OG0001243	Praa.g_00125	Syac.g_00363
OG0001244	Praa.g_00141	Syac.g_00333
OG0001245	Praa.g_00379	Syac.g_01064
OG0001246	Praa.g_00504	Syac.g_01876
OG0001247	Praa.g_00683	Syac.g_01303
OG0001248	Praa.g_00685	Syac.g_01306
OG0001249	Praa.g_00780	Syac.g_02029
OG0001250	Praa.g_00845	Syac.g_00838
OG0001251	Praa.g_00893	Syac.g_02415
OG0001252	Praa.g_01030	Syac.g_00874
OG0001253	Praa.g_01084	Syac.g_01063
OG0001254	Praa.g_01129	Syac.g_01465
OG0001255	Praa.g_01144	Syac.g_01957
OG0001256	Praa.g_01567	Syac.g_00563
OG0001257	Praa.g_01573	Syac.g_01686
OG0001258	Praa.g_01632	Syac.g_00553
OG0001259	Praa.g_01677	Syac.g_00662
OG0001260	Praa.g_01694	Syac.g_00640
OG0001262	Praa.g_01872	Syac.g_00056
OG0001264	Praa.g_00038, Praa.g_01221	Syac.g_01468
OG0001265	Praa.g_00118	Syac.g_00372
OG0001266	Praa.g_00203	Syac.g_02289
OG0001267	Praa.g_00280	Syac.g_02253
OG0001268	Praa.g_00339	Syac.g_02014
OG0001269	Praa.g_00358	Syac.g_01960
OG0001270	Praa.g_00434	Syac.g_00690
OG0001271	Praa.g_00472	Syac.g_01703
OG0001272	Praa.g_00486	Syac.g_01898
OG0001273	Praa.g_00631	Syac.g_00974
OG0001274	Praa.g_00703	Syac.g_02323
OG0001275	Praa.g_00992	Syac.g_01228
OG0001276	Praa.g_01014	Syac.g_01244
OG0001277	Praa.g_01072	Syac.g_02463
OG0001278	Praa.g_01209	Syac.g_01517
OG0001279	Praa.g_01257	Syac.g_01605
OG0001280	Praa.g_01317	Syac.g_00731
OG0001281	Praa.g_01323	Syac.g_00721
OG0001282	Praa.g_01367	Syac.g_01917
OG0001283	Praa.g_01386	Syac.g_02472
OG0001284	Praa.g_01547	Syac.g_00586
OG0001285	Praa.g_01661	Syac.g_01060
OG0001286	Praa.g_01779	Syac.g_02089
OG0001287	Praa.g_01834	Syac.g_00154
OG0001288	Praa.g_01843	Syac.g_00141
OG0001289	Praa.g_00087	Syac.g_00426
OG0001291	Praa.g_00135	Syac.g_00349
OG0001292	Praa.g_00248	Syac.g_02205
OG0001293	Praa.g_00261	Syac.g_02226
OG0001294	Praa.g_00377	Syac.g_01411
OG0001295	Praa.g_00467	Syac.g_01824
OG0001296	Praa.g_00509	Syac.g_01870
OG0001297	Praa.g_00514	Syac.g_01866
OG0001298	Praa.g_00577	Syac.g_01774
OG0001299	Praa.g_00666	Syac.g_01417
OG0001300	Praa.g_00693	Syac.g_00910
OG0001301	Praa.g_00696	Syac.g_00897
OG0001302	Praa.g_00789	Syac.g_01012
OG0001303	Praa.g_00996	Syac.g_01137
OG0001304	Praa.g_01024	Syac.g_01257
OG0001305	Praa.g_01043	Syac.g_00890
OG0001306	Praa.g_01146	Syac.g_00749
OG0001307	Praa.g_01349	Syac.g_02156
OG0001309	Praa.g_01571	Syac.g_01860
OG0001310	Praa.g_01647	Syac.g_00528
OG0001315	Praa.g_00062	Syac.g_02072
OG0001316	Praa.g_00140	Syac.g_00342
OG0001317	Praa.g_00234	Syac.g_01971
OG0001318	Praa.g_00256	Syac.g_02218
OG0001319	Praa.g_00272	Syac.g_02242
OG0001321	Praa.g_00450	Syac.g_00712
OG0001322	Praa.g_00451	Syac.g_00713
OG0001323	Praa.g_00519	Syac.g_01857
OG0001324	Praa.g_00694	Syac.g_00909
OG0001325	Praa.g_00716	Syac.g_01281
OG0001326	Praa.g_00881	Syac.g_02420
OG0001328	Praa.g_01082	Syac.g_01385
OG0001329	Praa.g_01123	Syac.g_01007
OG0001330	Praa.g_01289	Syac.g_00738
OG0001332	Praa.g_01519	Syac.g_00625
OG0001333	Praa.g_01673	Syac.g_00666
OG0001334	Praa.g_01800	Syac.g_02061
OG0001335	Praa.g_01801	Syac.g_02060
OG0001336	Praa.g_01914	Syac.g_02473
OG0001339	Praa.g_00103	Syac.g_00400
OG0001340	Praa.g_00328	Syac.g_02039
OG0001341	Praa.g_00749	Syac.g_00904
OG0001343	Praa.g_00890	Syac.g_02413
OG0001344	Praa.g_01163	Syac.g_00774
OG0001345	Praa.g_01178	Syac.g_00803
OG0001346	Praa.g_01319	Syac.g_00728
OG0001347	Praa.g_01429	Syac.g_00123
OG0001348	Praa.g_01595	Syac.g_00857
OG0001349	Praa.g_01624, Praa.g_01794	Syac.g_00504
OG0001352	Praa.g_00680	Syac.g_01842
OG0001353	Praa.g_00836	Syac.g_00850
OG0001354	Praa.g_00974	Syac.g_01201
OG0001355	Praa.g_01605	Syac.g_01823
OG0001358	Praa.g_00620	Syac.g_00952
OG0001359	Praa.g_00891	Syac.g_02412
OG0001360	Praa.g_01085	Syac.g_00805
OG0001361	Praa.g_01175	Syac.g_00800
OG0001362	Praa.g_01490	Syac.g_01649
OG0001363	Praa.g_01492	Syac.g_01651
OG0001364	Praa.g_01803	Syac.g_00204
OG0001370	Praa.g_00459	Syac.g_02438, Syac.g_01294
OG0001372	Praa.g_00757	Syac.g_01845
OG0001373	Praa.g_00880	Syac.g_02419
OG0001374	Praa.g_00888	Syac.g_02427
OG0001375	Praa.g_00889	Syac.g_02414
OG0001376	Praa.g_01049	Syac.g_02376
OG0001377	Praa.g_01050	Syac.g_02375
OG0001378	Praa.g_01094	Syac.g_00689
OG0001379	Praa.g_01312	Syac.g_00736
OG0001380	Praa.g_01354	Syac.g_01589
OG0001381	Praa.g_01360	Syac.g_02162
OG0001382	Praa.g_01587	Syac.g_00148
OG0001385	Praa.g_00877	Syac.g_02416
OG0001386	Praa.g_00878	Syac.g_02417
OG0001387	Praa.g_00879	Syac.g_02418
OG0001388	Praa.g_00882	Syac.g_02421
OG0001389	Praa.g_00883	Syac.g_02422
OG0001390	Praa.g_00884	Syac.g_02423
OG0001391	Praa.g_00885	Syac.g_02424
OG0001392	Praa.g_00886	Syac.g_02425
OG0001393	Praa.g_00887	Syac.g_02426
OG0001394	Praa.g_00922	Syac.g_01373
OG0001395	Praa.g_01026	Syac.g_01262
OG0001396	Praa.g_01430	Syac.g_00124
OG0001398	Praa.g_01601	Syac.g_01120
OG0001403	Praa.g_00030	Syac.g_00033
OG0001404	Praa.g_00068	Syac.g_00451
OG0001405	Praa.g_00326	Syac.g_02058
OG0001406	Praa.g_01048	Syac.g_02377
OG0001407	Praa.g_01062	Syac.g_01841
OG0001408	Praa.g_01067	Syac.g_01530
OG0001410	Praa.g_01350	Syac.g_02155
OG0001411	Praa.g_01397	Syac.g_00180
OG0001412	Praa.g_01428	Syac.g_00122
OG0001413	Praa.g_01562	Syac.g_01019
OG0001414	Praa.g_00229	Syac.g_02161
OG0001416	Praa.g_00458	Syac.g_00724
OG0001417	Praa.g_00469	Syac.g_01200
OG0001419	Praa.g_01063	Syac.g_01840
OG0001420	Praa.g_01103	Syac.g_01847
OG0001428	Praa.g_00172	Syac.g_00301
OG0001430	Praa.g_01284	Syac.g_02345
OG0001432	Praa.g_01560	Syac.g_01572
OG0001438	Praa.g_00293	Syac.g_00280
OG0001439	Praa.g_00307	Syac.g_00250
OG0001442	Praa.g_00741	Syac.g_01358
OG0001446	Praa.g_00079	Syac.g_01293
OG0001447	Praa.g_00126	Syac.g_00362
OG0001448	Praa.g_00366	Syac.g_01094
OG0001449	Praa.g_00393	Syac.g_02197
OG0001452	Praa.g_00894	Syac.g_02214
OG0001456	Praa.g_01137	Syac.g_02434
OG0001457	Praa.g_01138	Syac.g_02435
OG0001458	Praa.g_01139	Syac.g_02436
OG0001459	Praa.g_01273	Syac.g_01445
OG0001462	Praa.g_00034	Syac.g_00039
OG0001465	Praa.g_00702	Syac.g_01299
OG0001468	Praa.g_01053	Syac.g_01014
OG0001471	Praa.g_01563	Syac.g_00257
OG0001473	Praa.g_01851	Syac.g_01010
OG0001479	Praa.g_00337	Syac.g_02016
OG0001480	Praa.g_00368	Syac.g_00812
OG0001481	Praa.g_00372	Syac.g_01260
OG0001482	Praa.g_00456	Syac.g_01210
OG0001492	Praa.g_01206	Syac.g_01514
OG0001493	Praa.g_01214	Syac.g_01522
OG0001494	Praa.g_01422	Syac.g_00088
OG0001495	Praa.g_01721	Syac.g_02144
OG0001499	Praa.g_00061	Syac.g_01441
OG0001502	Praa.g_00772	Syac.g_00818
OG0001504	Praa.g_01274	Syac.g_01446
OG0001505	Praa.g_01411	Syac.g_00105
OG0001520	Praa.g_00388	Syac.g_01787
OG0001522	Praa.g_00837	Syac.g_00849
OG0001546	Praa.g_00524	Syac.g_01853
OG0001547	Praa.g_00774	Syac.g_01122
OG0001548	Praa.g_00778	Syac.g_01030
OG0001551	Praa.g_01136	Syac.g_00861
OG0001567	Praa.g_00773	Syac.g_01121
OG0001568	Praa.g_00775	Syac.g_01124
OG0001570	Praa.g_01106	Syac.g_01108
OG0001572	Praa.g_01251	Syac.g_01584
OG0001585	Praa.g_01262	Syac.g_01072
OG0001602	Praa.g_00701	Syac.g_01300
OG0001625	Praa.g_00258	Syac.g_02220
OG0001647	Praa.g_00273	Syac.g_02244
OG0001666	Praa.g_01272	Syac.g_01452
OG0001667	Praa.g_01292	Syac.g_00472
OG0001718	Praa.g_00362	Syac.g_00465
OG0001923	Praa.g_01389	Syac.g_00128
OG0002063	Praa.g_00403	Syac.g_01533
OG0002092	Praa.g_01227	Syac.g_00775, Syac.g_00614
OG0003011	Praa.g_01408	Syac.g_00099
OG0003335	Praa.g_00384	Syac.g_00106
OG0003628	Praa.g_01424	Syac.g_00097
