Orthogroup	Praa	Syab
OG0001173	Praa.g_01703	Syab.g_00372
OG0001174	Praa.g_01711	Syab.g_00380
OG0001175	Praa.g_01712	Syab.g_00381
OG0001176	Praa.g_01719	Syab.g_00398
OG0001177	Praa.g_01722	Syab.g_00396
OG0001178	Praa.g_01727	Syab.g_02263
OG0001179	Praa.g_01759	Syab.g_00427
OG0001180	Praa.g_01781	Syab.g_00453
OG0001181	Praa.g_01785	Syab.g_00457
OG0001182	Praa.g_01792	Syab.g_00467
OG0001183	Praa.g_01797	Syab.g_00474
OG0001184	Praa.g_01813	Syab.g_00196
OG0001185	Praa.g_01827	Syab.g_00119
OG0001186	Praa.g_01850	Syab.g_00085
OG0001187	Praa.g_01854	Syab.g_00081
OG0001188	Praa.g_01857	Syab.g_00079
OG0001189	Praa.g_01874	Syab.g_00058
OG0001190	Praa.g_01878	Syab.g_02755
OG0001191	Praa.g_01888	Syab.g_02771
OG0001192	Praa.g_01892	Syab.g_02778
OG0001193	Praa.g_01902	Syab.g_02827
OG0001194	Praa.g_01903	Syab.g_02833
OG0001195	Praa.g_01904	Syab.g_02834
OG0001196	Praa.g_01917	Syab.g_02896
OG0001197	Praa.g_01918	Syab.g_02898
OG0001198	Praa.g_01925	Syab.g_02911
OG0001199	Praa.g_00074	Syab.g_02440
OG0001200	Praa.g_00076	Syab.g_02442
OG0001201	Praa.g_00108	Syab.g_02501
OG0001202	Praa.g_00199	Syab.g_02635
OG0001203	Praa.g_00238	Syab.g_02369
OG0001204	Praa.g_00243	Syab.g_00353
OG0001205	Praa.g_00444	Syab.g_00593
OG0001206	Praa.g_00462	Syab.g_00641
OG0001207	Praa.g_00477	Syab.g_02088
OG0001208	Praa.g_00482	Syab.g_02098
OG0001209	Praa.g_00535	Syab.g_02038
OG0001210	Praa.g_00540	Syab.g_02030
OG0001211	Praa.g_00551	Syab.g_02013
OG0001212	Praa.g_00596	Syab.g_01955
OG0001213	Praa.g_00629	Syab.g_01886
OG0001214	Praa.g_00637	Syab.g_01872
OG0001215	Praa.g_00690	Syab.g_01171
OG0001216	Praa.g_00713	Syab.g_01269
OG0001217	Praa.g_00751	Syab.g_01464
OG0001218	Praa.g_00758	Syab.g_00723
OG0001220	Praa.g_00856	Syab.g_01737
OG0001221	Praa.g_00918	Syab.g_01607
OG0001222	Praa.g_00956	Syab.g_01396
OG0001223	Praa.g_00982	Syab.g_01345
OG0001224	Praa.g_01035	Syab.g_01214
OG0001225	Praa.g_01037	Syab.g_01212
OG0001226	Praa.g_01064	Syab.g_02450
OG0001227	Praa.g_01083	Syab.g_00891
OG0001228	Praa.g_01204	Syab.g_01697
OG0001229	Praa.g_01364	Syab.g_01184
OG0001230	Praa.g_01468	Syab.g_00791
OG0001231	Praa.g_01574	Syab.g_00017
OG0001232	Praa.g_01658	Syab.g_02306
OG0001233	Praa.g_01679	Syab.g_02329
OG0001234	Praa.g_01714	Syab.g_00385
OG0001235	Praa.g_01724	Syab.g_00391
OG0001236	Praa.g_01810	Syab.g_00200
OG0001237	Praa.g_01814	Syab.g_00192
OG0001238	Praa.g_01889	Syab.g_02773
OG0001239	Praa.g_00071	Syab.g_02437
OG0001240	Praa.g_00093	Syab.g_02484
OG0001241	Praa.g_00101	Syab.g_02494
OG0001242	Praa.g_00119	Syab.g_02525
OG0001243	Praa.g_00125	Syab.g_02533
OG0001244	Praa.g_00141	Syab.g_02561
OG0001245	Praa.g_00379	Syab.g_01762
OG0001246	Praa.g_00504	Syab.g_02126
OG0001247	Praa.g_00683	Syab.g_02825
OG0001248	Praa.g_00685	Syab.g_01163
OG0001249	Praa.g_00780	Syab.g_00514
OG0001250	Praa.g_00845	Syab.g_01714
OG0001251	Praa.g_00893	Syab.g_01816
OG0001252	Praa.g_01030	Syab.g_01228
OG0001253	Praa.g_01084	Syab.g_01761
OG0001254	Praa.g_01129	Syab.g_01749
OG0001255	Praa.g_01144	Syab.g_01846
OG0001256	Praa.g_01567	Syab.g_02238
OG0001257	Praa.g_01573	Syab.g_01610
OG0001258	Praa.g_01632	Syab.g_02250
OG0001259	Praa.g_01677	Syab.g_02327
OG0001260	Praa.g_01694	Syab.g_02350
OG0001261	Praa.g_01767	Syab.g_00436
OG0001262	Praa.g_01872	Syab.g_00060
OG0001265	Praa.g_00118	Syab.g_02523
OG0001266	Praa.g_00203	Syab.g_02639
OG0001267	Praa.g_00280	Syab.g_00295
OG0001268	Praa.g_00339	Syab.g_00529
OG0001269	Praa.g_00358	Syab.g_01809
OG0001270	Praa.g_00434	Syab.g_00579
OG0001271	Praa.g_00472	Syab.g_00694
OG0001272	Praa.g_00486	Syab.g_02102
OG0001273	Praa.g_00631	Syab.g_01878
OG0001274	Praa.g_00703	Syab.g_02706
OG0001275	Praa.g_00992	Syab.g_01330
OG0001276	Praa.g_01014	Syab.g_01313
OG0001277	Praa.g_01072	Syab.g_02163
OG0001278	Praa.g_01209	Syab.g_01152
OG0001279	Praa.g_01257	Syab.g_01807
OG0001280	Praa.g_01317	Syab.g_00918
OG0001281	Praa.g_01323	Syab.g_00906
OG0001282	Praa.g_01367	Syab.g_02086
OG0001283	Praa.g_01386	Syab.g_02885
OG0001284	Praa.g_01547	Syab.g_02211
OG0001285	Praa.g_01661	Syab.g_02309
OG0001286	Praa.g_01779	Syab.g_00451
OG0001287	Praa.g_01834	Syab.g_00111
OG0001288	Praa.g_01843	Syab.g_00094
OG0001289	Praa.g_00087	Syab.g_02465
OG0001290	Praa.g_00100	Syab.g_02493
OG0001291	Praa.g_00135	Syab.g_02546
OG0001292	Praa.g_00248	Syab.g_00348
OG0001293	Praa.g_00261	Syab.g_00322
OG0001294	Praa.g_00377	Syab.g_01564
OG0001295	Praa.g_00467	Syab.g_01215
OG0001296	Praa.g_00509	Syab.g_02132
OG0001297	Praa.g_00514	Syab.g_02136
OG0001298	Praa.g_00577	Syab.g_01980
OG0001299	Praa.g_00666	Syab.g_01557
OG0001300	Praa.g_00693	Syab.g_01180
OG0001301	Praa.g_00696	Syab.g_01197
OG0001302	Praa.g_00789	Syab.g_01844
OG0001303	Praa.g_00996	Syab.g_01424
OG0001304	Praa.g_01024	Syab.g_01298
OG0001305	Praa.g_01043	Syab.g_01204
OG0001306	Praa.g_01146	Syab.g_00941
OG0001307	Praa.g_01349	Syab.g_01552
OG0001308	Praa.g_01486	Syab.g_00759
OG0001309	Praa.g_01571	Syab.g_02142
OG0001310	Praa.g_01647	Syab.g_02288
OG0001315	Praa.g_00062	Syab.g_00472
OG0001316	Praa.g_00140	Syab.g_02552
OG0001317	Praa.g_00234	Syab.g_02373
OG0001318	Praa.g_00256	Syab.g_00333
OG0001319	Praa.g_00272	Syab.g_00306
OG0001321	Praa.g_00450	Syab.g_00616
OG0001322	Praa.g_00451	Syab.g_00617
OG0001323	Praa.g_00519	Syab.g_02145
OG0001324	Praa.g_00694	Syab.g_01181
OG0001325	Praa.g_00716	Syab.g_01273
OG0001326	Praa.g_00881	Syab.g_02841
OG0001327	Praa.g_01055	Syab.g_01643
OG0001328	Praa.g_01082	Syab.g_01616
OG0001329	Praa.g_01123	Syab.g_00361
OG0001330	Praa.g_01289	Syab.g_00925
OG0001331	Praa.g_01372	Syab.g_02081
OG0001332	Praa.g_01519	Syab.g_02165
OG0001333	Praa.g_01673	Syab.g_02323
OG0001334	Praa.g_01800	Syab.g_00483
OG0001335	Praa.g_01801	Syab.g_00484
OG0001336	Praa.g_01914	Syab.g_02886
OG0001339	Praa.g_00103	Syab.g_02496
OG0001340	Praa.g_00328	Syab.g_00503
OG0001341	Praa.g_00749	Syab.g_01779
OG0001343	Praa.g_00890	Syab.g_00359
OG0001344	Praa.g_01163	Syab.g_00974
OG0001345	Praa.g_01178	Syab.g_01008
OG0001346	Praa.g_01319	Syab.g_00914
OG0001348	Praa.g_01595	Syab.g_01258
OG0001349	Praa.g_01624, Praa.g_01794	Syab.g_00150
OG0001351	Praa.g_00453	Syab.g_00625
OG0001353	Praa.g_00836	Syab.g_01702
OG0001354	Praa.g_00974	Syab.g_01358
OG0001358	Praa.g_00620	Syab.g_01900
OG0001359	Praa.g_00891	Syab.g_00360
OG0001360	Praa.g_01085	Syab.g_01010
OG0001361	Praa.g_01175	Syab.g_00154, Syab.g_01005
OG0001362	Praa.g_01490	Syab.g_00754
OG0001363	Praa.g_01492	Syab.g_00752
OG0001364	Praa.g_01803	Syab.g_00211
OG0001365	Praa.g_01882	Syab.g_02760
OG0001369	Praa.g_00092	Syab.g_02483
OG0001370	Praa.g_00459	Syab.g_01831
OG0001373	Praa.g_00880	Syab.g_02840
OG0001374	Praa.g_00888	Syab.g_02848
OG0001375	Praa.g_00889	Syab.g_00358
OG0001376	Praa.g_01049	Syab.g_02782
OG0001377	Praa.g_01050	Syab.g_02781
OG0001378	Praa.g_01094	Syab.g_00578
OG0001379	Praa.g_01312	Syab.g_00923
OG0001381	Praa.g_01360	Syab.g_01937
OG0001382	Praa.g_01587	Syab.g_00393
OG0001385	Praa.g_00877	Syab.g_02837
OG0001386	Praa.g_00878	Syab.g_02838
OG0001387	Praa.g_00879	Syab.g_02839
OG0001388	Praa.g_00882	Syab.g_02842
OG0001389	Praa.g_00883	Syab.g_02843
OG0001390	Praa.g_00884	Syab.g_02844
OG0001391	Praa.g_00885	Syab.g_02845
OG0001392	Praa.g_00886	Syab.g_02846
OG0001393	Praa.g_00887	Syab.g_02847
OG0001394	Praa.g_00922	Syab.g_01599
OG0001397	Praa.g_01491	Syab.g_00753
OG0001398	Praa.g_01601	Syab.g_02457
OG0001404	Praa.g_00068	Syab.g_02433
OG0001405	Praa.g_00326	Syab.g_00486
OG0001406	Praa.g_01048	Syab.g_02783
OG0001407	Praa.g_01062	Syab.g_01158
OG0001408	Praa.g_01067	Syab.g_01826
OG0001409	Praa.g_01166	Syab.g_00988
OG0001410	Praa.g_01350	Syab.g_01550
OG0001411	Praa.g_01397	Syab.g_00147
OG0001412	Praa.g_01428	Syab.g_02829
OG0001413	Praa.g_01562	Syab.g_01812
OG0001414	Praa.g_00229	Syab.g_01938
OG0001415	Praa.g_00231	Syab.g_02471
OG0001416	Praa.g_00458	Syab.g_00909
OG0001417	Praa.g_00469	Syab.g_01359
OG0001419	Praa.g_01063	Syab.g_01159
OG0001420	Praa.g_01103	Syab.g_02155
OG0001428	Praa.g_00172	Syab.g_02594
OG0001429	Praa.g_00792	Syab.g_01423
OG0001430	Praa.g_01284	Syab.g_02743
OG0001432	Praa.g_01560	Syab.g_01818
OG0001438	Praa.g_00293	Syab.g_00280
OG0001439	Praa.g_00307	Syab.g_00248
OG0001442	Praa.g_00741	Syab.g_01583
OG0001447	Praa.g_00126	Syab.g_02534
OG0001448	Praa.g_00366	Syab.g_01789
OG0001449	Praa.g_00393	Syab.g_00357
OG0001450	Praa.g_00687	Syab.g_01081
OG0001452	Praa.g_00894	Syab.g_00338
OG0001454	Praa.g_01078	Syab.g_01808
OG0001456	Praa.g_01137	Syab.g_02850
OG0001457	Praa.g_01138	Syab.g_02851
OG0001458	Praa.g_01139	Syab.g_02852
OG0001462	Praa.g_00034	Syab.g_00042
OG0001463	Praa.g_00286	Syab.g_01104
OG0001467	Praa.g_00781	Syab.g_00805
OG0001471	Praa.g_01563	Syab.g_00253
OG0001472	Praa.g_01570	Syab.g_01800
OG0001473	Praa.g_01851	Syab.g_01813
OG0001479	Praa.g_00337	Syab.g_00527
OG0001480	Praa.g_00368	Syab.g_01836
OG0001481	Praa.g_00372	Syab.g_00621
OG0001482	Praa.g_00456	Syab.g_01349
OG0001484	Praa.g_01296	Syab.g_02849
OG0001492	Praa.g_01206	Syab.g_01155
OG0001493	Praa.g_01214	Syab.g_01147
OG0001494	Praa.g_01422	Syab.g_00180
OG0001499	Praa.g_00061	Syab.g_01112
OG0001502	Praa.g_00772	Syab.g_01733
OG0001505	Praa.g_01411	Syab.g_00189
OG0001520	Praa.g_00388	Syab.g_01992
OG0001522	Praa.g_00837	Syab.g_01703
OG0001525	Praa.g_01579	Syab.g_01823
OG0001546	Praa.g_00524	Syab.g_02150
OG0001547	Praa.g_00774	Syab.g_01440
OG0001551	Praa.g_01136	Syab.g_01166
OG0001554	Praa.g_01569	Syab.g_02753
OG0001555	Praa.g_01583	Syab.g_02418
OG0001565	Praa.g_00416	Syab.g_01837
OG0001567	Praa.g_00773	Syab.g_01441
OG0001568	Praa.g_00775	Syab.g_01439
OG0001570	Praa.g_01106	Syab.g_01443
OG0001572	Praa.g_01251	Syab.g_02215
OG0001582	Praa.g_00468	Syab.g_01881
OG0001586	Praa.g_01336	Syab.g_00181
OG0001625	Praa.g_00258	Syab.g_00328
OG0001627	Praa.g_00755	Syab.g_02167
OG0001647	Praa.g_00273	Syab.g_00304
OG0001666	Praa.g_01272	Syab.g_01471
OG0001704	Praa.g_00060, Praa.g_01225	Syab.g_02425
OG0001709	Praa.g_01398	Syab.g_00162
OG0001745	Praa.g_01559	Syab.g_01769
OG0001922	Praa.g_01333	Syab.g_00153
OG0002092	Praa.g_01227	Syab.g_02904
OG0002622	Praa.g_01449	Syab.g_01473
OG0003335	Praa.g_00384	Syab.g_00143
