Orthogroup	Praa	Syai
OG0001176	Praa.g_01719	Syai.g_00352
OG0001177	Praa.g_01722	Syai.g_00350
OG0001178	Praa.g_01727	Syai.g_02383
OG0001179	Praa.g_01759	Syai.g_00385
OG0001180	Praa.g_01781	Syai.g_00410
OG0001181	Praa.g_01785	Syai.g_00414
OG0001182	Praa.g_01792	Syai.g_00423
OG0001183	Praa.g_01797	Syai.g_00429
OG0001184	Praa.g_01813	Syai.g_00156
OG0001185	Praa.g_01827	Syai.g_00117
OG0001186	Praa.g_01850	Syai.g_00084
OG0001187	Praa.g_01854	Syai.g_00081
OG0001188	Praa.g_01857	Syai.g_00078
OG0001189	Praa.g_01874	Syai.g_00061
OG0001190	Praa.g_01878	Syai.g_02776
OG0001191	Praa.g_01888	Syai.g_02788
OG0001192	Praa.g_01892	Syai.g_02793
OG0001193	Praa.g_01902	Syai.g_02835
OG0001194	Praa.g_01903	Syai.g_02838
OG0001195	Praa.g_01904	Syai.g_02839
OG0001196	Praa.g_01917	Syai.g_02913
OG0001197	Praa.g_01918	Syai.g_02915
OG0001198	Praa.g_01925	Syai.g_02930
OG0001199	Praa.g_00074	Syai.g_02480
OG0001200	Praa.g_00076	Syai.g_02482
OG0001202	Praa.g_00199	Syai.g_02674
OG0001203	Praa.g_00238	Syai.g_00540
OG0001204	Praa.g_00243	Syai.g_00312
OG0001205	Praa.g_00444	Syai.g_02212
OG0001206	Praa.g_00462	Syai.g_00853
OG0001207	Praa.g_00477	Syai.g_00629
OG0001208	Praa.g_00482	Syai.g_00640
OG0001209	Praa.g_00535	Syai.g_00711
OG0001210	Praa.g_00540	Syai.g_00720
OG0001211	Praa.g_00551	Syai.g_00735
OG0001212	Praa.g_00596	Syai.g_00799
OG0001213	Praa.g_00629	Syai.g_01082
OG0001214	Praa.g_00637	Syai.g_01106
OG0001215	Praa.g_00690	Syai.g_01958
OG0001216	Praa.g_00713	Syai.g_01388
OG0001217	Praa.g_00751	Syai.g_01185
OG0001218	Praa.g_00758	Syai.g_00893
OG0001219	Praa.g_00791	Syai.g_01561
OG0001220	Praa.g_00856	Syai.g_02087
OG0001221	Praa.g_00918	Syai.g_01284
OG0001222	Praa.g_00956	Syai.g_01516
OG0001223	Praa.g_00982	Syai.g_01463
OG0001224	Praa.g_01035	Syai.g_02011
OG0001225	Praa.g_01037	Syai.g_02009
OG0001226	Praa.g_01064	Syai.g_01154
OG0001227	Praa.g_01083	Syai.g_02806
OG0001228	Praa.g_01204	Syai.g_02218
OG0001229	Praa.g_01364	Syai.g_01986
OG0001230	Praa.g_01468	Syai.g_00964
OG0001231	Praa.g_01574	Syai.g_00017
OG0001232	Praa.g_01658	Syai.g_02410
OG0001233	Praa.g_01679	Syai.g_02261
OG0001234	Praa.g_01714	Syai.g_00337
OG0001235	Praa.g_01724	Syai.g_00343
OG0001236	Praa.g_01810	Syai.g_00159
OG0001237	Praa.g_01814	Syai.g_00137
OG0001238	Praa.g_01889	Syai.g_02789
OG0001239	Praa.g_00071	Syai.g_02477
OG0001240	Praa.g_00093	Syai.g_02527
OG0001241	Praa.g_00101	Syai.g_02537
OG0001242	Praa.g_00119	Syai.g_02566
OG0001243	Praa.g_00125	Syai.g_02573
OG0001244	Praa.g_00141	Syai.g_02605
OG0001245	Praa.g_00379	Syai.g_02091
OG0001246	Praa.g_00504	Syai.g_00666
OG0001247	Praa.g_00683	Syai.g_01380
OG0001248	Praa.g_00685	Syai.g_01377
OG0001249	Praa.g_00780	Syai.g_00464
OG0001250	Praa.g_00845	Syai.g_02053
OG0001251	Praa.g_00893	Syai.g_02845
OG0001252	Praa.g_01030	Syai.g_02018
OG0001254	Praa.g_01129	Syai.g_01744
OG0001255	Praa.g_01144	Syai.g_01915
OG0001256	Praa.g_01567	Syai.g_02362
OG0001257	Praa.g_01573	Syai.g_00848
OG0001258	Praa.g_01632	Syai.g_02372
OG0001259	Praa.g_01677	Syai.g_02259
OG0001260	Praa.g_01694	Syai.g_02281
OG0001261	Praa.g_01767	Syai.g_00394
OG0001262	Praa.g_01872	Syai.g_00063
OG0001265	Praa.g_00118	Syai.g_02563
OG0001266	Praa.g_00203	Syai.g_02679
OG0001267	Praa.g_00280	Syai.g_00259
OG0001268	Praa.g_00339	Syai.g_00492
OG0001269	Praa.g_00358	Syai.g_01699
OG0001270	Praa.g_00434	Syai.g_02231
OG0001271	Praa.g_00472	Syai.g_00862
OG0001272	Praa.g_00486	Syai.g_00644
OG0001273	Praa.g_00631	Syai.g_01099
OG0001274	Praa.g_00703	Syai.g_02706
OG0001275	Praa.g_00992	Syai.g_01447
OG0001276	Praa.g_01014	Syai.g_01431
OG0001277	Praa.g_01072	Syai.g_02899
OG0001278	Praa.g_01209	Syai.g_01799
OG0001279	Praa.g_01257	Syai.g_00991
OG0001280	Praa.g_01317	Syai.g_02176
OG0001281	Praa.g_01323	Syai.g_02186
OG0001282	Praa.g_01367	Syai.g_00627
OG0001283	Praa.g_01386	Syai.g_02908
OG0001284	Praa.g_01547	Syai.g_02338
OG0001285	Praa.g_01661	Syai.g_02866
OG0001286	Praa.g_01779	Syai.g_00408
OG0001287	Praa.g_01834	Syai.g_00109
OG0001289	Praa.g_00087	Syai.g_02504
OG0001290	Praa.g_00100	Syai.g_02536
OG0001291	Praa.g_00135	Syai.g_02587
OG0001292	Praa.g_00248	Syai.g_00306
OG0001293	Praa.g_00261	Syai.g_00285
OG0001294	Praa.g_00377	Syai.g_01242
OG0001295	Praa.g_00467	Syai.g_00722
OG0001296	Praa.g_00509	Syai.g_00672
OG0001297	Praa.g_00514	Syai.g_00676
OG0001298	Praa.g_00577	Syai.g_00773
OG0001299	Praa.g_00666	Syai.g_01236
OG0001300	Praa.g_00693	Syai.g_01982
OG0001301	Praa.g_00696	Syai.g_01995
OG0001302	Praa.g_00789	Syai.g_01142
OG0001303	Praa.g_00996	Syai.g_01559
OG0001304	Praa.g_01024	Syai.g_01418
OG0001305	Praa.g_01043	Syai.g_02001
OG0001306	Praa.g_01146	Syai.g_02160
OG0001307	Praa.g_01349	Syai.g_01717
OG0001308	Praa.g_01486	Syai.g_00943
OG0001309	Praa.g_01571	Syai.g_00682
OG0001315	Praa.g_00062	Syai.g_00427
OG0001316	Praa.g_00140	Syai.g_02593
OG0001317	Praa.g_00234	Syai.g_00534
OG0001318	Praa.g_00256	Syai.g_00293
OG0001319	Praa.g_00272	Syai.g_00270
OG0001321	Praa.g_00450	Syai.g_02195
OG0001322	Praa.g_00451	Syai.g_02194
OG0001323	Praa.g_00519	Syai.g_00685
OG0001324	Praa.g_00694	Syai.g_01983
OG0001325	Praa.g_00716	Syai.g_01392
OG0001326	Praa.g_00881	Syai.g_02856
OG0001327	Praa.g_01055	Syai.g_01250
OG0001328	Praa.g_01082	Syai.g_01278
OG0001330	Praa.g_01289	Syai.g_02167
OG0001331	Praa.g_01372	Syai.g_00622
OG0001332	Praa.g_01519	Syai.g_02293
OG0001333	Praa.g_01673	Syai.g_02255
OG0001334	Praa.g_01800	Syai.g_00438
OG0001335	Praa.g_01801	Syai.g_00439
OG0001336	Praa.g_01914	Syai.g_02909
OG0001339	Praa.g_00103	Syai.g_02539
OG0001340	Praa.g_00328	Syai.g_00453
OG0001343	Praa.g_00890	Syai.g_02842
OG0001344	Praa.g_01163	Syai.g_02139
OG0001345	Praa.g_01178	Syai.g_02110
OG0001346	Praa.g_01319	Syai.g_02180
OG0001348	Praa.g_01595	Syai.g_02033
OG0001349	Praa.g_01624, Praa.g_01794	Syai.g_02417
OG0001351	Praa.g_00453	Syai.g_00843
OG0001352	Praa.g_00680	Syai.g_00700
OG0001353	Praa.g_00836	Syai.g_02042
OG0001354	Praa.g_00974	Syai.g_01477
OG0001355	Praa.g_01605	Syai.g_01698
OG0001359	Praa.g_00891	Syai.g_02841
OG0001360	Praa.g_01085	Syai.g_02107
OG0001361	Praa.g_01175	Syai.g_02113
OG0001362	Praa.g_01490	Syai.g_00938
OG0001363	Praa.g_01492	Syai.g_00936
OG0001364	Praa.g_01803	Syai.g_00173
OG0001370	Praa.g_00459	Syai.g_02317
OG0001373	Praa.g_00880	Syai.g_02855
OG0001374	Praa.g_00888	Syai.g_02863
OG0001375	Praa.g_00889	Syai.g_02843
OG0001376	Praa.g_01049	Syai.g_02795
OG0001377	Praa.g_01050	Syai.g_02794
OG0001378	Praa.g_01094	Syai.g_02232
OG0001379	Praa.g_01312	Syai.g_02169
OG0001380	Praa.g_01354	Syai.g_01168
OG0001381	Praa.g_01360	Syai.g_02819, Syai.g_01723
OG0001385	Praa.g_00877	Syai.g_02852
OG0001386	Praa.g_00878	Syai.g_02853
OG0001387	Praa.g_00879	Syai.g_02854
OG0001388	Praa.g_00882	Syai.g_02857
OG0001389	Praa.g_00883	Syai.g_02858
OG0001390	Praa.g_00884	Syai.g_02859
OG0001391	Praa.g_00885	Syai.g_02860
OG0001392	Praa.g_00886	Syai.g_02861
OG0001393	Praa.g_00887	Syai.g_02862
OG0001394	Praa.g_00922	Syai.g_01290
OG0001395	Praa.g_01026	Syai.g_01410
OG0001397	Praa.g_01491	Syai.g_00937
OG0001398	Praa.g_01601	Syai.g_01587
OG0001404	Praa.g_00068	Syai.g_02473
OG0001405	Praa.g_00326	Syai.g_00441
OG0001406	Praa.g_01048	Syai.g_02796
OG0001407	Praa.g_01062	Syai.g_00701
OG0001408	Praa.g_01067	Syai.g_01831
OG0001413	Praa.g_01562	Syai.g_01148
OG0001414	Praa.g_00229	Syai.g_01722
OG0001416	Praa.g_00458	Syai.g_02183
OG0001417	Praa.g_00469	Syai.g_01478
OG0001419	Praa.g_01063	Syai.g_00702
OG0001420	Praa.g_01103	Syai.g_00697
OG0001421	Praa.g_01568	Syai.g_01621
OG0001422	Praa.g_01593	Syai.g_02171
OG0001428	Praa.g_00172	Syai.g_02637
OG0001430	Praa.g_01284	Syai.g_02768
OG0001432	Praa.g_01560	Syai.g_01943
OG0001438	Praa.g_00293	Syai.g_00244
OG0001439	Praa.g_00307	Syai.g_00219
OG0001441	Praa.g_00521	Syai.g_00687
OG0001442	Praa.g_00741	Syai.g_01305
OG0001446	Praa.g_00079	Syai.g_00832
OG0001447	Praa.g_00126	Syai.g_02574
OG0001448	Praa.g_00366	Syai.g_02808
OG0001449	Praa.g_00393	Syai.g_00315
OG0001452	Praa.g_00894	Syai.g_00298
OG0001453	Praa.g_00986	Syai.g_01455
OG0001454	Praa.g_01078	Syai.g_01153
OG0001456	Praa.g_01137	Syai.g_02873
OG0001457	Praa.g_01138	Syai.g_02874
OG0001458	Praa.g_01139	Syai.g_02875
OG0001459	Praa.g_01273	Syai.g_01712
OG0001462	Praa.g_00034	Syai.g_00045
OG0001465	Praa.g_00702	Syai.g_01384
OG0001467	Praa.g_00781	Syai.g_01141
OG0001468	Praa.g_01053	Syai.g_01144
OG0001471	Praa.g_01563	Syai.g_00224
OG0001472	Praa.g_01570	Syai.g_01931
OG0001473	Praa.g_01851	Syai.g_01130
OG0001479	Praa.g_00337	Syai.g_00490
OG0001480	Praa.g_00368	Syai.g_02088
OG0001482	Praa.g_00456	Syai.g_01468
OG0001484	Praa.g_01296	Syai.g_02864
OG0001492	Praa.g_01206	Syai.g_01796
OG0001493	Praa.g_01214	Syai.g_01820
OG0001495	Praa.g_01721	Syai.g_00349
OG0001499	Praa.g_00061	Syai.g_00831, Syai.g_01189
OG0001502	Praa.g_00772	Syai.g_02079
OG0001504	Praa.g_01274	Syai.g_01713
OG0001507	Praa.g_01619	Syai.g_01671
OG0001520	Praa.g_00388	Syai.g_00757
OG0001546	Praa.g_00524	Syai.g_00690
OG0001547	Praa.g_00774	Syai.g_01580
OG0001548	Praa.g_00778	Syai.g_01157
OG0001549	Praa.g_00863	Syai.g_02106
OG0001551	Praa.g_01136	Syai.g_02028
OG0001552	Praa.g_01223	Syai.g_01018
OG0001554	Praa.g_01569	Syai.g_02774
OG0001555	Praa.g_01583	Syai.g_01645
OG0001567	Praa.g_00773	Syai.g_01581
OG0001568	Praa.g_00775	Syai.g_01578
OG0001572	Praa.g_01251	Syai.g_00564
OG0001582	Praa.g_00468	Syai.g_01500
OG0001585	Praa.g_01262	Syai.g_01635
OG0001602	Praa.g_00701	Syai.g_01383
OG0001625	Praa.g_00258	Syai.g_00291
OG0001633	Praa.g_01363	Syai.g_00995
OG0001647	Praa.g_00273	Syai.g_00268
OG0001667	Praa.g_01292	Syai.g_01923
OG0002063	Praa.g_00403	Syai.g_01856, Syai.g_01833
OG0002416	Praa.g_01219	Syai.g_01181
OG0002692	Praa.g_01603	Syai.g_01618
