Orthogroup	Praa	Syao
OG0001189	Praa.g_01874	Syao.g_02215
OG0001190	Praa.g_01878	Syao.g_02436
OG0001191	Praa.g_01888	Syao.g_02449
OG0001192	Praa.g_01892	Syao.g_02367
OG0001193	Praa.g_01902	Syao.g_02284
OG0001194	Praa.g_01903	Syao.g_02285
OG0001195	Praa.g_01904	Syao.g_02286
OG0001196	Praa.g_01917	Syao.g_02341
OG0001197	Praa.g_01918	Syao.g_02343
OG0001198	Praa.g_01925	Syao.g_02158
OG0001199	Praa.g_00074	Syao.g_02623
OG0001200	Praa.g_00076	Syao.g_02625
OG0001201	Praa.g_00108	Syao.g_02601
OG0001202	Praa.g_00199	Syao.g_02461
OG0001203	Praa.g_00238	Syao.g_00296, Syao.g_01705
OG0001204	Praa.g_00243	Syao.g_02117
OG0001205	Praa.g_00444	Syao.g_01620
OG0001206	Praa.g_00462	Syao.g_02701, Syao.g_02702
OG0001207	Praa.g_00477	Syao.g_00035
OG0001208	Praa.g_00482	Syao.g_00026
OG0001209	Praa.g_00535	Syao.g_01415
OG0001210	Praa.g_00540	Syao.g_00882
OG0001211	Praa.g_00551	Syao.g_00861
OG0001212	Praa.g_00596	Syao.g_01001
OG0001213	Praa.g_00629	Syao.g_01322
OG0001214	Praa.g_00637	Syao.g_00896
OG0001215	Praa.g_00690	Syao.g_00700
OG0001216	Praa.g_00713	Syao.g_00492
OG0001218	Praa.g_00758	Syao.g_00092
OG0001219	Praa.g_00791	Syao.g_00651
OG0001220	Praa.g_00856	Syao.g_00393
OG0001221	Praa.g_00918	Syao.g_01657
OG0001222	Praa.g_00956	Syao.g_00687
OG0001223	Praa.g_00982	Syao.g_00820
OG0001224	Praa.g_01035	Syao.g_00427
OG0001226	Praa.g_01064	Syao.g_02633
OG0001227	Praa.g_01083	Syao.g_01047
OG0001228	Praa.g_01204	Syao.g_02256
OG0001229	Praa.g_01364	Syao.g_00220
OG0001230	Praa.g_01468	Syao.g_01503
OG0001231	Praa.g_01574	Syao.g_02254
OG0001232	Praa.g_01658	Syao.g_01664
OG0001233	Praa.g_01679	Syao.g_01643
OG0001234	Praa.g_01714	Syao.g_02035
OG0001235	Praa.g_01724	Syao.g_01863
OG0001236	Praa.g_01810	Syao.g_02261
OG0001237	Praa.g_01814	Syao.g_02265
OG0001238	Praa.g_01889	Syao.g_02451
OG0001239	Praa.g_00071	Syao.g_02620
OG0001240	Praa.g_00093	Syao.g_02669
OG0001242	Praa.g_00119	Syao.g_02576
OG0001243	Praa.g_00125	Syao.g_02584
OG0001244	Praa.g_00141	Syao.g_02477
OG0001245	Praa.g_00379	Syao.g_00362
OG0001247	Praa.g_00683	Syao.g_00390
OG0001249	Praa.g_00780	Syao.g_01882
OG0001250	Praa.g_00845	Syao.g_00556
OG0001251	Praa.g_00893	Syao.g_00641
OG0001252	Praa.g_01030	Syao.g_00507
OG0001253	Praa.g_01084	Syao.g_01220
OG0001254	Praa.g_01129	Syao.g_01426
OG0001255	Praa.g_01144	Syao.g_00920
OG0001256	Praa.g_01567	Syao.g_01572
OG0001258	Praa.g_01632	Syao.g_01561
OG0001259	Praa.g_01677	Syao.g_01645
OG0001260	Praa.g_01694	Syao.g_01623
OG0001261	Praa.g_01767	Syao.g_01814
OG0001262	Praa.g_01872	Syao.g_02213
OG0001265	Praa.g_00118	Syao.g_02574
OG0001266	Praa.g_00203	Syao.g_02465
OG0001267	Praa.g_00280	Syao.g_02063
OG0001268	Praa.g_00339	Syao.g_01871
OG0001270	Praa.g_00434	Syao.g_01733
OG0001271	Praa.g_00472	Syao.g_02685
OG0001272	Praa.g_00486	Syao.g_00120
OG0001274	Praa.g_00703	Syao.g_02401
OG0001275	Praa.g_00992	Syao.g_00806
OG0001276	Praa.g_01014	Syao.g_00450
OG0001277	Praa.g_01072	Syao.g_01334
OG0001278	Praa.g_01209	Syao.g_00265
OG0001279	Praa.g_01257	Syao.g_01528
OG0001281	Praa.g_01323	Syao.g_01454
OG0001282	Praa.g_01367	Syao.g_00037
OG0001283	Praa.g_01386	Syao.g_02335
OG0001284	Praa.g_01547	Syao.g_01587
OG0001285	Praa.g_01661	Syao.g_01010
OG0001286	Praa.g_01779	Syao.g_01835
OG0001288	Praa.g_01843	Syao.g_02187
OG0001289	Praa.g_00087	Syao.g_02649
OG0001291	Praa.g_00135	Syao.g_02551
OG0001292	Praa.g_00248	Syao.g_02111
OG0001293	Praa.g_00261	Syao.g_02091
OG0001294	Praa.g_00377	Syao.g_00948
OG0001295	Praa.g_00467	Syao.g_00878
OG0001296	Praa.g_00509	Syao.g_00163
OG0001297	Praa.g_00514	Syao.g_00159
OG0001298	Praa.g_00577	Syao.g_01043
OG0001299	Praa.g_00666	Syao.g_00942
OG0001302	Praa.g_00789	Syao.g_02711
OG0001303	Praa.g_00996	Syao.g_00649
OG0001304	Praa.g_01024	Syao.g_00466
OG0001305	Praa.g_01043	Syao.g_00382
OG0001306	Praa.g_01146	Syao.g_00141
OG0001308	Praa.g_01486	Syao.g_01500
OG0001310	Praa.g_01647	Syao.g_01681
OG0001315	Praa.g_00062	Syao.g_01853
OG0001317	Praa.g_00234	Syao.g_01701
OG0001318	Praa.g_00256	Syao.g_02099
OG0001319	Praa.g_00272	Syao.g_02075
OG0001323	Praa.g_00519	Syao.g_01392
OG0001325	Praa.g_00716	Syao.g_00487
OG0001326	Praa.g_00881	Syao.g_02293
OG0001327	Praa.g_01055	Syao.g_00953
OG0001328	Praa.g_01082	Syao.g_00198
OG0001329	Praa.g_01123	Syao.g_00876
OG0001330	Praa.g_01289	Syao.g_01444
OG0001331	Praa.g_01372	Syao.g_00042
OG0001332	Praa.g_01519	Syao.g_01244
OG0001333	Praa.g_01673	Syao.g_01649
OG0001335	Praa.g_01801	Syao.g_01913
OG0001336	Praa.g_01914	Syao.g_02336
OG0001340	Praa.g_00328	Syao.g_01892
OG0001341	Praa.g_00749	Syao.g_00602
OG0001343	Praa.g_00890	Syao.g_01235
OG0001345	Praa.g_01178	Syao.g_00179
OG0001347	Praa.g_01429	Syao.g_02725
OG0001349	Praa.g_01624, Praa.g_01794	Syao.g_01074
OG0001351	Praa.g_00453	Syao.g_00060
OG0001353	Praa.g_00836	Syao.g_00439
OG0001354	Praa.g_00974	Syao.g_00833
OG0001358	Praa.g_00620	Syao.g_01343
OG0001359	Praa.g_00891	Syao.g_01234
OG0001360	Praa.g_01085	Syao.g_00177
OG0001361	Praa.g_01175	Syao.g_00182
OG0001364	Praa.g_01803	Syao.g_01969
OG0001365	Praa.g_01882	Syao.g_02441
OG0001369	Praa.g_00092	Syao.g_02668
OG0001371	Praa.g_00679	Syao.g_02638
OG0001372	Praa.g_00757	Syao.g_00368
OG0001373	Praa.g_00880	Syao.g_02291, Syao.g_02292
OG0001374	Praa.g_00888	Syao.g_02300
OG0001375	Praa.g_00889	Syao.g_01236
OG0001376	Praa.g_01049	Syao.g_00617
OG0001377	Praa.g_01050	Syao.g_00618
OG0001378	Praa.g_01094	Syao.g_01732
OG0001379	Praa.g_01312	Syao.g_01441
OG0001380	Praa.g_01354	Syao.g_00360
OG0001382	Praa.g_01587	Syao.g_00766
OG0001385	Praa.g_00877	Syao.g_02288
OG0001386	Praa.g_00878	Syao.g_02289
OG0001387	Praa.g_00879	Syao.g_02290
OG0001388	Praa.g_00882	Syao.g_02294
OG0001389	Praa.g_00883	Syao.g_02295
OG0001390	Praa.g_00884	Syao.g_02296
OG0001391	Praa.g_00885	Syao.g_02297
OG0001392	Praa.g_00886	Syao.g_02298
OG0001393	Praa.g_00887	Syao.g_02299
OG0001394	Praa.g_00922	Syao.g_00983
OG0001395	Praa.g_01026	Syao.g_00470
OG0001396	Praa.g_01430	Syao.g_02726
OG0001398	Praa.g_01601	Syao.g_02641
OG0001399	Praa.g_01716	Syao.g_01861
OG0001403	Praa.g_00030	Syao.g_02235
OG0001405	Praa.g_00326	Syao.g_01911
OG0001406	Praa.g_01048	Syao.g_00616
OG0001407	Praa.g_01062	Syao.g_00519
OG0001408	Praa.g_01067	Syao.g_01384
OG0001411	Praa.g_01397	Syao.g_01079, Syao.g_02007
OG0001412	Praa.g_01428	Syao.g_02122
OG0001415	Praa.g_00231	Syao.g_00999
OG0001416	Praa.g_00458	Syao.g_01223
OG0001417	Praa.g_00469	Syao.g_00657
OG0001418	Praa.g_00684	Syao.g_00212
OG0001419	Praa.g_01063	Syao.g_00520
OG0001420	Praa.g_01103	Syao.g_01403
OG0001422	Praa.g_01593	Syao.g_00284
OG0001429	Praa.g_00792	Syao.g_00648
OG0001432	Praa.g_01560	Syao.g_01219
OG0001437	Praa.g_00230	Syao.g_00998
OG0001438	Praa.g_00293	Syao.g_02049
OG0001439	Praa.g_00307	Syao.g_02026
OG0001441	Praa.g_00521	Syao.g_01394
OG0001442	Praa.g_00741	Syao.g_00738
OG0001447	Praa.g_00126	Syao.g_02585
OG0001449	Praa.g_00393	Syao.g_01691
OG0001452	Praa.g_00894	Syao.g_02104
OG0001453	Praa.g_00986	Syao.g_00814
OG0001454	Praa.g_01078	Syao.g_01295
OG0001456	Praa.g_01137	Syao.g_00708
OG0001457	Praa.g_01138	Syao.g_00709
OG0001458	Praa.g_01139	Syao.g_00710
OG0001459	Praa.g_01273	Syao.g_00583
OG0001462	Praa.g_00034	Syao.g_02228
OG0001467	Praa.g_00781	Syao.g_01225
OG0001468	Praa.g_01053	Syao.g_00604
OG0001471	Praa.g_01563	Syao.g_02031
OG0001473	Praa.g_01851	Syao.g_00621
OG0001479	Praa.g_00337	Syao.g_01873
OG0001492	Praa.g_01206	Syao.g_00268
OG0001493	Praa.g_01214	Syao.g_00260
OG0001495	Praa.g_01721	Syao.g_01803
OG0001502	Praa.g_00772	Syao.g_00526
OG0001505	Praa.g_01411	Syao.g_01138
OG0001507	Praa.g_01619	Syao.g_00874
OG0001520	Praa.g_00388	Syao.g_01044
OG0001522	Praa.g_00837	Syao.g_00568
OG0001525	Praa.g_01579	Syao.g_00881
OG0001526	Praa.g_01698, Praa.g_01611	Syao.g_02559
OG0001546	Praa.g_00524	Syao.g_01397
OG0001547	Praa.g_00774	Syao.g_00570
OG0001553	Praa.g_01473	Syao.g_01510
OG0001554	Praa.g_01569	Syao.g_00323
OG0001566	Praa.g_00676	Syao.g_01198
OG0001567	Praa.g_00773	Syao.g_00571
OG0001568	Praa.g_00775	Syao.g_00569
OG0001570	Praa.g_01106	Syao.g_00286
OG0001572	Praa.g_01251	Syao.g_00721
OG0001573	Praa.g_01434	Syao.g_00024
OG0001584	Praa.g_00937	Syao.g_00746
OG0001587	Praa.g_01696	Syao.g_01693
OG0001605	Praa.g_01007	Syao.g_01284
OG0001613	Praa.g_01795	Syao.g_01854
OG0001625	Praa.g_00258	Syao.g_02097
OG0001627	Praa.g_00755	Syao.g_01698
OG0001647	Praa.g_00273	Syao.g_02073
OG0001775	Praa.g_01065	Syao.g_00655
OG0002092	Praa.g_01227	Syao.g_01357
OG0002363	Praa.g_00428	Syao.g_02272
OG0002364	Praa.g_00793	Syao.g_00647
OG0002416	Praa.g_01219	Syao.g_00367
OG0002692	Praa.g_01603	Syao.g_00365
OG0003010	Praa.g_01400	Syao.g_01980
