Orthogroup	Praa	Syaf
OG0001138	Praa.g_01185	Syaf.g_01596
OG0001139	Praa.g_01186	Syaf.g_01594
OG0001140	Praa.g_01187	Syaf.g_01593
OG0001141	Praa.g_01188	Syaf.g_01592
OG0001142	Praa.g_01189	Syaf.g_01591
OG0001143	Praa.g_01196	Syaf.g_01583
OG0001144	Praa.g_01201	Syaf.g_01573
OG0001145	Praa.g_01310	Syaf.g_01267
OG0001146	Praa.g_01322	Syaf.g_01248
OG0001147	Praa.g_01352	Syaf.g_02489
OG0001148	Praa.g_01368	Syaf.g_02735
OG0001149	Praa.g_01369	Syaf.g_02736
OG0001150	Praa.g_01370	Syaf.g_02737
OG0001151	Praa.g_01381	Syaf.g_02750
OG0001152	Praa.g_01382	Syaf.g_02751
OG0001153	Praa.g_01508	Syaf.g_02463
OG0001154	Praa.g_01509	Syaf.g_02464
OG0001155	Praa.g_01521	Syaf.g_01107
OG0001156	Praa.g_01524	Syaf.g_01104
OG0001157	Praa.g_01525	Syaf.g_01103
OG0001158	Praa.g_01526	Syaf.g_01102
OG0001159	Praa.g_01527	Syaf.g_01101
OG0001160	Praa.g_01552	Syaf.g_01058
OG0001161	Praa.g_01565	Syaf.g_00617
OG0001162	Praa.g_01576	Syaf.g_02015
OG0001163	Praa.g_01627	Syaf.g_01050
OG0001164	Praa.g_01631	Syaf.g_01044
OG0001165	Praa.g_01634	Syaf.g_01039
OG0001166	Praa.g_01654	Syaf.g_01010
OG0001167	Praa.g_01672	Syaf.g_01182
OG0001168	Praa.g_01674	Syaf.g_01180
OG0001169	Praa.g_01676	Syaf.g_01178
OG0001170	Praa.g_01678	Syaf.g_01176
OG0001171	Praa.g_01688	Syaf.g_01166
OG0001172	Praa.g_01702	Syaf.g_00173
OG0001173	Praa.g_01703	Syaf.g_00172
OG0001174	Praa.g_01711	Syaf.g_00164
OG0001175	Praa.g_01712	Syaf.g_00163
OG0001176	Praa.g_01719	Syaf.g_00142
OG0001177	Praa.g_01722	Syaf.g_00144
OG0001178	Praa.g_01727	Syaf.g_01028
OG0001179	Praa.g_01759	Syaf.g_00112
OG0001180	Praa.g_01781	Syaf.g_00087
OG0001181	Praa.g_01785	Syaf.g_00083
OG0001182	Praa.g_01792	Syaf.g_00074
OG0001184	Praa.g_01813	Syaf.g_00360
OG0001185	Praa.g_01827	Syaf.g_00382
OG0001186	Praa.g_01850	Syaf.g_00418
OG0001187	Praa.g_01854	Syaf.g_00422
OG0001188	Praa.g_01857	Syaf.g_00425
OG0001189	Praa.g_01874	Syaf.g_00441
OG0001190	Praa.g_01878	Syaf.g_00646
OG0001191	Praa.g_01888	Syaf.g_00635
OG0001192	Praa.g_01892	Syaf.g_00630
OG0001193	Praa.g_01902	Syaf.g_00596
OG0001194	Praa.g_01903	Syaf.g_00594
OG0001195	Praa.g_01904	Syaf.g_00593
OG0001196	Praa.g_01917	Syaf.g_00519
OG0001197	Praa.g_01918	Syaf.g_00517
OG0001198	Praa.g_01925	Syaf.g_00501
OG0001199	Praa.g_00074	Syaf.g_00957
OG0001200	Praa.g_00076	Syaf.g_00955
OG0001201	Praa.g_00108	Syaf.g_00902
OG0001202	Praa.g_00199	Syaf.g_00764
OG0001203	Praa.g_00238	Syaf.g_02785
OG0001204	Praa.g_00243	Syaf.g_00185
OG0001205	Praa.g_00444	Syaf.g_01229
OG0001206	Praa.g_00462	Syaf.g_02530
OG0001207	Praa.g_00477	Syaf.g_02732
OG0001208	Praa.g_00482	Syaf.g_02719
OG0001209	Praa.g_00535	Syaf.g_02651
OG0001210	Praa.g_00540	Syaf.g_02642
OG0001211	Praa.g_00551	Syaf.g_02623
OG0001212	Praa.g_00596	Syaf.g_02563
OG0001213	Praa.g_00629	Syaf.g_02324
OG0001214	Praa.g_00637	Syaf.g_02308
OG0001215	Praa.g_00690	Syaf.g_01477
OG0001216	Praa.g_00713	Syaf.g_01980
OG0001217	Praa.g_00751	Syaf.g_02237
OG0001218	Praa.g_00758	Syaf.g_02473
OG0001219	Praa.g_00791	Syaf.g_01796
OG0001220	Praa.g_00856	Syaf.g_01335
OG0001221	Praa.g_00918	Syaf.g_02087
OG0001222	Praa.g_00956	Syaf.g_01848
OG0001223	Praa.g_00982	Syaf.g_01902
OG0001224	Praa.g_01035	Syaf.g_01438
OG0001225	Praa.g_01037	Syaf.g_01440
OG0001226	Praa.g_01064	Syaf.g_02262
OG0001227	Praa.g_01083	Syaf.g_00614
OG0001228	Praa.g_01204	Syaf.g_01223
OG0001229	Praa.g_01364	Syaf.g_01464
OG0001230	Praa.g_01468	Syaf.g_02404
OG0001231	Praa.g_01574	Syaf.g_00481
OG0001232	Praa.g_01658	Syaf.g_01000
OG0001234	Praa.g_01714	Syaf.g_00159
OG0001235	Praa.g_01724	Syaf.g_00150
OG0001236	Praa.g_01810	Syaf.g_00357
OG0001237	Praa.g_01814	Syaf.g_00362
OG0001238	Praa.g_01889	Syaf.g_00634
OG0001239	Praa.g_00071	Syaf.g_00960
OG0001240	Praa.g_00093	Syaf.g_00919
OG0001241	Praa.g_00101	Syaf.g_00909
OG0001242	Praa.g_00119	Syaf.g_00874
OG0001243	Praa.g_00125	Syaf.g_00867
OG0001244	Praa.g_00141	Syaf.g_00836
OG0001246	Praa.g_00504	Syaf.g_02693
OG0001247	Praa.g_00683	Syaf.g_02004
OG0001248	Praa.g_00685	Syaf.g_02012
OG0001250	Praa.g_00845	Syaf.g_01377
OG0001251	Praa.g_00893	Syaf.g_00588
OG0001252	Praa.g_01030	Syaf.g_01412
OG0001254	Praa.g_01129	Syaf.g_01617
OG0001255	Praa.g_01144	Syaf.g_01070
OG0001256	Praa.g_01567	Syaf.g_01051
OG0001257	Praa.g_01573	Syaf.g_02534
OG0001258	Praa.g_01632	Syaf.g_01041
OG0001259	Praa.g_01677	Syaf.g_01177
OG0001260	Praa.g_01694	Syaf.g_01155
OG0001261	Praa.g_01767	Syaf.g_00103
OG0001262	Praa.g_01872	Syaf.g_00439
OG0001264	Praa.g_00038, Praa.g_01221	Syaf.g_01234
OG0001265	Praa.g_00118	Syaf.g_00876
OG0001266	Praa.g_00203	Syaf.g_00760
OG0001267	Praa.g_00280	Syaf.g_00244
OG0001268	Praa.g_00339	Syaf.g_00017
OG0001269	Praa.g_00358	Syaf.g_01653
OG0001270	Praa.g_00434	Syaf.g_01210
OG0001271	Praa.g_00472	Syaf.g_02501
OG0001272	Praa.g_00486	Syaf.g_02715
OG0001273	Praa.g_00631	Syaf.g_02315
OG0001274	Praa.g_00703	Syaf.g_00707
OG0001275	Praa.g_00992	Syaf.g_01917
OG0001276	Praa.g_01014	Syaf.g_01933
OG0001277	Praa.g_01072	Syaf.g_00533
OG0001278	Praa.g_01209	Syaf.g_01562
OG0001279	Praa.g_01257	Syaf.g_02385
OG0001280	Praa.g_01317	Syaf.g_01257
OG0001281	Praa.g_01323	Syaf.g_01247
OG0001282	Praa.g_01367	Syaf.g_02734
OG0001283	Praa.g_01386	Syaf.g_02414, Syaf.g_00524
OG0001284	Praa.g_01547	Syaf.g_01073
OG0001285	Praa.g_01661	Syaf.g_00568
OG0001286	Praa.g_01779	Syaf.g_00089
OG0001287	Praa.g_01834	Syaf.g_00390
OG0001288	Praa.g_01843	Syaf.g_00408
OG0001289	Praa.g_00087	Syaf.g_00935
OG0001290	Praa.g_00100	Syaf.g_00910
OG0001291	Praa.g_00135	Syaf.g_00853
OG0001292	Praa.g_00248	Syaf.g_00191
OG0001293	Praa.g_00261	Syaf.g_00217
OG0001294	Praa.g_00377	Syaf.g_02124
OG0001295	Praa.g_00467	Syaf.g_02637
OG0001296	Praa.g_00509	Syaf.g_02687
OG0001297	Praa.g_00514	Syaf.g_02683
OG0001298	Praa.g_00577	Syaf.g_02584
OG0001299	Praa.g_00666	Syaf.g_02130
OG0001300	Praa.g_00693	Syaf.g_01468
OG0001301	Praa.g_00696	Syaf.g_01454
OG0001302	Praa.g_00789	Syaf.g_02279
OG0001303	Praa.g_00996	Syaf.g_01798
OG0001304	Praa.g_01024	Syaf.g_01950
OG0001305	Praa.g_01043	Syaf.g_01448
OG0001306	Praa.g_01146	Syaf.g_01272
OG0001307	Praa.g_01349	Syaf.g_01638
OG0001308	Praa.g_01486	Syaf.g_02427
OG0001309	Praa.g_01571	Syaf.g_02678
OG0001310	Praa.g_01647	Syaf.g_01018
OG0001315	Praa.g_00062	Syaf.g_00071
OG0001316	Praa.g_00140	Syaf.g_00847
OG0001317	Praa.g_00234	Syaf.g_02790
OG0001318	Praa.g_00256	Syaf.g_00209
OG0001319	Praa.g_00272	Syaf.g_00232
OG0001321	Praa.g_00450	Syaf.g_01238
OG0001322	Praa.g_00451	Syaf.g_01239
OG0001323	Praa.g_00519	Syaf.g_02675
OG0001324	Praa.g_00694	Syaf.g_01467
OG0001325	Praa.g_00716	Syaf.g_01976
OG0001326	Praa.g_00881	Syaf.g_00578
OG0001327	Praa.g_01055	Syaf.g_02116
OG0001328	Praa.g_01082	Syaf.g_02094
OG0001329	Praa.g_01123	Syaf.g_02285
OG0001330	Praa.g_01289	Syaf.g_01264
OG0001331	Praa.g_01372	Syaf.g_02739
OG0001333	Praa.g_01673	Syaf.g_01181
OG0001334	Praa.g_01800	Syaf.g_00060
OG0001335	Praa.g_01801	Syaf.g_00059
OG0001336	Praa.g_01914	Syaf.g_00523
OG0001339	Praa.g_00103	Syaf.g_00907
OG0001340	Praa.g_00328	Syaf.g_00039
OG0001341	Praa.g_00749	Syaf.g_01463
OG0001343	Praa.g_00890	Syaf.g_00590
OG0001344	Praa.g_01163	Syaf.g_01294
OG0001345	Praa.g_01178	Syaf.g_01323
OG0001346	Praa.g_01319	Syaf.g_01253
OG0001347	Praa.g_01429	Syaf.g_02483
OG0001348	Praa.g_01595	Syaf.g_01396
OG0001349	Praa.g_01624, Praa.g_01794	Syaf.g_00995
OG0001351	Praa.g_00453	Syaf.g_02539
OG0001352	Praa.g_00680	Syaf.g_02661
OG0001353	Praa.g_00836	Syaf.g_01388
OG0001354	Praa.g_00974	Syaf.g_01888
OG0001358	Praa.g_00620	Syaf.g_02341
OG0001359	Praa.g_00891	Syaf.g_00591
OG0001360	Praa.g_01085	Syaf.g_01325
OG0001361	Praa.g_01175	Syaf.g_01320
OG0001362	Praa.g_01490	Syaf.g_02432
OG0001363	Praa.g_01492	Syaf.g_02434
OG0001364	Praa.g_01803	Syaf.g_00338
OG0001371	Praa.g_00679	Syaf.g_00397
OG0001372	Praa.g_00757	Syaf.g_01682
OG0001373	Praa.g_00880	Syaf.g_00579
OG0001374	Praa.g_00888	Syaf.g_00571
OG0001375	Praa.g_00889	Syaf.g_00589
OG0001376	Praa.g_01049	Syaf.g_00626
OG0001377	Praa.g_01050	Syaf.g_00627
OG0001378	Praa.g_01094	Syaf.g_01209
OG0001379	Praa.g_01312	Syaf.g_01262
OG0001380	Praa.g_01354	Syaf.g_02247
OG0001385	Praa.g_00877	Syaf.g_00582
OG0001386	Praa.g_00878	Syaf.g_00581
OG0001387	Praa.g_00879	Syaf.g_00580
OG0001388	Praa.g_00882	Syaf.g_00577
OG0001389	Praa.g_00883	Syaf.g_00576
OG0001390	Praa.g_00884	Syaf.g_00575
OG0001391	Praa.g_00885	Syaf.g_00574
OG0001392	Praa.g_00886	Syaf.g_00573
OG0001393	Praa.g_00887	Syaf.g_00572
OG0001394	Praa.g_00922	Syaf.g_02081
OG0001395	Praa.g_01026	Syaf.g_01958
OG0001397	Praa.g_01491	Syaf.g_02433
OG0001398	Praa.g_01601	Syaf.g_01758
OG0001399	Praa.g_01716	Syaf.g_00697
OG0001404	Praa.g_00068	Syaf.g_00964
OG0001405	Praa.g_00326	Syaf.g_00057
OG0001406	Praa.g_01048	Syaf.g_00625
OG0001407	Praa.g_01062	Syaf.g_02660
OG0001408	Praa.g_01067	Syaf.g_01546
OG0001410	Praa.g_01350	Syaf.g_01639
OG0001411	Praa.g_01397	Syaf.g_00310
OG0001412	Praa.g_01428	Syaf.g_02482
OG0001413	Praa.g_01562	Syaf.g_02267
OG0001416	Praa.g_00458	Syaf.g_01250
OG0001417	Praa.g_00469	Syaf.g_01887
OG0001419	Praa.g_01063	Syaf.g_02659
OG0001420	Praa.g_01103	Syaf.g_02664
OG0001421	Praa.g_01568	Syaf.g_01721
OG0001428	Praa.g_00172	Syaf.g_00804
OG0001432	Praa.g_01560	Syaf.g_01492
OG0001438	Praa.g_00293	Syaf.g_00259
OG0001439	Praa.g_00307	Syaf.g_00283
OG0001441	Praa.g_00521	Syaf.g_02673
OG0001442	Praa.g_00741	Syaf.g_02066
OG0001447	Praa.g_00126	Syaf.g_00866
OG0001448	Praa.g_00366	Syaf.g_00612
OG0001449	Praa.g_00393	Syaf.g_00182
OG0001451	Praa.g_00865	Syaf.g_02183
OG0001452	Praa.g_00894	Syaf.g_00204
OG0001453	Praa.g_00986	Syaf.g_01909
OG0001454	Praa.g_01078	Syaf.g_02263
OG0001456	Praa.g_01137	Syaf.g_00561
OG0001457	Praa.g_01138	Syaf.g_00560
OG0001458	Praa.g_01139	Syaf.g_00559
OG0001459	Praa.g_01273	Syaf.g_01643
OG0001462	Praa.g_00034	Syaf.g_00455
OG0001465	Praa.g_00702	Syaf.g_02000
OG0001467	Praa.g_00781	Syaf.g_02280
OG0001468	Praa.g_01053	Syaf.g_02278
OG0001471	Praa.g_01563	Syaf.g_00276
OG0001473	Praa.g_01851	Syaf.g_02282
OG0001479	Praa.g_00337	Syaf.g_00019
OG0001480	Praa.g_00368	Syaf.g_01334
OG0001482	Praa.g_00456	Syaf.g_01897
OG0001484	Praa.g_01296	Syaf.g_00570
OG0001492	Praa.g_01206	Syaf.g_01565
OG0001493	Praa.g_01214	Syaf.g_01555
OG0001495	Praa.g_01721	Syaf.g_00145
OG0001502	Praa.g_00772	Syaf.g_01341
OG0001504	Praa.g_01274	Syaf.g_01642
OG0001507	Praa.g_01619	Syaf.g_01664
OG0001520	Praa.g_00388	Syaf.g_02600
OG0001522	Praa.g_00837	Syaf.g_01387
OG0001546	Praa.g_00524	Syaf.g_02670
OG0001547	Praa.g_00774	Syaf.g_01777
OG0001548	Praa.g_00778	Syaf.g_02258
OG0001549	Praa.g_00863	Syaf.g_01326
OG0001551	Praa.g_01136	Syaf.g_01403
OG0001552	Praa.g_01223	Syaf.g_02761, Syaf.g_02762
OG0001554	Praa.g_01569	Syaf.g_00648
OG0001555	Praa.g_01583	Syaf.g_01698
OG0001567	Praa.g_00773	Syaf.g_01776
OG0001568	Praa.g_00775	Syaf.g_01779
OG0001570	Praa.g_01106	Syaf.g_00978
OG0001582	Praa.g_00468	Syaf.g_01865
OG0001602	Praa.g_00701	Syaf.g_02001
OG0001625	Praa.g_00258	Syaf.g_00211
OG0001633	Praa.g_01363	Syaf.g_01528, Syaf.g_02381
OG0001647	Praa.g_00273	Syaf.g_00234
OG0002029	Praa.g_01271	Syaf.g_01511
OG0002622	Praa.g_01449	Syaf.g_02197, Syaf.g_02198, Syaf.g_02196
