Orthogroup	Syad	Prba
OG0001173	Syad.g_00595	Prba.g_00361
OG0001174	Syad.g_00603	Prba.g_00369
OG0001175	Syad.g_00604	Prba.g_00370
OG0001176	Syad.g_00644	Prba.g_00377
OG0001177	Syad.g_00641	Prba.g_00380
OG0001178	Syad.g_02629	Prba.g_00385
OG0001179	Syad.g_00675	Prba.g_00413
OG0001180	Syad.g_00700	Prba.g_00435
OG0001181	Syad.g_00704	Prba.g_01048
OG0001182	Syad.g_00712	Prba.g_01055
OG0001183	Syad.g_00717	Prba.g_01060
OG0001184	Syad.g_00378	Prba.g_01076
OG0001185	Syad.g_00354	Prba.g_00762
OG0001186	Syad.g_00247	Prba.g_00786
OG0001187	Syad.g_00245	Prba.g_00790
OG0001188	Syad.g_00238	Prba.g_00793
OG0001189	Syad.g_00217	Prba.g_00810
OG0001190	Syad.g_03034	Prba.g_00814
OG0001192	Syad.g_00013	Prba.g_00829
OG0001193	Syad.g_00072	Prba.g_00839
OG0001194	Syad.g_00075	Prba.g_00840
OG0001195	Syad.g_00076	Prba.g_00841
OG0001196	Syad.g_00144	Prba.g_01782
OG0001197	Syad.g_00146	Prba.g_01783
OG0001198	Syad.g_00159	Prba.g_01790
OG0001199	Syad.g_02735	Prba.g_01862
OG0001200	Syad.g_02737	Prba.g_01864
OG0001201	Syad.g_02802	Prba.g_01896
OG0001202	Syad.g_02945	Prba.g_00655
OG0001203	Syad.g_00821	Prba.g_00457
OG0001204	Syad.g_00577	Prba.g_00462
OG0001205	Syad.g_02440	Prba.g_01016
OG0001206	Syad.g_02385	Prba.g_00999
OG0001207	Syad.g_00893	Prba.g_00984
OG0001208	Syad.g_00906	Prba.g_00979
OG0001209	Syad.g_00980	Prba.g_00926
OG0001210	Syad.g_00993	Prba.g_01775
OG0001212	Syad.g_01082	Prba.g_01721
OG0001213	Syad.g_02163	Prba.g_01688
OG0001214	Syad.g_02150	Prba.g_01680
OG0001215	Syad.g_01366	Prba.g_01627
OG0001216	Syad.g_01816	Prba.g_01592
OG0001218	Syad.g_02328	Prba.g_01547
OG0001219	Syad.g_01653	Prba.g_01510
OG0001220	Syad.g_01195	Prba.g_01447
OG0001221	Syad.g_01950	Prba.g_01384
OG0001222	Syad.g_01770	Prba.g_01345
OG0001223	Syad.g_01715	Prba.g_01319
OG0001224	Syad.g_01286	Prba.g_01268
OG0001225	Syad.g_01288	Prba.g_01266
OG0001226	Syad.g_02100	Prba.g_01240
OG0001227	Syad.g_00029	Prba.g_01222
OG0001228	Syad.g_02460	Prba.g_00018
OG0001229	Syad.g_01314	Prba.g_00198
OG0001231	Syad.g_00179	Prba.g_00291
OG0001232	Syad.g_02658	Prba.g_00597
OG0001233	Syad.g_02493	Prba.g_00577
OG0001234	Syad.g_00608	Prba.g_00372
OG0001235	Syad.g_00633	Prba.g_00382
OG0001236	Syad.g_00412	Prba.g_01073
OG0001237	Syad.g_00376	Prba.g_01077
OG0001238	Syad.g_00007	Prba.g_00825
OG0001239	Syad.g_02732	Prba.g_01859
OG0001240	Syad.g_02785	Prba.g_01881
OG0001241	Syad.g_02795	Prba.g_01889
OG0001242	Syad.g_02827	Prba.g_01907
OG0001243	Syad.g_02841	Prba.g_01913
OG0001244	Syad.g_02873	Prba.g_01929
OG0001245	Syad.g_02223	Prba.g_00874
OG0001246	Syad.g_00933	Prba.g_00957
OG0001247	Syad.g_01837	Prba.g_01634
OG0001248	Syad.g_01843	Prba.g_01632
OG0001249	Syad.g_00756	Prba.g_01521
OG0001250	Syad.g_01227	Prba.g_01458
OG0001251	Syad.g_00083	Prba.g_01410
OG0001252	Syad.g_01279	Prba.g_01273
OG0001253	Syad.g_02037	Prba.g_01221
OG0001254	Syad.g_01528	Prba.g_00095
OG0001255	Syad.g_02224	Prba.g_00080
OG0001256	Syad.g_02609	Prba.g_00298
OG0001257	Syad.g_02210	Prba.g_00292
OG0001258	Syad.g_02619	Prba.g_00229
OG0001260	Syad.g_02514	Prba.g_00563
OG0001261	Syad.g_00684	Prba.g_00421
OG0001262	Syad.g_00219	Prba.g_00808
OG0001263	Syad.g_02844	Prba.g_01916
OG0001265	Syad.g_02825	Prba.g_01906
OG0001266	Syad.g_02949	Prba.g_00659
OG0001267	Syad.g_00523	Prba.g_00497
OG0001268	Syad.g_00767	Prba.g_00555
OG0001270	Syad.g_02453	Prba.g_01027
OG0001271	Syad.g_02356	Prba.g_00989
OG0001272	Syad.g_00910	Prba.g_00975
OG0001273	Syad.g_02157	Prba.g_01686
OG0001274	Syad.g_02988	Prba.g_01614
OG0001275	Syad.g_01699	Prba.g_01309
OG0001276	Syad.g_01683	Prba.g_01289
OG0001277	Syad.g_00127	Prba.g_01232
OG0001278	Syad.g_01445	Prba.g_00013
OG0001279	Syad.g_02248	Prba.g_01136
OG0001280	Syad.g_02402	Prba.g_01191
OG0001281	Syad.g_02413	Prba.g_01197
OG0001282	Syad.g_00890	Prba.g_00195
OG0001283	Syad.g_00138	Prba.g_00176
OG0001284	Syad.g_02585	Prba.g_00318
OG0001285	Syad.g_02043	Prba.g_00594
OG0001286	Syad.g_00698	Prba.g_00433
OG0001287	Syad.g_00346	Prba.g_00770
OG0001288	Syad.g_00326	Prba.g_00779
OG0001289	Syad.g_02767	Prba.g_01875
OG0001290	Syad.g_02794	Prba.g_01888
OG0001291	Syad.g_02854	Prba.g_01923
OG0001292	Syad.g_00572	Prba.g_00467
OG0001293	Syad.g_00549	Prba.g_00479
OG0001294	Syad.g_01597	Prba.g_00872
OG0001295	Syad.g_00997	Prba.g_00994
OG0001296	Syad.g_00939	Prba.g_00952
OG0001297	Syad.g_00943	Prba.g_00947
OG0001298	Syad.g_01055	Prba.g_01739
OG0001299	Syad.g_01591	Prba.g_01651
OG0001300	Syad.g_01339	Prba.g_01624
OG0001301	Syad.g_01303	Prba.g_01621
OG0001302	Syad.g_02123	Prba.g_01512
OG0001303	Syad.g_01655	Prba.g_01305
OG0001304	Syad.g_01669	Prba.g_01279
OG0001305	Syad.g_01296	Prba.g_01260
OG0001306	Syad.g_01119	Prba.g_00078
OG0001307	Syad.g_00626	Prba.g_00213
OG0001309	Syad.g_00950	Prba.g_00294
OG0001310	Syad.g_02638	Prba.g_00608
OG0001311	Syad.g_01681	Prba.g_01287
OG0001312	Syad.g_01788	Prba.g_01356
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Prba.g_01562
OG0001315	Syad.g_00715	Prba.g_01850
OG0001316	Syad.g_02861	Prba.g_01928
OG0001317	Syad.g_00814	Prba.g_00453
OG0001318	Syad.g_00557	Prba.g_00475
OG0001321	Syad.g_02423	Prba.g_01010
OG0001322	Syad.g_02422	Prba.g_01009
OG0001323	Syad.g_00953	Prba.g_00942
OG0001324	Syad.g_01338	Prba.g_01623
OG0001325	Syad.g_01811	Prba.g_01589
OG0001326	Syad.g_00092	Prba.g_01422
OG0001327	Syad.g_01605	Prba.g_01248
OG0001328	Syad.g_01638	Prba.g_01223
OG0001329	Syad.g_00866	Prba.g_00104, Prba.g_00721
OG0001330	Syad.g_02395	Prba.g_01166
OG0001332	Syad.g_02535	Prba.g_00345
OG0001333	Syad.g_02487	Prba.g_00583
OG0001334	Syad.g_00725	Prba.g_01063
OG0001335	Syad.g_00726	Prba.g_01064
OG0001336	Syad.g_00139	Prba.g_01779
OG0001339	Syad.g_02797	Prba.g_01891
OG0001340	Syad.g_00742	Prba.g_00544
OG0001341	Syad.g_01312	Prba.g_01556
OG0001343	Syad.g_00079	Prba.g_01413
OG0001344	Syad.g_01157	Prba.g_00059
OG0001345	Syad.g_01188	Prba.g_00044
OG0001346	Syad.g_02406	Prba.g_01193
OG0001349	Syad.g_02663	Prba.g_00116
OG0001352	Syad.g_00969	Prba.g_01637
OG0001353	Syad.g_01244	Prba.g_01467
OG0001354	Syad.g_01728	Prba.g_01327
OG0001355	Syad.g_02116	Prba.g_00262
OG0001356	Syad.g_01251	Prba.g_01535
OG0001358	Syad.g_02179	Prba.g_01697
OG0001359	Syad.g_00078	Prba.g_01412
OG0001360	Syad.g_01191	Prba.g_01220
OG0001361	Syad.g_01185	Prba.g_00047
OG0001362	Syad.g_02294	Prba.g_00699
OG0001363	Syad.g_02296	Prba.g_00697
OG0001364	Syad.g_00431	Prba.g_01066
OG0001369	Syad.g_02784	Prba.g_01880
OG0001373	Syad.g_00091	Prba.g_01423
OG0001374	Syad.g_00099	Prba.g_01415
OG0001375	Syad.g_00080	Prba.g_01414
OG0001376	Syad.g_00015	Prba.g_01254
OG0001377	Syad.g_00014	Prba.g_01253
OG0001378	Syad.g_02454	Prba.g_00750
OG0001379	Syad.g_02397	Prba.g_01186
OG0001381	Syad.g_01266, Syad.g_00614	Prba.g_00202
OG0001385	Syad.g_00088	Prba.g_01426
OG0001386	Syad.g_00089	Prba.g_01425
OG0001387	Syad.g_00090	Prba.g_01424
OG0001388	Syad.g_00093	Prba.g_01421
OG0001389	Syad.g_00094	Prba.g_01420
OG0001390	Syad.g_00095	Prba.g_01419
OG0001391	Syad.g_00096	Prba.g_01418
OG0001392	Syad.g_00097	Prba.g_01417
OG0001393	Syad.g_00098	Prba.g_01416
OG0001395	Syad.g_01792	Prba.g_01277
OG0001397	Syad.g_02295	Prba.g_00698
OG0001398	Syad.g_01977	Prba.g_00265
OG0001399	Syad.g_02336	Prba.g_00374
OG0001402	Syad.g_02174	Prba.g_01540
OG0001403	Syad.g_00197	Prba.g_01823
OG0001404	Syad.g_02727	Prba.g_01856
OG0001405	Syad.g_00728	Prba.g_00542
OG0001407	Syad.g_00970	Prba.g_01242
OG0001408	Syad.g_01431	Prba.g_01237
OG0001410	Syad.g_00627	Prba.g_00212
OG0001411	Syad.g_00372	Prba.g_00151
OG0001413	Syad.g_02113	Prba.g_00303
OG0001414	Syad.g_00615	Prba.g_00448
OG0001416	Syad.g_02410	Prba.g_01002
OG0001417	Syad.g_01729	Prba.g_00992
OG0001419	Syad.g_00971	Prba.g_01241
OG0001420	Syad.g_00963	Prba.g_00741
OG0001421	Syad.g_02105, Syad.g_02039	Prba.g_00297
OG0001425	Syad.g_00012	Prba.g_00828
OG0001428	Syad.g_02906	Prba.g_00628
OG0001429	Syad.g_01656	Prba.g_01509
OG0001430	Syad.g_03026	Prba.g_01161
OG0001431	Syad.g_00393	Prba.g_01164
OG0001432	Syad.g_01382	Prba.g_00305
OG0001433	Syad.g_01253, Syad.g_01252	Prba.g_01536
OG0001434	Syad.g_01916	Prba.g_01376
OG0001439	Syad.g_00476	Prba.g_00523
OG0001442	Syad.g_01906	Prba.g_01564
OG0001447	Syad.g_02842	Prba.g_01914
OG0001448	Syad.g_02723	Prba.g_00860
OG0001449	Syad.g_00583	Prba.g_00896
OG0001452	Syad.g_00563	Prba.g_01408
OG0001453	Syad.g_01709	Prba.g_01315
OG0001454	Syad.g_02101	Prba.g_01227
OG0001456	Syad.g_00101	Prba.g_00087
OG0001457	Syad.g_00102	Prba.g_00086
OG0001458	Syad.g_00103	Prba.g_00085
OG0001459	Syad.g_01550	Prba.g_01150
OG0001460	Syad.g_01254	Prba.g_01537
OG0001462	Syad.g_00204	Prba.g_01827
OG0001463	Syad.g_01264	Prba.g_00503
OG0001464	Syad.g_00743	Prba.g_00545
OG0001465	Syad.g_01830	Prba.g_01615
OG0001471	Syad.g_00484	Prba.g_00302
OG0001473	Syad.g_02127	Prba.g_00787
OG0001474	Syad.g_00768	Prba.g_00556
OG0001475	Syad.g_02464	Prba.g_00162
OG0001479	Syad.g_00765	Prba.g_00553
OG0001480	Syad.g_01194	Prba.g_00862
OG0001482	Syad.g_01719	Prba.g_01004
OG0001492	Syad.g_01448	Prba.g_00016
OG0001493	Syad.g_01439	Prba.g_00008
OG0001499	Syad.g_02081	Prba.g_01849
OG0001502	Syad.g_01202	Prba.g_01529
OG0001504	Syad.g_01535	Prba.g_01151
OG0001505	Syad.g_00259	Prba.g_00163
OG0001508	Syad.g_02461	Prba.g_00174
OG0001520	Syad.g_01039	Prba.g_00888
OG0001522	Syad.g_01243	Prba.g_01466
OG0001525	Syad.g_00036	Prba.g_00286
OG0001547	Syad.g_01963	Prba.g_01527
OG0001548	Syad.g_02092	Prba.g_01523
OG0001551	Syad.g_01256	Prba.g_00088
OG0001554	Syad.g_03031	Prba.g_00296
OG0001555	Syad.g_01923	Prba.g_00281
OG0001564	Syad.g_01539	Prba.g_00133
OG0001567	Syad.g_01965	Prba.g_01528
OG0001568	Syad.g_01961	Prba.g_01526
OG0001570	Syad.g_01985	Prba.g_00738
OG0001582	Syad.g_02086	Prba.g_00993
OG0001585	Syad.g_02678	Prba.g_01140
OG0001602	Syad.g_01831	Prba.g_01616
OG0001635	Syad.g_00322	Prba.g_00244
OG0001666	Syad.g_01536	Prba.g_01149
OG0001780	Syad.g_00288	Prba.g_00138
OG0002112	Syad.g_00494	Prba.g_00908
OG0002157	Syad.g_00493	Prba.g_00909
OG0002158	Syad.g_00495	Prba.g_00907
OG0002321	Syad.g_00278	Prba.g_00140
OG0002618	Syad.g_00382	Prba.g_00904
OG0002733	Syad.g_02712	Prba.g_01109
OG0003054	Syad.g_00862	Prba.g_01092
