Orthogroup	Syad	Prbe
OG0001119	Syad.g_01721	Prbe.g_01365
OG0001120	Syad.g_01717	Prbe.g_01367
OG0001122	Syad.g_01689	Prbe.g_01387
OG0001123	Syad.g_01682	Prbe.g_01393
OG0001124	Syad.g_01680	Prbe.g_01395
OG0001125	Syad.g_01678	Prbe.g_01397
OG0001126	Syad.g_01276	Prbe.g_01308
OG0001127	Syad.g_01277	Prbe.g_01307
OG0001128	Syad.g_01280	Prbe.g_01305
OG0001129	Syad.g_01282	Prbe.g_01304
OG0001130	Syad.g_01283	Prbe.g_01303
OG0001131	Syad.g_01953	Prbe.g_01919
OG0001132	Syad.g_02038	Prbe.g_00071
OG0001133	Syad.g_02172	Prbe.g_00374
OG0001134	Syad.g_01527	Prbe.g_00041
OG0001136	Syad.g_01150	Prbe.g_01552
OG0001137	Syad.g_01169	Prbe.g_01540
OG0001138	Syad.g_01493	Prbe.g_01519
OG0001139	Syad.g_01491	Prbe.g_01517
OG0001140	Syad.g_01490	Prbe.g_01516
OG0001141	Syad.g_01489	Prbe.g_01515
OG0001142	Syad.g_01488	Prbe.g_01514
OG0001143	Syad.g_01473	Prbe.g_01507
OG0001144	Syad.g_01457	Prbe.g_01502
OG0001145	Syad.g_01112	Prbe.g_00901
OG0001146	Syad.g_02412	Prbe.g_00889
OG0001147	Syad.g_02349	Prbe.g_00869
OG0001148	Syad.g_00889	Prbe.g_00371
OG0001149	Syad.g_00888	Prbe.g_00370
OG0001150	Syad.g_00887	Prbe.g_00369
OG0001151	Syad.g_00875	Prbe.g_00358
OG0001152	Syad.g_00872	Prbe.g_00357
OG0001153	Syad.g_02318	Prbe.g_00279
OG0001154	Syad.g_02319	Prbe.g_00278
OG0001155	Syad.g_02540	Prbe.g_00261
OG0001156	Syad.g_02543	Prbe.g_00258
OG0001157	Syad.g_02544	Prbe.g_00257
OG0001158	Syad.g_02546	Prbe.g_00256
OG0001159	Syad.g_02547	Prbe.g_00255
OG0001160	Syad.g_02595	Prbe.g_00229
OG0001161	Syad.g_00026	Prbe.g_01042
OG0001162	Syad.g_01844	Prbe.g_00017
OG0001163	Syad.g_02610	Prbe.g_00994
OG0001164	Syad.g_02616	Prbe.g_00990
OG0001165	Syad.g_02621	Prbe.g_00987
OG0001166	Syad.g_02647	Prbe.g_00966
OG0001167	Syad.g_02486	Prbe.g_00949
OG0001168	Syad.g_02488	Prbe.g_00947
OG0001169	Syad.g_02490	Prbe.g_00945
OG0001170	Syad.g_02492	Prbe.g_00943
OG0001171	Syad.g_02503	Prbe.g_00933
OG0001172	Syad.g_00594	Prbe.g_01113
OG0001173	Syad.g_00595	Prbe.g_01112
OG0001174	Syad.g_00603	Prbe.g_01104
OG0001175	Syad.g_00604	Prbe.g_01103
OG0001176	Syad.g_00644	Prbe.g_01095
OG0001177	Syad.g_00641	Prbe.g_01093
OG0001178	Syad.g_02629	Prbe.g_00980
OG0001179	Syad.g_00675	Prbe.g_00853
OG0001180	Syad.g_00700	Prbe.g_00830
OG0001181	Syad.g_00704	Prbe.g_00826
OG0001182	Syad.g_00712	Prbe.g_00818
OG0001183	Syad.g_00717	Prbe.g_00813
OG0001184	Syad.g_00378	Prbe.g_00795
OG0001185	Syad.g_00354	Prbe.g_00779
OG0001186	Syad.g_00247	Prbe.g_00747
OG0001187	Syad.g_00245	Prbe.g_00750
OG0001188	Syad.g_00238	Prbe.g_00752
OG0001189	Syad.g_00217	Prbe.g_01146
OG0001190	Syad.g_03034	Prbe.g_01151
OG0001192	Syad.g_00013	Prbe.g_01166
OG0001193	Syad.g_00072	Prbe.g_01178
OG0001194	Syad.g_00075	Prbe.g_01179
OG0001195	Syad.g_00076	Prbe.g_01180
OG0001196	Syad.g_00144	Prbe.g_01196
OG0001197	Syad.g_00146	Prbe.g_01198
OG0001198	Syad.g_00159	Prbe.g_01062
OG0001199	Syad.g_02735	Prbe.g_00179
OG0001200	Syad.g_02737	Prbe.g_00181
OG0001201	Syad.g_02802	Prbe.g_01650
OG0001202	Syad.g_02945	Prbe.g_01748
OG0001203	Syad.g_00821	Prbe.g_01790
OG0001204	Syad.g_00577	Prbe.g_01796
OG0001205	Syad.g_02440	Prbe.g_01943
OG0001206	Syad.g_02385	Prbe.g_00667
OG0001207	Syad.g_00893	Prbe.g_00656
OG0001208	Syad.g_00906	Prbe.g_00651
OG0001209	Syad.g_00980	Prbe.g_00600
OG0001210	Syad.g_00993	Prbe.g_00595
OG0001212	Syad.g_01082	Prbe.g_00538
OG0001213	Syad.g_02163	Prbe.g_00503
OG0001214	Syad.g_02150	Prbe.g_01483
OG0001215	Syad.g_01366	Prbe.g_00465
OG0001216	Syad.g_01816	Prbe.g_01216
OG0001218	Syad.g_02328	Prbe.g_01612
OG0001219	Syad.g_01653	Prbe.g_01321
OG0001220	Syad.g_01195	Prbe.g_01278
OG0001221	Syad.g_01950	Prbe.g_00428
OG0001222	Syad.g_01770	Prbe.g_01400
OG0001223	Syad.g_01715	Prbe.g_01368
OG0001224	Syad.g_01286	Prbe.g_01301
OG0001225	Syad.g_01288	Prbe.g_01299
OG0001226	Syad.g_02100	Prbe.g_00495
OG0001227	Syad.g_00029	Prbe.g_01597
OG0001228	Syad.g_02460	Prbe.g_01499
OG0001229	Syad.g_01314	Prbe.g_01611
OG0001231	Syad.g_00179	Prbe.g_01920
OG0001232	Syad.g_02658	Prbe.g_00962
OG0001233	Syad.g_02493	Prbe.g_00942
OG0001234	Syad.g_00608	Prbe.g_01101
OG0001235	Syad.g_00633	Prbe.g_01097
OG0001236	Syad.g_00412	Prbe.g_00798
OG0001237	Syad.g_00376	Prbe.g_00794
OG0001238	Syad.g_00007	Prbe.g_01162
OG0001239	Syad.g_02732	Prbe.g_00176
OG0001240	Syad.g_02785	Prbe.g_01633
OG0001241	Syad.g_02795	Prbe.g_01643
OG0001242	Syad.g_02827	Prbe.g_01663
OG0001243	Syad.g_02841	Prbe.g_01670
OG0001244	Syad.g_02873	Prbe.g_01685
OG0001245	Syad.g_02223	Prbe.g_01588
OG0001247	Syad.g_01837	Prbe.g_00458
OG0001248	Syad.g_01843	Prbe.g_00460
OG0001249	Syad.g_00756	Prbe.g_01889
OG0001250	Syad.g_01227	Prbe.g_01265
OG0001251	Syad.g_00083	Prbe.g_00106
OG0001252	Syad.g_01279	Prbe.g_01306
OG0001253	Syad.g_02037	Prbe.g_00492
OG0001254	Syad.g_01528	Prbe.g_00043
OG0001255	Syad.g_02224	Prbe.g_01567
OG0001256	Syad.g_02609	Prbe.g_00222
OG0001258	Syad.g_02619	Prbe.g_00989
OG0001260	Syad.g_02514	Prbe.g_00927
OG0001261	Syad.g_00684	Prbe.g_00845
OG0001262	Syad.g_00219	Prbe.g_01144
OG0001263	Syad.g_02844	Prbe.g_01672
OG0001265	Syad.g_02825	Prbe.g_01662
OG0001266	Syad.g_02949	Prbe.g_01752
OG0001267	Syad.g_00523	Prbe.g_01834
OG0001268	Syad.g_00767	Prbe.g_01897
OG0001270	Syad.g_02453	Prbe.g_01932
OG0001271	Syad.g_02356	Prbe.g_00661
OG0001272	Syad.g_00910	Prbe.g_00647
OG0001273	Syad.g_02157	Prbe.g_01489
OG0001274	Syad.g_02988	Prbe.g_01776
OG0001275	Syad.g_01699	Prbe.g_01378
OG0001276	Syad.g_01683	Prbe.g_01392
OG0001277	Syad.g_00127	Prbe.g_01184
OG0001278	Syad.g_01445	Prbe.g_01495
OG0001279	Syad.g_02248	Prbe.g_00721
OG0001280	Syad.g_02402	Prbe.g_00894
OG0001281	Syad.g_02413	Prbe.g_00888
OG0001282	Syad.g_00890	Prbe.g_00372
OG0001283	Syad.g_00138	Prbe.g_01193
OG0001284	Syad.g_02585	Prbe.g_00236
OG0001285	Syad.g_02043	Prbe.g_00959
OG0001286	Syad.g_00698	Prbe.g_00832
OG0001287	Syad.g_00346	Prbe.g_00772
OG0001288	Syad.g_00326	Prbe.g_00762
OG0001289	Syad.g_02767	Prbe.g_00191
OG0001290	Syad.g_02794	Prbe.g_01642
OG0001291	Syad.g_02854	Prbe.g_01680
OG0001292	Syad.g_00572	Prbe.g_01801
OG0001293	Syad.g_00549	Prbe.g_01814
OG0001295	Syad.g_00997	Prbe.g_00005
OG0001296	Syad.g_00939	Prbe.g_00624
OG0001297	Syad.g_00943	Prbe.g_00619
OG0001298	Syad.g_01055	Prbe.g_00558
OG0001299	Syad.g_01591	Prbe.g_01452
OG0001300	Syad.g_01339	Prbe.g_01199
OG0001301	Syad.g_01303	Prbe.g_01204
OG0001302	Syad.g_02123	Prbe.g_01317
OG0001303	Syad.g_01655	Prbe.g_01023
OG0001304	Syad.g_01669	Prbe.g_01405
OG0001305	Syad.g_01296	Prbe.g_01293
OG0001306	Syad.g_01119	Prbe.g_01564
OG0001307	Syad.g_00626	Prbe.g_00398
OG0001309	Syad.g_00950	Prbe.g_00194
OG0001310	Syad.g_02638	Prbe.g_00972
OG0001311	Syad.g_01681	Prbe.g_01394
OG0001312	Syad.g_01788	Prbe.g_01330
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Prbe.g_00688
OG0001315	Syad.g_00715	Prbe.g_01602
OG0001316	Syad.g_02861	Prbe.g_01684
OG0001317	Syad.g_00814	Prbe.g_01786
OG0001318	Syad.g_00557	Prbe.g_01810
OG0001321	Syad.g_02423	Prbe.g_01949
OG0001322	Syad.g_02422	Prbe.g_01950
OG0001323	Syad.g_00953	Prbe.g_00614
OG0001324	Syad.g_01338	Prbe.g_01200
OG0001325	Syad.g_01811	Prbe.g_01435
OG0001327	Syad.g_01605	Prbe.g_00405
OG0001328	Syad.g_01638	Prbe.g_00912
OG0001329	Syad.g_00866	Prbe.g_01026
OG0001330	Syad.g_02395	Prbe.g_00205
OG0001332	Syad.g_02535	Prbe.g_00265
OG0001333	Syad.g_02487	Prbe.g_00948
OG0001334	Syad.g_00725	Prbe.g_00810
OG0001335	Syad.g_00726	Prbe.g_00809
OG0001337	Syad.g_00750, Syad.g_00741	Prbe.g_01884
OG0001338	Syad.g_00735, Syad.g_00722, Syad.g_00745	Prbe.g_01887
OG0001339	Syad.g_02797	Prbe.g_01645
OG0001340	Syad.g_00742	Prbe.g_01885
OG0001341	Syad.g_01312	Prbe.g_01604
OG0001343	Syad.g_00079	Prbe.g_00103
OG0001344	Syad.g_01157	Prbe.g_01545
OG0001345	Syad.g_01188	Prbe.g_01529
OG0001346	Syad.g_02406	Prbe.g_00892
OG0001348	Syad.g_01250	Prbe.g_00003
OG0001349	Syad.g_02663	Prbe.g_00349
OG0001350	Syad.g_00820	Prbe.g_01789
OG0001352	Syad.g_00969	Prbe.g_00454
OG0001353	Syad.g_01244	Prbe.g_01255
OG0001354	Syad.g_01728	Prbe.g_01360
OG0001355	Syad.g_02116	Prbe.g_01414
OG0001356	Syad.g_01251	Prbe.g_00997
OG0001359	Syad.g_00078	Prbe.g_00104
OG0001362	Syad.g_02294	Prbe.g_00297
OG0001363	Syad.g_02296	Prbe.g_00295
OG0001364	Syad.g_00431	Prbe.g_00807
OG0001368	Syad.g_00578	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686
OG0001369	Syad.g_02784	Prbe.g_01632
OG0001370	Syad.g_02045, Syad.g_02124	Prbe.g_00670
OG0001375	Syad.g_00080	Prbe.g_00102
OG0001379	Syad.g_02397	Prbe.g_00899
OG0001381	Syad.g_01266, Syad.g_00614	Prbe.g_01574
OG0001394	Syad.g_01920	Prbe.g_00432
OG0001397	Syad.g_02295	Prbe.g_00296
OG0001398	Syad.g_01977	Prbe.g_00028
OG0001401	Syad.g_01233	Prbe.g_01260
OG0001402	Syad.g_02174	Prbe.g_00509
OG0001403	Syad.g_00197	Prbe.g_00131
OG0001404	Syad.g_02727	Prbe.g_00173
OG0001407	Syad.g_00970	Prbe.g_01621
OG0001410	Syad.g_00627	Prbe.g_00399
OG0001411	Syad.g_00372	Prbe.g_00166
OG0001414	Syad.g_00615	Prbe.g_01781
OG0001419	Syad.g_00971	Prbe.g_01620
OG0001421	Syad.g_02105, Syad.g_02039	Prbe.g_00221
OG0001423	Syad.g_02707, Syad.g_02708	Prbe.g_00698
OG0001425	Syad.g_00012	Prbe.g_01165
OG0001428	Syad.g_02906	Prbe.g_01720
OG0001429	Syad.g_01656	Prbe.g_01322
OG0001430	Syad.g_03026	Prbe.g_01613
OG0001431	Syad.g_00393	Prbe.g_01595, Prbe.g_00013
OG0001433	Syad.g_01253, Syad.g_01252	Prbe.g_00998
OG0001434	Syad.g_01916	Prbe.g_00437
OG0001435	Syad.g_01612	Prbe.g_00413
OG0001443	Syad.g_00023	Prbe.g_01610
OG0001448	Syad.g_02723	Prbe.g_00677
OG0001460	Syad.g_01254	Prbe.g_00999
OG0001461	Syad.g_02162	Prbe.g_00157
OG0001463	Syad.g_01264	Prbe.g_01841
OG0001464	Syad.g_00743	Prbe.g_01886
OG0001465	Syad.g_01830	Prbe.g_01211
OG0001477	Syad.g_01307	Prbe.g_00744
OG0001487	Syad.g_02327	Prbe.g_00271
OG0001488	Syad.g_01175	Prbe.g_01536
OG0001489	Syad.g_00709	Prbe.g_00821
OG0001496	Syad.g_01309	Prbe.g_00742
OG0001497	Syad.g_01308	Prbe.g_00743
OG0001498	Syad.g_00786	Prbe.g_01916
OG0001505	Syad.g_00259	Prbe.g_00088
OG0001510	Syad.g_00342	Prbe.g_00768
OG0001511	Syad.g_02810	Prbe.g_01654
OG0001512	Syad.g_00822	Prbe.g_01606
OG0001513	Syad.g_00646	Prbe.g_01053
OG0001514	Syad.g_01310	Prbe.g_00741
OG0001515	Syad.g_01343	Prbe.g_00467
OG0001516	Syad.g_01588	Prbe.g_01455
OG0001517	Syad.g_00762	Prbe.g_01893
OG0001518	Syad.g_00009	Prbe.g_01164
OG0001519	Syad.g_00025	Prbe.g_01169
OG0001522	Syad.g_01243	Prbe.g_01256
OG0001525	Syad.g_00036	Prbe.g_01020
OG0001527	Syad.g_01030	Prbe.g_00572
OG0001529	Syad.g_00210	Prbe.g_00141
OG0001530	Syad.g_02808	Prbe.g_01653
OG0001531	Syad.g_00823	Prbe.g_01791
OG0001532	Syad.g_01492	Prbe.g_01518
OG0001534	Syad.g_01668	Prbe.g_01406
OG0001535	Syad.g_01685	Prbe.g_01390
OG0001536	Syad.g_01762	Prbe.g_01346
OG0001537	Syad.g_01949	Prbe.g_00429
OG0001538	Syad.g_01884	Prbe.g_01227
OG0001539	Syad.g_01607	Prbe.g_00407
OG0001540	Syad.g_02846	Prbe.g_01674
OG0001541	Syad.g_02915	Prbe.g_01728
OG0001542	Syad.g_02924	Prbe.g_01734
OG0001543	Syad.g_02969	Prbe.g_00907
OG0001544	Syad.g_00024	Prbe.g_01168
OG0001545	Syad.g_00126	Prbe.g_01183
OG0001559	Syad.g_02807	Prbe.g_01652
OG0001560	Syad.g_02793	Prbe.g_01641
OG0001561	Syad.g_01679	Prbe.g_01396
OG0001562	Syad.g_01693	Prbe.g_01383
OG0001563	Syad.g_00693	Prbe.g_00837
OG0001564	Syad.g_01539	Prbe.g_00160
OG0001574	Syad.g_01028	Prbe.g_00574
OG0001575	Syad.g_01033	Prbe.g_00569
OG0001576	Syad.g_01103	Prbe.g_00879
OG0001577	Syad.g_01148	Prbe.g_01554
OG0001579	Syad.g_00732	Prbe.g_01882
OG0001580	Syad.g_03020	Prbe.g_00148
OG0001588	Syad.g_00428	Prbe.g_01923
OG0001589	Syad.g_02495	Prbe.g_00940
OG0001591	Syad.g_01599	Prbe.g_00446
OG0001592	Syad.g_03021	Prbe.g_00147
OG0001614	Syad.g_00356	Prbe.g_00780
OG0001616	Syad.g_01515	Prbe.g_01526
OG0001617	Syad.g_01335	Prbe.g_01201
OG0001619	Syad.g_01773	Prbe.g_01339
OG0001620	Syad.g_00774	Prbe.g_01901
OG0001621	Syad.g_00562	Prbe.g_01806
OG0001622	Syad.g_00137	Prbe.g_01192
OG0001636	Syad.g_00203	Prbe.g_00135
OG0001638	Syad.g_02636	Prbe.g_00974
OG0001639	Syad.g_02539	Prbe.g_00262
OG0001640	Syad.g_01274	Prbe.g_01309
OG0001641	Syad.g_01711	Prbe.g_01371
OG0001642	Syad.g_01197	Prbe.g_01276
OG0001643	Syad.g_02147	Prbe.g_01480
OG0001644	Syad.g_01799	Prbe.g_01425
OG0001654	Syad.g_02537	Prbe.g_00264
OG0001656	Syad.g_00731	Prbe.g_01881
OG0001657	Syad.g_02889	Prbe.g_01703
OG0001658	Syad.g_03033	Prbe.g_00143
OG0001659	Syad.g_01507	Prbe.g_00008
OG0001676	Syad.g_00734	Prbe.g_01883
OG0001678	Syad.g_00593	Prbe.g_00918
OG0001679	Syad.g_01038, Syad.g_01037	Prbe.g_01888
OG0001691	Syad.g_02182	Prbe.g_01311
OG0001693	Syad.g_01291	Prbe.g_01041
OG0001717	Syad.g_02901	Prbe.g_00737
OG0001733	Syad.g_01602	Prbe.g_01001
OG0001747	Syad.g_02871	Prbe.g_01924
OG0001758	Syad.g_01546	Prbe.g_01007
OG0001769	Syad.g_02133	Prbe.g_01601
OG0001771	Syad.g_02075	Prbe.g_01129
OG0001780	Syad.g_00288	Prbe.g_00344
OG0001795	Syad.g_00817	Prbe.g_01018, Prbe.g_00092
OG0001807	Syad.g_00435	Prbe.g_00159
OG0001842	Syad.g_02522	Prbe.g_00069
OG0001875	Syad.g_01547	Prbe.g_01008
OG0001876	Syad.g_01548	Prbe.g_01009
OG0001916	Syad.g_00921	Prbe.g_00637
OG0001917	Syad.g_01684	Prbe.g_01391
OG0001923	Syad.g_00251, Syad.g_00317	Prbe.g_00336
OG0001930	Syad.g_02523	Prbe.g_00068
OG0001931	Syad.g_02524	Prbe.g_00067
OG0001965	Syad.g_02126	Prbe.g_01051
OG0002019	Syad.g_01962	Prbe.g_00011
OG0002106	Syad.g_01217	Prbe.g_01626
OG0002321	Syad.g_00278	Prbe.g_00343
OG0002397	Syad.g_02009	Prbe.g_01381
OG0002421	Syad.g_00276	Prbe.g_00342
OG0002480	Syad.g_00290	Prbe.g_00346
OG0002487	Syad.g_00850	Prbe.g_00910
OG0002663	Syad.g_00962	Prbe.g_01006
OG0002772	Syad.g_00287	Prbe.g_00382
OG0002773	Syad.g_00275	Prbe.g_00387
OG0002774	Syad.g_00274	Prbe.g_00386
OG0002775	Syad.g_00273	Prbe.g_00389
OG0003013	Syad.g_00280	Prbe.g_00384
