Orthogroup	Syad	Prak
OG0001167	Syad.g_02486	Prak.g_01681
OG0001168	Syad.g_02488	Prak.g_01683
OG0001169	Syad.g_02490	Prak.g_01685
OG0001170	Syad.g_02492	Prak.g_01687
OG0001171	Syad.g_02503	Prak.g_01697
OG0001172	Syad.g_00594	Prak.g_01713
OG0001173	Syad.g_00595	Prak.g_01714
OG0001174	Syad.g_00603	Prak.g_01722
OG0001175	Syad.g_00604	Prak.g_01723
OG0001176	Syad.g_00644	Prak.g_01731
OG0001177	Syad.g_00641	Prak.g_01733
OG0001178	Syad.g_02629	Prak.g_01650
OG0001179	Syad.g_00675	Prak.g_01763
OG0001180	Syad.g_00700	Prak.g_01786
OG0001181	Syad.g_00704	Prak.g_01790
OG0001182	Syad.g_00712	Prak.g_01798
OG0001183	Syad.g_00717	Prak.g_01803
OG0001184	Syad.g_00378	Prak.g_01821
OG0001185	Syad.g_00354	Prak.g_01837
OG0001186	Syad.g_00247	Prak.g_01861
OG0001187	Syad.g_00245	Prak.g_01864
OG0001188	Syad.g_00238	Prak.g_01866
OG0001189	Syad.g_00217	Prak.g_01883
OG0001190	Syad.g_03034	Prak.g_01888
OG0001192	Syad.g_00013	Prak.g_01903
OG0001193	Syad.g_00072	Prak.g_01915
OG0001194	Syad.g_00075	Prak.g_01916
OG0001195	Syad.g_00076	Prak.g_01917
OG0001196	Syad.g_00144	Prak.g_01933
OG0001197	Syad.g_00146	Prak.g_01935
OG0001198	Syad.g_00159	Prak.g_01942
OG0001199	Syad.g_02735	Prak.g_00079
OG0001200	Syad.g_02737	Prak.g_00081
OG0001201	Syad.g_02802	Prak.g_00114
OG0001202	Syad.g_02945	Prak.g_00212
OG0001203	Syad.g_00821	Prak.g_00254
OG0001204	Syad.g_00577	Prak.g_00260
OG0001205	Syad.g_02440	Prak.g_00407
OG0001206	Syad.g_02385	Prak.g_00427
OG0001207	Syad.g_00893	Prak.g_00438
OG0001208	Syad.g_00906	Prak.g_00443
OG0001209	Syad.g_00980	Prak.g_00494
OG0001210	Syad.g_00993	Prak.g_00499
OG0001212	Syad.g_01082	Prak.g_00557
OG0001213	Syad.g_02163	Prak.g_00592
OG0001214	Syad.g_02150	Prak.g_01106
OG0001215	Syad.g_01366	Prak.g_00818
OG0001216	Syad.g_01816	Prak.g_00839
OG0001218	Syad.g_02328	Prak.g_01235
OG0001219	Syad.g_01653	Prak.g_00944
OG0001220	Syad.g_01195	Prak.g_00901
OG0001221	Syad.g_01950	Prak.g_00781
OG0001222	Syad.g_01770	Prak.g_01023
OG0001223	Syad.g_01715	Prak.g_00991
OG0001224	Syad.g_01286	Prak.g_00924
OG0001225	Syad.g_01288	Prak.g_00922
OG0001226	Syad.g_02100	Prak.g_00600
OG0001227	Syad.g_00029	Prak.g_01220
OG0001228	Syad.g_02460	Prak.g_01122
OG0001229	Syad.g_01314	Prak.g_01234
OG0001231	Syad.g_00179	Prak.g_00384
OG0001232	Syad.g_02658	Prak.g_01668
OG0001233	Syad.g_02493	Prak.g_01688
OG0001234	Syad.g_00608	Prak.g_01725
OG0001235	Syad.g_00633	Prak.g_01729
OG0001236	Syad.g_00412	Prak.g_01818
OG0001237	Syad.g_00376	Prak.g_01822
OG0001238	Syad.g_00007	Prak.g_01899
OG0001239	Syad.g_02732	Prak.g_00076
OG0001240	Syad.g_02785	Prak.g_00097
OG0001241	Syad.g_02795	Prak.g_00107
OG0001242	Syad.g_02827	Prak.g_00127
OG0001243	Syad.g_02841	Prak.g_00134
OG0001244	Syad.g_02873	Prak.g_00149
OG0001245	Syad.g_02223	Prak.g_01211
OG0001247	Syad.g_01837	Prak.g_00811
OG0001248	Syad.g_01843	Prak.g_00813
OG0001249	Syad.g_00756	Prak.g_00353
OG0001250	Syad.g_01227	Prak.g_00888
OG0001251	Syad.g_00083	Prak.g_00749
OG0001252	Syad.g_01279	Prak.g_00929
OG0001253	Syad.g_02037	Prak.g_00603
OG0001254	Syad.g_01528	Prak.g_01552
OG0001255	Syad.g_02224	Prak.g_01190
OG0001256	Syad.g_02609	Prak.g_01480
OG0001258	Syad.g_02619	Prak.g_01641
OG0001260	Syad.g_02514	Prak.g_01703
OG0001261	Syad.g_00684	Prak.g_01771
OG0001262	Syad.g_00219	Prak.g_01881
OG0001263	Syad.g_02844	Prak.g_00136
OG0001265	Syad.g_02825	Prak.g_00126
OG0001266	Syad.g_02949	Prak.g_00216
OG0001267	Syad.g_00523	Prak.g_00298
OG0001268	Syad.g_00767	Prak.g_00361
OG0001270	Syad.g_02453	Prak.g_00396
OG0001271	Syad.g_02356	Prak.g_00433
OG0001272	Syad.g_00910	Prak.g_00447
OG0001273	Syad.g_02157	Prak.g_01112
OG0001274	Syad.g_02988	Prak.g_00240
OG0001275	Syad.g_01699	Prak.g_01001
OG0001276	Syad.g_01683	Prak.g_01015
OG0001277	Syad.g_00127	Prak.g_01921
OG0001278	Syad.g_01445	Prak.g_01118
OG0001279	Syad.g_02248	Prak.g_00668
OG0001280	Syad.g_02402	Prak.g_01276
OG0001281	Syad.g_02413	Prak.g_01282
OG0001282	Syad.g_00890	Prak.g_01330
OG0001283	Syad.g_00138	Prak.g_01930
OG0001284	Syad.g_02585	Prak.g_01466
OG0001285	Syad.g_02043	Prak.g_01671
OG0001286	Syad.g_00698	Prak.g_01784
OG0001287	Syad.g_00346	Prak.g_01844
OG0001288	Syad.g_00326	Prak.g_01854
OG0001289	Syad.g_02767	Prak.g_00091
OG0001290	Syad.g_02794	Prak.g_00106
OG0001291	Syad.g_02854	Prak.g_00144
OG0001292	Syad.g_00572	Prak.g_00265
OG0001293	Syad.g_00549	Prak.g_00278
OG0001295	Syad.g_00997	Prak.g_01514
OG0001296	Syad.g_00939	Prak.g_00470
OG0001297	Syad.g_00943	Prak.g_00475
OG0001298	Syad.g_01055	Prak.g_00537
OG0001299	Syad.g_01591	Prak.g_01075
OG0001300	Syad.g_01339	Prak.g_00822
OG0001301	Syad.g_01303	Prak.g_00827
OG0001302	Syad.g_02123	Prak.g_00940
OG0001303	Syad.g_01655	Prak.g_01607
OG0001304	Syad.g_01669	Prak.g_01028
OG0001305	Syad.g_01296	Prak.g_00916
OG0001306	Syad.g_01119	Prak.g_01187
OG0001307	Syad.g_00626	Prak.g_01304
OG0001309	Syad.g_00950	Prak.g_01508
OG0001310	Syad.g_02638	Prak.g_01658
OG0001311	Syad.g_01681	Prak.g_01017
OG0001312	Syad.g_01788	Prak.g_00953
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Prak.g_00635
OG0001315	Syad.g_00715	Prak.g_01225
OG0001316	Syad.g_02861	Prak.g_00148
OG0001317	Syad.g_00814	Prak.g_00250
OG0001318	Syad.g_00557	Prak.g_00274
OG0001321	Syad.g_02423	Prak.g_00413
OG0001322	Syad.g_02422	Prak.g_00414
OG0001323	Syad.g_00953	Prak.g_00480
OG0001324	Syad.g_01338	Prak.g_00823
OG0001325	Syad.g_01811	Prak.g_01058
OG0001327	Syad.g_01605	Prak.g_00758
OG0001328	Syad.g_01638	Prak.g_01258
OG0001329	Syad.g_00866	Prak.g_01604
OG0001330	Syad.g_02395	Prak.g_01497
OG0001332	Syad.g_02535	Prak.g_01437
OG0001333	Syad.g_02487	Prak.g_01682
OG0001334	Syad.g_00725	Prak.g_01806
OG0001335	Syad.g_00726	Prak.g_01807
OG0001337	Syad.g_00750, Syad.g_00741	Prak.g_00348
OG0001338	Syad.g_00735, Syad.g_00722, Syad.g_00745	Prak.g_00351
OG0001339	Syad.g_02797	Prak.g_00109
OG0001340	Syad.g_00742	Prak.g_00349
OG0001341	Syad.g_01312	Prak.g_01227
OG0001343	Syad.g_00079	Prak.g_00746
OG0001344	Syad.g_01157	Prak.g_01168
OG0001345	Syad.g_01188	Prak.g_01152
OG0001346	Syad.g_02406	Prak.g_01278
OG0001348	Syad.g_01250	Prak.g_01512
OG0001349	Syad.g_02663	Prak.g_01353
OG0001350	Syad.g_00820	Prak.g_00253
OG0001352	Syad.g_00969	Prak.g_00807
OG0001353	Syad.g_01244	Prak.g_00878
OG0001354	Syad.g_01728	Prak.g_00983
OG0001355	Syad.g_02116	Prak.g_01037
OG0001356	Syad.g_01251	Prak.g_01633
OG0001359	Syad.g_00078	Prak.g_00747
OG0001362	Syad.g_02294	Prak.g_01405
OG0001363	Syad.g_02296	Prak.g_01407
OG0001364	Syad.g_00431	Prak.g_01809
OG0001368	Syad.g_00578	Prak.g_01252, Prak.g_00699, Prak.g_00633
OG0001369	Syad.g_02784	Prak.g_00096
OG0001370	Syad.g_02045, Syad.g_02124	Prak.g_00424
OG0001375	Syad.g_00080	Prak.g_00745
OG0001379	Syad.g_02397	Prak.g_01271
OG0001381	Syad.g_01266, Syad.g_00614	Prak.g_01197
OG0001394	Syad.g_01920	Prak.g_00785
OG0001397	Syad.g_02295	Prak.g_01406
OG0001398	Syad.g_01977	Prak.g_01537
OG0001401	Syad.g_01233	Prak.g_00883
OG0001402	Syad.g_02174	Prak.g_00586
OG0001403	Syad.g_00197	Prak.g_00031
OG0001404	Syad.g_02727	Prak.g_00073
OG0001407	Syad.g_00970	Prak.g_01244
OG0001410	Syad.g_00627	Prak.g_01303
OG0001411	Syad.g_00372	Prak.g_00066
OG0001414	Syad.g_00615	Prak.g_00245
OG0001419	Syad.g_00971	Prak.g_01243
OG0001421	Syad.g_02105, Syad.g_02039	Prak.g_01481
OG0001423	Syad.g_02707, Syad.g_02708	Prak.g_00645
OG0001425	Syad.g_00012	Prak.g_01902
OG0001428	Syad.g_02906	Prak.g_00184
OG0001429	Syad.g_01656	Prak.g_00945
OG0001430	Syad.g_03026	Prak.g_01236
OG0001431	Syad.g_00393	Prak.g_01218, Prak.g_01522
OG0001433	Syad.g_01253, Syad.g_01252	Prak.g_01632
OG0001434	Syad.g_01916	Prak.g_00790
OG0001435	Syad.g_01612	Prak.g_00766
OG0001443	Syad.g_00023	Prak.g_01233
OG0001448	Syad.g_02723	Prak.g_00417
OG0001460	Syad.g_01254	Prak.g_01631
OG0001461	Syad.g_02162	Prak.g_00057
OG0001463	Syad.g_01264	Prak.g_00305
OG0001464	Syad.g_00743	Prak.g_00350
OG0001465	Syad.g_01830	Prak.g_00834
OG0001477	Syad.g_01307	Prak.g_00691
OG0001487	Syad.g_02327	Prak.g_01431
OG0001488	Syad.g_01175	Prak.g_01159
OG0001489	Syad.g_00709	Prak.g_01795
OG0001496	Syad.g_01309	Prak.g_00689
OG0001497	Syad.g_01308	Prak.g_00690
OG0001498	Syad.g_00786	Prak.g_00380
OG0001505	Syad.g_00259	Prak.g_00695
OG0001510	Syad.g_00342	Prak.g_01848
OG0001511	Syad.g_02810	Prak.g_00118
OG0001512	Syad.g_00822	Prak.g_01229
OG0001513	Syad.g_00646	Prak.g_01577
OG0001514	Syad.g_01310	Prak.g_00688
OG0001515	Syad.g_01343	Prak.g_00820
OG0001516	Syad.g_01588	Prak.g_01078
OG0001517	Syad.g_00762	Prak.g_00357
OG0001518	Syad.g_00009	Prak.g_01901
OG0001519	Syad.g_00025	Prak.g_01906
OG0001522	Syad.g_01243	Prak.g_00879
OG0001525	Syad.g_00036	Prak.g_01610
OG0001527	Syad.g_01030	Prak.g_00523
OG0001529	Syad.g_00210	Prak.g_00041
OG0001530	Syad.g_02808	Prak.g_00117
OG0001531	Syad.g_00823	Prak.g_00255
OG0001532	Syad.g_01492	Prak.g_01141
OG0001534	Syad.g_01668	Prak.g_01029
OG0001535	Syad.g_01685	Prak.g_01013
OG0001536	Syad.g_01762	Prak.g_00969
OG0001537	Syad.g_01949	Prak.g_00782
OG0001538	Syad.g_01884	Prak.g_00850
OG0001539	Syad.g_01607	Prak.g_00760
OG0001540	Syad.g_02846	Prak.g_00138
OG0001541	Syad.g_02915	Prak.g_00192
OG0001542	Syad.g_02924	Prak.g_00198
OG0001543	Syad.g_02969	Prak.g_01263
OG0001544	Syad.g_00024	Prak.g_01905
OG0001545	Syad.g_00126	Prak.g_01920
OG0001559	Syad.g_02807	Prak.g_00116
OG0001560	Syad.g_02793	Prak.g_00105
OG0001561	Syad.g_01679	Prak.g_01019
OG0001562	Syad.g_01693	Prak.g_01006
OG0001563	Syad.g_00693	Prak.g_01779
OG0001564	Syad.g_01539	Prak.g_00060
OG0001574	Syad.g_01028	Prak.g_00521
OG0001575	Syad.g_01033	Prak.g_00526
OG0001576	Syad.g_01103	Prak.g_01291
OG0001577	Syad.g_01148	Prak.g_01177
OG0001579	Syad.g_00732	Prak.g_00346
OG0001580	Syad.g_03020	Prak.g_00048
OG0001588	Syad.g_00428	Prak.g_00387
OG0001589	Syad.g_02495	Prak.g_01690
OG0001591	Syad.g_01599	Prak.g_00799
OG0001592	Syad.g_03021	Prak.g_00047
OG0001614	Syad.g_00356	Prak.g_01836
OG0001616	Syad.g_01515	Prak.g_01149
OG0001617	Syad.g_01335	Prak.g_00824
OG0001619	Syad.g_01773	Prak.g_00962
OG0001620	Syad.g_00774	Prak.g_00365
OG0001621	Syad.g_00562	Prak.g_00270
OG0001622	Syad.g_00137	Prak.g_01929
OG0001636	Syad.g_00203	Prak.g_00035
OG0001638	Syad.g_02636	Prak.g_01656
OG0001639	Syad.g_02539	Prak.g_01440
OG0001640	Syad.g_01274	Prak.g_00932
OG0001641	Syad.g_01711	Prak.g_00994
OG0001642	Syad.g_01197	Prak.g_00899
OG0001643	Syad.g_02147	Prak.g_01103
OG0001644	Syad.g_01799	Prak.g_01048
OG0001654	Syad.g_02537	Prak.g_01438
OG0001656	Syad.g_00731	Prak.g_00345
OG0001657	Syad.g_02889	Prak.g_00167
OG0001658	Syad.g_03033	Prak.g_00043
OG0001659	Syad.g_01507	Prak.g_01517
OG0001676	Syad.g_00734	Prak.g_00347
OG0001678	Syad.g_00593	Prak.g_01712
OG0001679	Syad.g_01038, Syad.g_01037	Prak.g_00352
OG0001691	Syad.g_02182	Prak.g_00934
OG0001693	Syad.g_01291	Prak.g_01589
OG0001717	Syad.g_02901	Prak.g_00684
OG0001733	Syad.g_01602	Prak.g_01629
OG0001747	Syad.g_02871	Prak.g_00388
OG0001758	Syad.g_01546	Prak.g_01623
OG0001769	Syad.g_02133	Prak.g_01224
OG0001771	Syad.g_02075	Prak.g_01572
OG0001780	Syad.g_00288	Prak.g_01358
OG0001795	Syad.g_00817	Prak.g_01612, Prak.g_00735
OG0001807	Syad.g_00435	Prak.g_00059
OG0001842	Syad.g_02522	Prak.g_00714
OG0001875	Syad.g_01547	Prak.g_01622
OG0001876	Syad.g_01548	Prak.g_01621
OG0001916	Syad.g_00921	Prak.g_00457
OG0001917	Syad.g_01684	Prak.g_01014
OG0001923	Syad.g_00251, Syad.g_00317	Prak.g_01366
OG0001930	Syad.g_02523	Prak.g_00715
OG0001931	Syad.g_02524	Prak.g_00716
OG0001965	Syad.g_02126	Prak.g_01579
OG0002019	Syad.g_01962	Prak.g_01520
OG0002106	Syad.g_01217	Prak.g_01249
OG0002321	Syad.g_00278	Prak.g_01359
OG0002397	Syad.g_02009	Prak.g_01004
OG0002421	Syad.g_00276	Prak.g_01360
OG0002480	Syad.g_00290	Prak.g_01356
OG0002487	Syad.g_00850	Prak.g_01260
OG0002663	Syad.g_00962	Prak.g_01624
OG0002772	Syad.g_00287	Prak.g_01320
OG0002773	Syad.g_00275	Prak.g_01315
OG0002774	Syad.g_00274	Prak.g_01316
OG0002775	Syad.g_00273	Prak.g_01313
OG0003013	Syad.g_00280	Prak.g_01318
