Orthogroup	Syad	Prai
OG0001177	Syad.g_00641	Prai.g_01724
OG0001178	Syad.g_02629	Prai.g_01729
OG0001179	Syad.g_00675	Prai.g_01761
OG0001180	Syad.g_00700	Prai.g_01788
OG0001181	Syad.g_00704	Prai.g_01792
OG0001182	Syad.g_00712	Prai.g_01799
OG0001183	Syad.g_00717	Prai.g_01803
OG0001184	Syad.g_00378	Prai.g_01819
OG0001185	Syad.g_00354	Prai.g_01833
OG0001186	Syad.g_00247	Prai.g_01856
OG0001187	Syad.g_00245	Prai.g_01862
OG0001188	Syad.g_00238	Prai.g_01864
OG0001189	Syad.g_00217	Prai.g_01881
OG0001190	Syad.g_03034	Prai.g_01885
OG0001192	Syad.g_00013	Prai.g_01899
OG0001193	Syad.g_00072	Prai.g_01909
OG0001194	Syad.g_00075	Prai.g_01910
OG0001195	Syad.g_00076	Prai.g_01911
OG0001196	Syad.g_00144	Prai.g_01924
OG0001197	Syad.g_00146	Prai.g_01925
OG0001198	Syad.g_00159	Prai.g_01933
OG0001199	Syad.g_02735	Prai.g_00074
OG0001200	Syad.g_02737	Prai.g_00076
OG0001201	Syad.g_02802	Prai.g_00108
OG0001202	Syad.g_02945	Prai.g_00210
OG0001203	Syad.g_00821	Prai.g_00249
OG0001204	Syad.g_00577	Prai.g_00256
OG0001205	Syad.g_02440	Prai.g_00476
OG0001206	Syad.g_02385	Prai.g_00493
OG0001207	Syad.g_00893	Prai.g_00507
OG0001208	Syad.g_00906	Prai.g_00512
OG0001209	Syad.g_00980	Prai.g_00563
OG0001210	Syad.g_00993	Prai.g_00568
OG0001212	Syad.g_01082	Prai.g_00624
OG0001213	Syad.g_02163	Prai.g_00658
OG0001214	Syad.g_02150	Prai.g_00666
OG0001215	Syad.g_01366	Prai.g_00719
OG0001216	Syad.g_01816	Prai.g_00750
OG0001218	Syad.g_02328	Prai.g_00887
OG0001219	Syad.g_01653	Prai.g_00858
OG0001220	Syad.g_01195	Prai.g_00795
OG0001221	Syad.g_01950	Prai.g_01035
OG0001222	Syad.g_01770	Prai.g_00997
OG0001223	Syad.g_01715	Prai.g_00971
OG0001224	Syad.g_01286	Prai.g_00922
OG0001225	Syad.g_01288	Prai.g_00920
OG0001226	Syad.g_02100	Prai.g_01083
OG0001227	Syad.g_00029	Prai.g_01101
OG0001228	Syad.g_02460	Prai.g_01218
OG0001229	Syad.g_01314	Prai.g_01368
OG0001231	Syad.g_00179	Prai.g_01560
OG0001232	Syad.g_02658	Prai.g_01661
OG0001233	Syad.g_02493	Prai.g_01681
OG0001234	Syad.g_00608	Prai.g_01716
OG0001235	Syad.g_00633	Prai.g_01726
OG0001236	Syad.g_00412	Prai.g_01816
OG0001237	Syad.g_00376	Prai.g_01820
OG0001238	Syad.g_00007	Prai.g_01896
OG0001239	Syad.g_02732	Prai.g_00071
OG0001240	Syad.g_02785	Prai.g_00093
OG0001241	Syad.g_02795	Prai.g_00101
OG0001242	Syad.g_02827	Prai.g_00119
OG0001243	Syad.g_02841	Prai.g_00125
OG0001244	Syad.g_02873	Prai.g_00141
OG0001245	Syad.g_02223	Prai.g_00392
OG0001246	Syad.g_00933	Prai.g_00534
OG0001247	Syad.g_01837	Prai.g_00712
OG0001248	Syad.g_01843	Prai.g_00714
OG0001249	Syad.g_00756	Prai.g_00869
OG0001250	Syad.g_01227	Prai.g_00806
OG0001252	Syad.g_01279	Prai.g_00927
OG0001253	Syad.g_02037	Prai.g_01102
OG0001254	Syad.g_01528	Prai.g_01145
OG0001255	Syad.g_02224	Prai.g_01156
OG0001256	Syad.g_02609	Prai.g_01553
OG0001257	Syad.g_02210	Prai.g_01559
OG0001258	Syad.g_02619	Prai.g_01635
OG0001260	Syad.g_02514	Prai.g_01695
OG0001261	Syad.g_00684	Prai.g_01769
OG0001262	Syad.g_00219	Prai.g_01879
OG0001263	Syad.g_02844	Prai.g_00128
OG0001265	Syad.g_02825	Prai.g_00118
OG0001266	Syad.g_02949	Prai.g_00214
OG0001267	Syad.g_00523	Prai.g_00293
OG0001268	Syad.g_00767	Prai.g_00352
OG0001270	Syad.g_02453	Prai.g_00465
OG0001271	Syad.g_02356	Prai.g_00502
OG0001272	Syad.g_00910	Prai.g_00516
OG0001273	Syad.g_02157	Prai.g_00660
OG0001275	Syad.g_01699	Prai.g_00961
OG0001276	Syad.g_01683	Prai.g_00942
OG0001277	Syad.g_00127	Prai.g_01090
OG0001278	Syad.g_01445	Prai.g_01223
OG0001279	Syad.g_02248	Prai.g_01583
OG0001280	Syad.g_02402	Prai.g_01334
OG0001281	Syad.g_02413	Prai.g_01340
OG0001282	Syad.g_00890	Prai.g_01371
OG0001284	Syad.g_02585	Prai.g_01532
OG0001285	Syad.g_02043	Prai.g_01664
OG0001286	Syad.g_00698	Prai.g_01786
OG0001287	Syad.g_00346	Prai.g_01840
OG0001288	Syad.g_00326	Prai.g_01849
OG0001289	Syad.g_02767	Prai.g_00087
OG0001290	Syad.g_02794	Prai.g_00100
OG0001291	Syad.g_02854	Prai.g_00135
OG0001292	Syad.g_00572	Prai.g_00261
OG0001293	Syad.g_00549	Prai.g_00274
OG0001294	Syad.g_01597	Prai.g_00389
OG0001295	Syad.g_00997	Prai.g_00498
OG0001296	Syad.g_00939	Prai.g_00539
OG0001298	Syad.g_01055	Prai.g_00605
OG0001299	Syad.g_01591	Prai.g_00695
OG0001300	Syad.g_01339	Prai.g_00722
OG0001301	Syad.g_01303	Prai.g_00725
OG0001302	Syad.g_02123	Prai.g_00860
OG0001304	Syad.g_01669	Prai.g_00933
OG0001305	Syad.g_01296	Prai.g_00914
OG0001306	Syad.g_01119	Prai.g_01158
OG0001307	Syad.g_00626	Prai.g_01354
OG0001309	Syad.g_00950	Prai.g_01557
OG0001310	Syad.g_02638	Prai.g_01650
OG0001312	Syad.g_01788	Prai.g_01008
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Prai.g_00439
OG0001315	Syad.g_00715	Prai.g_00061
OG0001316	Syad.g_02861	Prai.g_00140
OG0001317	Syad.g_00814	Prai.g_00245
OG0001318	Syad.g_00557	Prai.g_00269
OG0001321	Syad.g_02423	Prai.g_00482
OG0001322	Syad.g_02422	Prai.g_00483
OG0001323	Syad.g_00953	Prai.g_00548
OG0001324	Syad.g_01338	Prai.g_00723
OG0001325	Syad.g_01811	Prai.g_00753
OG0001327	Syad.g_01605	Prai.g_01075
OG0001328	Syad.g_01638	Prai.g_01100
OG0001330	Syad.g_02395	Prai.g_01309
OG0001332	Syad.g_02535	Prai.g_01504
OG0001333	Syad.g_02487	Prai.g_01675
OG0001334	Syad.g_00725	Prai.g_01806
OG0001335	Syad.g_00726	Prai.g_01807
OG0001336	Syad.g_00139	Prai.g_01921
OG0001339	Syad.g_02797	Prai.g_00103
OG0001340	Syad.g_00742	Prai.g_00341
OG0001341	Syad.g_01312	Prai.g_00897
OG0001343	Syad.g_00079	Prai.g_01062
OG0001344	Syad.g_01157	Prai.g_01175
OG0001345	Syad.g_01188	Prai.g_01190
OG0001346	Syad.g_02406	Prai.g_01336
OG0001348	Syad.g_01250	Prai.g_01587
OG0001349	Syad.g_02663	Prai.g_01407
OG0001352	Syad.g_00969	Prai.g_00709
OG0001353	Syad.g_01244	Prai.g_00815
OG0001355	Syad.g_02116	Prai.g_01272
OG0001358	Syad.g_02179	Prai.g_00649
OG0001359	Syad.g_00078	Prai.g_01061
OG0001360	Syad.g_01191	Prai.g_01103
OG0001361	Syad.g_01185	Prai.g_01187
OG0001362	Syad.g_02294	Prai.g_01477
OG0001363	Syad.g_02296	Prai.g_01479
OG0001364	Syad.g_00431	Prai.g_01809
OG0001369	Syad.g_02784	Prai.g_00092
OG0001375	Syad.g_00080	Prai.g_01063
OG0001376	Syad.g_00015	Prai.g_01069
OG0001377	Syad.g_00014	Prai.g_01070
OG0001378	Syad.g_02454	Prai.g_01112
OG0001381	Syad.g_01266, Syad.g_00614	Prai.g_01364
OG0001394	Syad.g_01920	Prai.g_01031
OG0001395	Syad.g_01792	Prai.g_00931
OG0001397	Syad.g_02295	Prai.g_01478
OG0001398	Syad.g_01977	Prai.g_01601
OG0001399	Syad.g_02336	Prai.g_01718
OG0001403	Syad.g_00197	Prai.g_00030
OG0001404	Syad.g_02727	Prai.g_00068
OG0001405	Syad.g_00728	Prai.g_00339
OG0001407	Syad.g_00970	Prai.g_01081
OG0001408	Syad.g_01431	Prai.g_01086
OG0001410	Syad.g_00627	Prai.g_01355
OG0001411	Syad.g_00372	Prai.g_01422, Prai.g_01391
OG0001413	Syad.g_02113	Prai.g_01547
OG0001414	Syad.g_00615	Prai.g_00240
OG0001416	Syad.g_02410	Prai.g_00490
OG0001417	Syad.g_01729	Prai.g_00500
OG0001419	Syad.g_00971	Prai.g_01082
OG0001420	Syad.g_00963	Prai.g_01122
OG0001421	Syad.g_02105, Syad.g_02039	Prai.g_01554
OG0001428	Syad.g_02906	Prai.g_00183
OG0001430	Syad.g_03026	Prai.g_01271
OG0001432	Syad.g_01382	Prai.g_01545
OG0001438	Syad.g_00507	Prai.g_00306
OG0001439	Syad.g_00476	Prai.g_00320
OG0001443	Syad.g_00023	Prai.g_01602
OG0001447	Syad.g_02842	Prai.g_00126
OG0001448	Syad.g_02723	Prai.g_00380
OG0001449	Syad.g_00583	Prai.g_00413
OG0001452	Syad.g_00563	Prai.g_01058
OG0001453	Syad.g_01709	Prai.g_00967
OG0001454	Syad.g_02101	Prai.g_01096
OG0001459	Syad.g_01550	Prai.g_01552
OG0001462	Syad.g_00204	Prai.g_00034
OG0001463	Syad.g_01264	Prai.g_00299
OG0001464	Syad.g_00743	Prai.g_00342
OG0001465	Syad.g_01830	Prai.g_00731
OG0001471	Syad.g_00484	Prai.g_01548
OG0001473	Syad.g_02127	Prai.g_01857
OG0001474	Syad.g_00768	Prai.g_00353
OG0001475	Syad.g_02464	Prai.g_00152
OG0001477	Syad.g_01307	Prai.g_01254
OG0001480	Syad.g_01194	Prai.g_00382
OG0001482	Syad.g_01719	Prai.g_00488
OG0001492	Syad.g_01448	Prai.g_01220
OG0001493	Syad.g_01439	Prai.g_01228
OG0001496	Syad.g_01309	Prai.g_01252
OG0001497	Syad.g_01308	Prai.g_01253
OG0001499	Syad.g_02081	Prai.g_00060
OG0001502	Syad.g_01202	Prai.g_00877
OG0001505	Syad.g_00259	Prai.g_01394
OG0001508	Syad.g_02461	Prai.g_01432
OG0001514	Syad.g_01310	Prai.g_01251
OG0001520	Syad.g_01039	Prai.g_00406
OG0001522	Syad.g_01243	Prai.g_00814
OG0001527	Syad.g_01030	Prai.g_00591
OG0001532	Syad.g_01492	Prai.g_01199
OG0001547	Syad.g_01963	Prai.g_00875
OG0001548	Syad.g_02092	Prai.g_00871
OG0001554	Syad.g_03031	Prai.g_01555
OG0001555	Syad.g_01923	Prai.g_01569
OG0001562	Syad.g_01693	Prai.g_00949
OG0001567	Syad.g_01965	Prai.g_00876
OG0001568	Syad.g_01961	Prai.g_00874
OG0001570	Syad.g_01985	Prai.g_01255
OG0001582	Syad.g_02086	Prai.g_00499
OG0001588	Syad.g_00428	Prai.g_00778
OG0001602	Syad.g_01831	Prai.g_00730
OG0001625	Syad.g_00555	Prai.g_00271
OG0001634	Syad.g_01594	Prai.g_01582
OG0001647	Syad.g_00531	Prai.g_00285
OG0001924	Syad.g_02188	Prai.g_01283
OG0001925	Syad.g_02189	Prai.g_01284
OG0001926	Syad.g_02190	Prai.g_01285
OG0001927	Syad.g_02191	Prai.g_01286
OG0001993	Syad.g_02186	Prai.g_01281
OG0001994	Syad.g_02187	Prai.g_01282
OG0002019	Syad.g_01962	Prai.g_01304
OG0002092	Syad.g_02549	Prai.g_01240
OG0002106	Syad.g_01217	Prai.g_00396
OG0002112	Syad.g_00494	Prai.g_00417
OG0002157	Syad.g_00493	Prai.g_00418
OG0002158	Syad.g_00495	Prai.g_00416
OG0002369	Syad.g_00284	Prai.g_00742
OG0002395	Syad.g_00492	Prai.g_01628
OG0002618	Syad.g_00382	Prai.g_01620
OG0002721	Syad.g_01196	Prai.g_01320
