Orthogroup	Syad	Prag
OG0001173	Syad.g_00595	Prag.g_01736
OG0001174	Syad.g_00603	Prag.g_01744
OG0001175	Syad.g_00604	Prag.g_01745
OG0001176	Syad.g_00644	Prag.g_01752
OG0001177	Syad.g_00641	Prag.g_01754
OG0001178	Syad.g_02629	Prag.g_01759
OG0001179	Syad.g_00675	Prag.g_01788
OG0001180	Syad.g_00700	Prag.g_01810
OG0001181	Syad.g_00704	Prag.g_01814
OG0001182	Syad.g_00712	Prag.g_01821
OG0001183	Syad.g_00717	Prag.g_01825
OG0001184	Syad.g_00378	Prag.g_01841
OG0001185	Syad.g_00354	Prag.g_01855
OG0001186	Syad.g_00247	Prag.g_01879
OG0001187	Syad.g_00245	Prag.g_01883
OG0001188	Syad.g_00238	Prag.g_01885
OG0001189	Syad.g_00217	Prag.g_01902
OG0001190	Syad.g_03034	Prag.g_01906
OG0001192	Syad.g_00013	Prag.g_01921
OG0001193	Syad.g_00072	Prag.g_01931
OG0001194	Syad.g_00075	Prag.g_01932
OG0001195	Syad.g_00076	Prag.g_01933
OG0001196	Syad.g_00144	Prag.g_01946
OG0001197	Syad.g_00146	Prag.g_01947
OG0001198	Syad.g_00159	Prag.g_01954
OG0001199	Syad.g_02735	Prag.g_00068
OG0001200	Syad.g_02737	Prag.g_00070
OG0001201	Syad.g_02802	Prag.g_00101
OG0001202	Syad.g_02945	Prag.g_00192
OG0001203	Syad.g_00821	Prag.g_00231
OG0001204	Syad.g_00577	Prag.g_00236
OG0001205	Syad.g_02440	Prag.g_00424
OG0001206	Syad.g_02385	Prag.g_00441
OG0001207	Syad.g_00893	Prag.g_00456
OG0001208	Syad.g_00906	Prag.g_00461
OG0001209	Syad.g_00980	Prag.g_00514
OG0001210	Syad.g_00993	Prag.g_00519
OG0001212	Syad.g_01082	Prag.g_00574
OG0001213	Syad.g_02163	Prag.g_00607
OG0001214	Syad.g_02150	Prag.g_00615
OG0001215	Syad.g_01366	Prag.g_00668
OG0001216	Syad.g_01816	Prag.g_00694
OG0001218	Syad.g_02328	Prag.g_00752
OG0001219	Syad.g_01653	Prag.g_00795
OG0001220	Syad.g_01195	Prag.g_00856
OG0001221	Syad.g_01950	Prag.g_00917
OG0001222	Syad.g_01770	Prag.g_00956
OG0001223	Syad.g_01715	Prag.g_00982
OG0001224	Syad.g_01286	Prag.g_01032
OG0001225	Syad.g_01288	Prag.g_01034
OG0001226	Syad.g_02100	Prag.g_01060
OG0001227	Syad.g_00029	Prag.g_01079
OG0001228	Syad.g_02460	Prag.g_01198
OG0001229	Syad.g_01314	Prag.g_01387
OG0001231	Syad.g_00179	Prag.g_01585
OG0001232	Syad.g_02658	Prag.g_01692
OG0001233	Syad.g_02493	Prag.g_01712
OG0001234	Syad.g_00608	Prag.g_01747
OG0001235	Syad.g_00633	Prag.g_01756
OG0001236	Syad.g_00412	Prag.g_01838
OG0001237	Syad.g_00376	Prag.g_01842
OG0001238	Syad.g_00007	Prag.g_01917
OG0001239	Syad.g_02732	Prag.g_00065
OG0001241	Syad.g_02795	Prag.g_00094
OG0001242	Syad.g_02827	Prag.g_00112
OG0001243	Syad.g_02841	Prag.g_00118
OG0001244	Syad.g_02873	Prag.g_00134
OG0001245	Syad.g_02223	Prag.g_00373
OG0001246	Syad.g_00933	Prag.g_00483
OG0001247	Syad.g_01837	Prag.g_00661
OG0001248	Syad.g_01843	Prag.g_00663
OG0001249	Syad.g_00756	Prag.g_00784
OG0001250	Syad.g_01227	Prag.g_00845
OG0001251	Syad.g_00083	Prag.g_00893
OG0001252	Syad.g_01279	Prag.g_01027
OG0001253	Syad.g_02037	Prag.g_01080
OG0001254	Syad.g_01528	Prag.g_01122
OG0001255	Syad.g_02224	Prag.g_01137
OG0001256	Syad.g_02609	Prag.g_01578
OG0001257	Syad.g_02210	Prag.g_01584
OG0001258	Syad.g_02619	Prag.g_01666
OG0001260	Syad.g_02514	Prag.g_01727
OG0001261	Syad.g_00684	Prag.g_01796
OG0001262	Syad.g_00219	Prag.g_01900
OG0001263	Syad.g_02844	Prag.g_00121
OG0001265	Syad.g_02825	Prag.g_00111
OG0001266	Syad.g_02949	Prag.g_00196
OG0001267	Syad.g_00523	Prag.g_00271
OG0001268	Syad.g_00767	Prag.g_00334
OG0001270	Syad.g_02453	Prag.g_00413
OG0001271	Syad.g_02356	Prag.g_00451
OG0001272	Syad.g_00910	Prag.g_00465
OG0001273	Syad.g_02157	Prag.g_00609
OG0001274	Syad.g_02988	Prag.g_00681
OG0001275	Syad.g_01699	Prag.g_00992
OG0001276	Syad.g_01683	Prag.g_01011
OG0001277	Syad.g_00127	Prag.g_01068
OG0001278	Syad.g_01445	Prag.g_01203
OG0001279	Syad.g_02248	Prag.g_01302
OG0001280	Syad.g_02402	Prag.g_01354
OG0001281	Syad.g_02413	Prag.g_01360
OG0001282	Syad.g_00890	Prag.g_01390
OG0001284	Syad.g_02585	Prag.g_01560
OG0001285	Syad.g_02043	Prag.g_01695
OG0001286	Syad.g_00698	Prag.g_01808
OG0001287	Syad.g_00346	Prag.g_01863
OG0001288	Syad.g_00326	Prag.g_01872
OG0001289	Syad.g_02767	Prag.g_00081
OG0001290	Syad.g_02794	Prag.g_00093
OG0001291	Syad.g_02854	Prag.g_00128
OG0001292	Syad.g_00572	Prag.g_00241
OG0001293	Syad.g_00549	Prag.g_00252
OG0001294	Syad.g_01597	Prag.g_00371
OG0001295	Syad.g_00997	Prag.g_00446
OG0001296	Syad.g_00939	Prag.g_00488
OG0001297	Syad.g_00943	Prag.g_00493
OG0001298	Syad.g_01055	Prag.g_00555
OG0001299	Syad.g_01591	Prag.g_00644
OG0001300	Syad.g_01339	Prag.g_00671
OG0001301	Syad.g_01303	Prag.g_00674
OG0001302	Syad.g_02123	Prag.g_00793
OG0001303	Syad.g_01655	Prag.g_00996
OG0001304	Syad.g_01669	Prag.g_01021
OG0001305	Syad.g_01296	Prag.g_01040
OG0001306	Syad.g_01119	Prag.g_01139
OG0001307	Syad.g_00626	Prag.g_01372
OG0001309	Syad.g_00950	Prag.g_01582
OG0001310	Syad.g_02638	Prag.g_01681
OG0001312	Syad.g_01788	Prag.g_00945
OG0001313	Syad.g_02372, Syad.g_02373	Prag.g_01293, Prag.g_01295, Prag.g_01251
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Prag.g_00735
OG0001315	Syad.g_00715	Prag.g_00055
OG0001316	Syad.g_02861	Prag.g_00133
OG0001317	Syad.g_00814	Prag.g_00227
OG0001318	Syad.g_00557	Prag.g_00248
OG0001321	Syad.g_02423	Prag.g_00430
OG0001322	Syad.g_02422	Prag.g_00431
OG0001323	Syad.g_00953	Prag.g_00498
OG0001324	Syad.g_01338	Prag.g_00672
OG0001325	Syad.g_01811	Prag.g_00697
OG0001326	Syad.g_00092	Prag.g_00881
OG0001327	Syad.g_01605	Prag.g_01051
OG0001328	Syad.g_01638	Prag.g_01078
OG0001329	Syad.g_00866	Prag.g_01113
OG0001330	Syad.g_02395	Prag.g_01327
OG0001332	Syad.g_02535	Prag.g_01533
OG0001333	Syad.g_02487	Prag.g_01706
OG0001334	Syad.g_00725	Prag.g_01828
OG0001335	Syad.g_00726	Prag.g_01829
OG0001336	Syad.g_00139	Prag.g_01943
OG0001339	Syad.g_02797	Prag.g_00096
OG0001340	Syad.g_00742	Prag.g_00319
OG0001341	Syad.g_01312	Prag.g_00742
OG0001343	Syad.g_00079	Prag.g_00890
OG0001344	Syad.g_01157	Prag.g_01157
OG0001345	Syad.g_01188	Prag.g_01172
OG0001346	Syad.g_02406	Prag.g_01356
OG0001347	Syad.g_00308	Prag.g_01276
OG0001348	Syad.g_01250	Prag.g_01606
OG0001349	Syad.g_02663	Prag.g_01489
OG0001352	Syad.g_00969	Prag.g_00658
OG0001353	Syad.g_01244	Prag.g_00837
OG0001354	Syad.g_01728	Prag.g_00974
OG0001355	Syad.g_02116	Prag.g_01616
OG0001356	Syad.g_01251	Prag.g_00769
OG0001358	Syad.g_02179	Prag.g_00598
OG0001359	Syad.g_00078	Prag.g_00891
OG0001360	Syad.g_01191	Prag.g_01081
OG0001361	Syad.g_01185	Prag.g_01169
OG0001362	Syad.g_02294	Prag.g_01504
OG0001363	Syad.g_02296	Prag.g_01506
OG0001364	Syad.g_00431	Prag.g_01831
OG0001369	Syad.g_02784	Prag.g_00086
OG0001373	Syad.g_00091	Prag.g_00880
OG0001374	Syad.g_00099	Prag.g_00888
OG0001375	Syad.g_00080	Prag.g_00889
OG0001376	Syad.g_00015	Prag.g_01045
OG0001377	Syad.g_00014	Prag.g_01046
OG0001378	Syad.g_02454	Prag.g_01090
OG0001379	Syad.g_02397	Prag.g_01349
OG0001381	Syad.g_01266, Syad.g_00614	Prag.g_01383
OG0001385	Syad.g_00088	Prag.g_00877
OG0001386	Syad.g_00089	Prag.g_00878
OG0001387	Syad.g_00090	Prag.g_00879
OG0001388	Syad.g_00093	Prag.g_00882
OG0001389	Syad.g_00094	Prag.g_00883
OG0001390	Syad.g_00095	Prag.g_00884
OG0001391	Syad.g_00096	Prag.g_00885
OG0001392	Syad.g_00097	Prag.g_00886
OG0001393	Syad.g_00098	Prag.g_00887
OG0001395	Syad.g_01792	Prag.g_01023
OG0001396	Syad.g_00309	Prag.g_01277
OG0001397	Syad.g_02295	Prag.g_01505
OG0001398	Syad.g_01977	Prag.g_01612
OG0001399	Syad.g_02336	Prag.g_01749
OG0001401	Syad.g_01233	Prag.g_01280
OG0001402	Syad.g_02174	Prag.g_00759
OG0001403	Syad.g_00197	Prag.g_00030
OG0001404	Syad.g_02727	Prag.g_00062
OG0001405	Syad.g_00728	Prag.g_00317
OG0001407	Syad.g_00970	Prag.g_01058
OG0001408	Syad.g_01431	Prag.g_01063
OG0001410	Syad.g_00627	Prag.g_01373
OG0001411	Syad.g_00372	Prag.g_01426
OG0001413	Syad.g_02113	Prag.g_01574
OG0001414	Syad.g_00615	Prag.g_00222
OG0001416	Syad.g_02410	Prag.g_00438
OG0001417	Syad.g_01729	Prag.g_00448
OG0001419	Syad.g_00971	Prag.g_01059
OG0001420	Syad.g_00963	Prag.g_01098
OG0001421	Syad.g_02105, Syad.g_02039	Prag.g_01579
OG0001425	Syad.g_00012	Prag.g_01920
OG0001428	Syad.g_02906	Prag.g_00165
OG0001429	Syad.g_01656	Prag.g_00796
OG0001430	Syad.g_03026	Prag.g_01322
OG0001431	Syad.g_00393	Prag.g_01325
OG0001432	Syad.g_01382	Prag.g_01573
OG0001433	Syad.g_01253, Syad.g_01252	Prag.g_00768
OG0001434	Syad.g_01916	Prag.g_00925
OG0001438	Syad.g_00507	Prag.g_00284
OG0001439	Syad.g_00476	Prag.g_00298
OG0001442	Syad.g_01906	Prag.g_00733
OG0001443	Syad.g_00023	Prag.g_01652
OG0001447	Syad.g_02842	Prag.g_00119
OG0001448	Syad.g_02723	Prag.g_00361
OG0001449	Syad.g_00583	Prag.g_00388
OG0001452	Syad.g_00563	Prag.g_00894
OG0001453	Syad.g_01709	Prag.g_00986
OG0001454	Syad.g_02101	Prag.g_01074
OG0001456	Syad.g_00101	Prag.g_01130
OG0001457	Syad.g_00102	Prag.g_01131
OG0001458	Syad.g_00103	Prag.g_01132
OG0001459	Syad.g_01550	Prag.g_01312
OG0001460	Syad.g_01254	Prag.g_00767
OG0001462	Syad.g_00204	Prag.g_00034
OG0001463	Syad.g_01264	Prag.g_00277
OG0001464	Syad.g_00743	Prag.g_00320
OG0001465	Syad.g_01830	Prag.g_00680
OG0001471	Syad.g_00484	Prag.g_01575
OG0001473	Syad.g_02127	Prag.g_01880
OG0001474	Syad.g_00768	Prag.g_00335
OG0001477	Syad.g_01307	Prag.g_01256
OG0001479	Syad.g_00765	Prag.g_00332
OG0001480	Syad.g_01194	Prag.g_00363
OG0001482	Syad.g_01719	Prag.g_00436
OG0001492	Syad.g_01448	Prag.g_01200
OG0001493	Syad.g_01439	Prag.g_01208
OG0001496	Syad.g_01309	Prag.g_01254
OG0001497	Syad.g_01308	Prag.g_01255
OG0001499	Syad.g_02081	Prag.g_00054
OG0001502	Syad.g_01202	Prag.g_00776
OG0001504	Syad.g_01535	Prag.g_01313, Prag.g_01639
OG0001505	Syad.g_00259	Prag.g_01417
OG0001514	Syad.g_01310	Prag.g_01253
OG0001525	Syad.g_00036	Prag.g_01589
OG0001547	Syad.g_01963	Prag.g_00778
OG0001548	Syad.g_02092	Prag.g_00782
OG0001551	Syad.g_01256	Prag.g_01129
OG0001554	Syad.g_03031	Prag.g_01580
OG0001555	Syad.g_01923	Prag.g_01595
OG0001556	Syad.g_01509	Prag.g_00761
OG0001558	Syad.g_00182	Prag.g_01283
OG0001564	Syad.g_01539	Prag.g_01435
OG0001567	Syad.g_01965	Prag.g_00777
OG0001568	Syad.g_01961	Prag.g_00779
OG0001582	Syad.g_02086	Prag.g_00447
OG0001585	Syad.g_02678	Prag.g_01307
OG0001586	Syad.g_02669	Prag.g_01463
OG0001602	Syad.g_01831	Prag.g_00679
OG0001635	Syad.g_00322	Prag.g_01634
OG0001647	Syad.g_00531	Prag.g_00264
OG0001652	Syad.g_00180	Prag.g_01281
OG0001666	Syad.g_01536	Prag.g_01311
OG0001671	Syad.g_02974	Prag.g_01288
OG0001700	Syad.g_01976	Prag.g_00766
OG0001780	Syad.g_00288	Prag.g_01449, Prag.g_01461
OG0001792	Syad.g_01456	Prag.g_01441
OG0001959	Syad.g_00304, Syad.g_00305	Prag.g_01296
OG0002227	Syad.g_00010, Syad.g_00011	Prag.g_00763
OG0002329	Syad.g_03046, Syad.g_01465, Syad.g_01466, Syad.g_01317	Prag.g_01279
OG0002416	Syad.g_02044	Prag.g_01214
