Orthogroup	Syad	Pral
OG0001172	Syad.g_00594	Pral.g_00175
OG0001173	Syad.g_00595	Pral.g_00176
OG0001174	Syad.g_00603	Pral.g_00184
OG0001175	Syad.g_00604	Pral.g_00185
OG0001176	Syad.g_00644	Pral.g_00194
OG0001177	Syad.g_00641	Pral.g_00196
OG0001178	Syad.g_02629	Pral.g_00112
OG0001179	Syad.g_00675	Pral.g_00226
OG0001180	Syad.g_00700	Pral.g_00249
OG0001181	Syad.g_00704	Pral.g_00253
OG0001182	Syad.g_00712	Pral.g_00261
OG0001183	Syad.g_00717	Pral.g_00267
OG0001184	Syad.g_00378	Pral.g_00284
OG0001185	Syad.g_00354	Pral.g_00300
OG0001186	Syad.g_00247	Pral.g_00324
OG0001187	Syad.g_00245	Pral.g_00327
OG0001188	Syad.g_00238	Pral.g_00329
OG0001189	Syad.g_00217	Pral.g_00346
OG0001190	Syad.g_03034	Pral.g_00351
OG0001192	Syad.g_00013	Pral.g_00366
OG0001193	Syad.g_00072	Pral.g_00380
OG0001194	Syad.g_00075	Pral.g_00381
OG0001195	Syad.g_00076	Pral.g_00382
OG0001196	Syad.g_00144	Pral.g_00398
OG0001197	Syad.g_00146	Pral.g_00400
OG0001198	Syad.g_00159	Pral.g_00407
OG0001200	Syad.g_02737	Pral.g_00971
OG0001201	Syad.g_02802	Pral.g_00939
OG0001203	Syad.g_00821	Pral.g_00802
OG0001205	Syad.g_02440	Pral.g_00648
OG0001206	Syad.g_02385	Pral.g_00626
OG0001207	Syad.g_00893	Pral.g_00615
OG0001208	Syad.g_00906	Pral.g_00609
OG0001209	Syad.g_00980	Pral.g_00555
OG0001210	Syad.g_00993	Pral.g_00550
OG0001212	Syad.g_01082	Pral.g_00493
OG0001213	Syad.g_02163	Pral.g_00458
OG0001214	Syad.g_02150	Pral.g_01438
OG0001215	Syad.g_01366	Pral.g_01751
OG0001216	Syad.g_01816	Pral.g_01727
OG0001218	Syad.g_02328	Pral.g_01308
OG0001219	Syad.g_01653	Pral.g_01660
OG0001220	Syad.g_01195	Pral.g_01542
OG0001221	Syad.g_01950	Pral.g_01788
OG0001222	Syad.g_01770	Pral.g_01605
OG0001223	Syad.g_01715	Pral.g_01610
OG0001224	Syad.g_01286	Pral.g_01565
OG0001225	Syad.g_01288	Pral.g_01563
OG0001226	Syad.g_02100	Pral.g_01320
OG0001227	Syad.g_00029	Pral.g_01327
OG0001228	Syad.g_02460	Pral.g_01421
OG0001229	Syad.g_01314	Pral.g_01299
OG0001232	Syad.g_02658	Pral.g_00130
OG0001233	Syad.g_02493	Pral.g_00150
OG0001234	Syad.g_00608	Pral.g_00188
OG0001235	Syad.g_00633	Pral.g_00192
OG0001236	Syad.g_00412	Pral.g_00281
OG0001237	Syad.g_00376	Pral.g_00285
OG0001238	Syad.g_00007	Pral.g_00362
OG0001239	Syad.g_02732	Pral.g_00976
OG0001240	Syad.g_02785	Pral.g_00954
OG0001241	Syad.g_02795	Pral.g_00945
OG0001242	Syad.g_02827	Pral.g_00926
OG0001243	Syad.g_02841	Pral.g_00919
OG0001244	Syad.g_02873	Pral.g_00904
OG0001245	Syad.g_02223	Pral.g_01840
OG0001246	Syad.g_00933	Pral.g_00016, Pral.g_00586
OG0001247	Syad.g_01837	Pral.g_01758
OG0001248	Syad.g_01843	Pral.g_01756
OG0001249	Syad.g_00756	Pral.g_00701
OG0001250	Syad.g_01227	Pral.g_01529
OG0001251	Syad.g_00083	Pral.g_01819
OG0001253	Syad.g_02037	Pral.g_01032
OG0001254	Syad.g_01528	Pral.g_00076
OG0001256	Syad.g_02609	Pral.g_01069
OG0001258	Syad.g_02619	Pral.g_00103
OG0001260	Syad.g_02514	Pral.g_00166
OG0001261	Syad.g_00684	Pral.g_00234
OG0001262	Syad.g_00219	Pral.g_00344
OG0001263	Syad.g_02844	Pral.g_00917
OG0001265	Syad.g_02825	Pral.g_00927
OG0001266	Syad.g_02949	Pral.g_00841
OG0001267	Syad.g_00523	Pral.g_00759
OG0001268	Syad.g_00767	Pral.g_00693
OG0001270	Syad.g_02453	Pral.g_00660
OG0001271	Syad.g_02356	Pral.g_00620
OG0001272	Syad.g_00910	Pral.g_00605
OG0001273	Syad.g_02157	Pral.g_01432
OG0001274	Syad.g_02988	Pral.g_00818
OG0001275	Syad.g_01699	Pral.g_01585
OG0001276	Syad.g_01683	Pral.g_01597
OG0001277	Syad.g_00127	Pral.g_01703
OG0001278	Syad.g_01445	Pral.g_01425
OG0001279	Syad.g_02248	Pral.g_00024
OG0001280	Syad.g_02402	Pral.g_01282
OG0001281	Syad.g_02413	Pral.g_01276
OG0001282	Syad.g_00890	Pral.g_01221
OG0001283	Syad.g_00138	Pral.g_00394
OG0001284	Syad.g_02585	Pral.g_01082
OG0001285	Syad.g_02043	Pral.g_00133
OG0001286	Syad.g_00698	Pral.g_00247
OG0001287	Syad.g_00346	Pral.g_00307
OG0001288	Syad.g_00326	Pral.g_00317
OG0001289	Syad.g_02767	Pral.g_00960
OG0001290	Syad.g_02794	Pral.g_00946
OG0001291	Syad.g_02854	Pral.g_00909
OG0001292	Syad.g_00572	Pral.g_00791
OG0001293	Syad.g_00549	Pral.g_00778
OG0001294	Syad.g_01597	Pral.g_00025
OG0001296	Syad.g_00939	Pral.g_00581
OG0001297	Syad.g_00943	Pral.g_00576
OG0001298	Syad.g_01055	Pral.g_00511
OG0001299	Syad.g_01591	Pral.g_01468
OG0001300	Syad.g_01339	Pral.g_01747
OG0001301	Syad.g_01303	Pral.g_01742
OG0001302	Syad.g_02123	Pral.g_01663
OG0001304	Syad.g_01669	Pral.g_01577
OG0001305	Syad.g_01296	Pral.g_01557
OG0001306	Syad.g_01119	Pral.g_01352
OG0001307	Syad.g_00626	Pral.g_01238
OG0001309	Syad.g_00950	Pral.g_00572
OG0001310	Syad.g_02638	Pral.g_00120
OG0001311	Syad.g_01681	Pral.g_01599
OG0001312	Syad.g_01788	Pral.g_01651
OG0001313	Syad.g_02372, Syad.g_02373	Pral.g_01673
OG0001315	Syad.g_00715	Pral.g_01326
OG0001316	Syad.g_02861	Pral.g_00905
OG0001317	Syad.g_00814	Pral.g_00806
OG0001318	Syad.g_00557	Pral.g_00782
OG0001321	Syad.g_02423	Pral.g_00642
OG0001322	Syad.g_02422	Pral.g_00641
OG0001323	Syad.g_00953	Pral.g_00570
OG0001324	Syad.g_01338	Pral.g_01746
OG0001325	Syad.g_01811	Pral.g_01724
OG0001327	Syad.g_01605	Pral.g_01810
OG0001330	Syad.g_02395	Pral.g_01047
OG0001332	Syad.g_02535	Pral.g_01112
OG0001333	Syad.g_02487	Pral.g_00144
OG0001334	Syad.g_00725	Pral.g_00270
OG0001335	Syad.g_00726	Pral.g_00271
OG0001336	Syad.g_00139	Pral.g_00395
OG0001337	Syad.g_00750, Syad.g_00741	Pral.g_00707
OG0001338	Syad.g_00735, Syad.g_00722, Syad.g_00745	Pral.g_00704
OG0001339	Syad.g_02797	Pral.g_00943
OG0001340	Syad.g_00742	Pral.g_00706
OG0001341	Syad.g_01312	Pral.g_01304
OG0001343	Syad.g_00079	Pral.g_01822
OG0001344	Syad.g_01157	Pral.g_01371
OG0001345	Syad.g_01188	Pral.g_01389
OG0001346	Syad.g_02406	Pral.g_01280
OG0001348	Syad.g_01250	Pral.g_01303
OG0001352	Syad.g_00969	Pral.g_01762
OG0001353	Syad.g_01244	Pral.g_01520
OG0001354	Syad.g_01728	Pral.g_01617
OG0001355	Syad.g_02116	Pral.g_01040
OG0001358	Syad.g_02179	Pral.g_00467
OG0001359	Syad.g_00078	Pral.g_01821
OG0001361	Syad.g_01185	Pral.g_01386
OG0001362	Syad.g_02294	Pral.g_01147
OG0001363	Syad.g_02296	Pral.g_01145
OG0001364	Syad.g_00431	Pral.g_00273
OG0001368	Syad.g_00578	Pral.g_01899, Pral.g_01702
OG0001369	Syad.g_02784	Pral.g_00955
OG0001375	Syad.g_00080	Pral.g_01823
OG0001379	Syad.g_02397	Pral.g_01287
OG0001381	Syad.g_01266, Syad.g_00614	Pral.g_01343
OG0001394	Syad.g_01920	Pral.g_01784
OG0001397	Syad.g_02295	Pral.g_01146
OG0001398	Syad.g_01977	Pral.g_01710
OG0001400	Syad.g_00984	Pral.g_01057
OG0001401	Syad.g_01233	Pral.g_01672
OG0001402	Syad.g_02174	Pral.g_00463
OG0001403	Syad.g_00197	Pral.g_01013
OG0001404	Syad.g_02727	Pral.g_00979
OG0001405	Syad.g_00728	Pral.g_00713
OG0001407	Syad.g_00970	Pral.g_00051
OG0001410	Syad.g_00627	Pral.g_01237
OG0001411	Syad.g_00372	Pral.g_01264
OG0001414	Syad.g_00615	Pral.g_00812
OG0001419	Syad.g_00971	Pral.g_00052
OG0001421	Syad.g_02105, Syad.g_02039	Pral.g_01068
OG0001425	Syad.g_00012	Pral.g_00365
OG0001429	Syad.g_01656	Pral.g_01659
OG0001430	Syad.g_03026	Pral.g_01309
OG0001431	Syad.g_00393	Pral.g_00046
OG0001434	Syad.g_01916	Pral.g_01779
OG0001435	Syad.g_01612	Pral.g_01803
OG0001438	Syad.g_00507	Pral.g_00745
OG0001443	Syad.g_00023	Pral.g_01300
OG0001448	Syad.g_02723	Pral.g_01851
OG0001452	Syad.g_00563	Pral.g_01817
OG0001453	Syad.g_01709	Pral.g_00989
OG0001461	Syad.g_02162	Pral.g_00457
OG0001463	Syad.g_01264	Pral.g_00752
OG0001464	Syad.g_00743	Pral.g_00705
OG0001465	Syad.g_01830	Pral.g_01735
OG0001487	Syad.g_02327	Pral.g_01120
OG0001488	Syad.g_01175	Pral.g_01381
OG0001489	Syad.g_00709	Pral.g_00258
OG0001494	Syad.g_00267	Pral.g_01252
OG0001498	Syad.g_00786	Pral.g_00675
OG0001499	Syad.g_02081	Pral.g_01846
OG0001505	Syad.g_00259	Pral.g_00638
OG0001510	Syad.g_00342	Pral.g_00311
OG0001511	Syad.g_02810	Pral.g_00935
OG0001512	Syad.g_00822	Pral.g_01297
OG0001515	Syad.g_01343	Pral.g_01749
OG0001516	Syad.g_01588	Pral.g_01465
OG0001517	Syad.g_00762	Pral.g_00697
OG0001518	Syad.g_00009	Pral.g_00364
OG0001519	Syad.g_00025	Pral.g_00369
OG0001522	Syad.g_01243	Pral.g_01521
OG0001527	Syad.g_01030	Pral.g_00526
OG0001529	Syad.g_00210	Pral.g_01004
OG0001530	Syad.g_02808	Pral.g_00936
OG0001531	Syad.g_00823	Pral.g_00801
OG0001532	Syad.g_01492	Pral.g_01402
OG0001534	Syad.g_01668	Pral.g_01576
OG0001535	Syad.g_01685	Pral.g_01596
OG0001536	Syad.g_01762	Pral.g_01631
OG0001537	Syad.g_01949	Pral.g_01787
OG0001538	Syad.g_01884	Pral.g_01493
OG0001539	Syad.g_01607	Pral.g_01808
OG0001540	Syad.g_02846	Pral.g_00915
OG0001541	Syad.g_02915	Pral.g_00864
OG0001542	Syad.g_02924	Pral.g_00858
OG0001543	Syad.g_02969	Pral.g_01305
OG0001544	Syad.g_00024	Pral.g_00368
OG0001545	Syad.g_00126	Pral.g_00385
OG0001548	Syad.g_02092	Pral.g_01858
OG0001558	Syad.g_00182	Pral.g_00667, Pral.g_01676
OG0001559	Syad.g_02807	Pral.g_00937
OG0001560	Syad.g_02793	Pral.g_00947
OG0001561	Syad.g_01679	Pral.g_01601
OG0001562	Syad.g_01693	Pral.g_01589
OG0001563	Syad.g_00693	Pral.g_00242
OG0001574	Syad.g_01028	Pral.g_00528
OG0001575	Syad.g_01033	Pral.g_00523
OG0001576	Syad.g_01103	Pral.g_01268
OG0001577	Syad.g_01148	Pral.g_01362
OG0001579	Syad.g_00732	Pral.g_00709
OG0001580	Syad.g_03020	Pral.g_00997
OG0001588	Syad.g_00428	Pral.g_01229
OG0001589	Syad.g_02495	Pral.g_00153
OG0001591	Syad.g_01599	Pral.g_01770
OG0001592	Syad.g_03021	Pral.g_00998
OG0001602	Syad.g_01831	Pral.g_01736
OG0001614	Syad.g_00356	Pral.g_00299
OG0001616	Syad.g_01515	Pral.g_01392
OG0001617	Syad.g_01335	Pral.g_01745
OG0001619	Syad.g_01773	Pral.g_01641
OG0001620	Syad.g_00774	Pral.g_00689
OG0001621	Syad.g_00562	Pral.g_00786
OG0001622	Syad.g_00137	Pral.g_00393
OG0001636	Syad.g_00203	Pral.g_01010
OG0001638	Syad.g_02636	Pral.g_00118
OG0001639	Syad.g_02539	Pral.g_01109
OG0001640	Syad.g_01274	Pral.g_01572
OG0001642	Syad.g_01197	Pral.g_01540
OG0001644	Syad.g_01799	Pral.g_01714
OG0001652	Syad.g_00180	Pral.g_01678
OG0001654	Syad.g_02537	Pral.g_01111
OG0001655	Syad.g_02108	Pral.g_01302
OG0001656	Syad.g_00731	Pral.g_00710
OG0001657	Syad.g_02889	Pral.g_00889
OG0001658	Syad.g_03033	Pral.g_01002
OG0001659	Syad.g_01507	Pral.g_00433
OG0001671	Syad.g_02974	Pral.g_01685
OG0001673	Syad.g_00812	Pral.g_00808
OG0001676	Syad.g_00734	Pral.g_00708
OG0001678	Syad.g_00593	Pral.g_00174
OG0001679	Syad.g_01038, Syad.g_01037	Pral.g_00703
OG0001691	Syad.g_02182	Pral.g_01574
OG0001692	Syad.g_02271	Pral.g_01170
OG0001694	Syad.g_00521	Pral.g_00757
OG0001703	Syad.g_00894	Pral.g_00614
OG0001713	Syad.g_01164	Pral.g_01375
OG0001717	Syad.g_02901	Pral.g_00876
OG0001729	Syad.g_00828	Pral.g_00798
OG0001731	Syad.g_02563	Pral.g_01096
OG0001737	Syad.g_00501	Pral.g_01686
OG0001748	Syad.g_02976	Pral.g_01684
OG0001761	Syad.g_02198	Pral.g_00473
OG0001795	Syad.g_00817	Pral.g_01836
OG0001803	Syad.g_02444	Pral.g_00652
OG0001810	Syad.g_02859	Pral.g_01688
OG0001813	Syad.g_00060	Pral.g_00372
OG0001816	Syad.g_01604	Pral.g_01811
OG0001837	Syad.g_02975	Pral.g_01683
OG0001907	Syad.g_02868	Pral.g_01056
OG0001916	Syad.g_00921	Pral.g_00594
OG0001936	Syad.g_02103	Pral.g_00069
OG0002154	Syad.g_02869	Pral.g_01224
OG0002247	Syad.g_01043	Pral.g_00517
OG0002397	Syad.g_02009	Pral.g_01668
OG0002579	Syad.g_02870	Pral.g_01225
OG0002838	Syad.g_00265	Pral.g_01250
OG0003404	Syad.g_00266	Pral.g_01251, Pral.g_01249
OG0004259	Syad.g_00281	Pral.g_01227
OG0005536	Syad.g_00282	Pral.g_01228
