Orthogroup	Syad	Prbh
OG0001116	Syad.g_01725	Prbh.g_01098
OG0001117	Syad.g_01724	Prbh.g_01099
OG0001118	Syad.g_01723	Prbh.g_01100
OG0001119	Syad.g_01721	Prbh.g_01101
OG0001120	Syad.g_01717	Prbh.g_01102
OG0001122	Syad.g_01689	Prbh.g_01119
OG0001123	Syad.g_01682	Prbh.g_01124
OG0001124	Syad.g_01680	Prbh.g_01126
OG0001125	Syad.g_01678	Prbh.g_01128
OG0001126	Syad.g_01276	Prbh.g_01042
OG0001127	Syad.g_01277	Prbh.g_01041
OG0001128	Syad.g_01280	Prbh.g_01039
OG0001129	Syad.g_01282	Prbh.g_01038
OG0001130	Syad.g_01283	Prbh.g_01037
OG0001131	Syad.g_01953	Prbh.g_00411
OG0001132	Syad.g_02038	Prbh.g_00827
OG0001133	Syad.g_02172	Prbh.g_00008
OG0001134	Syad.g_01527	Prbh.g_01868
OG0001136	Syad.g_01150	Prbh.g_01286
OG0001137	Syad.g_01169	Prbh.g_01273
OG0001138	Syad.g_01493	Prbh.g_01252
OG0001139	Syad.g_01491	Prbh.g_01250
OG0001140	Syad.g_01490	Prbh.g_01249
OG0001141	Syad.g_01489	Prbh.g_01248
OG0001142	Syad.g_01488	Prbh.g_01247
OG0001143	Syad.g_01473	Prbh.g_01240
OG0001144	Syad.g_01457	Prbh.g_01235
OG0001145	Syad.g_01112	Prbh.g_01365
OG0001146	Syad.g_02412	Prbh.g_01377
OG0001147	Syad.g_02349	Prbh.g_00002
OG0001148	Syad.g_00889	Prbh.g_00011
OG0001149	Syad.g_00888	Prbh.g_00012
OG0001150	Syad.g_00887	Prbh.g_00013
OG0001151	Syad.g_00875	Prbh.g_00025
OG0001152	Syad.g_00872	Prbh.g_00026
OG0001153	Syad.g_02318	Prbh.g_00131
OG0001154	Syad.g_02319	Prbh.g_00132
OG0001155	Syad.g_02540	Prbh.g_00149
OG0001156	Syad.g_02543	Prbh.g_00152
OG0001157	Syad.g_02544	Prbh.g_00153
OG0001158	Syad.g_02546	Prbh.g_00154
OG0001159	Syad.g_02547	Prbh.g_00155
OG0001160	Syad.g_02595	Prbh.g_00181
OG0001161	Syad.g_00026	Prbh.g_01837
OG0001162	Syad.g_01844	Prbh.g_01824
OG0001163	Syad.g_02610	Prbh.g_01790
OG0001164	Syad.g_02616	Prbh.g_01787
OG0001165	Syad.g_02621	Prbh.g_01784
OG0001166	Syad.g_02647	Prbh.g_01763
OG0001167	Syad.g_02486	Prbh.g_01745
OG0001168	Syad.g_02488	Prbh.g_01743
OG0001169	Syad.g_02490	Prbh.g_01741
OG0001170	Syad.g_02492	Prbh.g_01739
OG0001171	Syad.g_02503	Prbh.g_01729
OG0001172	Syad.g_00594	Prbh.g_01714
OG0001173	Syad.g_00595	Prbh.g_01713
OG0001174	Syad.g_00603	Prbh.g_01705
OG0001175	Syad.g_00604	Prbh.g_01704
OG0001176	Syad.g_00644	Prbh.g_01696
OG0001177	Syad.g_00641	Prbh.g_01694
OG0001178	Syad.g_02629	Prbh.g_01777
OG0001179	Syad.g_00675	Prbh.g_01661
OG0001180	Syad.g_00700	Prbh.g_01638
OG0001181	Syad.g_00704	Prbh.g_01634
OG0001182	Syad.g_00712	Prbh.g_01626
OG0001183	Syad.g_00717	Prbh.g_01620
OG0001184	Syad.g_00378	Prbh.g_01602
OG0001185	Syad.g_00354	Prbh.g_01586
OG0001186	Syad.g_00247	Prbh.g_01562
OG0001187	Syad.g_00245	Prbh.g_01559
OG0001188	Syad.g_00238	Prbh.g_01557
OG0001189	Syad.g_00217	Prbh.g_01540
OG0001190	Syad.g_03034	Prbh.g_01535
OG0001192	Syad.g_00013	Prbh.g_01520
OG0001193	Syad.g_00072	Prbh.g_01507
OG0001194	Syad.g_00075	Prbh.g_01506
OG0001195	Syad.g_00076	Prbh.g_01505
OG0001196	Syad.g_00144	Prbh.g_01488
OG0001197	Syad.g_00146	Prbh.g_01486
OG0001198	Syad.g_00159	Prbh.g_01479
OG0001199	Syad.g_02735	Prbh.g_00708
OG0001200	Syad.g_02737	Prbh.g_00706
OG0001201	Syad.g_02802	Prbh.g_00675
OG0001202	Syad.g_02945	Prbh.g_00583
OG0001203	Syad.g_00821	Prbh.g_00542
OG0001204	Syad.g_00577	Prbh.g_00536
OG0001205	Syad.g_02440	Prbh.g_00387
OG0001206	Syad.g_02385	Prbh.g_00366
OG0001207	Syad.g_00893	Prbh.g_00354
OG0001208	Syad.g_00906	Prbh.g_00349
OG0001209	Syad.g_00980	Prbh.g_00294
OG0001210	Syad.g_00993	Prbh.g_00290
OG0001212	Syad.g_01082	Prbh.g_00234
OG0001213	Syad.g_02163	Prbh.g_01452
OG0001215	Syad.g_01366	Prbh.g_00925
OG0001216	Syad.g_01816	Prbh.g_00947
OG0001218	Syad.g_02328	Prbh.g_01339
OG0001219	Syad.g_01653	Prbh.g_01054
OG0001220	Syad.g_01195	Prbh.g_01009
OG0001221	Syad.g_01950	Prbh.g_00889
OG0001222	Syad.g_01770	Prbh.g_01131
OG0001223	Syad.g_01715	Prbh.g_01103
OG0001224	Syad.g_01286	Prbh.g_01035
OG0001225	Syad.g_01288	Prbh.g_01033
OG0001226	Syad.g_02100	Prbh.g_01444
OG0001227	Syad.g_00029	Prbh.g_01331
OG0001228	Syad.g_02460	Prbh.g_01232
OG0001229	Syad.g_01314	Prbh.g_01872
OG0001231	Syad.g_00179	Prbh.g_00410
OG0001232	Syad.g_02658	Prbh.g_01759
OG0001233	Syad.g_02493	Prbh.g_01738
OG0001234	Syad.g_00608	Prbh.g_01702
OG0001235	Syad.g_00633	Prbh.g_01698
OG0001236	Syad.g_00412	Prbh.g_01605
OG0001237	Syad.g_00376	Prbh.g_01601
OG0001238	Syad.g_00007	Prbh.g_01524
OG0001239	Syad.g_02732	Prbh.g_00711
OG0001240	Syad.g_02785	Prbh.g_00690
OG0001241	Syad.g_02795	Prbh.g_00681
OG0001242	Syad.g_02827	Prbh.g_00662
OG0001243	Syad.g_02841	Prbh.g_00655
OG0001244	Syad.g_02873	Prbh.g_00640
OG0001245	Syad.g_02223	Prbh.g_01320
OG0001246	Syad.g_00933	Prbh.g_00824
OG0001247	Syad.g_01837	Prbh.g_00918
OG0001248	Syad.g_01843	Prbh.g_00920
OG0001249	Syad.g_00756	Prbh.g_00442
OG0001250	Syad.g_01227	Prbh.g_00995
OG0001251	Syad.g_00083	Prbh.g_00858
OG0001252	Syad.g_01279	Prbh.g_01040
OG0001253	Syad.g_02037	Prbh.g_01442
OG0001254	Syad.g_01528	Prbh.g_01866
OG0001255	Syad.g_02224	Prbh.g_01300
OG0001256	Syad.g_02609	Prbh.g_00188
OG0001258	Syad.g_02619	Prbh.g_01786
OG0001261	Syad.g_00684	Prbh.g_01653
OG0001262	Syad.g_00219	Prbh.g_01542
OG0001263	Syad.g_02844	Prbh.g_00653
OG0001265	Syad.g_02825	Prbh.g_00663
OG0001266	Syad.g_02949	Prbh.g_00579
OG0001267	Syad.g_00523	Prbh.g_00499
OG0001268	Syad.g_00767	Prbh.g_00433
OG0001270	Syad.g_02453	Prbh.g_00398
OG0001271	Syad.g_02356	Prbh.g_00359
OG0001272	Syad.g_00910	Prbh.g_00345
OG0001273	Syad.g_02157	Prbh.g_01222
OG0001274	Syad.g_02988	Prbh.g_00556
OG0001275	Syad.g_01699	Prbh.g_01112
OG0001276	Syad.g_01683	Prbh.g_01123
OG0001278	Syad.g_01445	Prbh.g_01228
OG0001279	Syad.g_02248	Prbh.g_01396
OG0001280	Syad.g_02402	Prbh.g_01372
OG0001281	Syad.g_02413	Prbh.g_01378
OG0001282	Syad.g_00890	Prbh.g_00010
OG0001283	Syad.g_00138	Prbh.g_01492
OG0001284	Syad.g_02585	Prbh.g_00175
OG0001285	Syad.g_02043	Prbh.g_01756
OG0001286	Syad.g_00698	Prbh.g_01640
OG0001287	Syad.g_00346	Prbh.g_01579
OG0001288	Syad.g_00326	Prbh.g_01569
OG0001289	Syad.g_02767	Prbh.g_00696
OG0001290	Syad.g_02794	Prbh.g_00682
OG0001291	Syad.g_02854	Prbh.g_00645
OG0001292	Syad.g_00572	Prbh.g_00531
OG0001293	Syad.g_00549	Prbh.g_00518
OG0001296	Syad.g_00939	Prbh.g_00321
OG0001297	Syad.g_00943	Prbh.g_00316
OG0001298	Syad.g_01055	Prbh.g_00252
OG0001299	Syad.g_01591	Prbh.g_01186
OG0001300	Syad.g_01339	Prbh.g_00929
OG0001301	Syad.g_01303	Prbh.g_00934
OG0001302	Syad.g_02123	Prbh.g_01051
OG0001304	Syad.g_01669	Prbh.g_01136
OG0001305	Syad.g_01296	Prbh.g_01027
OG0001306	Syad.g_01119	Prbh.g_01298
OG0001307	Syad.g_00626	Prbh.g_01936
OG0001309	Syad.g_00950	Prbh.g_00205
OG0001310	Syad.g_02638	Prbh.g_01769
OG0001311	Syad.g_01681	Prbh.g_01125
OG0001312	Syad.g_01788	Prbh.g_01063
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Prbh.g_01949, Prbh.g_00791
OG0001315	Syad.g_00715	Prbh.g_01861
OG0001316	Syad.g_02861	Prbh.g_00641
OG0001317	Syad.g_00814	Prbh.g_00546
OG0001318	Syad.g_00557	Prbh.g_00522
OG0001321	Syad.g_02423	Prbh.g_00381
OG0001322	Syad.g_02422	Prbh.g_00380
OG0001323	Syad.g_00953	Prbh.g_00310
OG0001324	Syad.g_01338	Prbh.g_00930
OG0001325	Syad.g_01811	Prbh.g_01168
OG0001327	Syad.g_01605	Prbh.g_00867
OG0001328	Syad.g_01638	Prbh.g_01357
OG0001329	Syad.g_00866	Prbh.g_01816
OG0001330	Syad.g_02395	Prbh.g_00201
OG0001332	Syad.g_02535	Prbh.g_00146
OG0001333	Syad.g_02487	Prbh.g_01744
OG0001334	Syad.g_00725	Prbh.g_01617
OG0001335	Syad.g_00726	Prbh.g_01616
OG0001336	Syad.g_00139	Prbh.g_01491
OG0001337	Syad.g_00750, Syad.g_00741	Prbh.g_00447
OG0001338	Syad.g_00735, Syad.g_00722, Syad.g_00745	Prbh.g_00444
OG0001339	Syad.g_02797	Prbh.g_00679
OG0001340	Syad.g_00742	Prbh.g_00446
OG0001341	Syad.g_01312	Prbh.g_01881
OG0001343	Syad.g_00079	Prbh.g_00855
OG0001344	Syad.g_01157	Prbh.g_01278
OG0001346	Syad.g_02406	Prbh.g_01374
OG0001348	Syad.g_01250	Prbh.g_01888
OG0001349	Syad.g_02663	Prbh.g_00076
OG0001352	Syad.g_00969	Prbh.g_00914
OG0001353	Syad.g_01244	Prbh.g_00985
OG0001354	Syad.g_01728	Prbh.g_01096
OG0001355	Syad.g_02116	Prbh.g_01146
OG0001358	Syad.g_02179	Prbh.g_01463
OG0001359	Syad.g_00078	Prbh.g_00856
OG0001361	Syad.g_01185	Prbh.g_01264
OG0001362	Syad.g_02294	Prbh.g_00113
OG0001363	Syad.g_02296	Prbh.g_00115
OG0001364	Syad.g_00431	Prbh.g_01614
OG0001368	Syad.g_00578	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768
OG0001369	Syad.g_02784	Prbh.g_00691
OG0001375	Syad.g_00080	Prbh.g_00854
OG0001379	Syad.g_02397	Prbh.g_01367
OG0001381	Syad.g_01266, Syad.g_00614	Prbh.g_01308
OG0001394	Syad.g_01920	Prbh.g_00893
OG0001397	Syad.g_02295	Prbh.g_00114
OG0001398	Syad.g_01977	Prbh.g_01399
OG0001401	Syad.g_01233	Prbh.g_00990
OG0001402	Syad.g_02174	Prbh.g_01458
OG0001403	Syad.g_00197	Prbh.g_00750
OG0001404	Syad.g_02727	Prbh.g_00714
OG0001405	Syad.g_00728	Prbh.g_00453
OG0001407	Syad.g_00970	Prbh.g_01345
OG0001410	Syad.g_00627	Prbh.g_01937
OG0001411	Syad.g_00372	Prbh.g_00055, Prbh.g_00721
OG0001414	Syad.g_00615	Prbh.g_00551
OG0001421	Syad.g_02105, Syad.g_02039	Prbh.g_00189
OG0001423	Syad.g_02707, Syad.g_02708	Prbh.g_01940
OG0001425	Syad.g_00012	Prbh.g_01521
OG0001429	Syad.g_01656	Prbh.g_01055
OG0001430	Syad.g_03026	Prbh.g_01340
OG0001431	Syad.g_00393	Prbh.g_01329, Prbh.g_00773
OG0001435	Syad.g_01612	Prbh.g_00874
OG0001443	Syad.g_00023	Prbh.g_01871
OG0001448	Syad.g_02723	Prbh.g_00375
OG0001453	Syad.g_01709	Prbh.g_01927
OG0001460	Syad.g_01254	Prbh.g_01791
OG0001461	Syad.g_02162	Prbh.g_01839
OG0001463	Syad.g_01264	Prbh.g_00492
OG0001464	Syad.g_00743	Prbh.g_00445
OG0001465	Syad.g_01830	Prbh.g_00941
OG0001477	Syad.g_01307	Prbh.g_01893
OG0001487	Syad.g_02327	Prbh.g_00139
OG0001488	Syad.g_01175	Prbh.g_01269
OG0001489	Syad.g_00709	Prbh.g_01629
OG0001494	Syad.g_00267	Prbh.g_00068
OG0001496	Syad.g_01309	Prbh.g_01895
OG0001497	Syad.g_01308	Prbh.g_01894
OG0001498	Syad.g_00786	Prbh.g_00414
OG0001505	Syad.g_00259	Prbh.g_00063
OG0001510	Syad.g_00342	Prbh.g_01575
OG0001511	Syad.g_02810	Prbh.g_00671
OG0001512	Syad.g_00822	Prbh.g_01335
OG0001514	Syad.g_01310	Prbh.g_01896
OG0001515	Syad.g_01343	Prbh.g_00927
OG0001516	Syad.g_01588	Prbh.g_01189
OG0001517	Syad.g_00762	Prbh.g_00438
OG0001518	Syad.g_00009	Prbh.g_01522
OG0001519	Syad.g_00025	Prbh.g_01517
OG0001522	Syad.g_01243	Prbh.g_00986
OG0001527	Syad.g_01030	Prbh.g_00266
OG0001529	Syad.g_00210	Prbh.g_00742
OG0001530	Syad.g_02808	Prbh.g_00672
OG0001531	Syad.g_00823	Prbh.g_00541
OG0001532	Syad.g_01492	Prbh.g_01251
OG0001534	Syad.g_01668	Prbh.g_01137
OG0001535	Syad.g_01685	Prbh.g_01122
OG0001536	Syad.g_01762	Prbh.g_01082
OG0001537	Syad.g_01949	Prbh.g_00890
OG0001538	Syad.g_01884	Prbh.g_00958
OG0001539	Syad.g_01607	Prbh.g_00869
OG0001540	Syad.g_02846	Prbh.g_00651
OG0001541	Syad.g_02915	Prbh.g_00603
OG0001542	Syad.g_02924	Prbh.g_00597
OG0001543	Syad.g_02969	Prbh.g_01876
OG0001544	Syad.g_00024	Prbh.g_01518
OG0001545	Syad.g_00126	Prbh.g_01502
OG0001559	Syad.g_02807	Prbh.g_00673
OG0001560	Syad.g_02793	Prbh.g_00683
OG0001561	Syad.g_01679	Prbh.g_01127
OG0001563	Syad.g_00693	Prbh.g_01645
OG0001574	Syad.g_01028	Prbh.g_00268
OG0001575	Syad.g_01033	Prbh.g_00263
OG0001576	Syad.g_01103	Prbh.g_01386
OG0001579	Syad.g_00732	Prbh.g_00449
OG0001580	Syad.g_03020	Prbh.g_00735
OG0001586	Syad.g_02669	Prbh.g_01913
OG0001589	Syad.g_02495	Prbh.g_01736
OG0001591	Syad.g_01599	Prbh.g_00906
OG0001592	Syad.g_03021	Prbh.g_00736
OG0001614	Syad.g_00356	Prbh.g_01587
OG0001616	Syad.g_01515	Prbh.g_01259
OG0001617	Syad.g_01335	Prbh.g_00931
OG0001619	Syad.g_01773	Prbh.g_01072
OG0001620	Syad.g_00774	Prbh.g_00429
OG0001621	Syad.g_00562	Prbh.g_00526
OG0001622	Syad.g_00137	Prbh.g_01493
OG0001634	Syad.g_01594	Prbh.g_01183
OG0001636	Syad.g_00203	Prbh.g_00747
OG0001638	Syad.g_02636	Prbh.g_01771
OG0001639	Syad.g_02539	Prbh.g_00148
OG0001640	Syad.g_01274	Prbh.g_01043
OG0001641	Syad.g_01711	Prbh.g_01105
OG0001642	Syad.g_01197	Prbh.g_01007
OG0001643	Syad.g_02147	Prbh.g_01214
OG0001644	Syad.g_01799	Prbh.g_01158
OG0001656	Syad.g_00731	Prbh.g_00450
OG0001658	Syad.g_03033	Prbh.g_00740
OG0001659	Syad.g_01507	Prbh.g_01407
OG0001676	Syad.g_00734	Prbh.g_00448
OG0001678	Syad.g_00593	Prbh.g_01715
OG0001679	Syad.g_01038, Syad.g_01037	Prbh.g_00443
OG0001691	Syad.g_02182	Prbh.g_01045
OG0001693	Syad.g_01291	Prbh.g_00805
OG0001713	Syad.g_01164	Prbh.g_01360
OG0001717	Syad.g_02901	Prbh.g_00822
OG0001731	Syad.g_02563	Prbh.g_00161
OG0001758	Syad.g_01546	Prbh.g_01799
OG0001762	Syad.g_01704	Prbh.g_01110
OG0001764	Syad.g_01642	Prbh.g_01152
OG0001771	Syad.g_02075	Prbh.g_01843
OG0001780	Syad.g_00288	Prbh.g_00056
OG0001795	Syad.g_00817	Prbh.g_00844
OG0001875	Syad.g_01547	Prbh.g_01800
OG0001876	Syad.g_01548	Prbh.g_01801
OG0001916	Syad.g_00921	Prbh.g_00335
OG0002019	Syad.g_01962	Prbh.g_01950
OG0002321	Syad.g_00278	Prbh.g_00058
OG0002347	Syad.g_02656	Prbh.g_01753
OG0002397	Syad.g_02009	Prbh.g_00812
OG0002663	Syad.g_00962	Prbh.g_01822
