Orthogroup	Syad	Prav
OG0001173	Syad.g_00595	Prav.g_00272
OG0001174	Syad.g_00603	Prav.g_00280
OG0001175	Syad.g_00604	Prav.g_00281
OG0001176	Syad.g_00644	Prav.g_00288
OG0001177	Syad.g_00641	Prav.g_00291
OG0001178	Syad.g_02629	Prav.g_00296
OG0001179	Syad.g_00675	Prav.g_00616
OG0001180	Syad.g_00700	Prav.g_00638
OG0001181	Syad.g_00704	Prav.g_00642
OG0001182	Syad.g_00712	Prav.g_00649
OG0001183	Syad.g_00717	Prav.g_00654
OG0001184	Syad.g_00378	Prav.g_00670
OG0001185	Syad.g_00354	Prav.g_00684
OG0001186	Syad.g_00247	Prav.g_00707
OG0001187	Syad.g_00245	Prav.g_00711
OG0001188	Syad.g_00238	Prav.g_00713
OG0001189	Syad.g_00217	Prav.g_00730
OG0001190	Syad.g_03034	Prav.g_00734
OG0001192	Syad.g_00013	Prav.g_00749
OG0001193	Syad.g_00072	Prav.g_00759
OG0001194	Syad.g_00075	Prav.g_00760
OG0001195	Syad.g_00076	Prav.g_00761
OG0001196	Syad.g_00144	Prav.g_00774
OG0001197	Syad.g_00146	Prav.g_00775
OG0001198	Syad.g_00159	Prav.g_00783
OG0001199	Syad.g_02735	Prav.g_00139
OG0001200	Syad.g_02737	Prav.g_00141
OG0001201	Syad.g_02802	Prav.g_00173
OG0001202	Syad.g_02945	Prav.g_00839
OG0001203	Syad.g_00821	Prav.g_00800
OG0001204	Syad.g_00577	Prav.g_01890
OG0001205	Syad.g_02440	Prav.g_01044
OG0001206	Syad.g_02385	Prav.g_01060
OG0001207	Syad.g_00893	Prav.g_01075
OG0001208	Syad.g_00906	Prav.g_01080
OG0001209	Syad.g_00980	Prav.g_01133
OG0001210	Syad.g_00993	Prav.g_01138
OG0001212	Syad.g_01082	Prav.g_01192
OG0001213	Syad.g_02163	Prav.g_01227
OG0001214	Syad.g_02150	Prav.g_01235
OG0001215	Syad.g_01366	Prav.g_01288
OG0001216	Syad.g_01816	Prav.g_00308
OG0001218	Syad.g_02328	Prav.g_00355
OG0001219	Syad.g_01653	Prav.g_00385
OG0001220	Syad.g_01195	Prav.g_00448
OG0001221	Syad.g_01950	Prav.g_00510
OG0001222	Syad.g_01770	Prav.g_00548
OG0001223	Syad.g_01715	Prav.g_00574
OG0001224	Syad.g_01286	Prav.g_00929
OG0001225	Syad.g_01288	Prav.g_00931
OG0001226	Syad.g_02100	Prav.g_00236
OG0001227	Syad.g_00029	Prav.g_00255
OG0001228	Syad.g_02460	Prav.g_01836
OG0001229	Syad.g_01314	Prav.g_01471
OG0001231	Syad.g_00179	Prav.g_01673
OG0001232	Syad.g_02658	Prav.g_01784
OG0001233	Syad.g_02493	Prav.g_01804
OG0001234	Syad.g_00608	Prav.g_00283
OG0001235	Syad.g_00633	Prav.g_00293
OG0001236	Syad.g_00412	Prav.g_00667
OG0001237	Syad.g_00376	Prav.g_00671
OG0001238	Syad.g_00007	Prav.g_00745
OG0001239	Syad.g_02732	Prav.g_00136
OG0001240	Syad.g_02785	Prav.g_00158
OG0001241	Syad.g_02795	Prav.g_00166
OG0001242	Syad.g_02827	Prav.g_00184
OG0001243	Syad.g_02841	Prav.g_00190
OG0001244	Syad.g_02873	Prav.g_00206
OG0001245	Syad.g_02223	Prav.g_00997
OG0001246	Syad.g_00933	Prav.g_01102
OG0001247	Syad.g_01837	Prav.g_01281
OG0001248	Syad.g_01843	Prav.g_01283
OG0001249	Syad.g_00756	Prav.g_00373
OG0001250	Syad.g_01227	Prav.g_00437
OG0001251	Syad.g_00083	Prav.g_00484
OG0001252	Syad.g_01279	Prav.g_00924
OG0001253	Syad.g_02037	Prav.g_00256
OG0001254	Syad.g_01528	Prav.g_00035
OG0001255	Syad.g_02224	Prav.g_00049
OG0001256	Syad.g_02609	Prav.g_01666
OG0001257	Syad.g_02210	Prav.g_01672
OG0001258	Syad.g_02619	Prav.g_01758
OG0001260	Syad.g_02514	Prav.g_01819
OG0001261	Syad.g_00684	Prav.g_00624
OG0001262	Syad.g_00219	Prav.g_00728
OG0001263	Syad.g_02844	Prav.g_00193
OG0001265	Syad.g_02825	Prav.g_00183
OG0001266	Syad.g_02949	Prav.g_00835
OG0001267	Syad.g_00523	Prav.g_01926
OG0001268	Syad.g_00767	Prav.g_01985
OG0001270	Syad.g_02453	Prav.g_01033
OG0001271	Syad.g_02356	Prav.g_01070
OG0001272	Syad.g_00910	Prav.g_01084
OG0001273	Syad.g_02157	Prav.g_01229
OG0001274	Syad.g_02988	Prav.g_01308, Prav.g_01311
OG0001275	Syad.g_01699	Prav.g_00584
OG0001276	Syad.g_01683	Prav.g_00908
OG0001277	Syad.g_00127	Prav.g_00244
OG0001278	Syad.g_01445	Prav.g_01831
OG0001279	Syad.g_02248	Prav.g_01392
OG0001280	Syad.g_02402	Prav.g_01437
OG0001281	Syad.g_02413	Prav.g_01443
OG0001282	Syad.g_00890	Prav.g_01474
OG0001283	Syad.g_00138	Prav.g_01493
OG0001284	Syad.g_02585	Prav.g_01648
OG0001285	Syad.g_02043	Prav.g_01787
OG0001286	Syad.g_00698	Prav.g_00636
OG0001287	Syad.g_00346	Prav.g_00691
OG0001288	Syad.g_00326	Prav.g_00700
OG0001289	Syad.g_02767	Prav.g_00152
OG0001290	Syad.g_02794	Prav.g_00165
OG0001291	Syad.g_02854	Prav.g_00200
OG0001292	Syad.g_00572	Prav.g_01895
OG0001293	Syad.g_00549	Prav.g_01908
OG0001294	Syad.g_01597	Prav.g_00995
OG0001295	Syad.g_00997	Prav.g_01065
OG0001296	Syad.g_00939	Prav.g_01107
OG0001297	Syad.g_00943	Prav.g_01112
OG0001298	Syad.g_01055	Prav.g_01174
OG0001299	Syad.g_01591	Prav.g_01264
OG0001300	Syad.g_01339	Prav.g_01291
OG0001301	Syad.g_01303	Prav.g_01294
OG0001302	Syad.g_02123	Prav.g_00383
OG0001303	Syad.g_01655	Prav.g_00946
OG0001304	Syad.g_01669	Prav.g_00918
OG0001305	Syad.g_01296	Prav.g_00937
OG0001306	Syad.g_01119	Prav.g_00051
OG0001307	Syad.g_00626	Prav.g_01456
OG0001309	Syad.g_00950	Prav.g_01670
OG0001310	Syad.g_02638	Prav.g_01773
OG0001311	Syad.g_01681	Prav.g_00910
OG0001313	Syad.g_02372, Syad.g_02373	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871
OG0001315	Syad.g_00715	Prav.g_00126
OG0001316	Syad.g_02861	Prav.g_00205
OG0001317	Syad.g_00814	Prav.g_00804
OG0001318	Syad.g_00557	Prav.g_01903
OG0001321	Syad.g_02423	Prav.g_01050
OG0001322	Syad.g_02422	Prav.g_01051
OG0001323	Syad.g_00953	Prav.g_01117
OG0001324	Syad.g_01338	Prav.g_01292
OG0001325	Syad.g_01811	Prav.g_00311
OG0001326	Syad.g_00092	Prav.g_00472
OG0001327	Syad.g_01605	Prav.g_00227
OG0001328	Syad.g_01638	Prav.g_00254
OG0001329	Syad.g_00866	Prav.g_00026
OG0001330	Syad.g_02395	Prav.g_01408
OG0001332	Syad.g_02535	Prav.g_01621
OG0001333	Syad.g_02487	Prav.g_01798
OG0001334	Syad.g_00725	Prav.g_00657
OG0001335	Syad.g_00726	Prav.g_00658
OG0001336	Syad.g_00139	Prav.g_00771
OG0001339	Syad.g_02797	Prav.g_00168
OG0001340	Syad.g_00742	Prav.g_01974
OG0001341	Syad.g_01312	Prav.g_00344
OG0001343	Syad.g_00079	Prav.g_00481
OG0001344	Syad.g_01157	Prav.g_00069
OG0001345	Syad.g_01188	Prav.g_01862
OG0001346	Syad.g_02406	Prav.g_01439
OG0001347	Syad.g_00308	Prav.g_00299
OG0001348	Syad.g_01250	Prav.g_01693
OG0001349	Syad.g_02663	Prav.g_01558
OG0001352	Syad.g_00969	Prav.g_01278
OG0001353	Syad.g_01244	Prav.g_00429
OG0001354	Syad.g_01728	Prav.g_00566
OG0001355	Syad.g_02116	Prav.g_01704, Prav.g_00969
OG0001356	Syad.g_01251	Prav.g_00957
OG0001358	Syad.g_02179	Prav.g_01218
OG0001359	Syad.g_00078	Prav.g_00482
OG0001360	Syad.g_01191	Prav.g_00257
OG0001361	Syad.g_01185	Prav.g_01865
OG0001362	Syad.g_02294	Prav.g_01592
OG0001363	Syad.g_02296	Prav.g_01594
OG0001364	Syad.g_00431	Prav.g_00660
OG0001369	Syad.g_02784	Prav.g_00157
OG0001373	Syad.g_00091	Prav.g_00471
OG0001374	Syad.g_00099	Prav.g_00479
OG0001375	Syad.g_00080	Prav.g_00480
OG0001376	Syad.g_00015	Prav.g_00220
OG0001377	Syad.g_00014	Prav.g_00221
OG0001378	Syad.g_02454	Prav.g_00003
OG0001379	Syad.g_02397	Prav.g_01432
OG0001381	Syad.g_01266, Syad.g_00614	Prav.g_01467
OG0001385	Syad.g_00088	Prav.g_00468
OG0001386	Syad.g_00089	Prav.g_00469
OG0001387	Syad.g_00090	Prav.g_00470
OG0001388	Syad.g_00093	Prav.g_00473
OG0001389	Syad.g_00094	Prav.g_00474
OG0001390	Syad.g_00095	Prav.g_00475
OG0001391	Syad.g_00096	Prav.g_00476
OG0001392	Syad.g_00097	Prav.g_00477
OG0001393	Syad.g_00098	Prav.g_00478
OG0001395	Syad.g_01792	Prav.g_00920
OG0001396	Syad.g_00309	Prav.g_00300
OG0001397	Syad.g_02295	Prav.g_01593
OG0001398	Syad.g_01977	Prav.g_01700
OG0001399	Syad.g_02336	Prav.g_00285
OG0001401	Syad.g_01233	Prav.g_01365
OG0001402	Syad.g_02174	Prav.g_01328
OG0001403	Syad.g_00197	Prav.g_00098
OG0001404	Syad.g_02727	Prav.g_00133
OG0001405	Syad.g_00728	Prav.g_01972
OG0001407	Syad.g_00970	Prav.g_00234
OG0001408	Syad.g_01431	Prav.g_00239
OG0001410	Syad.g_00627	Prav.g_01457
OG0001411	Syad.g_00372	Prav.g_01507
OG0001412	Syad.g_00307	Prav.g_00298
OG0001413	Syad.g_02113	Prav.g_01662
OG0001414	Syad.g_00615	Prav.g_00809
OG0001416	Syad.g_02410	Prav.g_01057
OG0001417	Syad.g_01729	Prav.g_01067
OG0001419	Syad.g_00971	Prav.g_00235
OG0001420	Syad.g_00963	Prav.g_00012
OG0001421	Syad.g_02105, Syad.g_02039	Prav.g_01667
OG0001425	Syad.g_00012	Prav.g_00748
OG0001428	Syad.g_02906	Prav.g_00866
OG0001429	Syad.g_01656	Prav.g_00386
OG0001430	Syad.g_03026	Prav.g_01403
OG0001431	Syad.g_00393	Prav.g_01406
OG0001432	Syad.g_01382	Prav.g_01661
OG0001433	Syad.g_01253, Syad.g_01252	Prav.g_00958
OG0001434	Syad.g_01916	Prav.g_00518
OG0001435	Syad.g_01612	Prav.g_00495
OG0001438	Syad.g_00507	Prav.g_01939
OG0001439	Syad.g_00476	Prav.g_01953
OG0001442	Syad.g_01906	Prav.g_00337
OG0001443	Syad.g_00023	Prav.g_01744
OG0001447	Syad.g_02842	Prav.g_00191
OG0001448	Syad.g_02723	Prav.g_00986
OG0001449	Syad.g_00583	Prav.g_01010
OG0001452	Syad.g_00563	Prav.g_00485
OG0001453	Syad.g_01709	Prav.g_00578
OG0001454	Syad.g_02101	Prav.g_00250
OG0001456	Syad.g_00101	Prav.g_00042
OG0001457	Syad.g_00102	Prav.g_00043
OG0001458	Syad.g_00103	Prav.g_00044
OG0001459	Syad.g_01550	Prav.g_01377
OG0001460	Syad.g_01254	Prav.g_00959
OG0001462	Syad.g_00204	Prav.g_00102
OG0001463	Syad.g_01264	Prav.g_01932
OG0001464	Syad.g_00743	Prav.g_01975
OG0001465	Syad.g_01830	Prav.g_01300
OG0001470	Syad.g_02462	Prav.g_01509
OG0001471	Syad.g_00484	Prav.g_01663
OG0001473	Syad.g_02127	Prav.g_00708
OG0001474	Syad.g_00768	Prav.g_01986
OG0001475	Syad.g_02464	Prav.g_01511
OG0001479	Syad.g_00765	Prav.g_01983
OG0001480	Syad.g_01194	Prav.g_00988
OG0001482	Syad.g_01719	Prav.g_01055
OG0001492	Syad.g_01448	Prav.g_01834
OG0001493	Syad.g_01439	Prav.g_01826
OG0001494	Syad.g_00267	Prav.g_01553
OG0001499	Syad.g_02081	Prav.g_00125
OG0001504	Syad.g_01535	Prav.g_01378
OG0001505	Syad.g_00259	Prav.g_01503
OG0001508	Syad.g_02461	Prav.g_01508
OG0001525	Syad.g_00036	Prav.g_01678
OG0001528	Syad.g_00283, Syad.g_00286	Prav.g_01510
OG0001548	Syad.g_02092	Prav.g_00371
OG0001551	Syad.g_01256	Prav.g_00041
OG0001554	Syad.g_03031	Prav.g_01668
OG0001555	Syad.g_01923	Prav.g_01683
OG0001556	Syad.g_01509	Prav.g_00963
OG0001558	Syad.g_00182	Prav.g_01353
OG0001582	Syad.g_02086	Prav.g_01066
OG0001585	Syad.g_02678	Prav.g_01395
OG0001602	Syad.g_01831	Prav.g_01299
OG0001625	Syad.g_00555	Prav.g_01905
OG0001652	Syad.g_00180	Prav.g_01351
OG0001666	Syad.g_01536	Prav.g_01376
OG0001671	Syad.g_02974	Prav.g_01358
OG0001700	Syad.g_01976	Prav.g_00960
OG0001737	Syad.g_00501	Prav.g_01364
OG0001780	Syad.g_00288	Prav.g_01515
OG0001842	Syad.g_02522	Prav.g_00966
OG0001930	Syad.g_02523	Prav.g_00967
OG0001931	Syad.g_02524	Prav.g_00968
OG0002015	Syad.g_00443	Prav.g_01525
OG0002369	Syad.g_00284	Prav.g_01532
OG0002380	Syad.g_02681	Prav.g_01880
OG0002708	Syad.g_00390	Prav.g_01303
OG0002785	Syad.g_02531	Prav.g_01319
OG0002838	Syad.g_00265	Prav.g_01546
OG0003246	Syad.g_00835	Prav.g_00301
OG0003404	Syad.g_00266	Prav.g_01522
OG0005670	Syad.g_00269	Prav.g_01552
