Orthogroup	Prav	Syap
OG0001425	Prav.g_00748	Syap.g_01024
OG0001428	Prav.g_00866	Syap.g_01196
OG0001432	Prav.g_01661	Syap.g_01967
OG0001433	Prav.g_00958	Syap.g_00790
OG0001434	Prav.g_00518	Syap.g_00167
OG0001435	Prav.g_00495	Syap.g_01259
OG0001437	Prav.g_00808	Syap.g_00448
OG0001438	Prav.g_01939	Syap.g_01346, Syap.g_01630
OG0001439	Prav.g_01953	Syap.g_01674
OG0001441	Prav.g_01119	Syap.g_02749
OG0001443	Prav.g_01744	Syap.g_01006
OG0001447	Prav.g_00191	Syap.g_02218
OG0001452	Prav.g_00485	Syap.g_01590
OG0001453	Prav.g_00578	Syap.g_02687
OG0001456	Prav.g_00042	Syap.g_01828
OG0001457	Prav.g_00043	Syap.g_01826
OG0001458	Prav.g_00044	Syap.g_01825
OG0001459	Prav.g_01377	Syap.g_00351
OG0001460	Prav.g_00959	Syap.g_00789
OG0001474	Prav.g_01986	Syap.g_00562
OG0001475	Prav.g_01511	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Prav.g_01983	Syap.g_00565
OG0001492	Prav.g_01834	Syap.g_02441
OG0001493	Prav.g_01826	Syap.g_02433
OG0001495	Prav.g_00290	Syap.g_01921
OG0001504	Prav.g_01378	Syap.g_00350
OG0001507	Prav.g_01722	Syap.g_00227
OG0001508	Prav.g_01508	Syap.g_00808
OG0001528	Prav.g_01510	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001546	Prav.g_01122	Syap.g_02745
OG0001553	Prav.g_01575	Syap.g_02121
OG0001556	Prav.g_00963	Syap.g_00041, Syap.g_00411
OG0001558	Prav.g_01353	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001587	Prav.g_00265	Syap.g_02669
OG0001613	Prav.g_00652	Syap.g_00597
OG0001632	Prav.g_00588, Prav.g_00948, Prav.g_00943, Prav.g_01394	Syap.g_02524
OG0001652	Prav.g_01351	Syap.g_02634
OG0001700	Prav.g_00960	Syap.g_00975
OG0001737	Prav.g_01364	Syap.g_01637
OG0001745	Prav.g_01660	Syap.g_02401
OG0001749	Prav.g_01554	Syap.g_02067
OG0001842	Prav.g_00966	Syap.g_00147, Syap.g_00146
OG0001919	Prav.g_01007	Syap.g_01968
OG0001930	Prav.g_00967	Syap.g_00148
OG0001931	Prav.g_00968	Syap.g_00149
OG0001991	Prav.g_01343	Syap.g_00791
OG0002015	Prav.g_01525	Syap.g_02069
OG0002026	Prav.g_01006	Syap.g_00821
OG0002029	Prav.g_01375	Syap.g_00356
OG0002369	Prav.g_01532	Syap.g_00708, Syap.g_00707, Syap.g_00730
OG0002588	Prav.g_01543	Syap.g_02162
OG0002730	Prav.g_01370	Syap.g_02414
OG0002767	Prav.g_00209	Syap.g_02415
OG0002838	Prav.g_01546	Syap.g_00629
OG0004267	Prav.g_00797	Syap.g_02499
