Orthogroup	Prav	Syan
OG0001185	Prav.g_00684	Syan.g_01902
OG0001186	Prav.g_00707	Syan.g_01864
OG0001187	Prav.g_00711	Syan.g_01811
OG0001188	Prav.g_00713	Syan.g_01806
OG0001189	Prav.g_00730	Syan.g_01723
OG0001190	Prav.g_00734	Syan.g_01565
OG0001191	Prav.g_00744	Syan.g_01578
OG0001192	Prav.g_00749	Syan.g_01585
OG0001193	Prav.g_00759	Syan.g_01626
OG0001194	Prav.g_00760	Syan.g_01627
OG0001195	Prav.g_00761	Syan.g_01628
OG0001196	Prav.g_00774	Syan.g_01693
OG0001197	Prav.g_00775	Syan.g_01695
OG0001198	Prav.g_00783	Syan.g_01793
OG0001199	Prav.g_00139	Syan.g_02913
OG0001200	Prav.g_00141	Syan.g_02915
OG0001201	Prav.g_00173	Syan.g_02975
OG0001202	Prav.g_00839	Syan.g_03084
OG0001203	Prav.g_00800	Syan.g_02426
OG0001204	Prav.g_01890	Syan.g_02097
OG0001205	Prav.g_01044	Syan.g_01337
OG0001206	Prav.g_01060	Syan.g_02880
OG0001207	Prav.g_01075	Syan.g_02772
OG0001208	Prav.g_01080	Syan.g_02762
OG0001209	Prav.g_01133	Syan.g_01163
OG0001210	Prav.g_01138	Syan.g_00830
OG0001211	Prav.g_01148	Syan.g_00852
OG0001212	Prav.g_01192	Syan.g_01002
OG0001213	Prav.g_01227	Syan.g_01141
OG0001214	Prav.g_01235	Syan.g_00814
OG0001215	Prav.g_01288	Syan.g_00539
OG0001216	Prav.g_00308	Syan.g_00319
OG0001217	Prav.g_00346	Syan.g_00617
OG0001218	Prav.g_00355	Syan.g_02837
OG0001219	Prav.g_00385	Syan.g_00477
OG0001220	Prav.g_00448	Syan.g_00203
OG0001221	Prav.g_00510	Syan.g_01446
OG0001222	Prav.g_00548	Syan.g_00552
OG0001223	Prav.g_00574	Syan.g_00599
OG0001224	Prav.g_00929	Syan.g_00294
OG0001225	Prav.g_00931	Syan.g_00292
OG0001226	Prav.g_00236	Syan.g_02922
OG0001227	Prav.g_00255	Syan.g_00940
OG0001228	Prav.g_01836	Syan.g_01938
OG0001229	Prav.g_01471	Syan.g_02631
OG0001230	Prav.g_01570	Syan.g_01288
OG0001231	Prav.g_01673	Syan.g_01764
OG0001232	Prav.g_01784	Syan.g_01439
OG0001233	Prav.g_01804	Syan.g_01461
OG0001234	Prav.g_00283	Syan.g_01995
OG0001235	Prav.g_00293	Syan.g_02130
OG0001236	Prav.g_00667	Syan.g_01933
OG0001237	Prav.g_00671	Syan.g_01928
OG0001239	Prav.g_00136	Syan.g_02910
OG0001240	Prav.g_00158	Syan.g_02963
OG0001242	Prav.g_00184	Syan.g_02297
OG0001243	Prav.g_00190	Syan.g_02289
OG0001244	Prav.g_00206	Syan.g_03004
OG0001245	Prav.g_00997	Syan.g_00179
OG0001246	Prav.g_01102	Syan.g_02734
OG0001247	Prav.g_01281	Syan.g_00199
OG0001249	Prav.g_00373	Syan.g_02150
OG0001250	Prav.g_00437	Syan.g_00382
OG0001251	Prav.g_00484	Syan.g_00490
OG0001252	Prav.g_00924	Syan.g_00304
OG0001253	Prav.g_00256	Syan.g_00099
OG0001254	Prav.g_00035	Syan.g_01148
OG0001256	Prav.g_01666	Syan.g_01384
OG0001258	Prav.g_01758	Syan.g_01395
OG0001259	Prav.g_01802	Syan.g_01459
OG0001260	Prav.g_01819	Syan.g_01478
OG0001261	Prav.g_00624	Syan.g_02209
OG0001262	Prav.g_00728	Syan.g_01721
OG0001263	Prav.g_00193	Syan.g_02286
OG0001265	Prav.g_00183	Syan.g_02299
OG0001266	Prav.g_00835	Syan.g_03088
OG0001267	Prav.g_01926	Syan.g_02023
OG0001268	Prav.g_01985	Syan.g_02138
OG0001270	Prav.g_01033	Syan.g_02393
OG0001271	Prav.g_01070	Syan.g_02849
OG0001272	Prav.g_01084	Syan.g_02758
OG0001274	Prav.g_01308, Prav.g_01311	Syan.g_01528
OG0001275	Prav.g_00584	Syan.g_00628
OG0001276	Prav.g_00908	Syan.g_00360
OG0001277	Prav.g_00244	Syan.g_00007
OG0001278	Prav.g_01831	Syan.g_02585
OG0001279	Prav.g_01392	Syan.g_01306
OG0001281	Prav.g_01443	Syan.g_01220
OG0001282	Prav.g_01474	Syan.g_02774
OG0001283	Prav.g_01493	Syan.g_01687
OG0001284	Prav.g_01648	Syan.g_01369
OG0001285	Prav.g_01787	Syan.g_00977
OG0001286	Prav.g_00636	Syan.g_02193
OG0001287	Prav.g_00691	Syan.g_01894
OG0001289	Prav.g_00152	Syan.g_02942
OG0001291	Prav.g_00200	Syan.g_02273
OG0001292	Prav.g_01895	Syan.g_02091
OG0001293	Prav.g_01908	Syan.g_02051
OG0001294	Prav.g_00995	Syan.g_00758
OG0001295	Prav.g_01065	Syan.g_00836
OG0001296	Prav.g_01107	Syan.g_02728
OG0001297	Prav.g_01112	Syan.g_02724
OG0001298	Prav.g_01174	Syan.g_00944
OG0001299	Prav.g_01264	Syan.g_00764
OG0001303	Prav.g_00946	Syan.g_00479
OG0001304	Prav.g_00918	Syan.g_00345
OG0001305	Prav.g_00937	Syan.g_00191
OG0001306	Prav.g_00051	Syan.g_02714
OG0001308	Prav.g_01588	Syan.g_01248
OG0001309	Prav.g_01670	Syan.g_01196
OG0001310	Prav.g_01773	Syan.g_01422
OG0001311	Prav.g_00910	Syan.g_00358
OG0001313	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871	Syan.g_02860
OG0001315	Prav.g_00126	Syan.g_02168
OG0001317	Prav.g_00804	Syan.g_02422
OG0001318	Prav.g_01903	Syan.g_02060
OG0001319	Prav.g_01919	Syan.g_02034
OG0001323	Prav.g_01117	Syan.g_01193
OG0001325	Prav.g_00311	Syan.g_00323
OG0001326	Prav.g_00472	Syan.g_01636
OG0001327	Prav.g_00227	Syan.g_00753
OG0001328	Prav.g_00254	Syan.g_02675
OG0001329	Prav.g_00026	Syan.g_00838
OG0001330	Prav.g_01408	Syan.g_01202
OG0001331	Prav.g_01479	Syan.g_02779
OG0001332	Prav.g_01621	Syan.g_00412
OG0001333	Prav.g_01798	Syan.g_01455
OG0001336	Prav.g_00771	Syan.g_01688
OG0001341	Prav.g_00344	Syan.g_00524
OG0001345	Prav.g_01862	Syan.g_02655
OG0001346	Prav.g_01439	Syan.g_01214
OG0001349	Prav.g_01558	Syan.g_01131
OG0001353	Prav.g_00429	Syan.g_00372
OG0001354	Prav.g_00566	Syan.g_00585
OG0001356	Prav.g_00957	Syan.g_00067
OG0001358	Prav.g_01218	Syan.g_00017
OG0001360	Prav.g_00257	Syan.g_02653
OG0001361	Prav.g_01865	Syan.g_02658
OG0001364	Prav.g_00660	Syan.g_01950
OG0001365	Prav.g_00738	Syan.g_01570
OG0001369	Prav.g_00157	Syan.g_02962
OG0001371	Prav.g_01277	Syan.g_02927, Syan.g_02928
OG0001373	Prav.g_00471	Syan.g_01635
OG0001374	Prav.g_00479	Syan.g_01644
OG0001376	Prav.g_00220	Syan.g_00511
OG0001377	Prav.g_00221	Syan.g_00510
OG0001378	Prav.g_00003	Syan.g_02392
OG0001379	Prav.g_01432	Syan.g_01206
OG0001380	Prav.g_01461	Syan.g_00442
OG0001382	Prav.g_01686	Syan.g_00680
OG0001385	Prav.g_00468	Syan.g_01632
OG0001386	Prav.g_00469	Syan.g_01633
OG0001387	Prav.g_00470	Syan.g_01634
OG0001388	Prav.g_00473	Syan.g_01637
OG0001389	Prav.g_00474	Syan.g_01639
OG0001390	Prav.g_00475	Syan.g_01640
OG0001391	Prav.g_00476	Syan.g_01641
OG0001392	Prav.g_00477	Syan.g_01642
OG0001393	Prav.g_00478	Syan.g_01643
OG0001395	Prav.g_00920	Syan.g_00340
OG0001396	Prav.g_00300	Syan.g_01851
OG0001398	Prav.g_01700	Syan.g_02932
OG0001399	Prav.g_00285	Syan.g_02175
OG0001400	Prav.g_01315, Prav.g_02004	Syan.g_02263
OG0001401	Prav.g_01365	Syan.g_00376
OG0001402	Prav.g_01328	Syan.g_00011
OG0001403	Prav.g_00098	Syan.g_01744
OG0001404	Prav.g_00133	Syan.g_00343
OG0001406	Prav.g_00219	Syan.g_00512
OG0001407	Prav.g_00234	Syan.g_00455
OG0001408	Prav.g_00239	Syan.g_00073
OG0001409	Prav.g_00072	Syan.g_00284
OG0001411	Prav.g_01507	Syan.g_01125
OG0001415	Prav.g_00807	Syan.g_01004
OG0001416	Prav.g_01057	Syan.g_00103
OG0001417	Prav.g_01067	Syan.g_00583
OG0001418	Prav.g_01282	Syan.g_02689
OG0001419	Prav.g_00235	Syan.g_00454
OG0001420	Prav.g_00012	Syan.g_01180
OG0001422	Prav.g_01691	Syan.g_00645
OG0001425	Prav.g_00748	Syan.g_01584
OG0001428	Prav.g_00866	Syan.g_03039
OG0001429	Prav.g_00386	Syan.g_00480
OG0001432	Prav.g_01661	Syan.g_00092
OG0001433	Prav.g_00958	Syan.g_00245
OG0001434	Prav.g_00518	Syan.g_00717
OG0001435	Prav.g_00495	Syan.g_00745
OG0001437	Prav.g_00808	Syan.g_01005
OG0001438	Prav.g_01939	Syan.g_02009
OG0001439	Prav.g_01953	Syan.g_01986
OG0001441	Prav.g_01119	Syan.g_01191
OG0001442	Prav.g_00337	Syan.g_00709
OG0001443	Prav.g_01744	Syan.g_01590
OG0001447	Prav.g_00191	Syan.g_02288
OG0001449	Prav.g_01010	Syan.g_02058
OG0001452	Prav.g_00485	Syan.g_02066
OG0001453	Prav.g_00578	Syan.g_00608
OG0001454	Prav.g_00250	Syan.g_00418
OG0001456	Prav.g_00042	Syan.g_01646
OG0001457	Prav.g_00043	Syan.g_01647
OG0001458	Prav.g_00044	Syan.g_01648
OG0001459	Prav.g_01377	Syan.g_02343
OG0001460	Prav.g_00959	Syan.g_00244
OG0001462	Prav.g_00102	Syan.g_01737
OG0001467	Prav.g_00374	Syan.g_00107
OG0001471	Prav.g_01663	Syan.g_01991
OG0001473	Prav.g_00708	Syan.g_00133
OG0001474	Prav.g_01986	Syan.g_02137
OG0001475	Prav.g_01511	Syan.g_01833
OG0001479	Prav.g_01983	Syan.g_02140
OG0001480	Prav.g_00988	Syan.g_00072
OG0001486	Prav.g_00063	Syan.g_02698
OG0001492	Prav.g_01834	Syan.g_02588
OG0001493	Prav.g_01826	Syan.g_02578
OG0001495	Prav.g_00290	Syan.g_02257
OG0001504	Prav.g_01378	Syan.g_02344
OG0001507	Prav.g_01722	Syan.g_02695
OG0001508	Prav.g_01508	Syan.g_01814
OG0001525	Prav.g_01678	Syan.g_00831
OG0001528	Prav.g_01510	Syan.g_01818
OG0001546	Prav.g_01122	Syan.g_01188
OG0001549	Prav.g_00455	Syan.g_00077
OG0001553	Prav.g_01575	Syan.g_01282
OG0001554	Prav.g_01668	Syan.g_00282
OG0001556	Prav.g_00963	Syan.g_02338, Syan.g_00149, Syan.g_00276
OG0001558	Prav.g_01353	Syan.g_01760
OG0001566	Prav.g_01274	Syan.g_01072
OG0001587	Prav.g_00265	Syan.g_01482
OG0001625	Prav.g_01905	Syan.g_02057
OG0001627	Prav.g_00351	Syan.g_02410
OG0001652	Prav.g_01351	Syan.g_01762
OG0001666	Prav.g_01376	Syan.g_02339
OG0001671	Prav.g_01358	Syan.g_03115, Syan.g_01514
OG0001700	Prav.g_00960	Syan.g_00938
OG0001737	Prav.g_01364	Syan.g_02002
OG0001774	Prav.g_01275	Syan.g_02509
OG0001782	Prav.g_01425	Syan.g_01869
OG0001919	Prav.g_01007	Syan.g_00078
OG0002029	Prav.g_01375	Syan.g_02340
OG0002244	Prav.g_01721	Syan.g_00387
OG0002291	Prav.g_01391	Syan.g_03057
OG0002364	Prav.g_00387	Syan.g_00481
OG0002700	Prav.g_01723	Syan.g_02461
OG0002730	Prav.g_01370	Syan.g_01497, Syan.g_02448
OG0003063	Prav.g_01557	Syan.g_01834
OG0003084	Prav.g_01372	Syan.g_01490
