Orthogroup	Prav	Syas
OG0001201	Prav.g_00173	Syas.g_02419
OG0001202	Prav.g_00839	Syas.g_02270
OG0001203	Prav.g_00800	Syas.g_02557
OG0001204	Prav.g_01890	Syas.g_01687
OG0001205	Prav.g_01044	Syas.g_02745
OG0001207	Prav.g_01075	Syas.g_01260
OG0001208	Prav.g_01080	Syas.g_01251
OG0001209	Prav.g_01133	Syas.g_00065
OG0001210	Prav.g_01138	Syas.g_00761
OG0001211	Prav.g_01148	Syas.g_00788
OG0001212	Prav.g_01192	Syas.g_00847
OG0001213	Prav.g_01227	Syas.g_00100
OG0001214	Prav.g_01235	Syas.g_00744
OG0001215	Prav.g_01288	Syas.g_02245
OG0001217	Prav.g_00346	Syas.g_01397, Syas.g_02493
OG0001218	Prav.g_00355	Syas.g_01309
OG0001219	Prav.g_00385	Syas.g_00399
OG0001220	Prav.g_00448	Syas.g_02447
OG0001221	Prav.g_00510	Syas.g_02669
OG0001222	Prav.g_00548	Syas.g_00448
OG0001223	Prav.g_00574	Syas.g_00541
OG0001224	Prav.g_00929	Syas.g_01015
OG0001225	Prav.g_00931	Syas.g_01017
OG0001226	Prav.g_00236	Syas.g_02506
OG0001227	Prav.g_00255	Syas.g_00824
OG0001228	Prav.g_01836	Syas.g_02195
OG0001229	Prav.g_01471	Syas.g_00285
OG0001230	Prav.g_01570	Syas.g_02806
OG0001231	Prav.g_01673	Syas.g_02050
OG0001232	Prav.g_01784	Syas.g_02649
OG0001233	Prav.g_01804	Syas.g_02592
OG0001234	Prav.g_00283	Syas.g_01310
OG0001235	Prav.g_00293	Syas.g_01646
OG0001236	Prav.g_00667	Syas.g_02191
OG0001237	Prav.g_00671	Syas.g_02187
OG0001238	Prav.g_00745	Syas.g_01901
OG0001239	Prav.g_00136	Syas.g_02519
OG0001240	Prav.g_00158	Syas.g_02435
OG0001241	Prav.g_00166	Syas.g_02427
OG0001242	Prav.g_00184	Syas.g_02398
OG0001243	Prav.g_00190	Syas.g_02391
OG0001244	Prav.g_00206	Syas.g_02370
OG0001245	Prav.g_00997	Syas.g_00524
OG0001246	Prav.g_01102	Syas.g_01224, Syas.g_01829
OG0001249	Prav.g_00373	Syas.g_01547
OG0001250	Prav.g_00437	Syas.g_00239
OG0001251	Prav.g_00484	Syas.g_00516, Syas.g_00408
OG0001252	Prav.g_00924	Syas.g_00994
OG0001253	Prav.g_00256	Syas.g_00143
OG0001255	Prav.g_00049	Syas.g_00492
OG0001256	Prav.g_01666	Syas.g_02698
OG0001257	Prav.g_01672	Syas.g_01407
OG0001258	Prav.g_01758	Syas.g_02688
OG0001259	Prav.g_01802	Syas.g_02594
OG0001260	Prav.g_01819	Syas.g_02572
OG0001261	Prav.g_00624	Syas.g_01599
OG0001262	Prav.g_00728	Syas.g_02091
OG0001263	Prav.g_00193	Syas.g_02388
OG0001265	Prav.g_00183	Syas.g_02399
OG0001266	Prav.g_00835	Syas.g_02266
OG0001267	Prav.g_01926	Syas.g_01753
OG0001268	Prav.g_01985	Syas.g_01535
OG0001269	Prav.g_00978	Syas.g_00510
OG0001270	Prav.g_01033	Syas.g_01499
OG0001271	Prav.g_01070	Syas.g_01336
OG0001272	Prav.g_01084	Syas.g_01247
OG0001273	Prav.g_01229	Syas.g_00751
OG0001274	Prav.g_01308, Prav.g_01311	Syas.g_01849
OG0001275	Prav.g_00584	Syas.g_00554
OG0001276	Prav.g_00908	Syas.g_00215
OG0001277	Prav.g_00244	Syas.g_00110
OG0001278	Prav.g_01831	Syas.g_01074
OG0001279	Prav.g_01392	Syas.g_02792
OG0001280	Prav.g_01437	Syas.g_01095
OG0001281	Prav.g_01443	Syas.g_02845
OG0001282	Prav.g_01474	Syas.g_01262
OG0001284	Prav.g_01648	Syas.g_02713
OG0001286	Prav.g_00636	Syas.g_01585
OG0001287	Prav.g_00691	Syas.g_00136
OG0001288	Prav.g_00700	Syas.g_02144
OG0001289	Prav.g_00152	Syas.g_02474
OG0001290	Prav.g_00165	Syas.g_02428
OG0001291	Prav.g_00200	Syas.g_02378
OG0001292	Prav.g_01895	Syas.g_01693
OG0001293	Prav.g_01908	Syas.g_01720
OG0001294	Prav.g_00995	Syas.g_00692
OG0001295	Prav.g_01065	Syas.g_00770
OG0001296	Prav.g_01107	Syas.g_01217
OG0001297	Prav.g_01112	Syas.g_01213
OG0001298	Prav.g_01174	Syas.g_00829
OG0001299	Prav.g_01264	Syas.g_00700
OG0001303	Prav.g_00946	Syas.g_00400
OG0001304	Prav.g_00918	Syas.g_00199
OG0001305	Prav.g_00937	Syas.g_01027
OG0001306	Prav.g_00051	Syas.g_01202
OG0001307	Prav.g_01456	Syas.g_01923
OG0001308	Prav.g_01588	Syas.g_02830
OG0001309	Prav.g_01670	Syas.g_00003
OG0001310	Prav.g_01773	Syas.g_02666
OG0001311	Prav.g_00910	Syas.g_00213
OG0001315	Prav.g_00126	Syas.g_01566
OG0001317	Prav.g_00804	Syas.g_02553
OG0001318	Prav.g_01903	Syas.g_01706
OG0001319	Prav.g_01919	Syas.g_01736
OG0001323	Prav.g_01117	Syas.g_00006
OG0001325	Prav.g_00311	Syas.g_00179
OG0001326	Prav.g_00472	Syas.g_01960, Syas.g_01961
OG0001327	Prav.g_00227	Syas.g_00687
OG0001329	Prav.g_00026	Syas.g_00773
OG0001330	Prav.g_01408	Syas.g_02865
OG0001331	Prav.g_01479	Syas.g_01267
OG0001333	Prav.g_01798	Syas.g_02598
OG0001336	Prav.g_00771	Syas.g_02003
OG0001339	Prav.g_00168	Syas.g_02425
OG0001345	Prav.g_01862	Syas.g_01132
OG0001346	Prav.g_01439	Syas.g_02853
OG0001348	Prav.g_01693	Syas.g_00119
OG0001349	Prav.g_01558	Syas.g_02643
OG0001353	Prav.g_00429	Syas.g_00228
OG0001354	Prav.g_00566	Syas.g_00526
OG0001355	Prav.g_01704, Prav.g_00969	Syas.g_01057
OG0001356	Prav.g_00957	Syas.g_01715
OG0001358	Prav.g_01218	Syas.g_00122
OG0001360	Prav.g_00257	Syas.g_01130
OG0001361	Prav.g_01865	Syas.g_01135
OG0001364	Prav.g_00660	Syas.g_02212
OG0001365	Prav.g_00738	Syas.g_01886
OG0001371	Prav.g_01277	Syas.g_02499
OG0001373	Prav.g_00471	Syas.g_01959
OG0001374	Prav.g_00479	Syas.g_01968
OG0001376	Prav.g_00220	Syas.g_00468
OG0001377	Prav.g_00221	Syas.g_00467
OG0001378	Prav.g_00003	Syas.g_01500
OG0001379	Prav.g_01432	Syas.g_02861
OG0001380	Prav.g_01461	Syas.g_00126
OG0001385	Prav.g_00468	Syas.g_01956
OG0001386	Prav.g_00469	Syas.g_01957
OG0001387	Prav.g_00470	Syas.g_01958
OG0001388	Prav.g_00473	Syas.g_01962
OG0001389	Prav.g_00474	Syas.g_01963
OG0001390	Prav.g_00475	Syas.g_01964
OG0001391	Prav.g_00476	Syas.g_01965
OG0001392	Prav.g_00477	Syas.g_01966
OG0001393	Prav.g_00478	Syas.g_01967
OG0001395	Prav.g_00920	Syas.g_00195
OG0001396	Prav.g_00300	Syas.g_01949
OG0001398	Prav.g_01700	Syas.g_02481
OG0001399	Prav.g_00285	Syas.g_02459
OG0001401	Prav.g_01365	Syas.g_00233
OG0001402	Prav.g_01328	Syas.g_00112
OG0001403	Prav.g_00098	Syas.g_02069
OG0001406	Prav.g_00219	Syas.g_00469
OG0001408	Prav.g_00239	Syas.g_00142
OG0001409	Prav.g_00072	Syas.g_00154
OG0001411	Prav.g_01507	Syas.g_01156
OG0001412	Prav.g_00298	Syas.g_01951
OG0001413	Prav.g_01662	Syas.g_01481
OG0001416	Prav.g_01057	Syas.g_01061
OG0001417	Prav.g_01067	Syas.g_00507
OG0001418	Prav.g_01282	Syas.g_01177
OG0001420	Prav.g_00012	Syas.g_00017
OG0001428	Prav.g_00866	Syas.g_02325
OG0001429	Prav.g_00386	Syas.g_00401
OG0001432	Prav.g_01661	Syas.g_01484
OG0001433	Prav.g_00958	Syas.g_01398
OG0001435	Prav.g_00495	Syas.g_00678
OG0001438	Prav.g_01939	Syas.g_01767
OG0001439	Prav.g_01953	Syas.g_01809
OG0001441	Prav.g_01119	Syas.g_00008
OG0001443	Prav.g_01744	Syas.g_01910
OG0001447	Prav.g_00191	Syas.g_02390
OG0001449	Prav.g_01010	Syas.g_02567
OG0001450	Prav.g_01285	Syas.g_02208, Syas.g_00474
OG0001451	Prav.g_00457	Syas.g_02342, Syas.g_02343
OG0001452	Prav.g_00485	Syas.g_01700
OG0001453	Prav.g_00578	Syas.g_00547
OG0001454	Prav.g_00250	Syas.g_01483
OG0001456	Prav.g_00042	Syas.g_01969
OG0001457	Prav.g_00043	Syas.g_01970
OG0001458	Prav.g_00044	Syas.g_01971
OG0001459	Prav.g_01377	Syas.g_02778
OG0001460	Prav.g_00959	Syas.g_01399
OG0001471	Prav.g_01663	Syas.g_01819
OG0001473	Prav.g_00708	Syas.g_00323
OG0001474	Prav.g_01986	Syas.g_01534
OG0001475	Prav.g_01511	Syas.g_02120
OG0001479	Prav.g_01983	Syas.g_01537
OG0001480	Prav.g_00988	Syas.g_00771
OG0001482	Prav.g_01055	Syas.g_00535
OG0001486	Prav.g_00063	Syas.g_01186
OG0001492	Prav.g_01834	Syas.g_01077
OG0001493	Prav.g_01826	Syas.g_01069
OG0001494	Prav.g_01553	Syas.g_02633
OG0001495	Prav.g_00290	Syas.g_01641
OG0001504	Prav.g_01378	Syas.g_02777
OG0001505	Prav.g_01548, Prav.g_01503	Syas.g_02135
OG0001507	Prav.g_01722	Syas.g_01183
OG0001508	Prav.g_01508	Syas.g_02114
OG0001528	Prav.g_01510	Syas.g_02116
OG0001546	Prav.g_01122	Syas.g_00011
OG0001549	Prav.g_00455	Syas.g_00482
OG0001554	Prav.g_01668	Syas.g_00153
OG0001555	Prav.g_01683	Syas.g_00654
OG0001556	Prav.g_00963	Syas.g_01679
OG0001558	Prav.g_01353	Syas.g_02053
OG0001565	Prav.g_01021	Syas.g_00351
OG0001586	Prav.g_01549, Prav.g_01523	Syas.g_02637
OG0001587	Prav.g_00265	Syas.g_02569
OG0001625	Prav.g_01905	Syas.g_01708
OG0001627	Prav.g_00351	Syas.g_01474
OG0001652	Prav.g_01351	Syas.g_02051
OG0001666	Prav.g_01376	Syas.g_02785
OG0001671	Prav.g_01358	Syas.g_01830
OG0001700	Prav.g_00960	Syas.g_01390, Syas.g_01391
OG0001737	Prav.g_01364	Syas.g_01777
OG0001749	Prav.g_01554	Syas.g_02217
OG0001842	Prav.g_00966	Syas.g_00658
OG0001930	Prav.g_00967	Syas.g_00657
OG0001931	Prav.g_00968	Syas.g_00656
OG0002015	Prav.g_01525	Syas.g_02219
OG0002029	Prav.g_01375	Syas.g_01930, Syas.g_02786
OG0002244	Prav.g_01721	Syas.g_00244
OG0002295	Prav.g_01304	Syas.g_00647
OG0002364	Prav.g_00387	Syas.g_00402
OG0002369	Prav.g_01532	Syas.g_02628
OG0002665	Prav.g_01310	Syas.g_02449
OG0002730	Prav.g_01370	Syas.g_02772
OG0002838	Prav.g_01546	Syas.g_00345
OG0002895	Prav.g_01371	Syas.g_02769
OG0002936	Prav.g_01306	Syas.g_01384
OG0003063	Prav.g_01557	Syas.g_02119
