Orthogroup	Prau	Syar
OG0001142	Prau.g_01236	Syar.g_01983
OG0001143	Prau.g_01243	Syar.g_01698
OG0001144	Prau.g_01248	Syar.g_01707
OG0001145	Prau.g_01362	Syar.g_02769
OG0001146	Prau.g_01375	Syar.g_02782
OG0001147	Prau.g_01395	Syar.g_01276
OG0001148	Prau.g_01411	Syar.g_01459
OG0001149	Prau.g_01412	Syar.g_01458
OG0001150	Prau.g_01413	Syar.g_01457
OG0001151	Prau.g_01424	Syar.g_01238
OG0001152	Prau.g_01425	Syar.g_01237
OG0001153	Prau.g_01563	Syar.g_01398
OG0001154	Prau.g_01564	Syar.g_01397
OG0001155	Prau.g_01576	Syar.g_01211
OG0001156	Prau.g_01579	Syar.g_01185
OG0001157	Prau.g_01580	Syar.g_01184
OG0001158	Prau.g_01581	Syar.g_01183
OG0001159	Prau.g_01582	Syar.g_01182
OG0001160	Prau.g_01606	Syar.g_02908
OG0001161	Prau.g_01619	Syar.g_00382
OG0001162	Prau.g_01630	Syar.g_03081
OG0001163	Prau.g_01724	Syar.g_02917
OG0001164	Prau.g_01728	Syar.g_02922
OG0001165	Prau.g_01731	Syar.g_02927
OG0001166	Prau.g_01751	Syar.g_02959
OG0001167	Prau.g_01768	Syar.g_02982
OG0001168	Prau.g_01770	Syar.g_02983
OG0001169	Prau.g_01772	Syar.g_02985
OG0001170	Prau.g_01774	Syar.g_02987
OG0001171	Prau.g_01783	Syar.g_02999
OG0001172	Prau.g_01797	Syar.g_00143
OG0001173	Prau.g_01798	Syar.g_00142
OG0001174	Prau.g_01806	Syar.g_00134
OG0001175	Prau.g_01807	Syar.g_00133
OG0001176	Prau.g_01814	Syar.g_01025
OG0001177	Prau.g_01817	Syar.g_01023
OG0001178	Prau.g_01822	Syar.g_02943
OG0001179	Prau.g_01853	Syar.g_01055
OG0001181	Prau.g_01879	Syar.g_01082
OG0001182	Prau.g_01886	Syar.g_01090
OG0001183	Prau.g_01890	Syar.g_01096
OG0001184	Prau.g_01906	Syar.g_00653
OG0001185	Prau.g_01920	Syar.g_00614
OG0001186	Prau.g_01943	Syar.g_00562
OG0001187	Prau.g_01947	Syar.g_00548
OG0001188	Prau.g_01950	Syar.g_00546
OG0001189	Prau.g_01967	Syar.g_00525
OG0001190	Prau.g_01971	Syar.g_00330
OG0001191	Prau.g_01981	Syar.g_00349
OG0001192	Prau.g_01985	Syar.g_00356
OG0001193	Prau.g_01995	Syar.g_00711
OG0001194	Prau.g_01996	Syar.g_00622
OG0001195	Prau.g_01997	Syar.g_00623
OG0001196	Prau.g_02010	Syar.g_00453
OG0001197	Prau.g_02011	Syar.g_00455
OG0001198	Prau.g_02019	Syar.g_00467
OG0001199	Prau.g_00075	Syar.g_03045
OG0001200	Prau.g_00077	Syar.g_03047
OG0001201	Prau.g_00109	Syar.g_03120
OG0001202	Prau.g_00200	Syar.g_00991
OG0001203	Prau.g_00239	Syar.g_03021
OG0001204	Prau.g_00245	Syar.g_00154
OG0001205	Prau.g_00486	Syar.g_02869
OG0001207	Prau.g_00518	Syar.g_01462
OG0001208	Prau.g_00523	Syar.g_01471
OG0001211	Prau.g_00590	Syar.g_02323
OG0001212	Prau.g_00634	Syar.g_02027
OG0001213	Prau.g_00669	Syar.g_02239
OG0001214	Prau.g_00677	Syar.g_02420
OG0001215	Prau.g_00730	Syar.g_00965
OG0001216	Prau.g_00757	Syar.g_01909
OG0001217	Prau.g_00800	Syar.g_02852
OG0001218	Prau.g_00809	Syar.g_01388
OG0001219	Prau.g_00843	Syar.g_02585
OG0001222	Prau.g_01007	Syar.g_02552
OG0001223	Prau.g_01033	Syar.g_02505
OG0001224	Prau.g_01085	Syar.g_01361
OG0001225	Prau.g_01087	Syar.g_01929
OG0001226	Prau.g_01112	Syar.g_03054
OG0001227	Prau.g_01130	Syar.g_02213
OG0001230	Prau.g_01520	Syar.g_02816
OG0001231	Prau.g_01628	Syar.g_00485
OG0001232	Prau.g_01755	Syar.g_02968
OG0001233	Prau.g_01775	Syar.g_02988
OG0001235	Prau.g_01819	Syar.g_01019
OG0001236	Prau.g_01903	Syar.g_00657
OG0001237	Prau.g_01907	Syar.g_00652
OG0001238	Prau.g_01982	Syar.g_00351
OG0001240	Prau.g_00094	Syar.g_03101
OG0001241	Prau.g_00102	Syar.g_03149, Syar.g_03112
OG0001242	Prau.g_00120	Syar.g_00043
OG0001243	Prau.g_00126	Syar.g_00051
OG0001244	Prau.g_00142	Syar.g_00075
OG0001245	Prau.g_00383	Syar.g_00999
OG0001246	Prau.g_00545	Syar.g_01910
OG0001247	Prau.g_00723	Syar.g_02024
OG0001248	Prau.g_00725	Syar.g_02059
OG0001249	Prau.g_00832	Syar.g_01113
OG0001250	Prau.g_00894	Syar.g_01819, Syar.g_03240
OG0001251	Prau.g_00943	Syar.g_02575
OG0001252	Prau.g_01080	Syar.g_01372
OG0001253	Prau.g_01131	Syar.g_02015
OG0001254	Prau.g_01176	Syar.g_02233
OG0001255	Prau.g_01191	Syar.g_01746
OG0001256	Prau.g_01621	Syar.g_02915
OG0001257	Prau.g_01627	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Prau.g_01729	Syar.g_02925
OG0001259	Prau.g_01773	Syar.g_02986
OG0001260	Prau.g_01789	Syar.g_03007
OG0001262	Prau.g_01965	Syar.g_00527
OG0001263	Prau.g_00129	Syar.g_00054
OG0001265	Prau.g_00119	Syar.g_00041
OG0001266	Prau.g_00204	Syar.g_00987
OG0001267	Prau.g_00282	Syar.g_00225
OG0001268	Prau.g_00341	Syar.g_01124
OG0001269	Prau.g_00361	Syar.g_00688
OG0001270	Prau.g_00475	Syar.g_01175
OG0001271	Prau.g_00513	Syar.g_01270
OG0001272	Prau.g_00527	Syar.g_01475
OG0001273	Prau.g_00671	Syar.g_02413
OG0001274	Prau.g_00743	Syar.g_00929
OG0001275	Prau.g_01043	Syar.g_02490
OG0001276	Prau.g_01064	Syar.g_01797
OG0001277	Prau.g_01120	Syar.g_02250
OG0001278	Prau.g_01256	Syar.g_01720
OG0001279	Prau.g_01320	Syar.g_02841
OG0001280	Prau.g_01370	Syar.g_03317
OG0001281	Prau.g_01376	Syar.g_02783
OG0001282	Prau.g_01410	Syar.g_01460, Syar.g_01351
OG0001283	Prau.g_01429	Syar.g_00447
OG0001284	Prau.g_01601	Syar.g_02900
OG0001285	Prau.g_01758	Syar.g_02972
OG0001286	Prau.g_01873	Syar.g_01077
OG0001287	Prau.g_01927	Syar.g_00606
OG0001288	Prau.g_01936	Syar.g_00591
OG0001289	Prau.g_00088	Syar.g_03080
OG0001290	Prau.g_00101	Syar.g_03111
OG0001291	Prau.g_00136	Syar.g_00064
OG0001292	Prau.g_00250	Syar.g_00160
OG0001293	Prau.g_00263	Syar.g_00198
OG0001294	Prau.g_00381	Syar.g_01687
OG0001295	Prau.g_00509	Syar.g_00693
OG0001296	Prau.g_00550	Syar.g_01506
OG0001297	Prau.g_00555	Syar.g_01510
OG0001298	Prau.g_00616	Syar.g_02210
OG0001299	Prau.g_00706	Syar.g_01915
OG0001303	Prau.g_01047	Syar.g_02583
OG0001304	Prau.g_01074	Syar.g_01557
OG0001305	Prau.g_01093	Syar.g_01937
OG0001306	Prau.g_01193	Syar.g_01521
OG0001307	Prau.g_01392	Syar.g_02591
OG0001308	Prau.g_01541	Syar.g_02798
OG0001309	Prau.g_01625	Syar.g_00360
OG0001310	Prau.g_01744	Syar.g_02951
OG0001311	Prau.g_01066	Syar.g_01795
OG0001313	Prau.g_00752	Syar.g_01264
OG0001315	Prau.g_00063	Syar.g_01094
OG0001317	Prau.g_00235	Syar.g_03025
OG0001318	Prau.g_00258	Syar.g_00186
OG0001319	Prau.g_00274	Syar.g_00215
OG0001325	Prau.g_00760	Syar.g_01577
OG0001326	Prau.g_00931	Syar.g_00632
OG0001327	Prau.g_01104	Syar.g_01674
OG0001329	Prau.g_01168	Syar.g_02337
OG0001331	Prau.g_01415	Syar.g_01455
OG0001334	Prau.g_01893	Syar.g_03166
OG0001336	Prau.g_02007	Syar.g_00448
OG0001339	Prau.g_00104	Syar.g_03114
OG0001343	Prau.g_00940	Syar.g_03210
OG0001345	Prau.g_01225	Syar.g_01958
OG0001346	Prau.g_01372	Syar.g_02778
OG0001351	Prau.g_00495	Syar.g_01420
OG0001355	Prau.g_01657, Prau.g_01309	Syar.g_01912
OG0001358	Prau.g_00660	Syar.g_02262
OG0001359	Prau.g_00941	Syar.g_03211
OG0001360	Prau.g_01132	Syar.g_01961
OG0001361	Prau.g_01222	Syar.g_01955
OG0001364	Prau.g_01896	Syar.g_00284
OG0001365	Prau.g_01975	Syar.g_00335
OG0001370	Prau.g_00501	Syar.g_00013
OG0001371	Prau.g_00719	Syar.g_03059
OG0001373	Prau.g_00930	Syar.g_00631
OG0001374	Prau.g_00938	Syar.g_00642
OG0001376	Prau.g_01098	Syar.g_03203, Syar.g_02600
OG0001377	Prau.g_01099	Syar.g_02599, Syar.g_03202
OG0001378	Prau.g_01141	Syar.g_01174
OG0001382	Prau.g_01640	Syar.g_02834, Syar.g_03204
OG0001385	Prau.g_00927	Syar.g_00628
OG0001386	Prau.g_00928	Syar.g_00629
OG0001387	Prau.g_00929	Syar.g_00630
OG0001388	Prau.g_00932	Syar.g_00635
OG0001389	Prau.g_00933	Syar.g_00636
OG0001390	Prau.g_00934	Syar.g_00637
OG0001391	Prau.g_00935	Syar.g_00638
OG0001392	Prau.g_00936	Syar.g_00640
OG0001393	Prau.g_00937	Syar.g_00641
OG0001394	Prau.g_00971	Syar.g_02608
OG0001395	Prau.g_01076	Syar.g_01561
OG0001406	Prau.g_01097	Syar.g_02601
OG0001408	Prau.g_01115	Syar.g_02042
OG0001411	Prau.g_01452	Syar.g_02761, Syar.g_02360
OG0001413	Prau.g_01616	Syar.g_02062, Syar.g_02063
OG0001415	Prau.g_00232	Syar.g_01553
OG0001416	Prau.g_00500	Syar.g_00433
OG0001417	Prau.g_00511	Syar.g_01885
OG0001418	Prau.g_00724	Syar.g_01546
OG0001420	Prau.g_01150	Syar.g_02680
OG0001428	Prau.g_00173	Syar.g_00108
OG0001429	Prau.g_00844	Syar.g_02582
OG0001430	Prau.g_01341	Syar.g_03306
OG0001432	Prau.g_01614	Syar.g_02064, Syar.g_02123
OG0001434	Prau.g_00976	Syar.g_02613
OG0001436	Prau.g_01480	Syar.g_02714, Syar.g_03234
OG0001437	Prau.g_00231	Syar.g_01554
OG0001438	Prau.g_00295	Syar.g_00240
OG0001439	Prau.g_00309	Syar.g_00824
OG0001441	Prau.g_00562	Syar.g_02691
OG0001442	Prau.g_00791	Syar.g_02622
OG0001447	Prau.g_00127	Syar.g_00052
OG0001449	Prau.g_00405	Syar.g_01897
OG0001450	Prau.g_00727	Syar.g_00880
OG0001452	Prau.g_00944	Syar.g_00167
OG0001453	Prau.g_01037	Syar.g_02498
OG0001454	Prau.g_01125	Syar.g_02065, Syar.g_02122
OG0001456	Prau.g_01184	Syar.g_00643
OG0001457	Prau.g_01185	Syar.g_00644
OG0001458	Prau.g_01186	Syar.g_00645
OG0001462	Prau.g_00033	Syar.g_00511
OG0001470	Prau.g_01463, Prau.g_01472	Syar.g_02358, Syar.g_02369
OG0001471	Prau.g_01617	Syar.g_00830
OG0001474	Prau.g_00342	Syar.g_01125
OG0001475	Prau.g_01474	Syar.g_02370
OG0001479	Prau.g_00339	Syar.g_01122
OG0001480	Prau.g_00371	Syar.g_02013
OG0001482	Prau.g_00498	Syar.g_02511
OG0001492	Prau.g_01253	Syar.g_01717
OG0001493	Prau.g_01261	Syar.g_01725
OG0001495	Prau.g_01816	Syar.g_01022
OG0001502	Prau.g_00824	Syar.g_01840
OG0001507	Prau.g_01664	Syar.g_03257, Syar.g_01540
OG0001508	Prau.g_01462	Syar.g_02372
OG0001520	Prau.g_00397	Syar.g_02053
OG0001525	Prau.g_01633	Syar.g_01315
OG0001528	Prau.g_01473, Prau.g_01464	Syar.g_02371
OG0001547	Prau.g_00826	Syar.g_01855
OG0001549	Prau.g_00913	Syar.g_02838
OG0001554	Prau.g_01623	Syar.g_00327
OG0001555	Prau.g_01637	Syar.g_01689
OG0001557	Prau.g_00972	Syar.g_02609
OG0001565	Prau.g_00457, Prau.g_00431	Syar.g_03069
OG0001567	Prau.g_00825	Syar.g_01847
OG0001568	Prau.g_00827	Syar.g_01866
OG0001570	Prau.g_01152	Syar.g_02858
OG0001587	Prau.g_01791	Syar.g_03010
OG0001613	Prau.g_01888	Syar.g_01093
OG0001625	Prau.g_00260	Syar.g_00192
OG0001627	Prau.g_00805	Syar.g_01215
OG0001647	Prau.g_00275	Syar.g_00217
OG0001661	Prau.g_00440	Syar.g_00911
OG0001712	Prau.g_00418	Syar.g_01846
OG0001726	Prau.g_00415	Syar.g_01863
OG0001745	Prau.g_01613	Syar.g_02010
OG0001897	Prau.g_01280	Syar.g_01128
OG0001924	Prau.g_01691	Syar.g_02672
OG0001925	Prau.g_01692	Syar.g_02671
OG0001926	Prau.g_01693	Syar.g_02669
OG0001927	Prau.g_01694	Syar.g_02668
OG0001993	Prau.g_01689	Syar.g_02674
OG0001994	Prau.g_01690	Syar.g_02673
OG0002244	Prau.g_01663	Syar.g_01824
OG0002248	Prau.g_01722	Syar.g_01693
OG0003814	Prau.g_01493	Syar.g_02393
