Orthogroup	Prau	Syai
OG0001161	Prau.g_01619	Syai.g_02803
OG0001162	Prau.g_01630	Syai.g_01374
OG0001163	Prau.g_01724	Syai.g_02363
OG0001164	Prau.g_01728	Syai.g_02369
OG0001165	Prau.g_01731	Syai.g_02374
OG0001166	Prau.g_01751	Syai.g_02400
OG0001167	Prau.g_01768	Syai.g_02254
OG0001168	Prau.g_01770	Syai.g_02256
OG0001169	Prau.g_01772	Syai.g_02258
OG0001170	Prau.g_01774	Syai.g_02260
OG0001171	Prau.g_01783	Syai.g_02270
OG0001172	Prau.g_01797	Syai.g_00323
OG0001173	Prau.g_01798	Syai.g_00324
OG0001174	Prau.g_01806	Syai.g_00332
OG0001175	Prau.g_01807	Syai.g_00333
OG0001176	Prau.g_01814	Syai.g_00352
OG0001177	Prau.g_01817	Syai.g_00350
OG0001178	Prau.g_01822	Syai.g_02383
OG0001179	Prau.g_01853	Syai.g_00385
OG0001180	Prau.g_01875	Syai.g_00410
OG0001181	Prau.g_01879	Syai.g_00414
OG0001182	Prau.g_01886	Syai.g_00423
OG0001183	Prau.g_01890	Syai.g_00429
OG0001184	Prau.g_01906	Syai.g_00156
OG0001185	Prau.g_01920	Syai.g_00117
OG0001186	Prau.g_01943	Syai.g_00084
OG0001187	Prau.g_01947	Syai.g_00081
OG0001188	Prau.g_01950	Syai.g_00078
OG0001189	Prau.g_01967	Syai.g_00061
OG0001190	Prau.g_01971	Syai.g_02776
OG0001191	Prau.g_01981	Syai.g_02788
OG0001192	Prau.g_01985	Syai.g_02793
OG0001193	Prau.g_01995	Syai.g_02835
OG0001194	Prau.g_01996	Syai.g_02838
OG0001195	Prau.g_01997	Syai.g_02839
OG0001196	Prau.g_02010	Syai.g_02913
OG0001197	Prau.g_02011	Syai.g_02915
OG0001198	Prau.g_02019	Syai.g_02930
OG0001199	Prau.g_00075	Syai.g_02480
OG0001200	Prau.g_00077	Syai.g_02482
OG0001202	Prau.g_00200	Syai.g_02674
OG0001203	Prau.g_00239	Syai.g_00540
OG0001204	Prau.g_00245	Syai.g_00312
OG0001205	Prau.g_00486	Syai.g_02212
OG0001206	Prau.g_00504	Syai.g_00853
OG0001207	Prau.g_00518	Syai.g_00629
OG0001208	Prau.g_00523	Syai.g_00640
OG0001209	Prau.g_00575	Syai.g_00711
OG0001210	Prau.g_00580	Syai.g_00720
OG0001211	Prau.g_00590	Syai.g_00735
OG0001212	Prau.g_00634	Syai.g_00799
OG0001213	Prau.g_00669	Syai.g_01082
OG0001214	Prau.g_00677	Syai.g_01106
OG0001215	Prau.g_00730	Syai.g_01958
OG0001216	Prau.g_00757	Syai.g_01388
OG0001217	Prau.g_00800	Syai.g_01185
OG0001218	Prau.g_00809	Syai.g_00893
OG0001219	Prau.g_00843	Syai.g_01561
OG0001220	Prau.g_00906	Syai.g_02087
OG0001221	Prau.g_00967	Syai.g_01284
OG0001222	Prau.g_01007	Syai.g_01516
OG0001223	Prau.g_01033	Syai.g_01463
OG0001224	Prau.g_01085	Syai.g_02011
OG0001225	Prau.g_01087	Syai.g_02009
OG0001226	Prau.g_01112	Syai.g_01154
OG0001227	Prau.g_01130	Syai.g_02806
OG0001228	Prau.g_01251	Syai.g_02218
OG0001229	Prau.g_01407	Syai.g_01986
OG0001230	Prau.g_01520	Syai.g_00964
OG0001231	Prau.g_01628	Syai.g_00017
OG0001232	Prau.g_01755	Syai.g_02410
OG0001233	Prau.g_01775	Syai.g_02261
OG0001234	Prau.g_01809	Syai.g_00337
OG0001235	Prau.g_01819	Syai.g_00343
OG0001236	Prau.g_01903	Syai.g_00159
OG0001237	Prau.g_01907	Syai.g_00137
OG0001238	Prau.g_01982	Syai.g_02789
OG0001240	Prau.g_00094	Syai.g_02527
OG0001241	Prau.g_00102	Syai.g_02537
OG0001242	Prau.g_00120	Syai.g_02566
OG0001243	Prau.g_00126	Syai.g_02573
OG0001244	Prau.g_00142	Syai.g_02605
OG0001245	Prau.g_00383	Syai.g_02091
OG0001246	Prau.g_00545	Syai.g_00666
OG0001247	Prau.g_00723	Syai.g_01380
OG0001248	Prau.g_00725	Syai.g_01377
OG0001249	Prau.g_00832	Syai.g_00464
OG0001250	Prau.g_00894	Syai.g_02053
OG0001251	Prau.g_00943	Syai.g_02845
OG0001252	Prau.g_01080	Syai.g_02018
OG0001254	Prau.g_01176	Syai.g_01744
OG0001255	Prau.g_01191	Syai.g_01915
OG0001256	Prau.g_01621	Syai.g_02362
OG0001257	Prau.g_01627	Syai.g_00848
OG0001258	Prau.g_01729	Syai.g_02372
OG0001259	Prau.g_01773	Syai.g_02259
OG0001260	Prau.g_01789	Syai.g_02281
OG0001261	Prau.g_01861	Syai.g_00394
OG0001262	Prau.g_01965	Syai.g_00063
OG0001263	Prau.g_00129	Syai.g_02576
OG0001265	Prau.g_00119	Syai.g_02563
OG0001266	Prau.g_00204	Syai.g_02679
OG0001267	Prau.g_00282	Syai.g_00259
OG0001268	Prau.g_00341	Syai.g_00492
OG0001269	Prau.g_00361	Syai.g_01699
OG0001270	Prau.g_00475	Syai.g_02231
OG0001271	Prau.g_00513	Syai.g_00862
OG0001272	Prau.g_00527	Syai.g_00644
OG0001273	Prau.g_00671	Syai.g_01099
OG0001274	Prau.g_00743	Syai.g_02706
OG0001275	Prau.g_01043	Syai.g_01447
OG0001276	Prau.g_01064	Syai.g_01431
OG0001277	Prau.g_01120	Syai.g_02899
OG0001278	Prau.g_01256	Syai.g_01799
OG0001279	Prau.g_01320	Syai.g_00991
OG0001280	Prau.g_01370	Syai.g_02176
OG0001281	Prau.g_01376	Syai.g_02186
OG0001282	Prau.g_01410	Syai.g_00627
OG0001283	Prau.g_01429	Syai.g_02908
OG0001284	Prau.g_01601	Syai.g_02338
OG0001285	Prau.g_01758	Syai.g_02866
OG0001286	Prau.g_01873	Syai.g_00408
OG0001287	Prau.g_01927	Syai.g_00109
OG0001289	Prau.g_00088	Syai.g_02504
OG0001290	Prau.g_00101	Syai.g_02536
OG0001291	Prau.g_00136	Syai.g_02587
OG0001292	Prau.g_00250	Syai.g_00306
OG0001293	Prau.g_00263	Syai.g_00285
OG0001294	Prau.g_00381	Syai.g_01242
OG0001295	Prau.g_00509	Syai.g_00722
OG0001296	Prau.g_00550	Syai.g_00672
OG0001297	Prau.g_00555	Syai.g_00676
OG0001298	Prau.g_00616	Syai.g_00773
OG0001299	Prau.g_00706	Syai.g_01236
OG0001300	Prau.g_00733	Syai.g_01982
OG0001301	Prau.g_00736	Syai.g_01995
OG0001302	Prau.g_00841	Syai.g_01142
OG0001303	Prau.g_01047	Syai.g_01559
OG0001304	Prau.g_01074	Syai.g_01418
OG0001305	Prau.g_01093	Syai.g_02001
OG0001306	Prau.g_01193	Syai.g_02160
OG0001307	Prau.g_01392	Syai.g_01717
OG0001308	Prau.g_01541	Syai.g_00943
OG0001309	Prau.g_01625	Syai.g_00682
OG0001311	Prau.g_01066	Syai.g_01429
OG0001315	Prau.g_00063	Syai.g_00427
OG0001316	Prau.g_00141	Syai.g_02593
OG0001317	Prau.g_00235	Syai.g_00534
OG0001318	Prau.g_00258	Syai.g_00293
OG0001319	Prau.g_00274	Syai.g_00270
OG0001321	Prau.g_00492	Syai.g_02195
OG0001322	Prau.g_00493	Syai.g_02194
OG0001323	Prau.g_00560	Syai.g_00685
OG0001324	Prau.g_00734	Syai.g_01983
OG0001325	Prau.g_00760	Syai.g_01392
OG0001326	Prau.g_00931	Syai.g_02856
OG0001327	Prau.g_01104	Syai.g_01250
OG0001328	Prau.g_01129	Syai.g_01278
OG0001330	Prau.g_01345	Syai.g_02167
OG0001331	Prau.g_01415	Syai.g_00622
OG0001332	Prau.g_01574	Syai.g_02293
OG0001333	Prau.g_01769	Syai.g_02255
OG0001334	Prau.g_01893	Syai.g_00438
OG0001335	Prau.g_01894	Syai.g_00439
OG0001336	Prau.g_02007	Syai.g_02909
OG0001339	Prau.g_00104	Syai.g_02539
OG0001340	Prau.g_00330	Syai.g_00453
OG0001343	Prau.g_00940	Syai.g_02842
OG0001344	Prau.g_01210	Syai.g_02139
OG0001345	Prau.g_01225	Syai.g_02110
OG0001346	Prau.g_01372	Syai.g_02180
OG0001350	Prau.g_00784	Syai.g_00539
OG0001351	Prau.g_00495	Syai.g_00843
OG0001352	Prau.g_00720	Syai.g_00700
OG0001355	Prau.g_01657, Prau.g_01309	Syai.g_01698
OG0001359	Prau.g_00941	Syai.g_02841
OG0001360	Prau.g_01132	Syai.g_02107
OG0001361	Prau.g_01222	Syai.g_02113
OG0001362	Prau.g_01545	Syai.g_00938
OG0001363	Prau.g_01547	Syai.g_00936
OG0001364	Prau.g_01896	Syai.g_00173
OG0001370	Prau.g_00501	Syai.g_02317, Syai.g_02865
OG0001373	Prau.g_00930	Syai.g_02855
OG0001374	Prau.g_00938	Syai.g_02863
OG0001375	Prau.g_00939	Syai.g_02843
OG0001376	Prau.g_01098	Syai.g_02795
OG0001377	Prau.g_01099	Syai.g_02794
OG0001378	Prau.g_01141	Syai.g_02232
OG0001380	Prau.g_01397	Syai.g_01168
OG0001381	Prau.g_01403	Syai.g_02819, Syai.g_01723
OG0001385	Prau.g_00927	Syai.g_02852
OG0001386	Prau.g_00928	Syai.g_02853
OG0001387	Prau.g_00929	Syai.g_02854
OG0001388	Prau.g_00932	Syai.g_02857
OG0001389	Prau.g_00933	Syai.g_02858
OG0001390	Prau.g_00934	Syai.g_02859
OG0001391	Prau.g_00935	Syai.g_02860
OG0001392	Prau.g_00936	Syai.g_02861
OG0001393	Prau.g_00937	Syai.g_02862
OG0001394	Prau.g_00971	Syai.g_01290
OG0001395	Prau.g_01076	Syai.g_01410
OG0001397	Prau.g_01546	Syai.g_00937
OG0001398	Prau.g_01653	Syai.g_01587
OG0001404	Prau.g_00070	Syai.g_02473
OG0001405	Prau.g_00328	Syai.g_00441
OG0001406	Prau.g_01097	Syai.g_02796
OG0001407	Prau.g_01110	Syai.g_00701
OG0001408	Prau.g_01115	Syai.g_01831
OG0001413	Prau.g_01616	Syai.g_01148
OG0001414	Prau.g_00230	Syai.g_01722
OG0001416	Prau.g_00500	Syai.g_02183
OG0001417	Prau.g_00511	Syai.g_01478
OG0001419	Prau.g_01111	Syai.g_00702
OG0001420	Prau.g_01150	Syai.g_00697
OG0001421	Prau.g_01622	Syai.g_01621
OG0001422	Prau.g_01645	Syai.g_02171
OG0001428	Prau.g_00173	Syai.g_02637
OG0001430	Prau.g_01341	Syai.g_02768
OG0001432	Prau.g_01614	Syai.g_01943
OG0001436	Prau.g_01480	Syai.g_00179, Syai.g_00178
OG0001438	Prau.g_00295	Syai.g_00244
OG0001439	Prau.g_00309	Syai.g_00219
OG0001441	Prau.g_00562	Syai.g_00687
OG0001442	Prau.g_00791	Syai.g_01305
OG0001446	Prau.g_00080	Syai.g_00832
OG0001447	Prau.g_00127	Syai.g_02574
OG0001448	Prau.g_00369	Syai.g_02808
OG0001449	Prau.g_00405	Syai.g_00315
OG0001452	Prau.g_00944	Syai.g_00298
OG0001453	Prau.g_01037	Syai.g_01455
OG0001454	Prau.g_01125	Syai.g_01153
OG0001456	Prau.g_01184	Syai.g_02873
OG0001457	Prau.g_01185	Syai.g_02874
OG0001458	Prau.g_01186	Syai.g_02875
OG0001462	Prau.g_00033	Syai.g_00045
OG0001465	Prau.g_00742	Syai.g_01384
OG0001468	Prau.g_01102	Syai.g_01144
OG0001470	Prau.g_01463, Prau.g_01472	Syai.g_02235
OG0001471	Prau.g_01617	Syai.g_00224
OG0001472	Prau.g_01624	Syai.g_01931
OG0001473	Prau.g_01944	Syai.g_01130
OG0001474	Prau.g_00342	Syai.g_00493
OG0001475	Prau.g_01474	Syai.g_02237
OG0001479	Prau.g_00339	Syai.g_00490
OG0001480	Prau.g_00371	Syai.g_02088
OG0001482	Prau.g_00498	Syai.g_01468
OG0001484	Prau.g_01709	Syai.g_02864
OG0001492	Prau.g_01253	Syai.g_01796
OG0001493	Prau.g_01261	Syai.g_01820
OG0001495	Prau.g_01816	Syai.g_00349
OG0001499	Prau.g_00062	Syai.g_00831, Syai.g_01189
OG0001502	Prau.g_00824	Syai.g_02079
OG0001507	Prau.g_01664	Syai.g_01671
OG0001508	Prau.g_01462	Syai.g_02234
OG0001520	Prau.g_00397	Syai.g_00757
OG0001528	Prau.g_01473, Prau.g_01464	Syai.g_02236
OG0001547	Prau.g_00826	Syai.g_01580
OG0001548	Prau.g_00830	Syai.g_01157
OG0001549	Prau.g_00913	Syai.g_02106
OG0001551	Prau.g_01183	Syai.g_02028
OG0001552	Prau.g_01270	Syai.g_01018
OG0001554	Prau.g_01623	Syai.g_02774
OG0001555	Prau.g_01637	Syai.g_01645
OG0001557	Prau.g_00972	Syai.g_01291
OG0001564	Prau.g_01501, Prau.g_01505	Syai.g_02869
OG0001567	Prau.g_00825	Syai.g_01581
OG0001568	Prau.g_00827	Syai.g_01578
OG0001572	Prau.g_01308	Syai.g_00564
OG0001582	Prau.g_00510	Syai.g_01500
OG0001585	Prau.g_01323	Syai.g_01635
OG0001602	Prau.g_00741	Syai.g_01383
OG0001625	Prau.g_00260	Syai.g_00291
OG0001633	Prau.g_01406	Syai.g_00995
OG0001647	Prau.g_00275	Syai.g_00268
OG0001667	Prau.g_01348	Syai.g_01923
OG0001712	Prau.g_00418	Syai.g_01634
OG0001726	Prau.g_00415	Syai.g_01593, Syai.g_01594
OG0001897	Prau.g_01280	Syai.g_00496
OG0001924	Prau.g_01691	Syai.g_01058
OG0001925	Prau.g_01692	Syai.g_01057
OG0001926	Prau.g_01693	Syai.g_01056
OG0001927	Prau.g_01694	Syai.g_01055
OG0001993	Prau.g_01689	Syai.g_01060
OG0001994	Prau.g_01690	Syai.g_01059
OG0002001	Prau.g_01712	Syai.g_01964, Syai.g_00841, Syai.g_00840
OG0002063	Prau.g_01671	Syai.g_01856, Syai.g_01833
OG0002112	Prau.g_00409	Syai.g_00231
OG0002156	Prau.g_00045	Syai.g_00984
OG0002157	Prau.g_00410	Syai.g_00230
OG0002158	Prau.g_00408	Syai.g_00232
OG0002244	Prau.g_01663	Syai.g_01672
OG0002248	Prau.g_01722	Syai.g_01984
OG0002488	Prau.g_01497	Syai.g_00172
OG0002489	Prau.g_00411	Syai.g_00596, Syai.g_01023
OG0002518	Prau.g_00454	Syai.g_01532, Syai.g_01662
OG0002692	Prau.g_01655	Syai.g_01618
