Orthogroup	Prae	Praj
OG0001153	Prae.g_01792	Praj.g_01988
OG0001154	Prae.g_01794	Praj.g_01990
OG0001155	Prae.g_01796	Praj.g_01992
OG0001156	Prae.g_01798	Praj.g_01994
OG0001157	Prae.g_01799	Praj.g_01996
OG0001158	Prae.g_01801	Praj.g_01998
OG0001159	Prae.g_01802	Praj.g_01999
OG0001160	Prae.g_01803	Praj.g_02000
OG0001161	Prae.g_01804	Praj.g_02001
OG0001162	Prae.g_01805	Praj.g_02002
OG0001163	Prae.g_01806	Praj.g_02003
OG0001164	Prae.g_01807	Praj.g_02004
OG0001165	Prae.g_01808	Praj.g_02005
OG0001166	Prae.g_01809	Praj.g_02006
OG0001167	Prae.g_01810	Praj.g_02007
OG0001168	Prae.g_01811	Praj.g_02008
OG0001169	Prae.g_01812	Praj.g_02009
OG0001170	Prae.g_01813	Praj.g_02010
OG0001171	Prae.g_01814	Praj.g_02011
OG0001172	Prae.g_01816	Praj.g_02013
OG0001173	Prae.g_01818	Praj.g_02015
OG0001174	Prae.g_01819	Praj.g_02016
OG0001175	Prae.g_01820	Praj.g_02017
OG0001176	Prae.g_01821	Praj.g_02019
OG0001177	Prae.g_01823	Praj.g_02021
OG0001178	Prae.g_01826	Praj.g_02025
OG0001179	Prae.g_01827	Praj.g_02026
OG0001180	Prae.g_01828	Praj.g_02027
OG0001181	Prae.g_01829	Praj.g_02028
OG0001182	Prae.g_01830	Praj.g_02030
OG0001183	Prae.g_01831	Praj.g_02031
OG0001184	Prae.g_01833	Praj.g_02046
OG0001185	Prae.g_01836	Praj.g_02059
OG0001186	Prae.g_01837	Praj.g_02060
OG0001187	Prae.g_01838	Praj.g_02061
OG0001188	Prae.g_01839	Praj.g_02062
OG0001189	Prae.g_01840	Praj.g_02063
OG0001190	Prae.g_01841	Praj.g_02064
OG0001191	Prae.g_01842	Praj.g_02065
OG0001192	Prae.g_01843	Praj.g_02066
OG0001193	Prae.g_01844	Praj.g_02067
OG0001194	Prae.g_01845	Praj.g_02068
OG0001195	Prae.g_01846	Praj.g_02069
OG0001196	Prae.g_01847	Praj.g_02070
OG0001197	Prae.g_01848	Praj.g_02071
OG0001198	Prae.g_01849	Praj.g_02072
OG0001199	Prae.g_01850	Praj.g_02073
OG0001200	Prae.g_01851	Praj.g_02074
OG0001201	Prae.g_01852	Praj.g_02075
OG0001202	Prae.g_01853	Praj.g_02076
OG0001203	Prae.g_01855	Praj.g_02078
OG0001204	Prae.g_01857	Praj.g_02080
OG0001205	Prae.g_01858	Praj.g_02082
OG0001206	Prae.g_01859	Praj.g_02083
OG0001207	Prae.g_01860	Praj.g_02084
OG0001208	Prae.g_01861	Praj.g_02085
OG0001209	Prae.g_01862	Praj.g_02086
OG0001210	Prae.g_01863	Praj.g_02087
OG0001211	Prae.g_01864	Praj.g_02088
OG0001212	Prae.g_01865	Praj.g_02089
OG0001213	Prae.g_01866	Praj.g_02090
OG0001214	Prae.g_01868	Praj.g_02092
OG0001215	Prae.g_01869	Praj.g_02093
OG0001216	Prae.g_01870	Praj.g_02094
OG0001217	Prae.g_01871	Praj.g_02095
OG0001218	Prae.g_01872	Praj.g_02096
OG0001219	Prae.g_01875	Praj.g_02099
OG0001220	Prae.g_01876	Praj.g_02100
OG0001221	Prae.g_01879	Praj.g_02105
OG0001222	Prae.g_01880	Praj.g_02106
OG0001223	Prae.g_01881	Praj.g_02107
OG0001224	Prae.g_01882	Praj.g_02109
OG0001225	Prae.g_01883	Praj.g_02110
OG0001226	Prae.g_01884	Praj.g_02111
OG0001227	Prae.g_01885	Praj.g_02112
OG0001228	Prae.g_01886	Praj.g_02113
OG0001229	Prae.g_01887	Praj.g_02114
OG0001230	Prae.g_01888	Praj.g_02115
OG0001231	Prae.g_01889	Praj.g_02116
OG0001232	Prae.g_01890	Praj.g_02124
OG0001233	Prae.g_01891	Praj.g_02125
OG0001234	Prae.g_01892	Praj.g_02126
OG0001235	Prae.g_01893	Praj.g_02127
OG0001236	Prae.g_01895	Praj.g_02129
OG0001237	Prae.g_01896	Praj.g_02130
OG0001238	Prae.g_01898	Praj.g_02134
OG0001239	Prae.g_01899	Praj.g_02135
OG0001240	Prae.g_01900	Praj.g_02136
OG0001241	Prae.g_01902	Praj.g_02139
OG0001242	Prae.g_01903	Praj.g_02141
OG0001243	Prae.g_01904	Praj.g_02142
OG0001244	Prae.g_01905	Praj.g_02143
OG0001245	Prae.g_01906	Praj.g_02144
OG0001246	Prae.g_01907	Praj.g_02145
OG0001247	Prae.g_01908	Praj.g_02146
OG0001248	Prae.g_01909	Praj.g_02147
OG0001249	Prae.g_01910	Praj.g_02148
OG0001250	Prae.g_01911	Praj.g_02149
OG0001251	Prae.g_00092	Praj.g_00130
OG0001252	Prae.g_00138	Praj.g_00178
OG0001253	Prae.g_00153	Praj.g_00190
OG0001254	Prae.g_00282	Praj.g_00316
OG0001255	Prae.g_00334	Praj.g_00379
OG0001256	Prae.g_00398	Praj.g_01187
OG0001257	Prae.g_00456	Praj.g_00475
OG0001258	Prae.g_00472	Praj.g_00490
OG0001259	Prae.g_00564	Praj.g_00577
OG0001260	Prae.g_00751	Praj.g_00982, Praj.g_01392
OG0001261	Prae.g_00840	Praj.g_00805
OG0001262	Prae.g_00856	Praj.g_01326
OG0001263	Prae.g_00876	Praj.g_00864
OG0001264	Prae.g_00907	Praj.g_00886
OG0001265	Prae.g_01016	Praj.g_00997
OG0001267	Prae.g_01147	Praj.g_01477
OG0001268	Prae.g_01160	Praj.g_01463
OG0001269	Prae.g_01351	Praj.g_01547
OG0001270	Prae.g_01499	Praj.g_01673
OG0001271	Prae.g_01510	Praj.g_01685
OG0001272	Prae.g_01552	Praj.g_00851, Praj.g_01327
OG0001273	Prae.g_01553	Praj.g_00510
OG0001274	Prae.g_01558	Praj.g_01723
OG0001275	Prae.g_01576	Praj.g_01041
OG0001277	Prae.g_01597	Praj.g_01735, Praj.g_01844
OG0001278	Prae.g_01615	Praj.g_01761
OG0001279	Prae.g_01619	Praj.g_01765
OG0001280	Prae.g_01622	Praj.g_01767
OG0001281	Prae.g_01689	Praj.g_01872
OG0001282	Prae.g_01714	Praj.g_01236
OG0001283	Prae.g_01797	Praj.g_01993
OG0001284	Prae.g_01825	Praj.g_02024
OG0001285	Prae.g_01856	Praj.g_02079
OG0001286	Prae.g_01901	Praj.g_02138
OG0001288	Prae.g_00411	Praj.g_00431
OG0001290	Prae.g_00030	Praj.g_00030
OG0001291	Prae.g_00071	Praj.g_00109
OG0001292	Prae.g_00074	Praj.g_00112
OG0001293	Prae.g_00076	Praj.g_00114
OG0001294	Prae.g_00093	Praj.g_00131
OG0001295	Prae.g_00119	Praj.g_00159
OG0001296	Prae.g_00125	Praj.g_00166
OG0001297	Prae.g_00202	Praj.g_00239
OG0001298	Prae.g_00246	Praj.g_00284
OG0001299	Prae.g_00255	Praj.g_00291
OG0001300	Prae.g_00373	Praj.g_01031
OG0001301	Prae.g_00611	Praj.g_00625
OG0001302	Prae.g_00755	Praj.g_01745
OG0001303	Prae.g_00759	Praj.g_00740
OG0001304	Prae.g_01031	Praj.g_01015
OG0001305	Prae.g_01036	Praj.g_01020
OG0001306	Prae.g_01074	Praj.g_02123
OG0001307	Prae.g_01083	Praj.g_00895
OG0001308	Prae.g_01107	Praj.g_01025
OG0001309	Prae.g_01109	Praj.g_02081
OG0001310	Prae.g_01119	Praj.g_01205
OG0001311	Prae.g_01191	Praj.g_01429
OG0001312	Prae.g_01352	Praj.g_01548
OG0001313	Prae.g_01556	Praj.g_00744
OG0001314	Prae.g_01646	Praj.g_01789
OG0001315	Prae.g_01680	Praj.g_01824
OG0001316	Prae.g_01793	Praj.g_01989
OG0001318	Prae.g_00141	Praj.g_00182
OG0001319	Prae.g_00241	Praj.g_00278
OG0001320	Prae.g_00441	Praj.g_01485
OG0001322	Prae.g_00787	Praj.g_00733
OG0001323	Prae.g_01057	Praj.g_00876
OG0001324	Prae.g_01091	Praj.g_01378
OG0001325	Prae.g_01113	Praj.g_01277
OG0001326	Prae.g_01290	Praj.g_01165
OG0001327	Prae.g_01292	Praj.g_01521
OG0001328	Prae.g_01334	Praj.g_01533
OG0001329	Prae.g_01388	Praj.g_02132
OG0001330	Prae.g_01549	Praj.g_01719
OG0001332	Prae.g_01669	Praj.g_01813
OG0001333	Prae.g_01762	Praj.g_01956
OG0001334	Prae.g_01817	Praj.g_02014
OG0001335	Prae.g_01854	Praj.g_02077
OG0001336	Prae.g_00128	Praj.g_00169
OG0001338	Prae.g_00147	Praj.g_01059
OG0001344	Prae.g_00378	Praj.g_01497, Praj.g_01564
OG0001348	Prae.g_00478	Praj.g_00496
OG0001349	Prae.g_00483	Praj.g_00501
OG0001350	Prae.g_00488	Praj.g_00506
OG0001352	Prae.g_00656	Praj.g_00674
OG0001356	Prae.g_00890	Praj.g_00867
OG0001359	Prae.g_01134	Praj.g_01837
OG0001360	Prae.g_01135	Praj.g_01838
OG0001362	Prae.g_01265	Praj.g_01155
OG0001363	Prae.g_01438	Praj.g_02035
OG0001364	Prae.g_01529	Praj.g_01705
OG0001365	Prae.g_01425, Prae.g_01684	Praj.g_00910
OG0001368	Prae.g_01824	Praj.g_02023
OG0001369	Prae.g_01017	Praj.g_00998
OG0001371	Prae.g_00067	Praj.g_00105
OG0001372	Prae.g_00068	Praj.g_00106
OG0001373	Prae.g_00075	Praj.g_00113
OG0001374	Prae.g_00087	Praj.g_00125
OG0001376	Prae.g_00237	Praj.g_00274
OG0001377	Prae.g_00259	Praj.g_00295
OG0001379	Prae.g_00361	Praj.g_01671
OG0001380	Prae.g_00399	Praj.g_01027
OG0001381	Prae.g_00428	Praj.g_00448
OG0001382	Prae.g_00434	Praj.g_00456
OG0001383	Prae.g_00485	Praj.g_00503
OG0001385	Prae.g_00640	Praj.g_00655
OG0001386	Prae.g_00648	Praj.g_00665
OG0001387	Prae.g_00650	Praj.g_00667
OG0001388	Prae.g_00660	Praj.g_00679
OG0001389	Prae.g_00716	Praj.g_00703
OG0001390	Prae.g_00750	Praj.g_00069
OG0001391	Prae.g_00792	Praj.g_00912
OG0001392	Prae.g_00889	Praj.g_00866
OG0001393	Prae.g_00891	Praj.g_00868
OG0001394	Prae.g_00913	Praj.g_00892
OG0001395	Prae.g_00916	Praj.g_00896
OG0001396	Prae.g_00996	Praj.g_01344
OG0001397	Prae.g_01025	Praj.g_01006
OG0001398	Prae.g_01044	Praj.g_00842
OG0001399	Prae.g_01054	Praj.g_00865
OG0001400	Prae.g_01064	Praj.g_00858
OG0001401	Prae.g_01071	Praj.g_01094
OG0001402	Prae.g_01149	Praj.g_01475
OG0001403	Prae.g_01330	Praj.g_01529
OG0001404	Prae.g_01359	Praj.g_01073
OG0001405	Prae.g_01369	Praj.g_01576
OG0001406	Prae.g_01498	Praj.g_01672
OG0001407	Prae.g_01501	Praj.g_01676
OG0001408	Prae.g_01550	Praj.g_01720
OG0001409	Prae.g_01564	Praj.g_01096
OG0001410	Prae.g_01578	Praj.g_01082
OG0001411	Prae.g_01590	Praj.g_01199
OG0001414	Prae.g_00061	Praj.g_01974
OG0001415	Prae.g_00327	Praj.g_00361
OG0001416	Prae.g_00495	Praj.g_00513
OG0001417	Prae.g_00649	Praj.g_00666
OG0001418	Prae.g_00762	Praj.g_01138
OG0001419	Prae.g_00795	Praj.g_00916
OG0001420	Prae.g_00893	Praj.g_01858
OG0001421	Prae.g_00898	Praj.g_00873
OG0001422	Prae.g_01060	Praj.g_00725
OG0001423	Prae.g_01136	Praj.g_01181
OG0001424	Prae.g_01225	Praj.g_01840
OG0001426	Prae.g_01897	Praj.g_02133
OG0001427	Prae.g_00372	Praj.g_01741
OG0001429	Prae.g_00974	Praj.g_00956
OG0001430	Prae.g_01008	Praj.g_01056
OG0001431	Prae.g_01062	Praj.g_00857
OG0001432	Prae.g_01065	Praj.g_00736
OG0001433	Prae.g_01267	Praj.g_01146
OG0001435	Prae.g_01562	Praj.g_01069
OG0001436	Prae.g_01231	Praj.g_01119
OG0001438	Prae.g_00594	Praj.g_00608
OG0001441	Prae.g_01101	Praj.g_01319
OG0001442	Prae.g_01122	Praj.g_01727
OG0001443	Prae.g_01146	Praj.g_01478
OG0001444	Prae.g_01182	Praj.g_01441
OG0001448	Prae.g_01583	Praj.g_00717
OG0001452	Prae.g_01874	Praj.g_02098
OG0001456	Prae.g_00563	Praj.g_00374
OG0001458	Prae.g_00749	Praj.g_01230
OG0001459	Prae.g_00785	Praj.g_00098
OG0001464	Prae.g_01059	Praj.g_01394, Praj.g_00977
OG0001465	Prae.g_01287	Praj.g_00856
OG0001466	Prae.g_01299	Praj.g_01206
OG0001467	Prae.g_01456	Praj.g_01629
OG0001472	Prae.g_00867	Praj.g_00837
OG0001474	Prae.g_00877	Praj.g_01846
OG0001475	Prae.g_01049	Praj.g_00853
OG0001476	Prae.g_01050	Praj.g_00854
OG0001477	Prae.g_01051	Praj.g_00855
OG0001478	Prae.g_01058	Praj.g_01600
OG0001479	Prae.g_01086	Praj.g_01439
OG0001480	Prae.g_01095	Praj.g_00428
OG0001487	Prae.g_00767	Praj.g_00612
OG0001491	Prae.g_00782	Praj.g_01061
OG0001493	Prae.g_00878	Praj.g_01847
OG0001494	Prae.g_00879	Praj.g_01848
OG0001495	Prae.g_00880	Praj.g_01849
OG0001496	Prae.g_00881	Praj.g_01850
OG0001497	Prae.g_00882	Praj.g_01851
OG0001498	Prae.g_00883	Praj.g_01852
OG0001499	Prae.g_00884	Praj.g_01853
OG0001500	Prae.g_00885	Praj.g_01854
OG0001501	Prae.g_00886	Praj.g_01855
OG0001502	Prae.g_00887	Praj.g_01856
OG0001503	Prae.g_00888	Praj.g_01857
OG0001505	Prae.g_00999	Praj.g_01238
OG0001507	Prae.g_01145	Praj.g_01479
OG0001508	Prae.g_01561	Praj.g_00060, Praj.g_01760
OG0001510	Prae.g_01778	Praj.g_01973
OG0001515	Prae.g_00753	Praj.g_01733, Praj.g_01295
OG0001516	Prae.g_00986	Praj.g_00967
OG0001517	Prae.g_01069	Praj.g_00082
OG0001518	Prae.g_01599	Praj.g_01256, Praj.g_01258, Praj.g_01252
OG0001520	Prae.g_01232	Praj.g_01118
OG0001523	Prae.g_00060	Praj.g_00093
OG0001524	Prae.g_00376	Praj.g_01207
OG0001526	Prae.g_00896	Praj.g_00871
OG0001527	Prae.g_01099	Praj.g_01270
OG0001528	Prae.g_01266	Praj.g_01738
OG0001529	Prae.g_01269	Praj.g_01260
OG0001530	Prae.g_01233	Praj.g_01117
OG0001535	Prae.g_00864	Praj.g_00834
OG0001536	Prae.g_01097	Praj.g_01052
OG0001538	Prae.g_01289	Praj.g_01544
OG0001539	Prae.g_01314	Praj.g_01219
OG0001541	Prae.g_01421	Praj.g_02050
OG0001543	Prae.g_01577	Praj.g_01215
OG0001546	Prae.g_00687	Praj.g_00807
OG0001549	Prae.g_00126	Praj.g_00167
OG0001550	Prae.g_00308	Praj.g_00342
OG0001552	Prae.g_00368	Praj.g_01173
OG0001553	Prae.g_00387	Praj.g_01225
OG0001554	Prae.g_00388	Praj.g_01034
OG0001555	Prae.g_00431	Praj.g_01044
OG0001556	Prae.g_00443	Praj.g_01496
OG0001557	Prae.g_00651	Praj.g_00668
OG0001558	Prae.g_00744	Praj.g_01178
OG0001559	Prae.g_00754	Praj.g_01150
OG0001560	Prae.g_00774	Praj.g_00983
OG0001561	Prae.g_00869	Praj.g_01299
OG0001562	Prae.g_01006	Praj.g_00729
OG0001563	Prae.g_01067	Praj.g_00092
OG0001564	Prae.g_01068	Praj.g_01028
OG0001565	Prae.g_01070	Praj.g_00737
OG0001566	Prae.g_01073	Praj.g_01043
OG0001567	Prae.g_01079	Praj.g_01237
OG0001568	Prae.g_01094	Praj.g_00081
OG0001569	Prae.g_01098	Praj.g_01137
OG0001570	Prae.g_01104	Praj.g_01142
OG0001571	Prae.g_01116	Praj.g_01172
OG0001572	Prae.g_01125	Praj.g_01216
OG0001573	Prae.g_01129	Praj.g_01058
OG0001575	Prae.g_01284	Praj.g_01296
OG0001576	Prae.g_01295	Praj.g_01164
OG0001577	Prae.g_01365	Praj.g_01866
OG0001578	Prae.g_01367	Praj.g_01574
OG0001582	Prae.g_01542	Praj.g_00988
OG0001583	Prae.g_01544	Praj.g_00745
OG0001584	Prae.g_01545	Praj.g_01498
OG0001585	Prae.g_01555	Praj.g_01724
OG0001586	Prae.g_01834	Praj.g_01560
OG0001587	Prae.g_01228	Praj.g_01381
OG0001591	Prae.g_00362	Praj.g_01095
OG0001594	Prae.g_00442	Praj.g_01494
OG0001595	Prae.g_00680	Praj.g_01241
OG0001597	Prae.g_00871	Praj.g_01350
OG0001599	Prae.g_01139	Praj.g_01843
OG0001600	Prae.g_01140	Praj.g_01503
OG0001601	Prae.g_01141	Praj.g_01502
OG0001602	Prae.g_01142	Praj.g_01501
OG0001604	Prae.g_01636	Praj.g_01349
OG0001605	Prae.g_01708	Praj.g_01890
OG0001606	Prae.g_00340	Praj.g_00385
OG0001609	Prae.g_00367	Praj.g_01740
OG0001612	Prae.g_00783	Praj.g_00741
OG0001615	Prae.g_01277	Praj.g_01123
OG0001616	Prae.g_01243	Praj.g_01330
OG0001618	Prae.g_01346	Praj.g_01169
OG0001626	Prae.g_01278	Praj.g_01124
OG0001699	Prae.g_00681	Praj.g_01251
OG0001705	Prae.g_01106	Praj.g_01284
OG0001709	Prae.g_01238	Praj.g_01108
OG0001816	Prae.g_01047	Praj.g_00863
OG0001821	Prae.g_01298	Praj.g_01906
OG0001829	Prae.g_01589	Praj.g_01292
OG0001847	Prae.g_01571	Praj.g_01839
OG0001867	Prae.g_01276	Praj.g_01122
OG0001913	Prae.g_01237	Praj.g_01109
OG0001957	Prae.g_01230	Praj.g_01114
OG0001983	Prae.g_01000	Praj.g_01130
OG0001991	Prae.g_01234	Praj.g_01116
OG0002034	Prae.g_01244	Praj.g_01127, Praj.g_01245
OG0002131	Prae.g_01254	Praj.g_01120
OG0002140	Prae.g_00998	Praj.g_00409
OG0002178	Prae.g_01585	Praj.g_01341
OG0002197	Prae.g_00397	Praj.g_01376
OG0002199	Prae.g_01592	Praj.g_01739
