Orthogroup	Syaj	Prbh
OG0001071	Syaj.g_00232	Prbh.g_00242
OG0001072	Syaj.g_00236	Prbh.g_00240
OG0001073	Syaj.g_00254	Prbh.g_00226
OG0001074	Syaj.g_01327	Prbh.g_00214
OG0001075	Syaj.g_01325	Prbh.g_00213
OG0001076	Syaj.g_01305	Prbh.g_01459
OG0001077	Syaj.g_01294	Prbh.g_01453
OG0001078	Syaj.g_01282	Prbh.g_01217
OG0001079	Syaj.g_01269	Prbh.g_01206
OG0001080	Syaj.g_01135	Prbh.g_01200
OG0001081	Syaj.g_00699	Prbh.g_01198
OG0001082	Syaj.g_00700	Prbh.g_01197
OG0001083	Syaj.g_00709	Prbh.g_01192
OG0001084	Syaj.g_00711	Prbh.g_01191
OG0001085	Syaj.g_00721	Prbh.g_00904
OG0001086	Syaj.g_00723	Prbh.g_00905
OG0001087	Syaj.g_00498	Prbh.g_00923
OG0001088	Syaj.g_00494	Prbh.g_00924
OG0001089	Syaj.g_00439	Prbh.g_00935
OG0001090	Syaj.g_00959	Prbh.g_00946
OG0001091	Syaj.g_00957	Prbh.g_01170
OG0001092	Syaj.g_00954	Prbh.g_01169
OG0001093	Syaj.g_00948	Prbh.g_01164
OG0001094	Syaj.g_01032	Prbh.g_01171
OG0001095	Syaj.g_01008	Prbh.g_00966
OG0001096	Syaj.g_00988	Prbh.g_00980
OG0001097	Syaj.g_00371	Prbh.g_00999
OG0001098	Syaj.g_01132	Prbh.g_01019
OG0001099	Syaj.g_01906	Prbh.g_00861
OG0001100	Syaj.g_00732	Prbh.g_00870
OG0001101	Syaj.g_00734	Prbh.g_00872
OG0001102	Syaj.g_00737	Prbh.g_00875
OG0001103	Syaj.g_00740	Prbh.g_00877
OG0001104	Syaj.g_01050	Prbh.g_00899
OG0001105	Syaj.g_01046	Prbh.g_00903
OG0001106	Syaj.g_00912	Prbh.g_01074
OG0001107	Syaj.g_00900	Prbh.g_01084
OG0001108	Syaj.g_00870	Prbh.g_01088
OG0001109	Syaj.g_00868	Prbh.g_01089
OG0001110	Syaj.g_00866	Prbh.g_01091
OG0001111	Syaj.g_00864	Prbh.g_01092
OG0001112	Syaj.g_00862	Prbh.g_01093
OG0001113	Syaj.g_00861	Prbh.g_01094
OG0001114	Syaj.g_00860	Prbh.g_01095
OG0001115	Syaj.g_00856	Prbh.g_01097
OG0001116	Syaj.g_00854	Prbh.g_01098
OG0001117	Syaj.g_00853	Prbh.g_01099
OG0001118	Syaj.g_00852	Prbh.g_01100
OG0001119	Syaj.g_00850	Prbh.g_01101
OG0001120	Syaj.g_00846	Prbh.g_01102
OG0001122	Syaj.g_00817	Prbh.g_01119
OG0001123	Syaj.g_00810	Prbh.g_01124
OG0001124	Syaj.g_00808	Prbh.g_01126
OG0001125	Syaj.g_00806	Prbh.g_01128
OG0001126	Syaj.g_00413	Prbh.g_01042
OG0001127	Syaj.g_00414	Prbh.g_01041
OG0001128	Syaj.g_00417	Prbh.g_01039
OG0001129	Syaj.g_00419	Prbh.g_01038
OG0001130	Syaj.g_00420	Prbh.g_01037
OG0001131	Syaj.g_01070	Prbh.g_00411
OG0001132	Syaj.g_01166	Prbh.g_00827
OG0001133	Syaj.g_01302	Prbh.g_00008
OG0001134	Syaj.g_00645	Prbh.g_01868
OG0001136	Syaj.g_00300	Prbh.g_01286
OG0001137	Syaj.g_00318	Prbh.g_01273
OG0001138	Syaj.g_00620	Prbh.g_01252
OG0001139	Syaj.g_00618	Prbh.g_01250
OG0001140	Syaj.g_00617	Prbh.g_01249
OG0001141	Syaj.g_00616	Prbh.g_01248
OG0001142	Syaj.g_00615	Prbh.g_01247
OG0001143	Syaj.g_00602	Prbh.g_01240
OG0001144	Syaj.g_00588	Prbh.g_01235
OG0001145	Syaj.g_00276	Prbh.g_01365
OG0001146	Syaj.g_01518	Prbh.g_01377
OG0001147	Syaj.g_01438	Prbh.g_00002
OG0001148	Syaj.g_00057	Prbh.g_00011
OG0001149	Syaj.g_00056	Prbh.g_00012
OG0001150	Syaj.g_00055	Prbh.g_00013
OG0001151	Syaj.g_00043	Prbh.g_00025
OG0001152	Syaj.g_00040	Prbh.g_00026
OG0001153	Syaj.g_01425	Prbh.g_00131
OG0001154	Syaj.g_01426	Prbh.g_00132
OG0001155	Syaj.g_01637	Prbh.g_00149
OG0001156	Syaj.g_01640	Prbh.g_00152
OG0001157	Syaj.g_01641	Prbh.g_00153
OG0001158	Syaj.g_01643	Prbh.g_00154
OG0001159	Syaj.g_01644	Prbh.g_00155
OG0001160	Syaj.g_01697	Prbh.g_00181
OG0001161	Syaj.g_02148	Prbh.g_01837
OG0001162	Syaj.g_00979	Prbh.g_01824
OG0001163	Syaj.g_01705	Prbh.g_01790
OG0001164	Syaj.g_01711	Prbh.g_01787
OG0001165	Syaj.g_01716	Prbh.g_01784
OG0001166	Syaj.g_01746	Prbh.g_01763
OG0001167	Syaj.g_01592	Prbh.g_01745
OG0001168	Syaj.g_01594	Prbh.g_01743
OG0001169	Syaj.g_01596	Prbh.g_01741
OG0001170	Syaj.g_01597	Prbh.g_01739
OG0001171	Syaj.g_01607	Prbh.g_01729
OG0001172	Syaj.g_02641	Prbh.g_01714
OG0001173	Syaj.g_02642	Prbh.g_01713
OG0001174	Syaj.g_02650	Prbh.g_01705
OG0001175	Syaj.g_02651	Prbh.g_01704
OG0001176	Syaj.g_02688	Prbh.g_01696
OG0001177	Syaj.g_02685	Prbh.g_01694
OG0001178	Syaj.g_01726	Prbh.g_01777
OG0001179	Syaj.g_02719	Prbh.g_01661
OG0001180	Syaj.g_02744	Prbh.g_01638
OG0001181	Syaj.g_02748	Prbh.g_01634
OG0001182	Syaj.g_02757	Prbh.g_01626
OG0001183	Syaj.g_02762	Prbh.g_01620
OG0001184	Syaj.g_02449	Prbh.g_01602
OG0001185	Syaj.g_02423	Prbh.g_01586
OG0001186	Syaj.g_02339	Prbh.g_01562
OG0001187	Syaj.g_02369	Prbh.g_01559
OG0001188	Syaj.g_02336	Prbh.g_01557
OG0001189	Syaj.g_02318	Prbh.g_01540
OG0001190	Syaj.g_02111	Prbh.g_01535
OG0001191	Syaj.g_02128	Prbh.g_01525
OG0001192	Syaj.g_02138	Prbh.g_01520
OG0001193	Syaj.g_02178	Prbh.g_01507
OG0001194	Syaj.g_02180	Prbh.g_01506
OG0001195	Syaj.g_02181	Prbh.g_01505
OG0001196	Syaj.g_02244	Prbh.g_01488
OG0001197	Syaj.g_02246	Prbh.g_01486
OG0001198	Syaj.g_02259	Prbh.g_01479
OG0001199	Syaj.g_01825	Prbh.g_00708
OG0001200	Syaj.g_01827	Prbh.g_00706
OG0001201	Syaj.g_01888	Prbh.g_00675
OG0001202	Syaj.g_02032	Prbh.g_00583
OG0001203	Syaj.g_02877	Prbh.g_00542
OG0001204	Syaj.g_02621	Prbh.g_00536
OG0001205	Syaj.g_01545	Prbh.g_00387
OG0001206	Syaj.g_01484	Prbh.g_00366
OG0001207	Syaj.g_00061	Prbh.g_00354
OG0001208	Syaj.g_00074	Prbh.g_00349
OG0001209	Syaj.g_00147	Prbh.g_00294
OG0001210	Syaj.g_00158	Prbh.g_00290
OG0001211	Syaj.g_00184	Prbh.g_00280
OG0001212	Syaj.g_00246	Prbh.g_00234
OG0001215	Syaj.g_00492	Prbh.g_00925
OG0001216	Syaj.g_00958	Prbh.g_00947
OG0001218	Syaj.g_01434	Prbh.g_01339
OG0001219	Syaj.g_00782	Prbh.g_01054
OG0001220	Syaj.g_00345	Prbh.g_01009
OG0001221	Syaj.g_01067	Prbh.g_00889
OG0001222	Syaj.g_00911	Prbh.g_01131
OG0001223	Syaj.g_00844	Prbh.g_01103
OG0001224	Syaj.g_00423	Prbh.g_01035
OG0001225	Syaj.g_00425	Prbh.g_01033
OG0001227	Syaj.g_02152	Prbh.g_01331
OG0001228	Syaj.g_01565	Prbh.g_01232
OG0001229	Syaj.g_00451	Prbh.g_01872
OG0001231	Syaj.g_02279	Prbh.g_00410
OG0001232	Syaj.g_01757	Prbh.g_01759
OG0001233	Syaj.g_01598	Prbh.g_01738
OG0001234	Syaj.g_02655	Prbh.g_01702
OG0001235	Syaj.g_02679	Prbh.g_01698
OG0001236	Syaj.g_02453	Prbh.g_01605
OG0001237	Syaj.g_02447	Prbh.g_01601
OG0001239	Syaj.g_01822	Prbh.g_00711
OG0001240	Syaj.g_01871	Prbh.g_00690
OG0001242	Syaj.g_01913	Prbh.g_00662
OG0001243	Syaj.g_01926	Prbh.g_00655
OG0001244	Syaj.g_01960	Prbh.g_00640
OG0001246	Syaj.g_00100	Prbh.g_00824
OG0001247	Syaj.g_00973	Prbh.g_00918
OG0001248	Syaj.g_00978	Prbh.g_00920
OG0001250	Syaj.g_00375	Prbh.g_00995
OG0001251	Syaj.g_02187	Prbh.g_00858
OG0001252	Syaj.g_00416	Prbh.g_01040
OG0001253	Syaj.g_01165	Prbh.g_01442
OG0001254	Syaj.g_00646	Prbh.g_01866
OG0001256	Syaj.g_01704	Prbh.g_00188
OG0001258	Syaj.g_01714	Prbh.g_01786
OG0001261	Syaj.g_02728	Prbh.g_01653
OG0001262	Syaj.g_02320	Prbh.g_01542
OG0001263	Syaj.g_01929	Prbh.g_00653
OG0001265	Syaj.g_01911	Prbh.g_00663
OG0001266	Syaj.g_02036	Prbh.g_00579
OG0001267	Syaj.g_02565	Prbh.g_00499
OG0001268	Syaj.g_02811	Prbh.g_00433
OG0001270	Syaj.g_01558	Prbh.g_00398
OG0001271	Syaj.g_01447	Prbh.g_00359
OG0001272	Syaj.g_00078	Prbh.g_00345
OG0001273	Syaj.g_01288	Prbh.g_01222
OG0001274	Syaj.g_02077	Prbh.g_00556
OG0001275	Syaj.g_00827	Prbh.g_01112
OG0001276	Syaj.g_00811	Prbh.g_01123
OG0001278	Syaj.g_00575	Prbh.g_01228
OG0001279	Syaj.g_01356	Prbh.g_01396
OG0001280	Syaj.g_01508	Prbh.g_01372
OG0001281	Syaj.g_01519	Prbh.g_01378
OG0001282	Syaj.g_00058	Prbh.g_00010
OG0001283	Syaj.g_02238	Prbh.g_01492
OG0001284	Syaj.g_01688	Prbh.g_00175
OG0001285	Syaj.g_01170	Prbh.g_01756
OG0001286	Syaj.g_02742	Prbh.g_01640
OG0001287	Syaj.g_02415	Prbh.g_01579
OG0001288	Syaj.g_02394	Prbh.g_01569
OG0001289	Syaj.g_01845	Prbh.g_00696
OG0001290	Syaj.g_01880	Prbh.g_00682
OG0001291	Syaj.g_01939	Prbh.g_00645
OG0001292	Syaj.g_02616	Prbh.g_00531
OG0001293	Syaj.g_02594	Prbh.g_00518
OG0001296	Syaj.g_00106	Prbh.g_00321
OG0001297	Syaj.g_00110	Prbh.g_00316
OG0001298	Syaj.g_00221	Prbh.g_00252
OG0001299	Syaj.g_00716	Prbh.g_01186
OG0001300	Syaj.g_00479	Prbh.g_00929
OG0001301	Syaj.g_00440	Prbh.g_00934
OG0001302	Syaj.g_01251	Prbh.g_01051
OG0001304	Syaj.g_00795	Prbh.g_01136
OG0001305	Syaj.g_00433	Prbh.g_01027
OG0001306	Syaj.g_00285	Prbh.g_01298
OG0001307	Syaj.g_02672	Prbh.g_01936
OG0001309	Syaj.g_00116	Prbh.g_00205
OG0001310	Syaj.g_01735	Prbh.g_01769
OG0001311	Syaj.g_00809	Prbh.g_01125
OG0001312	Syaj.g_00931	Prbh.g_01063
OG0001314	Syaj.g_00524, Syaj.g_01091	Prbh.g_01949, Prbh.g_00791
OG0001315	Syaj.g_02760	Prbh.g_01861
OG0001316	Syaj.g_01946	Prbh.g_00641
OG0001317	Syaj.g_02857	Prbh.g_00546
OG0001319	Syaj.g_02576	Prbh.g_00506
OG0001321	Syaj.g_01528	Prbh.g_00381
OG0001322	Syaj.g_01527	Prbh.g_00380
OG0001323	Syaj.g_00119	Prbh.g_00310
OG0001324	Syaj.g_00478	Prbh.g_00930
OG0001325	Syaj.g_00953	Prbh.g_01168
OG0001327	Syaj.g_00729	Prbh.g_00867
OG0001328	Syaj.g_00764	Prbh.g_01357
OG0001329	Syaj.g_00028	Prbh.g_01816
OG0001330	Syaj.g_01501	Prbh.g_00201
OG0001332	Syaj.g_01631	Prbh.g_00146
OG0001333	Syaj.g_01593	Prbh.g_01744
OG0001334	Syaj.g_02770	Prbh.g_01617
OG0001335	Syaj.g_02771	Prbh.g_01616
OG0001336	Syaj.g_02239	Prbh.g_01491
OG0001337	Syaj.g_02795, Syaj.g_02786	Prbh.g_00447
OG0001338	Syaj.g_02780, Syaj.g_02767, Syaj.g_00584, Syaj.g_02790	Prbh.g_00444
OG0001339	Syaj.g_01883	Prbh.g_00679
OG0001340	Syaj.g_02787	Prbh.g_00446
OG0001341	Syaj.g_00449	Prbh.g_01881
OG0001343	Syaj.g_02184	Prbh.g_00855
OG0001344	Syaj.g_00307	Prbh.g_01278
OG0001346	Syaj.g_01512	Prbh.g_01374
OG0001348	Syaj.g_00393	Prbh.g_01888
OG0001349	Syaj.g_01763	Prbh.g_00076
OG0001351	Syaj.g_00272	Prbh.g_00373
OG0001352	Syaj.g_00136	Prbh.g_00914
OG0001353	Syaj.g_00386	Prbh.g_00985
OG0001354	Syaj.g_00857	Prbh.g_01096
OG0001355	Syaj.g_01244	Prbh.g_01146
OG0001358	Syaj.g_01309	Prbh.g_01463
OG0001359	Syaj.g_02183	Prbh.g_00856
OG0001361	Syaj.g_00334	Prbh.g_01264
OG0001362	Syaj.g_01396	Prbh.g_00113
OG0001363	Syaj.g_01398	Prbh.g_00115
OG0001364	Syaj.g_02473	Prbh.g_01614
OG0001368	Syaj.g_02622	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768
OG0001369	Syaj.g_01870	Prbh.g_00691
OG0001375	Syaj.g_02185	Prbh.g_00854
OG0001379	Syaj.g_01503	Prbh.g_01367
OG0001381	Syaj.g_00405, Syaj.g_02663	Prbh.g_01308
OG0001382	Syaj.g_00685	Prbh.g_01343
OG0001394	Syaj.g_01059	Prbh.g_00893
OG0001397	Syaj.g_01397	Prbh.g_00114
OG0001398	Syaj.g_01116	Prbh.g_01399
OG0001401	Syaj.g_00381	Prbh.g_00990
OG0001402	Syaj.g_01304	Prbh.g_01458
OG0001403	Syaj.g_02297	Prbh.g_00750
OG0001404	Syaj.g_01817	Prbh.g_00714
OG0001405	Syaj.g_02773	Prbh.g_00453
OG0001407	Syaj.g_00137	Prbh.g_01345
OG0001410	Syaj.g_02673	Prbh.g_01937
OG0001414	Syaj.g_02664	Prbh.g_00551
OG0001421	Syaj.g_01235, Syaj.g_01167	Prbh.g_00189
OG0001425	Syaj.g_02137	Prbh.g_01521
OG0001430	Syaj.g_02104	Prbh.g_01340
OG0001435	Syaj.g_00736	Prbh.g_00874
OG0001443	Syaj.g_02145	Prbh.g_01871
OG0001446	Syaj.g_00527	Prbh.g_01878
OG0001448	Syaj.g_01813	Prbh.g_00375
OG0001453	Syaj.g_00838	Prbh.g_01927
OG0001463	Syaj.g_00403	Prbh.g_00492
OG0001464	Syaj.g_02788	Prbh.g_00445
OG0001465	Syaj.g_00968	Prbh.g_00941
OG0001477	Syaj.g_00444	Prbh.g_01893
OG0001487	Syaj.g_01433	Prbh.g_00139
OG0001488	Syaj.g_00324	Prbh.g_01269
OG0001489	Syaj.g_02753	Prbh.g_01629
OG0001494	Syaj.g_02353	Prbh.g_00068
OG0001496	Syaj.g_00446	Prbh.g_01895
OG0001497	Syaj.g_00445	Prbh.g_01894
OG0001498	Syaj.g_02830	Prbh.g_00414
OG0001505	Syaj.g_02359	Prbh.g_00063
OG0001510	Syaj.g_02410	Prbh.g_01575
OG0001511	Syaj.g_01896	Prbh.g_00671
OG0001512	Syaj.g_02878	Prbh.g_01335
OG0001514	Syaj.g_00447	Prbh.g_01896
OG0001515	Syaj.g_00483	Prbh.g_00927
OG0001516	Syaj.g_00713	Prbh.g_01189
OG0001517	Syaj.g_02806	Prbh.g_00438
OG0001518	Syaj.g_02132	Prbh.g_01522
OG0001519	Syaj.g_02147	Prbh.g_01517
OG0001522	Syaj.g_00385	Prbh.g_00986
OG0001523	Syaj.g_00673	Prbh.g_01863
OG0001524	Syaj.g_00672	Prbh.g_01862
OG0001527	Syaj.g_00198	Prbh.g_00266
OG0001529	Syaj.g_02311	Prbh.g_00742
OG0001530	Syaj.g_01894	Prbh.g_00672
OG0001531	Syaj.g_02879	Prbh.g_00541
OG0001532	Syaj.g_00619	Prbh.g_01251
OG0001534	Syaj.g_00794	Prbh.g_01137
OG0001535	Syaj.g_00813	Prbh.g_01122
OG0001536	Syaj.g_00903	Prbh.g_01082
OG0001537	Syaj.g_01066	Prbh.g_00890
OG0001538	Syaj.g_01018	Prbh.g_00958
OG0001539	Syaj.g_00731	Prbh.g_00869
OG0001540	Syaj.g_01931	Prbh.g_00651
OG0001541	Syaj.g_02002	Prbh.g_00603
OG0001542	Syaj.g_02011	Prbh.g_00597
OG0001543	Syaj.g_02057	Prbh.g_01876
OG0001544	Syaj.g_02146	Prbh.g_01518
OG0001545	Syaj.g_02226	Prbh.g_01502
OG0001557	Syaj.g_01058	Prbh.g_00894
OG0001559	Syaj.g_01893	Prbh.g_00673
OG0001560	Syaj.g_01879	Prbh.g_00683
OG0001561	Syaj.g_00807	Prbh.g_01127
OG0001563	Syaj.g_02737	Prbh.g_01645
OG0001574	Syaj.g_00196	Prbh.g_00268
OG0001575	Syaj.g_00201	Prbh.g_00263
OG0001576	Syaj.g_00266	Prbh.g_01386
OG0001579	Syaj.g_02777	Prbh.g_00449
OG0001580	Syaj.g_02100	Prbh.g_00735
OG0001586	Syaj.g_01769	Prbh.g_01913
OG0001589	Syaj.g_01600	Prbh.g_01736
OG0001592	Syaj.g_02101	Prbh.g_00736
OG0001614	Syaj.g_02425	Prbh.g_01587
OG0001616	Syaj.g_00642	Prbh.g_01259
OG0001617	Syaj.g_00475	Prbh.g_00931
OG0001619	Syaj.g_00914	Prbh.g_01072
OG0001620	Syaj.g_02818	Prbh.g_00429
OG0001621	Syaj.g_02606	Prbh.g_00526
OG0001622	Syaj.g_02237	Prbh.g_01493
OG0001634	Syaj.g_00719	Prbh.g_01183
OG0001636	Syaj.g_02303	Prbh.g_00747
OG0001638	Syaj.g_01733	Prbh.g_01771
OG0001639	Syaj.g_01636	Prbh.g_00148
OG0001640	Syaj.g_00411	Prbh.g_01043
OG0001641	Syaj.g_00840	Prbh.g_01105
OG0001642	Syaj.g_00347	Prbh.g_01007
OG0001643	Syaj.g_01278	Prbh.g_01214
OG0001644	Syaj.g_00941	Prbh.g_01158
OG0001656	Syaj.g_02776	Prbh.g_00450
OG0001658	Syaj.g_02110	Prbh.g_00740
OG0001659	Syaj.g_00634	Prbh.g_01407
OG0001676	Syaj.g_02779	Prbh.g_00448
OG0001678	Syaj.g_02640	Prbh.g_01715
OG0001679	Syaj.g_00205	Prbh.g_00443
OG0001691	Syaj.g_01312	Prbh.g_01045
OG0001693	Syaj.g_00428	Prbh.g_00805
OG0001713	Syaj.g_00314	Prbh.g_01360
OG0001717	Syaj.g_01988	Prbh.g_00822
OG0001731	Syaj.g_01663	Prbh.g_00161
OG0001758	Syaj.g_00665	Prbh.g_01799
OG0001762	Syaj.g_00833	Prbh.g_01110
OG0001764	Syaj.g_00767	Prbh.g_01152
OG0001770	Syaj.g_02409	Prbh.g_01802
OG0001771	Syaj.g_00669	Prbh.g_01843
OG0001782	Syaj.g_02355	Prbh.g_01917
OG0001795	Syaj.g_02873	Prbh.g_00844
OG0001916	Syaj.g_00089	Prbh.g_00335
OG0001956	Syaj.g_02662	Prbh.g_01014
OG0002019	Syaj.g_01105	Prbh.g_01950
OG0002274	Syaj.g_02341	Prbh.g_00047
OG0002347	Syaj.g_01755	Prbh.g_01753
OG0002397	Syaj.g_01136	Prbh.g_00812
OG0002582	Syaj.g_02468	Prbh.g_01922
OG0002663	Syaj.g_00130	Prbh.g_01822
OG0002837	Syaj.g_00696	Prbh.g_01419
