Orthogroup	Syaj	Prbi
OG0001075	Syaj.g_01325	Prbi.g_00618
OG0001076	Syaj.g_01305	Prbi.g_00626
OG0001077	Syaj.g_01294	Prbi.g_00630
OG0001078	Syaj.g_01282	Prbi.g_00639
OG0001079	Syaj.g_01269	Prbi.g_00650
OG0001080	Syaj.g_01135	Prbi.g_00656
OG0001081	Syaj.g_00699	Prbi.g_00658
OG0001082	Syaj.g_00700	Prbi.g_00659
OG0001083	Syaj.g_00709	Prbi.g_00664
OG0001084	Syaj.g_00711	Prbi.g_00665
OG0001085	Syaj.g_00721	Prbi.g_00673
OG0001086	Syaj.g_00723	Prbi.g_00674
OG0001087	Syaj.g_00498	Prbi.g_00691
OG0001088	Syaj.g_00494	Prbi.g_00692
OG0001089	Syaj.g_00439	Prbi.g_00700
OG0001090	Syaj.g_00959	Prbi.g_00746
OG0001091	Syaj.g_00957	Prbi.g_00748
OG0001092	Syaj.g_00954	Prbi.g_00749
OG0001093	Syaj.g_00948	Prbi.g_00754
OG0001094	Syaj.g_01032	Prbi.g_00841
OG0001095	Syaj.g_01008	Prbi.g_00860
OG0001096	Syaj.g_00988	Prbi.g_00873
OG0001097	Syaj.g_00371	Prbi.g_00892
OG0001098	Syaj.g_01132	Prbi.g_00907
OG0001099	Syaj.g_01906	Prbi.g_00939
OG0001100	Syaj.g_00732	Prbi.g_00943
OG0001101	Syaj.g_00734	Prbi.g_00945
OG0001102	Syaj.g_00737	Prbi.g_00948
OG0001103	Syaj.g_00740	Prbi.g_00950
OG0001104	Syaj.g_01050	Prbi.g_00972
OG0001105	Syaj.g_01046	Prbi.g_00976
OG0001106	Syaj.g_00912	Prbi.g_01000
OG0001107	Syaj.g_00900	Prbi.g_01007
OG0001108	Syaj.g_00870	Prbi.g_01011
OG0001109	Syaj.g_00868	Prbi.g_01012
OG0001110	Syaj.g_00866	Prbi.g_01014
OG0001111	Syaj.g_00864	Prbi.g_01015
OG0001112	Syaj.g_00862	Prbi.g_01016
OG0001113	Syaj.g_00861	Prbi.g_01017
OG0001114	Syaj.g_00860	Prbi.g_01018
OG0001115	Syaj.g_00856	Prbi.g_01020
OG0001116	Syaj.g_00854	Prbi.g_01021
OG0001117	Syaj.g_00853	Prbi.g_01022
OG0001118	Syaj.g_00852	Prbi.g_01023
OG0001119	Syaj.g_00850	Prbi.g_01024
OG0001120	Syaj.g_00846	Prbi.g_01026
OG0001121	Syaj.g_00630	Prbi.g_01172, Prbi.g_01029
OG0001122	Syaj.g_00817	Prbi.g_01058
OG0001123	Syaj.g_00810	Prbi.g_01062
OG0001124	Syaj.g_00808	Prbi.g_01064
OG0001125	Syaj.g_00806	Prbi.g_01065
OG0001126	Syaj.g_00413	Prbi.g_01075
OG0001127	Syaj.g_00414	Prbi.g_01076
OG0001128	Syaj.g_00417	Prbi.g_01078
OG0001129	Syaj.g_00419	Prbi.g_01079
OG0001130	Syaj.g_00420	Prbi.g_01080
OG0001131	Syaj.g_01070	Prbi.g_01117
OG0001132	Syaj.g_01166	Prbi.g_01127
OG0001133	Syaj.g_01302	Prbi.g_01161
OG0001134	Syaj.g_00645	Prbi.g_01174
OG0001136	Syaj.g_00300	Prbi.g_01204
OG0001137	Syaj.g_00318	Prbi.g_01215
OG0001138	Syaj.g_00620	Prbi.g_01233
OG0001139	Syaj.g_00618	Prbi.g_01234
OG0001140	Syaj.g_00617	Prbi.g_01235
OG0001141	Syaj.g_00616	Prbi.g_01236
OG0001142	Syaj.g_00615	Prbi.g_01237
OG0001143	Syaj.g_00602	Prbi.g_01244
OG0001144	Syaj.g_00588	Prbi.g_01249
OG0001145	Syaj.g_00276	Prbi.g_01383
OG0001146	Syaj.g_01518	Prbi.g_01395
OG0001147	Syaj.g_01438	Prbi.g_01425
OG0001148	Syaj.g_00057	Prbi.g_01441
OG0001149	Syaj.g_00056	Prbi.g_01442
OG0001150	Syaj.g_00055	Prbi.g_01443
OG0001151	Syaj.g_00043	Prbi.g_01454
OG0001152	Syaj.g_00040	Prbi.g_01455
OG0001153	Syaj.g_01425	Prbi.g_01622
OG0001154	Syaj.g_01426	Prbi.g_01623
OG0001155	Syaj.g_01637	Prbi.g_01635
OG0001156	Syaj.g_01640	Prbi.g_01638
OG0001157	Syaj.g_01641	Prbi.g_01639
OG0001158	Syaj.g_01643	Prbi.g_01640
OG0001159	Syaj.g_01644	Prbi.g_01641
OG0001160	Syaj.g_01697	Prbi.g_01665
OG0001161	Syaj.g_02148	Prbi.g_01678
OG0001162	Syaj.g_00979	Prbi.g_01689
OG0001163	Syaj.g_01705	Prbi.g_01779
OG0001164	Syaj.g_01711	Prbi.g_01783
OG0001166	Syaj.g_01746	Prbi.g_01806
OG0001167	Syaj.g_01592	Prbi.g_01823
OG0001168	Syaj.g_01594	Prbi.g_01825
OG0001169	Syaj.g_01596	Prbi.g_01827
OG0001170	Syaj.g_01597	Prbi.g_01829
OG0001171	Syaj.g_01607	Prbi.g_01838
OG0001172	Syaj.g_02641	Prbi.g_01851
OG0001173	Syaj.g_02642	Prbi.g_01852
OG0001174	Syaj.g_02650	Prbi.g_01860
OG0001175	Syaj.g_02651	Prbi.g_01861
OG0001176	Syaj.g_02688	Prbi.g_01869
OG0001177	Syaj.g_02685	Prbi.g_01872
OG0001178	Syaj.g_01726	Prbi.g_01877
OG0001179	Syaj.g_02719	Prbi.g_01922
OG0001180	Syaj.g_02744	Prbi.g_01944
OG0001181	Syaj.g_02748	Prbi.g_01948
OG0001182	Syaj.g_02757	Prbi.g_01955
OG0001183	Syaj.g_02762	Prbi.g_01959
OG0001184	Syaj.g_02449	Prbi.g_01975
OG0001185	Syaj.g_02423	Prbi.g_01989
OG0001186	Syaj.g_02339	Prbi.g_02012
OG0001187	Syaj.g_02369	Prbi.g_02028
OG0001188	Syaj.g_02336	Prbi.g_02031
OG0001189	Syaj.g_02318	Prbi.g_02048
OG0001190	Syaj.g_02111	Prbi.g_02052
OG0001191	Syaj.g_02128	Prbi.g_02062
OG0001192	Syaj.g_02138	Prbi.g_02067
OG0001193	Syaj.g_02178	Prbi.g_02077
OG0001194	Syaj.g_02180	Prbi.g_02078
OG0001195	Syaj.g_02181	Prbi.g_02079
OG0001196	Syaj.g_02244	Prbi.g_02092
OG0001197	Syaj.g_02246	Prbi.g_02093
OG0001198	Syaj.g_02259	Prbi.g_02100
OG0001199	Syaj.g_01825	Prbi.g_00081
OG0001200	Syaj.g_01827	Prbi.g_00083
OG0001201	Syaj.g_01888	Prbi.g_00115
OG0001202	Syaj.g_02032	Prbi.g_00223
OG0001203	Syaj.g_02877	Prbi.g_00262
OG0001204	Syaj.g_02621	Prbi.g_00267
OG0001205	Syaj.g_01545	Prbi.g_00446
OG0001206	Syaj.g_01484	Prbi.g_00464
OG0001207	Syaj.g_00061	Prbi.g_00480
OG0001208	Syaj.g_00074	Prbi.g_00485
OG0001209	Syaj.g_00147	Prbi.g_00538
OG0001210	Syaj.g_00158	Prbi.g_00543
OG0001211	Syaj.g_00184	Prbi.g_00553
OG0001212	Syaj.g_00246	Prbi.g_00598
OG0001214	Syaj.g_01281	Prbi.g_00640
OG0001215	Syaj.g_00492	Prbi.g_00693
OG0001216	Syaj.g_00958	Prbi.g_00747
OG0001218	Syaj.g_01434	Prbi.g_00800
OG0001219	Syaj.g_00782	Prbi.g_00835
OG0001220	Syaj.g_00345	Prbi.g_00899
OG0001221	Syaj.g_01067	Prbi.g_00962
OG0001222	Syaj.g_00911	Prbi.g_01001
OG0001223	Syaj.g_00844	Prbi.g_01027
OG0001224	Syaj.g_00423	Prbi.g_01082
OG0001225	Syaj.g_00425	Prbi.g_01084
OG0001227	Syaj.g_02152	Prbi.g_01130
OG0001228	Syaj.g_01565	Prbi.g_01252
OG0001229	Syaj.g_00451	Prbi.g_01437
OG0001231	Syaj.g_02279	Prbi.g_01687
OG0001232	Syaj.g_01757	Prbi.g_01810
OG0001233	Syaj.g_01598	Prbi.g_01830
OG0001234	Syaj.g_02655	Prbi.g_01864
OG0001235	Syaj.g_02679	Prbi.g_01874
OG0001236	Syaj.g_02453	Prbi.g_01972
OG0001237	Syaj.g_02447	Prbi.g_01976
OG0001239	Syaj.g_01822	Prbi.g_00078
OG0001240	Syaj.g_01871	Prbi.g_00100
OG0001242	Syaj.g_01913	Prbi.g_00127
OG0001243	Syaj.g_01926	Prbi.g_00133
OG0001244	Syaj.g_01960	Prbi.g_00149
OG0001246	Syaj.g_00100	Prbi.g_00507
OG0001247	Syaj.g_00973	Prbi.g_00686
OG0001248	Syaj.g_00978	Prbi.g_00688
OG0001250	Syaj.g_00375	Prbi.g_00888
OG0001251	Syaj.g_02187	Prbi.g_00935
OG0001252	Syaj.g_00416	Prbi.g_01077
OG0001253	Syaj.g_01165	Prbi.g_01131
OG0001254	Syaj.g_00646	Prbi.g_01176
OG0001256	Syaj.g_01704	Prbi.g_01680
OG0001257	Syaj.g_01342	Prbi.g_01686
OG0001258	Syaj.g_01714	Prbi.g_01784
OG0001260	Syaj.g_01617	Prbi.g_01844
OG0001261	Syaj.g_02728	Prbi.g_01930
OG0001262	Syaj.g_02320	Prbi.g_02046
OG0001263	Syaj.g_01929	Prbi.g_00136
OG0001265	Syaj.g_01911	Prbi.g_00126
OG0001266	Syaj.g_02036	Prbi.g_00227
OG0001267	Syaj.g_02565	Prbi.g_00304
OG0001268	Syaj.g_02811	Prbi.g_00363
OG0001270	Syaj.g_01558	Prbi.g_00435
OG0001271	Syaj.g_01447	Prbi.g_00475
OG0001272	Syaj.g_00078	Prbi.g_00489
OG0001273	Syaj.g_01288	Prbi.g_00634
OG0001274	Syaj.g_02077	Prbi.g_00707
OG0001275	Syaj.g_00827	Prbi.g_01037
OG0001276	Syaj.g_00811	Prbi.g_01061
OG0001277	Syaj.g_02227	Prbi.g_01119
OG0001278	Syaj.g_00575	Prbi.g_01257
OG0001279	Syaj.g_01356	Prbi.g_01332
OG0001280	Syaj.g_01508	Prbi.g_01390
OG0001281	Syaj.g_01519	Prbi.g_01396
OG0001282	Syaj.g_00058	Prbi.g_01440
OG0001283	Syaj.g_02238	Prbi.g_01459
OG0001284	Syaj.g_01688	Prbi.g_01660
OG0001285	Syaj.g_01170	Prbi.g_01813
OG0001286	Syaj.g_02742	Prbi.g_01942
OG0001287	Syaj.g_02415	Prbi.g_01996
OG0001288	Syaj.g_02394	Prbi.g_02005
OG0001289	Syaj.g_01845	Prbi.g_00094
OG0001290	Syaj.g_01880	Prbi.g_00107
OG0001291	Syaj.g_01939	Prbi.g_00143
OG0001292	Syaj.g_02616	Prbi.g_00272
OG0001293	Syaj.g_02594	Prbi.g_00285
OG0001294	Syaj.g_00722	Prbi.g_00402
OG0001295	Syaj.g_00161	Prbi.g_00469
OG0001296	Syaj.g_00106	Prbi.g_00512
OG0001297	Syaj.g_00110	Prbi.g_00517
OG0001298	Syaj.g_00221	Prbi.g_00579
OG0001299	Syaj.g_00716	Prbi.g_00669
OG0001300	Syaj.g_00479	Prbi.g_00696
OG0001301	Syaj.g_00440	Prbi.g_00699
OG0001302	Syaj.g_01251	Prbi.g_00834
OG0001303	Syaj.g_00784	Prbi.g_01041
OG0001304	Syaj.g_00795	Prbi.g_01071
OG0001305	Syaj.g_00433	Prbi.g_01090
OG0001306	Syaj.g_00285	Prbi.g_01193
OG0001307	Syaj.g_02672	Prbi.g_01422
OG0001309	Syaj.g_00116	Prbi.g_01684
OG0001310	Syaj.g_01735	Prbi.g_01799
OG0001311	Syaj.g_00809	Prbi.g_01063
OG0001312	Syaj.g_00931	Prbi.g_00990
OG0001314	Syaj.g_00524, Syaj.g_01091	Prbi.g_00723, Prbi.g_00783
OG0001315	Syaj.g_02760	Prbi.g_00068
OG0001316	Syaj.g_01946	Prbi.g_00148
OG0001317	Syaj.g_02857	Prbi.g_00258
OG0001319	Syaj.g_02576	Prbi.g_00296
OG0001321	Syaj.g_01528	Prbi.g_00452
OG0001322	Syaj.g_01527	Prbi.g_00453
OG0001323	Syaj.g_00119	Prbi.g_00522
OG0001324	Syaj.g_00478	Prbi.g_00697
OG0001325	Syaj.g_00953	Prbi.g_00750
OG0001326	Syaj.g_02196	Prbi.g_00923
OG0001327	Syaj.g_00729	Prbi.g_01102
OG0001328	Syaj.g_00764	Prbi.g_01129
OG0001329	Syaj.g_00028	Prbi.g_01169
OG0001330	Syaj.g_01501	Prbi.g_01362
OG0001332	Syaj.g_01631	Prbi.g_01633
OG0001333	Syaj.g_01593	Prbi.g_01824
OG0001334	Syaj.g_02770	Prbi.g_01962
OG0001335	Syaj.g_02771	Prbi.g_01963
OG0001336	Syaj.g_02239	Prbi.g_02089
OG0001339	Syaj.g_01883	Prbi.g_00110
OG0001340	Syaj.g_02787	Prbi.g_00352
OG0001341	Syaj.g_00449	Prbi.g_00790
OG0001343	Syaj.g_02184	Prbi.g_00932
OG0001344	Syaj.g_00307	Prbi.g_01211
OG0001345	Syaj.g_00337	Prbi.g_01226
OG0001346	Syaj.g_01512	Prbi.g_01392
OG0001348	Syaj.g_00393	Prbi.g_01707
OG0001349	Syaj.g_01763	Prbi.g_01590
OG0001350	Syaj.g_02876	Prbi.g_01748
OG0001351	Syaj.g_00272	Prbi.g_00455
OG0001352	Syaj.g_00136	Prbi.g_00683
OG0001353	Syaj.g_00386	Prbi.g_00879
OG0001354	Syaj.g_00857	Prbi.g_01019
OG0001355	Syaj.g_01244	Prbi.g_01724
OG0001358	Syaj.g_01309	Prbi.g_00622
OG0001359	Syaj.g_02183	Prbi.g_00933
OG0001360	Syaj.g_00340	Prbi.g_01132
OG0001361	Syaj.g_00334	Prbi.g_01223
OG0001362	Syaj.g_01396	Prbi.g_01605
OG0001363	Syaj.g_01398	Prbi.g_01607
OG0001364	Syaj.g_02473	Prbi.g_01965
OG0001369	Syaj.g_01870	Prbi.g_01522, Prbi.g_00099
OG0001370	Syaj.g_01171, Syaj.g_01672, Syaj.g_01252	Prbi.g_00461
OG0001373	Syaj.g_02195	Prbi.g_00922
OG0001374	Syaj.g_02203	Prbi.g_00930
OG0001375	Syaj.g_02185	Prbi.g_00931
OG0001376	Syaj.g_02140	Prbi.g_01096
OG0001377	Syaj.g_02139	Prbi.g_01097
OG0001378	Syaj.g_01559	Prbi.g_01141
OG0001379	Syaj.g_01503	Prbi.g_01385
OG0001381	Syaj.g_00405, Syaj.g_02663	Prbi.g_01433
OG0001382	Syaj.g_00685	Prbi.g_01699
OG0001385	Syaj.g_02192	Prbi.g_00919
OG0001386	Syaj.g_02193	Prbi.g_00920
OG0001387	Syaj.g_02194	Prbi.g_00921
OG0001388	Syaj.g_02197	Prbi.g_00924
OG0001389	Syaj.g_02198	Prbi.g_00925
OG0001390	Syaj.g_02199	Prbi.g_00926
OG0001391	Syaj.g_02200	Prbi.g_00927
OG0001392	Syaj.g_02201	Prbi.g_00928
OG0001393	Syaj.g_02202	Prbi.g_00929
OG0001394	Syaj.g_01059	Prbi.g_00966
OG0001395	Syaj.g_00935	Prbi.g_01073
OG0001397	Syaj.g_01397	Prbi.g_01606
OG0001402	Syaj.g_01304	Prbi.g_00808
OG0001403	Syaj.g_02297	Prbi.g_00030
OG0001404	Syaj.g_01817	Prbi.g_00075
OG0001405	Syaj.g_02773	Prbi.g_00350
OG0001406	Syaj.g_02141	Prbi.g_01095
OG0001407	Syaj.g_00137	Prbi.g_01109
OG0001408	Syaj.g_00561	Prbi.g_01114
OG0001410	Syaj.g_02673	Prbi.g_01423
OG0001413	Syaj.g_01241	Prbi.g_01675
OG0001414	Syaj.g_02664	Prbi.g_00253
OG0001416	Syaj.g_01516	Prbi.g_00460
OG0001417	Syaj.g_00858	Prbi.g_00471
OG0001419	Syaj.g_00138	Prbi.g_01110
OG0001420	Syaj.g_00131	Prbi.g_01150
OG0001421	Syaj.g_01235, Syaj.g_01167	Prbi.g_01681
OG0001425	Syaj.g_02137	Prbi.g_02066
OG0001428	Syaj.g_01993	Prbi.g_00196
OG0001430	Syaj.g_02104	Prbi.g_01356
OG0001432	Syaj.g_00509	Prbi.g_01673
OG0001435	Syaj.g_00736	Prbi.g_00947
OG0001438	Syaj.g_02550	Prbi.g_00317
OG0001439	Syaj.g_02520	Prbi.g_00331
OG0001446	Syaj.g_00527	Prbi.g_00086
OG0001447	Syaj.g_01927	Prbi.g_00134
OG0001448	Syaj.g_01813	Prbi.g_00391
OG0001449	Syaj.g_02625	Prbi.g_00421
OG0001452	Syaj.g_02607	Prbi.g_00937
OG0001453	Syaj.g_00838	Prbi.g_01031
OG0001454	Syaj.g_01231	Prbi.g_01125
OG0001456	Syaj.g_02205	Prbi.g_01184
OG0001457	Syaj.g_02206	Prbi.g_01185
OG0001458	Syaj.g_02207	Prbi.g_01186
OG0001459	Syaj.g_00653	Prbi.g_01344
OG0001462	Syaj.g_02304	Prbi.g_00034
OG0001463	Syaj.g_00403	Prbi.g_00310
OG0001464	Syaj.g_02788	Prbi.g_00353
OG0001465	Syaj.g_00968	Prbi.g_00706
OG0001471	Syaj.g_02526	Prbi.g_01676
OG0001473	Syaj.g_01255	Prbi.g_02013
OG0001474	Syaj.g_02812	Prbi.g_00364
OG0001475	Syaj.g_01569	Prbi.g_01472
OG0001479	Syaj.g_02809	Prbi.g_00361
OG0001480	Syaj.g_00343	Prbi.g_00393
OG0001482	Syaj.g_00848	Prbi.g_00458
OG0001492	Syaj.g_00578	Prbi.g_01254
OG0001493	Syaj.g_00569	Prbi.g_01262
OG0001494	Syaj.g_02353	Prbi.g_01512
OG0001499	Syaj.g_01211	Prbi.g_00067
OG0001502	Syaj.g_00351	Prbi.g_00817
OG0001504	Syaj.g_00652	Prbi.g_01345
OG0001505	Syaj.g_02359	Prbi.g_01509
OG0001508	Syaj.g_01566	Prbi.g_01473
OG0001513	Syaj.g_02690	Prbi.g_01761
OG0001520	Syaj.g_00206	Prbi.g_00416
OG0001522	Syaj.g_00385	Prbi.g_00880
OG0001523	Syaj.g_00673	Prbi.g_01178
OG0001524	Syaj.g_00672	Prbi.g_01179
OG0001546	Syaj.g_00124	Prbi.g_00527
OG0001547	Syaj.g_01106	Prbi.g_00819
OG0001548	Syaj.g_01222	Prbi.g_00823
OG0001551	Syaj.g_00395	Prbi.g_01183
OG0001554	Syaj.g_02109	Prbi.g_01682
OG0001557	Syaj.g_01058	Prbi.g_00967
OG0001564	Syaj.g_00657	Prbi.g_01485
OG0001567	Syaj.g_01108	Prbi.g_00818
OG0001568	Syaj.g_01104	Prbi.g_00820
OG0001570	Syaj.g_01124	Prbi.g_01152
OG0001572	Syaj.g_00522	Prbi.g_01326
OG0001582	Syaj.g_01215	Prbi.g_00470
OG0001585	Syaj.g_01778	Prbi.g_01336
OG0001602	Syaj.g_00969	Prbi.g_00705
OG0001625	Syaj.g_02600	Prbi.g_00282
OG0001627	Syaj.g_01633	Prbi.g_00797
OG0001633	Syaj.g_01347	Prbi.g_01436
OG0001647	Syaj.g_02574	Prbi.g_00297
OG0001695	Syaj.g_02223	Prbi.g_01299, Prbi.g_01550
OG0001740	Syaj.g_02224	Prbi.g_01298, Prbi.g_01551
OG0001758	Syaj.g_00665	Prbi.g_01756
OG0001770	Syaj.g_02409	Prbi.g_01537
OG0001782	Syaj.g_02355	Prbi.g_00739
OG0001995	Syaj.g_00503	Prbi.g_01411
OG0002020	Syaj.g_02220	Prbi.g_01297, Prbi.g_01552
OG0002021	Syaj.g_02219	Prbi.g_01295, Prbi.g_01554
OG0002022	Syaj.g_02217	Prbi.g_01294, Prbi.g_01555
OG0002023	Syaj.g_02216	Prbi.g_01293, Prbi.g_01556
OG0002024	Syaj.g_02211	Prbi.g_01289, Prbi.g_01560
OG0002054	Syaj.g_02210	Prbi.g_01288, Prbi.g_01561
OG0002055	Syaj.g_02213	Prbi.g_01291, Prbi.g_01558
OG0002132	Syaj.g_02214	Prbi.g_01292, Prbi.g_01557
OG0002133	Syaj.g_02212	Prbi.g_01290, Prbi.g_01559
OG0002178	Syaj.g_02215	Prbi.g_01286, Prbi.g_01563
OG0002249	Syaj.g_00550	Prbi.g_00732
OG0002380	Syaj.g_01781	Prbi.g_00425
OG0002631	Syaj.g_01855	Prbi.g_01889
OG0002898	Syaj.g_01094	Prbi.g_01771, Prbi.g_01272
OG0003248	Syaj.g_01112	Prbi.g_02018
OG0003780	Syaj.g_02358	Prbi.g_01507
OG0003781	Syaj.g_02356	Prbi.g_01506
OG0003813	Syaj.g_02361	Prbi.g_01310
OG0005700	Syaj.g_01853	Prbi.g_00038
