Orthogroup	Syaj	Prak
OG0001120	Syaj.g_00846	Prak.g_00990
OG0001122	Syaj.g_00817	Prak.g_01010
OG0001123	Syaj.g_00810	Prak.g_01016
OG0001124	Syaj.g_00808	Prak.g_01018
OG0001125	Syaj.g_00806	Prak.g_01020
OG0001126	Syaj.g_00413	Prak.g_00931
OG0001127	Syaj.g_00414	Prak.g_00930
OG0001128	Syaj.g_00417	Prak.g_00928
OG0001129	Syaj.g_00419	Prak.g_00927
OG0001130	Syaj.g_00420	Prak.g_00926
OG0001131	Syaj.g_01070	Prak.g_00383
OG0001132	Syaj.g_01166	Prak.g_00712
OG0001133	Syaj.g_01302	Prak.g_01328
OG0001134	Syaj.g_00645	Prak.g_01550
OG0001136	Syaj.g_00300	Prak.g_01175
OG0001137	Syaj.g_00318	Prak.g_01163
OG0001138	Syaj.g_00620	Prak.g_01142
OG0001139	Syaj.g_00618	Prak.g_01140
OG0001140	Syaj.g_00617	Prak.g_01139
OG0001141	Syaj.g_00616	Prak.g_01138
OG0001142	Syaj.g_00615	Prak.g_01137
OG0001143	Syaj.g_00602	Prak.g_01130
OG0001144	Syaj.g_00588	Prak.g_01125
OG0001145	Syaj.g_00276	Prak.g_01269
OG0001146	Syaj.g_01518	Prak.g_01281
OG0001147	Syaj.g_01438	Prak.g_01301
OG0001148	Syaj.g_00057	Prak.g_01331
OG0001149	Syaj.g_00056	Prak.g_01332
OG0001150	Syaj.g_00055	Prak.g_01333
OG0001151	Syaj.g_00043	Prak.g_01344
OG0001152	Syaj.g_00040	Prak.g_01345
OG0001153	Syaj.g_01425	Prak.g_01423
OG0001154	Syaj.g_01426	Prak.g_01424
OG0001155	Syaj.g_01637	Prak.g_01441
OG0001156	Syaj.g_01640	Prak.g_01444
OG0001157	Syaj.g_01641	Prak.g_01445
OG0001158	Syaj.g_01643	Prak.g_01446
OG0001159	Syaj.g_01644	Prak.g_01447
OG0001160	Syaj.g_01697	Prak.g_01473
OG0001161	Syaj.g_02148	Prak.g_01588
OG0001162	Syaj.g_00979	Prak.g_01526
OG0001163	Syaj.g_01705	Prak.g_01636
OG0001164	Syaj.g_01711	Prak.g_01640
OG0001165	Syaj.g_01716	Prak.g_01643
OG0001166	Syaj.g_01746	Prak.g_01664
OG0001167	Syaj.g_01592	Prak.g_01681
OG0001168	Syaj.g_01594	Prak.g_01683
OG0001169	Syaj.g_01596	Prak.g_01685
OG0001170	Syaj.g_01597	Prak.g_01687
OG0001171	Syaj.g_01607	Prak.g_01697
OG0001172	Syaj.g_02641	Prak.g_01713
OG0001173	Syaj.g_02642	Prak.g_01714
OG0001174	Syaj.g_02650	Prak.g_01722
OG0001175	Syaj.g_02651	Prak.g_01723
OG0001176	Syaj.g_02688	Prak.g_01731
OG0001177	Syaj.g_02685	Prak.g_01733
OG0001178	Syaj.g_01726	Prak.g_01650
OG0001179	Syaj.g_02719	Prak.g_01763
OG0001180	Syaj.g_02744	Prak.g_01786
OG0001181	Syaj.g_02748	Prak.g_01790
OG0001182	Syaj.g_02757	Prak.g_01798
OG0001183	Syaj.g_02762	Prak.g_01803
OG0001184	Syaj.g_02449	Prak.g_01821
OG0001185	Syaj.g_02423	Prak.g_01837
OG0001186	Syaj.g_02339	Prak.g_01861
OG0001187	Syaj.g_02369	Prak.g_01864
OG0001188	Syaj.g_02336	Prak.g_01866
OG0001189	Syaj.g_02318	Prak.g_01883
OG0001190	Syaj.g_02111	Prak.g_01888
OG0001191	Syaj.g_02128	Prak.g_01898
OG0001192	Syaj.g_02138	Prak.g_01903
OG0001193	Syaj.g_02178	Prak.g_01915
OG0001194	Syaj.g_02180	Prak.g_01916
OG0001195	Syaj.g_02181	Prak.g_01917
OG0001196	Syaj.g_02244	Prak.g_01933
OG0001197	Syaj.g_02246	Prak.g_01935
OG0001198	Syaj.g_02259	Prak.g_01942
OG0001199	Syaj.g_01825	Prak.g_00079
OG0001200	Syaj.g_01827	Prak.g_00081
OG0001201	Syaj.g_01888	Prak.g_00114
OG0001202	Syaj.g_02032	Prak.g_00212
OG0001203	Syaj.g_02877	Prak.g_00254
OG0001204	Syaj.g_02621	Prak.g_00260
OG0001205	Syaj.g_01545	Prak.g_00407
OG0001206	Syaj.g_01484	Prak.g_00427
OG0001207	Syaj.g_00061	Prak.g_00438
OG0001208	Syaj.g_00074	Prak.g_00443
OG0001209	Syaj.g_00147	Prak.g_00494
OG0001210	Syaj.g_00158	Prak.g_00499
OG0001211	Syaj.g_00184	Prak.g_00510
OG0001212	Syaj.g_00246	Prak.g_00557
OG0001214	Syaj.g_01281	Prak.g_01106
OG0001215	Syaj.g_00492	Prak.g_00818
OG0001216	Syaj.g_00958	Prak.g_00839
OG0001218	Syaj.g_01434	Prak.g_01235
OG0001219	Syaj.g_00782	Prak.g_00944
OG0001220	Syaj.g_00345	Prak.g_00901
OG0001221	Syaj.g_01067	Prak.g_00781
OG0001222	Syaj.g_00911	Prak.g_01023
OG0001223	Syaj.g_00844	Prak.g_00991
OG0001224	Syaj.g_00423	Prak.g_00924
OG0001225	Syaj.g_00425	Prak.g_00922
OG0001227	Syaj.g_02152	Prak.g_01220
OG0001228	Syaj.g_01565	Prak.g_01122
OG0001229	Syaj.g_00451	Prak.g_01234
OG0001231	Syaj.g_02279	Prak.g_00384
OG0001232	Syaj.g_01757	Prak.g_01668
OG0001233	Syaj.g_01598	Prak.g_01688
OG0001234	Syaj.g_02655	Prak.g_01725
OG0001235	Syaj.g_02679	Prak.g_01729
OG0001236	Syaj.g_02453	Prak.g_01818
OG0001237	Syaj.g_02447	Prak.g_01822
OG0001239	Syaj.g_01822	Prak.g_00076
OG0001240	Syaj.g_01871	Prak.g_00097
OG0001242	Syaj.g_01913	Prak.g_00127
OG0001243	Syaj.g_01926	Prak.g_00134
OG0001244	Syaj.g_01960	Prak.g_00149
OG0001247	Syaj.g_00973	Prak.g_00811
OG0001248	Syaj.g_00978	Prak.g_00813
OG0001250	Syaj.g_00375	Prak.g_00888
OG0001251	Syaj.g_02187	Prak.g_00749
OG0001252	Syaj.g_00416	Prak.g_00929
OG0001253	Syaj.g_01165	Prak.g_00603
OG0001254	Syaj.g_00646	Prak.g_01552
OG0001256	Syaj.g_01704	Prak.g_01480
OG0001258	Syaj.g_01714	Prak.g_01641
OG0001260	Syaj.g_01617	Prak.g_01703
OG0001261	Syaj.g_02728	Prak.g_01771
OG0001262	Syaj.g_02320	Prak.g_01881
OG0001263	Syaj.g_01929	Prak.g_00136
OG0001265	Syaj.g_01911	Prak.g_00126
OG0001266	Syaj.g_02036	Prak.g_00216
OG0001267	Syaj.g_02565	Prak.g_00298
OG0001268	Syaj.g_02811	Prak.g_00361
OG0001270	Syaj.g_01558	Prak.g_00396
OG0001271	Syaj.g_01447	Prak.g_00433
OG0001272	Syaj.g_00078	Prak.g_00447
OG0001273	Syaj.g_01288	Prak.g_01112
OG0001274	Syaj.g_02077	Prak.g_00240
OG0001275	Syaj.g_00827	Prak.g_01001
OG0001276	Syaj.g_00811	Prak.g_01015
OG0001277	Syaj.g_02227	Prak.g_01921
OG0001278	Syaj.g_00575	Prak.g_01118
OG0001279	Syaj.g_01356	Prak.g_00668
OG0001280	Syaj.g_01508	Prak.g_01276
OG0001281	Syaj.g_01519	Prak.g_01282
OG0001282	Syaj.g_00058	Prak.g_01330
OG0001283	Syaj.g_02238	Prak.g_01930
OG0001284	Syaj.g_01688	Prak.g_01466
OG0001285	Syaj.g_01170	Prak.g_01671
OG0001286	Syaj.g_02742	Prak.g_01784
OG0001287	Syaj.g_02415	Prak.g_01844
OG0001288	Syaj.g_02394	Prak.g_01854
OG0001289	Syaj.g_01845	Prak.g_00091
OG0001290	Syaj.g_01880	Prak.g_00106
OG0001291	Syaj.g_01939	Prak.g_00144
OG0001292	Syaj.g_02616	Prak.g_00265
OG0001293	Syaj.g_02594	Prak.g_00278
OG0001295	Syaj.g_00161	Prak.g_01514
OG0001296	Syaj.g_00106	Prak.g_00470
OG0001297	Syaj.g_00110	Prak.g_00475
OG0001298	Syaj.g_00221	Prak.g_00537
OG0001299	Syaj.g_00716	Prak.g_01075
OG0001300	Syaj.g_00479	Prak.g_00822
OG0001301	Syaj.g_00440	Prak.g_00827
OG0001302	Syaj.g_01251	Prak.g_00940
OG0001303	Syaj.g_00784	Prak.g_01607
OG0001304	Syaj.g_00795	Prak.g_01028
OG0001305	Syaj.g_00433	Prak.g_00916
OG0001306	Syaj.g_00285	Prak.g_01187
OG0001307	Syaj.g_02672	Prak.g_01304
OG0001309	Syaj.g_00116	Prak.g_01508
OG0001310	Syaj.g_01735	Prak.g_01658
OG0001311	Syaj.g_00809	Prak.g_01017
OG0001312	Syaj.g_00931	Prak.g_00953
OG0001314	Syaj.g_00524, Syaj.g_01091	Prak.g_00635
OG0001315	Syaj.g_02760	Prak.g_01225
OG0001316	Syaj.g_01946	Prak.g_00148
OG0001317	Syaj.g_02857	Prak.g_00250
OG0001319	Syaj.g_02576	Prak.g_00291
OG0001321	Syaj.g_01528	Prak.g_00413
OG0001322	Syaj.g_01527	Prak.g_00414
OG0001323	Syaj.g_00119	Prak.g_00480
OG0001324	Syaj.g_00478	Prak.g_00823
OG0001325	Syaj.g_00953	Prak.g_01058
OG0001327	Syaj.g_00729	Prak.g_00758
OG0001328	Syaj.g_00764	Prak.g_01258
OG0001329	Syaj.g_00028	Prak.g_01604
OG0001330	Syaj.g_01501	Prak.g_01497
OG0001332	Syaj.g_01631	Prak.g_01437
OG0001333	Syaj.g_01593	Prak.g_01682
OG0001334	Syaj.g_02770	Prak.g_01806
OG0001335	Syaj.g_02771	Prak.g_01807
OG0001337	Syaj.g_02795, Syaj.g_02786	Prak.g_00348
OG0001338	Syaj.g_02780, Syaj.g_02767, Syaj.g_00584, Syaj.g_02790	Prak.g_00351
OG0001339	Syaj.g_01883	Prak.g_00109
OG0001340	Syaj.g_02787	Prak.g_00349
OG0001341	Syaj.g_00449	Prak.g_01227
OG0001343	Syaj.g_02184	Prak.g_00746
OG0001344	Syaj.g_00307	Prak.g_01168
OG0001345	Syaj.g_00337	Prak.g_01152
OG0001346	Syaj.g_01512	Prak.g_01278
OG0001348	Syaj.g_00393	Prak.g_01512
OG0001349	Syaj.g_01763	Prak.g_01353
OG0001350	Syaj.g_02876	Prak.g_00253
OG0001351	Syaj.g_00272	Prak.g_00419
OG0001352	Syaj.g_00136	Prak.g_00807
OG0001353	Syaj.g_00386	Prak.g_00878
OG0001354	Syaj.g_00857	Prak.g_00983
OG0001355	Syaj.g_01244	Prak.g_01037
OG0001359	Syaj.g_02183	Prak.g_00747
OG0001362	Syaj.g_01396	Prak.g_01405
OG0001363	Syaj.g_01398	Prak.g_01407
OG0001364	Syaj.g_02473	Prak.g_01809
OG0001368	Syaj.g_02622	Prak.g_01252, Prak.g_00699, Prak.g_00633
OG0001369	Syaj.g_01870	Prak.g_00096
OG0001370	Syaj.g_01171, Syaj.g_01672, Syaj.g_01252	Prak.g_00424
OG0001375	Syaj.g_02185	Prak.g_00745
OG0001379	Syaj.g_01503	Prak.g_01271
OG0001381	Syaj.g_00405, Syaj.g_02663	Prak.g_01197
OG0001382	Syaj.g_00685	Prak.g_01240
OG0001394	Syaj.g_01059	Prak.g_00785
OG0001397	Syaj.g_01397	Prak.g_01406
OG0001398	Syaj.g_01116	Prak.g_01537
OG0001401	Syaj.g_00381	Prak.g_00883
OG0001402	Syaj.g_01304	Prak.g_00586
OG0001403	Syaj.g_02297	Prak.g_00031
OG0001404	Syaj.g_01817	Prak.g_00073
OG0001407	Syaj.g_00137	Prak.g_01244
OG0001410	Syaj.g_02673	Prak.g_01303
OG0001414	Syaj.g_02664	Prak.g_00245
OG0001419	Syaj.g_00138	Prak.g_01243
OG0001421	Syaj.g_01235, Syaj.g_01167	Prak.g_01481
OG0001425	Syaj.g_02137	Prak.g_01902
OG0001428	Syaj.g_01993	Prak.g_00184
OG0001430	Syaj.g_02104	Prak.g_01236
OG0001434	Syaj.g_01054	Prak.g_00790
OG0001435	Syaj.g_00736	Prak.g_00766
OG0001443	Syaj.g_02145	Prak.g_01233
OG0001446	Syaj.g_00527	Prak.g_00717
OG0001448	Syaj.g_01813	Prak.g_00417
OG0001463	Syaj.g_00403	Prak.g_00305
OG0001464	Syaj.g_02788	Prak.g_00350
OG0001465	Syaj.g_00968	Prak.g_00834
OG0001477	Syaj.g_00444	Prak.g_00691
OG0001487	Syaj.g_01433	Prak.g_01431
OG0001488	Syaj.g_00324	Prak.g_01159
OG0001489	Syaj.g_02753	Prak.g_01795
OG0001496	Syaj.g_00446	Prak.g_00689
OG0001497	Syaj.g_00445	Prak.g_00690
OG0001498	Syaj.g_02830	Prak.g_00380
OG0001505	Syaj.g_02359	Prak.g_00695
OG0001510	Syaj.g_02410	Prak.g_01848
OG0001511	Syaj.g_01896	Prak.g_00118
OG0001512	Syaj.g_02878	Prak.g_01229
OG0001513	Syaj.g_02690	Prak.g_01577
OG0001514	Syaj.g_00447	Prak.g_00688
OG0001515	Syaj.g_00483	Prak.g_00820
OG0001516	Syaj.g_00713	Prak.g_01078
OG0001517	Syaj.g_02806	Prak.g_00357
OG0001518	Syaj.g_02132	Prak.g_01901
OG0001519	Syaj.g_02147	Prak.g_01906
OG0001522	Syaj.g_00385	Prak.g_00879
OG0001523	Syaj.g_00673	Prak.g_01555
OG0001524	Syaj.g_00672	Prak.g_01556
OG0001525	Syaj.g_02159	Prak.g_01610
OG0001527	Syaj.g_00198	Prak.g_00523
OG0001529	Syaj.g_02311	Prak.g_00041
OG0001530	Syaj.g_01894	Prak.g_00117
OG0001531	Syaj.g_02879	Prak.g_00255
OG0001532	Syaj.g_00619	Prak.g_01141
OG0001534	Syaj.g_00794	Prak.g_01029
OG0001535	Syaj.g_00813	Prak.g_01013
OG0001536	Syaj.g_00903	Prak.g_00969
OG0001537	Syaj.g_01066	Prak.g_00782
OG0001538	Syaj.g_01018	Prak.g_00850
OG0001539	Syaj.g_00731	Prak.g_00760
OG0001540	Syaj.g_01931	Prak.g_00138
OG0001541	Syaj.g_02002	Prak.g_00192
OG0001542	Syaj.g_02011	Prak.g_00198
OG0001543	Syaj.g_02057	Prak.g_01263
OG0001544	Syaj.g_02146	Prak.g_01905
OG0001545	Syaj.g_02226	Prak.g_01920
OG0001557	Syaj.g_01058	Prak.g_00786
OG0001559	Syaj.g_01893	Prak.g_00116
OG0001560	Syaj.g_01879	Prak.g_00105
OG0001561	Syaj.g_00807	Prak.g_01019
OG0001562	Syaj.g_00821	Prak.g_01006
OG0001563	Syaj.g_02737	Prak.g_01779
OG0001564	Syaj.g_00657	Prak.g_00060
OG0001572	Syaj.g_00522	Prak.g_00669
OG0001574	Syaj.g_00196	Prak.g_00521
OG0001575	Syaj.g_00201	Prak.g_00526
OG0001576	Syaj.g_00266	Prak.g_01291
OG0001577	Syaj.g_00298	Prak.g_01177
OG0001579	Syaj.g_02777	Prak.g_00346
OG0001580	Syaj.g_02100	Prak.g_00048
OG0001588	Syaj.g_02467	Prak.g_00387
OG0001589	Syaj.g_01600	Prak.g_01690
OG0001592	Syaj.g_02101	Prak.g_00047
OG0001614	Syaj.g_02425	Prak.g_01836
OG0001616	Syaj.g_00642	Prak.g_01149
OG0001617	Syaj.g_00475	Prak.g_00824
OG0001619	Syaj.g_00914	Prak.g_00962
OG0001620	Syaj.g_02818	Prak.g_00365
OG0001621	Syaj.g_02606	Prak.g_00270
OG0001622	Syaj.g_02237	Prak.g_01929
OG0001636	Syaj.g_02303	Prak.g_00035
OG0001638	Syaj.g_01733	Prak.g_01656
OG0001639	Syaj.g_01636	Prak.g_01440
OG0001640	Syaj.g_00411	Prak.g_00932
OG0001641	Syaj.g_00840	Prak.g_00994
OG0001642	Syaj.g_00347	Prak.g_00899
OG0001643	Syaj.g_01278	Prak.g_01103
OG0001644	Syaj.g_00941	Prak.g_01048
OG0001654	Syaj.g_01634	Prak.g_01438
OG0001656	Syaj.g_02776	Prak.g_00345
OG0001657	Syaj.g_01976	Prak.g_00167
OG0001658	Syaj.g_02110	Prak.g_00043
OG0001659	Syaj.g_00634	Prak.g_01517
OG0001676	Syaj.g_02779	Prak.g_00347
OG0001678	Syaj.g_02640	Prak.g_01712
OG0001679	Syaj.g_00205	Prak.g_00352
OG0001691	Syaj.g_01312	Prak.g_00934
OG0001693	Syaj.g_00428	Prak.g_01589
OG0001717	Syaj.g_01988	Prak.g_00684
OG0001733	Syaj.g_00726	Prak.g_01629
OG0001747	Syaj.g_01958	Prak.g_00388
OG0001758	Syaj.g_00665	Prak.g_01623
OG0001769	Syaj.g_01264	Prak.g_01224
OG0001770	Syaj.g_02409	Prak.g_01560
OG0001771	Syaj.g_00669	Prak.g_01572
OG0001795	Syaj.g_02873	Prak.g_01612, Prak.g_00735
OG0001807	Syaj.g_02477	Prak.g_00059
OG0001842	Syaj.g_01627	Prak.g_00714
OG0001916	Syaj.g_00089	Prak.g_00457
OG0001917	Syaj.g_00812	Prak.g_01014
OG0001930	Syaj.g_01628	Prak.g_00715
OG0001931	Syaj.g_01629	Prak.g_00716
OG0001956	Syaj.g_02662	Prak.g_00906
OG0001965	Syaj.g_01254	Prak.g_01579
OG0002019	Syaj.g_01105	Prak.g_01520
OG0002106	Syaj.g_00365	Prak.g_01249
OG0002384	Syaj.g_01198	Prak.g_01616
OG0002397	Syaj.g_01136	Prak.g_01004
OG0002487	Syaj.g_01800	Prak.g_01260
OG0002663	Syaj.g_00130	Prak.g_01624
