Orthogroup	Syaj	Pram
OG0001115	Syaj.g_00856	Pram.g_00954
OG0001116	Syaj.g_00854	Pram.g_00955
OG0001117	Syaj.g_00853	Pram.g_00956
OG0001118	Syaj.g_00852	Pram.g_00957
OG0001119	Syaj.g_00850	Pram.g_00958
OG0001120	Syaj.g_00846	Pram.g_00959
OG0001122	Syaj.g_00817	Pram.g_00976
OG0001123	Syaj.g_00810	Pram.g_00981
OG0001124	Syaj.g_00808	Pram.g_00983
OG0001125	Syaj.g_00806	Pram.g_00985
OG0001126	Syaj.g_00413	Pram.g_00899
OG0001127	Syaj.g_00414	Pram.g_00898
OG0001128	Syaj.g_00417	Pram.g_00896
OG0001129	Syaj.g_00419	Pram.g_00895
OG0001130	Syaj.g_00420	Pram.g_00894
OG0001131	Syaj.g_01070	Pram.g_00356
OG0001132	Syaj.g_01166	Pram.g_00683
OG0001133	Syaj.g_01302	Pram.g_01469
OG0001134	Syaj.g_00645	Pram.g_01546
OG0001136	Syaj.g_00300	Pram.g_01143
OG0001137	Syaj.g_00318	Pram.g_01130
OG0001138	Syaj.g_00620	Pram.g_01109
OG0001139	Syaj.g_00618	Pram.g_01107
OG0001140	Syaj.g_00617	Pram.g_01106
OG0001141	Syaj.g_00616	Pram.g_01105
OG0001142	Syaj.g_00615	Pram.g_01104
OG0001143	Syaj.g_00602	Pram.g_01097
OG0001144	Syaj.g_00588	Pram.g_01092
OG0001145	Syaj.g_00276	Pram.g_01222
OG0001146	Syaj.g_01518	Pram.g_01234
OG0001147	Syaj.g_01438	Pram.g_01475
OG0001148	Syaj.g_00057	Pram.g_01466
OG0001149	Syaj.g_00056	Pram.g_01465
OG0001150	Syaj.g_00055	Pram.g_01464
OG0001151	Syaj.g_00043	Pram.g_01452
OG0001152	Syaj.g_00040	Pram.g_01451
OG0001153	Syaj.g_01425	Pram.g_01346
OG0001154	Syaj.g_01426	Pram.g_01345
OG0001155	Syaj.g_01637	Pram.g_01328
OG0001156	Syaj.g_01640	Pram.g_01325
OG0001157	Syaj.g_01641	Pram.g_01324
OG0001158	Syaj.g_01643	Pram.g_01323
OG0001159	Syaj.g_01644	Pram.g_01322
OG0001160	Syaj.g_01697	Pram.g_01296
OG0001161	Syaj.g_02148	Pram.g_01577
OG0001162	Syaj.g_00979	Pram.g_01590
OG0001163	Syaj.g_01705	Pram.g_01624
OG0001164	Syaj.g_01711	Pram.g_01627
OG0001165	Syaj.g_01716	Pram.g_01630
OG0001166	Syaj.g_01746	Pram.g_01651
OG0001167	Syaj.g_01592	Pram.g_01669
OG0001168	Syaj.g_01594	Pram.g_01671
OG0001169	Syaj.g_01596	Pram.g_01673
OG0001170	Syaj.g_01597	Pram.g_01675
OG0001171	Syaj.g_01607	Pram.g_01685
OG0001172	Syaj.g_02641	Pram.g_01700
OG0001173	Syaj.g_02642	Pram.g_01701
OG0001174	Syaj.g_02650	Pram.g_01709
OG0001175	Syaj.g_02651	Pram.g_01710
OG0001176	Syaj.g_02688	Pram.g_01718
OG0001177	Syaj.g_02685	Pram.g_01720
OG0001178	Syaj.g_01726	Pram.g_01637
OG0001179	Syaj.g_02719	Pram.g_01753
OG0001180	Syaj.g_02744	Pram.g_01776
OG0001181	Syaj.g_02748	Pram.g_01780
OG0001182	Syaj.g_02757	Pram.g_01788
OG0001183	Syaj.g_02762	Pram.g_01794
OG0001184	Syaj.g_02449	Pram.g_01812
OG0001185	Syaj.g_02423	Pram.g_01828
OG0001186	Syaj.g_02339	Pram.g_01852
OG0001187	Syaj.g_02369	Pram.g_01855
OG0001188	Syaj.g_02336	Pram.g_01857
OG0001189	Syaj.g_02318	Pram.g_01874
OG0001190	Syaj.g_02111	Pram.g_01879
OG0001191	Syaj.g_02128	Pram.g_01889
OG0001192	Syaj.g_02138	Pram.g_01894
OG0001193	Syaj.g_02178	Pram.g_01907
OG0001194	Syaj.g_02180	Pram.g_01908
OG0001195	Syaj.g_02181	Pram.g_01909
OG0001196	Syaj.g_02244	Pram.g_01926
OG0001197	Syaj.g_02246	Pram.g_01928
OG0001198	Syaj.g_02259	Pram.g_01935
OG0001199	Syaj.g_01825	Pram.g_00059
OG0001200	Syaj.g_01827	Pram.g_00061
OG0001201	Syaj.g_01888	Pram.g_00092
OG0001202	Syaj.g_02032	Pram.g_00184
OG0001203	Syaj.g_02877	Pram.g_00225
OG0001204	Syaj.g_02621	Pram.g_00231
OG0001205	Syaj.g_01545	Pram.g_00380
OG0001206	Syaj.g_01484	Pram.g_00401
OG0001207	Syaj.g_00061	Pram.g_00413
OG0001208	Syaj.g_00074	Pram.g_00418
OG0001209	Syaj.g_00147	Pram.g_00473
OG0001210	Syaj.g_00158	Pram.g_00477
OG0001211	Syaj.g_00184	Pram.g_00487
OG0001212	Syaj.g_00246	Pram.g_00533
OG0001215	Syaj.g_00492	Pram.g_00781
OG0001216	Syaj.g_00958	Pram.g_00803
OG0001218	Syaj.g_01434	Pram.g_01196
OG0001219	Syaj.g_00782	Pram.g_00911
OG0001220	Syaj.g_00345	Pram.g_00865
OG0001221	Syaj.g_01067	Pram.g_00745
OG0001222	Syaj.g_00911	Pram.g_00988
OG0001223	Syaj.g_00844	Pram.g_00960
OG0001224	Syaj.g_00423	Pram.g_00892
OG0001225	Syaj.g_00425	Pram.g_00890
OG0001227	Syaj.g_02152	Pram.g_01188
OG0001228	Syaj.g_01565	Pram.g_01089
OG0001229	Syaj.g_00451	Pram.g_01542
OG0001231	Syaj.g_02279	Pram.g_00357
OG0001232	Syaj.g_01757	Pram.g_01655
OG0001233	Syaj.g_01598	Pram.g_01676
OG0001234	Syaj.g_02655	Pram.g_01712
OG0001235	Syaj.g_02679	Pram.g_01716
OG0001236	Syaj.g_02453	Pram.g_01809
OG0001237	Syaj.g_02447	Pram.g_01813
OG0001239	Syaj.g_01822	Pram.g_00056
OG0001240	Syaj.g_01871	Pram.g_00077
OG0001242	Syaj.g_01913	Pram.g_00105
OG0001243	Syaj.g_01926	Pram.g_00112
OG0001244	Syaj.g_01960	Pram.g_00127
OG0001246	Syaj.g_00100	Pram.g_00680
OG0001247	Syaj.g_00973	Pram.g_00774
OG0001248	Syaj.g_00978	Pram.g_00776
OG0001250	Syaj.g_00375	Pram.g_00851
OG0001251	Syaj.g_02187	Pram.g_00714
OG0001252	Syaj.g_00416	Pram.g_00897
OG0001253	Syaj.g_01165	Pram.g_00579
OG0001254	Syaj.g_00646	Pram.g_01548
OG0001256	Syaj.g_01704	Pram.g_01289
OG0001258	Syaj.g_01714	Pram.g_01628
OG0001261	Syaj.g_02728	Pram.g_01761
OG0001262	Syaj.g_02320	Pram.g_01872
OG0001263	Syaj.g_01929	Pram.g_00114
OG0001265	Syaj.g_01911	Pram.g_00104
OG0001266	Syaj.g_02036	Pram.g_00188
OG0001267	Syaj.g_02565	Pram.g_00268
OG0001268	Syaj.g_02811	Pram.g_00334
OG0001270	Syaj.g_01558	Pram.g_00369
OG0001271	Syaj.g_01447	Pram.g_00408
OG0001272	Syaj.g_00078	Pram.g_00422
OG0001273	Syaj.g_01288	Pram.g_01079
OG0001274	Syaj.g_02077	Pram.g_00211
OG0001275	Syaj.g_00827	Pram.g_00969
OG0001276	Syaj.g_00811	Pram.g_00980
OG0001278	Syaj.g_00575	Pram.g_01085
OG0001279	Syaj.g_01356	Pram.g_01253
OG0001280	Syaj.g_01508	Pram.g_01229
OG0001281	Syaj.g_01519	Pram.g_01235
OG0001282	Syaj.g_00058	Pram.g_01467
OG0001283	Syaj.g_02238	Pram.g_01922
OG0001284	Syaj.g_01688	Pram.g_01302
OG0001285	Syaj.g_01170	Pram.g_01658
OG0001286	Syaj.g_02742	Pram.g_01774
OG0001287	Syaj.g_02415	Pram.g_01835
OG0001288	Syaj.g_02394	Pram.g_01845
OG0001289	Syaj.g_01845	Pram.g_00071
OG0001290	Syaj.g_01880	Pram.g_00085
OG0001291	Syaj.g_01939	Pram.g_00122
OG0001292	Syaj.g_02616	Pram.g_00236
OG0001293	Syaj.g_02594	Pram.g_00249
OG0001296	Syaj.g_00106	Pram.g_00446
OG0001297	Syaj.g_00110	Pram.g_00451
OG0001298	Syaj.g_00221	Pram.g_00515
OG0001299	Syaj.g_00716	Pram.g_01043
OG0001300	Syaj.g_00479	Pram.g_00785
OG0001301	Syaj.g_00440	Pram.g_00790
OG0001302	Syaj.g_01251	Pram.g_00908
OG0001304	Syaj.g_00795	Pram.g_00993
OG0001305	Syaj.g_00433	Pram.g_00884
OG0001306	Syaj.g_00285	Pram.g_01155
OG0001307	Syaj.g_02672	Pram.g_01477
OG0001309	Syaj.g_00116	Pram.g_01272
OG0001310	Syaj.g_01735	Pram.g_01645
OG0001311	Syaj.g_00809	Pram.g_00982
OG0001312	Syaj.g_00931	Pram.g_00920
OG0001314	Syaj.g_00524, Syaj.g_01091	Pram.g_00622, Pram.g_00647
OG0001315	Syaj.g_02760	Pram.g_01553
OG0001316	Syaj.g_01946	Pram.g_00126
OG0001317	Syaj.g_02857	Pram.g_00221
OG0001319	Syaj.g_02576	Pram.g_00261
OG0001321	Syaj.g_01528	Pram.g_00386
OG0001322	Syaj.g_01527	Pram.g_00387
OG0001323	Syaj.g_00119	Pram.g_00457
OG0001324	Syaj.g_00478	Pram.g_00786
OG0001325	Syaj.g_00953	Pram.g_01025
OG0001327	Syaj.g_00729	Pram.g_00723
OG0001328	Syaj.g_00764	Pram.g_01214
OG0001329	Syaj.g_00028	Pram.g_01598
OG0001330	Syaj.g_01501	Pram.g_01276
OG0001332	Syaj.g_01631	Pram.g_01331
OG0001333	Syaj.g_01593	Pram.g_01670
OG0001334	Syaj.g_02770	Pram.g_01797
OG0001335	Syaj.g_02771	Pram.g_01798
OG0001336	Syaj.g_02239	Pram.g_01923
OG0001337	Syaj.g_02795, Syaj.g_02786	Pram.g_00320
OG0001338	Syaj.g_02780, Syaj.g_02767, Syaj.g_00584, Syaj.g_02790	Pram.g_00323
OG0001339	Syaj.g_01883	Pram.g_00088
OG0001340	Syaj.g_02787	Pram.g_00321
OG0001341	Syaj.g_00449	Pram.g_01533
OG0001343	Syaj.g_02184	Pram.g_00711
OG0001344	Syaj.g_00307	Pram.g_01135
OG0001346	Syaj.g_01512	Pram.g_01231
OG0001348	Syaj.g_00393	Pram.g_01526
OG0001349	Syaj.g_01763	Pram.g_01401
OG0001351	Syaj.g_00272	Pram.g_00394
OG0001352	Syaj.g_00136	Pram.g_00770
OG0001353	Syaj.g_00386	Pram.g_00841
OG0001354	Syaj.g_00857	Pram.g_00953
OG0001355	Syaj.g_01244	Pram.g_01003
OG0001358	Syaj.g_01309	Pram.g_00558
OG0001359	Syaj.g_02183	Pram.g_00712
OG0001361	Syaj.g_00334	Pram.g_01121
OG0001362	Syaj.g_01396	Pram.g_01364
OG0001363	Syaj.g_01398	Pram.g_01362
OG0001364	Syaj.g_02473	Pram.g_01800
OG0001368	Syaj.g_02622	Pram.g_00649, Pram.g_00610, Pram.g_00624
OG0001369	Syaj.g_01870	Pram.g_00076
OG0001375	Syaj.g_02185	Pram.g_00710
OG0001379	Syaj.g_01503	Pram.g_01224
OG0001381	Syaj.g_00405, Syaj.g_02663	Pram.g_01165
OG0001382	Syaj.g_00685	Pram.g_01200
OG0001394	Syaj.g_01059	Pram.g_00749
OG0001397	Syaj.g_01397	Pram.g_01363
OG0001398	Syaj.g_01116	Pram.g_01256
OG0001401	Syaj.g_00381	Pram.g_00846
OG0001402	Syaj.g_01304	Pram.g_00563
OG0001403	Syaj.g_02297	Pram.g_00017
OG0001404	Syaj.g_01817	Pram.g_00053
OG0001405	Syaj.g_02773	Pram.g_00314
OG0001407	Syaj.g_00137	Pram.g_01202
OG0001410	Syaj.g_02673	Pram.g_01476
OG0001414	Syaj.g_02664	Pram.g_00216
OG0001421	Syaj.g_01235, Syaj.g_01167	Pram.g_01288
OG0001425	Syaj.g_02137	Pram.g_01893
OG0001430	Syaj.g_02104	Pram.g_01197
OG0001435	Syaj.g_00736	Pram.g_00730
OG0001443	Syaj.g_02145	Pram.g_01543
OG0001446	Syaj.g_00527	Pram.g_01536
OG0001448	Syaj.g_01813	Pram.g_00392
OG0001453	Syaj.g_00838	Pram.g_01487
OG0001463	Syaj.g_00403	Pram.g_00275
OG0001464	Syaj.g_02788	Pram.g_00322
OG0001465	Syaj.g_00968	Pram.g_00797
OG0001477	Syaj.g_00444	Pram.g_01521
OG0001487	Syaj.g_01433	Pram.g_01338
OG0001488	Syaj.g_00324	Pram.g_01126
OG0001489	Syaj.g_02753	Pram.g_01785
OG0001494	Syaj.g_02353	Pram.g_01409
OG0001496	Syaj.g_00446	Pram.g_01519
OG0001497	Syaj.g_00445	Pram.g_01520
OG0001498	Syaj.g_02830	Pram.g_00353
OG0001505	Syaj.g_02359	Pram.g_01414
OG0001510	Syaj.g_02410	Pram.g_01839
OG0001511	Syaj.g_01896	Pram.g_00096
OG0001512	Syaj.g_02878	Pram.g_01192
OG0001514	Syaj.g_00447	Pram.g_01518
OG0001515	Syaj.g_00483	Pram.g_00783
OG0001516	Syaj.g_00713	Pram.g_01046
OG0001517	Syaj.g_02806	Pram.g_00329
OG0001518	Syaj.g_02132	Pram.g_01892
OG0001519	Syaj.g_02147	Pram.g_01897
OG0001522	Syaj.g_00385	Pram.g_00842
OG0001523	Syaj.g_00673	Pram.g_01551
OG0001524	Syaj.g_00672	Pram.g_01552
OG0001527	Syaj.g_00198	Pram.g_00501
OG0001529	Syaj.g_02311	Pram.g_00025
OG0001530	Syaj.g_01894	Pram.g_00095
OG0001531	Syaj.g_02879	Pram.g_00226
OG0001532	Syaj.g_00619	Pram.g_01108
OG0001534	Syaj.g_00794	Pram.g_00994
OG0001535	Syaj.g_00813	Pram.g_00979
OG0001536	Syaj.g_00903	Pram.g_00939
OG0001537	Syaj.g_01066	Pram.g_00746
OG0001538	Syaj.g_01018	Pram.g_00814
OG0001539	Syaj.g_00731	Pram.g_00725
OG0001540	Syaj.g_01931	Pram.g_00116
OG0001541	Syaj.g_02002	Pram.g_00164
OG0001542	Syaj.g_02011	Pram.g_00170
OG0001543	Syaj.g_02057	Pram.g_01538
OG0001544	Syaj.g_02146	Pram.g_01896
OG0001545	Syaj.g_02226	Pram.g_01912
OG0001557	Syaj.g_01058	Pram.g_00750
OG0001559	Syaj.g_01893	Pram.g_00094
OG0001560	Syaj.g_01879	Pram.g_00084
OG0001561	Syaj.g_00807	Pram.g_00984
OG0001563	Syaj.g_02737	Pram.g_01769
OG0001574	Syaj.g_00196	Pram.g_00499
OG0001575	Syaj.g_00201	Pram.g_00504
OG0001576	Syaj.g_00266	Pram.g_01243
OG0001579	Syaj.g_02777	Pram.g_00318
OG0001580	Syaj.g_02100	Pram.g_00032
OG0001586	Syaj.g_01769	Pram.g_01501
OG0001589	Syaj.g_01600	Pram.g_01678
OG0001592	Syaj.g_02101	Pram.g_00031
OG0001614	Syaj.g_02425	Pram.g_01827
OG0001616	Syaj.g_00642	Pram.g_01116
OG0001617	Syaj.g_00475	Pram.g_00787
OG0001619	Syaj.g_00914	Pram.g_00929
OG0001620	Syaj.g_02818	Pram.g_00338
OG0001621	Syaj.g_02606	Pram.g_00241
OG0001622	Syaj.g_02237	Pram.g_01921
OG0001634	Syaj.g_00719	Pram.g_01040
OG0001636	Syaj.g_02303	Pram.g_00020
OG0001638	Syaj.g_01733	Pram.g_01643
OG0001639	Syaj.g_01636	Pram.g_01329
OG0001640	Syaj.g_00411	Pram.g_00900
OG0001641	Syaj.g_00840	Pram.g_00962
OG0001642	Syaj.g_00347	Pram.g_00863
OG0001643	Syaj.g_01278	Pram.g_01071
OG0001644	Syaj.g_00941	Pram.g_01015
OG0001656	Syaj.g_02776	Pram.g_00317
OG0001658	Syaj.g_02110	Pram.g_00027
OG0001659	Syaj.g_00634	Pram.g_01264
OG0001676	Syaj.g_02779	Pram.g_00319
OG0001678	Syaj.g_02640	Pram.g_01699
OG0001679	Syaj.g_00205	Pram.g_00324
OG0001691	Syaj.g_01312	Pram.g_00902
OG0001693	Syaj.g_00428	Pram.g_00661
OG0001713	Syaj.g_00314	Pram.g_01217
OG0001717	Syaj.g_01988	Pram.g_00678
OG0001731	Syaj.g_01663	Pram.g_01316
OG0001758	Syaj.g_00665	Pram.g_01615
OG0001762	Syaj.g_00833	Pram.g_00967
OG0001764	Syaj.g_00767	Pram.g_01009
OG0001770	Syaj.g_02409	Pram.g_01612
OG0001771	Syaj.g_00669	Pram.g_01571
OG0001782	Syaj.g_02355	Pram.g_01497
OG0001795	Syaj.g_02873	Pram.g_00700
OG0001916	Syaj.g_00089	Pram.g_00432
OG0001956	Syaj.g_02662	Pram.g_00871
OG0002019	Syaj.g_01105	Pram.g_01951
OG0002274	Syaj.g_02341	Pram.g_01430
OG0002347	Syaj.g_01755	Pram.g_01661
OG0002397	Syaj.g_01136	Pram.g_00668
OG0002582	Syaj.g_02468	Pram.g_01492
OG0002663	Syaj.g_00130	Pram.g_01592
OG0002837	Syaj.g_00696	Pram.g_00601
