Orthogroup	Prad	Prap
OG0001166	Prad.g_01637	Prap.g_01587
OG0001167	Prad.g_01636	Prap.g_01585
OG0001168	Prad.g_01635	Prap.g_01584
OG0001169	Prad.g_01634	Prap.g_01583
OG0001170	Prad.g_01633	Prap.g_01582
OG0001171	Prad.g_01632	Prap.g_01581
OG0001172	Prad.g_01630	Prap.g_01579
OG0001173	Prad.g_01628	Prap.g_01577
OG0001174	Prad.g_01627	Prap.g_01576
OG0001175	Prad.g_01626	Prap.g_01575
OG0001176	Prad.g_01625	Prap.g_01573
OG0001177	Prad.g_01623	Prap.g_01571
OG0001178	Prad.g_01621	Prap.g_01568
OG0001179	Prad.g_01620	Prap.g_01567
OG0001180	Prad.g_01619	Prap.g_01566
OG0001181	Prad.g_01618	Prap.g_01565
OG0001182	Prad.g_01617	Prap.g_01564
OG0001183	Prad.g_01616	Prap.g_01563
OG0001184	Prad.g_01614	Prap.g_01561
OG0001185	Prad.g_01611	Prap.g_01559
OG0001186	Prad.g_01610	Prap.g_01558
OG0001187	Prad.g_01609	Prap.g_01557
OG0001188	Prad.g_01608	Prap.g_01556
OG0001189	Prad.g_01607	Prap.g_01555
OG0001190	Prad.g_01606	Prap.g_01554
OG0001191	Prad.g_01605	Prap.g_01553
OG0001192	Prad.g_01604	Prap.g_01552
OG0001193	Prad.g_01603	Prap.g_01551
OG0001194	Prad.g_01602	Prap.g_01550
OG0001195	Prad.g_01601	Prap.g_01549
OG0001196	Prad.g_01600	Prap.g_01548
OG0001197	Prad.g_01599	Prap.g_01547
OG0001198	Prad.g_01598	Prap.g_01546
OG0001199	Prad.g_01597	Prap.g_01545
OG0001200	Prad.g_01596	Prap.g_01544
OG0001201	Prad.g_01595	Prap.g_01543
OG0001202	Prad.g_01594	Prap.g_01542
OG0001203	Prad.g_01592	Prap.g_01541
OG0001204	Prad.g_01590	Prap.g_01539
OG0001205	Prad.g_01589	Prap.g_01537
OG0001206	Prad.g_01588	Prap.g_01536
OG0001207	Prad.g_01587	Prap.g_01535
OG0001208	Prad.g_01586	Prap.g_01534
OG0001209	Prad.g_01585	Prap.g_01533
OG0001210	Prad.g_01584	Prap.g_01532
OG0001211	Prad.g_01583	Prap.g_01531
OG0001212	Prad.g_01582	Prap.g_01530
OG0001213	Prad.g_01581	Prap.g_01529
OG0001214	Prad.g_01579	Prap.g_01527
OG0001215	Prad.g_01578	Prap.g_01526
OG0001216	Prad.g_01577	Prap.g_01525
OG0001217	Prad.g_01576	Prap.g_01524
OG0001218	Prad.g_01575	Prap.g_01523
OG0001219	Prad.g_01572	Prap.g_01520
OG0001220	Prad.g_01571	Prap.g_01519
OG0001221	Prad.g_01568	Prap.g_01515
OG0001222	Prad.g_01567	Prap.g_01514
OG0001223	Prad.g_01566	Prap.g_01513
OG0001224	Prad.g_01565	Prap.g_01511
OG0001225	Prad.g_01564	Prap.g_01510
OG0001226	Prad.g_01563	Prap.g_01509
OG0001227	Prad.g_01562	Prap.g_01508
OG0001228	Prad.g_01561	Prap.g_01507
OG0001229	Prad.g_01560	Prap.g_01506
OG0001230	Prad.g_01559	Prap.g_01505
OG0001231	Prad.g_01558	Prap.g_01504
OG0001232	Prad.g_01557	Prap.g_01501
OG0001233	Prad.g_01556	Prap.g_01500
OG0001234	Prad.g_01555	Prap.g_01499
OG0001235	Prad.g_01554	Prap.g_01498
OG0001236	Prad.g_01552	Prap.g_01496
OG0001237	Prad.g_01551	Prap.g_01495
OG0001238	Prad.g_01549	Prap.g_01492
OG0001239	Prad.g_01548	Prap.g_01491
OG0001240	Prad.g_01547	Prap.g_01490
OG0001241	Prad.g_01545	Prap.g_01874
OG0001242	Prad.g_01544	Prap.g_01873
OG0001243	Prad.g_01543	Prap.g_01872
OG0001244	Prad.g_01542	Prap.g_01871
OG0001245	Prad.g_01541	Prap.g_01870
OG0001246	Prad.g_01540	Prap.g_01869
OG0001247	Prad.g_01539	Prap.g_01868
OG0001248	Prad.g_01538	Prap.g_00056
OG0001249	Prad.g_01537	Prap.g_00055
OG0001250	Prad.g_01536	Prap.g_00054
OG0001251	Prad.g_01901	Prap.g_01086
OG0001252	Prad.g_01855	Prap.g_01036
OG0001253	Prad.g_01841	Prap.g_01021
OG0001254	Prad.g_01710	Prap.g_01429
OG0001255	Prad.g_01658	Prap.g_01373
OG0001257	Prad.g_00025	Prap.g_01285
OG0001258	Prad.g_00131	Prap.g_01269
OG0001259	Prad.g_01379	Prap.g_01178
OG0001260	Prad.g_01091	Prap.g_00693
OG0001261	Prad.g_01181	Prap.g_00747
OG0001262	Prad.g_00297	Prap.g_00730
OG0001263	Prad.g_00276	Prap.g_00477
OG0001264	Prad.g_00246	Prap.g_00859
OG0001265	Prad.g_00137	Prap.g_00300
OG0001266	Prad.g_00995	Prap.g_01129
OG0001267	Prad.g_01512	Prap.g_00474
OG0001268	Prad.g_01499	Prap.g_00459
OG0001269	Prad.g_00611	Prap.g_01927
OG0001270	Prad.g_00474	Prap.g_00164
OG0001271	Prad.g_00463	Prap.g_00177
OG0001272	Prad.g_00421	Prap.g_01120
OG0001273	Prad.g_00420	Prap.g_00238
OG0001274	Prad.g_00415	Prap.g_01907
OG0001275	Prad.g_00397	Prap.g_00531
OG0001276	Prad.g_00384	Prap.g_00321
OG0001277	Prad.g_00369	Prap.g_01820
OG0001278	Prad.g_00949	Prap.g_01788
OG0001279	Prad.g_00945	Prap.g_01784
OG0001280	Prad.g_00942	Prap.g_01781
OG0001281	Prad.g_00876	Prap.g_01710
OG0001282	Prad.g_00851	Prap.g_01774
OG0001283	Prad.g_00769	Prap.g_01600
OG0001285	Prad.g_01591	Prap.g_01540
OG0001286	Prad.g_01546	Prap.g_01488
OG0001287	Prad.g_01299	Prap.g_01906
OG0001288	Prad.g_00070	Prap.g_01329
OG0001290	Prad.g_01956	Prap.g_00924
OG0001291	Prad.g_01922	Prap.g_00879
OG0001292	Prad.g_01919	Prap.g_00876
OG0001294	Prad.g_01900	Prap.g_01085
OG0001295	Prad.g_01874	Prap.g_01055
OG0001296	Prad.g_01868	Prap.g_01048
OG0001297	Prad.g_01792	Prap.g_00970
OG0001298	Prad.g_01748	Prap.g_01468
OG0001299	Prad.g_01739	Prap.g_01459
OG0001300	Prad.g_00736	Prap.g_00541
OG0001301	Prad.g_01426	Prap.g_00390
OG0001302	Prad.g_01096	Prap.g_01899, Prap.g_01848
OG0001303	Prad.g_01100	Prap.g_00519
OG0001304	Prad.g_01027	Prap.g_00699
OG0001305	Prad.g_01022	Prap.g_00704
OG0001306	Prad.g_00988	Prap.g_01502
OG0001307	Prad.g_00979	Prap.g_00542
OG0001308	Prad.g_00647	Prap.g_00228
OG0001309	Prad.g_00649	Prap.g_01538
OG0001310	Prad.g_00660	Prap.g_00035
OG0001311	Prad.g_01467	Prap.g_00423
OG0001312	Prad.g_00610	Prap.g_01926
OG0001313	Prad.g_00417	Prap.g_01344
OG0001315	Prad.g_00883	Prap.g_01720
OG0001316	Prad.g_00773	Prap.g_01604
OG0001318	Prad.g_01852	Prap.g_01033
OG0001319	Prad.g_01753	Prap.g_01474
OG0001320	Prad.g_00039	Prap.g_01919
OG0001322	Prad.g_01126	Prap.g_00505
OG0001323	Prad.g_01003	Prap.g_00870
OG0001324	Prad.g_00971	Prap.g_00647
OG0001325	Prad.g_00653	Prap.g_00607
OG0001326	Prad.g_00338	Prap.g_01911
OG0001327	Prad.g_00340	Prap.g_00227
OG0001328	Prad.g_00623	Prap.g_00566
OG0001329	Prad.g_00574	Prap.g_01493
OG0001330	Prad.g_00424	Prap.g_00210
OG0001331	Prad.g_00944	Prap.g_01783
OG0001332	Prad.g_00894	Prap.g_01731
OG0001333	Prad.g_00803	Prap.g_01638
OG0001334	Prad.g_01629	Prap.g_01578
OG0001336	Prad.g_01865	Prap.g_01046
OG0001337	Prad.g_01875	Prap.g_01056
OG0001338	Prad.g_01847	Prap.g_00580
OG0001339	Prad.g_01788	Prap.g_00966
OG0001340	Prad.g_01743	Prap.g_01463
OG0001341	Prad.g_01730	Prap.g_01450
OG0001342	Prad.g_01711	Prap.g_01430
OG0001343	Prad.g_01652	Prap.g_01367
OG0001345	Prad.g_00668	Prap.g_01332
OG0001346	Prad.g_00035	Prap.g_01295
OG0001347	Prad.g_00021	Prap.g_01281
OG0001349	Prad.g_00120	Prap.g_01258
OG0001350	Prad.g_00115	Prap.g_01253
OG0001351	Prad.g_01366	Prap.g_01192
OG0001352	Prad.g_01256	Prap.g_00819
OG0001353	Prad.g_01277	Prap.g_00942
OG0001355	Prad.g_00307	Prap.g_00740
OG0001356	Prad.g_00262	Prap.g_00662
OG0001357	Prad.g_00158	Prap.g_00285
OG0001358	Prad.g_00138	Prap.g_00299
OG0001359	Prad.g_01525	Prap.g_01878
OG0001360	Prad.g_01524	Prap.g_01877
OG0001361	Prad.g_01445	Prap.g_00402
OG0001362	Prad.g_01216	Prap.g_00610
OG0001363	Prad.g_00563	Prap.g_00890
OG0001364	Prad.g_00444	Prap.g_00196
OG0001365	Prad.g_00376	Prap.g_00894
OG0001366	Prad.g_00904	Prap.g_01741
OG0001368	Prad.g_01622	Prap.g_01570
OG0001371	Prad.g_01926	Prap.g_00884
OG0001372	Prad.g_01925	Prap.g_00882
OG0001373	Prad.g_01918	Prap.g_00875
OG0001374	Prad.g_01906	Prap.g_01091
OG0001375	Prad.g_01858	Prap.g_01038
OG0001376	Prad.g_01757	Prap.g_01478
OG0001377	Prad.g_01735	Prap.g_01454
OG0001378	Prad.g_01719	Prap.g_01437
OG0001379	Prad.g_00748	Prap.g_00162
OG0001380	Prad.g_01980	Prap.g_00803
OG0001381	Prad.g_00053	Prap.g_01309
OG0001382	Prad.g_00046	Prap.g_01303
OG0001383	Prad.g_00118	Prap.g_01256
OG0001384	Prad.g_00110	Prap.g_01248
OG0001385	Prad.g_01240	Prap.g_00359
OG0001386	Prad.g_01248	Prap.g_00827
OG0001387	Prad.g_01250	Prap.g_00825
OG0001388	Prad.g_01260	Prap.g_00814
OG0001389	Prad.g_01054	Prap.g_00342
OG0001390	Prad.g_01090	Prap.g_00511
OG0001391	Prad.g_01131	Prap.g_00689
OG0001392	Prad.g_00263	Prap.g_00663
OG0001393	Prad.g_00261	Prap.g_00661
OG0001394	Prad.g_00240	Prap.g_00853
OG0001395	Prad.g_00237	Prap.g_00850
OG0001396	Prad.g_00154	Prap.g_01817
OG0001397	Prad.g_01034	Prap.g_00312
OG0001398	Prad.g_01014	Prap.g_00712
OG0001399	Prad.g_01005	Prap.g_00671
OG0001400	Prad.g_00997	Prap.g_00528
OG0001401	Prad.g_01320	Prap.g_00040
OG0001402	Prad.g_01510	Prap.g_00471
OG0001403	Prad.g_00627	Prap.g_00562
OG0001404	Prad.g_00603	Prap.g_00315
OG0001405	Prad.g_00593	Prap.g_00060
OG0001406	Prad.g_00475	Prap.g_00163
OG0001407	Prad.g_00472	Prap.g_00166
OG0001408	Prad.g_00423	Prap.g_00211
OG0001409	Prad.g_00409	Prap.g_01858
OG0001410	Prad.g_00395	Prap.g_01921
OG0001412	Prad.g_00205	Prap.g_00676
OG0001414	Prad.g_01932	Prap.g_00509
OG0001417	Prad.g_01249	Prap.g_00826
OG0001418	Prad.g_01103	Prap.g_00598
OG0001419	Prad.g_01135	Prap.g_00684
OG0001420	Prad.g_00259	Prap.g_00659
OG0001421	Prad.g_00255	Prap.g_00654
OG0001422	Prad.g_01000	Prap.g_00616
OG0001423	Prad.g_01523	Prap.g_00620
OG0001424	Prad.g_00074	Prap.g_00214
OG0001425	Prad.g_00403	Prap.g_00524
OG0001427	Prad.g_00737	Prap.g_01843
OG0001428	Prad.g_00560	Prap.g_00093, Prap.g_00095
OG0001430	Prad.g_00145	Prap.g_00030
OG0001431	Prad.g_00999	Prap.g_00038
OG0001432	Prad.g_00996	Prap.g_00527
OG0001435	Prad.g_00411	Prap.g_00492
OG0001439	Prad.g_01178	Prap.g_00750
OG0001440	Prad.g_00134	Prap.g_00304
OG0001441	Prad.g_00640	Prap.g_01894
OG0001443	Prad.g_01513	Prap.g_00475
OG0001444	Prad.g_01477	Prap.g_00436
OG0001445	Prad.g_01202	Prap.g_01890
OG0001446	Prad.g_01204	Prap.g_01889
OG0001447	Prad.g_01205	Prap.g_00482
OG0001449	Prad.g_00536	Prap.g_00083
OG0001451	Prad.g_00546	Prap.g_00633
OG0001452	Prad.g_01573	Prap.g_01521
OG0001454	Prad.g_00743	Prap.g_01311
OG0001455	Prad.g_01191	Prap.g_00629
OG0001456	Prad.g_01378	Prap.g_01179
OG0001457	Prad.g_01276	Prap.g_00794
OG0001458	Prad.g_01089	Prap.g_00625
OG0001459	Prad.g_01124	Prap.g_01947
OG0001460	Prad.g_00285	Prap.g_01125
OG0001461	Prad.g_00213	Prap.g_00349
OG0001462	Prad.g_00146	Prap.g_00496
OG0001463	Prad.g_01006	Prap.g_01305
OG0001465	Prad.g_00334	Prap.g_00520
OG0001466	Prad.g_00348	Prap.g_00226
OG0001468	Prad.g_00780	Prap.g_01613
OG0001469	Prad.g_01498	Prap.g_00458
OG0001473	Prad.g_00277	Prap.g_00690
OG0001482	Prad.g_01318, Prad.g_01985	Prap.g_01884
OG0001483	Prad.g_00364	Prap.g_00555
OG0001484	Prad.g_00562	Prap.g_00889
OG0001485	Prad.g_00881	Prap.g_01718
OG0001486	Prad.g_00225	Prap.g_00838
OG0001488	Prad.g_01819	Prap.g_00998
OG0001489	Prad.g_00734	Prap.g_01688
OG0001490	Prad.g_00701	Prap.g_01716
OG0001492	Prad.g_01179	Prap.g_00749
OG0001504	Prad.g_00230	Prap.g_00843
OG0001505	Prad.g_01189	Prap.g_01901
OG0001506	Prad.g_00984	Prap.g_00503
OG0001508	Prad.g_00412	Prap.g_01814
OG0001509	Prad.g_00861	Prap.g_01112
OG0001519	Prad.g_00722	Prap.g_01905
OG0001521	Prad.g_00375	Prap.g_00893
OG0001522	Prad.g_00075, Prad.g_00962	Prap.g_00018, Prap.g_01859
OG0001544	Prad.g_00082	Prap.g_01902
OG0001546	Prad.g_01046	Prap.g_00745
OG0001558	Prad.g_01073, Prad.g_01084	Prap.g_00019
OG0001574	Prad.g_00315	Prap.g_00609
OG0001579	Prad.g_00535	Prap.g_00097
OG0001593	Prad.g_00047	Prap.g_01304
OG0001607	Prad.g_00087	Prap.g_01949, Prap.g_01948
OG0001627	Prad.g_01192	Prap.g_01866
OG0001631	Prad.g_01437	Prap.g_01134
OG0001694	Prad.g_01186	Prap.g_01341
OG0001714	Prad.g_00573	Prap.g_00161
OG0001735	Prad.g_00079	Prap.g_01844, Prap.g_01816
OG0001736	Prad.g_00229	Prap.g_00842
OG0001869	Prad.g_00553	Prap.g_01935
OG0001873	Prad.g_00309	Prap.g_00057
OG0001880	Prad.g_00570	Prap.g_00006
OG0001961	Prad.g_01286	Prap.g_00033
OG0001962	Prad.g_00543	Prap.g_00583
OG0001963	Prad.g_00544	Prap.g_00582
OG0001964	Prad.g_00545	Prap.g_00581
OG0001994	Prad.g_00089	Prap.g_01340
OG0002191	Prad.g_01288	Prap.g_00634
OG0002195	Prad.g_00088	Prap.g_01339
OG0002275	Prad.g_00542	Prap.g_00584
OG0003100	Prad.g_01329	Prap.g_01876
