Orthogroup	Praw	Syat
OG0001199	Praw.g_01360	Syat.g_01475
OG0001200	Praw.g_01358	Syat.g_01477
OG0001201	Praw.g_01327	Syat.g_01572
OG0001202	Praw.g_01236	Syat.g_02812
OG0001203	Praw.g_01197	Syat.g_01447
OG0001204	Praw.g_00890	Syat.g_01867
OG0001205	Praw.g_00702	Syat.g_01287
OG0001206	Praw.g_00685	Syat.g_03268
OG0001207	Praw.g_00670	Syat.g_03162
OG0001209	Praw.g_00613	Syat.g_03273
OG0001210	Praw.g_00608	Syat.g_00103
OG0001211	Praw.g_00598	Syat.g_00078
OG0001213	Praw.g_00165	Syat.g_03289
OG0001214	Praw.g_01885	Syat.g_00128
OG0001216	Praw.g_01807	Syat.g_00660
OG0001217	Praw.g_01759	Syat.g_02587
OG0001218	Praw.g_01751	Syat.g_01356
OG0001219	Praw.g_01708	Syat.g_00629
OG0001220	Praw.g_01647	Syat.g_01534
OG0001222	Praw.g_01547	Syat.g_00597
OG0001223	Praw.g_01521	Syat.g_00544
OG0001224	Praw.g_01471	Syat.g_00804
OG0001225	Praw.g_01469	Syat.g_00806
OG0001226	Praw.g_01443	Syat.g_01485
OG0001228	Praw.g_00279	Syat.g_00938
OG0001229	Praw.g_01014	Syat.g_00981
OG0001230	Praw.g_01091	Syat.g_01235
OG0001231	Praw.g_00432	Syat.g_02327
OG0001232	Praw.g_00538	Syat.g_03041
OG0001233	Praw.g_00558	Syat.g_03012
OG0001234	Praw.g_01902	Syat.g_02092
OG0001235	Praw.g_01893	Syat.g_01838
OG0001236	Praw.g_00062	Syat.g_02156
OG0001237	Praw.g_00058	Syat.g_02161
OG0001238	Praw.g_01176	Syat.g_02673
OG0001239	Praw.g_01363	Syat.g_01472
OG0001241	Praw.g_01334	Syat.g_01564
OG0001242	Praw.g_01316	Syat.g_02936
OG0001243	Praw.g_01310	Syat.g_02928
OG0001244	Praw.g_01294	Syat.g_02901
OG0001245	Praw.g_00753	Syat.g_00212
OG0001246	Praw.g_00644	Syat.g_03209
OG0001247	Praw.g_01839	Syat.g_01019
OG0001248	Praw.g_01837	Syat.g_03159
OG0001249	Praw.g_01719	Syat.g_01620
OG0001250	Praw.g_01658	Syat.g_00739
OG0001251	Praw.g_01610	Syat.g_00963, Syat.g_00621
OG0001252	Praw.g_01476	Syat.g_00787
OG0001255	Praw.g_00218	Syat.g_00843
OG0001256	Praw.g_00425	Syat.g_03111
OG0001257	Praw.g_00431	Syat.g_01716
OG0001258	Praw.g_00512	Syat.g_03119
OG0001259	Praw.g_00556	Syat.g_03014
OG0001261	Praw.g_00104	Syat.g_01791
OG0001262	Praw.g_01193	Syat.g_02285
OG0001263	Praw.g_01307	Syat.g_02926
OG0001265	Praw.g_01317	Syat.g_02938
OG0001266	Praw.g_01232	Syat.g_02808
OG0001267	Praw.g_00854	Syat.g_02060
OG0001268	Praw.g_00791	Syat.g_01608
OG0001269	Praw.g_00773	Syat.g_02369
OG0001270	Praw.g_00713	Syat.g_02968
OG0001271	Praw.g_00675	Syat.g_01374
OG0001272	Praw.g_00662	Syat.g_03176
OG0001274	Praw.g_01819	Syat.g_02727
OG0001275	Praw.g_01511	Syat.g_00529
OG0001276	Praw.g_01492	Syat.g_00705
OG0001277	Praw.g_01435	Syat.g_03312
OG0001278	Praw.g_00284	Syat.g_00895
OG0001279	Praw.g_00930	Syat.g_01252
OG0001281	Praw.g_00986	Syat.g_01159
OG0001282	Praw.g_01017	Syat.g_02780
OG0001286	Praw.g_00092	Syat.g_01656
OG0001287	Praw.g_00037	Syat.g_02208
OG0001288	Praw.g_00028	Syat.g_02225
OG0001289	Praw.g_01347	Syat.g_01527
OG0001290	Praw.g_01335	Syat.g_01563
OG0001291	Praw.g_01300	Syat.g_02916
OG0001292	Praw.g_00885	Syat.g_01873
OG0001293	Praw.g_00873	Syat.g_01995
OG0001294	Praw.g_00755	Syat.g_00409
OG0001295	Praw.g_00680	Syat.g_00945
OG0001296	Praw.g_00639	Syat.g_03217
OG0001297	Praw.g_00634	Syat.g_03221
OG0001298	Praw.g_01924	Syat.g_00043
OG0001299	Praw.g_01856	Syat.g_00401
OG0001300	Praw.g_01829	Syat.g_01025
OG0001303	Praw.g_01507	Syat.g_00628
OG0001304	Praw.g_01482	Syat.g_00690
OG0001305	Praw.g_01463	Syat.g_00813
OG0001306	Praw.g_00220	Syat.g_03234
OG0001307	Praw.g_00998	Syat.g_02082
OG0001308	Praw.g_00347	Syat.g_01176
OG0001309	Praw.g_00429	Syat.g_01113
OG0001310	Praw.g_00527	Syat.g_03066
OG0001311	Praw.g_01490	Syat.g_00703
OG0001312	Praw.g_01558	Syat.g_00615
OG0001314	Praw.g_01768	Syat.g_00839, Syat.g_00137
OG0001315	Praw.g_01373	Syat.g_01634
OG0001317	Praw.g_01201	Syat.g_01451
OG0001318	Praw.g_00877	Syat.g_01888
OG0001319	Praw.g_00862	Syat.g_02048
OG0001323	Praw.g_00629	Syat.g_01111
OG0001325	Praw.g_01804	Syat.g_00664
OG0001326	Praw.g_01622	Syat.g_02525
OG0001327	Praw.g_01452	Syat.g_00414
OG0001329	Praw.g_00194	Syat.g_00097
OG0001331	Praw.g_01022	Syat.g_01301
OG0001333	Praw.g_00552	Syat.g_03018
OG0001336	Praw.g_01150	Syat.g_02402
OG0001345	Praw.g_00253	Syat.g_00290
OG0001347	Praw.g_00340	Syat.g_01136
OG0001348	Praw.g_00453	Syat.g_03316
OG0001349	Praw.g_01082	Syat.g_01220
OG0001351	Praw.g_00693	Syat.g_01318
OG0001353	Praw.g_01666	Syat.g_00717
OG0001354	Praw.g_01529	Syat.g_00558
OG0001355	Praw.g_00463	Syat.g_02589
OG0001356	Praw.g_01734	Syat.g_01035
OG0001358	Praw.g_00156	Syat.g_03319
OG0001360	Praw.g_01422	Syat.g_00256
OG0001361	Praw.g_00250	Syat.g_00293
OG0001364	Praw.g_00069	Syat.g_02143
OG0001365	Praw.g_01183	Syat.g_02687
OG0001371	Praw.g_01843	Syat.g_01490
OG0001373	Praw.g_01623	Syat.g_02524
OG0001374	Praw.g_01615	Syat.g_02541
OG0001376	Praw.g_01458	Syat.g_00841
OG0001377	Praw.g_01457	Syat.g_00842
OG0001378	Praw.g_00171	Syat.g_02967
OG0001379	Praw.g_00975	Syat.g_01147
OG0001382	Praw.g_00445	Syat.g_00101
OG0001385	Praw.g_01626	Syat.g_02521
OG0001386	Praw.g_01625	Syat.g_02522
OG0001387	Praw.g_01624	Syat.g_02523
OG0001388	Praw.g_01621	Syat.g_02526
OG0001389	Praw.g_01620	Syat.g_02531
OG0001390	Praw.g_01619	Syat.g_02532
OG0001391	Praw.g_01618	Syat.g_02533
OG0001392	Praw.g_01617	Syat.g_02539
OG0001393	Praw.g_01616	Syat.g_02540
OG0001396	Praw.g_00341	Syat.g_01137
OG0001401	Praw.g_00908	Syat.g_00721
OG0001402	Praw.g_01744	Syat.g_03314
OG0001403	Praw.g_01398	Syat.g_02307
OG0001406	Praw.g_01459	Syat.g_00840
OG0001408	Praw.g_01440	Syat.g_00211
OG0001409	Praw.g_00241	Syat.g_01007
OG0001411	Praw.g_01053	Syat.g_01188
OG0001413	Praw.g_00421	Syat.g_00853
OG0001415	Praw.g_01204	Syat.g_00017
OG0001416	Praw.g_00688	Syat.g_02491
OG0001417	Praw.g_00678	Syat.g_01705
OG0001418	Praw.g_01838	Syat.g_03267
OG0001420	Praw.g_00179	Syat.g_01099
OG0001421	Praw.g_00426	Syat.g_03056
OG0001429	Praw.g_01707	Syat.g_00627
OG0001430	Praw.g_00948	Syat.g_03343
OG0001432	Praw.g_00420	Syat.g_00846
OG0001433	Praw.g_01735	Syat.g_01429
OG0001434	Praw.g_01578	Syat.g_00455
OG0001437	Praw.g_01205	Syat.g_00016
OG0001438	Praw.g_00841	Syat.g_02076
OG0001439	Praw.g_00827	Syat.g_02105
OG0001441	Praw.g_00627	Syat.g_01109
OG0001443	Praw.g_00498	Syat.g_02649
OG0001449	Praw.g_00738	Syat.g_00800
OG0001451	Praw.g_01638	Syat.g_02877
OG0001452	Praw.g_01609	Syat.g_01881
OG0001453	Praw.g_01517	Syat.g_00538
OG0001454	Praw.g_01429	Syat.g_00189
OG0001456	Praw.g_00211	Syat.g_02545
OG0001457	Praw.g_00212	Syat.g_02546
OG0001458	Praw.g_00213	Syat.g_02547
OG0001459	Praw.g_00939	Syat.g_03357, Syat.g_03358
OG0001460	Praw.g_01736	Syat.g_01430
OG0001462	Praw.g_01394	Syat.g_02301
OG0001467	Praw.g_01718	Syat.g_02457
OG0001473	Praw.g_00020	Syat.g_00190
OG0001477	Praw.g_00320	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001479	Praw.g_00793	Syat.g_01610
OG0001480	Praw.g_00763	Syat.g_00100
OG0001482	Praw.g_00690	Syat.g_00549
OG0001486	Praw.g_00232	Syat.g_03258
OG0001492	Praw.g_00281	Syat.g_00898
OG0001493	Praw.g_00289	Syat.g_00890
OG0001496	Praw.g_00318	Syat.g_00316
OG0001497	Praw.g_00319	Syat.g_00317
OG0001502	Praw.g_01727	Syat.g_00757
OG0001504	Praw.g_00940, Praw.g_00485	Syat.g_03356
OG0001505	Praw.g_01044	Syat.g_01215
OG0001507	Praw.g_00478	Syat.g_03261
OG0001514	Praw.g_00317	Syat.g_00315
OG0001523	Praw.g_00205	Syat.g_01089
OG0001524	Praw.g_00206	Syat.g_01088
OG0001526	Praw.g_01049	Syat.g_02907
OG0001546	Praw.g_00624	Syat.g_01106
OG0001547	Praw.g_01725	Syat.g_00645
OG0001549	Praw.g_01640	Syat.g_00799
OG0001553	Praw.g_01086	Syat.g_01230
OG0001554	Praw.g_00427	Syat.g_01005
OG0001556	Praw.g_01742	Syat.g_03334, Syat.g_03147
OG0001558	Praw.g_00911	Syat.g_02323
OG0001564	Praw.g_01062	Syat.g_01209
OG0001567	Praw.g_01726	Syat.g_00651
OG0001568	Praw.g_01724	Syat.g_00643
OG0001587	Praw.g_01920	Syat.g_02990
OG0001613	Praw.g_00077	Syat.g_01635
OG0001635	Praw.g_00480	Syat.g_02229, Syat.g_01993
OG0001647	Praw.g_00861	Syat.g_02051
OG0001652	Praw.g_00909	Syat.g_02326
OG0001666	Praw.g_00938	Syat.g_03349
OG0001671	Praw.g_00916	Syat.g_02742
OG0001700	Praw.g_01737	Syat.g_01074
OG0001701	Praw.g_01918	Syat.g_02905
OG0001745	Praw.g_00419	Syat.g_00971
OG0001782	Praw.g_00799	Syat.g_01210
OG0001792	Praw.g_01068	Syat.g_00905
OG0002244	Praw.g_00477	Syat.g_00744
