Orthogroup	Praw	Prah
OG0001171	Praw.g_00567	Prah.g_01742
OG0001172	Praw.g_01914	Prah.g_02068
OG0001173	Praw.g_01913	Prah.g_02067
OG0001174	Praw.g_01905	Prah.g_02059
OG0001175	Praw.g_01904	Prah.g_02058
OG0001176	Praw.g_01897	Prah.g_02042
OG0001177	Praw.g_01895	Prah.g_02044
OG0001178	Praw.g_01890	Prah.g_01682
OG0001179	Praw.g_00112	Prah.g_02013
OG0001180	Praw.g_00090	Prah.g_01988
OG0001181	Praw.g_00086	Prah.g_01984
OG0001182	Praw.g_00079	Prah.g_01976
OG0001183	Praw.g_00075	Prah.g_01965
OG0001184	Praw.g_00059	Prah.g_02239
OG0001185	Praw.g_00045	Prah.g_00156
OG0001186	Praw.g_00021	Prah.g_00088
OG0001187	Praw.g_00017	Prah.g_00085
OG0001188	Praw.g_00015	Prah.g_00080
OG0001189	Praw.g_01191	Prah.g_00057
OG0001190	Praw.g_01187	Prah.g_02490
OG0001191	Praw.g_01177	Prah.g_02503
OG0001192	Praw.g_01172	Prah.g_02508
OG0001193	Praw.g_01162	Prah.g_02548
OG0001194	Praw.g_01161	Prah.g_02550
OG0001195	Praw.g_01160	Prah.g_02551
OG0001196	Praw.g_01147	Prah.g_02587
OG0001197	Praw.g_01146	Prah.g_02589
OG0001198	Praw.g_01139	Prah.g_02601
OG0001199	Praw.g_01360	Prah.g_01844
OG0001200	Praw.g_01358	Prah.g_01846
OG0001201	Praw.g_01327	Prah.g_01898
OG0001202	Praw.g_01236	Prah.g_02359
OG0001204	Praw.g_00890	Prah.g_02077
OG0001205	Praw.g_00702	Prah.g_00240
OG0001206	Praw.g_00685	Prah.g_00291
OG0001207	Praw.g_00670	Prah.g_01575
OG0001209	Praw.g_00613	Prah.g_01498
OG0001210	Praw.g_00608	Prah.g_01484
OG0001211	Praw.g_00598	Prah.g_01467
OG0001212	Praw.g_01942	Prah.g_01407
OG0001213	Praw.g_00165	Prah.g_00510
OG0001214	Praw.g_01885	Prah.g_00499
OG0001215	Praw.g_01832	Prah.g_00973
OG0001216	Praw.g_01807	Prah.g_00885
OG0001217	Praw.g_01759	Prah.g_01447
OG0001218	Praw.g_01751	Prah.g_00356
OG0001219	Praw.g_01708	Prah.g_00755
OG0001220	Praw.g_01647	Prah.g_00575
OG0001221	Praw.g_01586	Prah.g_00715
OG0001222	Praw.g_01547	Prah.g_02517
OG0001223	Praw.g_01521	Prah.g_00824
OG0001224	Praw.g_01471	Prah.g_00911
OG0001225	Praw.g_01469	Prah.g_00913
OG0001226	Praw.g_01443	Prah.g_01192
OG0001227	Praw.g_01424	Prah.g_01601
OG0001228	Praw.g_00279	Prah.g_01278
OG0001229	Praw.g_01014	Prah.g_01663
OG0001230	Praw.g_01091	Prah.g_00418
OG0001231	Praw.g_00432	Prah.g_00018
OG0001232	Praw.g_00538	Prah.g_01704
OG0001233	Praw.g_00558	Prah.g_01732
OG0001234	Praw.g_01902	Prah.g_02055
OG0001235	Praw.g_01893	Prah.g_02047
OG0001236	Praw.g_00062	Prah.g_02235
OG0001237	Praw.g_00058	Prah.g_02240
OG0001238	Praw.g_01176	Prah.g_02504
OG0001239	Praw.g_01363	Prah.g_01841
OG0001241	Praw.g_01334	Prah.g_01891
OG0001242	Praw.g_01316	Prah.g_00185
OG0001243	Praw.g_01310	Prah.g_02251
OG0001244	Praw.g_01294	Prah.g_02279
OG0001245	Praw.g_00753	Prah.g_01181
OG0001246	Praw.g_00644	Prah.g_01537
OG0001247	Praw.g_01839	Prah.g_00625
OG0001248	Praw.g_01837	Prah.g_00981
OG0001249	Praw.g_01719	Prah.g_01946
OG0001250	Praw.g_01658	Prah.g_00597
OG0001252	Praw.g_01476	Prah.g_00906
OG0001253	Praw.g_01423	Prah.g_01176
OG0001254	Praw.g_00203	Prah.g_02525
OG0001255	Praw.g_00218	Prah.g_01037
OG0001256	Praw.g_00425	Prah.g_01658
OG0001258	Praw.g_00512	Prah.g_01671
OG0001259	Praw.g_00556	Prah.g_01730
OG0001260	Praw.g_00573	Prah.g_01761
OG0001261	Praw.g_00104	Prah.g_02004
OG0001262	Praw.g_01193	Prah.g_00060
OG0001263	Praw.g_01307	Prah.g_02253
OG0001265	Praw.g_01317	Prah.g_00187
OG0001266	Praw.g_01232	Prah.g_02363
OG0001267	Praw.g_00854	Prah.g_02134
OG0001268	Praw.g_00791	Prah.g_01934
OG0001269	Praw.g_00773	Prah.g_00579
OG0001270	Praw.g_00713	Prah.g_00228
OG0001271	Praw.g_00675	Prah.g_00309
OG0001272	Praw.g_00662	Prah.g_01560
OG0001273	Praw.g_00167	Prah.g_00506
OG0001274	Praw.g_01819	Prah.g_02393
OG0001275	Praw.g_01511	Prah.g_00837
OG0001276	Praw.g_01492	Prah.g_00855
OG0001277	Praw.g_01435	Prah.g_02573
OG0001278	Praw.g_00284	Prah.g_01284
OG0001279	Praw.g_00930	Prah.g_00431
OG0001280	Praw.g_00980	Prah.g_01361
OG0001281	Praw.g_00986	Prah.g_01370
OG0001285	Praw.g_00541	Prah.g_01709
OG0001286	Praw.g_00092	Prah.g_01990
OG0001287	Praw.g_00037	Prah.g_00148
OG0001288	Praw.g_00028	Prah.g_00130
OG0001290	Praw.g_01335	Prah.g_01890
OG0001291	Praw.g_01300	Prah.g_02263
OG0001292	Praw.g_00885	Prah.g_02083
OG0001293	Praw.g_00873	Prah.g_02108
OG0001294	Praw.g_00755	Prah.g_00443
OG0001295	Praw.g_00680	Prah.g_01481
OG0001296	Praw.g_00639	Prah.g_01531
OG0001297	Praw.g_00634	Prah.g_01527
OG0001298	Praw.g_01924	Prah.g_01435
OG0001300	Praw.g_01829	Prah.g_00986
OG0001301	Praw.g_01826	Prah.g_01023
OG0001302	Praw.g_01710	Prah.g_01802
OG0001303	Praw.g_01507	Prah.g_00756
OG0001307	Praw.g_00998	Prah.g_00326
OG0001308	Praw.g_00347	Prah.g_00396
OG0001309	Praw.g_00429	Prah.g_01521
OG0001310	Praw.g_00527	Prah.g_01693
OG0001311	Praw.g_01490	Prah.g_00857
OG0001312	Praw.g_01558	Prah.g_00766
OG0001313	Praw.g_00921, Praw.g_00923, Praw.g_00315	Prah.g_00300, Prah.g_00299
OG0001316	Praw.g_01295	Prah.g_02269
OG0001319	Praw.g_00862	Prah.g_02124
OG0001321	Praw.g_00696	Prah.g_00253
OG0001322	Praw.g_00695	Prah.g_00254
OG0001323	Praw.g_00629	Prah.g_01518
OG0001324	Praw.g_01828	Prah.g_00987
OG0001326	Praw.g_01622	Prah.g_02557
OG0001327	Praw.g_01452	Prah.g_00555
OG0001328	Praw.g_01425	Prah.g_00722
OG0001329	Praw.g_00194	Prah.g_01213
OG0001330	Praw.g_00953	Prah.g_01354
OG0001331	Praw.g_01022	Prah.g_01581
OG0001332	Praw.g_00380	Prah.g_01605
OG0001333	Praw.g_00552	Prah.g_01726
OG0001334	Praw.g_00072	Prah.g_01961
OG0001335	Praw.g_00071	Prah.g_01960
OG0001336	Praw.g_01150	Prah.g_02583
OG0001339	Praw.g_01332	Prah.g_01893
OG0001340	Praw.g_00806	Prah.g_01949
OG0001341	Praw.g_01761	Prah.g_00615
OG0001344	Praw.g_00238	Prah.g_01317
OG0001347	Praw.g_00340	Prah.g_00098
OG0001348	Praw.g_00453	Prah.g_02412
OG0001350	Praw.g_01198	Prah.g_01778
OG0001351	Praw.g_00693	Prah.g_00256
OG0001352	Praw.g_01842	Prah.g_01029
OG0001353	Praw.g_01666	Prah.g_00606
OG0001354	Praw.g_01529	Prah.g_00813
OG0001355	Praw.g_00463	Prah.g_00710
OG0001356	Praw.g_01734	Prah.g_02519
OG0001358	Praw.g_00156	Prah.g_00527
OG0001360	Praw.g_01422	Prah.g_01240
OG0001361	Praw.g_00250	Prah.g_01294
OG0001362	Praw.g_00351	Prah.g_00390
OG0001363	Praw.g_00353	Prah.g_00388
OG0001365	Praw.g_01183	Prah.g_02495
OG0001369	Praw.g_01342	Prah.g_01880
OG0001371	Praw.g_01843	Prah.g_01789
OG0001372	Praw.g_01752	Prah.g_01812
OG0001373	Praw.g_01623	Prah.g_02556
OG0001374	Praw.g_01615	Prah.g_02564
OG0001376	Praw.g_01458	Prah.g_02511
OG0001377	Praw.g_01457	Prah.g_02510
OG0001378	Praw.g_00171	Prah.g_00223
OG0001379	Praw.g_00975	Prah.g_01356
OG0001380	Praw.g_01003	Prah.g_00571
OG0001381	Praw.g_01010	Prah.g_00895
OG0001382	Praw.g_00445	Prah.g_00891
OG0001385	Praw.g_01626	Prah.g_02553
OG0001386	Praw.g_01625	Prah.g_02554
OG0001387	Praw.g_01624	Prah.g_02555
OG0001388	Praw.g_01621	Prah.g_02558
OG0001389	Praw.g_01620	Prah.g_02559
OG0001390	Praw.g_01619	Prah.g_02560
OG0001391	Praw.g_01618	Prah.g_02561
OG0001392	Praw.g_01617	Prah.g_02562
OG0001393	Praw.g_01616	Prah.g_02563
OG0001395	Praw.g_01480	Prah.g_00868
OG0001396	Praw.g_00341	Prah.g_00099
OG0001397	Praw.g_00352	Prah.g_00389
OG0001398	Praw.g_00459	Prah.g_01180
OG0001399	Praw.g_01900	Prah.g_01971, Prah.g_00340
OG0001401	Praw.g_00908	Prah.g_00602
OG0001402	Praw.g_01744	Prah.g_00522
OG0001403	Praw.g_01398	Prah.g_00037
OG0001405	Praw.g_00808	Prah.g_01957
OG0001406	Praw.g_01459	Prah.g_02512
OG0001409	Praw.g_00241	Prah.g_01307
OG0001410	Praw.g_00999	Prah.g_00325
OG0001414	Praw.g_01206	Prah.g_01786
OG0001415	Praw.g_01204	Prah.g_01412
OG0001416	Praw.g_00688	Prah.g_01367
OG0001418	Praw.g_01838	Prah.g_02051
OG0001422	Praw.g_00451	Prah.g_00282
OG0001425	Praw.g_01173	Prah.g_02507
OG0001431	Praw.g_00951	Prah.g_00998
OG0001433	Praw.g_01735	Prah.g_01162
OG0001434	Praw.g_01578	Prah.g_00696
OG0001437	Praw.g_01205	Prah.g_01411
OG0001438	Praw.g_00841	Prah.g_02149
OG0001441	Praw.g_00627	Prah.g_01516
OG0001442	Praw.g_01770	Prah.g_00691
OG0001443	Praw.g_00498	Prah.g_01664
OG0001446	Praw.g_01355	Prah.g_01211
OG0001449	Praw.g_00738	Prah.g_01806
OG0001450	Praw.g_01835	Prah.g_00965
OG0001451	Praw.g_01638	Prah.g_00866
OG0001452	Praw.g_01609	Prah.g_01220
OG0001455	Praw.g_00189	Prah.g_02425
OG0001460	Praw.g_01736	Prah.g_01161
OG0001462	Praw.g_01394	Prah.g_00044
OG0001463	Praw.g_00848	Prah.g_02142
OG0001464	Praw.g_00805	Prah.g_01948
OG0001477	Praw.g_00320	Prah.g_01020
OG0001479	Praw.g_00793	Prah.g_01936
OG0001485	Praw.g_00464	Prah.g_01609
OG0001491	Praw.g_01712	Prah.g_01231, Prah.g_01233
OG0001496	Praw.g_00318	Prah.g_01016
OG0001497	Praw.g_00319	Prah.g_01019
OG0001500	Praw.g_00871	Prah.g_01785
OG0001501	Praw.g_01817	Prah.g_01344
OG0001503	Praw.g_00208	Prah.g_01803
OG0001505	Praw.g_01044	Prah.g_00100
OG0001506	Praw.g_00378	Prah.g_01217
OG0001514	Praw.g_00317	Prah.g_01015
OG0001525	Praw.g_00436	Prah.g_01202
OG0001550	Praw.g_00192	Prah.g_01182
OG0001553	Praw.g_01086	Prah.g_00411
OG0001555	Praw.g_00441	Prah.g_01817
OG0001556	Praw.g_01742	Prah.g_01158, Prah.g_01157
OG0001558	Praw.g_00911	Prah.g_00021
OG0001565	Praw.g_00731	Prah.g_00621
OG0001585	Praw.g_00934	Prah.g_01081
OG0001598	Praw.g_00486, Praw.g_00336	Prah.g_01342
OG0001627	Praw.g_01754	Prah.g_01613
OG0001635	Praw.g_00480	Prah.g_01421, Prah.g_01206
OG0001652	Praw.g_00909	Prah.g_00019
OG0001670	Praw.g_00469	Prah.g_01003
OG0001671	Praw.g_00916	Prah.g_02407
OG0001684	Praw.g_01936	Prah.g_01419
OG0001696	Praw.g_01637	Prah.g_00964
OG0001698	Praw.g_01451	Prah.g_01034
OG0001792	Praw.g_01068	Prah.g_01274
OG0001963	Praw.g_00488	Prah.g_01969
OG0002036	Praw.g_00489	Prah.g_01675
OG0002291	Praw.g_00927	Prah.g_02326, Prah.g_02333
OG0003165	Praw.g_00560	Prah.g_01734
