Orthogroup	Praw	Syam
OG0001183	Praw.g_00075	Syam.g_00396
OG0001184	Praw.g_00059	Syam.g_00143
OG0001185	Praw.g_00045	Syam.g_00121
OG0001186	Praw.g_00021	Syam.g_00076
OG0001187	Praw.g_00017	Syam.g_00073
OG0001188	Praw.g_00015	Syam.g_00070
OG0001189	Praw.g_01191	Syam.g_00054
OG0001190	Praw.g_01187	Syam.g_02313
OG0001191	Praw.g_01177	Syam.g_02324
OG0001192	Praw.g_01172	Syam.g_02330
OG0001193	Praw.g_01162	Syam.g_02355
OG0001194	Praw.g_01161	Syam.g_02357
OG0001195	Praw.g_01160	Syam.g_02358
OG0001196	Praw.g_01147	Syam.g_02429
OG0001197	Praw.g_01146	Syam.g_02431
OG0001198	Praw.g_01139	Syam.g_02443
OG0001199	Praw.g_01360	Syam.g_02068
OG0001200	Praw.g_01358	Syam.g_02070
OG0001201	Praw.g_01327	Syam.g_02122
OG0001202	Praw.g_01236	Syam.g_02255
OG0001203	Praw.g_01197	Syam.g_00511
OG0001204	Praw.g_00890	Syam.g_00282
OG0001205	Praw.g_00702	Syam.g_01852
OG0001206	Praw.g_00685	Syam.g_01680
OG0001209	Praw.g_00613	Syam.g_00654
OG0001210	Praw.g_00608	Syam.g_00663
OG0001211	Praw.g_00598	Syam.g_00678
OG0001212	Praw.g_01942	Syam.g_01717
OG0001213	Praw.g_00165	Syam.g_01479
OG0001214	Praw.g_01885	Syam.g_01466
OG0001215	Praw.g_01832	Syam.g_00808
OG0001216	Praw.g_01807	Syam.g_01245
OG0001217	Praw.g_01759	Syam.g_01403
OG0001218	Praw.g_01751	Syam.g_01662
OG0001219	Praw.g_01708	Syam.g_01080
OG0001220	Praw.g_01647	Syam.g_01754
OG0001221	Praw.g_01586	Syam.g_01334
OG0001222	Praw.g_01547	Syam.g_01111
OG0001224	Praw.g_01471	Syam.g_00770
OG0001225	Praw.g_01469	Syam.g_00772
OG0001226	Praw.g_01443	Syam.g_01425
OG0001227	Praw.g_01424	Syam.g_02340
OG0001228	Praw.g_00279	Syam.g_01858
OG0001229	Praw.g_01014	Syam.g_00796
OG0001230	Praw.g_01091	Syam.g_01603
OG0001231	Praw.g_00432	Syam.g_00017
OG0001232	Praw.g_00538	Syam.g_02022
OG0001233	Praw.g_00558	Syam.g_01895
OG0001234	Praw.g_01902	Syam.g_00306
OG0001235	Praw.g_01893	Syam.g_00313
OG0001236	Praw.g_00062	Syam.g_00146
OG0001237	Praw.g_00058	Syam.g_00141
OG0001238	Praw.g_01176	Syam.g_02326
OG0001239	Praw.g_01363	Syam.g_02065
OG0001241	Praw.g_01334	Syam.g_02115
OG0001242	Praw.g_01316	Syam.g_02145
OG0001244	Praw.g_01294	Syam.g_02188
OG0001245	Praw.g_00753	Syam.g_01057
OG0001246	Praw.g_00644	Syam.g_00611
OG0001247	Praw.g_01839	Syam.g_01253
OG0001248	Praw.g_01837	Syam.g_01256
OG0001249	Praw.g_01719	Syam.g_00436
OG0001250	Praw.g_01658	Syam.g_00731
OG0001251	Praw.g_01610	Syam.g_02365
OG0001252	Praw.g_01476	Syam.g_00763
OG0001253	Praw.g_01423	Syam.g_01021
OG0001254	Praw.g_00203	Syam.g_00916
OG0001255	Praw.g_00218	Syam.g_01056
OG0001256	Praw.g_00425	Syam.g_01976
OG0001257	Praw.g_00431	Syam.g_01683
OG0001258	Praw.g_00512	Syam.g_01986
OG0001259	Praw.g_00556	Syam.g_01893
OG0001260	Praw.g_00573	Syam.g_01912
OG0001261	Praw.g_00104	Syam.g_00360
OG0001262	Praw.g_01193	Syam.g_00056
OG0001263	Praw.g_01307	Syam.g_02159
OG0001265	Praw.g_01317	Syam.g_02143
OG0001266	Praw.g_01232	Syam.g_02259
OG0001267	Praw.g_00854	Syam.g_00230
OG0001268	Praw.g_00791	Syam.g_00463
OG0001269	Praw.g_00773	Syam.g_00956
OG0001270	Praw.g_00713	Syam.g_01871
OG0001271	Praw.g_00675	Syam.g_01671
OG0001272	Praw.g_00662	Syam.g_00589
OG0001273	Praw.g_00167	Syam.g_01472
OG0001274	Praw.g_01819	Syam.g_02285
OG0001275	Praw.g_01511	Syam.g_01174
OG0001276	Praw.g_01492	Syam.g_01190
OG0001277	Praw.g_01435	Syam.g_02415
OG0001278	Praw.g_00284	Syam.g_00862
OG0001279	Praw.g_00930	Syam.g_01590
OG0001280	Praw.g_00980	Syam.g_01827
OG0001281	Praw.g_00986	Syam.g_01837
OG0001282	Praw.g_01017	Syam.g_00574
OG0001284	Praw.g_00407	Syam.g_01960
OG0001285	Praw.g_00541	Syam.g_02380
OG0001286	Praw.g_00092	Syam.g_00376
OG0001287	Praw.g_00037	Syam.g_00113
OG0001288	Praw.g_00028	Syam.g_00102
OG0001289	Praw.g_01347	Syam.g_02089
OG0001290	Praw.g_01335	Syam.g_02114
OG0001291	Praw.g_01300	Syam.g_02170
OG0001292	Praw.g_00885	Syam.g_00276
OG0001293	Praw.g_00873	Syam.g_00256
OG0001294	Praw.g_00755	Syam.g_01365
OG0001295	Praw.g_00680	Syam.g_00665
OG0001296	Praw.g_00639	Syam.g_00617
OG0001297	Praw.g_00634	Syam.g_00621
OG0001298	Praw.g_01924	Syam.g_01738
OG0001299	Praw.g_01856	Syam.g_01371
OG0001300	Praw.g_01829	Syam.g_00800
OG0001301	Praw.g_01826	Syam.g_00786
OG0001302	Praw.g_01710	Syam.g_01437
OG0001303	Praw.g_01507	Syam.g_01082
OG0001304	Praw.g_01482	Syam.g_01204
OG0001305	Praw.g_01463	Syam.g_00780
OG0001306	Praw.g_00220	Syam.g_01811
OG0001307	Praw.g_00998	Syam.g_00945
OG0001308	Praw.g_00347	Syam.g_01623
OG0001309	Praw.g_00429	Syam.g_00628
OG0001311	Praw.g_01490	Syam.g_01192
OG0001312	Praw.g_01558	Syam.g_01092
OG0001314	Praw.g_01768	Syam.g_00448, Syam.g_00540, Syam.g_01569
OG0001315	Praw.g_01373	Syam.g_00394
OG0001316	Praw.g_01295	Syam.g_02176
OG0001317	Praw.g_01201	Syam.g_00505
OG0001319	Praw.g_00862	Syam.g_00241
OG0001321	Praw.g_00696	Syam.g_01846
OG0001322	Praw.g_00695	Syam.g_01845
OG0001323	Praw.g_00629	Syam.g_00631
OG0001324	Praw.g_01828	Syam.g_00799
OG0001325	Praw.g_01804	Syam.g_01241
OG0001326	Praw.g_01622	Syam.g_02370
OG0001327	Praw.g_01452	Syam.g_01359
OG0001328	Praw.g_01425	Syam.g_01340
OG0001330	Praw.g_00953	Syam.g_01819
OG0001331	Praw.g_01022	Syam.g_00569
OG0001332	Praw.g_00380	Syam.g_01919
OG0001333	Praw.g_00552	Syam.g_01889
OG0001334	Praw.g_00072	Syam.g_00405
OG0001335	Praw.g_00071	Syam.g_00406
OG0001336	Praw.g_01150	Syam.g_02425
OG0001339	Praw.g_01332	Syam.g_02117
OG0001340	Praw.g_00806	Syam.g_00425
OG0001341	Praw.g_01761	Syam.g_00795
OG0001343	Praw.g_01613	Syam.g_02361
OG0001344	Praw.g_00238	Syam.g_01790
OG0001345	Praw.g_00253	Syam.g_01764
OG0001346	Praw.g_00982	Syam.g_01831
OG0001348	Praw.g_00453	Syam.g_00750
OG0001351	Praw.g_00693	Syam.g_01695
OG0001352	Praw.g_01842	Syam.g_00644
OG0001353	Praw.g_01666	Syam.g_00742
OG0001354	Praw.g_01529	Syam.g_01145
OG0001355	Praw.g_00463	Syam.g_00957
OG0001356	Praw.g_01734	Syam.g_00751
OG0001358	Praw.g_00156	Syam.g_01495
OG0001359	Praw.g_01612	Syam.g_02360
OG0001360	Praw.g_01422	Syam.g_01762
OG0001361	Praw.g_00250	Syam.g_01767
OG0001362	Praw.g_00351	Syam.g_01628
OG0001363	Praw.g_00353	Syam.g_01630
OG0001364	Praw.g_00069	Syam.g_00158
OG0001372	Praw.g_01752	Syam.g_00450, Syam.g_00984
OG0001373	Praw.g_01623	Syam.g_02369
OG0001374	Praw.g_01615	Syam.g_02377
OG0001375	Praw.g_01614	Syam.g_02362
OG0001376	Praw.g_01458	Syam.g_02332
OG0001377	Praw.g_01457	Syam.g_02331
OG0001378	Praw.g_00171	Syam.g_01872
OG0001379	Praw.g_00975	Syam.g_01821
OG0001380	Praw.g_01003	Syam.g_01409
OG0001381	Praw.g_01010	Syam.g_00939
OG0001382	Praw.g_00445	Syam.g_01557
OG0001385	Praw.g_01626	Syam.g_02366
OG0001386	Praw.g_01625	Syam.g_02367
OG0001387	Praw.g_01624	Syam.g_02368
OG0001388	Praw.g_01621	Syam.g_02371
OG0001389	Praw.g_01620	Syam.g_02372
OG0001390	Praw.g_01619	Syam.g_02373
OG0001391	Praw.g_01618	Syam.g_02374
OG0001392	Praw.g_01617	Syam.g_02375
OG0001393	Praw.g_01616	Syam.g_02376
OG0001395	Praw.g_01480	Syam.g_01225
OG0001397	Praw.g_00352	Syam.g_01629
OG0001398	Praw.g_00459	Syam.g_01052
OG0001401	Praw.g_00908	Syam.g_00738, Syam.g_00737
OG0001402	Praw.g_01744	Syam.g_01490
OG0001404	Praw.g_01366	Syam.g_02061
OG0001405	Praw.g_00808	Syam.g_00408
OG0001406	Praw.g_01459	Syam.g_02333
OG0001407	Praw.g_01445	Syam.g_00645
OG0001408	Praw.g_01440	Syam.g_00848
OG0001413	Praw.g_00421	Syam.g_01430
OG0001414	Praw.g_01206	Syam.g_00940
OG0001416	Praw.g_00688	Syam.g_01834
OG0001417	Praw.g_00678	Syam.g_01144
OG0001419	Praw.g_01444	Syam.g_00646
OG0001420	Praw.g_00179	Syam.g_00642
OG0001421	Praw.g_00426	Syam.g_01019
OG0001422	Praw.g_00451	Syam.g_01822
OG0001425	Praw.g_01173	Syam.g_02329
OG0001428	Praw.g_01263	Syam.g_02220
OG0001429	Praw.g_01707	Syam.g_01083
OG0001430	Praw.g_00948	Syam.g_02305
OG0001432	Praw.g_00420	Syam.g_00822
OG0001433	Praw.g_01735	Syam.g_00752
OG0001434	Praw.g_01578	Syam.g_01316
OG0001438	Praw.g_00841	Syam.g_00215
OG0001439	Praw.g_00827	Syam.g_00190
OG0001441	Praw.g_00627	Syam.g_00633
OG0001442	Praw.g_01770	Syam.g_01306
OG0001443	Praw.g_00498	Syam.g_02335
OG0001447	Praw.g_01309	Syam.g_02152
OG0001448	Praw.g_00765	Syam.g_02342
OG0001449	Praw.g_00738	Syam.g_00285
OG0001452	Praw.g_01609	Syam.g_00268
OG0001453	Praw.g_01517	Syam.g_01166
OG0001454	Praw.g_01429	Syam.g_01426
OG0001456	Praw.g_00211	Syam.g_02387
OG0001457	Praw.g_00212	Syam.g_02388
OG0001458	Praw.g_00213	Syam.g_02389
OG0001459	Praw.g_00939	Syam.g_00949
OG0001460	Praw.g_01736	Syam.g_00753
OG0001462	Praw.g_01394	Syam.g_00041
OG0001465	Praw.g_01820	Syam.g_01250
OG0001467	Praw.g_01718	Syam.g_01438
OG0001468	Praw.g_01454	Syam.g_01435
OG0001471	Praw.g_00422	Syam.g_00195
OG0001472	Praw.g_00428	Syam.g_00833
OG0001473	Praw.g_00020	Syam.g_01440
OG0001477	Praw.g_00320	Syam.g_00789
OG0001479	Praw.g_00793	Syam.g_00461
OG0001480	Praw.g_00763	Syam.g_01755
OG0001482	Praw.g_00690	Syam.g_01154
OG0001492	Praw.g_00281	Syam.g_00865
OG0001493	Praw.g_00289	Syam.g_00857
OG0001496	Praw.g_00318	Syam.g_00791
OG0001497	Praw.g_00319	Syam.g_00790
OG0001499	Praw.g_01374	Syam.g_02154, Syam.g_01397
OG0001502	Praw.g_01727	Syam.g_00705
OG0001504	Praw.g_00940, Praw.g_00485	Syam.g_00948
OG0001507	Praw.g_00478	Syam.g_00975
OG0001514	Praw.g_00317	Syam.g_00792
OG0001526	Praw.g_01049	Syam.g_02183
OG0001546	Praw.g_00624	Syam.g_00636
OG0001547	Praw.g_01725	Syam.g_01059
OG0001548	Praw.g_01721	Syam.g_01420
OG0001549	Praw.g_01640	Syam.g_01761
OG0001551	Praw.g_00210	Syam.g_00755
OG0001554	Praw.g_00427	Syam.g_02311
OG0001556	Praw.g_01742	Syam.g_00903
OG0001558	Praw.g_00911	Syam.g_00019
OG0001564	Praw.g_01062	Syam.g_02383
OG0001567	Praw.g_01726	Syam.g_01058
OG0001568	Praw.g_01724	Syam.g_01061
OG0001582	Praw.g_00679	Syam.g_01128
OG0001585	Praw.g_00934	Syam.g_01008
OG0001602	Praw.g_01821	Syam.g_01251
OG0001627	Praw.g_01754	Syam.g_01921
OG0001633	Praw.g_01013	Syam.g_01586
OG0001647	Praw.g_00861	Syam.g_00239
OG0001652	Praw.g_00909	Syam.g_00018
OG0001667	Praw.g_00956	Syam.g_00840
OG0001700	Praw.g_01737	Syam.g_01388
OG0001718	Praw.g_00769	Syam.g_01501
OG0001792	Praw.g_01068	Syam.g_00872
OG0001836	Praw.g_00338, Praw.g_00902	Syam.g_00760
OG0002244	Praw.g_00477	Syam.g_00974
OG0002291	Praw.g_00927	Syam.g_02236
OG0002377	Praw.g_00337	Syam.g_00761
OG0002451	Praw.g_01777	Syam.g_01077, Syam.g_01076
