Orthogroup	Praw	Praj
OG0001148	Praw.g_01018	Praj.g_01577
OG0001149	Praw.g_01019	Praj.g_01578
OG0001150	Praw.g_01020	Praj.g_01579
OG0001151	Praw.g_01031	Praj.g_01590
OG0001152	Praw.g_01032	Praj.g_01591
OG0001153	Praw.g_00368	Praj.g_01662
OG0001154	Praw.g_00370	Praj.g_01663
OG0001155	Praw.g_00382	Praj.g_01679
OG0001156	Praw.g_00385	Praj.g_01682
OG0001157	Praw.g_00386	Praj.g_01683
OG0001158	Praw.g_00387	Praj.g_01684
OG0001159	Praw.g_00388	Praj.g_01685
OG0001160	Praw.g_00412	Praj.g_01711
OG0001161	Praw.g_00423	Praj.g_01499
OG0001162	Praw.g_00434	Praj.g_01723
OG0001163	Praw.g_00507	Praj.g_01761
OG0001164	Praw.g_00511	Praj.g_01765
OG0001165	Praw.g_00514	Praj.g_01767
OG0001166	Praw.g_00534	Praj.g_01785
OG0001167	Praw.g_00551	Praj.g_01803
OG0001168	Praw.g_00553	Praj.g_01804
OG0001169	Praw.g_00555	Praj.g_01806
OG0001170	Praw.g_00557	Praj.g_01808
OG0001171	Praw.g_00567	Praj.g_01818
OG0001172	Praw.g_01914	Praj.g_01872
OG0001173	Praw.g_01913	Praj.g_01873
OG0001174	Praw.g_01905	Praj.g_01881
OG0001175	Praw.g_01904	Praj.g_01882
OG0001176	Praw.g_01897	Praj.g_01893
OG0001177	Praw.g_01895	Praj.g_01891
OG0001178	Praw.g_01890	Praj.g_01236
OG0001179	Praw.g_00112	Praj.g_01935
OG0001180	Praw.g_00090	Praj.g_01958
OG0001181	Praw.g_00086	Praj.g_01962
OG0001182	Praw.g_00079	Praj.g_01970
OG0001183	Praw.g_00075	Praj.g_01976
OG0001184	Praw.g_00059	Praj.g_01992
OG0001185	Praw.g_00045	Praj.g_02007
OG0001186	Praw.g_00021	Praj.g_02046
OG0001187	Praw.g_00017	Praj.g_02060
OG0001188	Praw.g_00015	Praj.g_02062
OG0001189	Praw.g_01191	Praj.g_02079
OG0001190	Praw.g_01187	Praj.g_02084
OG0001191	Praw.g_01177	Praj.g_02094
OG0001192	Praw.g_01172	Praj.g_02099
OG0001193	Praw.g_01162	Praj.g_02112
OG0001194	Praw.g_01161	Praj.g_02113
OG0001195	Praw.g_01160	Praj.g_02114
OG0001196	Praw.g_01147	Praj.g_02136
OG0001197	Praw.g_01146	Praj.g_02138
OG0001198	Praw.g_01139	Praj.g_02146
OG0001199	Praw.g_01360	Praj.g_00112
OG0001200	Praw.g_01358	Praj.g_00114
OG0001201	Praw.g_01327	Praj.g_00146
OG0001202	Praw.g_01236	Praj.g_00239
OG0001203	Praw.g_01197	Praj.g_00278
OG0001204	Praw.g_00890	Praj.g_00284
OG0001205	Praw.g_00702	Praj.g_00439
OG0001206	Praw.g_00685	Praj.g_00458
OG0001207	Praw.g_00670	Praj.g_00469
OG0001209	Praw.g_00613	Praj.g_00526
OG0001210	Praw.g_00608	Praj.g_00531
OG0001211	Praw.g_00598	Praj.g_00541
OG0001212	Praw.g_01942	Praj.g_00583
OG0001213	Praw.g_00165	Praj.g_00617
OG0001214	Praw.g_01885	Praj.g_00625
OG0001215	Praw.g_01832	Praj.g_00683
OG0001216	Praw.g_01807	Praj.g_00700
OG0001217	Praw.g_01759	Praj.g_00091
OG0001218	Praw.g_01751	Praj.g_00740
OG0001219	Praw.g_01708	Praj.g_00915
OG0001220	Praw.g_01647	Praj.g_00825
OG0001221	Praw.g_01586	Praj.g_00899
OG0001222	Praw.g_01547	Praj.g_00847
OG0001223	Praw.g_01521	Praj.g_00964
OG0001224	Praw.g_01471	Praj.g_01020
OG0001225	Praw.g_01469	Praj.g_01022
OG0001227	Praw.g_01424	Praj.g_01045
OG0001228	Praw.g_00279	Praj.g_01411
OG0001229	Praw.g_01014	Praj.g_01160
OG0001230	Praw.g_01091	Praj.g_01623
OG0001231	Praw.g_00432	Praj.g_00744
OG0001232	Praw.g_00538	Praj.g_01789
OG0001233	Praw.g_00558	Praj.g_01809
OG0001234	Praw.g_01902	Praj.g_01884
OG0001235	Praw.g_01893	Praj.g_01888
OG0001236	Praw.g_00062	Praj.g_01989
OG0001237	Praw.g_00058	Praj.g_01993
OG0001238	Praw.g_01176	Praj.g_02095
OG0001239	Praw.g_01363	Praj.g_00109
OG0001241	Praw.g_01334	Praj.g_00140
OG0001242	Praw.g_01316	Praj.g_00159
OG0001243	Praw.g_01310	Praj.g_00166
OG0001244	Praw.g_01294	Praj.g_00182
OG0001245	Praw.g_00753	Praj.g_01244
OG0001246	Praw.g_00644	Praj.g_00496
OG0001247	Praw.g_01839	Praj.g_00676
OG0001248	Praw.g_01837	Praj.g_00678
OG0001249	Praw.g_01719	Praj.g_00373
OG0001251	Praw.g_01610	Praj.g_01858
OG0001252	Praw.g_01476	Praj.g_01015
OG0001253	Praw.g_01423	Praj.g_01728
OG0001254	Praw.g_00203	Praj.g_01834
OG0001255	Praw.g_00218	Praj.g_01477
OG0001256	Praw.g_00425	Praj.g_01719
OG0001257	Praw.g_00431	Praj.g_01724
OG0001259	Praw.g_00556	Praj.g_01807
OG0001260	Praw.g_00573	Praj.g_01824
OG0001261	Praw.g_00104	Praj.g_01943
OG0001262	Praw.g_01193	Praj.g_02077
OG0001263	Praw.g_01307	Praj.g_00169
OG0001264	Praw.g_01390	Praj.g_01902, Praj.g_00375, Praj.g_01898, Praj.g_01595
OG0001269	Praw.g_00773	Praj.g_00824
OG0001273	Praw.g_00167	Praj.g_00619
OG0001277	Praw.g_01435	Praj.g_02123
OG0001279	Praw.g_00930	Praj.g_01155
OG0001280	Praw.g_00980	Praj.g_01527
OG0001281	Praw.g_00986	Praj.g_01533
OG0001282	Praw.g_01017	Praj.g_01576
OG0001284	Praw.g_00407	Praj.g_01705
OG0001285	Praw.g_00541	Praj.g_01792
OG0001286	Praw.g_00092	Praj.g_01956
OG0001287	Praw.g_00037	Praj.g_02014
OG0001288	Praw.g_00028	Praj.g_02025
OG0001289	Praw.g_01347	Praj.g_00125
OG0001290	Praw.g_01335	Praj.g_00139
OG0001294	Praw.g_00755	Praj.g_01564, Praj.g_01497
OG0001295	Praw.g_00680	Praj.g_01485
OG0001296	Praw.g_00639	Praj.g_00501
OG0001297	Praw.g_00634	Praj.g_00506
OG0001299	Praw.g_01856	Praj.g_00655
OG0001300	Praw.g_01829	Praj.g_00687
OG0001301	Praw.g_01826	Praj.g_00689
OG0001302	Praw.g_01710	Praj.g_00913
OG0001303	Praw.g_01507	Praj.g_01344
OG0001304	Praw.g_01482	Praj.g_01006
OG0001305	Praw.g_01463	Praj.g_00842
OG0001306	Praw.g_00220	Praj.g_01475
OG0001307	Praw.g_00998	Praj.g_01547
OG0001308	Praw.g_00347	Praj.g_01642
OG0001309	Praw.g_00429	Praj.g_00510
OG0001310	Praw.g_00527	Praj.g_01779
OG0001311	Praw.g_01490	Praj.g_00998
OG0001312	Praw.g_01558	Praj.g_00924
OG0001315	Praw.g_01373	Praj.g_01974
OG0001316	Praw.g_01295	Praj.g_00180
OG0001317	Praw.g_01201	Praj.g_00274
OG0001318	Praw.g_00877	Praj.g_00295
OG0001320	Praw.g_00752	Praj.g_01148
OG0001321	Praw.g_00696	Praj.g_00445
OG0001322	Praw.g_00695	Praj.g_00446
OG0001324	Praw.g_01828	Praj.g_00688
OG0001325	Praw.g_01804	Praj.g_00703
OG0001326	Praw.g_01622	Praj.g_01850
OG0001327	Praw.g_01452	Praj.g_00876
OG0001328	Praw.g_01425	Praj.g_00895
OG0001329	Praw.g_00194	Praj.g_01727
OG0001330	Praw.g_00953	Praj.g_01521
OG0001331	Praw.g_01022	Praj.g_01581
OG0001332	Praw.g_00380	Praj.g_01677
OG0001334	Praw.g_00072	Praj.g_01979
OG0001335	Praw.g_00071	Praj.g_01980
OG0001336	Praw.g_01150	Praj.g_02133
OG0001339	Praw.g_01332	Praj.g_00142
OG0001340	Praw.g_00806	Praj.g_00368
OG0001341	Praw.g_01761	Praj.g_00069
OG0001342	Praw.g_01715	Praj.g_01316, Praj.g_01051
OG0001343	Praw.g_01613	Praj.g_00867
OG0001344	Praw.g_00238	Praj.g_01457
OG0001345	Praw.g_00253	Praj.g_01441
OG0001346	Praw.g_00982	Praj.g_01529
OG0001347	Praw.g_00340	Praj.g_02039
OG0001348	Praw.g_00453	Praj.g_01082
OG0001350	Praw.g_01198	Praj.g_00277
OG0001351	Praw.g_00693	Praj.g_00448
OG0001352	Praw.g_01842	Praj.g_00672
OG0001354	Praw.g_01529	Praj.g_00956
OG0001355	Praw.g_00463	Praj.g_01726
OG0001356	Praw.g_01734	Praj.g_01119
OG0001358	Praw.g_00156	Praj.g_00608
OG0001359	Praw.g_01612	Praj.g_00868
OG0001360	Praw.g_01422	Praj.g_01439
OG0001362	Praw.g_00351	Praj.g_01646
OG0001363	Praw.g_00353	Praj.g_00454
OG0001365	Praw.g_01183	Praj.g_02088
OG0001369	Praw.g_01342	Praj.g_00130
OG0001371	Praw.g_01843	Praj.g_00671
OG0001373	Praw.g_01623	Praj.g_01849
OG0001374	Praw.g_01615	Praj.g_01857
OG0001375	Praw.g_01614	Praj.g_00866
OG0001376	Praw.g_01458	Praj.g_00854
OG0001377	Praw.g_01457	Praj.g_00855
OG0001378	Praw.g_00171	Praj.g_00428
OG0001380	Praw.g_01003	Praj.g_01484
OG0001381	Praw.g_01010	Praj.g_01573
OG0001384	Praw.g_01773	Praj.g_01084, Praj.g_01070
OG0001385	Praw.g_01626	Praj.g_01846
OG0001386	Praw.g_01625	Praj.g_01847
OG0001387	Praw.g_01624	Praj.g_01848
OG0001388	Praw.g_01621	Praj.g_01851
OG0001389	Praw.g_01620	Praj.g_01852
OG0001390	Praw.g_01619	Praj.g_01853
OG0001391	Praw.g_01618	Praj.g_01854
OG0001392	Praw.g_01617	Praj.g_01855
OG0001393	Praw.g_01616	Praj.g_01856
OG0001395	Praw.g_01480	Praj.g_01009
OG0001396	Praw.g_00341	Praj.g_02040
OG0001397	Praw.g_00352	Praj.g_01647
OG0001398	Praw.g_00459	Praj.g_00717
OG0001401	Praw.g_00908	Praj.g_00807
OG0001402	Praw.g_01744	Praj.g_00612
OG0001403	Praw.g_01398	Praj.g_00030
OG0001404	Praw.g_01366	Praj.g_00106
OG0001405	Praw.g_00808	Praj.g_00361
OG0001406	Praw.g_01459	Praj.g_00853
OG0001407	Praw.g_01445	Praj.g_00858
OG0001408	Praw.g_01440	Praj.g_00082
OG0001409	Praw.g_00241	Praj.g_01453
OG0001410	Praw.g_00999	Praj.g_01548
OG0001413	Praw.g_00421	Praj.g_00745
OG0001414	Praw.g_01206	Praj.g_00268
OG0001415	Praw.g_01204	Praj.g_00270
OG0001417	Praw.g_00678	Praj.g_01496
OG0001418	Praw.g_01838	Praj.g_00677
OG0001419	Praw.g_01444	Praj.g_00736
OG0001420	Praw.g_00179	Praj.g_01142
OG0001421	Praw.g_00426	Praj.g_01720
OG0001422	Praw.g_00451	Praj.g_01041
OG0001424	Praw.g_01428, Praw.g_00323	Praj.g_01395
OG0001425	Praw.g_01173	Praj.g_02098
OG0001429	Praw.g_01707	Praj.g_00916
OG0001430	Praw.g_00948	Praj.g_00856
OG0001431	Praw.g_00951	Praj.g_01165
OG0001432	Praw.g_00420	Praj.g_00988
OG0001433	Praw.g_01735	Praj.g_01118
OG0001434	Praw.g_01578	Praj.g_00908
OG0001437	Praw.g_01205	Praj.g_00269
OG0001439	Praw.g_00827	Praj.g_00342
OG0001440	Praw.g_00730	Praj.g_01242
OG0001441	Praw.g_00627	Praj.g_00513
OG0001442	Praw.g_01770	Praj.g_01612
OG0001443	Praw.g_00498	Praj.g_01841
OG0001446	Praw.g_01355	Praj.g_00117
OG0001447	Praw.g_01309	Praj.g_00167
OG0001450	Praw.g_01835	Praj.g_00680
OG0001451	Praw.g_01638	Praj.g_00836
OG0001453	Praw.g_01517	Praj.g_00967
OG0001454	Praw.g_01429	Praj.g_01237
OG0001455	Praw.g_00189	Praj.g_00043
OG0001456	Praw.g_00211	Praj.g_01503
OG0001457	Praw.g_00212	Praj.g_01502
OG0001458	Praw.g_00213	Praj.g_01501
OG0001459	Praw.g_00939	Praj.g_01123
OG0001460	Praw.g_01736	Praj.g_01117
OG0001463	Praw.g_00848	Praj.g_00322
OG0001464	Praw.g_00805	Praj.g_00724
OG0001466	Praw.g_01771	Praj.g_01170
OG0001467	Praw.g_01718	Praj.g_00098
OG0001468	Praw.g_01454	Praj.g_00865
OG0001471	Praw.g_00422	Praj.g_01498
OG0001472	Praw.g_00428	Praj.g_00851, Praj.g_01327
OG0001473	Praw.g_00020	Praj.g_01560
OG0001477	Praw.g_00320	Praj.g_01370
OG0001480	Praw.g_00763	Praj.g_01173
OG0001481	Praw.g_00759	Praj.g_01031
OG0001482	Praw.g_00690	Praj.g_01044
OG0001485	Praw.g_00464	Praj.g_01166
OG0001490	Praw.g_00735	Praj.g_01154
OG0001491	Praw.g_01712	Praj.g_00909
OG0001496	Praw.g_00318	Praj.g_01368
OG0001497	Praw.g_00319	Praj.g_01369
OG0001499	Praw.g_01374	Praj.g_00093
OG0001500	Praw.g_00871	Praj.g_00300
OG0001501	Praw.g_01817	Praj.g_01218
OG0001503	Praw.g_00208	Praj.g_01083
OG0001504	Praw.g_00940, Praw.g_00485	Praj.g_01124
OG0001505	Praw.g_01044	Praj.g_02050
OG0001506	Praw.g_00378	Praj.g_01674
OG0001507	Praw.g_00478	Praj.g_01140
OG0001514	Praw.g_00317	Praj.g_01367
OG0001521	Praw.g_01760	Praj.g_01392, Praj.g_00982
OG0001523	Praw.g_00205	Praj.g_01837
OG0001524	Praw.g_00206	Praj.g_01838
OG0001525	Praw.g_00436	Praj.g_01760, Praj.g_00060
OG0001526	Praw.g_01049	Praj.g_00910
OG0001548	Praw.g_01721	Praj.g_01061
OG0001549	Praw.g_01640	Praj.g_00834
OG0001550	Praw.g_00192	Praj.g_01205
OG0001551	Praw.g_00210	Praj.g_01843
OG0001552	Praw.g_00906	Praj.g_01840
OG0001553	Praw.g_01086	Praj.g_01629
OG0001555	Praw.g_00441	Praj.g_01748
OG0001556	Praw.g_01742	Praj.g_01109
OG0001566	Praw.g_01846	Praj.g_00667
OG0001569	Praw.g_01417	Praj.g_01378
OG0001571	Praw.g_00185	Praj.g_01277
OG0001581	Praw.g_01291	Praj.g_01059
OG0001582	Praw.g_00679	Praj.g_01494
OG0001585	Praw.g_00934	Praj.g_01260
OG0001595	Praw.g_01367	Praj.g_00105
OG0001596	Praw.g_01359	Praj.g_00113
OG0001597	Praw.g_00770	Praj.g_01671
OG0001598	Praw.g_00486, Praw.g_00336	Praj.g_01027
OG0001599	Praw.g_00687	Praj.g_00456
OG0001600	Praw.g_00637	Praj.g_00503
OG0001601	Praw.g_01848	Praj.g_00665
OG0001603	Praw.g_01711	Praj.g_00912
OG0001604	Praw.g_01589	Praj.g_00896
OG0001605	Praw.g_01499	Praj.g_01056
OG0001606	Praw.g_01438	Praj.g_01094
OG0001607	Praw.g_00207	Praj.g_01181
OG0001608	Praw.g_01007	Praj.g_01073
OG0001609	Praw.g_00376	Praj.g_01672
OG0001610	Praw.g_00379	Praj.g_01676
OG0001611	Praw.g_00438	Praj.g_01096
OG0001612	Praw.g_00465	Praj.g_01199
OG0001613	Praw.g_00077	Praj.g_01973
OG0001626	Praw.g_01762	Praj.g_01230
OG0001629	Praw.g_01748	Praj.g_01138
OG0001630	Praw.g_01607	Praj.g_00873
OG0001631	Praw.g_01449	Praj.g_00725
OG0001632	Praw.g_00311, Praw.g_00471, Praw.g_00932	Praj.g_01146
OG0001633	Praw.g_01013	Praj.g_01866
OG0001648	Praw.g_00760	Praj.g_01741
OG0001649	Praw.g_01447	Praj.g_00857
OG0001650	Praw.g_00474	Praj.g_01228
OG0001651	Praw.g_00437	Praj.g_01069
OG0001662	Praw.g_00177	Praj.g_01319
OG0001663	Praw.g_00217	Praj.g_01478
OG0001664	Praw.g_00332	Praj.g_01570
OG0001665	Praw.g_00335	Praj.g_01572
OG0001666	Praw.g_00938	Praj.g_01122
OG0001667	Praw.g_00956	Praj.g_01164
OG0001668	Praw.g_00308	Praj.g_01500
OG0001668	Praw.g_00499	Praj.g_01831
OG0001670	Praw.g_00469	Praj.g_01322
OG0001684	Praw.g_01936	Praj.g_00374
OG0001688	Praw.g_01450	Praj.g_00977, Praj.g_01394
OG0001689	Praw.g_00030	Praj.g_02023
OG0001696	Praw.g_01637	Praj.g_00837
OG0001697	Praw.g_01628	Praj.g_00911
OG0001698	Praw.g_01451	Praj.g_01600
OG0001700	Praw.g_01737	Praj.g_01116
OG0001706	Praw.g_01785	Praj.g_01238
OG0001708	Praw.g_00216	Praj.g_01479
OG0001718	Praw.g_00769	Praj.g_01095
OG0001719	Praw.g_00744	Praj.g_01225
OG0001721	Praw.g_01757	Praj.g_01733
OG0001723	Praw.g_00931	Praj.g_01738
OG0001724	Praw.g_00473	Praj.g_01252, Praj.g_01256, Praj.g_01258
OG0001742	Praw.g_00757	Praj.g_01207
OG0001743	Praw.g_00175	Praj.g_01270
OG0001744	Praw.g_00965	Praj.g_01219
OG0001772	Praw.g_00736	Praj.g_01208
OG0001774	Praw.g_01845	Praj.g_00668
OG0001775	Praw.g_01442	Praj.g_00092
OG0001776	Praw.g_00173	Praj.g_01052
OG0001778	Praw.g_00950	Praj.g_01544
OG0001779	Praw.g_00966	Praj.g_01186
OG0001781	Praw.g_00452	Praj.g_01215
OG0001819	Praw.g_00743	Praj.g_01034
OG0001821	Praw.g_01756	Praj.g_01150
OG0001822	Praw.g_01729	Praj.g_00983
OG0001823	Praw.g_01635	Praj.g_01299
OG0001824	Praw.g_01501	Praj.g_00729
OG0001825	Praw.g_01441	Praj.g_01028
OG0001826	Praw.g_01439	Praj.g_00737
OG0001827	Praw.g_01436	Praj.g_01043
OG0001828	Praw.g_00170	Praj.g_00081
OG0001829	Praw.g_00174	Praj.g_01137
OG0001830	Praw.g_00188	Praj.g_01172
OG0001831	Praw.g_00200	Praj.g_01058
OG0001832	Praw.g_00946	Praj.g_01296
OG0001833	Praw.g_01015	Praj.g_01574
OG0001920	Praw.g_01816	Praj.g_01241
OG0001921	Praw.g_01633	Praj.g_01350
OG0001959	Praw.g_00924	Praj.g_01607, Praj.g_02047, Praj.g_02048
OG0001963	Praw.g_00488	Praj.g_01895
OG0001982	Praw.g_00764	Praj.g_01740
OG0001984	Praw.g_01720	Praj.g_00741
OG0002036	Praw.g_00489	Praj.g_01211
OG0002147	Praw.g_01815	Praj.g_01251
OG0002227	Praw.g_01740	Praj.g_01111
OG0002271	Praw.g_00467	Praj.g_01353
OG0002293	Praw.g_00324	Praj.g_01033
OG0002372	Praw.g_00446	Praj.g_01839
OG0002374	Praw.g_01733	Praj.g_01114
OG0002423	Praw.g_00313	Praj.g_01268
OG0002427	Praw.g_00973	Praj.g_01074
OG0002719	Praw.g_00321	Praj.g_01085
OG0003017	Praw.g_01741	Praj.g_01110
OG0003021	Praw.g_00894	Praj.g_01285
OG0003215	Praw.g_00439	Praj.g_01147
