Orthogroup	Praw	Prat
OG0001167	Praw.g_00551	Prat.g_01628
OG0001168	Praw.g_00553	Prat.g_01630
OG0001169	Praw.g_00555	Prat.g_01632
OG0001170	Praw.g_00557	Prat.g_01634
OG0001171	Praw.g_00567	Prat.g_01645
OG0001172	Praw.g_01914	Prat.g_01660
OG0001173	Praw.g_01913	Prat.g_01661
OG0001174	Praw.g_01905	Prat.g_01669
OG0001175	Praw.g_01904	Prat.g_01670
OG0001176	Praw.g_01897	Prat.g_01678
OG0001177	Praw.g_01895	Prat.g_01680
OG0001178	Praw.g_01890	Prat.g_01597
OG0001179	Praw.g_00112	Prat.g_01710
OG0001180	Praw.g_00090	Prat.g_01732
OG0001181	Praw.g_00086	Prat.g_01736
OG0001182	Praw.g_00079	Prat.g_01745
OG0001183	Praw.g_00075	Prat.g_01749
OG0001184	Praw.g_00059	Prat.g_01766
OG0001185	Praw.g_00045	Prat.g_01783
OG0001186	Praw.g_00021	Prat.g_01807
OG0001187	Praw.g_00017	Prat.g_01810
OG0001188	Praw.g_00015	Prat.g_01812
OG0001189	Praw.g_01191	Prat.g_01829
OG0001190	Praw.g_01187	Prat.g_01834
OG0001191	Praw.g_01177	Prat.g_01844
OG0001192	Praw.g_01172	Prat.g_01849
OG0001193	Praw.g_01162	Prat.g_01863
OG0001194	Praw.g_01161	Prat.g_01864
OG0001195	Praw.g_01160	Prat.g_01865
OG0001196	Praw.g_01147	Prat.g_01881
OG0001197	Praw.g_01146	Prat.g_01883
OG0001198	Praw.g_01139	Prat.g_01890
OG0001200	Praw.g_01358	Prat.g_00073
OG0001201	Praw.g_01327	Prat.g_00105
OG0001202	Praw.g_01236	Prat.g_00201
OG0001203	Praw.g_01197	Prat.g_00243
OG0001205	Praw.g_00702	Prat.g_00406
OG0001206	Praw.g_00685	Prat.g_00425
OG0001207	Praw.g_00670	Prat.g_00436
OG0001209	Praw.g_00613	Prat.g_00497
OG0001210	Praw.g_00608	Prat.g_00501
OG0001211	Praw.g_00598	Prat.g_00511
OG0001212	Praw.g_01942	Prat.g_00558
OG0001213	Praw.g_00165	Prat.g_00593
OG0001214	Praw.g_01885	Prat.g_01088
OG0001215	Praw.g_01832	Prat.g_00764
OG0001216	Praw.g_01807	Prat.g_00790
OG0001217	Praw.g_01759	Prat.g_01486
OG0001218	Praw.g_01751	Prat.g_01217
OG0001219	Praw.g_01708	Prat.g_00863
OG0001220	Praw.g_01647	Prat.g_00984
OG0001221	Praw.g_01586	Prat.g_00728
OG0001222	Praw.g_01547	Prat.g_00944
OG0001223	Praw.g_01521	Prat.g_00914
OG0001224	Praw.g_01471	Prat.g_00961
OG0001225	Praw.g_01469	Prat.g_00963
OG0001226	Praw.g_01443	Prat.g_00078
OG0001227	Praw.g_01424	Prat.g_01197
OG0001228	Praw.g_00279	Prat.g_01106
OG0001229	Praw.g_01014	Prat.g_01228
OG0001230	Praw.g_01091	Prat.g_01343
OG0001232	Praw.g_00538	Prat.g_01614
OG0001233	Praw.g_00558	Prat.g_01635
OG0001234	Praw.g_01902	Prat.g_01672
OG0001235	Praw.g_01893	Prat.g_01676
OG0001236	Praw.g_00062	Prat.g_01763
OG0001237	Praw.g_00058	Prat.g_01767
OG0001238	Praw.g_01176	Prat.g_01845
OG0001239	Praw.g_01363	Prat.g_00068
OG0001241	Praw.g_01334	Prat.g_00099
OG0001243	Praw.g_01310	Prat.g_00125
OG0001244	Praw.g_01294	Prat.g_00140
OG0001245	Praw.g_00753	Prat.g_00671
OG0001246	Praw.g_00644	Prat.g_01485, Prat.g_00467
OG0001247	Praw.g_01839	Prat.g_00757
OG0001248	Praw.g_01837	Prat.g_00759
OG0001249	Praw.g_01719	Prat.g_00345
OG0001250	Praw.g_01658	Prat.g_00997
OG0001251	Praw.g_01610	Prat.g_00695
OG0001253	Praw.g_01423	Prat.g_01480
OG0001254	Praw.g_00203	Prat.g_01559
OG0001255	Praw.g_00218	Prat.g_01172
OG0001256	Praw.g_00425	Prat.g_01446
OG0001258	Praw.g_00512	Prat.g_01588
OG0001259	Praw.g_00556	Prat.g_01633
OG0001260	Praw.g_00573	Prat.g_01651
OG0001261	Praw.g_00104	Prat.g_01717
OG0001262	Praw.g_01193	Prat.g_01827
OG0001263	Praw.g_01307	Prat.g_00127
OG0001264	Praw.g_01390	Prat.g_01473
OG0001265	Praw.g_01317	Prat.g_00117
OG0001266	Praw.g_01232	Prat.g_00205
OG0001267	Praw.g_00854	Prat.g_00287
OG0001268	Praw.g_00791	Prat.g_00353
OG0001269	Praw.g_00773	Prat.g_00985
OG0001270	Praw.g_00713	Prat.g_00394
OG0001271	Praw.g_00675	Prat.g_00431
OG0001272	Praw.g_00662	Prat.g_00446
OG0001273	Praw.g_00167	Prat.g_01095
OG0001274	Praw.g_01819	Prat.g_00228
OG0001275	Praw.g_01511	Prat.g_00922
OG0001276	Praw.g_01492	Prat.g_00936
OG0001277	Praw.g_01435	Prat.g_00817
OG0001278	Praw.g_00284	Prat.g_01102
OG0001279	Praw.g_00930	Prat.g_00828
OG0001280	Praw.g_00980	Prat.g_01248
OG0001281	Praw.g_00986	Prat.g_01254
OG0001282	Praw.g_01017	Prat.g_01292
OG0001284	Praw.g_00407	Prat.g_01433
OG0001285	Praw.g_00541	Prat.g_01617
OG0001286	Praw.g_00092	Prat.g_01730
OG0001287	Praw.g_00037	Prat.g_01790
OG0001288	Praw.g_00028	Prat.g_01800
OG0001289	Praw.g_01347	Prat.g_00085
OG0001290	Praw.g_01335	Prat.g_00098
OG0001291	Praw.g_01300	Prat.g_00135
OG0001292	Praw.g_00885	Prat.g_00254
OG0001293	Praw.g_00873	Prat.g_00268
OG0001294	Praw.g_00755	Prat.g_01546
OG0001295	Praw.g_00680	Prat.g_01215
OG0001296	Praw.g_00639	Prat.g_00472
OG0001297	Praw.g_00634	Prat.g_00477
OG0001298	Praw.g_01924	Prat.g_00541
OG0001299	Praw.g_01856	Prat.g_01057
OG0001300	Praw.g_01829	Prat.g_00768
OG0001301	Praw.g_01826	Prat.g_00773
OG0001302	Praw.g_01710	Prat.g_00859
OG0001303	Praw.g_01507	Prat.g_01550
OG0001304	Praw.g_01482	Prat.g_00949
OG0001305	Praw.g_01463	Prat.g_00969
OG0001306	Praw.g_00220	Prat.g_01170
OG0001307	Praw.g_00998	Prat.g_01283
OG0001308	Praw.g_00347	Prat.g_01363
OG0001309	Praw.g_00429	Prat.g_00481
OG0001310	Praw.g_00527	Prat.g_01604
OG0001311	Praw.g_01490	Prat.g_00938
OG0001312	Praw.g_01558	Prat.g_00872
OG0001313	Praw.g_00921, Praw.g_00923, Praw.g_00315	Prat.g_00849
OG0001316	Praw.g_01295	Prat.g_00139
OG0001317	Praw.g_01201	Prat.g_00239
OG0001318	Praw.g_00877	Prat.g_00263
OG0001319	Praw.g_00862	Prat.g_00280
OG0001320	Praw.g_00752	Prat.g_00615, Prat.g_01580, Prat.g_00639
OG0001321	Praw.g_00696	Prat.g_00413
OG0001322	Praw.g_00695	Prat.g_00414
OG0001324	Praw.g_01828	Prat.g_00769
OG0001325	Praw.g_01804	Prat.g_00793
OG0001327	Praw.g_01452	Prat.g_00704
OG0001329	Praw.g_00194	Prat.g_01542
OG0001330	Praw.g_00953	Prat.g_01468
OG0001331	Praw.g_01022	Prat.g_01297
OG0001332	Praw.g_00380	Prat.g_01403
OG0001333	Praw.g_00552	Prat.g_01629
OG0001334	Praw.g_00072	Prat.g_01752
OG0001335	Praw.g_00071	Prat.g_01753
OG0001336	Praw.g_01150	Prat.g_01878
OG0001339	Praw.g_01332	Prat.g_00101
OG0001340	Praw.g_00806	Prat.g_00340
OG0001341	Praw.g_01761	Prat.g_01225
OG0001343	Praw.g_01613	Prat.g_00692
OG0001344	Praw.g_00238	Prat.g_01152
OG0001346	Praw.g_00982	Prat.g_01250
OG0001348	Praw.g_00453	Prat.g_00827
OG0001350	Praw.g_01198	Prat.g_00242
OG0001351	Praw.g_00693	Prat.g_00416
OG0001352	Praw.g_01842	Prat.g_00753
OG0001353	Praw.g_01666	Prat.g_01005
OG0001354	Praw.g_01529	Prat.g_00906
OG0001359	Praw.g_01612	Prat.g_00693
OG0001361	Praw.g_00250	Prat.g_01138
OG0001362	Praw.g_00351	Prat.g_01367
OG0001363	Praw.g_00353	Prat.g_01369
OG0001364	Praw.g_00069	Prat.g_01755
OG0001365	Praw.g_01183	Prat.g_01838
OG0001369	Praw.g_01342	Prat.g_01269
OG0001371	Praw.g_01843	Prat.g_00752
OG0001372	Praw.g_01752	Prat.g_01503
OG0001375	Praw.g_01614	Prat.g_00691
OG0001379	Praw.g_00975	Prat.g_01243
OG0001380	Praw.g_01003	Prat.g_01178
OG0001381	Praw.g_01010	Prat.g_01181
OG0001397	Praw.g_00352	Prat.g_01368
OG0001398	Praw.g_00459	Prat.g_00810
OG0001400	Praw.g_01814, Praw.g_00905	Prat.g_01458
OG0001401	Praw.g_00908	Prat.g_00850
OG0001402	Praw.g_01744	Prat.g_00588
OG0001403	Praw.g_01398	Prat.g_00032
OG0001404	Praw.g_01366	Prat.g_00065
OG0001405	Praw.g_00808	Prat.g_00333
OG0001407	Praw.g_01445	Prat.g_01521
OG0001409	Praw.g_00241	Prat.g_01148
OG0001410	Praw.g_00999	Prat.g_01284
OG0001414	Praw.g_01206	Prat.g_00233
OG0001415	Praw.g_01204	Prat.g_00235
OG0001416	Praw.g_00688	Prat.g_00421
OG0001418	Praw.g_01838	Prat.g_00758
OG0001419	Praw.g_01444	Prat.g_01522
OG0001421	Praw.g_00426	Prat.g_01447
OG0001422	Praw.g_00451	Prat.g_00660, Prat.g_00659
OG0001424	Praw.g_01428, Praw.g_00323	Prat.g_00657
OG0001425	Praw.g_01173	Prat.g_01848
OG0001428	Praw.g_01263	Prat.g_00173
OG0001429	Praw.g_01707	Prat.g_00864
OG0001430	Praw.g_00948	Prat.g_01216
OG0001431	Praw.g_00951	Prat.g_01489
OG0001434	Praw.g_01578	Prat.g_00737
OG0001437	Praw.g_01205	Prat.g_00234
OG0001438	Praw.g_00841	Prat.g_00301
OG0001440	Praw.g_00730	Prat.g_00613, Prat.g_01552
OG0001441	Praw.g_00627	Prat.g_00484
OG0001443	Praw.g_00498	Prat.g_01227
OG0001446	Praw.g_01355	Prat.g_01504
OG0001448	Praw.g_00765	Prat.g_00658
OG0001450	Praw.g_01835	Prat.g_00761
OG0001451	Praw.g_01638	Prat.g_00973
OG0001452	Praw.g_01609	Prat.g_00697
OG0001463	Praw.g_00848	Prat.g_00294
OG0001464	Praw.g_00805	Prat.g_00341
OG0001465	Praw.g_01820	Prat.g_00779
OG0001467	Praw.g_01718	Prat.g_01290
OG0001468	Praw.g_01454	Prat.g_00679
OG0001477	Praw.g_00320	Prat.g_01514, Prat.g_01515
OG0001481	Praw.g_00759	Prat.g_00375
OG0001485	Praw.g_00464	Prat.g_01539
OG0001490	Praw.g_01389, Praw.g_00735	Prat.g_00614
OG0001491	Praw.g_01712	Prat.g_00856
OG0001496	Praw.g_00318	Prat.g_01512
OG0001497	Praw.g_00319	Prat.g_01513
OG0001499	Praw.g_01374	Prat.g_00667
OG0001500	Praw.g_00871	Prat.g_00270
OG0001501	Praw.g_01817	Prat.g_00826
OG0001503	Praw.g_00208	Prat.g_01175
OG0001506	Praw.g_00378	Prat.g_01399
OG0001514	Praw.g_00317	Prat.g_01511
OG0001521	Praw.g_01760	Prat.g_00831
OG0001523	Praw.g_00205	Prat.g_01555
OG0001524	Praw.g_00206	Prat.g_01554
OG0001548	Praw.g_01721	Prat.g_00643
OG0001549	Praw.g_01640	Prat.g_00975
OG0001552	Praw.g_00906	Prat.g_01449
OG0001553	Praw.g_01086	Prat.g_01349
OG0001558	Praw.g_00911	Prat.g_00846
OG0001566	Praw.g_01846	Prat.g_00750
OG0001571	Praw.g_00185	Prat.g_01234, Prat.g_01492
OG0001581	Praw.g_01291	Prat.g_00379, Prat.g_00385
OG0001583	Praw.g_01713	Prat.g_00855
OG0001586	Praw.g_01108	Prat.g_01268
OG0001595	Praw.g_01367	Prat.g_00063
OG0001596	Praw.g_01359	Prat.g_00072
OG0001597	Praw.g_00770	Prat.g_01396
OG0001598	Praw.g_00486, Praw.g_00336	Prat.g_00771
OG0001599	Praw.g_00687	Prat.g_00423
OG0001600	Praw.g_00637	Prat.g_00474
OG0001601	Praw.g_01848	Prat.g_00748
OG0001602	Praw.g_01821	Prat.g_00778
OG0001603	Praw.g_01711	Prat.g_00858
OG0001604	Praw.g_01589	Prat.g_00724
OG0001606	Praw.g_01438	Prat.g_00655
OG0001607	Praw.g_00207	Prat.g_00624
OG0001608	Praw.g_01007	Prat.g_00825
OG0001609	Praw.g_00376	Prat.g_01397
OG0001610	Praw.g_00379	Prat.g_01402
OG0001611	Praw.g_00438	Prat.g_00646
OG0001612	Praw.g_00465	Prat.g_01533
OG0001613	Praw.g_00077	Prat.g_01747
OG0001628	Praw.g_01749	Prat.g_00600
OG0001629	Praw.g_01748	Prat.g_01524
OG0001630	Praw.g_01607	Prat.g_00700
OG0001631	Praw.g_01449	Prat.g_01226
OG0001632	Praw.g_00311, Praw.g_00471, Praw.g_00932	Prat.g_00668
OG0001651	Praw.g_00437	Prat.g_00649
OG0001652	Praw.g_00909	Prat.g_00844
OG0001662	Praw.g_00177	Prat.g_01523
OG0001663	Praw.g_00217	Prat.g_01173
OG0001664	Praw.g_00332	Prat.g_00381
OG0001665	Praw.g_00335	Prat.g_01195
OG0001671	Praw.g_00916	Prat.g_00837
OG0001685	Praw.g_01636	Prat.g_00833
OG0001686	Praw.g_01500	Prat.g_01194
OG0001687	Praw.g_01455	Prat.g_00420
OG0001688	Praw.g_01450	Prat.g_00654
OG0001689	Praw.g_00030	Prat.g_01798
OG0001696	Praw.g_01637	Prat.g_00972
OG0001697	Praw.g_01628	Prat.g_00857
OG0001706	Praw.g_01785	Prat.g_00460
OG0001707	Praw.g_01430	Prat.g_01198
OG0001708	Praw.g_00216	Prat.g_01174
OG0001721	Praw.g_01757	Prat.g_00652
OG0001723	Praw.g_00931	Prat.g_00830
OG0001742	Praw.g_00757	Prat.g_00620
OG0001776	Praw.g_00173	Prat.g_00631
OG0001963	Praw.g_00488	Prat.g_01466
OG0001985	Praw.g_01629	Prat.g_01454
OG0001986	Praw.g_01513	Prat.g_00920
OG0002034	Praw.g_00292	Prat.g_00596
OG0002036	Praw.g_00489	Prat.g_01467
OG0002275	Praw.g_00297	Prat.g_00608
OG0002293	Praw.g_00324	Prat.g_00780
OG0002363	Praw.g_00719	Prat.g_00387
OG0002372	Praw.g_00446	Prat.g_00077
OG0002427	Praw.g_00973	Prat.g_00669
OG0002486	Praw.g_00800	Prat.g_01497
OG0002499	Praw.g_00490	Prat.g_00650
OG0002719	Praw.g_00321	Prat.g_01475
OG0002806	Praw.g_00325	Prat.g_01233
