Orthogroup	Pran	Prbb
OG0001109	Pran.g_01062	Prbb.g_01958
OG0001110	Pran.g_01064	Prbb.g_01960
OG0001111	Pran.g_01065	Prbb.g_01961
OG0001112	Pran.g_01066	Prbb.g_01962
OG0001113	Pran.g_01067	Prbb.g_01963
OG0001114	Pran.g_01069	Prbb.g_01964
OG0001115	Pran.g_01070	Prbb.g_01965
OG0001116	Pran.g_01071	Prbb.g_01966
OG0001117	Pran.g_01072	Prbb.g_01967
OG0001118	Pran.g_01073	Prbb.g_01968
OG0001119	Pran.g_01074	Prbb.g_01969
OG0001120	Pran.g_01075	Prbb.g_01970
OG0001121	Pran.g_01076	Prbb.g_01971
OG0001122	Pran.g_01077	Prbb.g_01972
OG0001123	Pran.g_01078	Prbb.g_01973
OG0001124	Pran.g_01079	Prbb.g_01974
OG0001125	Pran.g_01080	Prbb.g_01975
OG0001126	Pran.g_01081	Prbb.g_01976
OG0001127	Pran.g_01082	Prbb.g_01977
OG0001128	Pran.g_01083	Prbb.g_01978
OG0001129	Pran.g_01084	Prbb.g_01979
OG0001130	Pran.g_01085	Prbb.g_01980
OG0001131	Pran.g_01086	Prbb.g_01981
OG0001132	Pran.g_01087	Prbb.g_01982
OG0001133	Pran.g_01088	Prbb.g_01983
OG0001134	Pran.g_01089	Prbb.g_01984
OG0001135	Pran.g_01090	Prbb.g_01985
OG0001136	Pran.g_01091	Prbb.g_01986
OG0001137	Pran.g_01092	Prbb.g_01987
OG0001138	Pran.g_01093	Prbb.g_01988
OG0001139	Pran.g_01094	Prbb.g_01989
OG0001140	Pran.g_01095	Prbb.g_01990
OG0001141	Pran.g_01097	Prbb.g_01992
OG0001142	Pran.g_01098	Prbb.g_01993
OG0001143	Pran.g_01099	Prbb.g_01994
OG0001144	Pran.g_01101	Prbb.g_01996
OG0001145	Pran.g_01103	Prbb.g_01998
OG0001146	Pran.g_01104	Prbb.g_01999
OG0001147	Pran.g_01106	Prbb.g_02002
OG0001148	Pran.g_01107	Prbb.g_02003
OG0001149	Pran.g_01108	Prbb.g_02004
OG0001150	Pran.g_01111	Prbb.g_02007
OG0001151	Pran.g_01112	Prbb.g_02008
OG0001152	Pran.g_01113	Prbb.g_02009
OG0001153	Pran.g_01114	Prbb.g_02010
OG0001154	Pran.g_01115	Prbb.g_02011
OG0001155	Pran.g_01116	Prbb.g_02012
OG0001156	Pran.g_01117	Prbb.g_02013
OG0001157	Pran.g_01119	Prbb.g_02015
OG0001158	Pran.g_01120	Prbb.g_02017
OG0001159	Pran.g_01121	Prbb.g_02018
OG0001160	Pran.g_01122	Prbb.g_02019
OG0001161	Pran.g_01125	Prbb.g_02024
OG0001162	Pran.g_01126	Prbb.g_02025
OG0001163	Pran.g_01127	Prbb.g_02026
OG0001164	Pran.g_01128	Prbb.g_02027
OG0001165	Pran.g_01129	Prbb.g_02028
OG0001166	Pran.g_01130	Prbb.g_02029
OG0001167	Pran.g_01131	Prbb.g_02030
OG0001168	Pran.g_01133	Prbb.g_02031
OG0001169	Pran.g_01134	Prbb.g_02032
OG0001170	Pran.g_01136	Prbb.g_02035
OG0001171	Pran.g_01137	Prbb.g_02036
OG0001172	Pran.g_01138	Prbb.g_02037
OG0001173	Pran.g_01139	Prbb.g_02039
OG0001174	Pran.g_01141	Prbb.g_02041
OG0001175	Pran.g_01143	Prbb.g_02043
OG0001176	Pran.g_01144	Prbb.g_02045
OG0001177	Pran.g_01146	Prbb.g_02047
OG0001178	Pran.g_01147	Prbb.g_02048
OG0001179	Pran.g_01148	Prbb.g_02049
OG0001180	Pran.g_01149	Prbb.g_02050
OG0001181	Pran.g_01150	Prbb.g_02051
OG0001182	Pran.g_01151	Prbb.g_02052
OG0001183	Pran.g_01152	Prbb.g_02053
OG0001184	Pran.g_01153	Prbb.g_02054
OG0001185	Pran.g_01154	Prbb.g_02055
OG0001186	Pran.g_01155	Prbb.g_02056
OG0001187	Pran.g_01156	Prbb.g_02057
OG0001188	Pran.g_01157	Prbb.g_02058
OG0001189	Pran.g_01158	Prbb.g_02059
OG0001190	Pran.g_01159	Prbb.g_02060
OG0001191	Pran.g_01161	Prbb.g_02062
OG0001192	Pran.g_01163	Prbb.g_02064
OG0001193	Pran.g_01164	Prbb.g_02065
OG0001194	Pran.g_01165	Prbb.g_02066
OG0001195	Pran.g_01166	Prbb.g_02068
OG0001196	Pran.g_01168	Prbb.g_02070
OG0001197	Pran.g_01171	Prbb.g_02074
OG0001198	Pran.g_01172	Prbb.g_02075
OG0001199	Pran.g_01173	Prbb.g_02076
OG0001200	Pran.g_01174	Prbb.g_02077
OG0001201	Pran.g_01175	Prbb.g_02078
OG0001202	Pran.g_01176	Prbb.g_02079
OG0001203	Pran.g_01178	Prbb.g_02097
OG0001204	Pran.g_01182	Prbb.g_02099
OG0001205	Pran.g_01183	Prbb.g_02100
OG0001206	Pran.g_01184	Prbb.g_02101
OG0001207	Pran.g_01185	Prbb.g_02102
OG0001208	Pran.g_01186	Prbb.g_02103
OG0001209	Pran.g_01187	Prbb.g_02104
OG0001210	Pran.g_01188	Prbb.g_02105
OG0001211	Pran.g_01189	Prbb.g_02106
OG0001212	Pran.g_01190	Prbb.g_02107
OG0001213	Pran.g_01191	Prbb.g_02108
OG0001214	Pran.g_01192	Prbb.g_02109
OG0001215	Pran.g_01193	Prbb.g_02110
OG0001216	Pran.g_01194	Prbb.g_02111
OG0001217	Pran.g_01195	Prbb.g_02112
OG0001218	Pran.g_01196	Prbb.g_02113
OG0001219	Pran.g_01197	Prbb.g_02114
OG0001220	Pran.g_01198	Prbb.g_02115
OG0001221	Pran.g_01199	Prbb.g_02116
OG0001222	Pran.g_01201	Prbb.g_02118
OG0001223	Pran.g_01202	Prbb.g_02120
OG0001224	Pran.g_01203	Prbb.g_02122
OG0001225	Pran.g_01205	Prbb.g_02124
OG0001226	Pran.g_01206	Prbb.g_02125
OG0001227	Pran.g_01207	Prbb.g_02126
OG0001228	Pran.g_01208	Prbb.g_02127
OG0001229	Pran.g_01209	Prbb.g_02128
OG0001230	Pran.g_01210	Prbb.g_02129
OG0001231	Pran.g_01211	Prbb.g_02130
OG0001232	Pran.g_01213	Prbb.g_02132
OG0001233	Pran.g_01214	Prbb.g_02133
OG0001234	Pran.g_01215	Prbb.g_02134
OG0001235	Pran.g_01216	Prbb.g_02135
OG0001236	Pran.g_01217	Prbb.g_02136
OG0001237	Pran.g_01220	Prbb.g_02139
OG0001238	Pran.g_01221	Prbb.g_02140
OG0001239	Pran.g_01224	Prbb.g_02145
OG0001240	Pran.g_01225	Prbb.g_02146
OG0001241	Pran.g_01226	Prbb.g_02147
OG0001242	Pran.g_01227	Prbb.g_02149
OG0001243	Pran.g_01228	Prbb.g_02150
OG0001244	Pran.g_01229	Prbb.g_02151
OG0001245	Pran.g_01230	Prbb.g_02152
OG0001246	Pran.g_01231	Prbb.g_02153
OG0001247	Pran.g_01232	Prbb.g_02154
OG0001248	Pran.g_01233	Prbb.g_02155
OG0001249	Pran.g_01234	Prbb.g_02156
OG0001250	Pran.g_01235	Prbb.g_02164
OG0001251	Pran.g_01236	Prbb.g_02165
OG0001252	Pran.g_01237	Prbb.g_02166
OG0001253	Pran.g_01238	Prbb.g_02167
OG0001254	Pran.g_01240	Prbb.g_02169
OG0001255	Pran.g_01241	Prbb.g_02170
OG0001256	Pran.g_01243	Prbb.g_02173
OG0001257	Pran.g_01244	Prbb.g_02174
OG0001258	Pran.g_01245	Prbb.g_02175
OG0001259	Pran.g_01247	Prbb.g_02178
OG0001260	Pran.g_01249	Prbb.g_02180
OG0001261	Pran.g_01250	Prbb.g_02181
OG0001262	Pran.g_01251	Prbb.g_02182
OG0001263	Pran.g_01252	Prbb.g_02183
OG0001264	Pran.g_01253	Prbb.g_02185
OG0001265	Pran.g_01254	Prbb.g_02186
OG0001266	Pran.g_01255	Prbb.g_02187
OG0001267	Pran.g_01256	Prbb.g_02188
OG0001268	Pran.g_01257	Prbb.g_02189
OG0001270	Pran.g_00296	Prbb.g_00195
OG0001271	Pran.g_00282	Prbb.g_00207
OG0001273	Pran.g_01861	Prbb.g_00393
OG0001274	Pran.g_01696	Prbb.g_00487
OG0001275	Pran.g_01680	Prbb.g_00502
OG0001276	Pran.g_01588	Prbb.g_00590
OG0001277	Pran.g_01417	Prbb.g_01027, Prbb.g_01446
OG0001278	Pran.g_01293	Prbb.g_01370
OG0001279	Pran.g_00428	Prbb.g_00931
OG0001280	Pran.g_00544	Prbb.g_01043
OG0001282	Pran.g_00142	Prbb.g_00940
OG0001283	Pran.g_00137	Prbb.g_01386
OG0001284	Pran.g_00127	Prbb.g_01178, Prbb.g_01143
OG0001285	Pran.g_00076	Prbb.g_01534
OG0001286	Pran.g_00063	Prbb.g_01520
OG0001288	Pran.g_00693	Prbb.g_01727
OG0001289	Pran.g_00682	Prbb.g_01739
OG0001290	Pran.g_00638	Prbb.g_01371
OG0001291	Pran.g_00637	Prbb.g_00522
OG0001292	Pran.g_00632	Prbb.g_01778
OG0001293	Pran.g_00607	Prbb.g_01086
OG0001295	Pran.g_00923	Prbb.g_01790, Prbb.g_01899
OG0001296	Pran.g_00962	Prbb.g_01815
OG0001297	Pran.g_00966	Prbb.g_01819
OG0001298	Pran.g_00969	Prbb.g_01822
OG0001299	Pran.g_01035	Prbb.g_01926
OG0001300	Pran.g_01060	Prbb.g_01279
OG0001301	Pran.g_01142	Prbb.g_02042
OG0001302	Pran.g_01170	Prbb.g_02073
OG0001304	Pran.g_01246	Prbb.g_02177
OG0001305	Pran.g_01804	Prbb.g_01180
OG0001306	Pran.g_01743	Prbb.g_00442
OG0001307	Pran.g_00394	Prbb.g_00031
OG0001308	Pran.g_00361	Prbb.g_00126
OG0001309	Pran.g_00358	Prbb.g_00129
OG0001310	Pran.g_00356	Prbb.g_00131
OG0001311	Pran.g_00340	Prbb.g_00148
OG0001312	Pran.g_00314	Prbb.g_00176
OG0001314	Pran.g_00233	Prbb.g_00256
OG0001315	Pran.g_01949	Prbb.g_00301
OG0001316	Pran.g_01940	Prbb.g_00308
OG0001317	Pran.g_01821	Prbb.g_01077
OG0001318	Pran.g_01541	Prbb.g_00638
OG0001319	Pran.g_01407	Prbb.g_00754
OG0001320	Pran.g_00559	Prbb.g_01061
OG0001322	Pran.g_00152	Prbb.g_02163
OG0001323	Pran.g_00115	Prbb.g_02121
OG0001324	Pran.g_00112	Prbb.g_01325
OG0001325	Pran.g_00105	Prbb.g_01247
OG0001326	Pran.g_00032	Prbb.g_01483
OG0001328	Pran.g_00634	Prbb.g_00758
OG0001329	Pran.g_00993	Prbb.g_01844
OG0001330	Pran.g_01027	Prbb.g_01879
OG0001332	Pran.g_00293	Prbb.g_00199
OG0001334	Pran.g_01711	Prbb.g_01542
OG0001335	Pran.g_00167	Prbb.g_00921
OG0001336	Pran.g_00149	Prbb.g_00116
OG0001337	Pran.g_00134	Prbb.g_01433
OG0001339	Pran.g_00871	Prbb.g_01591
OG0001340	Pran.g_00820	Prbb.g_02171
OG0001341	Pran.g_00641	Prbb.g_01774
OG0001343	Pran.g_00967	Prbb.g_01820
OG0001344	Pran.g_01016	Prbb.g_01868
OG0001345	Pran.g_01109	Prbb.g_02005
OG0001346	Pran.g_01162	Prbb.g_02063
OG0001347	Pran.g_01200	Prbb.g_02117
OG0001350	Pran.g_00289	Prbb.g_01103
OG0001356	Pran.g_01817	Prbb.g_01553, Prbb.g_01628
OG0001360	Pran.g_01669	Prbb.g_00513
OG0001361	Pran.g_01664	Prbb.g_00518
OG0001366	Pran.g_00411	Prbb.g_00912
OG0001369	Pran.g_00089	Prbb.g_01892
OG0001370	Pran.g_00088	Prbb.g_01893
OG0001372	Pran.g_00609	Prbb.g_01196
OG0001373	Pran.g_00663	Prbb.g_01759
OG0001374	Pran.g_01030	Prbb.g_00955
OG0001377	Pran.g_01169	Prbb.g_02072
OG0001378	Pran.g_00545	Prbb.g_01044
OG0001379	Pran.g_00365	Prbb.g_00122
OG0001380	Pran.g_00364	Prbb.g_00123
OG0001381	Pran.g_00345	Prbb.g_00142
OG0001383	Pran.g_00198	Prbb.g_00291
OG0001384	Pran.g_01936	Prbb.g_00312
OG0001386	Pran.g_01832	Prbb.g_01725
OG0001388	Pran.g_00927	Prbb.g_01073
OG0001390	Pran.g_01718	Prbb.g_00467
OG0001391	Pran.g_01674	Prbb.g_00508
OG0001392	Pran.g_01667	Prbb.g_00515
OG0001394	Pran.g_01512	Prbb.g_00669
OG0001395	Pran.g_01504	Prbb.g_00679
OG0001396	Pran.g_01502	Prbb.g_00681
OG0001397	Pran.g_01496	Prbb.g_00687
OG0001398	Pran.g_01455	Prbb.g_00718
OG0001399	Pran.g_01357	Prbb.g_00957
OG0001400	Pran.g_00192	Prbb.g_00911
OG0001401	Pran.g_00412	Prbb.g_00913
OG0001402	Pran.g_00434	Prbb.g_00937
OG0001403	Pran.g_00437	Prbb.g_00941
OG0001404	Pran.g_01434	Prbb.g_01388
OG0001405	Pran.g_00553	Prbb.g_01052
OG0001406	Pran.g_00572	Prbb.g_00888
OG0001407	Pran.g_00169	Prbb.g_00910
OG0001408	Pran.g_00161	Prbb.g_00903
OG0001409	Pran.g_00904	Prbb.g_01139
OG0001410	Pran.g_00074	Prbb.g_01532
OG0001411	Pran.g_00897	Prbb.g_01206
OG0001412	Pran.g_00875	Prbb.g_01587
OG0001413	Pran.g_00849	Prbb.g_01116
OG0001414	Pran.g_00840	Prbb.g_01640
OG0001415	Pran.g_00694	Prbb.g_01726
OG0001416	Pran.g_00691	Prbb.g_01730
OG0001417	Pran.g_00640	Prbb.g_01775
OG0001418	Pran.g_00626	Prbb.g_01141
OG0001419	Pran.g_01428	Prbb.g_01241
OG0001420	Pran.g_01384	Prbb.g_01199
OG0001421	Pran.g_00468	Prbb.g_00969
OG0001422	Pran.g_00949	Prbb.g_00079
OG0001424	Pran.g_00371	Prbb.g_02023
OG0001425	Pran.g_01868	Prbb.g_00377
OG0001426	Pran.g_01830	Prbb.g_00105
OG0001427	Pran.g_01657	Prbb.g_00525
OG0001428	Pran.g_01419	Prbb.g_01272
OG0001429	Pran.g_01404	Prbb.g_01179
OG0001430	Pran.g_01353	Prbb.g_00961
OG0001431	Pran.g_00414	Prbb.g_01913
OG0001432	Pran.g_00419	Prbb.g_00918
OG0001433	Pran.g_00164	Prbb.g_00740
OG0001434	Pran.g_00087	Prbb.g_01223
OG0001435	Pran.g_00920	Prbb.g_01895
OG0001437	Pran.g_00604	Prbb.g_01125
OG0001438	Pran.g_01242	Prbb.g_02172
OG0001439	Pran.g_01777	Prbb.g_01665, Prbb.g_01664
OG0001440	Pran.g_01822	Prbb.g_01796
OG0001441	Pran.g_00497	Prbb.g_01001
OG0001443	Pran.g_00163	Prbb.g_00902
OG0001444	Pran.g_00160	Prbb.g_00750
OG0001445	Pran.g_00628	Prbb.g_01113
OG0001446	Pran.g_01390	Prbb.g_01164
OG0001448	Pran.g_01558	Prbb.g_00621
OG0001449	Pran.g_00124	Prbb.g_01365
OG0001450	Pran.g_00101	Prbb.g_01782
OG0001452	Pran.g_00041	Prbb.g_01496
OG0001456	Pran.g_00596	Prbb.g_00732
OG0001457	Pran.g_00792, Pran.g_00805	Prbb.g_00876
OG0001458	Pran.g_01219	Prbb.g_02138
OG0001461	Pran.g_01819	Prbb.g_01249, Prbb.g_01802
OG0001462	Pran.g_01800	Prbb.g_01080
OG0001464	Pran.g_01619	Prbb.g_00563
OG0001465	Pran.g_01589	Prbb.g_00390
OG0001472	Pran.g_00165	Prbb.g_01448, Prbb.g_01021
OG0001473	Pran.g_00162	Prbb.g_01133, Prbb.g_01091
OG0001475	Pran.g_01414	Prbb.g_01248
OG0001477	Pran.g_00592	Prbb.g_01556, Prbb.g_00881
OG0001479	Pran.g_00062	Prbb.g_01519
OG0001486	Pran.g_00178	Prbb.g_00956
OG0001487	Pran.g_00460	Prbb.g_00773
OG0001488	Pran.g_00174	Prbb.g_00898
OG0001489	Pran.g_00173	Prbb.g_00899
OG0001490	Pran.g_00172	Prbb.g_00900
OG0001491	Pran.g_00166	Prbb.g_01660
OG0001492	Pran.g_00139	Prbb.g_01494
OG0001493	Pran.g_00130	Prbb.g_00439
OG0001499	Pran.g_01051	Prbb.g_01626
OG0001500	Pran.g_00448	Prbb.g_00953
OG0001505	Pran.g_01431	Prbb.g_01667
OG0001507	Pran.g_01367	Prbb.g_01105
OG0001510	Pran.g_01280	Prbb.g_01451, Prbb.g_01343
OG0001511	Pran.g_00180	Prbb.g_01901
OG0001512	Pran.g_00181	Prbb.g_01902
OG0001513	Pran.g_00182	Prbb.g_01903
OG0001514	Pran.g_00183	Prbb.g_01904
OG0001515	Pran.g_00184	Prbb.g_01905
OG0001516	Pran.g_00185	Prbb.g_01906
OG0001517	Pran.g_00186	Prbb.g_01907
OG0001518	Pran.g_00187	Prbb.g_01908
OG0001519	Pran.g_00188	Prbb.g_01909
OG0001520	Pran.g_00189	Prbb.g_01910
OG0001521	Pran.g_00190	Prbb.g_01911
OG0001522	Pran.g_00191	Prbb.g_01912
OG0001523	Pran.g_00444	Prbb.g_00948
OG0001526	Pran.g_00077	Prbb.g_01536
OG0001528	Pran.g_00617	Prbb.g_01894
OG0001529	Pran.g_01124	Prbb.g_02022
OG0001531	Pran.g_00509	Prbb.g_01011
OG0001533	Pran.g_00156	Prbb.g_00097
OG0001536	Pran.g_01391	Prbb.g_01163
OG0001539	Pran.g_00372	Prbb.g_00110
OG0001541	Pran.g_00417	Prbb.g_00916
OG0001542	Pran.g_00126	Prbb.g_01317
OG0001545	Pran.g_01392	Prbb.g_01162
OG0001548	Pran.g_00929, Pran.g_01790	Prbb.g_01250
OG0001551	Pran.g_00128	Prbb.g_01097
OG0001553	Pran.g_00890	Prbb.g_01261
OG0001554	Pran.g_01432	Prbb.g_01228
OG0001556	Pran.g_00802	Prbb.g_00663
OG0001558	Pran.g_00606	Prbb.g_01257
OG0001565	Pran.g_00308	Prbb.g_00184
OG0001566	Pran.g_01887	Prbb.g_00358
OG0001567	Pran.g_01826	Prbb.g_01215
OG0001568	Pran.g_01801	Prbb.g_01267
OG0001569	Pran.g_01721	Prbb.g_01089
OG0001571	Pran.g_01709	Prbb.g_01552
OG0001572	Pran.g_01501	Prbb.g_00682
OG0001573	Pran.g_00901	Prbb.g_01220
OG0001574	Pran.g_01411	Prbb.g_01191
OG0001575	Pran.g_01375	Prbb.g_01028
OG0001576	Pran.g_00529	Prbb.g_00755
OG0001577	Pran.g_00534	Prbb.g_00744
OG0001578	Pran.g_00158	Prbb.g_00109
OG0001579	Pran.g_00157	Prbb.g_01074
OG0001580	Pran.g_00155	Prbb.g_00751
OG0001581	Pran.g_00153	Prbb.g_01088
OG0001582	Pran.g_00146	Prbb.g_01280
OG0001583	Pran.g_00131	Prbb.g_00096
OG0001584	Pran.g_00121	Prbb.g_01183
OG0001585	Pran.g_00109	Prbb.g_01214
OG0001586	Pran.g_00097	Prbb.g_01258
OG0001587	Pran.g_00094	Prbb.g_01102
OG0001589	Pran.g_01468	Prbb.g_01340
OG0001590	Pran.g_00844	Prbb.g_01920
OG0001591	Pran.g_00842	Prbb.g_01638
OG0001594	Pran.g_00650	Prbb.g_01033
OG0001595	Pran.g_00648	Prbb.g_00759
OG0001596	Pran.g_00647	Prbb.g_01554
OG0001597	Pran.g_00635	Prbb.g_01779
OG0001598	Pran.g_01180	Prbb.g_01623
OG0001599	Pran.g_00916	Prbb.g_01437
OG0001600	Pran.g_00595	Prbb.g_01896
OG0001603	Pran.g_01863	Prbb.g_00052
OG0001604	Pran.g_01831	Prbb.g_01140
OG0001606	Pran.g_01710	Prbb.g_01551
OG0001607	Pran.g_01470	Prbb.g_01285
OG0001609	Pran.g_01278	Prbb.g_01394
OG0001611	Pran.g_00083	Prbb.g_01898
OG0001612	Pran.g_00082	Prbb.g_01559
OG0001613	Pran.g_00081	Prbb.g_01558
OG0001614	Pran.g_00080	Prbb.g_01557
OG0001617	Pran.g_00613	Prbb.g_01181
OG0001618	Pran.g_00983	Prbb.g_01393
OG0001620	Pran.g_01855	Prbb.g_00399
OG0001625	Pran.g_00524	Prbb.g_01374
OG0001626	Pran.g_00861	Prbb.g_00877
OG0001627	Pran.g_01836	Prbb.g_01211
OG0001630	Pran.g_00756	Prbb.g_00855
OG0001698	Pran.g_01425	Prbb.g_01297
OG0001701	Pran.g_00857	Prbb.g_00072
OG0001706	Pran.g_01469	Prbb.g_01296
OG0001711	Pran.g_00176	Prbb.g_00908
OG0001712	Pran.g_00118	Prbb.g_01331
OG0001716	Pran.g_01399	Prbb.g_01153
OG0001788	Pran.g_00102	Prbb.g_01275
OG0001797	Pran.g_01430	Prbb.g_01397
OG0001800	Pran.g_00860	Prbb.g_01221
OG0001826	Pran.g_00096	Prbb.g_01252
OG0001828	Pran.g_00600	Prbb.g_01337
OG0001868	Pran.g_01272	Prbb.g_01315
OG0001908	Pran.g_01398	Prbb.g_01154
OG0001910	Pran.g_00610	Prbb.g_00672
OG0001950	Pran.g_01785	Prbb.g_01417
OG0001952	Pran.g_01389	Prbb.g_01159
OG0001987	Pran.g_01393	Prbb.g_01161
OG0001988	Pran.g_01271	Prbb.g_00081
OG0002019	Pran.g_00776	Prbb.g_01606
OG0002119	Pran.g_01387	Prbb.g_01165
OG0002171	Pran.g_01773	Prbb.g_00074
OG0002172	Pran.g_01397	Prbb.g_01155
OG0002173	Pran.g_01396	Prbb.g_01156
OG0002176	Pran.g_01273	Prbb.g_01332
OG0002184	Pran.g_01383	Prbb.g_01290
