Orthogroup	Pran	Prat
OG0001171	Pran.g_01137	Prat.g_01761
OG0001172	Pran.g_01138	Prat.g_01762
OG0001173	Pran.g_01139	Prat.g_01764
OG0001174	Pran.g_01141	Prat.g_01766
OG0001175	Pran.g_01143	Prat.g_01768
OG0001176	Pran.g_01144	Prat.g_01770
OG0001177	Pran.g_01146	Prat.g_01772
OG0001178	Pran.g_01147	Prat.g_01773
OG0001179	Pran.g_01148	Prat.g_01775
OG0001180	Pran.g_01149	Prat.g_01776
OG0001181	Pran.g_01150	Prat.g_01777
OG0001182	Pran.g_01151	Prat.g_01778
OG0001183	Pran.g_01152	Prat.g_01779
OG0001184	Pran.g_01153	Prat.g_01780
OG0001185	Pran.g_01154	Prat.g_01781
OG0001186	Pran.g_01155	Prat.g_01783
OG0001187	Pran.g_01156	Prat.g_01784
OG0001188	Pran.g_01157	Prat.g_01785
OG0001189	Pran.g_01158	Prat.g_01786
OG0001190	Pran.g_01159	Prat.g_01787
OG0001191	Pran.g_01161	Prat.g_01789
OG0001192	Pran.g_01163	Prat.g_01791
OG0001193	Pran.g_01164	Prat.g_01792
OG0001194	Pran.g_01165	Prat.g_01793
OG0001195	Pran.g_01166	Prat.g_01795
OG0001196	Pran.g_01168	Prat.g_01797
OG0001197	Pran.g_01171	Prat.g_01800
OG0001198	Pran.g_01172	Prat.g_01801
OG0001199	Pran.g_01173	Prat.g_01802
OG0001200	Pran.g_01174	Prat.g_01803
OG0001201	Pran.g_01175	Prat.g_01804
OG0001202	Pran.g_01176	Prat.g_01805
OG0001203	Pran.g_01178	Prat.g_01807
OG0001204	Pran.g_01182	Prat.g_01809
OG0001205	Pran.g_01183	Prat.g_01810
OG0001206	Pran.g_01184	Prat.g_01811
OG0001207	Pran.g_01185	Prat.g_01812
OG0001208	Pran.g_01186	Prat.g_01813
OG0001209	Pran.g_01187	Prat.g_01814
OG0001210	Pran.g_01188	Prat.g_01815
OG0001211	Pran.g_01189	Prat.g_01816
OG0001212	Pran.g_01190	Prat.g_01817
OG0001213	Pran.g_01191	Prat.g_01818
OG0001214	Pran.g_01192	Prat.g_01819
OG0001215	Pran.g_01193	Prat.g_01820
OG0001216	Pran.g_01194	Prat.g_01821
OG0001217	Pran.g_01195	Prat.g_01822
OG0001218	Pran.g_01196	Prat.g_01823
OG0001219	Pran.g_01197	Prat.g_01824
OG0001220	Pran.g_01198	Prat.g_01825
OG0001221	Pran.g_01199	Prat.g_01826
OG0001222	Pran.g_01201	Prat.g_01828
OG0001223	Pran.g_01202	Prat.g_01830
OG0001224	Pran.g_01203	Prat.g_01832
OG0001225	Pran.g_01205	Prat.g_01834
OG0001226	Pran.g_01206	Prat.g_01835
OG0001227	Pran.g_01207	Prat.g_01836
OG0001228	Pran.g_01208	Prat.g_01837
OG0001229	Pran.g_01209	Prat.g_01838
OG0001230	Pran.g_01210	Prat.g_01839
OG0001231	Pran.g_01211	Prat.g_01840
OG0001232	Pran.g_01213	Prat.g_01842
OG0001233	Pran.g_01214	Prat.g_01843
OG0001234	Pran.g_01215	Prat.g_01844
OG0001235	Pran.g_01216	Prat.g_01845
OG0001236	Pran.g_01217	Prat.g_01846
OG0001237	Pran.g_01220	Prat.g_01849
OG0001238	Pran.g_01221	Prat.g_01850
OG0001239	Pran.g_01224	Prat.g_01856
OG0001240	Pran.g_01225	Prat.g_01857
OG0001241	Pran.g_01226	Prat.g_01858
OG0001242	Pran.g_01227	Prat.g_01860
OG0001243	Pran.g_01228	Prat.g_01861
OG0001244	Pran.g_01229	Prat.g_01862
OG0001245	Pran.g_01230	Prat.g_01863
OG0001246	Pran.g_01231	Prat.g_01864
OG0001247	Pran.g_01232	Prat.g_01865
OG0001248	Pran.g_01233	Prat.g_01866
OG0001249	Pran.g_01234	Prat.g_01867
OG0001250	Pran.g_01235	Prat.g_01869
OG0001251	Pran.g_01236	Prat.g_01870
OG0001252	Pran.g_01237	Prat.g_01871
OG0001253	Pran.g_01238	Prat.g_01872
OG0001254	Pran.g_01240	Prat.g_01874
OG0001255	Pran.g_01241	Prat.g_01875
OG0001256	Pran.g_01243	Prat.g_01879
OG0001257	Pran.g_01244	Prat.g_01880
OG0001258	Pran.g_01245	Prat.g_01881
OG0001259	Pran.g_01247	Prat.g_01884
OG0001260	Pran.g_01249	Prat.g_01885
OG0001261	Pran.g_01250	Prat.g_01886
OG0001262	Pran.g_01251	Prat.g_01887
OG0001263	Pran.g_01252	Prat.g_01888
OG0001264	Pran.g_01253	Prat.g_01889
OG0001265	Pran.g_01254	Prat.g_01890
OG0001266	Pran.g_01255	Prat.g_01891
OG0001267	Pran.g_01256	Prat.g_01892
OG0001268	Pran.g_01257	Prat.g_01893
OG0001270	Pran.g_00296	Prat.g_00137
OG0001271	Pran.g_00282	Prat.g_00149
OG0001272	Pran.g_01913	Prat.g_00288
OG0001273	Pran.g_01861	Prat.g_00347
OG0001274	Pran.g_01696	Prat.g_00442
OG0001275	Pran.g_01680	Prat.g_00459
OG0001276	Pran.g_01588	Prat.g_00552
OG0001277	Pran.g_01417	Prat.g_00831
OG0001278	Pran.g_01293	Prat.g_00987
OG0001279	Pran.g_00428	Prat.g_00715
OG0001280	Pran.g_00544	Prat.g_00937
OG0001281	Pran.g_00159	Prat.g_00078
OG0001283	Pran.g_00137	Prat.g_01207
OG0001284	Pran.g_00127	Prat.g_00642
OG0001285	Pran.g_00076	Prat.g_01172
OG0001286	Pran.g_00063	Prat.g_01158
OG0001288	Pran.g_00693	Prat.g_01398
OG0001289	Pran.g_00682	Prat.g_01413
OG0001291	Pran.g_00637	Prat.g_00481
OG0001292	Pran.g_00632	Prat.g_01500
OG0001293	Pran.g_00607	Prat.g_00659, Prat.g_00660
OG0001295	Pran.g_00923	Prat.g_01542, Prat.g_01578
OG0001296	Pran.g_00962	Prat.g_01583
OG0001297	Pran.g_00966	Prat.g_01587
OG0001298	Pran.g_00969	Prat.g_01590
OG0001299	Pran.g_01035	Prat.g_01660
OG0001300	Pran.g_01060	Prat.g_01597
OG0001301	Pran.g_01142	Prat.g_01767
OG0001302	Pran.g_01170	Prat.g_01799
OG0001304	Pran.g_01246	Prat.g_01883
OG0001305	Pran.g_01804	Prat.g_00648
OG0001306	Pran.g_01743	Prat.g_00397
OG0001307	Pran.g_00394	Prat.g_00032
OG0001308	Pran.g_00361	Prat.g_00068
OG0001310	Pran.g_00356	Prat.g_00073
OG0001311	Pran.g_00340	Prat.g_00090
OG0001314	Pran.g_00233	Prat.g_00201
OG0001316	Pran.g_01940	Prat.g_00258
OG0001317	Pran.g_01821	Prat.g_00375
OG0001318	Pran.g_01541	Prat.g_01088
OG0001319	Pran.g_01407	Prat.g_01217
OG0001322	Pran.g_00152	Prat.g_00817
OG0001323	Pran.g_00115	Prat.g_01831
OG0001324	Pran.g_00112	Prat.g_01234, Prat.g_01492
OG0001329	Pran.g_00993	Prat.g_01614
OG0001330	Pran.g_01027	Prat.g_01651
OG0001332	Pran.g_00293	Prat.g_00140
OG0001334	Pran.g_01711	Prat.g_01215
OG0001335	Pran.g_00167	Prat.g_00704
OG0001336	Pran.g_00149	Prat.g_00685
OG0001339	Pran.g_00871	Prat.g_01254
OG0001340	Pran.g_00820	Prat.g_01877
OG0001341	Pran.g_00641	Prat.g_01446
OG0001343	Pran.g_00967	Prat.g_01588
OG0001344	Pran.g_01016	Prat.g_01640
OG0001345	Pran.g_01109	Prat.g_01730
OG0001346	Pran.g_01162	Prat.g_01790
OG0001347	Pran.g_01200	Prat.g_01827
OG0001349	Pran.g_00315	Prat.g_00117
OG0001350	Pran.g_00289	Prat.g_00385, Prat.g_00379
OG0001351	Pran.g_00229	Prat.g_00205
OG0001352	Pran.g_01944	Prat.g_00254
OG0001353	Pran.g_01932	Prat.g_00268
OG0001354	Pran.g_01914	Prat.g_00287
OG0001355	Pran.g_01856	Prat.g_00353
OG0001356	Pran.g_01817	Prat.g_01546
OG0001357	Pran.g_01746	Prat.g_00394
OG0001358	Pran.g_01706	Prat.g_00431
OG0001359	Pran.g_01692	Prat.g_00446
OG0001360	Pran.g_01669	Prat.g_00472
OG0001361	Pran.g_01664	Prat.g_00477
OG0001362	Pran.g_01601	Prat.g_00541
OG0001363	Pran.g_01473	Prat.g_00228
OG0001364	Pran.g_01359	Prat.g_00855
OG0001365	Pran.g_01303	Prat.g_00997
OG0001366	Pran.g_00411	Prat.g_00692
OG0001367	Pran.g_00515	Prat.g_00922
OG0001368	Pran.g_00543	Prat.g_00936
OG0001369	Pran.g_00089	Prat.g_01555
OG0001370	Pran.g_00088	Prat.g_01554
OG0001371	Pran.g_00010	Prat.g_01102
OG0001372	Pran.g_00609	Prat.g_00828
OG0001373	Pran.g_00663	Prat.g_01433
OG0001374	Pran.g_01030	Prat.g_01460
OG0001375	Pran.g_01007	Prat.g_01629
OG0001377	Pran.g_01169	Prat.g_01798
OG0001378	Pran.g_00545	Prat.g_00938
OG0001379	Pran.g_00365	Prat.g_00063
OG0001380	Pran.g_00364	Prat.g_00065
OG0001381	Pran.g_00345	Prat.g_00085
OG0001382	Pran.g_00299	Prat.g_00135
OG0001383	Pran.g_00198	Prat.g_00239
OG0001384	Pran.g_01936	Prat.g_00263
OG0001385	Pran.g_01921	Prat.g_00280
OG0001386	Pran.g_01832	Prat.g_01396
OG0001387	Pran.g_00794, Pran.g_00796, Pran.g_01806	Prat.g_01323
OG0001388	Pran.g_00927	Prat.g_00771
OG0001390	Pran.g_01718	Prat.g_00423
OG0001391	Pran.g_01674	Prat.g_01485, Prat.g_00467
OG0001392	Pran.g_01667	Prat.g_00474
OG0001394	Pran.g_01512	Prat.g_01057
OG0001395	Pran.g_01504	Prat.g_00748
OG0001396	Pran.g_01502	Prat.g_00750
OG0001397	Pran.g_01496	Prat.g_00755
OG0001398	Pran.g_01455	Prat.g_00793
OG0001399	Pran.g_01357	Prat.g_00858
OG0001400	Pran.g_00192	Prat.g_00691
OG0001401	Pran.g_00412	Prat.g_00693
OG0001402	Pran.g_00434	Prat.g_00721
OG0001403	Pran.g_00437	Prat.g_00724
OG0001404	Pran.g_01434	Prat.g_01550
OG0001405	Pran.g_00553	Prat.g_00949
OG0001406	Pran.g_00572	Prat.g_00969
OG0001407	Pran.g_00169	Prat.g_00679
OG0001408	Pran.g_00161	Prat.g_01521
OG0001409	Pran.g_00904	Prat.g_00655
OG0001410	Pran.g_00074	Prat.g_01170
OG0001411	Pran.g_00897	Prat.g_01224
OG0001412	Pran.g_00875	Prat.g_01250
OG0001413	Pran.g_00849	Prat.g_00825
OG0001414	Pran.g_00840	Prat.g_01292
OG0001415	Pran.g_00694	Prat.g_01397
OG0001416	Pran.g_00691	Prat.g_01402
OG0001417	Pran.g_00640	Prat.g_01447
OG0001418	Pran.g_00626	Prat.g_00646
OG0001421	Pran.g_00468	Prat.g_00872
OG0001422	Pran.g_00949	Prat.g_00619
OG0001425	Pran.g_01868	Prat.g_00333
OG0001427	Pran.g_01657	Prat.g_00484
OG0001429	Pran.g_01404	Prat.g_01524
OG0001430	Pran.g_01353	Prat.g_00864
OG0001431	Pran.g_00414	Prat.g_00695
OG0001432	Pran.g_00419	Prat.g_00700
OG0001433	Pran.g_00164	Prat.g_01226
OG0001434	Pran.g_00087	Prat.g_00624
OG0001435	Pran.g_00920	Prat.g_01449
OG0001437	Pran.g_00604	Prat.g_00827
OG0001438	Pran.g_01242	Prat.g_01878
OG0001441	Pran.g_00497	Prat.g_00906
OG0001444	Pran.g_00160	Prat.g_01522
OG0001445	Pran.g_00628	Prat.g_00649
OG0001449	Pran.g_00124	Prat.g_01523
OG0001456	Pran.g_00596	Prat.g_00810
OG0001458	Pran.g_01219	Prat.g_01848
OG0001460	Pran.g_01827	Prat.g_00658
OG0001461	Pran.g_01819	Prat.g_00620
OG0001464	Pran.g_01619	Prat.g_00521
OG0001466	Pran.g_01476	Prat.g_00779
OG0001468	Pran.g_01311	Prat.g_01005
OG0001469	Pran.g_01281	Prat.g_00833
OG0001470	Pran.g_00535	Prat.g_01194
OG0001471	Pran.g_00170	Prat.g_00420
OG0001472	Pran.g_00165	Prat.g_00654
OG0001473	Pran.g_00162	Prat.g_00661
OG0001475	Pran.g_01414	Prat.g_00635
OG0001476	Pran.g_00736	Prat.g_01349
OG0001478	Pran.g_01132	Prat.g_01755
OG0001482	Pran.g_01874	Prat.g_00327
OG0001486	Pran.g_00178	Prat.g_00857
OG0001494	Pran.g_00044	Prat.g_01138
OG0001496	Pran.g_00882	Prat.g_01243
OG0001500	Pran.g_00448	Prat.g_00737
OG0001503	Pran.g_00260	Prat.g_00173
OG0001507	Pran.g_01367	Prat.g_00643
OG0001523	Pran.g_00444	Prat.g_00732
OG0001525	Pran.g_00147	Prat.g_01198
OG0001526	Pran.g_00077	Prat.g_01174
OG0001528	Pran.g_00617	Prat.g_00077
OG0001529	Pran.g_01124	Prat.g_01747
OG0001539	Pran.g_00372	Prat.g_00667
OG0001540	Pran.g_01719	Prat.g_00421
OG0001541	Pran.g_00417	Prat.g_00698
OG0001551	Pran.g_00128	Prat.g_00631
OG0001599	Pran.g_00916	Prat.g_00378
OG0001600	Pran.g_00595	Prat.g_01227
OG0001602	Pran.g_01901	Prat.g_00301
OG0001608	Pran.g_01412	Prat.g_00652
OG0001610	Pran.g_00416	Prat.g_00697
OG0001623	Pran.g_01477	Prat.g_00778
OG0001636	Pran.g_01503	Prat.g_00749
OG0001642	Pran.g_00769, Pran.g_00763	Prat.g_01498
OG0001711	Pran.g_00176	Prat.g_00683
OG0001718	Pran.g_00910	Prat.g_00041
OG0001798	Pran.g_01615	Prat.g_00526
OG0001800	Pran.g_00860	Prat.g_00621
OG0001950	Pran.g_01785	Prat.g_01543
OG0001954	Pran.g_00814	Prat.g_01319
OG0001989	Pran.g_00764	Prat.g_01497
OG0002120	Pran.g_00818	Prat.g_01289
OG0002329	Pran.g_00815	Prat.g_01322
