Orthogroup	Prag	Prat
OG0001170	Prag.g_01835	Prat.g_01760
OG0001171	Prag.g_01836	Prat.g_01761
OG0001172	Prag.g_01837	Prat.g_01762
OG0001173	Prag.g_01839	Prat.g_01764
OG0001174	Prag.g_01841	Prat.g_01766
OG0001175	Prag.g_01843	Prat.g_01768
OG0001176	Prag.g_01844	Prat.g_01770
OG0001177	Prag.g_01846	Prat.g_01772
OG0001178	Prag.g_01847	Prat.g_01773
OG0001179	Prag.g_01848	Prat.g_01775
OG0001180	Prag.g_01849	Prat.g_01776
OG0001181	Prag.g_01850	Prat.g_01777
OG0001182	Prag.g_01851	Prat.g_01778
OG0001183	Prag.g_01852	Prat.g_01779
OG0001184	Prag.g_01853	Prat.g_01780
OG0001185	Prag.g_01854	Prat.g_01781
OG0001186	Prag.g_01855	Prat.g_01783
OG0001187	Prag.g_01856	Prat.g_01784
OG0001188	Prag.g_01857	Prat.g_01785
OG0001189	Prag.g_01859	Prat.g_01786
OG0001190	Prag.g_01860	Prat.g_01787
OG0001191	Prag.g_01862	Prat.g_01789
OG0001192	Prag.g_01864	Prat.g_01791
OG0001193	Prag.g_01865	Prat.g_01792
OG0001194	Prag.g_01866	Prat.g_01793
OG0001195	Prag.g_01867	Prat.g_01795
OG0001196	Prag.g_01869	Prat.g_01797
OG0001197	Prag.g_01872	Prat.g_01800
OG0001198	Prag.g_01873	Prat.g_01801
OG0001199	Prag.g_01874	Prat.g_01802
OG0001200	Prag.g_01875	Prat.g_01803
OG0001201	Prag.g_01876	Prat.g_01804
OG0001202	Prag.g_01877	Prat.g_01805
OG0001203	Prag.g_01879	Prat.g_01807
OG0001204	Prag.g_01882	Prat.g_01809
OG0001205	Prag.g_01883	Prat.g_01810
OG0001206	Prag.g_01884	Prat.g_01811
OG0001207	Prag.g_01885	Prat.g_01812
OG0001208	Prag.g_01886	Prat.g_01813
OG0001209	Prag.g_01887	Prat.g_01814
OG0001210	Prag.g_01888	Prat.g_01815
OG0001211	Prag.g_01889	Prat.g_01816
OG0001212	Prag.g_01890	Prat.g_01817
OG0001213	Prag.g_01891	Prat.g_01818
OG0001214	Prag.g_01892	Prat.g_01819
OG0001215	Prag.g_01893	Prat.g_01820
OG0001216	Prag.g_01894	Prat.g_01821
OG0001217	Prag.g_01895	Prat.g_01822
OG0001218	Prag.g_01896	Prat.g_01823
OG0001219	Prag.g_01897	Prat.g_01824
OG0001220	Prag.g_01898	Prat.g_01825
OG0001221	Prag.g_01899	Prat.g_01826
OG0001222	Prag.g_01901	Prat.g_01828
OG0001223	Prag.g_01903	Prat.g_01830
OG0001224	Prag.g_01904	Prat.g_01832
OG0001225	Prag.g_01906	Prat.g_01834
OG0001226	Prag.g_01907	Prat.g_01835
OG0001227	Prag.g_01908	Prat.g_01836
OG0001228	Prag.g_01909	Prat.g_01837
OG0001229	Prag.g_01910	Prat.g_01838
OG0001230	Prag.g_01911	Prat.g_01839
OG0001231	Prag.g_01912	Prat.g_01840
OG0001232	Prag.g_01914	Prat.g_01842
OG0001233	Prag.g_01915	Prat.g_01843
OG0001234	Prag.g_01916	Prat.g_01844
OG0001235	Prag.g_01917	Prat.g_01845
OG0001236	Prag.g_01918	Prat.g_01846
OG0001237	Prag.g_01921	Prat.g_01849
OG0001238	Prag.g_01922	Prat.g_01850
OG0001239	Prag.g_01925	Prat.g_01856
OG0001240	Prag.g_01926	Prat.g_01857
OG0001241	Prag.g_01927	Prat.g_01858
OG0001242	Prag.g_01928	Prat.g_01860
OG0001243	Prag.g_01929	Prat.g_01861
OG0001244	Prag.g_01930	Prat.g_01862
OG0001245	Prag.g_01931	Prat.g_01863
OG0001246	Prag.g_01932	Prat.g_01864
OG0001247	Prag.g_01933	Prat.g_01865
OG0001248	Prag.g_01934	Prat.g_01866
OG0001249	Prag.g_01935	Prat.g_01867
OG0001250	Prag.g_01936	Prat.g_01869
OG0001251	Prag.g_01937	Prat.g_01870
OG0001252	Prag.g_01938	Prat.g_01871
OG0001253	Prag.g_01939	Prat.g_01872
OG0001254	Prag.g_01941	Prat.g_01874
OG0001255	Prag.g_01942	Prat.g_01875
OG0001256	Prag.g_01944	Prat.g_01879
OG0001257	Prag.g_01945	Prat.g_01880
OG0001258	Prag.g_01946	Prat.g_01881
OG0001259	Prag.g_01948	Prat.g_01884
OG0001260	Prag.g_01949	Prat.g_01885
OG0001261	Prag.g_01950	Prat.g_01886
OG0001262	Prag.g_01951	Prat.g_01887
OG0001263	Prag.g_01952	Prat.g_01888
OG0001264	Prag.g_01953	Prat.g_01889
OG0001265	Prag.g_01954	Prat.g_01890
OG0001266	Prag.g_01955	Prat.g_01891
OG0001267	Prag.g_01956	Prat.g_01892
OG0001268	Prag.g_01957	Prat.g_01893
OG0001269	Prag.g_00086	Prat.g_01269
OG0001270	Prag.g_00131	Prat.g_00137
OG0001271	Prag.g_00143	Prat.g_00149
OG0001272	Prag.g_00272	Prat.g_00288
OG0001273	Prag.g_00328	Prat.g_00347
OG0001274	Prag.g_00461	Prat.g_00442
OG0001275	Prag.g_00477	Prat.g_00459
OG0001276	Prag.g_00568	Prat.g_00552
OG0001277	Prag.g_00743	Prat.g_00831
OG0001278	Prag.g_00855	Prat.g_00987
OG0001279	Prag.g_00905	Prat.g_00715
OG0001280	Prag.g_01012	Prat.g_00937
OG0001281	Prag.g_01060	Prat.g_00078
OG0001283	Prag.g_01083	Prat.g_01207
OG0001284	Prag.g_01093	Prat.g_00642
OG0001285	Prag.g_01137	Prat.g_01172
OG0001286	Prag.g_01150	Prat.g_01158
OG0001288	Prag.g_01530	Prat.g_01398
OG0001289	Prag.g_01541	Prat.g_01413
OG0001291	Prag.g_01582	Prat.g_00481
OG0001292	Prag.g_01587	Prat.g_01500
OG0001293	Prag.g_01604	Prat.g_00659
OG0001295	Prag.g_01630	Prat.g_01542, Prat.g_01578
OG0001296	Prag.g_01661	Prat.g_01583
OG0001297	Prag.g_01665	Prat.g_01587
OG0001298	Prag.g_01668	Prat.g_01590
OG0001299	Prag.g_01735	Prat.g_01660
OG0001300	Prag.g_01759	Prat.g_01597
OG0001301	Prag.g_01842	Prat.g_01767
OG0001302	Prag.g_01871	Prat.g_01799
OG0001303	Prag.g_01902	Prat.g_01829
OG0001304	Prag.g_01947	Prat.g_01883
OG0001305	Prag.g_01637	Prat.g_00648
OG0001306	Prag.g_00416	Prat.g_00397
OG0001307	Prag.g_00030	Prat.g_00032
OG0001308	Prag.g_00065	Prat.g_00068
OG0001310	Prag.g_00070	Prat.g_00073
OG0001313	Prag.g_00118	Prat.g_00125
OG0001314	Prag.g_00192	Prat.g_00201
OG0001317	Prag.g_00367	Prat.g_00375
OG0001318	Prag.g_00615	Prat.g_01088
OG0001319	Prag.g_00752	Prat.g_01217
OG0001321	Prag.g_01032	Prat.g_00961
OG0001322	Prag.g_01068	Prat.g_00817
OG0001323	Prag.g_01102	Prat.g_01831
OG0001324	Prag.g_01104	Prat.g_01234, Prat.g_01492
OG0001327	Prag.g_01373	Prat.g_01284
OG0001329	Prag.g_01692	Prat.g_01614
OG0001330	Prag.g_01727	Prat.g_01651
OG0001331	Prag.g_01838	Prat.g_01763
OG0001332	Prag.g_00134	Prat.g_00140
OG0001333	Prag.g_00231	Prat.g_00243
OG0001334	Prag.g_00446	Prat.g_01215
OG0001335	Prag.g_01051	Prat.g_00704
OG0001336	Prag.g_01071	Prat.g_00685
OG0001338	Prag.g_01327	Prat.g_01468
OG0001339	Prag.g_01360	Prat.g_01254
OG0001341	Prag.g_01578	Prat.g_01446
OG0001343	Prag.g_01666	Prat.g_01588
OG0001344	Prag.g_01716	Prat.g_01640
OG0001345	Prag.g_01808	Prat.g_01730
OG0001346	Prag.g_01863	Prat.g_01790
OG0001347	Prag.g_01900	Prat.g_01827
OG0001348	Prag.g_00121	Prat.g_00127
OG0001349	Prag.g_00111	Prat.g_00117
OG0001350	Prag.g_00137	Prat.g_00385, Prat.g_00379
OG0001351	Prag.g_00196	Prat.g_00205
OG0001352	Prag.g_00241	Prat.g_00254
OG0001353	Prag.g_00252	Prat.g_00268
OG0001354	Prag.g_00271	Prat.g_00287
OG0001355	Prag.g_00334	Prat.g_00353
OG0001356	Prag.g_00371	Prat.g_01546
OG0001357	Prag.g_00413	Prat.g_00394
OG0001358	Prag.g_00451	Prat.g_00431
OG0001359	Prag.g_00465	Prat.g_00446
OG0001360	Prag.g_00488	Prat.g_00472
OG0001361	Prag.g_00493	Prat.g_00477
OG0001362	Prag.g_00555	Prat.g_00541
OG0001363	Prag.g_00681	Prat.g_00228
OG0001364	Prag.g_00790	Prat.g_00855
OG0001365	Prag.g_00845	Prat.g_00997
OG0001366	Prag.g_00890	Prat.g_00692
OG0001367	Prag.g_00992	Prat.g_00922
OG0001368	Prag.g_01011	Prat.g_00936
OG0001369	Prag.g_01124	Prat.g_01555
OG0001370	Prag.g_01125	Prat.g_01554
OG0001371	Prag.g_01203	Prat.g_01102
OG0001372	Prag.g_01302	Prat.g_00828
OG0001373	Prag.g_01560	Prat.g_01433
OG0001374	Prag.g_01422	Prat.g_01460
OG0001375	Prag.g_01706	Prat.g_01629
OG0001377	Prag.g_01870	Prat.g_01798
OG0001379	Prag.g_00061	Prat.g_00063
OG0001380	Prag.g_00062	Prat.g_00065
OG0001381	Prag.g_00081	Prat.g_00085
OG0001382	Prag.g_00128	Prat.g_00135
OG0001383	Prag.g_00227	Prat.g_00239
OG0001384	Prag.g_00248	Prat.g_00263
OG0001385	Prag.g_00263	Prat.g_00280
OG0001386	Prag.g_00356	Prat.g_01396
OG0001388	Prag.g_01272, Prag.g_01640	Prat.g_00771
OG0001389	Prag.g_00433	Prat.g_00416
OG0001390	Prag.g_00439	Prat.g_00423
OG0001391	Prag.g_00483	Prat.g_01485, Prat.g_00467
OG0001392	Prag.g_00490	Prat.g_00474
OG0001394	Prag.g_00644	Prat.g_01057
OG0001395	Prag.g_00652	Prat.g_00748
OG0001396	Prag.g_00654	Prat.g_00750
OG0001397	Prag.g_00660	Prat.g_00755
OG0001398	Prag.g_00697	Prat.g_00793
OG0001399	Prag.g_00792	Prat.g_00858
OG0001400	Prag.g_00889	Prat.g_00691
OG0001401	Prag.g_00891	Prat.g_00693
OG0001402	Prag.g_00911	Prat.g_00721
OG0001403	Prag.g_00914	Prat.g_00724
OG0001404	Prag.g_00996	Prat.g_01550
OG0001405	Prag.g_01021	Prat.g_00949
OG0001406	Prag.g_01040	Prat.g_00969
OG0001407	Prag.g_01049	Prat.g_00679
OG0001408	Prag.g_01058	Prat.g_01521
OG0001409	Prag.g_01065	Prat.g_00655
OG0001410	Prag.g_01139	Prat.g_01170
OG0001411	Prag.g_01330	Prat.g_01224
OG0001412	Prag.g_01356	Prat.g_01250
OG0001413	Prag.g_01380	Prat.g_00825
OG0001414	Prag.g_01390	Prat.g_01292
OG0001415	Prag.g_01529	Prat.g_01397
OG0001416	Prag.g_01532	Prat.g_01402
OG0001417	Prag.g_01579	Prat.g_01447
OG0001418	Prag.g_01592	Prat.g_00646
OG0001421	Prag.g_00945	Prat.g_00872
OG0001425	Prag.g_00317	Prat.g_00333
OG0001427	Prag.g_00500	Prat.g_00484
OG0001429	Prag.g_00755	Prat.g_01524
OG0001430	Prag.g_00796	Prat.g_00864
OG0001431	Prag.g_00893	Prat.g_00695
OG0001432	Prag.g_00896	Prat.g_00700
OG0001433	Prag.g_01054	Prat.g_01226
OG0001434	Prag.g_01126	Prat.g_00624
OG0001435	Prag.g_01217	Prat.g_01449
OG0001437	Prag.g_01606	Prat.g_00827
OG0001438	Prag.g_01943	Prat.g_01878
OG0001441	Prag.g_00974	Prat.g_00906
OG0001444	Prag.g_01059	Prat.g_01522
OG0001445	Prag.g_01590	Prat.g_00649
OG0001447	Prag.g_01293, Prag.g_01295, Prag.g_01251	Prat.g_00849
OG0001449	Prag.g_01096	Prat.g_01523
OG0001451	Prag.g_01136	Prat.g_01173
OG0001453	Prag.g_01268	Prat.g_00381
OG0001454	Prag.g_01270	Prat.g_00380
OG0001455	Prag.g_01271	Prat.g_01195
OG0001456	Prag.g_01612	Prat.g_00810
OG0001458	Prag.g_01920	Prat.g_01848
OG0001460	Prag.g_00361	Prat.g_00658
OG0001461	Prag.g_00369	Prat.g_00620
OG0001464	Prag.g_00538	Prat.g_00521
OG0001466	Prag.g_00680	Prat.g_00779
OG0001467	Prag.g_00785	Prat.g_01290
OG0001468	Prag.g_00837	Prat.g_01005
OG0001469	Prag.g_00867	Prat.g_00833
OG0001470	Prag.g_01003	Prat.g_01194
OG0001471	Prag.g_01048	Prat.g_00420
OG0001472	Prag.g_01053	Prat.g_00654
OG0001473	Prag.g_01057	Prat.g_00661
OG0001474	Prag.g_01322	Prat.g_01216
OG0001476	Prag.g_01485	Prat.g_01349
OG0001478	Prag.g_01831	Prat.g_01755
OG0001480	Prag.g_00686, Prag.g_01218	Prat.g_01458
OG0001482	Prag.g_00311	Prat.g_00327
OG0001485	Prag.g_00866	Prat.g_00972
OG0001486	Prag.g_00875	Prat.g_00857
OG0001494	Prag.g_01169	Prat.g_01138
OG0001496	Prag.g_01349	Prat.g_01243
OG0001500	Prag.g_00925	Prat.g_00737
OG0001501	Prag.g_00759	Prat.g_00588
OG0001503	Prag.g_00165	Prat.g_00173
OG0001507	Prag.g_00782	Prat.g_00643
OG0001524	Prag.g_00716	Prat.g_00460
OG0001525	Prag.g_01073	Prat.g_01198
OG0001526	Prag.g_01135	Prat.g_01174
OG0001529	Prag.g_01823	Prat.g_01747
OG0001539	Prag.g_00054	Prat.g_00667
OG0001540	Prag.g_00438	Prat.g_00421
OG0001550	Prag.g_00863	Prat.g_00975
OG0001551	Prag.g_01092	Prat.g_00631
OG0001561	Prag.g_01280	Prat.g_00850
OG0001600	Prag.g_01652	Prat.g_01227
OG0001602	Prag.g_00284	Prat.g_00301
OG0001608	Prag.g_00746	Prat.g_00652
OG0001610	Prag.g_00894	Prat.g_00697
OG0001621	Prag.g_01642	Prat.g_01466
OG0001623	Prag.g_00679	Prat.g_00778
OG0001629	Prag.g_01460	Prat.g_01271
OG0001634	Prag.g_01253	Prat.g_01511
OG0001636	Prag.g_00653	Prat.g_00749
OG0001642	Prag.g_00326	Prat.g_01498
OG0001644	Prag.g_01211	Prat.g_00596
OG0001645	Prag.g_01643	Prat.g_01467
OG0001647	Prag.g_01254	Prat.g_01512
OG0001648	Prag.g_01255	Prat.g_01513
OG0001649	Prag.g_01256	Prat.g_01514
OG0001831	Prag.g_01260	Prat.g_00780
OG0001858	Prag.g_00407	Prat.g_00387
OG0001871	Prag.g_01347	Prat.g_00669
OG0001912	Prag.g_01281	Prat.g_00844
OG0001913	Prag.g_01282	Prat.g_00845
OG0001914	Prag.g_01288	Prat.g_00837
OG0001921	Prag.g_01644	Prat.g_00650
OG0001989	Prag.g_00325	Prat.g_01497
OG0002041	Prag.g_01257	Prat.g_01475
OG0002077	Prag.g_01261	Prat.g_01233
OG0003142	Prag.g_01456	Prat.g_01566
