Orthogroup	Prag	Pral
OG0001166	Prag.g_01829	Pral.g_00271
OG0001167	Prag.g_01830	Pral.g_00272
OG0001168	Prag.g_01832	Pral.g_00274
OG0001169	Prag.g_01833	Pral.g_00275
OG0001170	Prag.g_01835	Pral.g_00278
OG0001171	Prag.g_01836	Pral.g_00279
OG0001172	Prag.g_01837	Pral.g_00280
OG0001173	Prag.g_01839	Pral.g_00282
OG0001174	Prag.g_01841	Pral.g_00284
OG0001175	Prag.g_01843	Pral.g_00286
OG0001176	Prag.g_01844	Pral.g_00288
OG0001177	Prag.g_01846	Pral.g_00290
OG0001178	Prag.g_01847	Pral.g_00291
OG0001179	Prag.g_01848	Pral.g_00292
OG0001180	Prag.g_01849	Pral.g_00293
OG0001181	Prag.g_01850	Pral.g_00294
OG0001182	Prag.g_01851	Pral.g_00295
OG0001183	Prag.g_01852	Pral.g_00296
OG0001184	Prag.g_01853	Pral.g_00297
OG0001185	Prag.g_01854	Pral.g_00298
OG0001186	Prag.g_01855	Pral.g_00300
OG0001187	Prag.g_01856	Pral.g_00301
OG0001188	Prag.g_01857	Pral.g_00302
OG0001189	Prag.g_01859	Pral.g_00303
OG0001190	Prag.g_01860	Pral.g_00304
OG0001191	Prag.g_01862	Pral.g_00306
OG0001192	Prag.g_01864	Pral.g_00308
OG0001193	Prag.g_01865	Pral.g_00309
OG0001194	Prag.g_01866	Pral.g_00310
OG0001195	Prag.g_01867	Pral.g_00312
OG0001196	Prag.g_01869	Pral.g_00314
OG0001197	Prag.g_01872	Pral.g_00317
OG0001198	Prag.g_01873	Pral.g_00318
OG0001199	Prag.g_01874	Pral.g_00319
OG0001200	Prag.g_01875	Pral.g_00320
OG0001201	Prag.g_01876	Pral.g_00321
OG0001202	Prag.g_01877	Pral.g_00322
OG0001203	Prag.g_01879	Pral.g_00324
OG0001204	Prag.g_01882	Pral.g_00326
OG0001205	Prag.g_01883	Pral.g_00327
OG0001206	Prag.g_01884	Pral.g_00328
OG0001207	Prag.g_01885	Pral.g_00329
OG0001208	Prag.g_01886	Pral.g_00330
OG0001209	Prag.g_01887	Pral.g_00331
OG0001210	Prag.g_01888	Pral.g_00332
OG0001211	Prag.g_01889	Pral.g_00333
OG0001212	Prag.g_01890	Pral.g_00334
OG0001213	Prag.g_01891	Pral.g_00335
OG0001214	Prag.g_01892	Pral.g_00336
OG0001215	Prag.g_01893	Pral.g_00337
OG0001216	Prag.g_01894	Pral.g_00338
OG0001217	Prag.g_01895	Pral.g_00339
OG0001218	Prag.g_01896	Pral.g_00340
OG0001219	Prag.g_01897	Pral.g_00341
OG0001220	Prag.g_01898	Pral.g_00342
OG0001221	Prag.g_01899	Pral.g_00343
OG0001222	Prag.g_01901	Pral.g_00345
OG0001223	Prag.g_01903	Pral.g_00347
OG0001224	Prag.g_01904	Pral.g_00349
OG0001225	Prag.g_01906	Pral.g_00351
OG0001226	Prag.g_01907	Pral.g_00352
OG0001227	Prag.g_01908	Pral.g_00353
OG0001228	Prag.g_01909	Pral.g_00354
OG0001229	Prag.g_01910	Pral.g_00355
OG0001230	Prag.g_01911	Pral.g_00356
OG0001231	Prag.g_01912	Pral.g_00357
OG0001232	Prag.g_01914	Pral.g_00359
OG0001233	Prag.g_01915	Pral.g_00360
OG0001234	Prag.g_01916	Pral.g_00361
OG0001235	Prag.g_01917	Pral.g_00362
OG0001236	Prag.g_01918	Pral.g_00363
OG0001237	Prag.g_01921	Pral.g_00366
OG0001238	Prag.g_01922	Pral.g_00367
OG0001239	Prag.g_01925	Pral.g_00373
OG0001240	Prag.g_01926	Pral.g_00374
OG0001241	Prag.g_01927	Pral.g_00375
OG0001242	Prag.g_01928	Pral.g_00377
OG0001243	Prag.g_01929	Pral.g_00378
OG0001244	Prag.g_01930	Pral.g_00379
OG0001245	Prag.g_01931	Pral.g_00380
OG0001246	Prag.g_01932	Pral.g_00381
OG0001247	Prag.g_01933	Pral.g_00382
OG0001248	Prag.g_01934	Pral.g_00383
OG0001249	Prag.g_01935	Pral.g_00384
OG0001250	Prag.g_01936	Pral.g_00386
OG0001251	Prag.g_01937	Pral.g_00387
OG0001252	Prag.g_01938	Pral.g_00388
OG0001253	Prag.g_01939	Pral.g_00389
OG0001254	Prag.g_01941	Pral.g_00391
OG0001255	Prag.g_01942	Pral.g_00392
OG0001256	Prag.g_01944	Pral.g_00396
OG0001257	Prag.g_01945	Pral.g_00397
OG0001258	Prag.g_01946	Pral.g_00398
OG0001259	Prag.g_01948	Pral.g_00401
OG0001260	Prag.g_01949	Pral.g_00402
OG0001261	Prag.g_01950	Pral.g_00403
OG0001262	Prag.g_01951	Pral.g_00404
OG0001263	Prag.g_01952	Pral.g_00405
OG0001264	Prag.g_01953	Pral.g_00406
OG0001265	Prag.g_01954	Pral.g_00407
OG0001266	Prag.g_01955	Pral.g_00408
OG0001267	Prag.g_01956	Pral.g_00409
OG0001268	Prag.g_01957	Pral.g_00410
OG0001269	Prag.g_00086	Pral.g_00955
OG0001270	Prag.g_00131	Pral.g_00907
OG0001271	Prag.g_00143	Pral.g_00895
OG0001272	Prag.g_00272	Pral.g_00758
OG0001273	Prag.g_00328	Pral.g_00699
OG0001274	Prag.g_00461	Pral.g_00609
OG0001276	Prag.g_00568	Pral.g_00499
OG0001277	Prag.g_00743	Pral.g_01689
OG0001278	Prag.g_00855	Pral.g_01539
OG0001279	Prag.g_00905	Pral.g_01800
OG0001280	Prag.g_01012	Pral.g_01598
OG0001281	Prag.g_01060	Pral.g_01320, Pral.g_00967
OG0001282	Prag.g_01078	Pral.g_01856
OG0001283	Prag.g_01083	Pral.g_01317
OG0001284	Prag.g_01093	Pral.g_01732
OG0001286	Prag.g_01150	Pral.g_01364
OG0001288	Prag.g_01530	Pral.g_01116
OG0001289	Prag.g_01541	Pral.g_01102
OG0001291	Prag.g_01582	Pral.g_00572
OG0001294	Prag.g_01616	Pral.g_01040
OG0001296	Prag.g_01661	Pral.g_00098
OG0001297	Prag.g_01665	Pral.g_00102
OG0001298	Prag.g_01668	Pral.g_00105
OG0001299	Prag.g_01735	Pral.g_00175
OG0001300	Prag.g_01759	Pral.g_00112
OG0001301	Prag.g_01842	Pral.g_00285
OG0001302	Prag.g_01871	Pral.g_00316
OG0001303	Prag.g_01902	Pral.g_00346
OG0001304	Prag.g_01947	Pral.g_00400
OG0001305	Prag.g_01637	Pral.g_01891
OG0001306	Prag.g_00416	Pral.g_00657
OG0001307	Prag.g_00030	Pral.g_01013
OG0001308	Prag.g_00065	Pral.g_00976
OG0001310	Prag.g_00070	Pral.g_00971
OG0001312	Prag.g_00112	Pral.g_00926
OG0001313	Prag.g_00118	Pral.g_00919
OG0001317	Prag.g_00367	Pral.g_00671
OG0001318	Prag.g_00615	Pral.g_01438
OG0001319	Prag.g_00752	Pral.g_01308
OG0001321	Prag.g_01032	Pral.g_01565
OG0001322	Prag.g_01068	Pral.g_01703
OG0001323	Prag.g_01102	Pral.g_00348
OG0001324	Prag.g_01104	Pral.g_00034
OG0001325	Prag.g_01111	Pral.g_01701
OG0001327	Prag.g_01373	Pral.g_01237
OG0001329	Prag.g_01692	Pral.g_00130
OG0001330	Prag.g_01727	Pral.g_00166
OG0001331	Prag.g_01838	Pral.g_00281
OG0001332	Prag.g_00134	Pral.g_00904
OG0001333	Prag.g_00231	Pral.g_00802
OG0001335	Prag.g_01051	Pral.g_01810
OG0001336	Prag.g_01071	Pral.g_01829
OG0001338	Prag.g_01327	Pral.g_01047
OG0001339	Prag.g_01360	Pral.g_01276
OG0001341	Prag.g_01578	Pral.g_01069
OG0001343	Prag.g_01666	Pral.g_00103
OG0001344	Prag.g_01716	Pral.g_00155
OG0001345	Prag.g_01808	Pral.g_00247
OG0001346	Prag.g_01863	Pral.g_00307
OG0001347	Prag.g_01900	Pral.g_00344
OG0001348	Prag.g_00121	Pral.g_00917
OG0001349	Prag.g_00111	Pral.g_00927
OG0001350	Prag.g_00137	Pral.g_00670
OG0001351	Prag.g_00196	Pral.g_00841
OG0001352	Prag.g_00241	Pral.g_00791
OG0001353	Prag.g_00252	Pral.g_00778
OG0001354	Prag.g_00271	Pral.g_00759
OG0001355	Prag.g_00334	Pral.g_00693
OG0001356	Prag.g_00371	Pral.g_00025
OG0001357	Prag.g_00413	Pral.g_00660
OG0001358	Prag.g_00451	Pral.g_00620
OG0001359	Prag.g_00465	Pral.g_00605
OG0001360	Prag.g_00488	Pral.g_00581
OG0001361	Prag.g_00493	Pral.g_00576
OG0001362	Prag.g_00555	Pral.g_00511
OG0001363	Prag.g_00681	Pral.g_00818
OG0001364	Prag.g_00790	Pral.g_01666
OG0001365	Prag.g_00845	Pral.g_01529
OG0001366	Prag.g_00890	Pral.g_01822
OG0001367	Prag.g_00992	Pral.g_01585
OG0001368	Prag.g_01011	Pral.g_01597
OG0001369	Prag.g_01124	Pral.g_00073
OG0001370	Prag.g_01125	Pral.g_00072
OG0001371	Prag.g_01203	Pral.g_01425
OG0001372	Prag.g_01302	Pral.g_00024
OG0001373	Prag.g_01560	Pral.g_01082
OG0001374	Prag.g_01422	Pral.g_01055
OG0001375	Prag.g_01706	Pral.g_00144
OG0001377	Prag.g_01870	Pral.g_00315
OG0001379	Prag.g_00061	Pral.g_00981
OG0001380	Prag.g_00062	Pral.g_00979
OG0001381	Prag.g_00081	Pral.g_00960
OG0001382	Prag.g_00128	Pral.g_00909
OG0001383	Prag.g_00227	Pral.g_00806
OG0001384	Prag.g_00248	Pral.g_00782
OG0001385	Prag.g_00263	Pral.g_00766
OG0001386	Prag.g_00356	Pral.g_01119
OG0001388	Prag.g_01272, Prag.g_01640	Pral.g_01744
OG0001389	Prag.g_00433	Pral.g_00634
OG0001390	Prag.g_00439	Pral.g_00628
OG0001391	Prag.g_00483	Pral.g_00586
OG0001392	Prag.g_00490	Pral.g_00579
OG0001393	Prag.g_00498	Pral.g_00570
OG0001394	Prag.g_00644	Pral.g_01468
OG0001395	Prag.g_00652	Pral.g_01768
OG0001396	Prag.g_00654	Pral.g_01767
OG0001397	Prag.g_00660	Pral.g_01760
OG0001398	Prag.g_00697	Pral.g_01724
OG0001399	Prag.g_00792	Pral.g_01664
OG0001400	Prag.g_00889	Pral.g_01823
OG0001401	Prag.g_00891	Pral.g_01821
OG0001402	Prag.g_00911	Pral.g_01794
OG0001403	Prag.g_00914	Pral.g_01791
OG0001405	Prag.g_01021	Pral.g_01577
OG0001406	Prag.g_01040	Pral.g_01557
OG0001407	Prag.g_01049	Pral.g_01834
OG0001408	Prag.g_01058	Pral.g_00051
OG0001409	Prag.g_01065	Pral.g_01855
OG0001410	Prag.g_01139	Pral.g_01352
OG0001411	Prag.g_01330	Pral.g_01903
OG0001412	Prag.g_01356	Pral.g_01280
OG0001413	Prag.g_01380	Pral.g_01693
OG0001414	Prag.g_01390	Pral.g_01221
OG0001415	Prag.g_01529	Pral.g_01117
OG0001416	Prag.g_01532	Pral.g_01113
OG0001417	Prag.g_01579	Pral.g_01068
OG0001418	Prag.g_01592	Pral.g_01862
OG0001421	Prag.g_00945	Pral.g_01651
OG0001424	Prag.g_00055	Pral.g_01326
OG0001425	Prag.g_00317	Pral.g_00713
OG0001426	Prag.g_00358	Pral.g_01695
OG0001427	Prag.g_00500	Pral.g_00568
OG0001430	Prag.g_00796	Pral.g_01659
OG0001431	Prag.g_00893	Pral.g_01819
OG0001432	Prag.g_00896	Pral.g_01814
OG0001434	Prag.g_01126	Pral.g_01892
OG0001435	Prag.g_01217	Pral.g_01067
OG0001437	Prag.g_01606	Pral.g_01303
OG0001438	Prag.g_01943	Pral.g_00395
OG0001440	Prag.g_00366	Pral.g_01294, Pral.g_00087
OG0001441	Prag.g_00974	Pral.g_01617
OG0001442	Prag.g_01004	Pral.g_01844
OG0001444	Prag.g_01059	Pral.g_00052
OG0001445	Prag.g_01590	Pral.g_01863
OG0001448	Prag.g_00598	Pral.g_00467
OG0001449	Prag.g_01096	Pral.g_00426
OG0001451	Prag.g_01136	Pral.g_01349
OG0001452	Prag.g_01172	Pral.g_01389
OG0001453	Prag.g_01268	Pral.g_00054
OG0001454	Prag.g_01270	Pral.g_00053
OG0001455	Prag.g_01271	Pral.g_01329
OG0001456	Prag.g_01612	Pral.g_01710
OG0001458	Prag.g_01920	Pral.g_00365
OG0001459	Prag.g_01623	Pral.g_00070
OG0001460	Prag.g_00361	Pral.g_01851
OG0001461	Prag.g_00369	Pral.g_01880
OG0001464	Prag.g_00538	Pral.g_00531
OG0001465	Prag.g_00567	Pral.g_00500
OG0001466	Prag.g_00680	Pral.g_01735
OG0001467	Prag.g_00785	Pral.g_01223
OG0001468	Prag.g_00837	Pral.g_01520
OG0001469	Prag.g_00867	Pral.g_00448
OG0001470	Prag.g_01003	Pral.g_01330
OG0001471	Prag.g_01048	Pral.g_00630
OG0001472	Prag.g_01053	Pral.g_00428
OG0001473	Prag.g_01057	Pral.g_01850
OG0001474	Prag.g_01322	Pral.g_01309
OG0001476	Prag.g_01485	Pral.g_01168
OG0001478	Prag.g_01831	Pral.g_00273
OG0001479	Prag.g_01151	Pral.g_01365
OG0001480	Prag.g_00686, Prag.g_01218	Pral.g_01057
OG0001482	Prag.g_00311	Pral.g_00719
OG0001484	Prag.g_00395	Pral.g_01872
OG0001494	Prag.g_01169	Pral.g_01386
OG0001496	Prag.g_01349	Pral.g_01287
OG0001497	Prag.g_01426	Pral.g_01264
OG0001498	Prag.g_01729	Pral.g_00168
OG0001500	Prag.g_00925	Pral.g_01779
OG0001501	Prag.g_00759	Pral.g_00463
OG0001507	Prag.g_00782	Pral.g_01858
OG0001524	Prag.g_00716	Pral.g_00425
OG0001525	Prag.g_01073	Pral.g_01325
OG0001526	Prag.g_01135	Pral.g_01348
OG0001529	Prag.g_01823	Pral.g_00265
OG0001531	Prag.g_00986	Pral.g_00989
OG0001535	Prag.g_00381	Pral.g_00035
OG0001539	Prag.g_00054	Pral.g_01846
OG0001542	Prag.g_01094	Pral.g_00047
OG0001552	Prag.g_01324	Pral.g_01866
OG0001555	Prag.g_01417	Pral.g_00638
OG0001561	Prag.g_01280	Pral.g_01672
OG0001572	Prag.g_00655	Pral.g_01766
OG0001600	Prag.g_01652	Pral.g_01300
OG0001602	Prag.g_00284	Pral.g_00745
OG0001610	Prag.g_00894	Pral.g_01817
OG0001621	Prag.g_01642	Pral.g_01049
OG0001623	Prag.g_00679	Pral.g_01736
OG0001637	Prag.g_00874	Pral.g_01061
OG0001642	Prag.g_00326	Pral.g_01248, Pral.g_01045
OG0001645	Prag.g_01643	Pral.g_01048
OG0001681	Prag.g_01105	Pral.g_00017
OG0001831	Prag.g_01260	Pral.g_01734
OG0001851	Prag.g_01283	Pral.g_00667
OG0001858	Prag.g_00407	Pral.g_00666
OG0001871	Prag.g_01347	Pral.g_01842
OG0001912	Prag.g_01281	Pral.g_01678
OG0001913	Prag.g_01282	Pral.g_01677
OG0001914	Prag.g_01288	Pral.g_01685
OG0002025	Prag.g_01226	Pral.g_01889
OG0002495	Prag.g_01409	Pral.g_00263
OG0003136	Prag.g_00053	Pral.g_01845
OG0003142	Prag.g_01456	Pral.g_01673
