Orthogroup	Prag	Prbl
OG0001138	Prag.g_01792	Prbl.g_00986
OG0001139	Prag.g_01793	Prbl.g_00987
OG0001140	Prag.g_01794	Prbl.g_00988
OG0001141	Prag.g_01796	Prbl.g_00991
OG0001142	Prag.g_01797	Prbl.g_00992
OG0001143	Prag.g_01798	Prbl.g_00993
OG0001144	Prag.g_01800	Prbl.g_00995
OG0001145	Prag.g_01802	Prbl.g_00997
OG0001146	Prag.g_01803	Prbl.g_00998
OG0001147	Prag.g_01805	Prbl.g_01127
OG0001148	Prag.g_01806	Prbl.g_01128
OG0001149	Prag.g_01807	Prbl.g_01131
OG0001150	Prag.g_01810	Prbl.g_01134
OG0001151	Prag.g_01811	Prbl.g_01135
OG0001152	Prag.g_01812	Prbl.g_01136
OG0001153	Prag.g_01813	Prbl.g_01137
OG0001154	Prag.g_01814	Prbl.g_01138
OG0001155	Prag.g_01815	Prbl.g_01139
OG0001156	Prag.g_01816	Prbl.g_01140
OG0001157	Prag.g_01818	Prbl.g_01142
OG0001158	Prag.g_01819	Prbl.g_01144
OG0001159	Prag.g_01820	Prbl.g_01146
OG0001160	Prag.g_01821	Prbl.g_01147
OG0001161	Prag.g_01824	Prbl.g_01174
OG0001162	Prag.g_01825	Prbl.g_01175
OG0001163	Prag.g_01826	Prbl.g_01177
OG0001164	Prag.g_01827	Prbl.g_01178
OG0001165	Prag.g_01828	Prbl.g_01179
OG0001166	Prag.g_01829	Prbl.g_01180
OG0001167	Prag.g_01830	Prbl.g_01181
OG0001168	Prag.g_01832	Prbl.g_00863
OG0001169	Prag.g_01833	Prbl.g_00859
OG0001170	Prag.g_01835	Prbl.g_00856
OG0001171	Prag.g_01836	Prbl.g_00855
OG0001172	Prag.g_01837	Prbl.g_00853
OG0001173	Prag.g_01839	Prbl.g_00851
OG0001174	Prag.g_01841	Prbl.g_00848
OG0001175	Prag.g_01843	Prbl.g_00844
OG0001176	Prag.g_01844	Prbl.g_00842
OG0001177	Prag.g_01846	Prbl.g_00840
OG0001178	Prag.g_01847	Prbl.g_00839
OG0001179	Prag.g_01848	Prbl.g_00838
OG0001180	Prag.g_01849	Prbl.g_01307
OG0001181	Prag.g_01850	Prbl.g_01306
OG0001182	Prag.g_01851	Prbl.g_01305
OG0001183	Prag.g_01852	Prbl.g_01304
OG0001184	Prag.g_01853	Prbl.g_01303
OG0001185	Prag.g_01854	Prbl.g_01302
OG0001186	Prag.g_01855	Prbl.g_01291
OG0001187	Prag.g_01856	Prbl.g_01290
OG0001188	Prag.g_01857	Prbl.g_01289
OG0001189	Prag.g_01859	Prbl.g_01287
OG0001190	Prag.g_01860	Prbl.g_01286
OG0001191	Prag.g_01862	Prbl.g_01284
OG0001192	Prag.g_01864	Prbl.g_02638
OG0001193	Prag.g_01865	Prbl.g_02637
OG0001194	Prag.g_01866	Prbl.g_02636
OG0001195	Prag.g_01867	Prbl.g_01235
OG0001196	Prag.g_01869	Prbl.g_02063
OG0001197	Prag.g_01872	Prbl.g_02059
OG0001198	Prag.g_01873	Prbl.g_02058
OG0001199	Prag.g_01874	Prbl.g_02057
OG0001200	Prag.g_01875	Prbl.g_02056
OG0001201	Prag.g_01876	Prbl.g_02055
OG0001202	Prag.g_01877	Prbl.g_02054
OG0001203	Prag.g_01879	Prbl.g_02026
OG0001204	Prag.g_01882	Prbl.g_02023
OG0001205	Prag.g_01883	Prbl.g_02022
OG0001206	Prag.g_01884	Prbl.g_02021
OG0001207	Prag.g_01885	Prbl.g_02018
OG0001208	Prag.g_01886	Prbl.g_02017
OG0001209	Prag.g_01887	Prbl.g_02016
OG0001210	Prag.g_01888	Prbl.g_02014
OG0001211	Prag.g_01889	Prbl.g_02012
OG0001212	Prag.g_01890	Prbl.g_02011
OG0001213	Prag.g_01891	Prbl.g_02009
OG0001214	Prag.g_01892	Prbl.g_02008
OG0001215	Prag.g_01893	Prbl.g_02007
OG0001216	Prag.g_01894	Prbl.g_02006
OG0001217	Prag.g_01895	Prbl.g_02005
OG0001218	Prag.g_01896	Prbl.g_02004
OG0001219	Prag.g_01897	Prbl.g_02002
OG0001220	Prag.g_01898	Prbl.g_02001
OG0001221	Prag.g_01899	Prbl.g_02000
OG0001222	Prag.g_01901	Prbl.g_01998
OG0001223	Prag.g_01903	Prbl.g_01994
OG0001224	Prag.g_01904	Prbl.g_01992
OG0001225	Prag.g_01906	Prbl.g_02239
OG0001226	Prag.g_01907	Prbl.g_02238
OG0001227	Prag.g_01908	Prbl.g_02237
OG0001228	Prag.g_01909	Prbl.g_02236
OG0001229	Prag.g_01910	Prbl.g_02234
OG0001230	Prag.g_01911	Prbl.g_02233
OG0001231	Prag.g_01912	Prbl.g_02232
OG0001232	Prag.g_01914	Prbl.g_02230
OG0001233	Prag.g_01915	Prbl.g_02228
OG0001234	Prag.g_01916	Prbl.g_02226
OG0001235	Prag.g_01917	Prbl.g_02225
OG0001236	Prag.g_01918	Prbl.g_02224
OG0001237	Prag.g_01921	Prbl.g_02219
OG0001238	Prag.g_01922	Prbl.g_02214
OG0001239	Prag.g_01925	Prbl.g_02192
OG0001240	Prag.g_01926	Prbl.g_02189
OG0001241	Prag.g_01927	Prbl.g_02188
OG0001242	Prag.g_01928	Prbl.g_02186
OG0001243	Prag.g_01929	Prbl.g_02185
OG0001244	Prag.g_01930	Prbl.g_02182
OG0001245	Prag.g_01931	Prbl.g_02181
OG0001246	Prag.g_01932	Prbl.g_02175
OG0001247	Prag.g_01933	Prbl.g_02174
OG0001248	Prag.g_01934	Prbl.g_02173
OG0001249	Prag.g_01935	Prbl.g_02160
OG0001250	Prag.g_01936	Prbl.g_02151
OG0001251	Prag.g_01937	Prbl.g_02150
OG0001252	Prag.g_01938	Prbl.g_02149
OG0001253	Prag.g_01939	Prbl.g_02148
OG0001254	Prag.g_01941	Prbl.g_02146
OG0001255	Prag.g_01942	Prbl.g_02145
OG0001256	Prag.g_01944	Prbl.g_02141
OG0001257	Prag.g_01945	Prbl.g_02139
OG0001258	Prag.g_01946	Prbl.g_02138
OG0001259	Prag.g_01948	Prbl.g_02134
OG0001260	Prag.g_01949	Prbl.g_02132
OG0001261	Prag.g_01950	Prbl.g_02131
OG0001262	Prag.g_01951	Prbl.g_02129
OG0001263	Prag.g_01952	Prbl.g_02127
OG0001264	Prag.g_01953	Prbl.g_02125
OG0001265	Prag.g_01954	Prbl.g_02124
OG0001266	Prag.g_01955	Prbl.g_02123
OG0001267	Prag.g_01956	Prbl.g_02122
OG0001268	Prag.g_01957	Prbl.g_02121
OG0001269	Prag.g_00086	Prbl.g_00569
OG0001270	Prag.g_00131	Prbl.g_00812
OG0001271	Prag.g_00143	Prbl.g_00298
OG0001272	Prag.g_00272	Prbl.g_01452
OG0001273	Prag.g_00328	Prbl.g_01200
OG0001274	Prag.g_00461	Prbl.g_00513
OG0001275	Prag.g_00477	Prbl.g_00532
OG0001276	Prag.g_00568	Prbl.g_01776
OG0001278	Prag.g_00855	Prbl.g_01562
OG0001279	Prag.g_00905	Prbl.g_02408
OG0001280	Prag.g_01012	Prbl.g_02536
OG0001281	Prag.g_01060	Prbl.g_01704
OG0001282	Prag.g_01078	Prbl.g_02390
OG0001283	Prag.g_01083	Prbl.g_01705
OG0001285	Prag.g_01137	Prbl.g_00036
OG0001286	Prag.g_01150	Prbl.g_02082
OG0001288	Prag.g_01530	Prbl.g_01808
OG0001289	Prag.g_01541	Prbl.g_00449
OG0001290	Prag.g_01581	Prbl.g_01833
OG0001291	Prag.g_01582	Prbl.g_00787
OG0001292	Prag.g_01587	Prbl.g_00048
OG0001293	Prag.g_01604	Prbl.g_01370
OG0001294	Prag.g_01616	Prbl.g_02379
OG0001296	Prag.g_01661	Prbl.g_00406
OG0001297	Prag.g_01665	Prbl.g_00401
OG0001298	Prag.g_01668	Prbl.g_00398
OG0001301	Prag.g_01842	Prbl.g_00845
OG0001302	Prag.g_01871	Prbl.g_02060
OG0001303	Prag.g_01902	Prbl.g_01996
OG0001304	Prag.g_01947	Prbl.g_02136
OG0001305	Prag.g_01637	Prbl.g_01026, Prbl.g_01386
OG0001306	Prag.g_00416	Prbl.g_00651
OG0001307	Prag.g_00030	Prbl.g_01976
OG0001308	Prag.g_00065	Prbl.g_00605
OG0001309	Prag.g_00068	Prbl.g_00602
OG0001310	Prag.g_00070	Prbl.g_00600
OG0001312	Prag.g_00112	Prbl.g_01322
OG0001313	Prag.g_00118	Prbl.g_00828
OG0001314	Prag.g_00192	Prbl.g_00095
OG0001315	Prag.g_00236	Prbl.g_02667
OG0001317	Prag.g_00367	Prbl.g_00627
OG0001318	Prag.g_00615	Prbl.g_01641
OG0001319	Prag.g_00752	Prbl.g_00716
OG0001320	Prag.g_01027	Prbl.g_00936
OG0001321	Prag.g_01032	Prbl.g_00931
OG0001322	Prag.g_01068	Prbl.g_02152
OG0001323	Prag.g_01102	Prbl.g_01993
OG0001325	Prag.g_01111	Prbl.g_01694
OG0001326	Prag.g_01181	Prbl.g_01115
OG0001327	Prag.g_01373	Prbl.g_00724
OG0001328	Prag.g_01585	Prbl.g_01957
OG0001329	Prag.g_01692	Prbl.g_00366
OG0001330	Prag.g_01727	Prbl.g_00315
OG0001331	Prag.g_01838	Prbl.g_00852
OG0001333	Prag.g_00231	Prbl.g_00197
OG0001334	Prag.g_00446	Prbl.g_00748
OG0001337	Prag.g_01086	Prbl.g_01813
OG0001338	Prag.g_01327	Prbl.g_01712
OG0001339	Prag.g_01360	Prbl.g_01728
OG0001343	Prag.g_01666	Prbl.g_00400
OG0001344	Prag.g_01716	Prbl.g_00339
OG0001345	Prag.g_01808	Prbl.g_01132
OG0001347	Prag.g_01900	Prbl.g_01999
OG0001348	Prag.g_00121	Prbl.g_00826
OG0001349	Prag.g_00111	Prbl.g_01324
OG0001351	Prag.g_00196	Prbl.g_00099
OG0001352	Prag.g_00241	Prbl.g_01512
OG0001353	Prag.g_00252	Prbl.g_01489
OG0001354	Prag.g_00271	Prbl.g_01453
OG0001355	Prag.g_00334	Prbl.g_01207
OG0001356	Prag.g_00371	Prbl.g_01393
OG0001357	Prag.g_00413	Prbl.g_00654
OG0001358	Prag.g_00451	Prbl.g_01343
OG0001359	Prag.g_00465	Prbl.g_00517
OG0001361	Prag.g_00493	Prbl.g_00793
OG0001362	Prag.g_00555	Prbl.g_01791
OG0001363	Prag.g_00681	Prbl.g_01263
OG0001365	Prag.g_00845	Prbl.g_01546
OG0001367	Prag.g_00992	Prbl.g_02518
OG0001368	Prag.g_01011	Prbl.g_02535
OG0001371	Prag.g_01203	Prbl.g_02592
OG0001372	Prag.g_01302	Prbl.g_00156
OG0001375	Prag.g_01706	Prbl.g_00349
OG0001376	Prag.g_01749	Prbl.g_01164, Prbl.g_01151
OG0001377	Prag.g_01870	Prbl.g_02061
OG0001382	Prag.g_00128	Prbl.g_00816
OG0001385	Prag.g_00263	Prbl.g_01463
OG0001388	Prag.g_01272, Prag.g_01640	Prbl.g_02064
OG0001389	Prag.g_00433	Prbl.g_00624
OG0001391	Prag.g_00483	Prbl.g_00803
OG0001393	Prag.g_00498	Prbl.g_00784
OG0001404	Prag.g_00996	Prbl.g_02437
OG0001421	Prag.g_00945	Prbl.g_02448
OG0001425	Prag.g_00317	Prbl.g_01182
OG0001427	Prag.g_00500	Prbl.g_00782
OG0001436	Prag.g_01599	Prbl.g_02571
OG0001437	Prag.g_01606	Prbl.g_01243
OG0001438	Prag.g_01943	Prbl.g_02142
OG0001441	Prag.g_00974	Prbl.g_02494
OG0001442	Prag.g_01004	Prbl.g_01084
OG0001446	Prag.g_00769	Prbl.g_02208
OG0001447	Prag.g_01293, Prag.g_01295, Prag.g_01251	Prbl.g_01355, Prbl.g_01354
OG0001448	Prag.g_00598	Prbl.g_01615
OG0001450	Prag.g_01113	Prbl.g_01079
OG0001456	Prag.g_01612	Prbl.g_01692
OG0001458	Prag.g_01920	Prbl.g_02222
OG0001459	Prag.g_01623	Prbl.g_00003
OG0001464	Prag.g_00538	Prbl.g_01893
OG0001465	Prag.g_00567	Prbl.g_01777
OG0001468	Prag.g_00837	Prbl.g_01537
OG0001476	Prag.g_01485	Prbl.g_00245
OG0001480	Prag.g_00686, Prag.g_01218	Prbl.g_00307
OG0001482	Prag.g_00311	Prbl.g_00900
OG0001484	Prag.g_00395	Prbl.g_02291
OG0001485	Prag.g_00866	Prbl.g_01846
OG0001488	Prag.g_01044	Prbl.g_02215
OG0001489	Prag.g_01045	Prbl.g_02216
OG0001490	Prag.g_01046	Prbl.g_02217
OG0001491	Prag.g_01052	Prbl.g_00031
OG0001492	Prag.g_01081	Prbl.g_01104
OG0001493	Prag.g_01090	Prbl.g_00661
OG0001494	Prag.g_01169	Prbl.g_00182
OG0001496	Prag.g_01349	Prbl.g_01714
OG0001500	Prag.g_00925	Prbl.g_02362
OG0001501	Prag.g_00759	Prbl.g_01620
OG0001505	Prag.g_00733	Prbl.g_02358
OG0001511	Prag.g_00877	Prbl.g_02172
OG0001512	Prag.g_00878	Prbl.g_02171
OG0001513	Prag.g_00879	Prbl.g_02170
OG0001514	Prag.g_00880	Prbl.g_02169
OG0001515	Prag.g_00881	Prbl.g_02168
OG0001516	Prag.g_00882	Prbl.g_02167
OG0001517	Prag.g_00883	Prbl.g_02166
OG0001518	Prag.g_00884	Prbl.g_02165
OG0001519	Prag.g_00885	Prbl.g_02164
OG0001520	Prag.g_00886	Prbl.g_02163
OG0001521	Prag.g_00887	Prbl.g_02162
OG0001522	Prag.g_00888	Prbl.g_02161
OG0001527	Prag.g_01589	Prbl.g_01807
OG0001540	Prag.g_00438	Prbl.g_01725
OG0001547	Prag.g_00034	Prbl.g_01983
OG0001557	Prag.g_01595	Prbl.g_01949
OG0001561	Prag.g_01280	Prbl.g_01541
OG0001600	Prag.g_01652	Prbl.g_00408
OG0001602	Prag.g_00284	Prbl.g_01438
OG0001605	Prag.g_00388	Prbl.g_01940
OG0001621	Prag.g_01642	Prbl.g_01168, Prbl.g_01167
OG0001634	Prag.g_01253	Prbl.g_00012
OG0001635	Prag.g_00332	Prbl.g_01205
OG0001645	Prag.g_01643	Prbl.g_00395
OG0001647	Prag.g_01254	Prbl.g_00013
OG0001648	Prag.g_01255	Prbl.g_00016
OG0001649	Prag.g_01256	Prbl.g_00017
OG0001691	Prag.g_01276	Prbl.g_01002
OG0001716	Prag.g_00760	Prbl.g_00508, Prbl.g_00063
OG0001821	Prag.g_01430	Prbl.g_01456
OG0001851	Prag.g_01283	Prbl.g_01960
OG0001869	Prag.g_01609	Prbl.g_00085
OG0001877	Prag.g_01634	Prbl.g_01814
OG0001912	Prag.g_01281	Prbl.g_01958
OG0001913	Prag.g_01282	Prbl.g_01959
OG0001914	Prag.g_01288	Prbl.g_01248
OG0002075	Prag.g_01299	Prbl.g_00071
OG0002270	Prag.g_01441	Prbl.g_02581
OG0002391	Prag.g_00724	Prbl.g_01533
