Orthogroup	Prbc	Syag
OG0001128	Prbc.g_02105	Syag.g_00961
OG0001129	Prbc.g_02106	Syag.g_00963
OG0001130	Prbc.g_02107	Syag.g_00964
OG0001131	Prbc.g_01941	Syag.g_00624
OG0001132	Prbc.g_02152	Syag.g_00096
OG0001133	Prbc.g_02128	Syag.g_00380
OG0001134	Prbc.g_00896	Syag.g_02164
OG0001135	Prbc.g_00899	Syag.g_00147
OG0001136	Prbc.g_01449	Syag.g_01144
OG0001137	Prbc.g_01436	Syag.g_01123
OG0001138	Prbc.g_01416	Syag.g_01090
OG0001139	Prbc.g_01414	Syag.g_01088
OG0001140	Prbc.g_01413	Syag.g_01087
OG0001141	Prbc.g_01412	Syag.g_01086
OG0001142	Prbc.g_01411	Syag.g_01085
OG0001143	Prbc.g_01404	Syag.g_01077
OG0001144	Prbc.g_01399	Syag.g_01064
OG0001145	Prbc.g_00558	Syag.g_01169
OG0001146	Prbc.g_00570	Syag.g_01218
OG0001147	Prbc.g_00589	Syag.g_01360
OG0001148	Prbc.g_00659	Syag.g_01539
OG0001149	Prbc.g_00660	Syag.g_01540
OG0001150	Prbc.g_00661	Syag.g_01541
OG0001151	Prbc.g_00672	Syag.g_01554
OG0001152	Prbc.g_00673	Syag.g_01555
OG0001153	Prbc.g_00739	Syag.g_01375
OG0001154	Prbc.g_00740	Syag.g_01374
OG0001155	Prbc.g_00756	Syag.g_01616
OG0001156	Prbc.g_00759	Syag.g_01619
OG0001157	Prbc.g_00760	Syag.g_01620
OG0001158	Prbc.g_00761	Syag.g_01621
OG0001159	Prbc.g_00762	Syag.g_01622, Syag.g_01625
OG0001160	Prbc.g_00787	Syag.g_01666
OG0001161	Prbc.g_01485	Syag.g_02163
OG0001162	Prbc.g_00799	Syag.g_01238
OG0001163	Prbc.g_00825	Syag.g_01674
OG0001164	Prbc.g_00829	Syag.g_01680
OG0001165	Prbc.g_00831	Syag.g_01685
OG0001166	Prbc.g_00849	Syag.g_01715
OG0001167	Prbc.g_00867	Syag.g_02383
OG0001168	Prbc.g_00868	Syag.g_01740
OG0001169	Prbc.g_00870	Syag.g_01742
OG0001170	Prbc.g_00872	Syag.g_01744
OG0001171	Prbc.g_00882	Syag.g_01755
OG0001172	Prbc.g_00937	Syag.g_02693
OG0001173	Prbc.g_00938	Syag.g_02694
OG0001174	Prbc.g_00946	Syag.g_02703
OG0001175	Prbc.g_00947	Syag.g_02704
OG0001176	Prbc.g_00959	Syag.g_02723
OG0001177	Prbc.g_00957	Syag.g_02720
OG0001178	Prbc.g_01309	Syag.g_01694
OG0001179	Prbc.g_00301	Syag.g_02754
OG0001180	Prbc.g_00278	Syag.g_02780
OG0001181	Prbc.g_00274	Syag.g_02784
OG0001182	Prbc.g_00266	Syag.g_02793
OG0001183	Prbc.g_00247	Syag.g_02798
OG0001184	Prbc.g_00231	Syag.g_02428
OG0001185	Prbc.g_00216	Syag.g_02399
OG0001186	Prbc.g_00189	Syag.g_02364
OG0001187	Prbc.g_00966	Syag.g_02361
OG0001188	Prbc.g_00968	Syag.g_02359
OG0001189	Prbc.g_00985	Syag.g_02334
OG0001190	Prbc.g_00990	Syag.g_02126
OG0001191	Prbc.g_01000	Syag.g_02142
OG0001192	Prbc.g_01005	Syag.g_02149
OG0001193	Prbc.g_01018	Syag.g_02182
OG0001194	Prbc.g_01019	Syag.g_02185
OG0001195	Prbc.g_01020	Syag.g_02186
OG0001196	Prbc.g_01054	Syag.g_02254
OG0001197	Prbc.g_01056	Syag.g_02256
OG0001198	Prbc.g_01066	Syag.g_02269
OG0001199	Prbc.g_00499	Syag.g_01825
OG0001200	Prbc.g_00497	Syag.g_01827
OG0001201	Prbc.g_00465	Syag.g_01886
OG0001202	Prbc.g_00372	Syag.g_02032
OG0001203	Prbc.g_00332	Syag.g_01783
OG0001204	Prbc.g_01141	Syag.g_02673
OG0001206	Prbc.g_01525	Syag.g_01328
OG0001207	Prbc.g_01536	Syag.g_01536
OG0001208	Prbc.g_01542	Syag.g_01526
OG0001209	Prbc.g_01614	Syag.g_01451
OG0001210	Prbc.g_01619	Syag.g_01442
OG0001211	Prbc.g_01630	Syag.g_00272
OG0001212	Prbc.g_01672	Syag.g_00334
OG0001213	Prbc.g_01706	Syag.g_00394
OG0001214	Prbc.g_01714	Syag.g_00412
OG0001215	Prbc.g_01772	Syag.g_01014
OG0001216	Prbc.g_01789	Syag.g_00920
OG0001217	Prbc.g_00521	Syag.g_00151
OG0001218	Prbc.g_01829	Syag.g_01364
OG0001219	Prbc.g_02005	Syag.g_00767
OG0001220	Prbc.g_01913	Syag.g_00743
OG0001221	Prbc.g_01989	Syag.g_00628
OG0001222	Prbc.g_01936	Syag.g_00797
OG0001223	Prbc.g_02053	Syag.g_00843
OG0001224	Prbc.g_02109	Syag.g_00969
OG0001225	Prbc.g_02111	Syag.g_00971
OG0001226	Prbc.g_00930	Syag.g_01835
OG0001227	Prbc.g_02133	Syag.g_01240
OG0001228	Prbc.g_01396	Syag.g_00709
OG0001229	Prbc.g_00138	Syag.g_00997
OG0001230	Prbc.g_00700	Syag.g_01430
OG0001231	Prbc.g_01833	Syag.g_02289
OG0001232	Prbc.g_00853	Syag.g_01724
OG0001233	Prbc.g_00873	Syag.g_01745
OG0001234	Prbc.g_00949	Syag.g_02708
OG0001235	Prbc.g_00953	Syag.g_02715
OG0001236	Prbc.g_00234	Syag.g_02432
OG0001237	Prbc.g_00230	Syag.g_02426
OG0001238	Prbc.g_01001	Syag.g_02144
OG0001239	Prbc.g_00502	Syag.g_01822
OG0001240	Prbc.g_00480	Syag.g_01869
OG0001241	Prbc.g_00471	Syag.g_01879
OG0001243	Prbc.g_00445	Syag.g_01920
OG0001244	Prbc.g_00429	Syag.g_01948
OG0001245	Prbc.g_01317	Syag.g_00213
OG0001246	Prbc.g_01584	Syag.g_01498
OG0001247	Prbc.g_01765	Syag.g_00710
OG0001248	Prbc.g_01767	Syag.g_00175
OG0001249	Prbc.g_01230	Syag.g_02837
OG0001251	Prbc.g_00923	Syag.g_00472
OG0001252	Prbc.g_02104	Syag.g_00960
OG0001253	Prbc.g_00804	Syag.g_00094
OG0001254	Prbc.g_00898	Syag.g_02165
OG0001255	Prbc.g_01463	Syag.g_00440
OG0001256	Prbc.g_00795	Syag.g_01673
OG0001257	Prbc.g_00800	Syag.g_00176
OG0001259	Prbc.g_00871	Syag.g_01743
OG0001260	Prbc.g_00888	Syag.g_01763
OG0001261	Prbc.g_00293	Syag.g_02763
OG0001262	Prbc.g_00983	Syag.g_02336
OG0001263	Prbc.g_00442	Syag.g_01923
OG0001269	Prbc.g_01912	Syag.g_00480
OG0001273	Prbc.g_01708	Syag.g_00405
OG0001279	Prbc.g_00133	Syag.g_00490
OG0001280	Prbc.g_00565	Syag.g_01189
OG0001282	Prbc.g_00658	Syag.g_01538
OG0001283	Prbc.g_01050	Syag.g_02248
OG0001284	Prbc.g_00781	Syag.g_01656
OG0001285	Prbc.g_00856	Syag.g_00142, Syag.g_02205
OG0001286	Prbc.g_00280	Syag.g_02778
OG0001287	Prbc.g_00209	Syag.g_02391
OG0001288	Prbc.g_00198	Syag.g_02373
OG0001289	Prbc.g_00486	Syag.g_01850
OG0001290	Prbc.g_00472	Syag.g_01878
OG0001294	Prbc.g_00646, Prbc.g_01483	Syag.g_00593
OG0001295	Prbc.g_01471	Syag.g_00968
OG0001296	Prbc.g_01589	Syag.g_01492
OG0001297	Prbc.g_01594	Syag.g_01488
OG0001299	Prbc.g_01744	Syag.g_00582
OG0001300	Prbc.g_01776	Syag.g_01003
OG0001301	Prbc.g_01778	Syag.g_00987
OG0001302	Prbc.g_02003	Syag.g_00442
OG0001303	Prbc.g_00092	Syag.g_00769
OG0001304	Prbc.g_02095	Syag.g_00890
OG0001305	Prbc.g_01931	Syag.g_00981
OG0001306	Prbc.g_01461	Syag.g_01160
OG0001307	Prbc.g_00586	Syag.g_00577
OG0001308	Prbc.g_00719	Syag.g_01406
OG0001309	Prbc.g_01598	Syag.g_01482
OG0001311	Prbc.g_02087	Syag.g_00876
OG0001312	Prbc.g_02014	Syag.g_00779
OG0001314	Prbc.g_01137	Syag.g_00118
OG0001315	Prbc.g_00249	Syag.g_02796
OG0001316	Prbc.g_00431	Syag.g_01940
OG0001317	Prbc.g_00336	Syag.g_01787
OG0001318	Prbc.g_01152	Syag.g_02633
OG0001321	Prbc.g_01512	Syag.g_00050
OG0001322	Prbc.g_01513	Syag.g_00051
OG0001324	Prbc.g_01777	Syag.g_01002
OG0001325	Prbc.g_01792	Syag.g_00916
OG0001326	Prbc.g_00915	Syag.g_02190, Syag.g_02195
OG0001328	Prbc.g_01985	Syag.g_00620
OG0001329	Prbc.g_00803	Syag.g_00498
OG0001330	Prbc.g_00559	Syag.g_01181
OG0001331	Prbc.g_00663	Syag.g_01543
OG0001332	Prbc.g_00754	Syag.g_01611
OG0001334	Prbc.g_00244	Syag.g_02807
OG0001335	Prbc.g_00243	Syag.g_02808
OG0001336	Prbc.g_01051	Syag.g_02249
OG0001337	Prbc.g_01224	Syag.g_02804, Syag.g_02824
OG0001339	Prbc.g_00469	Syag.g_01881
OG0001341	Prbc.g_00539	Syag.g_00233
OG0001343	Prbc.g_01956, Prbc.g_01957	Syag.g_00562
OG0001344	Prbc.g_01441	Syag.g_01136
OG0001345	Prbc.g_01425	Syag.g_01108
OG0001346	Prbc.g_00567	Syag.g_01193
OG0001348	Prbc.g_02169	Syag.g_00941
OG0001351	Prbc.g_01515	Syag.g_00055
OG0001352	Prbc.g_01761	Syag.g_01459
OG0001354	Prbc.g_02046	Syag.g_00830
OG0001356	Prbc.g_00603	Syag.g_00942
OG0001358	Prbc.g_01697	Syag.g_00374
OG0001359	Prbc.g_01958	Syag.g_00561
OG0001360	Prbc.g_01423	Syag.g_01106
OG0001365	Prbc.g_00994	Syag.g_02131
OG0001368	Prbc.g_00149, Prbc.g_00130	Syag.g_02674
OG0001369	Prbc.g_00481	Syag.g_01868
OG0001370	Prbc.g_00170	Syag.g_01395, Syag.g_01660
OG0001373	Prbc.g_00914	Syag.g_02194
OG0001374	Prbc.g_00922	Syag.g_02202
OG0001375	Prbc.g_01955	Syag.g_00563
OG0001376	Prbc.g_01943	Syag.g_02153
OG0001377	Prbc.g_01944	Syag.g_02152
OG0001378	Prbc.g_01495	Syag.g_00028
OG0001380	Prbc.g_01470	Syag.g_00252
OG0001385	Prbc.g_00911	Syag.g_02191
OG0001386	Prbc.g_00912	Syag.g_02192
OG0001387	Prbc.g_00913	Syag.g_02193
OG0001388	Prbc.g_00916	Syag.g_02196
OG0001389	Prbc.g_00917	Syag.g_02197
OG0001390	Prbc.g_00918	Syag.g_02198
OG0001391	Prbc.g_00919	Syag.g_02199
OG0001392	Prbc.g_00920	Syag.g_02200
OG0001393	Prbc.g_00921	Syag.g_02201
OG0001394	Prbc.g_01993	Syag.g_00635
OG0001395	Prbc.g_02098	Syag.g_00898
OG0001396	Prbc.g_00180	Syag.g_02349
OG0001398	Prbc.g_01806	Syag.g_00751
OG0001401	Prbc.g_01896	Syag.g_00720
OG0001402	Prbc.g_01701	Syag.g_00379
OG0001403	Prbc.g_01100	Syag.g_02308
OG0001404	Prbc.g_00505	Syag.g_01818
OG0001405	Prbc.g_01218	Syag.g_02810
OG0001406	Prbc.g_01942	Syag.g_02154
OG0001408	Prbc.g_02187	Syag.g_00450
OG0001409	Prbc.g_01437	Syag.g_01125
OG0001410	Prbc.g_00587	Syag.g_00576
OG0001413	Prbc.g_01834	Syag.g_00224
OG0001417	Prbc.g_01482	Syag.g_00829
OG0001419	Prbc.g_01825	Syag.g_01466
OG0001420	Prbc.g_00119	Syag.g_01465
OG0001425	Prbc.g_01004	Syag.g_02148
OG0001429	Prbc.g_02006	Syag.g_00770
OG0001432	Prbc.g_02076	Syag.g_00448
OG0001433	Prbc.g_00602	Syag.g_00943
OG0001435	Prbc.g_01973	Syag.g_00605
OG0001439	Prbc.g_01199	Syag.g_02554
OG0001442	Prbc.g_00689	Syag.g_00648
OG0001443	Prbc.g_00905	Syag.g_02157
OG0001447	Prbc.g_00444	Syag.g_01921
OG0001453	Prbc.g_02056	Syag.g_00849
OG0001454	Prbc.g_01310	Syag.g_00204
OG0001456	Prbc.g_01489	Syag.g_02212
OG0001457	Prbc.g_01488	Syag.g_02213
OG0001458	Prbc.g_01487	Syag.g_02214
OG0001460	Prbc.g_00601	Syag.g_00944
OG0001461	Prbc.g_00014	Syag.g_00521
OG0001467	Prbc.g_00514	Syag.g_01322
OG0001470	Prbc.g_00187	Syag.g_02420
OG0001471	Prbc.g_01484	Syag.g_02563
OG0001472	Prbc.g_01940, Prbc.g_00069	Syag.g_00104
OG0001473	Prbc.g_00642	Syag.g_00471
OG0001474	Prbc.g_01251	Syag.g_02851
OG0001475	Prbc.g_00185	Syag.g_02418
OG0001477	Prbc.g_00010	Syag.g_00990
OG0001480	Prbc.g_00151	Syag.g_00451
OG0001482	Prbc.g_02132	Syag.g_00839
OG0001484	Prbc.g_01278	Syag.g_02203
OG0001486	Prbc.g_01448	Syag.g_01143
OG0001487	Prbc.g_00747	Syag.g_01365
OG0001488	Prbc.g_01432	Syag.g_01119
OG0001489	Prbc.g_00269	Syag.g_02789
OG0001495	Prbc.g_00956	Syag.g_02719
OG0001496	Prbc.g_00008	Syag.g_00993
OG0001497	Prbc.g_00009	Syag.g_00991
OG0001498	Prbc.g_01269	Syag.g_00006
OG0001507	Prbc.g_00117	Syag.g_01794, Syag.g_00083
OG0001508	Prbc.g_00188	Syag.g_02421
OG0001510	Prbc.g_00205	Syag.g_02386
OG0001511	Prbc.g_00461	Syag.g_01893
OG0001512	Prbc.g_00820	Syag.g_01781
OG0001514	Prbc.g_00007	Syag.g_00994
OG0001515	Prbc.g_01774	Syag.g_01007
OG0001516	Prbc.g_01741	Syag.g_00579
OG0001517	Prbc.g_01247	Syag.g_02844
OG0001518	Prbc.g_01003	Syag.g_02146
OG0001519	Prbc.g_01008	Syag.g_02161
OG0001528	Prbc.g_00186	Syag.g_02419
OG0001529	Prbc.g_01119	Syag.g_02327
OG0001530	Prbc.g_00462	Syag.g_01891
OG0001531	Prbc.g_00331	Syag.g_01780
OG0001532	Prbc.g_01415	Syag.g_01089
OG0001534	Prbc.g_02096	Syag.g_00891
OG0001535	Prbc.g_02084	Syag.g_00871
OG0001536	Prbc.g_02032	Syag.g_00805
OG0001537	Prbc.g_01990	Syag.g_00629
OG0001538	Prbc.g_01863	Syag.g_00672
OG0001539	Prbc.g_01968	Syag.g_00601
OG0001540	Prbc.g_00440	Syag.g_01925
OG0001541	Prbc.g_00392	Syag.g_01990
OG0001542	Prbc.g_00386	Syag.g_01999
OG0001543	Prbc.g_01939	Syag.g_02058
OG0001544	Prbc.g_01007	Syag.g_02158
OG0001545	Prbc.g_01041	Syag.g_02238
OG0001551	Prbc.g_00908	Syag.g_01019
OG0001553	Prbc.g_00706	Syag.g_01424
OG0001557	Prbc.g_01994	Syag.g_00636
OG0001559	Prbc.g_00463	Syag.g_01890
OG0001560	Prbc.g_00473	Syag.g_01877
OG0001561	Prbc.g_02089	Syag.g_00878
OG0001562	Prbc.g_02078	Syag.g_00863
OG0001563	Prbc.g_00285	Syag.g_02772
OG0001572	Prbc.g_00019, Prbc.g_00096	Syag.g_00086
OG0001575	Prbc.g_01645	Syag.g_00290
OG0001576	Prbc.g_00578	Syag.g_01233
OG0001577	Prbc.g_01451	Syag.g_01146
OG0001578	Prbc.g_00003	Syag.g_00101, Syag.g_00226, Syag.g_00216
OG0001579	Prbc.g_01222	Syag.g_02813, Syag.g_02817
OG0001582	Prbc.g_01480	Syag.g_00198
OG0001589	Prbc.g_00875	Syag.g_01748
OG0001591	Prbc.g_01751	Syag.g_00595
OG0001623	Prbc.g_01226	Syag.g_02828
OG0001633	Prbc.g_00931	Syag.g_01608
OG0001634	Prbc.g_01747	Syag.g_00585
OG0001635	Prbc.g_01559	Syag.g_02369
OG0001642	Prbc.g_00597	Syag.g_00742
OG0001644	Prbc.g_01802	Syag.g_00902
OG0001656	Prbc.g_01221	Syag.g_02816
OG0001659	Prbc.g_01419	Syag.g_01093
OG0001673	Prbc.g_00338	Syag.g_01789
OG0001676	Prbc.g_01223	Syag.g_02815
OG0001691	Prbc.g_02099	Syag.g_00486
OG0001692	Prbc.g_00704	Syag.g_01426
OG0001694	Prbc.g_01174	Syag.g_02596
OG0001695	Prbc.g_01024	Syag.g_02232
OG0001703	Prbc.g_01537	Syag.g_01535
OG0001704	Prbc.g_01369, Prbc.g_01131	Syag.g_02512
OG0001713	Prbc.g_02175	Syag.g_01128
OG0001715	Prbc.g_00154	Syag.g_00114
OG0001738	Prbc.g_01212	Syag.g_02539
OG0001739	Prbc.g_01023	Syag.g_02230
OG0001740	Prbc.g_01026	Syag.g_02235
OG0001758	Prbc.g_00552, Prbc.g_00020	Syag.g_00524
OG0001770	Prbc.g_00021, Prbc.g_01364	Syag.g_00523
OG0001810	Prbc.g_01783	Syag.g_01938
OG0001816	Prbc.g_01965	Syag.g_00599
OG0001835	Prbc.g_00026	Syag.g_01028
OG0001875	Prbc.g_00553	Syag.g_00525
OG0001876	Prbc.g_00554	Syag.g_00526
OG0001907	Prbc.g_00430	Syag.g_01944
OG0001915	Prbc.g_01058	Syag.g_02264
OG0001916	Prbc.g_01555	Syag.g_01510
OG0001917	Prbc.g_02085	Syag.g_00873
OG0001974	Prbc.g_00534	Syag.g_02122
OG0001990	Prbc.g_00535	Syag.g_02236
OG0002018	Prbc.g_01025	Syag.g_02234
OG0002020	Prbc.g_01028	Syag.g_02228
OG0002021	Prbc.g_01030	Syag.g_02226
OG0002022	Prbc.g_01031	Syag.g_02225
OG0002023	Prbc.g_01032	Syag.g_02224
OG0002024	Prbc.g_01034	Syag.g_02217
OG0002054	Prbc.g_01035	Syag.g_02216
OG0002055	Prbc.g_01040	Syag.g_02219
OG0002131	Prbc.g_01029	Syag.g_02227
OG0002132	Prbc.g_01033	Syag.g_02220
OG0002133	Prbc.g_01039	Syag.g_02218
OG0002177	Prbc.g_01385	Syag.g_01022
OG0002178	Prbc.g_01038	Syag.g_02222
OG0002380	Prbc.g_00039	Syag.g_01603
OG0002434	Prbc.g_01639	Syag.g_00281
OG0002506	Prbc.g_00179, Prbc.g_01950	Syag.g_00973, Syag.g_00259
OG0002585	Prbc.g_01266	Syag.g_01896
OG0002591	Prbc.g_00906	Syag.g_01269
