Orthogroup	Prbc	Praa
OG0001108	Prbc.g_02038	Praa.g_00966
OG0001109	Prbc.g_02039	Praa.g_00967
OG0001110	Prbc.g_02041	Praa.g_00969
OG0001111	Prbc.g_02042	Praa.g_00970
OG0001112	Prbc.g_02043	Praa.g_00971
OG0001113	Prbc.g_02044	Praa.g_00972
OG0001114	Prbc.g_02045	Praa.g_00973
OG0001115	Prbc.g_02047	Praa.g_00975
OG0001116	Prbc.g_02048	Praa.g_00976
OG0001117	Prbc.g_02049	Praa.g_00977
OG0001118	Prbc.g_02050	Praa.g_00978
OG0001119	Prbc.g_02051	Praa.g_00979
OG0001120	Prbc.g_02052	Praa.g_00981
OG0001121	Prbc.g_00645	Praa.g_01125, Praa.g_00984
OG0001122	Prbc.g_02081	Praa.g_01011
OG0001123	Prbc.g_02086	Praa.g_01015
OG0001124	Prbc.g_02088	Praa.g_01017
OG0001125	Prbc.g_02090	Praa.g_01018
OG0001126	Prbc.g_02101	Praa.g_01028
OG0001127	Prbc.g_02102	Praa.g_01029
OG0001128	Prbc.g_02105	Praa.g_01031
OG0001129	Prbc.g_02106	Praa.g_01032
OG0001130	Prbc.g_02107	Praa.g_01033
OG0001131	Prbc.g_01941	Praa.g_01070
OG0001132	Prbc.g_02152	Praa.g_01080
OG0001133	Prbc.g_02128	Praa.g_01115
OG0001134	Prbc.g_00896	Praa.g_01127
OG0001135	Prbc.g_00899	Praa.g_01130
OG0001136	Prbc.g_01449	Praa.g_01157
OG0001137	Prbc.g_01436	Praa.g_01167
OG0001138	Prbc.g_01416	Praa.g_01185
OG0001139	Prbc.g_01414	Praa.g_01186
OG0001140	Prbc.g_01413	Praa.g_01187
OG0001141	Prbc.g_01412	Praa.g_01188
OG0001142	Prbc.g_01411	Praa.g_01189
OG0001143	Prbc.g_01404	Praa.g_01196
OG0001144	Prbc.g_01399	Praa.g_01201
OG0001145	Prbc.g_00558	Praa.g_01310
OG0001146	Prbc.g_00570	Praa.g_01322
OG0001147	Prbc.g_00589	Praa.g_01352
OG0001148	Prbc.g_00659	Praa.g_01368
OG0001149	Prbc.g_00660	Praa.g_01369
OG0001150	Prbc.g_00661	Praa.g_01370
OG0001151	Prbc.g_00672	Praa.g_01381
OG0001152	Prbc.g_00673	Praa.g_01382
OG0001153	Prbc.g_00739	Praa.g_01508
OG0001154	Prbc.g_00740	Praa.g_01509
OG0001155	Prbc.g_00756	Praa.g_01521
OG0001156	Prbc.g_00759	Praa.g_01524
OG0001157	Prbc.g_00760	Praa.g_01525
OG0001158	Prbc.g_00761	Praa.g_01526
OG0001159	Prbc.g_00762	Praa.g_01527
OG0001160	Prbc.g_00787	Praa.g_01552
OG0001161	Prbc.g_01485	Praa.g_01565
OG0001162	Prbc.g_00799	Praa.g_01576
OG0001163	Prbc.g_00825	Praa.g_01627
OG0001164	Prbc.g_00829	Praa.g_01631
OG0001165	Prbc.g_00831	Praa.g_01634
OG0001166	Prbc.g_00849	Praa.g_01654
OG0001167	Prbc.g_00867	Praa.g_01672
OG0001168	Prbc.g_00868	Praa.g_01674
OG0001169	Prbc.g_00870	Praa.g_01676
OG0001170	Prbc.g_00872	Praa.g_01678
OG0001171	Prbc.g_00882	Praa.g_01688
OG0001172	Prbc.g_00937	Praa.g_01702
OG0001173	Prbc.g_00938	Praa.g_01703
OG0001174	Prbc.g_00946	Praa.g_01711
OG0001175	Prbc.g_00947	Praa.g_01712
OG0001176	Prbc.g_00959	Praa.g_01719
OG0001177	Prbc.g_00957	Praa.g_01722
OG0001178	Prbc.g_01309	Praa.g_01727
OG0001179	Prbc.g_00301	Praa.g_01759
OG0001180	Prbc.g_00278	Praa.g_01781
OG0001181	Prbc.g_00274	Praa.g_01785
OG0001182	Prbc.g_00266	Praa.g_01792
OG0001183	Prbc.g_00247	Praa.g_01797
OG0001184	Prbc.g_00231	Praa.g_01813
OG0001185	Prbc.g_00216	Praa.g_01827
OG0001186	Prbc.g_00189	Praa.g_01850
OG0001187	Prbc.g_00966	Praa.g_01854
OG0001188	Prbc.g_00968	Praa.g_01857
OG0001189	Prbc.g_00985	Praa.g_01874
OG0001190	Prbc.g_00990	Praa.g_01878
OG0001191	Prbc.g_01000	Praa.g_01888
OG0001192	Prbc.g_01005	Praa.g_01892
OG0001193	Prbc.g_01018	Praa.g_01902
OG0001194	Prbc.g_01019	Praa.g_01903
OG0001195	Prbc.g_01020	Praa.g_01904
OG0001196	Prbc.g_01054	Praa.g_01917
OG0001197	Prbc.g_01056	Praa.g_01918
OG0001198	Prbc.g_01066	Praa.g_01925
OG0001199	Prbc.g_00499	Praa.g_00074
OG0001200	Prbc.g_00497	Praa.g_00076
OG0001201	Prbc.g_00465	Praa.g_00108
OG0001202	Prbc.g_00372	Praa.g_00199
OG0001203	Prbc.g_00332	Praa.g_00238
OG0001204	Prbc.g_01141	Praa.g_00243
OG0001205	Prbc.g_01506	Praa.g_00444
OG0001206	Prbc.g_01525	Praa.g_00462
OG0001207	Prbc.g_01536	Praa.g_00477
OG0001208	Prbc.g_01542	Praa.g_00482
OG0001209	Prbc.g_01614	Praa.g_00535
OG0001210	Prbc.g_01619	Praa.g_00540
OG0001211	Prbc.g_01630	Praa.g_00551
OG0001212	Prbc.g_01672	Praa.g_00596
OG0001213	Prbc.g_01706	Praa.g_00629
OG0001214	Prbc.g_01714	Praa.g_00637
OG0001215	Prbc.g_01772	Praa.g_00690
OG0001216	Prbc.g_01789	Praa.g_00713
OG0001217	Prbc.g_00521	Praa.g_00751
OG0001218	Prbc.g_01829	Praa.g_00758
OG0001219	Prbc.g_02005	Praa.g_00791
OG0001220	Prbc.g_01913	Praa.g_00856
OG0001221	Prbc.g_01989	Praa.g_00918
OG0001222	Prbc.g_01936	Praa.g_00956
OG0001223	Prbc.g_02053	Praa.g_00982
OG0001224	Prbc.g_02109	Praa.g_01035
OG0001225	Prbc.g_02111	Praa.g_01037
OG0001226	Prbc.g_00930	Praa.g_01064
OG0001227	Prbc.g_02133	Praa.g_01083
OG0001228	Prbc.g_01396	Praa.g_01204
OG0001229	Prbc.g_00138	Praa.g_01364
OG0001230	Prbc.g_00700	Praa.g_01468
OG0001231	Prbc.g_01833	Praa.g_01574
OG0001232	Prbc.g_00853	Praa.g_01658
OG0001233	Prbc.g_00873	Praa.g_01679
OG0001234	Prbc.g_00949	Praa.g_01714
OG0001235	Prbc.g_00953	Praa.g_01724
OG0001236	Prbc.g_00234	Praa.g_01810
OG0001237	Prbc.g_00230	Praa.g_01814
OG0001238	Prbc.g_01001	Praa.g_01889
OG0001239	Prbc.g_00502	Praa.g_00071
OG0001240	Prbc.g_00480	Praa.g_00093
OG0001241	Prbc.g_00471	Praa.g_00101
OG0001242	Prbc.g_00452	Praa.g_00119
OG0001243	Prbc.g_00445	Praa.g_00125
OG0001244	Prbc.g_00429	Praa.g_00141
OG0001245	Prbc.g_01317	Praa.g_00379
OG0001246	Prbc.g_01584	Praa.g_00504
OG0001247	Prbc.g_01765	Praa.g_00683
OG0001248	Prbc.g_01767	Praa.g_00685
OG0001249	Prbc.g_01230	Praa.g_00780
OG0001251	Prbc.g_00923	Praa.g_00893
OG0001252	Prbc.g_02104	Praa.g_01030
OG0001253	Prbc.g_00804	Praa.g_01084
OG0001254	Prbc.g_00898	Praa.g_01129
OG0001255	Prbc.g_01463	Praa.g_01144
OG0001256	Prbc.g_00795	Praa.g_01567
OG0001257	Prbc.g_00800	Praa.g_01573
OG0001259	Prbc.g_00871	Praa.g_01677
OG0001260	Prbc.g_00888	Praa.g_01694
OG0001261	Prbc.g_00293	Praa.g_01767
OG0001262	Prbc.g_00983	Praa.g_01872
OG0001269	Prbc.g_01912	Praa.g_00358
OG0001273	Prbc.g_01708	Praa.g_00631
OG0001277	Prbc.g_01042	Praa.g_01072
OG0001279	Prbc.g_00133	Praa.g_01257
OG0001280	Prbc.g_00565	Praa.g_01317
OG0001282	Prbc.g_00658	Praa.g_01367
OG0001283	Prbc.g_01050	Praa.g_01386
OG0001284	Prbc.g_00781	Praa.g_01547
OG0001285	Prbc.g_00856	Praa.g_01661
OG0001286	Prbc.g_00280	Praa.g_01779
OG0001287	Prbc.g_00209	Praa.g_01834
OG0001288	Prbc.g_00198	Praa.g_01843
OG0001289	Prbc.g_00486	Praa.g_00087
OG0001290	Prbc.g_00472	Praa.g_00100
OG0001294	Prbc.g_00646, Prbc.g_01483	Praa.g_00377
OG0001295	Prbc.g_01471	Praa.g_00467
OG0001296	Prbc.g_01589	Praa.g_00509
OG0001297	Prbc.g_01594	Praa.g_00514
OG0001299	Prbc.g_01744	Praa.g_00666
OG0001300	Prbc.g_01776	Praa.g_00693
OG0001301	Prbc.g_01778	Praa.g_00696
OG0001302	Prbc.g_02003	Praa.g_00789
OG0001303	Prbc.g_00092	Praa.g_00996
OG0001304	Prbc.g_02095	Praa.g_01024
OG0001305	Prbc.g_01931	Praa.g_01043
OG0001306	Prbc.g_01461	Praa.g_01146
OG0001307	Prbc.g_00586	Praa.g_01349
OG0001308	Prbc.g_00719	Praa.g_01486
OG0001309	Prbc.g_01598	Praa.g_01571
OG0001310	Prbc.g_00843	Praa.g_01647
OG0001315	Prbc.g_00249	Praa.g_00062
OG0001316	Prbc.g_00431	Praa.g_00140
OG0001317	Prbc.g_00336	Praa.g_00234
OG0001318	Prbc.g_01152	Praa.g_00256
OG0001320	Prbc.g_00037, Prbc.g_00013, Prbc.g_00125	Praa.g_00380
OG0001321	Prbc.g_01512	Praa.g_00450
OG0001322	Prbc.g_01513	Praa.g_00451
OG0001324	Prbc.g_01777	Praa.g_00694
OG0001325	Prbc.g_01792	Praa.g_00716
OG0001326	Prbc.g_00915	Praa.g_00881
OG0001327	Prbc.g_01966	Praa.g_01055
OG0001328	Prbc.g_01985	Praa.g_01082
OG0001329	Prbc.g_00803	Praa.g_01123
OG0001330	Prbc.g_00559	Praa.g_01289
OG0001331	Prbc.g_00663	Praa.g_01372
OG0001332	Prbc.g_00754	Praa.g_01519
OG0001334	Prbc.g_00244	Praa.g_01800
OG0001335	Prbc.g_00243	Praa.g_01801
OG0001336	Prbc.g_01051	Praa.g_01914
OG0001339	Prbc.g_00469	Praa.g_00103
OG0001340	Prbc.g_01225	Praa.g_00328
OG0001341	Prbc.g_00539	Praa.g_00749
OG0001342	Prbc.g_00059, Prbc.g_02139	Praa.g_00784
OG0001343	Prbc.g_01956, Prbc.g_01957	Praa.g_00890
OG0001344	Prbc.g_01441	Praa.g_01163
OG0001345	Prbc.g_01425	Praa.g_01178
OG0001346	Prbc.g_00567	Praa.g_01319
OG0001347	Prbc.g_00181	Praa.g_01429
OG0001348	Prbc.g_02169	Praa.g_01595
OG0001350	Prbc.g_00333	Praa.g_00237
OG0001351	Prbc.g_01515	Praa.g_00453
OG0001352	Prbc.g_01761	Praa.g_00680
OG0001354	Prbc.g_02046	Praa.g_00974
OG0001355	Prbc.g_00802	Praa.g_01605
OG0001358	Prbc.g_01697	Praa.g_00620
OG0001359	Prbc.g_01958	Praa.g_00891
OG0001360	Prbc.g_01423	Praa.g_01085
OG0001362	Prbc.g_00723	Praa.g_01490
OG0001363	Prbc.g_01521	Praa.g_01492
OG0001365	Prbc.g_00994	Praa.g_01882
OG0001369	Prbc.g_00481	Praa.g_00092
OG0001370	Prbc.g_00170	Praa.g_00459
OG0001371	Prbc.g_01760	Praa.g_00679
OG0001373	Prbc.g_00914	Praa.g_00880
OG0001374	Prbc.g_00922	Praa.g_00888
OG0001375	Prbc.g_01955	Praa.g_00889
OG0001376	Prbc.g_01943	Praa.g_01049
OG0001377	Prbc.g_01944	Praa.g_01050
OG0001378	Prbc.g_01495	Praa.g_01094
OG0001380	Prbc.g_01470	Praa.g_01354
OG0001381	Prbc.g_00655	Praa.g_01360
OG0001384	Prbc.g_02171, Prbc.g_02158, Prbc.g_00045	Praa.g_00738, Praa.g_01564
OG0001385	Prbc.g_00911	Praa.g_00877
OG0001386	Prbc.g_00912	Praa.g_00878
OG0001387	Prbc.g_00913	Praa.g_00879
OG0001388	Prbc.g_00916	Praa.g_00882
OG0001389	Prbc.g_00917	Praa.g_00883
OG0001390	Prbc.g_00918	Praa.g_00884
OG0001391	Prbc.g_00919	Praa.g_00885
OG0001392	Prbc.g_00920	Praa.g_00886
OG0001393	Prbc.g_00921	Praa.g_00887
OG0001394	Prbc.g_01993	Praa.g_00922
OG0001395	Prbc.g_02098	Praa.g_01026
OG0001397	Prbc.g_00724	Praa.g_01491
OG0001398	Prbc.g_01806	Praa.g_01601
OG0001399	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235	Praa.g_01716
OG0001403	Prbc.g_01100	Praa.g_00030
OG0001404	Prbc.g_00505	Praa.g_00068
OG0001405	Prbc.g_01218	Praa.g_00326
OG0001406	Prbc.g_01942	Praa.g_01048
OG0001407	Prbc.g_01947	Praa.g_01062
OG0001408	Prbc.g_02187	Praa.g_01067
OG0001409	Prbc.g_01437	Praa.g_01166
OG0001410	Prbc.g_00587	Praa.g_01350
OG0001412	Prbc.g_00182	Praa.g_01428
OG0001413	Prbc.g_01834	Praa.g_01562
OG0001414	Prbc.g_00342	Praa.g_00229
OG0001415	Prbc.g_00340	Praa.g_00231
OG0001417	Prbc.g_01482	Praa.g_00469
OG0001418	Prbc.g_01766	Praa.g_00684
OG0001419	Prbc.g_01825	Praa.g_01063
OG0001420	Prbc.g_00119	Praa.g_01103
OG0001421	Prbc.g_00796	Praa.g_01568
OG0001422	Prbc.g_02129	Praa.g_01593
OG0001429	Prbc.g_02006	Praa.g_00792
OG0001430	Prbc.g_01945	Praa.g_01284
OG0001431	Prbc.g_00143	Praa.g_01287
OG0001432	Prbc.g_02076	Praa.g_01560
OG0001437	Prbc.g_00341	Praa.g_00230
OG0001439	Prbc.g_01199	Praa.g_00307
OG0001440	Prbc.g_01315	Praa.g_00417, Praa.g_00399
OG0001441	Prbc.g_01601	Praa.g_00521
OG0001442	Prbc.g_00689	Praa.g_00741
OG0001446	Prbc.g_00494	Praa.g_00079
OG0001447	Prbc.g_00444	Praa.g_00126
OG0001450	Prbc.g_01769	Praa.g_00687
OG0001451	Prbc.g_01924	Praa.g_00865
OG0001453	Prbc.g_02056	Praa.g_00986
OG0001454	Prbc.g_01310	Praa.g_01078
OG0001455	Prbc.g_01117	Praa.g_01117
OG0001456	Prbc.g_01489	Praa.g_01137
OG0001457	Prbc.g_01488	Praa.g_01138
OG0001458	Prbc.g_01487	Praa.g_01139
OG0001463	Prbc.g_01179	Praa.g_00286
OG0001464	Prbc.g_01813	Praa.g_00329
OG0001466	Prbc.g_00148	Praa.g_00740
OG0001467	Prbc.g_00514	Praa.g_00781
OG0001468	Prbc.g_01954	Praa.g_01053
OG0001471	Prbc.g_01484	Praa.g_01563
OG0001472	Prbc.g_01940, Prbc.g_00069	Praa.g_01570
OG0001473	Prbc.g_00642	Praa.g_01851
OG0001480	Prbc.g_00151	Praa.g_00368
OG0001481	Prbc.g_02120	Praa.g_00372
OG0001482	Prbc.g_02132	Praa.g_00456
OG0001483	Prbc.g_00105, Prbc.g_00807, Prbc.g_02166	Praa.g_01236
OG0001484	Prbc.g_01278	Praa.g_01296
OG0001485	Prbc.g_00144	Praa.g_01606
OG0001490	Prbc.g_00132	Praa.g_00409
OG0001491	Prbc.g_01999	Praa.g_00787
OG0001495	Prbc.g_00956	Praa.g_01721
OG0001499	Prbc.g_00519	Praa.g_00061
OG0001500	Prbc.g_01157	Praa.g_00263
OG0001501	Prbc.g_01290	Praa.g_00705
OG0001503	Prbc.g_02170	Praa.g_01134
OG0001506	Prbc.g_00751	Praa.g_01517
OG0001507	Prbc.g_00117	Praa.g_01619
OG0001521	Prbc.g_01377, Prbc.g_02071	Praa.g_00750
OG0001522	Prbc.g_01892	Praa.g_00837
OG0001523	Prbc.g_00901	Praa.g_01131
OG0001524	Prbc.g_00902	Praa.g_01132
OG0001526	Prbc.g_02000	Praa.g_01698, Praa.g_01611
OG0001548	Prbc.g_02149	Praa.g_00778
OG0001549	Prbc.g_01922	Praa.g_00863
OG0001550	Prbc.g_01277	Praa.g_01120
OG0001551	Prbc.g_00908	Praa.g_01136
OG0001552	Prbc.g_00904	Praa.g_01223
OG0001553	Prbc.g_00706	Praa.g_01473
OG0001555	Prbc.g_01362, Prbc.g_00822	Praa.g_01583
OG0001566	Prbc.g_01756	Praa.g_00676
OG0001569	Prbc.g_00041	Praa.g_01090
OG0001570	Prbc.g_00639	Praa.g_01106
OG0001571	Prbc.g_01348, Prbc.g_02182	Praa.g_01113
OG0001572	Prbc.g_00019, Prbc.g_00096	Praa.g_01251
OG0001581	Prbc.g_02147	Praa.g_00144
OG0001582	Prbc.g_01480	Praa.g_00468
OG0001584	Prbc.g_01848	Praa.g_00937
OG0001585	Prbc.g_01334	Praa.g_01262
OG0001595	Prbc.g_00506	Praa.g_00067
OG0001596	Prbc.g_00498	Praa.g_00075
OG0001597	Prbc.g_00748	Praa.g_00361
OG0001598	Prbc.g_02116	Praa.g_00397
OG0001599	Prbc.g_01523	Praa.g_00460
OG0001600	Prbc.g_01591	Praa.g_00511
OG0001601	Prbc.g_01754	Praa.g_00674
OG0001603	Prbc.g_02002	Praa.g_00788
OG0001604	Prbc.g_01986	Praa.g_00915
OG0001605	Prbc.g_02144	Praa.g_01007
OG0001606	Prbc.g_00615	Praa.g_01069
OG0001607	Prbc.g_00158	Praa.g_01133
OG0001608	Prbc.g_02160	Praa.g_01357
OG0001609	Prbc.g_00749	Praa.g_01515
OG0001610	Prbc.g_00753	Praa.g_01518
OG0001611	Prbc.g_00613	Praa.g_01581
OG0001612	Prbc.g_00176	Praa.g_01607
OG0001613	Prbc.g_00250	Praa.g_01795
OG0001626	Prbc.g_00048, Prbc.g_01302	Praa.g_00748
OG0001629	Prbc.g_00115	Praa.g_00761
OG0001630	Prbc.g_01963	Praa.g_00897
OG0001631	Prbc.g_01814	Praa.g_01058
OG0001632	Prbc.g_00123	Praa.g_01260
OG0001633	Prbc.g_00931	Praa.g_01363
OG0001648	Prbc.g_00816	Praa.g_00371
OG0001649	Prbc.g_01946	Praa.g_01060
OG0001650	Prbc.g_01300	Praa.g_01342
OG0001651	Prbc.g_02157	Praa.g_01580
OG0001661	Prbc.g_02156	Praa.g_00410
OG0001662	Prbc.g_00063	Praa.g_01100
OG0001663	Prbc.g_01464	Praa.g_01143
OG0001664	Prbc.g_00652	Praa.g_01246
OG0001665	Prbc.g_00654	Praa.g_01249
OG0001667	Prbc.g_00142	Praa.g_01292
OG0001668	Prbc.g_01486	Praa.g_01625
OG0001684	Prbc.g_01231	Praa.g_00589
OG0001688	Prbc.g_02066, Prbc.g_01379	Praa.g_01057
OG0001689	Prbc.g_00200	Praa.g_01841
OG0001696	Prbc.g_01925	Praa.g_00866
OG0001697	Prbc.g_02001	Praa.g_00875
OG0001698	Prbc.g_00678	Praa.g_01056
OG0001699	Prbc.g_01520	Praa.g_01237
OG0001704	Prbc.g_01369, Prbc.g_01131	Praa.g_00060, Praa.g_01225
OG0001706	Prbc.g_00527, Prbc.g_01311	Praa.g_00998
OG0001708	Prbc.g_01465	Praa.g_01142
OG0001710	Prbc.g_01135	Praa.g_01717
OG0001718	Prbc.g_00614	Praa.g_00362
OG0001719	Prbc.g_01297, Prbc.g_00032	Praa.g_00386
OG0001721	Prbc.g_00809	Praa.g_00752
OG0001722	Prbc.g_01961	Praa.g_00895
OG0001723	Prbc.g_00813	Praa.g_01258
OG0001724	Prbc.g_01326, Prbc.g_01347, Prbc.g_01330, Prbc.g_01332	Praa.g_01622
OG0001742	Prbc.g_01279	Praa.g_00375
OG0001743	Prbc.g_01342	Praa.g_01098
OG0001744	Prbc.g_01291	Praa.g_01304
OG0001772	Prbc.g_01280	Praa.g_00395
OG0001774	Prbc.g_01757	Praa.g_00677
OG0001775	Prbc.g_00520	Praa.g_01065
OG0001776	Prbc.g_02140	Praa.g_01096
OG0001778	Prbc.g_00581	Praa.g_01286
OG0001779	Prbc.g_00163	Praa.g_01305
OG0001781	Prbc.g_01287	Praa.g_01594
OG0001819	Prbc.g_02123	Praa.g_00387
OG0001820	Prbc.g_00155	Praa.g_00744, Praa.g_01254
OG0001821	Prbc.g_00128	Praa.g_00753
OG0001822	Prbc.g_02072	Praa.g_00770
OG0001823	Prbc.g_00624	Praa.g_00868
OG0001824	Prbc.g_01818	Praa.g_01005
OG0001825	Prbc.g_02117	Praa.g_01066
OG0001826	Prbc.g_01826	Praa.g_01068
OG0001827	Prbc.g_02131	Praa.g_01071
OG0001828	Prbc.g_02186	Praa.g_01093
OG0001829	Prbc.g_00114	Praa.g_01097
OG0001830	Prbc.g_00150	Praa.g_01116
OG0001831	Prbc.g_02146	Praa.g_01126
OG0001832	Prbc.g_00627	Praa.g_01281
OG0001833	Prbc.g_00656	Praa.g_01365
OG0001920	Prbc.g_01314	Praa.g_00706
OG0001921	Prbc.g_00099	Praa.g_00870
OG0001982	Prbc.g_00815	Praa.g_00367
OG0001984	Prbc.g_01830	Praa.g_00779
OG0001987	Prbc.g_00049	Praa.g_01278
OG0001988	Prbc.g_00147	Praa.g_01341
OG0002031	Prbc.g_02197	Praa.g_01604
OG0002147	Prbc.g_01325	Praa.g_00707
OG0002319	Prbc.g_00649	Praa.g_01232
OG0002372	Prbc.g_00903	Praa.g_01588
OG0002688	Prbc.g_00620	Praa.g_00402
