Orthogroup	Prbc	Syad
OG0001121	Prbc.g_00645	Syad.g_01503
OG0001122	Prbc.g_02081	Syad.g_01689
OG0001123	Prbc.g_02086	Syad.g_01682
OG0001124	Prbc.g_02088	Syad.g_01680
OG0001125	Prbc.g_02090	Syad.g_01678
OG0001126	Prbc.g_02101	Syad.g_01276
OG0001127	Prbc.g_02102	Syad.g_01277
OG0001128	Prbc.g_02105	Syad.g_01280
OG0001129	Prbc.g_02106	Syad.g_01282
OG0001130	Prbc.g_02107	Syad.g_01283
OG0001131	Prbc.g_01941	Syad.g_01953
OG0001132	Prbc.g_02152	Syad.g_02038
OG0001133	Prbc.g_02128	Syad.g_02172
OG0001134	Prbc.g_00896	Syad.g_01527
OG0001136	Prbc.g_01449	Syad.g_01150
OG0001137	Prbc.g_01436	Syad.g_01169
OG0001138	Prbc.g_01416	Syad.g_01493
OG0001139	Prbc.g_01414	Syad.g_01491
OG0001140	Prbc.g_01413	Syad.g_01490
OG0001141	Prbc.g_01412	Syad.g_01489
OG0001142	Prbc.g_01411	Syad.g_01488
OG0001143	Prbc.g_01404	Syad.g_01473
OG0001144	Prbc.g_01399	Syad.g_01457
OG0001145	Prbc.g_00558	Syad.g_01112
OG0001146	Prbc.g_00570	Syad.g_02412
OG0001147	Prbc.g_00589	Syad.g_02349
OG0001148	Prbc.g_00659	Syad.g_00889
OG0001149	Prbc.g_00660	Syad.g_00888
OG0001150	Prbc.g_00661	Syad.g_00887
OG0001151	Prbc.g_00672	Syad.g_00875
OG0001152	Prbc.g_00673	Syad.g_00872
OG0001153	Prbc.g_00739	Syad.g_02318
OG0001154	Prbc.g_00740	Syad.g_02319
OG0001155	Prbc.g_00756	Syad.g_02540
OG0001156	Prbc.g_00759	Syad.g_02543
OG0001157	Prbc.g_00760	Syad.g_02544
OG0001158	Prbc.g_00761	Syad.g_02546
OG0001159	Prbc.g_00762	Syad.g_02547
OG0001160	Prbc.g_00787	Syad.g_02595
OG0001161	Prbc.g_01485	Syad.g_00026
OG0001162	Prbc.g_00799	Syad.g_01844
OG0001163	Prbc.g_00825	Syad.g_02610
OG0001164	Prbc.g_00829	Syad.g_02616
OG0001165	Prbc.g_00831	Syad.g_02621
OG0001166	Prbc.g_00849	Syad.g_02647
OG0001167	Prbc.g_00867	Syad.g_02486
OG0001168	Prbc.g_00868	Syad.g_02488
OG0001169	Prbc.g_00870	Syad.g_02490
OG0001170	Prbc.g_00872	Syad.g_02492
OG0001171	Prbc.g_00882	Syad.g_02503
OG0001172	Prbc.g_00937	Syad.g_00594
OG0001173	Prbc.g_00938	Syad.g_00595
OG0001174	Prbc.g_00946	Syad.g_00603
OG0001175	Prbc.g_00947	Syad.g_00604
OG0001176	Prbc.g_00959	Syad.g_00644
OG0001177	Prbc.g_00957	Syad.g_00641
OG0001178	Prbc.g_01309	Syad.g_02629
OG0001179	Prbc.g_00301	Syad.g_00675
OG0001180	Prbc.g_00278	Syad.g_00700
OG0001181	Prbc.g_00274	Syad.g_00704
OG0001182	Prbc.g_00266	Syad.g_00712
OG0001183	Prbc.g_00247	Syad.g_00717
OG0001184	Prbc.g_00231	Syad.g_00378
OG0001185	Prbc.g_00216	Syad.g_00354
OG0001186	Prbc.g_00189	Syad.g_00247
OG0001187	Prbc.g_00966	Syad.g_00245
OG0001188	Prbc.g_00968	Syad.g_00238
OG0001189	Prbc.g_00985	Syad.g_00217
OG0001190	Prbc.g_00990	Syad.g_03034
OG0001192	Prbc.g_01005	Syad.g_00013
OG0001193	Prbc.g_01018	Syad.g_00072
OG0001194	Prbc.g_01019	Syad.g_00075
OG0001195	Prbc.g_01020	Syad.g_00076
OG0001196	Prbc.g_01054	Syad.g_00144
OG0001197	Prbc.g_01056	Syad.g_00146
OG0001198	Prbc.g_01066	Syad.g_00159
OG0001199	Prbc.g_00499	Syad.g_02735
OG0001200	Prbc.g_00497	Syad.g_02737
OG0001201	Prbc.g_00465	Syad.g_02802
OG0001202	Prbc.g_00372	Syad.g_02945
OG0001203	Prbc.g_00332	Syad.g_00821
OG0001204	Prbc.g_01141	Syad.g_00577
OG0001205	Prbc.g_01506	Syad.g_02440
OG0001206	Prbc.g_01525	Syad.g_02385
OG0001207	Prbc.g_01536	Syad.g_00893
OG0001208	Prbc.g_01542	Syad.g_00906
OG0001209	Prbc.g_01614	Syad.g_00980
OG0001210	Prbc.g_01619	Syad.g_00993
OG0001212	Prbc.g_01672	Syad.g_01082
OG0001213	Prbc.g_01706	Syad.g_02163
OG0001214	Prbc.g_01714	Syad.g_02150
OG0001215	Prbc.g_01772	Syad.g_01366
OG0001216	Prbc.g_01789	Syad.g_01816
OG0001218	Prbc.g_01829	Syad.g_02328
OG0001219	Prbc.g_02005	Syad.g_01653
OG0001220	Prbc.g_01913	Syad.g_01195
OG0001221	Prbc.g_01989	Syad.g_01950
OG0001222	Prbc.g_01936	Syad.g_01770
OG0001223	Prbc.g_02053	Syad.g_01715
OG0001224	Prbc.g_02109	Syad.g_01286
OG0001225	Prbc.g_02111	Syad.g_01288
OG0001226	Prbc.g_00930	Syad.g_02100
OG0001227	Prbc.g_02133	Syad.g_00029
OG0001228	Prbc.g_01396	Syad.g_02460
OG0001229	Prbc.g_00138	Syad.g_01314
OG0001231	Prbc.g_01833	Syad.g_00179
OG0001232	Prbc.g_00853	Syad.g_02658
OG0001233	Prbc.g_00873	Syad.g_02493
OG0001234	Prbc.g_00949	Syad.g_00608
OG0001235	Prbc.g_00953	Syad.g_00633
OG0001236	Prbc.g_00234	Syad.g_00412
OG0001237	Prbc.g_00230	Syad.g_00376
OG0001238	Prbc.g_01001	Syad.g_00007
OG0001239	Prbc.g_00502	Syad.g_02732
OG0001240	Prbc.g_00480	Syad.g_02785
OG0001241	Prbc.g_00471	Syad.g_02795
OG0001242	Prbc.g_00452	Syad.g_02827
OG0001243	Prbc.g_00445	Syad.g_02841
OG0001244	Prbc.g_00429	Syad.g_02873
OG0001245	Prbc.g_01317	Syad.g_02223
OG0001246	Prbc.g_01584	Syad.g_00933
OG0001247	Prbc.g_01765	Syad.g_01837
OG0001248	Prbc.g_01767	Syad.g_01843
OG0001249	Prbc.g_01230	Syad.g_00756
OG0001251	Prbc.g_00923	Syad.g_00083
OG0001252	Prbc.g_02104	Syad.g_01279
OG0001253	Prbc.g_00804	Syad.g_02037
OG0001254	Prbc.g_00898	Syad.g_01528
OG0001255	Prbc.g_01463	Syad.g_02224
OG0001256	Prbc.g_00795	Syad.g_02609
OG0001257	Prbc.g_00800	Syad.g_02210
OG0001260	Prbc.g_00888	Syad.g_02514
OG0001261	Prbc.g_00293	Syad.g_00684
OG0001262	Prbc.g_00983	Syad.g_00219
OG0001263	Prbc.g_00442	Syad.g_02844
OG0001273	Prbc.g_01708	Syad.g_02157
OG0001277	Prbc.g_01042	Syad.g_00127
OG0001279	Prbc.g_00133	Syad.g_02248
OG0001280	Prbc.g_00565	Syad.g_02402
OG0001282	Prbc.g_00658	Syad.g_00890
OG0001283	Prbc.g_01050	Syad.g_00138
OG0001284	Prbc.g_00781	Syad.g_02585
OG0001285	Prbc.g_00856	Syad.g_02043
OG0001286	Prbc.g_00280	Syad.g_00698
OG0001287	Prbc.g_00209	Syad.g_00346
OG0001288	Prbc.g_00198	Syad.g_00326
OG0001289	Prbc.g_00486	Syad.g_02767
OG0001290	Prbc.g_00472	Syad.g_02794
OG0001294	Prbc.g_00646, Prbc.g_01483	Syad.g_01597
OG0001295	Prbc.g_01471	Syad.g_00997
OG0001296	Prbc.g_01589	Syad.g_00939
OG0001297	Prbc.g_01594	Syad.g_00943
OG0001299	Prbc.g_01744	Syad.g_01591
OG0001300	Prbc.g_01776	Syad.g_01339
OG0001301	Prbc.g_01778	Syad.g_01303
OG0001302	Prbc.g_02003	Syad.g_02123
OG0001303	Prbc.g_00092	Syad.g_01655
OG0001304	Prbc.g_02095	Syad.g_01669
OG0001305	Prbc.g_01931	Syad.g_01296
OG0001306	Prbc.g_01461	Syad.g_01119
OG0001307	Prbc.g_00586	Syad.g_00626
OG0001309	Prbc.g_01598	Syad.g_00950
OG0001310	Prbc.g_00843	Syad.g_02638
OG0001311	Prbc.g_02087	Syad.g_01681
OG0001312	Prbc.g_02014	Syad.g_01788
OG0001314	Prbc.g_01137	Syad.g_01356, Syad.g_01420, Syad.g_00861
OG0001315	Prbc.g_00249	Syad.g_00715
OG0001316	Prbc.g_00431	Syad.g_02861
OG0001317	Prbc.g_00336	Syad.g_00814
OG0001318	Prbc.g_01152	Syad.g_00557
OG0001321	Prbc.g_01512	Syad.g_02423
OG0001322	Prbc.g_01513	Syad.g_02422
OG0001324	Prbc.g_01777	Syad.g_01338
OG0001325	Prbc.g_01792	Syad.g_01811
OG0001326	Prbc.g_00915	Syad.g_00092
OG0001327	Prbc.g_01966	Syad.g_01605
OG0001328	Prbc.g_01985	Syad.g_01638
OG0001329	Prbc.g_00803	Syad.g_00866
OG0001330	Prbc.g_00559	Syad.g_02395
OG0001332	Prbc.g_00754	Syad.g_02535
OG0001334	Prbc.g_00244	Syad.g_00725
OG0001335	Prbc.g_00243	Syad.g_00726
OG0001336	Prbc.g_01051	Syad.g_00139
OG0001337	Prbc.g_01224	Syad.g_00750, Syad.g_00741
OG0001339	Prbc.g_00469	Syad.g_02797
OG0001340	Prbc.g_01225	Syad.g_00742
OG0001341	Prbc.g_00539	Syad.g_01312
OG0001343	Prbc.g_01956, Prbc.g_01957	Syad.g_00079
OG0001344	Prbc.g_01441	Syad.g_01157
OG0001345	Prbc.g_01425	Syad.g_01188
OG0001346	Prbc.g_00567	Syad.g_02406
OG0001347	Prbc.g_00181	Syad.g_00308
OG0001348	Prbc.g_02169	Syad.g_01250
OG0001352	Prbc.g_01761	Syad.g_00969
OG0001354	Prbc.g_02046	Syad.g_01728
OG0001355	Prbc.g_00802	Syad.g_02116
OG0001356	Prbc.g_00603	Syad.g_01251
OG0001357	Prbc.g_01294	Syad.g_01502
OG0001358	Prbc.g_01697	Syad.g_02179
OG0001359	Prbc.g_01958	Syad.g_00078
OG0001360	Prbc.g_01423	Syad.g_01191
OG0001362	Prbc.g_00723	Syad.g_02294
OG0001363	Prbc.g_01521	Syad.g_02296
OG0001368	Prbc.g_00149, Prbc.g_00130	Syad.g_00578
OG0001369	Prbc.g_00481	Syad.g_02784
OG0001370	Prbc.g_00170	Syad.g_02045, Syad.g_02124
OG0001373	Prbc.g_00914	Syad.g_00091
OG0001374	Prbc.g_00922	Syad.g_00099
OG0001375	Prbc.g_01955	Syad.g_00080
OG0001376	Prbc.g_01943	Syad.g_00015
OG0001377	Prbc.g_01944	Syad.g_00014
OG0001378	Prbc.g_01495	Syad.g_02454
OG0001381	Prbc.g_00655	Syad.g_01266, Syad.g_00614
OG0001385	Prbc.g_00911	Syad.g_00088
OG0001386	Prbc.g_00912	Syad.g_00089
OG0001387	Prbc.g_00913	Syad.g_00090
OG0001388	Prbc.g_00916	Syad.g_00093
OG0001389	Prbc.g_00917	Syad.g_00094
OG0001390	Prbc.g_00918	Syad.g_00095
OG0001391	Prbc.g_00919	Syad.g_00096
OG0001392	Prbc.g_00920	Syad.g_00097
OG0001393	Prbc.g_00921	Syad.g_00098
OG0001394	Prbc.g_01993	Syad.g_01920
OG0001395	Prbc.g_02098	Syad.g_01792
OG0001396	Prbc.g_00180	Syad.g_00455
OG0001397	Prbc.g_00724	Syad.g_02295
OG0001398	Prbc.g_01806	Syad.g_01977
OG0001399	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235	Syad.g_02336
OG0001401	Prbc.g_01896	Syad.g_01233
OG0001402	Prbc.g_01701	Syad.g_02174
OG0001403	Prbc.g_01100	Syad.g_00197
OG0001404	Prbc.g_00505	Syad.g_02727
OG0001405	Prbc.g_01218	Syad.g_00728
OG0001407	Prbc.g_01947	Syad.g_00970
OG0001408	Prbc.g_02187	Syad.g_01431
OG0001410	Prbc.g_00587	Syad.g_00627
OG0001412	Prbc.g_00182	Syad.g_00307
OG0001413	Prbc.g_01834	Syad.g_02113
OG0001414	Prbc.g_00342	Syad.g_00615
OG0001417	Prbc.g_01482	Syad.g_01729
OG0001419	Prbc.g_01825	Syad.g_00971
OG0001420	Prbc.g_00119	Syad.g_00963
OG0001421	Prbc.g_00796	Syad.g_02105, Syad.g_02039
OG0001425	Prbc.g_01004	Syad.g_00012
OG0001429	Prbc.g_02006	Syad.g_01656
OG0001430	Prbc.g_01945	Syad.g_03026
OG0001431	Prbc.g_00143	Syad.g_00393
OG0001432	Prbc.g_02076	Syad.g_01382
OG0001433	Prbc.g_00602	Syad.g_01253, Syad.g_01252
OG0001434	Prbc.g_01998	Syad.g_01916
OG0001435	Prbc.g_01973	Syad.g_01612
OG0001439	Prbc.g_01199	Syad.g_00476
OG0001442	Prbc.g_00689	Syad.g_01906
OG0001443	Prbc.g_00905	Syad.g_00023
OG0001447	Prbc.g_00444	Syad.g_02842
OG0001453	Prbc.g_02056	Syad.g_01709
OG0001454	Prbc.g_01310	Syad.g_02101
OG0001456	Prbc.g_01489	Syad.g_00101
OG0001457	Prbc.g_01488	Syad.g_00102
OG0001458	Prbc.g_01487	Syad.g_00103
OG0001460	Prbc.g_00601	Syad.g_01254
OG0001461	Prbc.g_00014	Syad.g_02162
OG0001463	Prbc.g_01179	Syad.g_01264
OG0001464	Prbc.g_01813	Syad.g_00743
OG0001470	Prbc.g_00187	Syad.g_02462
OG0001471	Prbc.g_01484	Syad.g_00484
OG0001473	Prbc.g_00642	Syad.g_02127
OG0001474	Prbc.g_01251	Syad.g_00768
OG0001475	Prbc.g_00185	Syad.g_02464
OG0001477	Prbc.g_00010	Syad.g_01307
OG0001480	Prbc.g_00151	Syad.g_01194
OG0001482	Prbc.g_02132	Syad.g_01719
OG0001487	Prbc.g_00747	Syad.g_02327
OG0001488	Prbc.g_01432	Syad.g_01175
OG0001489	Prbc.g_00269	Syad.g_00709
OG0001496	Prbc.g_00008	Syad.g_01309
OG0001497	Prbc.g_00009	Syad.g_01308
OG0001498	Prbc.g_01269	Syad.g_00786
OG0001499	Prbc.g_00519	Syad.g_02081
OG0001508	Prbc.g_00188	Syad.g_02461
OG0001510	Prbc.g_00205	Syad.g_00342
OG0001511	Prbc.g_00461	Syad.g_02810
OG0001512	Prbc.g_00820	Syad.g_00822
OG0001513	Prbc.g_01112	Syad.g_00646
OG0001514	Prbc.g_00007	Syad.g_01310
OG0001515	Prbc.g_01774	Syad.g_01343
OG0001516	Prbc.g_01741	Syad.g_01588
OG0001517	Prbc.g_01247	Syad.g_00762
OG0001518	Prbc.g_01003	Syad.g_00009
OG0001519	Prbc.g_01008	Syad.g_00025
OG0001522	Prbc.g_01892	Syad.g_01243
OG0001528	Prbc.g_00186	Syad.g_00283, Syad.g_00286
OG0001529	Prbc.g_01119	Syad.g_00210
OG0001530	Prbc.g_00462	Syad.g_02808
OG0001531	Prbc.g_00331	Syad.g_00823
OG0001532	Prbc.g_01415	Syad.g_01492
OG0001534	Prbc.g_02096	Syad.g_01668
OG0001535	Prbc.g_02084	Syad.g_01685
OG0001536	Prbc.g_02032	Syad.g_01762
OG0001537	Prbc.g_01990	Syad.g_01949
OG0001538	Prbc.g_01863	Syad.g_01884
OG0001539	Prbc.g_01968	Syad.g_01607
OG0001540	Prbc.g_00440	Syad.g_02846
OG0001541	Prbc.g_00392	Syad.g_02915
OG0001542	Prbc.g_00386	Syad.g_02924
OG0001543	Prbc.g_01939	Syad.g_02969
OG0001544	Prbc.g_01007	Syad.g_00024
OG0001545	Prbc.g_01041	Syad.g_00126
OG0001548	Prbc.g_01567, Prbc.g_02149	Syad.g_02092
OG0001551	Prbc.g_00908	Syad.g_01256
OG0001555	Prbc.g_01362, Prbc.g_00822	Syad.g_01923
OG0001559	Prbc.g_00463	Syad.g_02807
OG0001560	Prbc.g_00473	Syad.g_02793
OG0001561	Prbc.g_02089	Syad.g_01679
OG0001562	Prbc.g_02078	Syad.g_01693
OG0001563	Prbc.g_00285	Syad.g_00693
OG0001570	Prbc.g_00639	Syad.g_01985
OG0001575	Prbc.g_01645	Syad.g_01033
OG0001576	Prbc.g_00578	Syad.g_01103
OG0001577	Prbc.g_01451	Syad.g_01148
OG0001579	Prbc.g_01222	Syad.g_00732
OG0001582	Prbc.g_01480	Syad.g_02086
OG0001585	Prbc.g_01334	Syad.g_02678
OG0001589	Prbc.g_00875	Syad.g_02495
OG0001591	Prbc.g_01751	Syad.g_01599
OG0001623	Prbc.g_01226	Syad.g_00746
OG0001634	Prbc.g_01747	Syad.g_01594
OG0001635	Prbc.g_01559	Syad.g_00322
OG0001642	Prbc.g_00597	Syad.g_01197
OG0001644	Prbc.g_01802	Syad.g_01799
OG0001656	Prbc.g_01221	Syad.g_00731
OG0001659	Prbc.g_01419	Syad.g_01507
OG0001673	Prbc.g_00338	Syad.g_00812
OG0001676	Prbc.g_01223	Syad.g_00734
OG0001691	Prbc.g_02099	Syad.g_02182
OG0001692	Prbc.g_00704	Syad.g_02271
OG0001694	Prbc.g_01174	Syad.g_00521
OG0001695	Prbc.g_01024	Syad.g_00123
OG0001703	Prbc.g_01537	Syad.g_00894
OG0001713	Prbc.g_02175	Syad.g_01164
OG0001715	Prbc.g_00154	Syad.g_02084
OG0001728	Prbc.g_02201	Syad.g_01079, Syad.g_01080
OG0001738	Prbc.g_01212	Syad.g_00462
OG0001739	Prbc.g_01023	Syad.g_00122
OG0001740	Prbc.g_01026	Syad.g_00124
OG0001758	Prbc.g_00552, Prbc.g_00020	Syad.g_01546
OG0001769	Prbc.g_01372	Syad.g_02133
OG0001810	Prbc.g_01783	Syad.g_02859
OG0001816	Prbc.g_01965	Syad.g_01604
OG0001835	Prbc.g_00026	Syad.g_00849
OG0001875	Prbc.g_00553	Syad.g_01547
OG0001876	Prbc.g_00554	Syad.g_01548
OG0001907	Prbc.g_00430	Syad.g_02868
OG0001915	Prbc.g_01058	Syad.g_00153
OG0001916	Prbc.g_01555	Syad.g_00921
OG0001917	Prbc.g_02085	Syad.g_01684
OG0001954	Prbc.g_00145	Syad.g_01991
OG0002020	Prbc.g_01028	Syad.g_00120
OG0002021	Prbc.g_01030	Syad.g_00118
OG0002022	Prbc.g_01031	Syad.g_00115
OG0002023	Prbc.g_01032	Syad.g_00114
OG0002024	Prbc.g_01034	Syad.g_00108
OG0002054	Prbc.g_01035	Syad.g_00107
OG0002055	Prbc.g_01040	Syad.g_00110
OG0002131	Prbc.g_01029	Syad.g_00119
OG0002132	Prbc.g_01033	Syad.g_00111
OG0002133	Prbc.g_01039	Syad.g_00109
OG0002178	Prbc.g_01038	Syad.g_00113
OG0002347	Prbc.g_00859	Syad.g_02656
OG0002380	Prbc.g_00039	Syad.g_02681
OG0002393	Prbc.g_01560	Syad.g_01073, Syad.g_01075, Syad.g_01076
OG0002591	Prbc.g_00906	Syad.g_02066
OG0002939	Prbc.g_01359	Syad.g_02233, Syad.g_02232, Syad.g_02700
OG0003246	Prbc.g_00109	Syad.g_00835
OG0003820	Prbc.g_02192	Syad.g_01192
