Orthogroup	Prbc	Prbi
OG0001058	Prbc.g_01629	Prbi.g_00552
OG0001059	Prbc.g_01633	Prbi.g_00556
OG0001060	Prbc.g_01640	Prbi.g_00563
OG0001061	Prbc.g_01653	Prbi.g_00576
OG0001062	Prbc.g_01655	Prbi.g_00578
OG0001063	Prbc.g_01656	Prbi.g_00580
OG0001064	Prbc.g_01657	Prbi.g_00581
OG0001065	Prbc.g_01658	Prbi.g_00582
OG0001066	Prbc.g_01659	Prbi.g_00583
OG0001067	Prbc.g_01660	Prbi.g_00584
OG0001068	Prbc.g_01661	Prbi.g_00585
OG0001069	Prbc.g_01662	Prbi.g_00586
OG0001070	Prbc.g_01664	Prbi.g_00589
OG0001071	Prbc.g_01665	Prbi.g_00590
OG0001072	Prbc.g_01666	Prbi.g_00592
OG0001073	Prbc.g_01680	Prbi.g_00606
OG0001074	Prbc.g_01692	Prbi.g_00617
OG0001075	Prbc.g_01693	Prbi.g_00618
OG0001076	Prbc.g_01700	Prbi.g_00626
OG0001077	Prbc.g_01705	Prbi.g_00630
OG0001078	Prbc.g_01713	Prbi.g_00639
OG0001079	Prbc.g_01724	Prbi.g_00650
OG0001080	Prbc.g_01730	Prbi.g_00656
OG0001081	Prbc.g_01732	Prbi.g_00658
OG0001082	Prbc.g_01733	Prbi.g_00659
OG0001083	Prbc.g_01738	Prbi.g_00664
OG0001084	Prbc.g_01739	Prbi.g_00665
OG0001085	Prbc.g_01749	Prbi.g_00673
OG0001086	Prbc.g_01750	Prbi.g_00674
OG0001087	Prbc.g_01770	Prbi.g_00691
OG0001088	Prbc.g_01771	Prbi.g_00692
OG0001089	Prbc.g_01779	Prbi.g_00700
OG0001090	Prbc.g_01788	Prbi.g_00746
OG0001091	Prbc.g_01790	Prbi.g_00748
OG0001092	Prbc.g_01791	Prbi.g_00749
OG0001093	Prbc.g_01796	Prbi.g_00754
OG0001094	Prbc.g_01852	Prbi.g_00841
OG0001095	Prbc.g_01871	Prbi.g_00860
OG0001096	Prbc.g_01886	Prbi.g_00873
OG0001097	Prbc.g_01906	Prbi.g_00892
OG0001098	Prbc.g_01923	Prbi.g_00907
OG0001099	Prbc.g_01962	Prbi.g_00939
OG0001100	Prbc.g_01969	Prbi.g_00943
OG0001101	Prbc.g_01971	Prbi.g_00945
OG0001102	Prbc.g_01974	Prbi.g_00948
OG0001103	Prbc.g_01976	Prbi.g_00950
OG0001104	Prbc.g_01838	Prbi.g_00972
OG0001105	Prbc.g_01842	Prbi.g_00976
OG0001106	Prbc.g_02024	Prbi.g_01000
OG0001107	Prbc.g_02034	Prbi.g_01007
OG0001108	Prbc.g_02038	Prbi.g_01011
OG0001109	Prbc.g_02039	Prbi.g_01012
OG0001110	Prbc.g_02041	Prbi.g_01014
OG0001111	Prbc.g_02042	Prbi.g_01015
OG0001112	Prbc.g_02043	Prbi.g_01016
OG0001113	Prbc.g_02044	Prbi.g_01017
OG0001114	Prbc.g_02045	Prbi.g_01018
OG0001115	Prbc.g_02047	Prbi.g_01020
OG0001116	Prbc.g_02048	Prbi.g_01021
OG0001117	Prbc.g_02049	Prbi.g_01022
OG0001118	Prbc.g_02050	Prbi.g_01023
OG0001119	Prbc.g_02051	Prbi.g_01024
OG0001120	Prbc.g_02052	Prbi.g_01026
OG0001121	Prbc.g_00645	Prbi.g_01172, Prbi.g_01029
OG0001122	Prbc.g_02081	Prbi.g_01058
OG0001123	Prbc.g_02086	Prbi.g_01062
OG0001124	Prbc.g_02088	Prbi.g_01064
OG0001125	Prbc.g_02090	Prbi.g_01065
OG0001126	Prbc.g_02101	Prbi.g_01075
OG0001127	Prbc.g_02102	Prbi.g_01076
OG0001128	Prbc.g_02105	Prbi.g_01078
OG0001129	Prbc.g_02106	Prbi.g_01079
OG0001130	Prbc.g_02107	Prbi.g_01080
OG0001131	Prbc.g_01941	Prbi.g_01117
OG0001132	Prbc.g_02152	Prbi.g_01127
OG0001133	Prbc.g_02128	Prbi.g_01161
OG0001134	Prbc.g_00896	Prbi.g_01174
OG0001135	Prbc.g_00899	Prbi.g_01177
OG0001136	Prbc.g_01449	Prbi.g_01204
OG0001137	Prbc.g_01436	Prbi.g_01215
OG0001138	Prbc.g_01416	Prbi.g_01233
OG0001139	Prbc.g_01414	Prbi.g_01234
OG0001140	Prbc.g_01413	Prbi.g_01235
OG0001141	Prbc.g_01412	Prbi.g_01236
OG0001142	Prbc.g_01411	Prbi.g_01237
OG0001143	Prbc.g_01404	Prbi.g_01244
OG0001144	Prbc.g_01399	Prbi.g_01249
OG0001145	Prbc.g_00558	Prbi.g_01383
OG0001146	Prbc.g_00570	Prbi.g_01395
OG0001147	Prbc.g_00589	Prbi.g_01425
OG0001148	Prbc.g_00659	Prbi.g_01441
OG0001149	Prbc.g_00660	Prbi.g_01442
OG0001150	Prbc.g_00661	Prbi.g_01443
OG0001151	Prbc.g_00672	Prbi.g_01454
OG0001152	Prbc.g_00673	Prbi.g_01455
OG0001153	Prbc.g_00739	Prbi.g_01622
OG0001154	Prbc.g_00740	Prbi.g_01623
OG0001155	Prbc.g_00756	Prbi.g_01635
OG0001156	Prbc.g_00759	Prbi.g_01638
OG0001157	Prbc.g_00760	Prbi.g_01639
OG0001158	Prbc.g_00761	Prbi.g_01640
OG0001159	Prbc.g_00762	Prbi.g_01641
OG0001160	Prbc.g_00787	Prbi.g_01665
OG0001161	Prbc.g_01485	Prbi.g_01678
OG0001162	Prbc.g_00799	Prbi.g_01689
OG0001163	Prbc.g_00825	Prbi.g_01779
OG0001164	Prbc.g_00829	Prbi.g_01783
OG0001166	Prbc.g_00849	Prbi.g_01806
OG0001167	Prbc.g_00867	Prbi.g_01823
OG0001168	Prbc.g_00868	Prbi.g_01825
OG0001169	Prbc.g_00870	Prbi.g_01827
OG0001170	Prbc.g_00872	Prbi.g_01829
OG0001171	Prbc.g_00882	Prbi.g_01838
OG0001172	Prbc.g_00937	Prbi.g_01851
OG0001173	Prbc.g_00938	Prbi.g_01852
OG0001174	Prbc.g_00946	Prbi.g_01860
OG0001175	Prbc.g_00947	Prbi.g_01861
OG0001176	Prbc.g_00959	Prbi.g_01869
OG0001177	Prbc.g_00957	Prbi.g_01872
OG0001178	Prbc.g_01309	Prbi.g_01877
OG0001179	Prbc.g_00301	Prbi.g_01922
OG0001180	Prbc.g_00278	Prbi.g_01944
OG0001181	Prbc.g_00274	Prbi.g_01948
OG0001182	Prbc.g_00266	Prbi.g_01955
OG0001183	Prbc.g_00247	Prbi.g_01959
OG0001184	Prbc.g_00231	Prbi.g_01975
OG0001185	Prbc.g_00216	Prbi.g_01989
OG0001186	Prbc.g_00189	Prbi.g_02012
OG0001187	Prbc.g_00966	Prbi.g_02028
OG0001188	Prbc.g_00968	Prbi.g_02031
OG0001189	Prbc.g_00985	Prbi.g_02048
OG0001190	Prbc.g_00990	Prbi.g_02052
OG0001191	Prbc.g_01000	Prbi.g_02062
OG0001192	Prbc.g_01005	Prbi.g_02067
OG0001193	Prbc.g_01018	Prbi.g_02077
OG0001194	Prbc.g_01019	Prbi.g_02078
OG0001195	Prbc.g_01020	Prbi.g_02079
OG0001196	Prbc.g_01054	Prbi.g_02092
OG0001197	Prbc.g_01056	Prbi.g_02093
OG0001198	Prbc.g_01066	Prbi.g_02100
OG0001199	Prbc.g_00499	Prbi.g_00081
OG0001200	Prbc.g_00497	Prbi.g_00083
OG0001201	Prbc.g_00465	Prbi.g_00115
OG0001202	Prbc.g_00372	Prbi.g_00223
OG0001203	Prbc.g_00332	Prbi.g_00262
OG0001204	Prbc.g_01141	Prbi.g_00267
OG0001205	Prbc.g_01506	Prbi.g_00446
OG0001206	Prbc.g_01525	Prbi.g_00464
OG0001207	Prbc.g_01536	Prbi.g_00480
OG0001208	Prbc.g_01542	Prbi.g_00485
OG0001209	Prbc.g_01614	Prbi.g_00538
OG0001210	Prbc.g_01619	Prbi.g_00543
OG0001211	Prbc.g_01630	Prbi.g_00553
OG0001212	Prbc.g_01672	Prbi.g_00598
OG0001213	Prbc.g_01706	Prbi.g_00631
OG0001214	Prbc.g_01714	Prbi.g_00640
OG0001215	Prbc.g_01772	Prbi.g_00693
OG0001216	Prbc.g_01789	Prbi.g_00747
OG0001217	Prbc.g_00521	Prbi.g_00792
OG0001218	Prbc.g_01829	Prbi.g_00800
OG0001219	Prbc.g_02005	Prbi.g_00835
OG0001220	Prbc.g_01913	Prbi.g_00899
OG0001221	Prbc.g_01989	Prbi.g_00962
OG0001222	Prbc.g_01936	Prbi.g_01001
OG0001223	Prbc.g_02053	Prbi.g_01027
OG0001224	Prbc.g_02109	Prbi.g_01082
OG0001225	Prbc.g_02111	Prbi.g_01084
OG0001226	Prbc.g_00930	Prbi.g_01111
OG0001227	Prbc.g_02133	Prbi.g_01130
OG0001228	Prbc.g_01396	Prbi.g_01252
OG0001229	Prbc.g_00138	Prbi.g_01437
OG0001230	Prbc.g_00700	Prbi.g_01581
OG0001231	Prbc.g_01833	Prbi.g_01687
OG0001232	Prbc.g_00853	Prbi.g_01810
OG0001233	Prbc.g_00873	Prbi.g_01830
OG0001234	Prbc.g_00949	Prbi.g_01864
OG0001235	Prbc.g_00953	Prbi.g_01874
OG0001236	Prbc.g_00234	Prbi.g_01972
OG0001237	Prbc.g_00230	Prbi.g_01976
OG0001238	Prbc.g_01001	Prbi.g_02063
OG0001239	Prbc.g_00502	Prbi.g_00078
OG0001240	Prbc.g_00480	Prbi.g_00100
OG0001241	Prbc.g_00471	Prbi.g_00108
OG0001242	Prbc.g_00452	Prbi.g_00127
OG0001243	Prbc.g_00445	Prbi.g_00133
OG0001244	Prbc.g_00429	Prbi.g_00149
OG0001245	Prbc.g_01317	Prbi.g_00404
OG0001246	Prbc.g_01584	Prbi.g_00507
OG0001247	Prbc.g_01765	Prbi.g_00686
OG0001248	Prbc.g_01767	Prbi.g_00688
OG0001249	Prbc.g_01230	Prbi.g_00825
OG0001251	Prbc.g_00923	Prbi.g_00935
OG0001252	Prbc.g_02104	Prbi.g_01077
OG0001253	Prbc.g_00804	Prbi.g_01131
OG0001254	Prbc.g_00898	Prbi.g_01176
OG0001255	Prbc.g_01463	Prbi.g_01191
OG0001256	Prbc.g_00795	Prbi.g_01680
OG0001257	Prbc.g_00800	Prbi.g_01686
OG0001259	Prbc.g_00871	Prbi.g_01828
OG0001260	Prbc.g_00888	Prbi.g_01844
OG0001261	Prbc.g_00293	Prbi.g_01930
OG0001262	Prbc.g_00983	Prbi.g_02046
OG0001263	Prbc.g_00442	Prbi.g_00136
OG0001269	Prbc.g_01912	Prbi.g_00383
OG0001273	Prbc.g_01708	Prbi.g_00634
OG0001277	Prbc.g_01042	Prbi.g_01119
OG0001279	Prbc.g_00133	Prbi.g_01332
OG0001280	Prbc.g_00565	Prbi.g_01390
OG0001282	Prbc.g_00658	Prbi.g_01440
OG0001283	Prbc.g_01050	Prbi.g_01459
OG0001284	Prbc.g_00781	Prbi.g_01660
OG0001285	Prbc.g_00856	Prbi.g_01813
OG0001286	Prbc.g_00280	Prbi.g_01942
OG0001287	Prbc.g_00209	Prbi.g_01996
OG0001288	Prbc.g_00198	Prbi.g_02005
OG0001289	Prbc.g_00486	Prbi.g_00094
OG0001290	Prbc.g_00472	Prbi.g_00107
OG0001294	Prbc.g_00646, Prbc.g_01483	Prbi.g_00402
OG0001295	Prbc.g_01471	Prbi.g_00469
OG0001296	Prbc.g_01589	Prbi.g_00512
OG0001297	Prbc.g_01594	Prbi.g_00517
OG0001299	Prbc.g_01744	Prbi.g_00669
OG0001300	Prbc.g_01776	Prbi.g_00696
OG0001301	Prbc.g_01778	Prbi.g_00699
OG0001302	Prbc.g_02003	Prbi.g_00834
OG0001303	Prbc.g_00092	Prbi.g_01041
OG0001304	Prbc.g_02095	Prbi.g_01071
OG0001305	Prbc.g_01931	Prbi.g_01090
OG0001306	Prbc.g_01461	Prbi.g_01193
OG0001307	Prbc.g_00586	Prbi.g_01422
OG0001308	Prbc.g_00719	Prbi.g_01601
OG0001309	Prbc.g_01598	Prbi.g_01684
OG0001310	Prbc.g_00843	Prbi.g_01799
OG0001311	Prbc.g_02087	Prbi.g_01063
OG0001312	Prbc.g_02014	Prbi.g_00990
OG0001314	Prbc.g_01137	Prbi.g_00723, Prbi.g_00783
OG0001315	Prbc.g_00249	Prbi.g_00068
OG0001316	Prbc.g_00431	Prbi.g_00148
OG0001317	Prbc.g_00336	Prbi.g_00258
OG0001318	Prbc.g_01152	Prbi.g_00280
OG0001320	Prbc.g_00037, Prbc.g_00013, Prbc.g_00125	Prbi.g_00406
OG0001321	Prbc.g_01512	Prbi.g_00452
OG0001322	Prbc.g_01513	Prbi.g_00453
OG0001324	Prbc.g_01777	Prbi.g_00697
OG0001325	Prbc.g_01792	Prbi.g_00750
OG0001326	Prbc.g_00915	Prbi.g_00923
OG0001327	Prbc.g_01966	Prbi.g_01102
OG0001328	Prbc.g_01985	Prbi.g_01129
OG0001329	Prbc.g_00803	Prbi.g_01169
OG0001330	Prbc.g_00559	Prbi.g_01362
OG0001331	Prbc.g_00663	Prbi.g_01445
OG0001332	Prbc.g_00754	Prbi.g_01633
OG0001334	Prbc.g_00244	Prbi.g_01962
OG0001335	Prbc.g_00243	Prbi.g_01963
OG0001336	Prbc.g_01051	Prbi.g_02089
OG0001339	Prbc.g_00469	Prbi.g_00110
OG0001340	Prbc.g_01225	Prbi.g_00352
OG0001341	Prbc.g_00539	Prbi.g_00790
OG0001342	Prbc.g_00059, Prbc.g_02139	Prbi.g_00829
OG0001343	Prbc.g_01956, Prbc.g_01957	Prbi.g_00932
OG0001344	Prbc.g_01441	Prbi.g_01211
OG0001345	Prbc.g_01425	Prbi.g_01226
OG0001346	Prbc.g_00567	Prbi.g_01392
OG0001348	Prbc.g_02169	Prbi.g_01707
OG0001350	Prbc.g_00333	Prbi.g_00261
OG0001351	Prbc.g_01515	Prbi.g_00455
OG0001352	Prbc.g_01761	Prbi.g_00683
OG0001354	Prbc.g_02046	Prbi.g_01019
OG0001355	Prbc.g_00802	Prbi.g_01724
OG0001356	Prbc.g_00603	Prbi.g_01301
OG0001358	Prbc.g_01697	Prbi.g_00622
OG0001359	Prbc.g_01958	Prbi.g_00933
OG0001360	Prbc.g_01423	Prbi.g_01132
OG0001362	Prbc.g_00723	Prbi.g_01605
OG0001363	Prbc.g_01521	Prbi.g_01607
OG0001365	Prbc.g_00994	Prbi.g_02056
OG0001369	Prbc.g_00481	Prbi.g_01522, Prbi.g_00099
OG0001370	Prbc.g_00170	Prbi.g_00461
OG0001371	Prbc.g_01760	Prbi.g_00682
OG0001373	Prbc.g_00914	Prbi.g_00922
OG0001374	Prbc.g_00922	Prbi.g_00930
OG0001375	Prbc.g_01955	Prbi.g_00931
OG0001376	Prbc.g_01943	Prbi.g_01096
OG0001377	Prbc.g_01944	Prbi.g_01097
OG0001378	Prbc.g_01495	Prbi.g_01141
OG0001380	Prbc.g_01470	Prbi.g_01427
OG0001381	Prbc.g_00655	Prbi.g_01433
OG0001384	Prbc.g_02171, Prbc.g_02158, Prbc.g_00045	Prbi.g_00778, Prbi.g_01677
OG0001385	Prbc.g_00911	Prbi.g_00919
OG0001386	Prbc.g_00912	Prbi.g_00920
OG0001387	Prbc.g_00913	Prbi.g_00921
OG0001388	Prbc.g_00916	Prbi.g_00924
OG0001389	Prbc.g_00917	Prbi.g_00925
OG0001390	Prbc.g_00918	Prbi.g_00926
OG0001391	Prbc.g_00919	Prbi.g_00927
OG0001392	Prbc.g_00920	Prbi.g_00928
OG0001393	Prbc.g_00921	Prbi.g_00929
OG0001394	Prbc.g_01993	Prbi.g_00966
OG0001395	Prbc.g_02098	Prbi.g_01073
OG0001397	Prbc.g_00724	Prbi.g_01606
OG0001399	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235	Prbi.g_01866
OG0001402	Prbc.g_01701	Prbi.g_00808
OG0001403	Prbc.g_01100	Prbi.g_00030
OG0001404	Prbc.g_00505	Prbi.g_00075
OG0001405	Prbc.g_01218	Prbi.g_00350
OG0001406	Prbc.g_01942	Prbi.g_01095
OG0001407	Prbc.g_01947	Prbi.g_01109
OG0001408	Prbc.g_02187	Prbi.g_01114
OG0001409	Prbc.g_01437	Prbi.g_01214
OG0001410	Prbc.g_00587	Prbi.g_01423
OG0001413	Prbc.g_01834	Prbi.g_01675
OG0001414	Prbc.g_00342	Prbi.g_00253
OG0001415	Prbc.g_00340	Prbi.g_00255
OG0001417	Prbc.g_01482	Prbi.g_00471
OG0001418	Prbc.g_01766	Prbi.g_00687
OG0001419	Prbc.g_01825	Prbi.g_01110
OG0001420	Prbc.g_00119	Prbi.g_01150
OG0001421	Prbc.g_00796	Prbi.g_01681
OG0001422	Prbc.g_02129	Prbi.g_01705
OG0001424	Prbc.g_01380	Prbi.g_00936
OG0001425	Prbc.g_01004	Prbi.g_02066
OG0001429	Prbc.g_02006	Prbi.g_00836
OG0001430	Prbc.g_01945	Prbi.g_01356
OG0001431	Prbc.g_00143	Prbi.g_01360
OG0001432	Prbc.g_02076	Prbi.g_01673
OG0001433	Prbc.g_00602	Prbi.g_01302
OG0001435	Prbc.g_01973	Prbi.g_00947
OG0001437	Prbc.g_00341	Prbi.g_00254
OG0001439	Prbc.g_01199	Prbi.g_00331
OG0001441	Prbc.g_01601	Prbi.g_00524
OG0001442	Prbc.g_00689	Prbi.g_00781
OG0001446	Prbc.g_00494	Prbi.g_00086
OG0001447	Prbc.g_00444	Prbi.g_00134
OG0001450	Prbc.g_01769	Prbi.g_00690
OG0001451	Prbc.g_01924	Prbi.g_00908
OG0001453	Prbc.g_02056	Prbi.g_01031
OG0001454	Prbc.g_01310	Prbi.g_01125
OG0001455	Prbc.g_01117	Prbi.g_01163
OG0001456	Prbc.g_01489	Prbi.g_01184
OG0001457	Prbc.g_01488	Prbi.g_01185
OG0001458	Prbc.g_01487	Prbi.g_01186
OG0001460	Prbc.g_00601	Prbi.g_01303
OG0001461	Prbc.g_00014	Prbi.g_01545
OG0001463	Prbc.g_01179	Prbi.g_00310
OG0001464	Prbc.g_01813	Prbi.g_00353
OG0001466	Prbc.g_00148	Prbi.g_00780
OG0001467	Prbc.g_00514	Prbi.g_00826
OG0001468	Prbc.g_01954	Prbi.g_01100
OG0001471	Prbc.g_01484	Prbi.g_01676
OG0001472	Prbc.g_01940, Prbc.g_00069	Prbi.g_01683
OG0001473	Prbc.g_00642	Prbi.g_02013
OG0001474	Prbc.g_01251	Prbi.g_00364
OG0001475	Prbc.g_00185	Prbi.g_01472
OG0001480	Prbc.g_00151	Prbi.g_00393
OG0001481	Prbc.g_02120	Prbi.g_00397
OG0001482	Prbc.g_02132	Prbi.g_00458
OG0001484	Prbc.g_01278	Prbi.g_01369
OG0001485	Prbc.g_00144	Prbi.g_01725
OG0001486	Prbc.g_01448	Prbi.g_01205
OG0001491	Prbc.g_01999	Prbi.g_00832
OG0001495	Prbc.g_00956	Prbi.g_01871
OG0001499	Prbc.g_00519	Prbi.g_00067
OG0001500	Prbc.g_01157	Prbi.g_00287
OG0001501	Prbc.g_01290	Prbi.g_00709
OG0001503	Prbc.g_02170	Prbi.g_01181
OG0001506	Prbc.g_00751	Prbi.g_01631
OG0001507	Prbc.g_00117	Prbi.g_01739
OG0001508	Prbc.g_00188	Prbi.g_01473
OG0001513	Prbc.g_01112	Prbi.g_01761
OG0001521	Prbc.g_01377, Prbc.g_02071	Prbi.g_00791
OG0001522	Prbc.g_01892	Prbi.g_00880
OG0001523	Prbc.g_00901	Prbi.g_01178
OG0001524	Prbc.g_00902	Prbi.g_01179
OG0001526	Prbc.g_02000	Prbi.g_01278
OG0001548	Prbc.g_02149	Prbi.g_00823
OG0001550	Prbc.g_01277	Prbi.g_01166
OG0001551	Prbc.g_00908	Prbi.g_01183
OG0001552	Prbc.g_00904	Prbi.g_01271
OG0001553	Prbc.g_00706	Prbi.g_01586
OG0001555	Prbc.g_01362, Prbc.g_00822	Prbi.g_01695
OG0001557	Prbc.g_01994	Prbi.g_00967
OG0001566	Prbc.g_01756	Prbi.g_00679
OG0001569	Prbc.g_00041	Prbi.g_01137
OG0001570	Prbc.g_00639	Prbi.g_01152
OG0001571	Prbc.g_01348, Prbc.g_02182	Prbi.g_01159
OG0001572	Prbc.g_00019, Prbc.g_00096	Prbi.g_01326
OG0001581	Prbc.g_02147	Prbi.g_00168
OG0001582	Prbc.g_01480	Prbi.g_00470
OG0001584	Prbc.g_01848	Prbi.g_00982
OG0001585	Prbc.g_01334	Prbi.g_01336
OG0001595	Prbc.g_00506	Prbi.g_00074
OG0001596	Prbc.g_00498	Prbi.g_00082
OG0001597	Prbc.g_00748	Prbi.g_00386
OG0001598	Prbc.g_02116	Prbi.g_00427
OG0001599	Prbc.g_01523	Prbi.g_00462
OG0001600	Prbc.g_01591	Prbi.g_00514
OG0001601	Prbc.g_01754	Prbi.g_00677
OG0001603	Prbc.g_02002	Prbi.g_00833
OG0001604	Prbc.g_01986	Prbi.g_00959
OG0001605	Prbc.g_02144	Prbi.g_01054
OG0001606	Prbc.g_00615	Prbi.g_01116
OG0001607	Prbc.g_00158	Prbi.g_01180
OG0001608	Prbc.g_02160	Prbi.g_01430
OG0001609	Prbc.g_00749	Prbi.g_01629
OG0001610	Prbc.g_00753	Prbi.g_01632
OG0001611	Prbc.g_00613	Prbi.g_01693
OG0001612	Prbc.g_00176	Prbi.g_01726
OG0001613	Prbc.g_00250	Prbi.g_01957
OG0001626	Prbc.g_00048, Prbc.g_01302	Prbi.g_00789
OG0001629	Prbc.g_00115	Prbi.g_00803
OG0001630	Prbc.g_01963	Prbi.g_00940
OG0001631	Prbc.g_01814	Prbi.g_01105
OG0001632	Prbc.g_00123	Prbi.g_01335
OG0001633	Prbc.g_00931	Prbi.g_01436
OG0001648	Prbc.g_00816	Prbi.g_00396
OG0001649	Prbc.g_01946	Prbi.g_01107
OG0001650	Prbc.g_01300	Prbi.g_01407
OG0001651	Prbc.g_02157	Prbi.g_01691
OG0001662	Prbc.g_00063	Prbi.g_01147
OG0001663	Prbc.g_01464	Prbi.g_01190
OG0001664	Prbc.g_00652	Prbi.g_01770, Prbi.g_01317
OG0001665	Prbc.g_00654	Prbi.g_01320, Prbi.g_01767
OG0001667	Prbc.g_00142	Prbi.g_01365
OG0001668	Prbc.g_00895	Prbi.g_01543, Prbi.g_01762
OG0001684	Prbc.g_01231	Prbi.g_00591
OG0001688	Prbc.g_02066, Prbc.g_01379	Prbi.g_01104
OG0001689	Prbc.g_00200	Prbi.g_02003
OG0001695	Prbc.g_01024	Prbi.g_01299, Prbi.g_01550
OG0001696	Prbc.g_01925	Prbi.g_00909
OG0001698	Prbc.g_00678	Prbi.g_01103
OG0001704	Prbc.g_01369, Prbc.g_01131	Prbi.g_02023
OG0001706	Prbc.g_00527, Prbc.g_01311	Prbi.g_01044
OG0001708	Prbc.g_01465	Prbi.g_01189
OG0001710	Prbc.g_01135	Prbi.g_01867
OG0001711	Prbc.g_00637	Prbi.g_00157
OG0001718	Prbc.g_00614	Prbi.g_00387
OG0001719	Prbc.g_01297, Prbc.g_00032	Prbi.g_00414
OG0001721	Prbc.g_00809	Prbi.g_00794
OG0001722	Prbc.g_01961	Prbi.g_00938
OG0001723	Prbc.g_00813	Prbi.g_01333
OG0001724	Prbc.g_01326, Prbc.g_01347, Prbc.g_01330, Prbc.g_01332	Prbi.g_01548
OG0001725	Prbc.g_00078	Prbi.g_00413
OG0001727	Prbc.g_00630	Prbi.g_01751
OG0001740	Prbc.g_01026	Prbi.g_01298, Prbi.g_01551
OG0001742	Prbc.g_01279	Prbi.g_00400
OG0001743	Prbc.g_01342	Prbi.g_01145
OG0001744	Prbc.g_01291	Prbi.g_01377
OG0001758	Prbc.g_00552, Prbc.g_00020	Prbi.g_01756
OG0001770	Prbc.g_00021, Prbc.g_01364	Prbi.g_01537
OG0001772	Prbc.g_01280	Prbi.g_02019, Prbi.g_00423
OG0001774	Prbc.g_01757	Prbi.g_00680
OG0001775	Prbc.g_00520	Prbi.g_01112
OG0001776	Prbc.g_02140	Prbi.g_01143
OG0001778	Prbc.g_00581	Prbi.g_01359
OG0001779	Prbc.g_00163	Prbi.g_01378
OG0001781	Prbc.g_01287	Prbi.g_01706
OG0001819	Prbc.g_02123	Prbi.g_00415
OG0001820	Prbc.g_00155	Prbi.g_01328
OG0001821	Prbc.g_00128	Prbi.g_00795
OG0001822	Prbc.g_02072	Prbi.g_00815
OG0001823	Prbc.g_00624	Prbi.g_00911
OG0001824	Prbc.g_01818	Prbi.g_01052
OG0001825	Prbc.g_02117	Prbi.g_01113
OG0001826	Prbc.g_01826	Prbi.g_01115
OG0001827	Prbc.g_02131	Prbi.g_01118
OG0001828	Prbc.g_02186	Prbi.g_01140
OG0001829	Prbc.g_00114	Prbi.g_01144
OG0001830	Prbc.g_00150	Prbi.g_01162
OG0001831	Prbc.g_02146	Prbi.g_01173
OG0001832	Prbc.g_00627	Prbi.g_01353
OG0001833	Prbc.g_00656	Prbi.g_01438
OG0001875	Prbc.g_00553	Prbi.g_01757
OG0001876	Prbc.g_00554	Prbi.g_01758
OG0001920	Prbc.g_01314	Prbi.g_00710
OG0001921	Prbc.g_00099	Prbi.g_00913
OG0001982	Prbc.g_00815	Prbi.g_00392
OG0001984	Prbc.g_01830	Prbi.g_00824
OG0001987	Prbc.g_00049	Prbi.g_01349, Prbi.g_02016
OG0002020	Prbc.g_01028	Prbi.g_01297, Prbi.g_01552
OG0002021	Prbc.g_01030	Prbi.g_01295, Prbi.g_01554
OG0002022	Prbc.g_01031	Prbi.g_01294, Prbi.g_01555
OG0002023	Prbc.g_01032	Prbi.g_01293, Prbi.g_01556
OG0002024	Prbc.g_01034	Prbi.g_01289, Prbi.g_01560
OG0002031	Prbc.g_02197	Prbi.g_01723
OG0002033	Prbc.g_00531	Prbi.g_01885, Prbi.g_01410, Prbi.g_00152
OG0002054	Prbc.g_01035	Prbi.g_01288, Prbi.g_01561
OG0002055	Prbc.g_01040	Prbi.g_01291, Prbi.g_01558
OG0002131	Prbc.g_01029	Prbi.g_01296, Prbi.g_01553
OG0002132	Prbc.g_01033	Prbi.g_01292, Prbi.g_01557
OG0002133	Prbc.g_01039	Prbi.g_01290, Prbi.g_01559
OG0002147	Prbc.g_01325	Prbi.g_00711
OG0002178	Prbc.g_01038	Prbi.g_01286, Prbi.g_01563
OG0002273	Prbc.g_00156	Prbi.g_01525, Prbi.g_00166
OG0002275	Prbc.g_01361	Prbi.g_00160
OG0002325	Prbc.g_01282	Prbi.g_01367
OG0002346	Prbc.g_00651	Prbi.g_01766, Prbi.g_01321
OG0002372	Prbc.g_00903	Prbi.g_01700
OG0002380	Prbc.g_00039	Prbi.g_00425
OG0002423	Prbc.g_01340	Prbi.g_01307
OG0002427	Prbc.g_02161	Prbi.g_01308
OG0002428	Prbc.g_01371	Prbi.g_00713
OG0002631	Prbc.g_00258	Prbi.g_01889
OG0002839	Prbc.g_01571	Prbi.g_01285, Prbi.g_01564
OG0002841	Prbc.g_01368	Prbi.g_00727
OG0002902	Prbc.g_01274	Prbi.g_01043
OG0003022	Prbc.g_01356	Prbi.g_01544
OG0004281	Prbc.g_01036	Prbi.g_01287, Prbi.g_01562
OG0004660	Prbc.g_01134	Prbi.g_00154
OG0005695	Prbc.g_01234	Prbi.g_00726
OG0005696	Prbc.g_01241	Prbi.g_01888
