Orthogroup	Syam	Prac
OG0001185	Syam.g_00121	Prac.g_00036
OG0001186	Syam.g_00076	Prac.g_00058
OG0001187	Syam.g_00073	Prac.g_00062
OG0001188	Syam.g_00070	Prac.g_00064
OG0001189	Syam.g_00054	Prac.g_00081
OG0001190	Syam.g_02313	Prac.g_00085
OG0001191	Syam.g_02324	Prac.g_00095
OG0001192	Syam.g_02330	Prac.g_00099
OG0001193	Syam.g_02355	Prac.g_00109
OG0001194	Syam.g_02357	Prac.g_00110
OG0001195	Syam.g_02358	Prac.g_00111
OG0001196	Syam.g_02429	Prac.g_00124
OG0001197	Syam.g_02431	Prac.g_00125
OG0001198	Syam.g_02443	Prac.g_01950
OG0001199	Syam.g_02068	Prac.g_01857
OG0001200	Syam.g_02070	Prac.g_01855
OG0001201	Syam.g_02122	Prac.g_01823
OG0001202	Syam.g_02255	Prac.g_01731
OG0001203	Syam.g_00511	Prac.g_01692
OG0001204	Syam.g_00282	Prac.g_01687
OG0001205	Syam.g_01852	Prac.g_01102
OG0001206	Syam.g_01680	Prac.g_01083
OG0001208	Syam.g_00585	Prac.g_01062
OG0001209	Syam.g_00654	Prac.g_00837
OG0001210	Syam.g_00663	Prac.g_00832
OG0001211	Syam.g_00678	Prac.g_00822
OG0001212	Syam.g_01717	Prac.g_00776
OG0001213	Syam.g_01479	Prac.g_00742
OG0001214	Syam.g_01466	Prac.g_00734
OG0001215	Syam.g_00808	Prac.g_00681
OG0001216	Syam.g_01245	Prac.g_01558
OG0001217	Syam.g_01403	Prac.g_01521
OG0001219	Syam.g_01080	Prac.g_01487
OG0001220	Syam.g_01754	Prac.g_01424
OG0001221	Syam.g_01334	Prac.g_01373
OG0001222	Syam.g_01111	Prac.g_01335
OG0001224	Syam.g_00770	Prac.g_01260
OG0001225	Syam.g_00772	Prac.g_01258
OG0001226	Syam.g_01425	Prac.g_01232
OG0001227	Syam.g_02340	Prac.g_01213
OG0001228	Syam.g_01858	Prac.g_00940
OG0001229	Syam.g_00796	Prac.g_00215
OG0001230	Syam.g_01603	Prac.g_00419
OG0001231	Syam.g_00017	Prac.g_00315
OG0001232	Syam.g_02022	Prac.g_00602
OG0001233	Syam.g_01895	Prac.g_00582
OG0001234	Syam.g_00306	Prac.g_00491
OG0001235	Syam.g_00313	Prac.g_00501
OG0001236	Syam.g_00146	Prac.g_00019
OG0001237	Syam.g_00141	Prac.g_00023
OG0001238	Syam.g_02326	Prac.g_00096
OG0001239	Syam.g_02065	Prac.g_01860
OG0001240	Syam.g_02105	Prac.g_01838
OG0001241	Syam.g_02115	Prac.g_01830
OG0001242	Syam.g_02145	Prac.g_01812
OG0001244	Syam.g_02188	Prac.g_01790
OG0001245	Syam.g_01057	Prac.g_01153
OG0001246	Syam.g_00611	Prac.g_00867
OG0001247	Syam.g_01253	Prac.g_00688
OG0001248	Syam.g_01256	Prac.g_00686
OG0001249	Syam.g_00436	Prac.g_01498
OG0001250	Syam.g_00731	Prac.g_01435
OG0001251	Syam.g_02365	Prac.g_01400
OG0001252	Syam.g_00763	Prac.g_01265
OG0001253	Syam.g_01021	Prac.g_01212
OG0001254	Syam.g_00916	Prac.g_01016
OG0001255	Syam.g_01056	Prac.g_01001
OG0001256	Syam.g_01976	Prac.g_00322
OG0001257	Syam.g_01683	Prac.g_00316
OG0001258	Syam.g_01986	Prac.g_00628
OG0001259	Syam.g_01893	Prac.g_00584
OG0001260	Syam.g_01912	Prac.g_00568
OG0001261	Syam.g_00360	Prac.g_00540
OG0001262	Syam.g_00056	Prac.g_00079
OG0001263	Syam.g_02159	Prac.g_01803
OG0001265	Syam.g_02143	Prac.g_01813
OG0001266	Syam.g_02259	Prac.g_01727
OG0001267	Syam.g_00230	Prac.g_01651
OG0001268	Syam.g_00463	Prac.g_01195
OG0001269	Syam.g_00956	Prac.g_01175
OG0001270	Syam.g_01871	Prac.g_01113
OG0001271	Syam.g_01671	Prac.g_01072
OG0001272	Syam.g_00589	Prac.g_01058
OG0001273	Syam.g_01472	Prac.g_00740
OG0001274	Syam.g_02285	Prac.g_00668
OG0001275	Syam.g_01174	Prac.g_01300
OG0001276	Syam.g_01190	Prac.g_01281
OG0001277	Syam.g_02415	Prac.g_01223
OG0001278	Syam.g_00862	Prac.g_00935
OG0001280	Syam.g_01827	Prac.g_00174
OG0001281	Syam.g_01837	Prac.g_00180
OG0001282	Syam.g_00574	Prac.g_00218
OG0001283	Syam.g_02424	Prac.g_00237
OG0001284	Syam.g_01960	Prac.g_00341
OG0001285	Syam.g_02380	Prac.g_00599
OG0001287	Syam.g_00113	Prac.g_00043
OG0001288	Syam.g_00102	Prac.g_00051
OG0001289	Syam.g_02089	Prac.g_01844
OG0001290	Syam.g_02114	Prac.g_01831
OG0001291	Syam.g_02170	Prac.g_01796
OG0001292	Syam.g_00276	Prac.g_01682
OG0001293	Syam.g_00256	Prac.g_01670
OG0001294	Syam.g_01365	Prac.g_01155
OG0001295	Syam.g_00665	Prac.g_01078
OG0001296	Syam.g_00617	Prac.g_00862
OG0001298	Syam.g_01738	Prac.g_00796
OG0001299	Syam.g_01371	Prac.g_00705
OG0001300	Syam.g_00800	Prac.g_00678
OG0001301	Syam.g_00786	Prac.g_00675
OG0001302	Syam.g_01437	Prac.g_01489
OG0001303	Syam.g_01082	Prac.g_01296
OG0001304	Syam.g_01204	Prac.g_01271
OG0001305	Syam.g_00780	Prac.g_01252
OG0001306	Syam.g_01811	Prac.g_00999
OG0001307	Syam.g_00945	Prac.g_00200
OG0001308	Syam.g_01623	Prac.g_00401
OG0001309	Syam.g_00628	Prac.g_00318
OG0001311	Syam.g_01192	Prac.g_01279
OG0001312	Syam.g_01092	Prac.g_01346
OG0001315	Syam.g_00394	Prac.g_01869
OG0001316	Syam.g_02176	Prac.g_01791
OG0001317	Syam.g_00505	Prac.g_01696
OG0001319	Syam.g_00241	Prac.g_01659
OG0001321	Syam.g_01846	Prac.g_01096
OG0001322	Syam.g_01845	Prac.g_01095
OG0001323	Syam.g_00631	Prac.g_00853
OG0001324	Syam.g_00799	Prac.g_00677
OG0001325	Syam.g_01241	Prac.g_01555
OG0001326	Syam.g_02370	Prac.g_00647
OG0001327	Syam.g_01359	Prac.g_01240
OG0001328	Syam.g_01340	Prac.g_01214
OG0001330	Syam.g_01819	Prac.g_00153
OG0001331	Syam.g_00569	Prac.g_00223
OG0001332	Syam.g_01919	Prac.g_00368
OG0001333	Syam.g_01889	Prac.g_00588
OG0001334	Syam.g_00405	Prac.g_00009
OG0001335	Syam.g_00406	Prac.g_00010
OG0001336	Syam.g_02425	Prac.g_00121
OG0001339	Syam.g_02117	Prac.g_01828
OG0001340	Syam.g_00425	Prac.g_01603
OG0001341	Syam.g_00795	Prac.g_01523
OG0001343	Syam.g_02361	Prac.g_01403
OG0001344	Syam.g_01790	Prac.g_00981
OG0001345	Syam.g_01764	Prac.g_00966
OG0001346	Syam.g_01831	Prac.g_00176
OG0001348	Syam.g_00750	Prac.g_00295
OG0001351	Syam.g_01695	Prac.g_01093
OG0001352	Syam.g_00644	Prac.g_00691
OG0001355	Syam.g_00957	Prac.g_00285, Prac.g_00878
OG0001356	Syam.g_00751	Prac.g_00900
OG0001358	Syam.g_01495	Prac.g_00751
OG0001359	Syam.g_02360	Prac.g_01402
OG0001360	Syam.g_01762	Prac.g_01211
OG0001361	Syam.g_01767	Prac.g_00969
OG0001362	Syam.g_01628	Prac.g_00397
OG0001363	Syam.g_01630	Prac.g_00395
OG0001364	Syam.g_00158	Prac.g_00012
OG0001370	Syam.g_02033, Syam.g_01536, Syam.g_01942	Prac.g_01086
OG0001372	Syam.g_00450, Syam.g_00984	Prac.g_01515
OG0001373	Syam.g_02369	Prac.g_00646
OG0001374	Syam.g_02377	Prac.g_00654
OG0001375	Syam.g_02362	Prac.g_01404
OG0001376	Syam.g_02332	Prac.g_01246
OG0001377	Syam.g_02331	Prac.g_01245
OG0001378	Syam.g_01872	Prac.g_01047
OG0001380	Syam.g_01409	Prac.g_00205
OG0001381	Syam.g_00939	Prac.g_00211
OG0001382	Syam.g_01557	Prac.g_00302
OG0001385	Syam.g_02366	Prac.g_00643
OG0001386	Syam.g_02367	Prac.g_00644
OG0001387	Syam.g_02368	Prac.g_00645
OG0001388	Syam.g_02371	Prac.g_00648
OG0001389	Syam.g_02372	Prac.g_00649
OG0001390	Syam.g_02373	Prac.g_00650
OG0001391	Syam.g_02374	Prac.g_00651
OG0001392	Syam.g_02375	Prac.g_00652
OG0001393	Syam.g_02376	Prac.g_00653
OG0001395	Syam.g_01225	Prac.g_01269
OG0001397	Syam.g_01629	Prac.g_00396
OG0001400	Syam.g_00836	Prac.g_00440
OG0001404	Syam.g_02061	Prac.g_01863
OG0001405	Syam.g_00408	Prac.g_01605
OG0001406	Syam.g_02333	Prac.g_01247
OG0001407	Syam.g_00645	Prac.g_01234
OG0001408	Syam.g_00848	Prac.g_01228, Prac.g_01229
OG0001413	Syam.g_01430	Prac.g_00327
OG0001414	Syam.g_00940	Prac.g_01701
OG0001416	Syam.g_01834	Prac.g_01088, Prac.g_01087
OG0001417	Syam.g_01144	Prac.g_01076, Prac.g_01075
OG0001419	Syam.g_00646	Prac.g_01233
OG0001420	Syam.g_00642	Prac.g_01038
OG0001421	Syam.g_01019	Prac.g_00321
OG0001422	Syam.g_01822	Prac.g_00297
OG0001423	Syam.g_00553, Syam.g_00548	Prac.g_00634
OG0001428	Syam.g_02220	Prac.g_01758
OG0001429	Syam.g_01083	Prac.g_01486
OG0001430	Syam.g_02305	Prac.g_00148
OG0001432	Syam.g_00822	Prac.g_00328
OG0001433	Syam.g_00752	Prac.g_00899
OG0001435	Syam.g_01353	Prac.g_01388
OG0001438	Syam.g_00215	Prac.g_01638
OG0001439	Syam.g_00190	Prac.g_01624
OG0001441	Syam.g_00633	Prac.g_00851
OG0001442	Syam.g_01306	Prac.g_01530
OG0001447	Syam.g_02152	Prac.g_01805
OG0001448	Syam.g_02342	Prac.g_01167
OG0001452	Syam.g_00268	Prac.g_01398
OG0001453	Syam.g_01166	Prac.g_01306
OG0001454	Syam.g_01426	Prac.g_01218
OG0001456	Syam.g_02387	Prac.g_01008
OG0001457	Syam.g_02388	Prac.g_01007
OG0001458	Syam.g_02389	Prac.g_01006
OG0001459	Syam.g_00949	Prac.g_00134
OG0001462	Syam.g_00041	Prac.g_01912
OG0001465	Syam.g_01250	Prac.g_00669
OG0001467	Syam.g_01438	Prac.g_01497
OG0001468	Syam.g_01435	Prac.g_01242
OG0001470	Syam.g_01874	Prac.g_00239
OG0001471	Syam.g_00195	Prac.g_00326
OG0001472	Syam.g_00833	Prac.g_00319
OG0001473	Syam.g_01440	Prac.g_00059
OG0001474	Syam.g_00464	Prac.g_01194
OG0001475	Syam.g_01876	Prac.g_00241
OG0001479	Syam.g_00461	Prac.g_01197
OG0001480	Syam.g_01755	Prac.g_01165
OG0001482	Syam.g_01154	Prac.g_01090
OG0001492	Syam.g_00865	Prac.g_00938
OG0001493	Syam.g_00857	Prac.g_00930
OG0001499	Syam.g_02154, Syam.g_01397	Prac.g_01870
OG0001502	Syam.g_00705	Prac.g_01502
OG0001504	Syam.g_00948	Prac.g_00135
OG0001507	Syam.g_00975	Prac.g_00278
OG0001508	Syam.g_01873	Prac.g_00238
OG0001520	Syam.g_01752	Prac.g_01141, Prac.g_01140
OG0001526	Syam.g_02183	Prac.g_00474
OG0001528	Syam.g_01875	Prac.g_00240
OG0001546	Syam.g_00636	Prac.g_00848
OG0001548	Syam.g_01420	Prac.g_01500
OG0001551	Syam.g_00755	Prac.g_01009
OG0001554	Syam.g_02311	Prac.g_00320
OG0001572	Syam.g_00531	Prac.g_00911
OG0001582	Syam.g_01128	Prac.g_01077
OG0001585	Syam.g_01008	Prac.g_00132
OG0001602	Syam.g_01251	Prac.g_00670
OG0001625	Syam.g_00262	Prac.g_01673
OG0001627	Syam.g_01921	Prac.g_01516
OG0001633	Syam.g_01586	Prac.g_00214
OG0001647	Syam.g_00239	Prac.g_01658
OG0001667	Syam.g_00840	Prac.g_00155
OG0001712	Syam.g_01009	Prac.g_01123
OG0001713	Syam.g_01783	Prac.g_01873
OG0001718	Syam.g_01501	Prac.g_01171
OG0001726	Syam.g_01046	Prac.g_01126
OG0001836	Syam.g_00760	Prac.g_00887
OG0002156	Syam.g_01596	Prac.g_01895, Prac.g_01894
OG0002377	Syam.g_00761	Prac.g_00888
OG0002488	Syam.g_00157	Prac.g_00449
OG0002618	Syam.g_00442	Prac.g_01964
