Orthogroup	Syam	Prai
OG0001187	Syam.g_00073	Prai.g_01862
OG0001188	Syam.g_00070	Prai.g_01864
OG0001189	Syam.g_00054	Prai.g_01881
OG0001190	Syam.g_02313	Prai.g_01885
OG0001191	Syam.g_02324	Prai.g_01895
OG0001192	Syam.g_02330	Prai.g_01899
OG0001193	Syam.g_02355	Prai.g_01909
OG0001194	Syam.g_02357	Prai.g_01910
OG0001195	Syam.g_02358	Prai.g_01911
OG0001196	Syam.g_02429	Prai.g_01924
OG0001197	Syam.g_02431	Prai.g_01925
OG0001198	Syam.g_02443	Prai.g_01933
OG0001199	Syam.g_02068	Prai.g_00074
OG0001200	Syam.g_02070	Prai.g_00076
OG0001201	Syam.g_02122	Prai.g_00108
OG0001202	Syam.g_02255	Prai.g_00210
OG0001203	Syam.g_00511	Prai.g_00249
OG0001204	Syam.g_00282	Prai.g_00256
OG0001205	Syam.g_01852	Prai.g_00476
OG0001206	Syam.g_01680	Prai.g_00493
OG0001208	Syam.g_00585	Prai.g_00512
OG0001209	Syam.g_00654	Prai.g_00563
OG0001210	Syam.g_00663	Prai.g_00568
OG0001211	Syam.g_00678	Prai.g_00578
OG0001212	Syam.g_01717	Prai.g_00624
OG0001213	Syam.g_01479	Prai.g_00658
OG0001214	Syam.g_01466	Prai.g_00666
OG0001215	Syam.g_00808	Prai.g_00719
OG0001216	Syam.g_01245	Prai.g_00750
OG0001217	Syam.g_01403	Prai.g_00894
OG0001218	Syam.g_01662	Prai.g_00887
OG0001219	Syam.g_01080	Prai.g_00858
OG0001220	Syam.g_01754	Prai.g_00795
OG0001221	Syam.g_01334	Prai.g_01035
OG0001222	Syam.g_01111	Prai.g_00997
OG0001224	Syam.g_00770	Prai.g_00922
OG0001225	Syam.g_00772	Prai.g_00920
OG0001226	Syam.g_01425	Prai.g_01083
OG0001227	Syam.g_02340	Prai.g_01101
OG0001228	Syam.g_01858	Prai.g_01218
OG0001229	Syam.g_00796	Prai.g_01368
OG0001230	Syam.g_01603	Prai.g_01455
OG0001231	Syam.g_00017	Prai.g_01560
OG0001232	Syam.g_02022	Prai.g_01661
OG0001233	Syam.g_01895	Prai.g_01681
OG0001234	Syam.g_00306	Prai.g_01716
OG0001235	Syam.g_00313	Prai.g_01726
OG0001236	Syam.g_00146	Prai.g_01816
OG0001237	Syam.g_00141	Prai.g_01820
OG0001238	Syam.g_02326	Prai.g_01896
OG0001239	Syam.g_02065	Prai.g_00071
OG0001240	Syam.g_02105	Prai.g_00093
OG0001241	Syam.g_02115	Prai.g_00101
OG0001242	Syam.g_02145	Prai.g_00119
OG0001244	Syam.g_02188	Prai.g_00141
OG0001245	Syam.g_01057	Prai.g_00392
OG0001246	Syam.g_00611	Prai.g_00534
OG0001247	Syam.g_01253	Prai.g_00712
OG0001248	Syam.g_01256	Prai.g_00714
OG0001249	Syam.g_00436	Prai.g_00869
OG0001250	Syam.g_00731	Prai.g_00806
OG0001252	Syam.g_00763	Prai.g_00927
OG0001253	Syam.g_01021	Prai.g_01102
OG0001254	Syam.g_00916	Prai.g_01145
OG0001255	Syam.g_01056	Prai.g_01156
OG0001256	Syam.g_01976	Prai.g_01553
OG0001257	Syam.g_01683	Prai.g_01559
OG0001258	Syam.g_01986	Prai.g_01635
OG0001259	Syam.g_01893	Prai.g_01679
OG0001260	Syam.g_01912	Prai.g_01695
OG0001261	Syam.g_00360	Prai.g_01769
OG0001262	Syam.g_00056	Prai.g_01879
OG0001263	Syam.g_02159	Prai.g_00128
OG0001265	Syam.g_02143	Prai.g_00118
OG0001266	Syam.g_02259	Prai.g_00214
OG0001267	Syam.g_00230	Prai.g_00293
OG0001268	Syam.g_00463	Prai.g_00352
OG0001269	Syam.g_00956	Prai.g_00372
OG0001270	Syam.g_01871	Prai.g_00465
OG0001271	Syam.g_01671	Prai.g_00502
OG0001272	Syam.g_00589	Prai.g_00516
OG0001273	Syam.g_01472	Prai.g_00660
OG0001275	Syam.g_01174	Prai.g_00961
OG0001276	Syam.g_01190	Prai.g_00942
OG0001277	Syam.g_02415	Prai.g_01090
OG0001278	Syam.g_00862	Prai.g_01223
OG0001279	Syam.g_01590	Prai.g_01583
OG0001280	Syam.g_01827	Prai.g_01334
OG0001281	Syam.g_01837	Prai.g_01340
OG0001282	Syam.g_00574	Prai.g_01371
OG0001284	Syam.g_01960	Prai.g_01532
OG0001285	Syam.g_02380	Prai.g_01664
OG0001286	Syam.g_00376	Prai.g_01786
OG0001287	Syam.g_00113	Prai.g_01840
OG0001288	Syam.g_00102	Prai.g_01849
OG0001289	Syam.g_02089	Prai.g_00087
OG0001290	Syam.g_02114	Prai.g_00100
OG0001291	Syam.g_02170	Prai.g_00135
OG0001292	Syam.g_00276	Prai.g_00261
OG0001293	Syam.g_00256	Prai.g_00274
OG0001294	Syam.g_01365	Prai.g_00389
OG0001295	Syam.g_00665	Prai.g_00498
OG0001296	Syam.g_00617	Prai.g_00539
OG0001298	Syam.g_01738	Prai.g_00605
OG0001299	Syam.g_01371	Prai.g_00695
OG0001300	Syam.g_00800	Prai.g_00722
OG0001301	Syam.g_00786	Prai.g_00725
OG0001302	Syam.g_01437	Prai.g_00860
OG0001304	Syam.g_01204	Prai.g_00933
OG0001305	Syam.g_00780	Prai.g_00914
OG0001306	Syam.g_01811	Prai.g_01158
OG0001307	Syam.g_00945	Prai.g_01354
OG0001308	Syam.g_01623	Prai.g_01473
OG0001309	Syam.g_00628	Prai.g_01557
OG0001312	Syam.g_01092	Prai.g_01008
OG0001314	Syam.g_00448, Syam.g_00540, Syam.g_01569	Prai.g_00439
OG0001315	Syam.g_00394	Prai.g_00061
OG0001316	Syam.g_02176	Prai.g_00140
OG0001317	Syam.g_00505	Prai.g_00245
OG0001321	Syam.g_01846	Prai.g_00482
OG0001322	Syam.g_01845	Prai.g_00483
OG0001323	Syam.g_00631	Prai.g_00548
OG0001324	Syam.g_00799	Prai.g_00723
OG0001325	Syam.g_01241	Prai.g_00753
OG0001327	Syam.g_01359	Prai.g_01075
OG0001328	Syam.g_01340	Prai.g_01100
OG0001330	Syam.g_01819	Prai.g_01309
OG0001331	Syam.g_00569	Prai.g_01376
OG0001332	Syam.g_01919	Prai.g_01504
OG0001333	Syam.g_01889	Prai.g_01675
OG0001334	Syam.g_00405	Prai.g_01806
OG0001335	Syam.g_00406	Prai.g_01807
OG0001336	Syam.g_02425	Prai.g_01921
OG0001339	Syam.g_02117	Prai.g_00103
OG0001340	Syam.g_00425	Prai.g_00341
OG0001341	Syam.g_00795	Prai.g_00897
OG0001343	Syam.g_02361	Prai.g_01062
OG0001344	Syam.g_01790	Prai.g_01175
OG0001345	Syam.g_01764	Prai.g_01190
OG0001346	Syam.g_01831	Prai.g_01336
OG0001348	Syam.g_00750	Prai.g_01587
OG0001351	Syam.g_01695	Prai.g_00485
OG0001352	Syam.g_00644	Prai.g_00709
OG0001353	Syam.g_00742	Prai.g_00815
OG0001355	Syam.g_00957	Prai.g_01272
OG0001358	Syam.g_01495	Prai.g_00649
OG0001359	Syam.g_02360	Prai.g_01061
OG0001360	Syam.g_01762	Prai.g_01103
OG0001361	Syam.g_01767	Prai.g_01187
OG0001362	Syam.g_01628	Prai.g_01477
OG0001363	Syam.g_01630	Prai.g_01479
OG0001364	Syam.g_00158	Prai.g_01809
OG0001372	Syam.g_00450, Syam.g_00984	Prai.g_00909
OG0001375	Syam.g_02362	Prai.g_01063
OG0001376	Syam.g_02332	Prai.g_01069
OG0001377	Syam.g_02331	Prai.g_01070
OG0001378	Syam.g_01872	Prai.g_01112
OG0001381	Syam.g_00939	Prai.g_01364
OG0001382	Syam.g_01557	Prai.g_01575
OG0001394	Syam.g_01321	Prai.g_01031
OG0001395	Syam.g_01225	Prai.g_00931
OG0001397	Syam.g_01629	Prai.g_01478
OG0001398	Syam.g_01052	Prai.g_01601
OG0001404	Syam.g_02061	Prai.g_00068
OG0001405	Syam.g_00408	Prai.g_00339
OG0001406	Syam.g_02333	Prai.g_01068
OG0001407	Syam.g_00645	Prai.g_01081
OG0001408	Syam.g_00848	Prai.g_01086
OG0001413	Syam.g_01430	Prai.g_01547
OG0001414	Syam.g_00940	Prai.g_00240
OG0001416	Syam.g_01834	Prai.g_00490
OG0001417	Syam.g_01144	Prai.g_00500
OG0001419	Syam.g_00646	Prai.g_01082
OG0001420	Syam.g_00642	Prai.g_01122
OG0001421	Syam.g_01019	Prai.g_01554
OG0001422	Syam.g_01822	Prai.g_01585
OG0001428	Syam.g_02220	Prai.g_00183
OG0001430	Syam.g_02305	Prai.g_01271
OG0001432	Syam.g_00822	Prai.g_01545
OG0001438	Syam.g_00215	Prai.g_00306
OG0001439	Syam.g_00190	Prai.g_00320
OG0001441	Syam.g_00633	Prai.g_00550
OG0001443	Syam.g_02335	Prai.g_01602
OG0001447	Syam.g_02152	Prai.g_00126
OG0001448	Syam.g_02342	Prai.g_00380
OG0001449	Syam.g_00285	Prai.g_00413
OG0001452	Syam.g_00268	Prai.g_01058
OG0001453	Syam.g_01166	Prai.g_00967
OG0001454	Syam.g_01426	Prai.g_01096
OG0001459	Syam.g_00949	Prai.g_01552
OG0001462	Syam.g_00041	Prai.g_00034
OG0001465	Syam.g_01250	Prai.g_00731
OG0001467	Syam.g_01438	Prai.g_00868
OG0001468	Syam.g_01435	Prai.g_01073
OG0001471	Syam.g_00195	Prai.g_01548
OG0001472	Syam.g_00833	Prai.g_01556
OG0001473	Syam.g_01440	Prai.g_01857
OG0001474	Syam.g_00464	Prai.g_00353
OG0001475	Syam.g_01876	Prai.g_00152
OG0001477	Syam.g_00789	Prai.g_01254
OG0001480	Syam.g_01755	Prai.g_00382
OG0001482	Syam.g_01154	Prai.g_00488
OG0001484	Syam.g_02378	Prai.g_00893
OG0001492	Syam.g_00865	Prai.g_01220
OG0001493	Syam.g_00857	Prai.g_01228
OG0001495	Syam.g_00318	Prai.g_01723
OG0001496	Syam.g_00791	Prai.g_01252
OG0001497	Syam.g_00790	Prai.g_01253
OG0001499	Syam.g_02154, Syam.g_01397	Prai.g_00060
OG0001502	Syam.g_00705	Prai.g_00877
OG0001507	Syam.g_00975	Prai.g_01245
OG0001508	Syam.g_01873	Prai.g_01432
OG0001514	Syam.g_00792	Prai.g_01251
OG0001520	Syam.g_01752	Prai.g_00406
OG0001526	Syam.g_02183	Prai.g_01699
OG0001527	Syam.g_00693	Prai.g_00591
OG0001532	Syam.g_00897	Prai.g_01199
OG0001547	Syam.g_01059	Prai.g_00875
OG0001548	Syam.g_01420	Prai.g_00871
OG0001549	Syam.g_01761	Prai.g_00788
OG0001554	Syam.g_02311	Prai.g_01555
OG0001562	Syam.g_01180	Prai.g_00949
OG0001567	Syam.g_01058	Prai.g_00876
OG0001568	Syam.g_01061	Prai.g_00874
OG0001582	Syam.g_01128	Prai.g_00499
OG0001602	Syam.g_01251	Prai.g_00730
OG0001625	Syam.g_00262	Prai.g_00271
OG0001627	Syam.g_01921	Prai.g_00889
OG0001633	Syam.g_01586	Prai.g_01367
OG0001634	Syam.g_01368	Prai.g_01582
OG0001647	Syam.g_00239	Prai.g_00285
OG0001667	Syam.g_00840	Prai.g_01311
OG0001669	Syam.g_00088	Prai.g_00043
OG0001712	Syam.g_01009	Prai.g_00427
OG0001726	Syam.g_01046	Prai.g_00425
OG0002106	Syam.g_00522	Prai.g_00396
OG0002112	Syam.g_00202	Prai.g_00417
OG0002157	Syam.g_00201	Prai.g_00418
OG0002158	Syam.g_00203	Prai.g_00416
OG0002244	Syam.g_00974	Prai.g_01244
OG0002395	Syam.g_00200	Prai.g_01628
OG0002396	Syam.g_00335	Prai.g_01745
OG0002451	Syam.g_01077, Syam.g_01076	Prai.g_01242
OG0002582	Syam.g_02035	Prai.g_01319
OG0002618	Syam.g_00442	Prai.g_01620
OG0002721	Syam.g_01753	Prai.g_01320
