Orthogroup	Syam	Pral
OG0001182	Syam.g_00391	Pral.g_00261
OG0001183	Syam.g_00396	Pral.g_00267
OG0001184	Syam.g_00143	Pral.g_00284
OG0001185	Syam.g_00121	Pral.g_00300
OG0001186	Syam.g_00076	Pral.g_00324
OG0001187	Syam.g_00073	Pral.g_00327
OG0001188	Syam.g_00070	Pral.g_00329
OG0001189	Syam.g_00054	Pral.g_00346
OG0001190	Syam.g_02313	Pral.g_00351
OG0001191	Syam.g_02324	Pral.g_00361
OG0001192	Syam.g_02330	Pral.g_00366
OG0001193	Syam.g_02355	Pral.g_00380
OG0001194	Syam.g_02357	Pral.g_00381
OG0001195	Syam.g_02358	Pral.g_00382
OG0001196	Syam.g_02429	Pral.g_00398
OG0001197	Syam.g_02431	Pral.g_00400
OG0001198	Syam.g_02443	Pral.g_00407
OG0001200	Syam.g_02070	Pral.g_00971
OG0001201	Syam.g_02122	Pral.g_00939
OG0001203	Syam.g_00511	Pral.g_00802
OG0001205	Syam.g_01852	Pral.g_00648
OG0001206	Syam.g_01680	Pral.g_00626
OG0001208	Syam.g_00585	Pral.g_00609
OG0001209	Syam.g_00654	Pral.g_00555
OG0001210	Syam.g_00663	Pral.g_00550
OG0001211	Syam.g_00678	Pral.g_00540
OG0001212	Syam.g_01717	Pral.g_00493
OG0001213	Syam.g_01479	Pral.g_00458
OG0001214	Syam.g_01466	Pral.g_01438
OG0001215	Syam.g_00808	Pral.g_01751
OG0001216	Syam.g_01245	Pral.g_01727
OG0001217	Syam.g_01403	Pral.g_00023
OG0001218	Syam.g_01662	Pral.g_01308
OG0001219	Syam.g_01080	Pral.g_01660
OG0001220	Syam.g_01754	Pral.g_01542
OG0001221	Syam.g_01334	Pral.g_01788
OG0001222	Syam.g_01111	Pral.g_01605
OG0001224	Syam.g_00770	Pral.g_01565
OG0001225	Syam.g_00772	Pral.g_01563
OG0001226	Syam.g_01425	Pral.g_01320
OG0001227	Syam.g_02340	Pral.g_01327
OG0001228	Syam.g_01858	Pral.g_01421
OG0001229	Syam.g_00796	Pral.g_01299
OG0001230	Syam.g_01603	Pral.g_01174
OG0001232	Syam.g_02022	Pral.g_00130
OG0001233	Syam.g_01895	Pral.g_00150
OG0001234	Syam.g_00306	Pral.g_00188
OG0001235	Syam.g_00313	Pral.g_00192
OG0001236	Syam.g_00146	Pral.g_00281
OG0001237	Syam.g_00141	Pral.g_00285
OG0001238	Syam.g_02326	Pral.g_00362
OG0001239	Syam.g_02065	Pral.g_00976
OG0001240	Syam.g_02105	Pral.g_00954
OG0001241	Syam.g_02115	Pral.g_00945
OG0001242	Syam.g_02145	Pral.g_00926
OG0001244	Syam.g_02188	Pral.g_00904
OG0001245	Syam.g_01057	Pral.g_01840
OG0001246	Syam.g_00611	Pral.g_00016, Pral.g_00586
OG0001247	Syam.g_01253	Pral.g_01758
OG0001248	Syam.g_01256	Pral.g_01756
OG0001249	Syam.g_00436	Pral.g_00701
OG0001250	Syam.g_00731	Pral.g_01529
OG0001251	Syam.g_02365	Pral.g_01819
OG0001253	Syam.g_01021	Pral.g_01032
OG0001254	Syam.g_00916	Pral.g_00076
OG0001256	Syam.g_01976	Pral.g_01069
OG0001258	Syam.g_01986	Pral.g_00103
OG0001259	Syam.g_01893	Pral.g_00148
OG0001260	Syam.g_01912	Pral.g_00166
OG0001261	Syam.g_00360	Pral.g_00234
OG0001262	Syam.g_00056	Pral.g_00344
OG0001263	Syam.g_02159	Pral.g_00917
OG0001265	Syam.g_02143	Pral.g_00927
OG0001266	Syam.g_02259	Pral.g_00841
OG0001267	Syam.g_00230	Pral.g_00759
OG0001268	Syam.g_00463	Pral.g_00693
OG0001269	Syam.g_00956	Pral.g_01541
OG0001270	Syam.g_01871	Pral.g_00660
OG0001271	Syam.g_01671	Pral.g_00620
OG0001272	Syam.g_00589	Pral.g_00605
OG0001273	Syam.g_01472	Pral.g_01432
OG0001274	Syam.g_02285	Pral.g_00818
OG0001275	Syam.g_01174	Pral.g_01585
OG0001276	Syam.g_01190	Pral.g_01597
OG0001277	Syam.g_02415	Pral.g_01703
OG0001278	Syam.g_00862	Pral.g_01425
OG0001279	Syam.g_01590	Pral.g_00024
OG0001280	Syam.g_01827	Pral.g_01282
OG0001281	Syam.g_01837	Pral.g_01276
OG0001282	Syam.g_00574	Pral.g_01221
OG0001283	Syam.g_02424	Pral.g_00394
OG0001284	Syam.g_01960	Pral.g_01082
OG0001285	Syam.g_02380	Pral.g_00133
OG0001286	Syam.g_00376	Pral.g_00247
OG0001287	Syam.g_00113	Pral.g_00307
OG0001288	Syam.g_00102	Pral.g_00317
OG0001289	Syam.g_02089	Pral.g_00960
OG0001290	Syam.g_02114	Pral.g_00946
OG0001291	Syam.g_02170	Pral.g_00909
OG0001292	Syam.g_00276	Pral.g_00791
OG0001293	Syam.g_00256	Pral.g_00778
OG0001294	Syam.g_01365	Pral.g_00025
OG0001296	Syam.g_00617	Pral.g_00581
OG0001297	Syam.g_00621	Pral.g_00576
OG0001298	Syam.g_01738	Pral.g_00511
OG0001299	Syam.g_01371	Pral.g_01468
OG0001300	Syam.g_00800	Pral.g_01747
OG0001301	Syam.g_00786	Pral.g_01742
OG0001302	Syam.g_01437	Pral.g_01663
OG0001304	Syam.g_01204	Pral.g_01577
OG0001305	Syam.g_00780	Pral.g_01557
OG0001306	Syam.g_01811	Pral.g_01352
OG0001307	Syam.g_00945	Pral.g_01238
OG0001308	Syam.g_01623	Pral.g_01151
OG0001309	Syam.g_00628	Pral.g_00572
OG0001311	Syam.g_01192	Pral.g_01599
OG0001312	Syam.g_01092	Pral.g_01651
OG0001315	Syam.g_00394	Pral.g_01326
OG0001316	Syam.g_02176	Pral.g_00905
OG0001317	Syam.g_00505	Pral.g_00806
OG0001319	Syam.g_00241	Pral.g_00766
OG0001321	Syam.g_01846	Pral.g_00642
OG0001322	Syam.g_01845	Pral.g_00641
OG0001323	Syam.g_00631	Pral.g_00570
OG0001324	Syam.g_00799	Pral.g_01746
OG0001325	Syam.g_01241	Pral.g_01724
OG0001327	Syam.g_01359	Pral.g_01810
OG0001330	Syam.g_01819	Pral.g_01047
OG0001331	Syam.g_00569	Pral.g_01216
OG0001332	Syam.g_01919	Pral.g_01112
OG0001333	Syam.g_01889	Pral.g_00144
OG0001334	Syam.g_00405	Pral.g_00270
OG0001335	Syam.g_00406	Pral.g_00271
OG0001336	Syam.g_02425	Pral.g_00395
OG0001337	Syam.g_00402, Syam.g_00424	Pral.g_00707
OG0001338	Syam.g_00419, Syam.g_00985, Syam.g_01533, Syam.g_00428	Pral.g_00704
OG0001339	Syam.g_02117	Pral.g_00943
OG0001340	Syam.g_00425	Pral.g_00706
OG0001341	Syam.g_00795	Pral.g_01304
OG0001343	Syam.g_02361	Pral.g_01822
OG0001344	Syam.g_01790	Pral.g_01371
OG0001345	Syam.g_01764	Pral.g_01389
OG0001346	Syam.g_01831	Pral.g_01280
OG0001348	Syam.g_00750	Pral.g_01303
OG0001351	Syam.g_01695	Pral.g_00634
OG0001352	Syam.g_00644	Pral.g_01762
OG0001353	Syam.g_00742	Pral.g_01520
OG0001354	Syam.g_01145	Pral.g_01617
OG0001355	Syam.g_00957	Pral.g_01040
OG0001358	Syam.g_01495	Pral.g_00467
OG0001359	Syam.g_02360	Pral.g_01821
OG0001361	Syam.g_01767	Pral.g_01386
OG0001362	Syam.g_01628	Pral.g_01147
OG0001363	Syam.g_01630	Pral.g_01145
OG0001364	Syam.g_00158	Pral.g_00273
OG0001368	Syam.g_00283	Pral.g_01899, Pral.g_01702
OG0001372	Syam.g_00450, Syam.g_00984	Pral.g_00043
OG0001375	Syam.g_02362	Pral.g_01823
OG0001379	Syam.g_01821	Pral.g_01287
OG0001380	Syam.g_01409	Pral.g_01345
OG0001381	Syam.g_00939	Pral.g_01343
OG0001394	Syam.g_01321	Pral.g_01784
OG0001397	Syam.g_01629	Pral.g_01146
OG0001398	Syam.g_01052	Pral.g_01710
OG0001400	Syam.g_00836	Pral.g_01057
OG0001401	Syam.g_00738, Syam.g_00737	Pral.g_01672
OG0001402	Syam.g_01490	Pral.g_00463
OG0001404	Syam.g_02061	Pral.g_00979
OG0001405	Syam.g_00408	Pral.g_00713
OG0001407	Syam.g_00645	Pral.g_00051
OG0001414	Syam.g_00940	Pral.g_00812
OG0001419	Syam.g_00646	Pral.g_00052
OG0001421	Syam.g_01019	Pral.g_01068
OG0001425	Syam.g_02329	Pral.g_00365
OG0001429	Syam.g_01083	Pral.g_01659
OG0001430	Syam.g_02305	Pral.g_01309
OG0001434	Syam.g_01316	Pral.g_01779
OG0001435	Syam.g_01353	Pral.g_01803
OG0001438	Syam.g_00215	Pral.g_00745
OG0001441	Syam.g_00633	Pral.g_00568
OG0001443	Syam.g_02335	Pral.g_01300
OG0001448	Syam.g_02342	Pral.g_01851
OG0001452	Syam.g_00268	Pral.g_01817
OG0001453	Syam.g_01166	Pral.g_00989
OG0001461	Syam.g_00928	Pral.g_00457
OG0001465	Syam.g_01250	Pral.g_01735
OG0001467	Syam.g_01438	Pral.g_01223
OG0001468	Syam.g_01435	Pral.g_01834
OG0001476	Syam.g_01784	Pral.g_01374
OG0001484	Syam.g_02378	Pral.g_01053
OG0001487	Syam.g_01661	Pral.g_01120
OG0001488	Syam.g_01774	Pral.g_01381
OG0001489	Syam.g_00387	Pral.g_00258
OG0001495	Syam.g_00318	Pral.g_00197
OG0001498	Syam.g_00490	Pral.g_00675
OG0001499	Syam.g_02154, Syam.g_01397	Pral.g_01846
OG0001510	Syam.g_00109	Pral.g_00311
OG0001511	Syam.g_02129	Pral.g_00935
OG0001512	Syam.g_00512	Pral.g_01297
OG0001515	Syam.g_00804	Pral.g_01749
OG0001516	Syam.g_01374	Pral.g_01465
OG0001517	Syam.g_00458	Pral.g_00697
OG0001518	Syam.g_02328	Pral.g_00364
OG0001519	Syam.g_02337	Pral.g_00369
OG0001526	Syam.g_02183	Pral.g_01055
OG0001527	Syam.g_00693	Pral.g_00526
OG0001529	Syam.g_00047	Pral.g_01004
OG0001530	Syam.g_02127	Pral.g_00936
OG0001531	Syam.g_00513	Pral.g_00801
OG0001532	Syam.g_00897	Pral.g_01402
OG0001534	Syam.g_01205	Pral.g_01576
OG0001535	Syam.g_01188	Pral.g_01596
OG0001536	Syam.g_01119	Pral.g_01631
OG0001537	Syam.g_01333	Pral.g_01787
OG0001538	Syam.g_01285	Pral.g_01493
OG0001539	Syam.g_01357	Pral.g_01808
OG0001540	Syam.g_02161	Pral.g_00915
OG0001541	Syam.g_02229	Pral.g_00864
OG0001542	Syam.g_02238	Pral.g_00858
OG0001543	Syam.g_02271	Pral.g_01305
OG0001544	Syam.g_02336	Pral.g_00368
OG0001545	Syam.g_02414	Pral.g_00385
OG0001548	Syam.g_01420	Pral.g_01858
OG0001557	Syam.g_01320	Pral.g_01783
OG0001558	Syam.g_00019	Pral.g_00667, Pral.g_01676
OG0001559	Syam.g_02126	Pral.g_00937
OG0001560	Syam.g_02113	Pral.g_00947
OG0001561	Syam.g_01195	Pral.g_01601
OG0001562	Syam.g_01180	Pral.g_01589
OG0001563	Syam.g_00370	Pral.g_00242
OG0001574	Syam.g_00691	Pral.g_00528
OG0001575	Syam.g_00696	Pral.g_00523
OG0001576	Syam.g_01699	Pral.g_01268
OG0001577	Syam.g_01799	Pral.g_01362
OG0001579	Syam.g_00418	Pral.g_00709
OG0001580	Syam.g_02300	Pral.g_00997
OG0001589	Syam.g_01897	Pral.g_00153
OG0001591	Syam.g_01363	Pral.g_01770
OG0001592	Syam.g_02301	Pral.g_00998
OG0001602	Syam.g_01251	Pral.g_01736
OG0001614	Syam.g_00123	Pral.g_00299
OG0001616	Syam.g_00909	Pral.g_01392
OG0001617	Syam.g_00797	Pral.g_01745
OG0001619	Syam.g_01108	Pral.g_01641
OG0001620	Syam.g_00470	Pral.g_00689
OG0001621	Syam.g_00267	Pral.g_00786
OG0001622	Syam.g_02423	Pral.g_00393
OG0001636	Syam.g_00040	Pral.g_01010
OG0001638	Syam.g_02001	Pral.g_00118
OG0001639	Syam.g_01924	Pral.g_01109
OG0001640	Syam.g_00756	Pral.g_01572
OG0001644	Syam.g_01229	Pral.g_01714
OG0001652	Syam.g_00018	Pral.g_01678
OG0001654	Syam.g_01922	Pral.g_01111
OG0001655	Syam.g_00838, Syam.g_01691	Pral.g_01302
OG0001656	Syam.g_00413	Pral.g_00710
OG0001657	Syam.g_02202	Pral.g_00889
OG0001658	Syam.g_02312	Pral.g_01002
OG0001659	Syam.g_00901	Pral.g_00433
OG0001673	Syam.g_00503	Pral.g_00808
OG0001676	Syam.g_00412	Pral.g_00708
OG0001678	Syam.g_00291	Pral.g_00174
OG0001691	Syam.g_01497	Pral.g_01574
OG0001692	Syam.g_01608	Pral.g_01170
OG0001694	Syam.g_00228	Pral.g_00757
OG0001703	Syam.g_00577	Pral.g_00614
OG0001713	Syam.g_01783	Pral.g_01375
OG0001717	Syam.g_02215	Pral.g_00876
OG0001729	Syam.g_00516	Pral.g_00798
OG0001737	Syam.g_00209	Pral.g_01686
OG0001761	Syam.g_01505	Pral.g_00473
OG0001795	Syam.g_01940	Pral.g_01836
OG0001803	Syam.g_01856	Pral.g_00652
OG0001810	Syam.g_02174	Pral.g_01688
OG0001813	Syam.g_02345	Pral.g_00372
OG0001816	Syam.g_01360	Pral.g_01811
OG0001907	Syam.g_02180	Pral.g_01056
OG0001916	Syam.g_00600	Pral.g_00594
OG0001936	Syam.g_00990	Pral.g_00069
OG0001974	Syam.g_02309	Pral.g_00014
OG0002154	Syam.g_02181	Pral.g_01224
OG0002177	Syam.g_01406	Pral.g_00453
OG0002237	Syam.g_01474	Pral.g_01431
OG0002247	Syam.g_01748	Pral.g_00517
OG0002285	Syam.g_01095	Pral.g_01648
OG0002434	Syam.g_00687	Pral.g_00531
OG0002579	Syam.g_02182	Pral.g_01225
OG0003228	Syam.g_02184	Pral.g_01054
