Orthogroup	Syam	Prap
OG0001177	Syam.g_00319	Prap.g_01690
OG0001178	Syam.g_01995	Prap.g_01774
OG0001179	Syam.g_00351	Prap.g_01660
OG0001180	Syam.g_00378	Prap.g_01636
OG0001181	Syam.g_00382	Prap.g_01632
OG0001182	Syam.g_00391	Prap.g_01624
OG0001183	Syam.g_00396	Prap.g_01619
OG0001184	Syam.g_00143	Prap.g_01601
OG0001185	Syam.g_00121	Prap.g_01585
OG0001186	Syam.g_00076	Prap.g_01561
OG0001187	Syam.g_00073	Prap.g_01558
OG0001188	Syam.g_00070	Prap.g_01556
OG0001189	Syam.g_00054	Prap.g_01540
OG0001190	Syam.g_02313	Prap.g_01535
OG0001191	Syam.g_02324	Prap.g_01525
OG0001192	Syam.g_02330	Prap.g_01520
OG0001193	Syam.g_02355	Prap.g_01508
OG0001194	Syam.g_02357	Prap.g_01507
OG0001195	Syam.g_02358	Prap.g_01506
OG0001196	Syam.g_02429	Prap.g_01490
OG0001197	Syam.g_02431	Prap.g_01488
OG0001198	Syam.g_02443	Prap.g_01868
OG0001199	Syam.g_02068	Prap.g_00876
OG0001201	Syam.g_02122	Prap.g_01068
OG0001202	Syam.g_02255	Prap.g_00970
OG0001203	Syam.g_00511	Prap.g_01474
OG0001204	Syam.g_00282	Prap.g_01468
OG0001205	Syam.g_01852	Prap.g_01321
OG0001206	Syam.g_01680	Prap.g_01301
OG0001208	Syam.g_00585	Prap.g_01285
OG0001209	Syam.g_00654	Prap.g_01234
OG0001210	Syam.g_00663	Prap.g_01229
OG0001211	Syam.g_00678	Prap.g_01219
OG0001212	Syam.g_01717	Prap.g_01172
OG0001213	Syam.g_01479	Prap.g_01137
OG0001214	Syam.g_01466	Prap.g_00390
OG0001215	Syam.g_00808	Prap.g_00810
OG0001216	Syam.g_01245	Prap.g_00789
OG0001217	Syam.g_01403	Prap.g_00036
OG0001218	Syam.g_01662	Prap.g_00519
OG0001219	Syam.g_01080	Prap.g_00685
OG0001220	Syam.g_01754	Prap.g_00727
OG0001221	Syam.g_01334	Prap.g_00847
OG0001222	Syam.g_01111	Prap.g_00307
OG0001224	Syam.g_00770	Prap.g_00704
OG0001225	Syam.g_00772	Prap.g_00706
OG0001226	Syam.g_01425	Prap.g_01129
OG0001227	Syam.g_02340	Prap.g_00504
OG0001228	Syam.g_01858	Prap.g_00406
OG0001229	Syam.g_00796	Prap.g_00518
OG0001230	Syam.g_01603	Prap.g_00114
OG0001231	Syam.g_00017	Prap.g_01344
OG0001233	Syam.g_01895	Prap.g_01735
OG0001234	Syam.g_00306	Prap.g_01698
OG0001235	Syam.g_00313	Prap.g_01694
OG0001236	Syam.g_00146	Prap.g_01604
OG0001237	Syam.g_00141	Prap.g_01600
OG0001238	Syam.g_02326	Prap.g_01524
OG0001239	Syam.g_02065	Prap.g_00879
OG0001240	Syam.g_02105	Prap.g_01085
OG0001241	Syam.g_02115	Prap.g_01075
OG0001242	Syam.g_02145	Prap.g_01055
OG0001244	Syam.g_02188	Prap.g_01033
OG0001245	Syam.g_01057	Prap.g_00495
OG0001247	Syam.g_01253	Prap.g_00817
OG0001248	Syam.g_01256	Prap.g_00815
OG0001249	Syam.g_00436	Prap.g_01375
OG0001250	Syam.g_00731	Prap.g_00740
OG0001251	Syam.g_02365	Prap.g_00659
OG0001252	Syam.g_00763	Prap.g_00699
OG0001253	Syam.g_01021	Prap.g_01126
OG0001254	Syam.g_00916	Prap.g_01881
OG0001255	Syam.g_01056	Prap.g_00474
OG0001256	Syam.g_01976	Prap.g_00210
OG0001258	Syam.g_01986	Prap.g_01783
OG0001259	Syam.g_01893	Prap.g_01737
OG0001260	Syam.g_01912	Prap.g_01720
OG0001261	Syam.g_00360	Prap.g_01652
OG0001263	Syam.g_02159	Prap.g_01046
OG0001265	Syam.g_02143	Prap.g_01056
OG0001266	Syam.g_02259	Prap.g_00966
OG0001267	Syam.g_00230	Prap.g_01430
OG0001268	Syam.g_00463	Prap.g_01367
OG0001269	Syam.g_00956	Prap.g_00728
OG0001270	Syam.g_01871	Prap.g_01332
OG0001271	Syam.g_01671	Prap.g_01295
OG0001272	Syam.g_00589	Prap.g_01281
OG0001273	Syam.g_01472	Prap.g_00396
OG0001274	Syam.g_02285	Prap.g_00942
OG0001275	Syam.g_01174	Prap.g_00285
OG0001276	Syam.g_01190	Prap.g_00299
OG0001277	Syam.g_02415	Prap.g_01502
OG0001278	Syam.g_00862	Prap.g_00402
OG0001279	Syam.g_01590	Prap.g_00610
OG0001280	Syam.g_01827	Prap.g_00560
OG0001281	Syam.g_01837	Prap.g_00566
OG0001282	Syam.g_00574	Prap.g_00060
OG0001283	Syam.g_02424	Prap.g_01493
OG0001284	Syam.g_01960	Prap.g_00196
OG0001285	Syam.g_02380	Prap.g_01752
OG0001286	Syam.g_00376	Prap.g_01638
OG0001287	Syam.g_00113	Prap.g_01578
OG0001288	Syam.g_00102	Prap.g_01568
OG0001289	Syam.g_02089	Prap.g_01091
OG0001290	Syam.g_02114	Prap.g_01076
OG0001291	Syam.g_02170	Prap.g_01038
OG0001292	Syam.g_00276	Prap.g_01463
OG0001293	Syam.g_00256	Prap.g_01450
OG0001295	Syam.g_00665	Prap.g_01919
OG0001296	Syam.g_00617	Prap.g_01258
OG0001297	Syam.g_00621	Prap.g_01253
OG0001298	Syam.g_01738	Prap.g_01192
OG0001299	Syam.g_01371	Prap.g_00359
OG0001300	Syam.g_00800	Prap.g_00806
OG0001301	Syam.g_00786	Prap.g_00801
OG0001302	Syam.g_01437	Prap.g_00688
OG0001303	Syam.g_01082	Prap.g_01817
OG0001304	Syam.g_01204	Prap.g_00312
OG0001305	Syam.g_00780	Prap.g_00712
OG0001306	Syam.g_01811	Prap.g_00471
OG0001307	Syam.g_00945	Prap.g_01927
OG0001308	Syam.g_01623	Prap.g_00131
OG0001309	Syam.g_00628	Prap.g_00238
OG0001311	Syam.g_01192	Prap.g_00301
OG0001312	Syam.g_01092	Prap.g_00676
OG0001314	Syam.g_00448, Syam.g_00540, Syam.g_01569	Prap.g_00644
OG0001315	Syam.g_00394	Prap.g_00509
OG0001316	Syam.g_02176	Prap.g_01034
OG0001317	Syam.g_00505	Prap.g_01478
OG0001319	Syam.g_00241	Prap.g_01437
OG0001321	Syam.g_01846	Prap.g_01315
OG0001322	Syam.g_01845	Prap.g_01314
OG0001323	Syam.g_00631	Prap.g_01248
OG0001324	Syam.g_00799	Prap.g_00805
OG0001325	Syam.g_01241	Prap.g_00342
OG0001327	Syam.g_01359	Prap.g_00870
OG0001328	Syam.g_01340	Prap.g_00542
OG0001330	Syam.g_01819	Prap.g_00227
OG0001331	Syam.g_00569	Prap.g_00065
OG0001332	Syam.g_01919	Prap.g_00167
OG0001333	Syam.g_01889	Prap.g_01741
OG0001334	Syam.g_00405	Prap.g_01616
OG0001335	Syam.g_00406	Prap.g_01615
OG0001337	Syam.g_00402, Syam.g_00424	Prap.g_01380
OG0001338	Syam.g_00419, Syam.g_00985, Syam.g_01533, Syam.g_00428	Prap.g_01377
OG0001339	Syam.g_02117	Prap.g_01073
OG0001340	Syam.g_00425	Prap.g_01379
OG0001341	Syam.g_00795	Prap.g_00511
OG0001343	Syam.g_02361	Prap.g_00662
OG0001344	Syam.g_01790	Prap.g_00452
OG0001345	Syam.g_01764	Prap.g_00436
OG0001346	Syam.g_01831	Prap.g_00562
OG0001348	Syam.g_00750	Prap.g_01921
OG0001350	Syam.g_00510	Prap.g_01475
OG0001351	Syam.g_01695	Prap.g_01309
OG0001352	Syam.g_00644	Prap.g_00821
OG0001353	Syam.g_00742	Prap.g_00750
OG0001354	Syam.g_01145	Prap.g_00267
OG0001355	Syam.g_00957	Prap.g_00321
OG0001356	Syam.g_00751	Prap.g_01791
OG0001357	Syam.g_00449	Prap.g_00535
OG0001359	Syam.g_02360	Prap.g_00661
OG0001362	Syam.g_01628	Prap.g_00135
OG0001363	Syam.g_01630	Prap.g_00137
OG0001364	Syam.g_00158	Prap.g_01613
OG0001368	Syam.g_00283	Prap.g_00536, Prap.g_00007, Prap.g_00646
OG0001370	Syam.g_02033, Syam.g_01536, Syam.g_01942	Prap.g_01304
OG0001372	Syam.g_00450, Syam.g_00984	Prap.g_01128
OG0001375	Syam.g_02362	Prap.g_00663
OG0001379	Syam.g_01821	Prap.g_00555
OG0001380	Syam.g_01409	Prap.g_00521
OG0001381	Syam.g_00939	Prap.g_00481
OG0001382	Syam.g_01557	Prap.g_00524
OG0001394	Syam.g_01321	Prap.g_00843
OG0001397	Syam.g_01629	Prap.g_00136
OG0001398	Syam.g_01052	Prap.g_01896
OG0001401	Syam.g_00738, Syam.g_00737	Prap.g_00745
OG0001402	Syam.g_01490	Prap.g_01143
OG0001404	Syam.g_02061	Prap.g_00882
OG0001407	Syam.g_00645	Prap.g_00528
OG0001414	Syam.g_00940	Prap.g_01483
OG0001419	Syam.g_00646	Prap.g_00527
OG0001421	Syam.g_01019	Prap.g_00211
OG0001422	Syam.g_01822	Prap.g_00531
OG0001423	Syam.g_00553, Syam.g_00548	Prap.g_00633
OG0001425	Syam.g_02329	Prap.g_01521
OG0001428	Syam.g_02220	Prap.g_00998
OG0001429	Syam.g_01083	Prap.g_00684
OG0001430	Syam.g_02305	Prap.g_00520
OG0001433	Syam.g_00752	Prap.g_01792
OG0001434	Syam.g_01316	Prap.g_00838
OG0001435	Syam.g_01353	Prap.g_00862
OG0001443	Syam.g_02335	Prap.g_00517
OG0001448	Syam.g_02342	Prap.g_01311
OG0001460	Syam.g_00753	Prap.g_01793
OG0001461	Syam.g_00928	Prap.g_00898
OG0001465	Syam.g_01250	Prap.g_00794
OG0001467	Syam.g_01438	Prap.g_01947
OG0001468	Syam.g_01435	Prap.g_00671
OG0001472	Syam.g_00833	Prap.g_01120
OG0001476	Syam.g_01784	Prap.g_00449
OG0001477	Syam.g_00789	Prap.g_00587
OG0001484	Syam.g_02378	Prap.g_00226
OG0001487	Syam.g_01661	Prap.g_00161
OG0001488	Syam.g_01774	Prap.g_00443
OG0001489	Syam.g_00387	Prap.g_01627
OG0001496	Syam.g_00791	Prap.g_00589
OG0001497	Syam.g_00790	Prap.g_00588
OG0001498	Syam.g_00490	Prap.g_01348
OG0001510	Syam.g_00109	Prap.g_01574
OG0001511	Syam.g_02129	Prap.g_01064
OG0001512	Syam.g_00512	Prap.g_00513
OG0001514	Syam.g_00792	Prap.g_00590
OG0001515	Syam.g_00804	Prap.g_00808
OG0001516	Syam.g_01374	Prap.g_00362
OG0001517	Syam.g_00458	Prap.g_01371
OG0001518	Syam.g_02328	Prap.g_01522
OG0001519	Syam.g_02337	Prap.g_01517
OG0001526	Syam.g_02183	Prap.g_00894
OG0001527	Syam.g_00693	Prap.g_01206
OG0001529	Syam.g_00047	Prap.g_00914
OG0001530	Syam.g_02127	Prap.g_01065
OG0001531	Syam.g_00513	Prap.g_01473
OG0001532	Syam.g_00897	Prap.g_00425
OG0001534	Syam.g_01205	Prap.g_00313
OG0001535	Syam.g_01188	Prap.g_00297
OG0001536	Syam.g_01119	Prap.g_00253
OG0001537	Syam.g_01333	Prap.g_00846
OG0001538	Syam.g_01285	Prap.g_00778
OG0001539	Syam.g_01357	Prap.g_00868
OG0001540	Syam.g_02161	Prap.g_01044
OG0001541	Syam.g_02229	Prap.g_00990
OG0001542	Syam.g_02238	Prap.g_00984
OG0001543	Syam.g_02271	Prap.g_00547
OG0001544	Syam.g_02336	Prap.g_01518
OG0001545	Syam.g_02414	Prap.g_01503
OG0001549	Syam.g_01761	Prap.g_00718
OG0001557	Syam.g_01320	Prap.g_00842
OG0001559	Syam.g_02126	Prap.g_01066
OG0001560	Syam.g_02113	Prap.g_01077
OG0001561	Syam.g_01195	Prap.g_00303
OG0001562	Syam.g_01180	Prap.g_00290
OG0001563	Syam.g_00370	Prap.g_01643
OG0001564	Syam.g_02383	Prap.g_00895
OG0001572	Syam.g_00531	Prap.g_00609
OG0001574	Syam.g_00691	Prap.g_01208
OG0001575	Syam.g_00696	Prap.g_01203
OG0001576	Syam.g_01699	Prap.g_00575
OG0001577	Syam.g_01799	Prap.g_00461
OG0001579	Syam.g_00418	Prap.g_01382
OG0001580	Syam.g_02300	Prap.g_00907
OG0001589	Syam.g_01897	Prap.g_01733
OG0001591	Syam.g_01363	Prap.g_00829
OG0001592	Syam.g_02301	Prap.g_00908
OG0001614	Syam.g_00123	Prap.g_01586
OG0001616	Syam.g_00909	Prap.g_00433
OG0001617	Syam.g_00797	Prap.g_00804
OG0001619	Syam.g_01108	Prap.g_00246
OG0001620	Syam.g_00470	Prap.g_01363
OG0001621	Syam.g_00267	Prap.g_01458
OG0001622	Syam.g_02423	Prap.g_01494
OG0001636	Syam.g_00040	Prap.g_00920
OG0001638	Syam.g_02001	Prap.g_01768
OG0001639	Syam.g_01924	Prap.g_00170
OG0001640	Syam.g_00756	Prap.g_00696
OG0001641	Syam.g_01164	Prap.g_00278
OG0001643	Syam.g_01463	Prap.g_00387
OG0001644	Syam.g_01229	Prap.g_00332
OG0001654	Syam.g_01922	Prap.g_00168
OG0001656	Syam.g_00413	Prap.g_01383
OG0001657	Syam.g_02202	Prap.g_01015
OG0001658	Syam.g_02312	Prap.g_00912
OG0001659	Syam.g_00901	Prap.g_01916
OG0001669	Syam.g_00088	Prap.g_00579, Prap.g_01837
OG0001676	Syam.g_00412	Prap.g_01381
OG0001678	Syam.g_00291	Prap.g_01711
OG0001691	Syam.g_01497	Prap.g_00694
OG0001693	Syam.g_00775	Prap.g_01835
OG0001717	Syam.g_02215	Prap.g_00594
OG0001733	Syam.g_01219	Prap.g_01795
OG0001758	Syam.g_00551	Prap.g_01801
OG0001769	Syam.g_01449	Prap.g_00508
OG0001771	Syam.g_00958	Prap.g_01852
OG0001795	Syam.g_01940	Prap.g_01812, Prap.g_00673
OG0001836	Syam.g_00760	Prap.g_01948, Prap.g_01949
OG0001875	Syam.g_00550	Prap.g_01802
OG0001876	Syam.g_00549	Prap.g_01803
OG0001916	Syam.g_00600	Prap.g_01271
OG0001917	Syam.g_01189	Prap.g_00298
OG0001965	Syam.g_01439	Prap.g_01845
OG0002106	Syam.g_00522	Prap.g_00533
OG0002177	Syam.g_01406	Prap.g_01132
OG0002377	Syam.g_00761	Prap.g_00057
