Orthogroup	Syam	Prat
OG0001178	Syam.g_01995	Prat.g_01597
OG0001179	Syam.g_00351	Prat.g_01710
OG0001180	Syam.g_00378	Prat.g_01732
OG0001181	Syam.g_00382	Prat.g_01736
OG0001182	Syam.g_00391	Prat.g_01745
OG0001183	Syam.g_00396	Prat.g_01749
OG0001184	Syam.g_00143	Prat.g_01766
OG0001185	Syam.g_00121	Prat.g_01783
OG0001186	Syam.g_00076	Prat.g_01807
OG0001187	Syam.g_00073	Prat.g_01810
OG0001188	Syam.g_00070	Prat.g_01812
OG0001189	Syam.g_00054	Prat.g_01829
OG0001190	Syam.g_02313	Prat.g_01834
OG0001191	Syam.g_02324	Prat.g_01844
OG0001192	Syam.g_02330	Prat.g_01849
OG0001193	Syam.g_02355	Prat.g_01863
OG0001194	Syam.g_02357	Prat.g_01864
OG0001195	Syam.g_02358	Prat.g_01865
OG0001196	Syam.g_02429	Prat.g_01881
OG0001197	Syam.g_02431	Prat.g_01883
OG0001198	Syam.g_02443	Prat.g_01890
OG0001200	Syam.g_02070	Prat.g_00073
OG0001201	Syam.g_02122	Prat.g_00105
OG0001202	Syam.g_02255	Prat.g_00201
OG0001203	Syam.g_00511	Prat.g_00243
OG0001205	Syam.g_01852	Prat.g_00406
OG0001206	Syam.g_01680	Prat.g_00425
OG0001208	Syam.g_00585	Prat.g_00442
OG0001209	Syam.g_00654	Prat.g_00497
OG0001210	Syam.g_00663	Prat.g_00501
OG0001211	Syam.g_00678	Prat.g_00511
OG0001212	Syam.g_01717	Prat.g_00558
OG0001213	Syam.g_01479	Prat.g_00593
OG0001214	Syam.g_01466	Prat.g_01088
OG0001215	Syam.g_00808	Prat.g_00764
OG0001216	Syam.g_01245	Prat.g_00790
OG0001217	Syam.g_01403	Prat.g_01486
OG0001218	Syam.g_01662	Prat.g_01217
OG0001219	Syam.g_01080	Prat.g_00863
OG0001220	Syam.g_01754	Prat.g_00984
OG0001221	Syam.g_01334	Prat.g_00728
OG0001222	Syam.g_01111	Prat.g_00944
OG0001224	Syam.g_00770	Prat.g_00961
OG0001225	Syam.g_00772	Prat.g_00963
OG0001226	Syam.g_01425	Prat.g_00078
OG0001227	Syam.g_02340	Prat.g_01197
OG0001228	Syam.g_01858	Prat.g_01106
OG0001229	Syam.g_00796	Prat.g_01228
OG0001230	Syam.g_01603	Prat.g_01343
OG0001232	Syam.g_02022	Prat.g_01614
OG0001233	Syam.g_01895	Prat.g_01635
OG0001234	Syam.g_00306	Prat.g_01672
OG0001235	Syam.g_00313	Prat.g_01676
OG0001236	Syam.g_00146	Prat.g_01763
OG0001237	Syam.g_00141	Prat.g_01767
OG0001238	Syam.g_02326	Prat.g_01845
OG0001239	Syam.g_02065	Prat.g_00068
OG0001240	Syam.g_02105	Prat.g_00090
OG0001241	Syam.g_02115	Prat.g_00099
OG0001244	Syam.g_02188	Prat.g_00140
OG0001245	Syam.g_01057	Prat.g_00671
OG0001246	Syam.g_00611	Prat.g_01485, Prat.g_00467
OG0001247	Syam.g_01253	Prat.g_00757
OG0001248	Syam.g_01256	Prat.g_00759
OG0001249	Syam.g_00436	Prat.g_00345
OG0001250	Syam.g_00731	Prat.g_00997
OG0001251	Syam.g_02365	Prat.g_00695
OG0001253	Syam.g_01021	Prat.g_01480
OG0001254	Syam.g_00916	Prat.g_01559
OG0001255	Syam.g_01056	Prat.g_01172
OG0001256	Syam.g_01976	Prat.g_01446
OG0001258	Syam.g_01986	Prat.g_01588
OG0001259	Syam.g_01893	Prat.g_01633
OG0001260	Syam.g_01912	Prat.g_01651
OG0001261	Syam.g_00360	Prat.g_01717
OG0001262	Syam.g_00056	Prat.g_01827
OG0001263	Syam.g_02159	Prat.g_00127
OG0001265	Syam.g_02143	Prat.g_00117
OG0001266	Syam.g_02259	Prat.g_00205
OG0001267	Syam.g_00230	Prat.g_00287
OG0001268	Syam.g_00463	Prat.g_00353
OG0001269	Syam.g_00956	Prat.g_00985
OG0001270	Syam.g_01871	Prat.g_00394
OG0001271	Syam.g_01671	Prat.g_00431
OG0001272	Syam.g_00589	Prat.g_00446
OG0001273	Syam.g_01472	Prat.g_01095
OG0001274	Syam.g_02285	Prat.g_00228
OG0001275	Syam.g_01174	Prat.g_00922
OG0001276	Syam.g_01190	Prat.g_00936
OG0001277	Syam.g_02415	Prat.g_00817
OG0001278	Syam.g_00862	Prat.g_01102
OG0001279	Syam.g_01590	Prat.g_00828
OG0001280	Syam.g_01827	Prat.g_01248
OG0001281	Syam.g_01837	Prat.g_01254
OG0001282	Syam.g_00574	Prat.g_01292
OG0001283	Syam.g_02424	Prat.g_01877
OG0001284	Syam.g_01960	Prat.g_01433
OG0001285	Syam.g_02380	Prat.g_01617
OG0001286	Syam.g_00376	Prat.g_01730
OG0001287	Syam.g_00113	Prat.g_01790
OG0001288	Syam.g_00102	Prat.g_01800
OG0001289	Syam.g_02089	Prat.g_00085
OG0001290	Syam.g_02114	Prat.g_00098
OG0001291	Syam.g_02170	Prat.g_00135
OG0001292	Syam.g_00276	Prat.g_00254
OG0001293	Syam.g_00256	Prat.g_00268
OG0001294	Syam.g_01365	Prat.g_01546
OG0001295	Syam.g_00665	Prat.g_01215
OG0001296	Syam.g_00617	Prat.g_00472
OG0001297	Syam.g_00621	Prat.g_00477
OG0001298	Syam.g_01738	Prat.g_00541
OG0001299	Syam.g_01371	Prat.g_01057
OG0001300	Syam.g_00800	Prat.g_00768
OG0001301	Syam.g_00786	Prat.g_00773
OG0001302	Syam.g_01437	Prat.g_00859
OG0001303	Syam.g_01082	Prat.g_01550
OG0001304	Syam.g_01204	Prat.g_00949
OG0001305	Syam.g_00780	Prat.g_00969
OG0001306	Syam.g_01811	Prat.g_01170
OG0001307	Syam.g_00945	Prat.g_01283
OG0001308	Syam.g_01623	Prat.g_01363
OG0001309	Syam.g_00628	Prat.g_00481
OG0001311	Syam.g_01192	Prat.g_00938
OG0001312	Syam.g_01092	Prat.g_00872
OG0001316	Syam.g_02176	Prat.g_00139
OG0001317	Syam.g_00505	Prat.g_00239
OG0001319	Syam.g_00241	Prat.g_00280
OG0001321	Syam.g_01846	Prat.g_00413
OG0001322	Syam.g_01845	Prat.g_00414
OG0001324	Syam.g_00799	Prat.g_00769
OG0001325	Syam.g_01241	Prat.g_00793
OG0001327	Syam.g_01359	Prat.g_00704
OG0001330	Syam.g_01819	Prat.g_01468
OG0001331	Syam.g_00569	Prat.g_01297
OG0001332	Syam.g_01919	Prat.g_01403
OG0001333	Syam.g_01889	Prat.g_01629
OG0001334	Syam.g_00405	Prat.g_01752
OG0001335	Syam.g_00406	Prat.g_01753
OG0001336	Syam.g_02425	Prat.g_01878
OG0001337	Syam.g_00402, Syam.g_00424	Prat.g_00339
OG0001338	Syam.g_00419, Syam.g_00985, Syam.g_01533, Syam.g_00428	Prat.g_00342
OG0001339	Syam.g_02117	Prat.g_00101
OG0001340	Syam.g_00425	Prat.g_00340
OG0001341	Syam.g_00795	Prat.g_01225
OG0001343	Syam.g_02361	Prat.g_00692
OG0001344	Syam.g_01790	Prat.g_01152
OG0001346	Syam.g_01831	Prat.g_01250
OG0001348	Syam.g_00750	Prat.g_00827
OG0001351	Syam.g_01695	Prat.g_00416
OG0001352	Syam.g_00644	Prat.g_00753
OG0001353	Syam.g_00742	Prat.g_01005
OG0001354	Syam.g_01145	Prat.g_00906
OG0001359	Syam.g_02360	Prat.g_00693
OG0001361	Syam.g_01767	Prat.g_01138
OG0001362	Syam.g_01628	Prat.g_01367
OG0001363	Syam.g_01630	Prat.g_01369
OG0001364	Syam.g_00158	Prat.g_01755
OG0001368	Syam.g_00283	Prat.g_00632, Prat.g_00818
OG0001370	Syam.g_02033, Syam.g_01536, Syam.g_01942	Prat.g_00422
OG0001372	Syam.g_00450, Syam.g_00984	Prat.g_01503
OG0001375	Syam.g_02362	Prat.g_00691
OG0001379	Syam.g_01821	Prat.g_01243
OG0001380	Syam.g_01409	Prat.g_01178
OG0001381	Syam.g_00939	Prat.g_01181
OG0001394	Syam.g_01321	Prat.g_00732
OG0001397	Syam.g_01629	Prat.g_01368
OG0001398	Syam.g_01052	Prat.g_00810
OG0001400	Syam.g_00836	Prat.g_01458
OG0001401	Syam.g_00738, Syam.g_00737	Prat.g_00850
OG0001402	Syam.g_01490	Prat.g_00588
OG0001404	Syam.g_02061	Prat.g_00065
OG0001405	Syam.g_00408	Prat.g_00333
OG0001407	Syam.g_00645	Prat.g_01521
OG0001414	Syam.g_00940	Prat.g_00233
OG0001416	Syam.g_01834	Prat.g_00421
OG0001419	Syam.g_00646	Prat.g_01522
OG0001421	Syam.g_01019	Prat.g_01447
OG0001422	Syam.g_01822	Prat.g_00660, Prat.g_00659
OG0001425	Syam.g_02329	Prat.g_01848
OG0001428	Syam.g_02220	Prat.g_00173
OG0001429	Syam.g_01083	Prat.g_00864
OG0001430	Syam.g_02305	Prat.g_01216
OG0001434	Syam.g_01316	Prat.g_00737
OG0001435	Syam.g_01353	Prat.g_00711
OG0001438	Syam.g_00215	Prat.g_00301
OG0001441	Syam.g_00633	Prat.g_00484
OG0001443	Syam.g_02335	Prat.g_01227
OG0001448	Syam.g_02342	Prat.g_00658
OG0001452	Syam.g_00268	Prat.g_00697
OG0001461	Syam.g_00928	Prat.g_00378
OG0001465	Syam.g_01250	Prat.g_00779
OG0001467	Syam.g_01438	Prat.g_01290
OG0001468	Syam.g_01435	Prat.g_00679
OG0001477	Syam.g_00789	Prat.g_01514, Prat.g_01515
OG0001484	Syam.g_02378	Prat.g_00635
OG0001487	Syam.g_01661	Prat.g_01395
OG0001488	Syam.g_01774	Prat.g_01143
OG0001489	Syam.g_00387	Prat.g_01741
OG0001495	Syam.g_00318	Prat.g_01681
OG0001496	Syam.g_00791	Prat.g_01512
OG0001497	Syam.g_00790	Prat.g_01513
OG0001498	Syam.g_00490	Prat.g_00371
OG0001499	Syam.g_02154, Syam.g_01397	Prat.g_00667
OG0001510	Syam.g_00109	Prat.g_01794
OG0001511	Syam.g_02129	Prat.g_00109
OG0001512	Syam.g_00512	Prat.g_01231
OG0001514	Syam.g_00792	Prat.g_01511
OG0001515	Syam.g_00804	Prat.g_00766
OG0001516	Syam.g_01374	Prat.g_01060
OG0001517	Syam.g_00458	Prat.g_01328, Prat.g_00349
OG0001518	Syam.g_02328	Prat.g_01847
OG0001519	Syam.g_02337	Prat.g_01852
OG0001526	Syam.g_02183	Prat.g_01460
OG0001527	Syam.g_00693	Prat.g_00526
OG0001529	Syam.g_00047	Prat.g_00043
OG0001530	Syam.g_02127	Prat.g_00108
OG0001531	Syam.g_00513	Prat.g_00244
OG0001532	Syam.g_00897	Prat.g_01125
OG0001534	Syam.g_01205	Prat.g_00950
OG0001535	Syam.g_01188	Prat.g_00935
OG0001536	Syam.g_01119	Prat.g_00892
OG0001537	Syam.g_01333	Prat.g_00729
OG0001538	Syam.g_01285	Prat.g_01032
OG0001539	Syam.g_01357	Prat.g_00706
OG0001540	Syam.g_02161	Prat.g_00129
OG0001541	Syam.g_02229	Prat.g_00181
OG0001542	Syam.g_02238	Prat.g_00187
OG0001543	Syam.g_02271	Prat.g_01221
OG0001544	Syam.g_02336	Prat.g_01851
OG0001545	Syam.g_02414	Prat.g_01868
OG0001548	Syam.g_01420	Prat.g_00643
OG0001549	Syam.g_01761	Prat.g_00975
OG0001557	Syam.g_01320	Prat.g_00733
OG0001558	Syam.g_00019	Prat.g_00846
OG0001559	Syam.g_02126	Prat.g_00107
OG0001560	Syam.g_02113	Prat.g_00097
OG0001561	Syam.g_01195	Prat.g_00940
OG0001562	Syam.g_01180	Prat.g_00927
OG0001563	Syam.g_00370	Prat.g_01725
OG0001574	Syam.g_00691	Prat.g_00524
OG0001575	Syam.g_00696	Prat.g_00529
OG0001576	Syam.g_01699	Prat.g_01262
OG0001577	Syam.g_01799	Prat.g_01160
OG0001579	Syam.g_00418	Prat.g_00337
OG0001580	Syam.g_02300	Prat.g_00050
OG0001589	Syam.g_01897	Prat.g_01638
OG0001591	Syam.g_01363	Prat.g_00746
OG0001592	Syam.g_02301	Prat.g_00049
OG0001602	Syam.g_01251	Prat.g_00778
OG0001614	Syam.g_00123	Prat.g_01782
OG0001616	Syam.g_00909	Prat.g_01133
OG0001617	Syam.g_00797	Prat.g_00770
OG0001619	Syam.g_01108	Prat.g_00882
OG0001620	Syam.g_00470	Prat.g_00357
OG0001621	Syam.g_00267	Prat.g_00259
OG0001622	Syam.g_02423	Prat.g_01876
OG0001625	Syam.g_00262	Prat.g_00265
OG0001636	Syam.g_00040	Prat.g_00035
OG0001639	Syam.g_01924	Prat.g_01406
OG0001640	Syam.g_00756	Prat.g_00954
OG0001643	Syam.g_01463	Prat.g_01085
OG0001644	Syam.g_01229	Prat.g_00806
OG0001652	Syam.g_00018	Prat.g_00844
OG0001654	Syam.g_01922	Prat.g_01404
OG0001655	Syam.g_00838, Syam.g_01691	Prat.g_01230
OG0001656	Syam.g_00413	Prat.g_00336
OG0001657	Syam.g_02202	Prat.g_00155
OG0001658	Syam.g_02312	Prat.g_00045
OG0001669	Syam.g_00088	Prat.g_00041
OG0001673	Syam.g_00503	Prat.g_00237
OG0001676	Syam.g_00412	Prat.g_00338
OG0001678	Syam.g_00291	Prat.g_01659
OG0001691	Syam.g_01497	Prat.g_00952
OG0001692	Syam.g_01608	Prat.g_01347
OG0001693	Syam.g_00775	Prat.g_00625
OG0001694	Syam.g_00228	Prat.g_00289
OG0001703	Syam.g_00577	Prat.g_00437
OG0001713	Syam.g_01783	Prat.g_01149
OG0001717	Syam.g_02215	Prat.g_00168
OG0001729	Syam.g_00516	Prat.g_00247
OG0001737	Syam.g_00209	Prat.g_00836
OG0001752	Syam.g_01914	Prat.g_01653
OG0001761	Syam.g_01505	Prat.g_00578
OG0001769	Syam.g_01449	Prat.g_01222
OG0001771	Syam.g_00958	Prat.g_01576
OG0001795	Syam.g_01940	Prat.g_00675
OG0001803	Syam.g_01856	Prat.g_00402
OG0001810	Syam.g_02174	Prat.g_00832
OG0001813	Syam.g_02345	Prat.g_01855
OG0001816	Syam.g_01360	Prat.g_00703
OG0001835	Syam.g_00964	Prat.g_01543
OG0001907	Syam.g_02180	Prat.g_01459
OG0001916	Syam.g_00600	Prat.g_00457
OG0001974	Syam.g_02309	Prat.g_01491
OG0002154	Syam.g_02181	Prat.g_01289
OG0002177	Syam.g_01406	Prat.g_00598
OG0002237	Syam.g_01474	Prat.g_01096
OG0002247	Syam.g_01748	Prat.g_00535
OG0002285	Syam.g_01095	Prat.g_00875
OG0002296	Syam.g_01638	Prat.g_01377
OG0002434	Syam.g_00687	Prat.g_00521
OG0002579	Syam.g_02182	Prat.g_01288
OG0003228	Syam.g_02184	Prat.g_01461
OG0004666	Syam.g_02045	Prat.g_00612
