Orthogroup	Syam	Pray
OG0001185	Syam.g_00121	Pray.g_01358
OG0001186	Syam.g_00076	Pray.g_01382
OG0001187	Syam.g_00073	Pray.g_01386
OG0001188	Syam.g_00070	Pray.g_01389
OG0001189	Syam.g_00054	Pray.g_01406
OG0001190	Syam.g_02313	Pray.g_01410
OG0001191	Syam.g_02324	Pray.g_01420
OG0001192	Syam.g_02330	Pray.g_01425
OG0001193	Syam.g_02355	Pray.g_01435
OG0001194	Syam.g_02357	Pray.g_01436
OG0001195	Syam.g_02358	Pray.g_01437
OG0001196	Syam.g_02429	Pray.g_01450
OG0001197	Syam.g_02431	Pray.g_01451
OG0001198	Syam.g_02443	Pray.g_01458
OG0001199	Syam.g_02068	Pray.g_00215
OG0001200	Syam.g_02070	Pray.g_00213
OG0001201	Syam.g_02122	Pray.g_00181
OG0001202	Syam.g_02255	Pray.g_00680
OG0001203	Syam.g_00511	Pray.g_00719
OG0001204	Syam.g_00282	Pray.g_00724
OG0001205	Syam.g_01852	Pray.g_00935
OG0001206	Syam.g_01680	Pray.g_00952
OG0001208	Syam.g_00585	Pray.g_00972
OG0001209	Syam.g_00654	Pray.g_01226
OG0001210	Syam.g_00663	Pray.g_01221
OG0001211	Syam.g_00678	Pray.g_01211
OG0001212	Syam.g_01717	Pray.g_01167
OG0001213	Syam.g_01479	Pray.g_01134
OG0001214	Syam.g_01466	Pray.g_01126
OG0001215	Syam.g_00808	Pray.g_01073
OG0001216	Syam.g_01245	Pray.g_01038
OG0001217	Syam.g_01403	Pray.g_00293
OG0001218	Syam.g_01662	Pray.g_00300
OG0001219	Syam.g_01080	Pray.g_00337
OG0001220	Syam.g_01754	Pray.g_00400
OG0001221	Syam.g_01334	Pray.g_00463
OG0001222	Syam.g_01111	Pray.g_00503
OG0001224	Syam.g_00770	Pray.g_00580
OG0001225	Syam.g_00772	Pray.g_00582
OG0001226	Syam.g_01425	Pray.g_00608
OG0001227	Syam.g_02340	Pray.g_00626
OG0001228	Syam.g_01858	Pray.g_00018
OG0001229	Syam.g_00796	Pray.g_01831
OG0001230	Syam.g_01603	Pray.g_01730
OG0001231	Syam.g_00017	Pray.g_01625
OG0001232	Syam.g_02022	Pray.g_01536
OG0001233	Syam.g_01895	Pray.g_01516
OG0001234	Syam.g_00306	Pray.g_01249
OG0001235	Syam.g_00313	Pray.g_01259
OG0001236	Syam.g_00146	Pray.g_01341
OG0001237	Syam.g_00141	Pray.g_01345
OG0001238	Syam.g_02326	Pray.g_01421
OG0001239	Syam.g_02065	Pray.g_00218
OG0001240	Syam.g_02105	Pray.g_00196
OG0001241	Syam.g_02115	Pray.g_00188
OG0001242	Syam.g_02145	Pray.g_00170
OG0001244	Syam.g_02188	Pray.g_00148
OG0001245	Syam.g_01057	Pray.g_00858
OG0001246	Syam.g_00611	Pray.g_00995
OG0001247	Syam.g_01253	Pray.g_01080
OG0001248	Syam.g_01256	Pray.g_01078
OG0001249	Syam.g_00436	Pray.g_00326
OG0001250	Syam.g_00731	Pray.g_00389
OG0001251	Syam.g_02365	Pray.g_00437
OG0001252	Syam.g_00763	Pray.g_00575
OG0001253	Syam.g_01021	Pray.g_00627
OG0001254	Syam.g_00916	Pray.g_00095
OG0001255	Syam.g_01056	Pray.g_00080
OG0001256	Syam.g_01976	Pray.g_01632
OG0001257	Syam.g_01683	Pray.g_01626
OG0001258	Syam.g_01986	Pray.g_01562
OG0001259	Syam.g_01893	Pray.g_01518
OG0001260	Syam.g_01912	Pray.g_01502
OG0001261	Syam.g_00360	Pray.g_01298
OG0001262	Syam.g_00056	Pray.g_01404
OG0001263	Syam.g_02159	Pray.g_00161
OG0001265	Syam.g_02143	Pray.g_00171
OG0001266	Syam.g_02259	Pray.g_00684
OG0001267	Syam.g_00230	Pray.g_00759
OG0001268	Syam.g_00463	Pray.g_00817
OG0001269	Syam.g_00956	Pray.g_00837
OG0001270	Syam.g_01871	Pray.g_00924
OG0001271	Syam.g_01671	Pray.g_00962
OG0001272	Syam.g_00589	Pray.g_00976
OG0001273	Syam.g_01472	Pray.g_01132
OG0001274	Syam.g_02285	Pray.g_01060
OG0001275	Syam.g_01174	Pray.g_00539
OG0001276	Syam.g_01190	Pray.g_00559
OG0001277	Syam.g_02415	Pray.g_00616
OG0001278	Syam.g_00862	Pray.g_00013
OG0001279	Syam.g_01590	Pray.g_01926
OG0001280	Syam.g_01827	Pray.g_01871
OG0001281	Syam.g_01837	Pray.g_01865
OG0001282	Syam.g_00574	Pray.g_01828
OG0001283	Syam.g_02424	Pray.g_01809
OG0001284	Syam.g_01960	Pray.g_01652
OG0001285	Syam.g_02380	Pray.g_01533
OG0001286	Syam.g_00376	Pray.g_01310
OG0001287	Syam.g_00113	Pray.g_01366
OG0001288	Syam.g_00102	Pray.g_01375
OG0001289	Syam.g_02089	Pray.g_00202
OG0001290	Syam.g_02114	Pray.g_00189
OG0001291	Syam.g_02170	Pray.g_00154
OG0001292	Syam.g_00276	Pray.g_00729
OG0001293	Syam.g_00256	Pray.g_00741
OG0001294	Syam.g_01365	Pray.g_00856
OG0001295	Syam.g_00665	Pray.g_00957
OG0001296	Syam.g_00617	Pray.g_01000
OG0001297	Syam.g_00621	Pray.g_01005
OG0001298	Syam.g_01738	Pray.g_01185
OG0001299	Syam.g_01371	Pray.g_01097
OG0001300	Syam.g_00800	Pray.g_01070
OG0001301	Syam.g_00786	Pray.g_01067
OG0001302	Syam.g_01437	Pray.g_00335
OG0001303	Syam.g_01082	Pray.g_00543
OG0001304	Syam.g_01204	Pray.g_00569
OG0001305	Syam.g_00780	Pray.g_00588
OG0001306	Syam.g_01811	Pray.g_00078
OG0001307	Syam.g_00945	Pray.g_01846
OG0001308	Syam.g_01623	Pray.g_01712
OG0001309	Syam.g_00628	Pray.g_01628
OG0001311	Syam.g_01192	Pray.g_00561
OG0001312	Syam.g_01092	Pray.g_00492
OG0001314	Syam.g_00448, Syam.g_00540, Syam.g_01569	Pray.g_00285
OG0001315	Syam.g_00394	Pray.g_00227
OG0001316	Syam.g_02176	Pray.g_00149
OG0001317	Syam.g_00505	Pray.g_00715
OG0001319	Syam.g_00241	Pray.g_00752
OG0001321	Syam.g_01846	Pray.g_00941
OG0001322	Syam.g_01845	Pray.g_00942
OG0001323	Syam.g_00631	Pray.g_01010
OG0001324	Syam.g_00799	Pray.g_01069
OG0001325	Syam.g_01241	Pray.g_01035
OG0001326	Syam.g_02370	Pray.g_00425
OG0001327	Syam.g_01359	Pray.g_00600
OG0001328	Syam.g_01340	Pray.g_00625
OG0001330	Syam.g_01819	Pray.g_01896
OG0001331	Syam.g_00569	Pray.g_01823
OG0001332	Syam.g_01919	Pray.g_01679
OG0001333	Syam.g_01889	Pray.g_01522
OG0001334	Syam.g_00405	Pray.g_01331
OG0001335	Syam.g_00406	Pray.g_01332
OG0001336	Syam.g_02425	Pray.g_01447
OG0001339	Syam.g_02117	Pray.g_00186
OG0001340	Syam.g_00425	Pray.g_00806
OG0001341	Syam.g_00795	Pray.g_00291
OG0001343	Syam.g_02361	Pray.g_00434
OG0001344	Syam.g_01790	Pray.g_00059
OG0001345	Syam.g_01764	Pray.g_00044
OG0001346	Syam.g_01831	Pray.g_01869
OG0001351	Syam.g_01695	Pray.g_00944
OG0001352	Syam.g_00644	Pray.g_01083
OG0001353	Syam.g_00742	Pray.g_00380
OG0001354	Syam.g_01145	Pray.g_00521
OG0001355	Syam.g_00957	Pray.g_01596
OG0001356	Syam.g_00751	Pray.g_00312
OG0001358	Syam.g_01495	Pray.g_01143
OG0001359	Syam.g_02360	Pray.g_00435
OG0001360	Syam.g_01762	Pray.g_00628
OG0001361	Syam.g_01767	Pray.g_00047
OG0001362	Syam.g_01628	Pray.g_01708
OG0001363	Syam.g_01630	Pray.g_01706
OG0001364	Syam.g_00158	Pray.g_01334
OG0001372	Syam.g_00450, Syam.g_00984	Pray.g_00299
OG0001373	Syam.g_02369	Pray.g_00424
OG0001374	Syam.g_02377	Pray.g_00432
OG0001375	Syam.g_02362	Pray.g_00433
OG0001376	Syam.g_02332	Pray.g_00594
OG0001377	Syam.g_02331	Pray.g_00595
OG0001378	Syam.g_01872	Pray.g_00133
OG0001379	Syam.g_01821	Pray.g_01876
OG0001380	Syam.g_01409	Pray.g_01841
OG0001381	Syam.g_00939	Pray.g_01835
OG0001382	Syam.g_01557	Pray.g_01611
OG0001385	Syam.g_02366	Pray.g_00421
OG0001386	Syam.g_02367	Pray.g_00422
OG0001387	Syam.g_02368	Pray.g_00423
OG0001388	Syam.g_02371	Pray.g_00426
OG0001389	Syam.g_02372	Pray.g_00427
OG0001390	Syam.g_02373	Pray.g_00428
OG0001391	Syam.g_02374	Pray.g_00429
OG0001392	Syam.g_02375	Pray.g_00430
OG0001393	Syam.g_02376	Pray.g_00431
OG0001395	Syam.g_01225	Pray.g_00571
OG0001397	Syam.g_01629	Pray.g_01707
OG0001398	Syam.g_01052	Pray.g_01599
OG0001402	Syam.g_01490	Pray.g_00307
OG0001404	Syam.g_02061	Pray.g_00221
OG0001405	Syam.g_00408	Pray.g_00804
OG0001406	Syam.g_02333	Pray.g_00593
OG0001407	Syam.g_00645	Pray.g_00606
OG0001408	Syam.g_00848	Pray.g_00611
OG0001413	Syam.g_01430	Pray.g_01637
OG0001414	Syam.g_00940	Pray.g_00710
OG0001416	Syam.g_01834	Pray.g_00949
OG0001417	Syam.g_01144	Pray.g_00959
OG0001419	Syam.g_00646	Pray.g_00607
OG0001420	Syam.g_00642	Pray.g_00124
OG0001421	Syam.g_01019	Pray.g_01631
OG0001422	Syam.g_01822	Pray.g_01606
OG0001423	Syam.g_00553, Syam.g_00548	Pray.g_01751
OG0001425	Syam.g_02329	Pray.g_01424
OG0001428	Syam.g_02220	Pray.g_00653
OG0001429	Syam.g_01083	Pray.g_00338
OG0001430	Syam.g_02305	Pray.g_01901
OG0001432	Syam.g_00822	Pray.g_01639
OG0001433	Syam.g_00752	Pray.g_00311
OG0001434	Syam.g_01316	Pray.g_00472
OG0001439	Syam.g_00190	Pray.g_00785
OG0001441	Syam.g_00633	Pray.g_01012
OG0001442	Syam.g_01306	Pray.g_00283
OG0001447	Syam.g_02152	Pray.g_00163
OG0001448	Syam.g_02342	Pray.g_00844
OG0001449	Syam.g_00285	Pray.g_00880
OG0001452	Syam.g_00268	Pray.g_00439
OG0001453	Syam.g_01166	Pray.g_00533
OG0001454	Syam.g_01426	Pray.g_00621
OG0001456	Syam.g_02387	Pray.g_00087
OG0001457	Syam.g_02388	Pray.g_00086
OG0001458	Syam.g_02389	Pray.g_00085
OG0001459	Syam.g_00949	Pray.g_01912
OG0001460	Syam.g_00753	Pray.g_00310
OG0001462	Syam.g_00041	Pray.g_01496
OG0001465	Syam.g_01250	Pray.g_01061
OG0001467	Syam.g_01438	Pray.g_00327
OG0001468	Syam.g_01435	Pray.g_00598
OG0001471	Syam.g_00195	Pray.g_01636
OG0001472	Syam.g_00833	Pray.g_01629
OG0001473	Syam.g_01440	Pray.g_01383
OG0001474	Syam.g_00464	Pray.g_00818
OG0001475	Syam.g_01876	Pray.g_01795
OG0001479	Syam.g_00461	Pray.g_00815
OG0001480	Syam.g_01755	Pray.g_00846
OG0001482	Syam.g_01154	Pray.g_00947
OG0001492	Syam.g_00865	Pray.g_00016
OG0001493	Syam.g_00857	Pray.g_00008
OG0001499	Syam.g_02154, Syam.g_01397	Pray.g_00228
OG0001502	Syam.g_00705	Pray.g_00318
OG0001504	Syam.g_00948	Pray.g_01911
OG0001507	Syam.g_00975	Pray.g_01584
OG0001508	Syam.g_01873	Pray.g_01807
OG0001520	Syam.g_01752	Pray.g_00872
OG0001526	Syam.g_02183	Pray.g_01232
OG0001546	Syam.g_00636	Pray.g_01015
OG0001547	Syam.g_01059	Pray.g_00320
OG0001548	Syam.g_01420	Pray.g_00324
OG0001549	Syam.g_01761	Pray.g_00407
OG0001551	Syam.g_00755	Pray.g_00088
OG0001554	Syam.g_02311	Pray.g_01630
OG0001557	Syam.g_01320	Pray.g_00468
OG0001564	Syam.g_02383	Pray.g_01767
OG0001567	Syam.g_01058	Pray.g_00319
OG0001568	Syam.g_01061	Pray.g_00321
OG0001582	Syam.g_01128	Pray.g_00958
OG0001585	Syam.g_01008	Pray.g_01922
OG0001602	Syam.g_01251	Pray.g_01062
OG0001627	Syam.g_01921	Pray.g_00297
OG0001633	Syam.g_01586	Pray.g_01832
OG0001667	Syam.g_00840	Pray.g_01893
OG0001712	Syam.g_01009	Pray.g_00901
OG0001718	Syam.g_01501	Pray.g_00840
OG0001726	Syam.g_01046	Pray.g_00898
OG0002112	Syam.g_00202	Pray.g_00892
OG0002157	Syam.g_00201	Pray.g_00893
OG0002158	Syam.g_00203	Pray.g_00891
OG0002295	Syam.g_01579, Syam.g_01578	Pray.g_01749
OG0002618	Syam.g_00442	Pray.g_00888
OG0002840	Syam.g_00537	Pray.g_01753
