Orthogroup	Syam	Prae
OG0001188	Syam.g_00070	Prae.g_01839
OG0001189	Syam.g_00054	Prae.g_01856
OG0001190	Syam.g_02313	Prae.g_01860
OG0001191	Syam.g_02324	Prae.g_01870
OG0001192	Syam.g_02330	Prae.g_01875
OG0001193	Syam.g_02355	Prae.g_01885
OG0001194	Syam.g_02357	Prae.g_01886
OG0001195	Syam.g_02358	Prae.g_01887
OG0001196	Syam.g_02429	Prae.g_01900
OG0001197	Syam.g_02431	Prae.g_01901
OG0001198	Syam.g_02443	Prae.g_01908
OG0001199	Syam.g_02068	Prae.g_00074
OG0001200	Syam.g_02070	Prae.g_00076
OG0001201	Syam.g_02122	Prae.g_00107
OG0001202	Syam.g_02255	Prae.g_00202
OG0001203	Syam.g_00511	Prae.g_00241
OG0001204	Syam.g_00282	Prae.g_00246
OG0001205	Syam.g_01852	Prae.g_00419
OG0001206	Syam.g_01680	Prae.g_00436
OG0001208	Syam.g_00585	Prae.g_00456
OG0001209	Syam.g_00654	Prae.g_00510
OG0001210	Syam.g_00663	Prae.g_00515
OG0001211	Syam.g_00678	Prae.g_00525
OG0001212	Syam.g_01717	Prae.g_00570
OG0001213	Syam.g_01479	Prae.g_00603
OG0001214	Syam.g_01466	Prae.g_00611
OG0001215	Syam.g_00808	Prae.g_00664
OG0001216	Syam.g_01245	Prae.g_00713
OG0001217	Syam.g_01403	Prae.g_00752
OG0001218	Syam.g_01662	Prae.g_00759
OG0001219	Syam.g_01080	Prae.g_00794
OG0001220	Syam.g_01754	Prae.g_00857
OG0001221	Syam.g_01334	Prae.g_00919
OG0001222	Syam.g_01111	Prae.g_00956
OG0001224	Syam.g_00770	Prae.g_01036
OG0001225	Syam.g_00772	Prae.g_01038
OG0001226	Syam.g_01425	Prae.g_01066
OG0001227	Syam.g_02340	Prae.g_01084
OG0001228	Syam.g_01858	Prae.g_01208
OG0001229	Syam.g_00796	Prae.g_01366
OG0001230	Syam.g_01603	Prae.g_01451
OG0001231	Syam.g_00017	Prae.g_01556
OG0001232	Syam.g_02022	Prae.g_01646
OG0001233	Syam.g_01895	Prae.g_01666
OG0001234	Syam.g_00306	Prae.g_01701
OG0001235	Syam.g_00313	Prae.g_01711
OG0001236	Syam.g_00146	Prae.g_01793
OG0001237	Syam.g_00141	Prae.g_01797
OG0001238	Syam.g_02326	Prae.g_01871
OG0001239	Syam.g_02065	Prae.g_00071
OG0001240	Syam.g_02105	Prae.g_00093
OG0001241	Syam.g_02115	Prae.g_00101
OG0001242	Syam.g_02145	Prae.g_00119
OG0001244	Syam.g_02188	Prae.g_00141
OG0001245	Syam.g_01057	Prae.g_00380
OG0001246	Syam.g_00611	Prae.g_00478
OG0001247	Syam.g_01253	Prae.g_00657
OG0001248	Syam.g_01256	Prae.g_00659
OG0001249	Syam.g_00436	Prae.g_00784
OG0001250	Syam.g_00731	Prae.g_00846
OG0001251	Syam.g_02365	Prae.g_00893
OG0001252	Syam.g_00763	Prae.g_01031
OG0001253	Syam.g_01021	Prae.g_01085
OG0001254	Syam.g_00916	Prae.g_01132
OG0001255	Syam.g_01056	Prae.g_01147
OG0001256	Syam.g_01976	Prae.g_01549
OG0001257	Syam.g_01683	Prae.g_01555
OG0001258	Syam.g_01986	Prae.g_01620
OG0001259	Syam.g_01893	Prae.g_01664
OG0001260	Syam.g_01912	Prae.g_01680
OG0001261	Syam.g_00360	Prae.g_01750
OG0001262	Syam.g_00056	Prae.g_01854
OG0001263	Syam.g_02159	Prae.g_00128
OG0001265	Syam.g_02143	Prae.g_00118
OG0001266	Syam.g_02259	Prae.g_00206
OG0001267	Syam.g_00230	Prae.g_00281
OG0001268	Syam.g_00463	Prae.g_00339
OG0001269	Syam.g_00956	Prae.g_00358
OG0001270	Syam.g_01871	Prae.g_00408
OG0001271	Syam.g_01671	Prae.g_00446
OG0001272	Syam.g_00589	Prae.g_00460
OG0001273	Syam.g_01472	Prae.g_00605
OG0001274	Syam.g_02285	Prae.g_00677
OG0001275	Syam.g_01174	Prae.g_00992
OG0001276	Syam.g_01190	Prae.g_01015
OG0001277	Syam.g_02415	Prae.g_01074
OG0001278	Syam.g_00862	Prae.g_01213
OG0001279	Syam.g_01590	Prae.g_01265
OG0001280	Syam.g_01827	Prae.g_01328
OG0001281	Syam.g_01837	Prae.g_01334
OG0001282	Syam.g_00574	Prae.g_01369
OG0001283	Syam.g_02424	Prae.g_01388
OG0001284	Syam.g_01960	Prae.g_01529
OG0001285	Syam.g_02380	Prae.g_01649
OG0001286	Syam.g_00376	Prae.g_01762
OG0001287	Syam.g_00113	Prae.g_01817
OG0001288	Syam.g_00102	Prae.g_01826
OG0001289	Syam.g_02089	Prae.g_00087
OG0001290	Syam.g_02114	Prae.g_00100
OG0001291	Syam.g_02170	Prae.g_00135
OG0001292	Syam.g_00276	Prae.g_00251
OG0001293	Syam.g_00256	Prae.g_00264
OG0001294	Syam.g_01365	Prae.g_00378
OG0001295	Syam.g_00665	Prae.g_00441
OG0001296	Syam.g_00617	Prae.g_00483
OG0001297	Syam.g_00621	Prae.g_00488
OG0001298	Syam.g_01738	Prae.g_00551
OG0001299	Syam.g_01371	Prae.g_00640
OG0001300	Syam.g_00800	Prae.g_00667
OG0001301	Syam.g_00786	Prae.g_00670
OG0001302	Syam.g_01437	Prae.g_00793
OG0001303	Syam.g_01082	Prae.g_00996
OG0001304	Syam.g_01204	Prae.g_01025
OG0001305	Syam.g_00780	Prae.g_01044
OG0001306	Syam.g_01811	Prae.g_01149
OG0001307	Syam.g_00945	Prae.g_01351
OG0001308	Syam.g_01623	Prae.g_01469
OG0001309	Syam.g_00628	Prae.g_01553
OG0001311	Syam.g_01192	Prae.g_01017
OG0001315	Syam.g_00394	Prae.g_00061
OG0001316	Syam.g_02176	Prae.g_00140
OG0001317	Syam.g_00505	Prae.g_00237
OG0001319	Syam.g_00241	Prae.g_00275
OG0001321	Syam.g_01846	Prae.g_00425
OG0001322	Syam.g_01845	Prae.g_00426
OG0001323	Syam.g_00631	Prae.g_00493
OG0001324	Syam.g_00799	Prae.g_00668
OG0001325	Syam.g_01241	Prae.g_00716
OG0001326	Syam.g_02370	Prae.g_00881
OG0001327	Syam.g_01359	Prae.g_01057
OG0001328	Syam.g_01340	Prae.g_01083
OG0001330	Syam.g_01819	Prae.g_01292
OG0001331	Syam.g_00569	Prae.g_01374
OG0001332	Syam.g_01919	Prae.g_01502
OG0001333	Syam.g_01889	Prae.g_01660
OG0001334	Syam.g_00405	Prae.g_01783
OG0001335	Syam.g_00406	Prae.g_01784
OG0001336	Syam.g_02425	Prae.g_01897
OG0001339	Syam.g_02117	Prae.g_00103
OG0001340	Syam.g_00425	Prae.g_00329
OG0001341	Syam.g_00795	Prae.g_00750
OG0001343	Syam.g_02361	Prae.g_00890
OG0001344	Syam.g_01790	Prae.g_01167
OG0001345	Syam.g_01764	Prae.g_01182
OG0001346	Syam.g_01831	Prae.g_01330
OG0001348	Syam.g_00750	Prae.g_01578
OG0001351	Syam.g_01695	Prae.g_00428
OG0001352	Syam.g_00644	Prae.g_00654
OG0001353	Syam.g_00742	Prae.g_00838
OG0001354	Syam.g_01145	Prae.g_00974
OG0001356	Syam.g_00751	Prae.g_01231
OG0001358	Syam.g_01495	Prae.g_00594
OG0001359	Syam.g_02360	Prae.g_00891
OG0001360	Syam.g_01762	Prae.g_01086
OG0001361	Syam.g_01767	Prae.g_01179
OG0001362	Syam.g_01628	Prae.g_01473
OG0001363	Syam.g_01630	Prae.g_01475
OG0001364	Syam.g_00158	Prae.g_01786
OG0001372	Syam.g_00450, Syam.g_00984	Prae.g_00758
OG0001373	Syam.g_02369	Prae.g_00880
OG0001374	Syam.g_02377	Prae.g_00888
OG0001375	Syam.g_02362	Prae.g_00889
OG0001376	Syam.g_02332	Prae.g_01050
OG0001377	Syam.g_02331	Prae.g_01051
OG0001378	Syam.g_01872	Prae.g_01095
OG0001379	Syam.g_01821	Prae.g_01323
OG0001380	Syam.g_01409	Prae.g_01356
OG0001381	Syam.g_00939	Prae.g_01362
OG0001382	Syam.g_01557	Prae.g_01570
OG0001385	Syam.g_02366	Prae.g_00877
OG0001386	Syam.g_02367	Prae.g_00878
OG0001387	Syam.g_02368	Prae.g_00879
OG0001388	Syam.g_02371	Prae.g_00882
OG0001389	Syam.g_02372	Prae.g_00883
OG0001390	Syam.g_02373	Prae.g_00884
OG0001391	Syam.g_02374	Prae.g_00885
OG0001392	Syam.g_02375	Prae.g_00886
OG0001393	Syam.g_02376	Prae.g_00887
OG0001395	Syam.g_01225	Prae.g_01027
OG0001397	Syam.g_01629	Prae.g_01474
OG0001398	Syam.g_01052	Prae.g_01583
OG0001401	Syam.g_00738, Syam.g_00737	Prae.g_00687
OG0001402	Syam.g_01490	Prae.g_00767
OG0001404	Syam.g_02061	Prae.g_00068
OG0001405	Syam.g_00408	Prae.g_00327
OG0001406	Syam.g_02333	Prae.g_01049
OG0001407	Syam.g_00645	Prae.g_01064
OG0001408	Syam.g_00848	Prae.g_01069
OG0001413	Syam.g_01430	Prae.g_01544
OG0001414	Syam.g_00940	Prae.g_00232
OG0001416	Syam.g_01834	Prae.g_00433
OG0001417	Syam.g_01144	Prae.g_00443
OG0001419	Syam.g_00646	Prae.g_01065
OG0001420	Syam.g_00642	Prae.g_01104
OG0001421	Syam.g_01019	Prae.g_01550
OG0001422	Syam.g_01822	Prae.g_01576
OG0001425	Syam.g_02329	Prae.g_01874
OG0001428	Syam.g_02220	Prae.g_00175
OG0001429	Syam.g_01083	Prae.g_00795
OG0001430	Syam.g_02305	Prae.g_01287
OG0001432	Syam.g_00822	Prae.g_01542
OG0001433	Syam.g_00752	Prae.g_01232
OG0001438	Syam.g_00215	Prae.g_00294
OG0001439	Syam.g_00190	Prae.g_00308
OG0001441	Syam.g_00633	Prae.g_00495
OG0001442	Syam.g_01306	Prae.g_00741
OG0001447	Syam.g_02152	Prae.g_00126
OG0001448	Syam.g_02342	Prae.g_00366
OG0001449	Syam.g_00285	Prae.g_00394
OG0001452	Syam.g_00268	Prae.g_00895
OG0001453	Syam.g_01166	Prae.g_00986
OG0001454	Syam.g_01426	Prae.g_01079
OG0001456	Syam.g_02387	Prae.g_01140
OG0001457	Syam.g_02388	Prae.g_01141
OG0001458	Syam.g_02389	Prae.g_01142
OG0001459	Syam.g_00949	Prae.g_01277
OG0001460	Syam.g_00753	Prae.g_01233
OG0001461	Syam.g_00928	Prae.g_01228
OG0001462	Syam.g_00041	Prae.g_00034
OG0001465	Syam.g_01250	Prae.g_00676
OG0001467	Syam.g_01438	Prae.g_00785
OG0001468	Syam.g_01435	Prae.g_01054
OG0001471	Syam.g_00195	Prae.g_01545
OG0001472	Syam.g_00833	Prae.g_01552
OG0001473	Syam.g_01440	Prae.g_01834
OG0001474	Syam.g_00464	Prae.g_00340
OG0001480	Syam.g_01755	Prae.g_00368
OG0001482	Syam.g_01154	Prae.g_00431
OG0001484	Syam.g_02378	Prae.g_01299
OG0001492	Syam.g_00865	Prae.g_01210
OG0001493	Syam.g_00857	Prae.g_01218
OG0001495	Syam.g_00318	Prae.g_01708
OG0001499	Syam.g_02154, Syam.g_01397	Prae.g_00060
OG0001502	Syam.g_00705	Prae.g_00776
OG0001504	Syam.g_00948	Prae.g_01278
OG0001520	Syam.g_01752	Prae.g_00389
OG0001526	Syam.g_02183	Prae.g_01684, Prae.g_01425
OG0001546	Syam.g_00636	Prae.g_00498
OG0001547	Syam.g_01059	Prae.g_00778
OG0001548	Syam.g_01420	Prae.g_00782
OG0001549	Syam.g_01761	Prae.g_00864
OG0001551	Syam.g_00755	Prae.g_01139
OG0001554	Syam.g_02311	Prae.g_01551
OG0001556	Syam.g_00903	Prae.g_01237
OG0001558	Syam.g_00019	Prae.g_00690
OG0001567	Syam.g_01058	Prae.g_00777
OG0001568	Syam.g_01061	Prae.g_00779
OG0001582	Syam.g_01128	Prae.g_00442
OG0001585	Syam.g_01008	Prae.g_01269
OG0001602	Syam.g_01251	Prae.g_00675
OG0001625	Syam.g_00262	Prae.g_00261
OG0001627	Syam.g_01921	Prae.g_00756
OG0001633	Syam.g_01586	Prae.g_01365
OG0001652	Syam.g_00018	Prae.g_00688
OG0001667	Syam.g_00840	Prae.g_01295
OG0001700	Syam.g_01388	Prae.g_01234
OG0001718	Syam.g_01501	Prae.g_00362
OG0001991	Syam.g_01389	Prae.g_01254
OG0001995	Syam.g_00818	Prae.g_01259
OG0002488	Syam.g_00157	Prae.g_01435
