Orthogroup	Syaf	Prak
OG0001131	Syaf.g_02090	Prak.g_00383
OG0001132	Syaf.g_01722	Prak.g_00712
OG0001133	Syaf.g_02334	Prak.g_01328
OG0001134	Syaf.g_01616	Prak.g_01550
OG0001136	Syaf.g_01286	Prak.g_01175
OG0001137	Syaf.g_01306	Prak.g_01163
OG0001138	Syaf.g_01596	Prak.g_01142
OG0001139	Syaf.g_01594	Prak.g_01140
OG0001140	Syaf.g_01593	Prak.g_01139
OG0001141	Syaf.g_01592	Prak.g_01138
OG0001142	Syaf.g_01591	Prak.g_01137
OG0001143	Syaf.g_01583	Prak.g_01130
OG0001144	Syaf.g_01573	Prak.g_01125
OG0001145	Syaf.g_01267	Prak.g_01269
OG0001146	Syaf.g_01248	Prak.g_01281
OG0001147	Syaf.g_02489	Prak.g_01301
OG0001148	Syaf.g_02735	Prak.g_01331
OG0001149	Syaf.g_02736	Prak.g_01332
OG0001150	Syaf.g_02737	Prak.g_01333
OG0001151	Syaf.g_02750	Prak.g_01344
OG0001152	Syaf.g_02751	Prak.g_01345
OG0001153	Syaf.g_02463	Prak.g_01423
OG0001154	Syaf.g_02464	Prak.g_01424
OG0001155	Syaf.g_01107	Prak.g_01441
OG0001156	Syaf.g_01104	Prak.g_01444
OG0001157	Syaf.g_01103	Prak.g_01445
OG0001158	Syaf.g_01102	Prak.g_01446
OG0001159	Syaf.g_01101	Prak.g_01447
OG0001160	Syaf.g_01058	Prak.g_01473
OG0001161	Syaf.g_00617	Prak.g_01588
OG0001162	Syaf.g_02015	Prak.g_01526
OG0001163	Syaf.g_01050	Prak.g_01636
OG0001164	Syaf.g_01044	Prak.g_01640
OG0001165	Syaf.g_01039	Prak.g_01643
OG0001166	Syaf.g_01010	Prak.g_01664
OG0001167	Syaf.g_01182	Prak.g_01681
OG0001168	Syaf.g_01180	Prak.g_01683
OG0001169	Syaf.g_01178	Prak.g_01685
OG0001170	Syaf.g_01176	Prak.g_01687
OG0001171	Syaf.g_01166	Prak.g_01697
OG0001172	Syaf.g_00173	Prak.g_01713
OG0001173	Syaf.g_00172	Prak.g_01714
OG0001174	Syaf.g_00164	Prak.g_01722
OG0001175	Syaf.g_00163	Prak.g_01723
OG0001176	Syaf.g_00142	Prak.g_01731
OG0001177	Syaf.g_00144	Prak.g_01733
OG0001178	Syaf.g_01028	Prak.g_01650
OG0001179	Syaf.g_00112	Prak.g_01763
OG0001180	Syaf.g_00087	Prak.g_01786
OG0001181	Syaf.g_00083	Prak.g_01790
OG0001182	Syaf.g_00074	Prak.g_01798
OG0001184	Syaf.g_00360	Prak.g_01821
OG0001185	Syaf.g_00382	Prak.g_01837
OG0001186	Syaf.g_00418	Prak.g_01861
OG0001187	Syaf.g_00422	Prak.g_01864
OG0001188	Syaf.g_00425	Prak.g_01866
OG0001189	Syaf.g_00441	Prak.g_01883
OG0001190	Syaf.g_00646	Prak.g_01888
OG0001191	Syaf.g_00635	Prak.g_01898
OG0001192	Syaf.g_00630	Prak.g_01903
OG0001193	Syaf.g_00596	Prak.g_01915
OG0001194	Syaf.g_00594	Prak.g_01916
OG0001195	Syaf.g_00593	Prak.g_01917
OG0001196	Syaf.g_00519	Prak.g_01933
OG0001197	Syaf.g_00517	Prak.g_01935
OG0001198	Syaf.g_00501	Prak.g_01942
OG0001199	Syaf.g_00957	Prak.g_00079
OG0001200	Syaf.g_00955	Prak.g_00081
OG0001201	Syaf.g_00902	Prak.g_00114
OG0001202	Syaf.g_00764	Prak.g_00212
OG0001203	Syaf.g_02785	Prak.g_00254
OG0001204	Syaf.g_00185	Prak.g_00260
OG0001205	Syaf.g_01229	Prak.g_00407
OG0001206	Syaf.g_02530	Prak.g_00427
OG0001207	Syaf.g_02732	Prak.g_00438
OG0001208	Syaf.g_02719	Prak.g_00443
OG0001209	Syaf.g_02651	Prak.g_00494
OG0001210	Syaf.g_02642	Prak.g_00499
OG0001211	Syaf.g_02623	Prak.g_00510
OG0001212	Syaf.g_02563	Prak.g_00557
OG0001213	Syaf.g_02324	Prak.g_00592
OG0001214	Syaf.g_02308	Prak.g_01106
OG0001215	Syaf.g_01477	Prak.g_00818
OG0001216	Syaf.g_01980	Prak.g_00839
OG0001217	Syaf.g_02237	Prak.g_00728
OG0001218	Syaf.g_02473	Prak.g_01235
OG0001219	Syaf.g_01796	Prak.g_00944
OG0001220	Syaf.g_01335	Prak.g_00901
OG0001221	Syaf.g_02087	Prak.g_00781
OG0001222	Syaf.g_01848	Prak.g_01023
OG0001223	Syaf.g_01902	Prak.g_00991
OG0001224	Syaf.g_01438	Prak.g_00924
OG0001225	Syaf.g_01440	Prak.g_00922
OG0001226	Syaf.g_02262	Prak.g_00600
OG0001227	Syaf.g_00614	Prak.g_01220
OG0001228	Syaf.g_01223	Prak.g_01122
OG0001229	Syaf.g_01464	Prak.g_01234
OG0001230	Syaf.g_02404	Prak.g_01384
OG0001231	Syaf.g_00481	Prak.g_00384
OG0001232	Syaf.g_01000	Prak.g_01668
OG0001234	Syaf.g_00159	Prak.g_01725
OG0001235	Syaf.g_00150	Prak.g_01729
OG0001236	Syaf.g_00357	Prak.g_01818
OG0001237	Syaf.g_00362	Prak.g_01822
OG0001238	Syaf.g_00634	Prak.g_01899
OG0001239	Syaf.g_00960	Prak.g_00076
OG0001240	Syaf.g_00919	Prak.g_00097
OG0001241	Syaf.g_00909	Prak.g_00107
OG0001242	Syaf.g_00874	Prak.g_00127
OG0001243	Syaf.g_00867	Prak.g_00134
OG0001244	Syaf.g_00836	Prak.g_00149
OG0001247	Syaf.g_02004	Prak.g_00811
OG0001248	Syaf.g_02012	Prak.g_00813
OG0001250	Syaf.g_01377	Prak.g_00888
OG0001251	Syaf.g_00588	Prak.g_00749
OG0001252	Syaf.g_01412	Prak.g_00929
OG0001254	Syaf.g_01617	Prak.g_01552
OG0001255	Syaf.g_01070	Prak.g_01190
OG0001256	Syaf.g_01051	Prak.g_01480
OG0001258	Syaf.g_01041	Prak.g_01641
OG0001259	Syaf.g_01177	Prak.g_01686
OG0001260	Syaf.g_01155	Prak.g_01703
OG0001261	Syaf.g_00103	Prak.g_01771
OG0001262	Syaf.g_00439	Prak.g_01881
OG0001263	Syaf.g_00864	Prak.g_00136
OG0001265	Syaf.g_00876	Prak.g_00126
OG0001266	Syaf.g_00760	Prak.g_00216
OG0001267	Syaf.g_00244	Prak.g_00298
OG0001268	Syaf.g_00017	Prak.g_00361
OG0001269	Syaf.g_01653	Prak.g_00900
OG0001270	Syaf.g_01210	Prak.g_00396
OG0001271	Syaf.g_02501	Prak.g_00433
OG0001272	Syaf.g_02715	Prak.g_00447
OG0001273	Syaf.g_02315	Prak.g_01112
OG0001274	Syaf.g_00707	Prak.g_00240
OG0001275	Syaf.g_01917	Prak.g_01001
OG0001276	Syaf.g_01933	Prak.g_01015
OG0001277	Syaf.g_00533	Prak.g_01921
OG0001278	Syaf.g_01562	Prak.g_01118
OG0001279	Syaf.g_02385	Prak.g_00668
OG0001280	Syaf.g_01257	Prak.g_01276
OG0001281	Syaf.g_01247	Prak.g_01282
OG0001282	Syaf.g_02734	Prak.g_01330
OG0001283	Syaf.g_02414, Syaf.g_00524	Prak.g_01930
OG0001284	Syaf.g_01073	Prak.g_01466
OG0001285	Syaf.g_00568	Prak.g_01671
OG0001286	Syaf.g_00089	Prak.g_01784
OG0001287	Syaf.g_00390	Prak.g_01844
OG0001288	Syaf.g_00408	Prak.g_01854
OG0001289	Syaf.g_00935	Prak.g_00091
OG0001290	Syaf.g_00910	Prak.g_00106
OG0001291	Syaf.g_00853	Prak.g_00144
OG0001292	Syaf.g_00191	Prak.g_00265
OG0001293	Syaf.g_00217	Prak.g_00278
OG0001295	Syaf.g_02637	Prak.g_01514
OG0001296	Syaf.g_02687	Prak.g_00470
OG0001297	Syaf.g_02683	Prak.g_00475
OG0001298	Syaf.g_02584	Prak.g_00537
OG0001299	Syaf.g_02130	Prak.g_01075
OG0001300	Syaf.g_01468	Prak.g_00822
OG0001301	Syaf.g_01454	Prak.g_00827
OG0001302	Syaf.g_02279	Prak.g_00940
OG0001303	Syaf.g_01798	Prak.g_01607
OG0001304	Syaf.g_01950	Prak.g_01028
OG0001305	Syaf.g_01448	Prak.g_00916
OG0001306	Syaf.g_01272	Prak.g_01187
OG0001307	Syaf.g_01638	Prak.g_01304
OG0001308	Syaf.g_02427	Prak.g_01401
OG0001309	Syaf.g_02678	Prak.g_01508
OG0001310	Syaf.g_01018	Prak.g_01658
OG0001311	Syaf.g_01935	Prak.g_01017
OG0001312	Syaf.g_01809	Prak.g_00953
OG0001314	Syaf.g_01531, Syaf.g_01991, Syaf.g_02275	Prak.g_00635
OG0001315	Syaf.g_00071	Prak.g_01225
OG0001316	Syaf.g_00847	Prak.g_00148
OG0001317	Syaf.g_02790	Prak.g_00250
OG0001318	Syaf.g_00209	Prak.g_00274
OG0001319	Syaf.g_00232	Prak.g_00291
OG0001321	Syaf.g_01238	Prak.g_00413
OG0001322	Syaf.g_01239	Prak.g_00414
OG0001323	Syaf.g_02675	Prak.g_00480
OG0001324	Syaf.g_01467	Prak.g_00823
OG0001325	Syaf.g_01976	Prak.g_01058
OG0001327	Syaf.g_02116	Prak.g_00758
OG0001328	Syaf.g_02094	Prak.g_01258
OG0001329	Syaf.g_02285	Prak.g_01604
OG0001330	Syaf.g_01264	Prak.g_01497
OG0001331	Syaf.g_02739	Prak.g_01335
OG0001333	Syaf.g_01181	Prak.g_01682
OG0001334	Syaf.g_00060	Prak.g_01806
OG0001335	Syaf.g_00059	Prak.g_01807
OG0001337	Syaf.g_00063, Syaf.g_00040	Prak.g_00348
OG0001338	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036	Prak.g_00351
OG0001339	Syaf.g_00907	Prak.g_00109
OG0001340	Syaf.g_00039	Prak.g_00349
OG0001341	Syaf.g_01463	Prak.g_01227
OG0001343	Syaf.g_00590	Prak.g_00746
OG0001344	Syaf.g_01294	Prak.g_01168
OG0001345	Syaf.g_01323	Prak.g_01152
OG0001346	Syaf.g_01253	Prak.g_01278
OG0001348	Syaf.g_01396	Prak.g_01512
OG0001349	Syaf.g_00995	Prak.g_01353
OG0001350	Syaf.g_02786	Prak.g_00253
OG0001351	Syaf.g_02539	Prak.g_00419
OG0001352	Syaf.g_02661	Prak.g_00807
OG0001353	Syaf.g_01388	Prak.g_00878
OG0001354	Syaf.g_01888	Prak.g_00983
OG0001356	Syaf.g_01397	Prak.g_01633
OG0001357	Syaf.g_01769, Syaf.g_01068, Syaf.g_01131, Syaf.g_01827	Prak.g_01251
OG0001359	Syaf.g_00591	Prak.g_00747
OG0001362	Syaf.g_02432	Prak.g_01405
OG0001363	Syaf.g_02434	Prak.g_01407
OG0001364	Syaf.g_00338	Prak.g_01809
OG0001368	Syaf.g_00184	Prak.g_01252, Prak.g_00699, Prak.g_00633
OG0001371	Syaf.g_00397	Prak.g_00806
OG0001372	Syaf.g_01682	Prak.g_00601
OG0001375	Syaf.g_00589	Prak.g_00745
OG0001379	Syaf.g_01262	Prak.g_01271
OG0001380	Syaf.g_02247	Prak.g_01237
OG0001394	Syaf.g_02081	Prak.g_00785
OG0001397	Syaf.g_02433	Prak.g_01406
OG0001398	Syaf.g_01758	Prak.g_01537
OG0001401	Syaf.g_01383	Prak.g_00883
OG0001402	Syaf.g_02336	Prak.g_00586
OG0001404	Syaf.g_00964	Prak.g_00073
OG0001407	Syaf.g_02660	Prak.g_01244
OG0001410	Syaf.g_01639	Prak.g_01303
OG0001411	Syaf.g_00310	Prak.g_00066
OG0001419	Syaf.g_02659	Prak.g_01243
OG0001421	Syaf.g_01721	Prak.g_01481
OG0001425	Syaf.g_00631	Prak.g_01902
OG0001428	Syaf.g_00804	Prak.g_00184
OG0001433	Syaf.g_01398	Prak.g_01632
OG0001435	Syaf.g_02107	Prak.g_00766
OG0001443	Syaf.g_00621	Prak.g_01233
OG0001448	Syaf.g_00612	Prak.g_00417
OG0001451	Syaf.g_02183	Prak.g_00912
OG0001460	Syaf.g_01399	Prak.g_01631
OG0001461	Syaf.g_01633	Prak.g_00057
OG0001465	Syaf.g_02000	Prak.g_00834
OG0001467	Syaf.g_02280	Prak.g_01324
OG0001468	Syaf.g_02278	Prak.g_00737
OG0001476	Syaf.g_01302	Prak.g_01165
OG0001477	Syaf.g_01457	Prak.g_00691
OG0001484	Syaf.g_00570	Prak.g_01496
OG0001487	Syaf.g_02472	Prak.g_01431
OG0001488	Syaf.g_01311	Prak.g_01159
OG0001489	Syaf.g_00078	Prak.g_01795
OG0001496	Syaf.g_01459	Prak.g_00689
OG0001497	Syaf.g_01458	Prak.g_00690
OG0001498	Syaf.g_02806	Prak.g_00380
OG0001510	Syaf.g_00394	Prak.g_01848
OG0001511	Syaf.g_00894	Prak.g_00118
OG0001512	Syaf.g_02784	Prak.g_01229
OG0001514	Syaf.g_01460	Prak.g_00688
OG0001515	Syaf.g_01472	Prak.g_00820
OG0001516	Syaf.g_02133	Prak.g_01078
OG0001517	Syaf.g_00022	Prak.g_00357
OG0001518	Syaf.g_00632	Prak.g_01901
OG0001519	Syaf.g_00619	Prak.g_01906
OG0001522	Syaf.g_01387	Prak.g_00879
OG0001527	Syaf.g_02609	Prak.g_00523
OG0001529	Syaf.g_00448	Prak.g_00041
OG0001530	Syaf.g_00896	Prak.g_00117
OG0001531	Syaf.g_02783	Prak.g_00255
OG0001532	Syaf.g_01595	Prak.g_01141
OG0001534	Syaf.g_01951	Prak.g_01029
OG0001535	Syaf.g_01931	Prak.g_01013
OG0001536	Syaf.g_01856	Prak.g_00969
OG0001537	Syaf.g_02086	Prak.g_00782
OG0001538	Syaf.g_02044	Prak.g_00850
OG0001539	Syaf.g_02111	Prak.g_00760
OG0001540	Syaf.g_00862	Prak.g_00138
OG0001541	Syaf.g_00795	Prak.g_00192
OG0001542	Syaf.g_00785	Prak.g_00198
OG0001543	Syaf.g_00726	Prak.g_01263
OG0001544	Syaf.g_00620	Prak.g_01905
OG0001545	Syaf.g_00534	Prak.g_01920
OG0001549	Syaf.g_01326	Prak.g_00910
OG0001552	Syaf.g_02761, Syaf.g_02762	Prak.g_01484
OG0001557	Syaf.g_02080	Prak.g_00786
OG0001559	Syaf.g_00897	Prak.g_00116
OG0001560	Syaf.g_00911	Prak.g_00105
OG0001561	Syaf.g_01937	Prak.g_01019
OG0001562	Syaf.g_01923	Prak.g_01006
OG0001563	Syaf.g_00094	Prak.g_01779
OG0001564	Syaf.g_00565	Prak.g_00060
OG0001574	Syaf.g_02611	Prak.g_00521
OG0001575	Syaf.g_02606	Prak.g_00526
OG0001576	Syaf.g_02545	Prak.g_01291
OG0001577	Syaf.g_01284	Prak.g_01177
OG0001579	Syaf.g_00047	Prak.g_00346
OG0001580	Syaf.g_00662	Prak.g_00048
OG0001588	Syaf.g_00343	Prak.g_00387
OG0001589	Syaf.g_01173	Prak.g_01690
OG0001591	Syaf.g_02122	Prak.g_00799
OG0001592	Syaf.g_00661	Prak.g_00047
OG0001614	Syaf.g_00380	Prak.g_01836
OG0001616	Syaf.g_01610	Prak.g_01149
OG0001617	Syaf.g_01465	Prak.g_00824
OG0001619	Syaf.g_01845	Prak.g_00962
OG0001620	Syaf.g_00010	Prak.g_00365
OG0001621	Syaf.g_00205	Prak.g_00270
OG0001622	Syaf.g_00525	Prak.g_01929
OG0001636	Syaf.g_00456	Prak.g_00035
OG0001638	Syaf.g_01021	Prak.g_01656
OG0001639	Syaf.g_01108	Prak.g_01440
OG0001640	Syaf.g_01408	Prak.g_00932
OG0001641	Syaf.g_01907	Prak.g_00994
OG0001642	Syaf.g_01336	Prak.g_00899
OG0001643	Syaf.g_02305	Prak.g_01103
OG0001644	Syaf.g_01962	Prak.g_01048
OG0001654	Syaf.g_01110	Prak.g_01438
OG0001656	Syaf.g_00052	Prak.g_00345
OG0001657	Syaf.g_00822	Prak.g_00167
OG0001658	Syaf.g_00647	Prak.g_00043
OG0001659	Syaf.g_01602	Prak.g_01517
OG0001676	Syaf.g_00053	Prak.g_00347
OG0001678	Syaf.g_00174	Prak.g_01712
OG0001679	Syaf.g_02602, Syaf.g_02601	Prak.g_00352
OG0001691	Syaf.g_02349	Prak.g_00934
OG0001693	Syaf.g_01443	Prak.g_01589
OG0001717	Syaf.g_00809	Prak.g_00684
OG0001733	Syaf.g_02119	Prak.g_01629
OG0001747	Syaf.g_00841	Prak.g_00388
OG0001758	Syaf.g_01645	Prak.g_01623
OG0001769	Syaf.g_02291	Prak.g_01224
OG0001770	Syaf.g_01631	Prak.g_01560
OG0001771	Syaf.g_01656	Prak.g_01572
OG0001807	Syaf.g_00334	Prak.g_00059
OG0001842	Syaf.g_01115	Prak.g_00714
OG0001875	Syaf.g_01646	Prak.g_01622
OG0001876	Syaf.g_01647	Prak.g_01621
OG0001916	Syaf.g_02704	Prak.g_00457
OG0001917	Syaf.g_01932	Prak.g_01014
OG0001930	Syaf.g_01114	Prak.g_00715
OG0001931	Syaf.g_01113	Prak.g_00716
OG0001965	Syaf.g_02281	Prak.g_01579
OG0001996	Syaf.g_00464	Prak.g_00029
OG0002106	Syaf.g_02774	Prak.g_01249
OG0002109	Syaf.g_01983	Prak.g_00725
OG0002177	Syaf.g_02240	Prak.g_00597
OG0002456	Syaf.g_01687	Prak.g_01812
