Orthogroup	Syaf	Prbd
OG0001092	Syaf.g_01977	Prbd.g_00011
OG0001093	Syaf.g_01971	Prbd.g_00016
OG0001094	Syaf.g_02055	Prbd.g_00096
OG0001095	Syaf.g_02034	Prbd.g_00115
OG0001096	Syaf.g_02018	Prbd.g_00128
OG0001097	Syaf.g_01373	Prbd.g_00147
OG0001098	Syaf.g_01743	Prbd.g_00162
OG0001099	Syaf.g_00881	Prbd.g_00194
OG0001100	Syaf.g_02110	Prbd.g_00198
OG0001101	Syaf.g_02109	Prbd.g_00200
OG0001102	Syaf.g_02106	Prbd.g_00203
OG0001103	Syaf.g_02104	Prbd.g_00205
OG0001104	Syaf.g_02071	Prbd.g_00227
OG0001105	Syaf.g_02067	Prbd.g_00231
OG0001106	Syaf.g_01847	Prbd.g_00255
OG0001107	Syaf.g_01859	Prbd.g_00262
OG0001108	Syaf.g_01868	Prbd.g_00266
OG0001109	Syaf.g_01877	Prbd.g_00267
OG0001110	Syaf.g_01879	Prbd.g_00269
OG0001111	Syaf.g_01881	Prbd.g_00270
OG0001112	Syaf.g_01883	Prbd.g_00271
OG0001113	Syaf.g_01884	Prbd.g_00272
OG0001114	Syaf.g_01885	Prbd.g_00273
OG0001115	Syaf.g_01889	Prbd.g_00275
OG0001116	Syaf.g_01891	Prbd.g_00276
OG0001117	Syaf.g_01892	Prbd.g_00277
OG0001118	Syaf.g_01893	Prbd.g_00278
OG0001119	Syaf.g_01895	Prbd.g_00279
OG0001120	Syaf.g_01899	Prbd.g_00281
OG0001122	Syaf.g_01927	Prbd.g_00312
OG0001123	Syaf.g_01934	Prbd.g_00316
OG0001124	Syaf.g_01936	Prbd.g_00318
OG0001125	Syaf.g_01938	Prbd.g_00319
OG0001126	Syaf.g_01409	Prbd.g_00329
OG0001127	Syaf.g_01410	Prbd.g_00330
OG0001128	Syaf.g_01413	Prbd.g_00332
OG0001129	Syaf.g_01415	Prbd.g_00333
OG0001130	Syaf.g_01416	Prbd.g_00334
OG0001131	Syaf.g_02090	Prbd.g_00370
OG0001132	Syaf.g_01722	Prbd.g_00380
OG0001133	Syaf.g_02334	Prbd.g_00414
OG0001134	Syaf.g_01616	Prbd.g_00427
OG0001136	Syaf.g_01286	Prbd.g_00465
OG0001137	Syaf.g_01306	Prbd.g_00476
OG0001138	Syaf.g_01596	Prbd.g_00494
OG0001139	Syaf.g_01594	Prbd.g_00495
OG0001140	Syaf.g_01593	Prbd.g_00496
OG0001141	Syaf.g_01592	Prbd.g_00497
OG0001142	Syaf.g_01591	Prbd.g_00498
OG0001143	Syaf.g_01583	Prbd.g_00505
OG0001144	Syaf.g_01573	Prbd.g_00510
OG0001145	Syaf.g_01267	Prbd.g_01809
OG0001146	Syaf.g_01248	Prbd.g_01797
OG0001147	Syaf.g_02489	Prbd.g_01778
OG0001148	Syaf.g_02735	Prbd.g_01762
OG0001149	Syaf.g_02736	Prbd.g_01761
OG0001150	Syaf.g_02737	Prbd.g_01760
OG0001151	Syaf.g_02750	Prbd.g_01749
OG0001152	Syaf.g_02751	Prbd.g_01748
OG0001153	Syaf.g_02463	Prbd.g_01657
OG0001154	Syaf.g_02464	Prbd.g_01656
OG0001155	Syaf.g_01107	Prbd.g_01644
OG0001156	Syaf.g_01104	Prbd.g_01641
OG0001157	Syaf.g_01103	Prbd.g_01640
OG0001158	Syaf.g_01102	Prbd.g_01639
OG0001159	Syaf.g_01101	Prbd.g_01638
OG0001160	Syaf.g_01058	Prbd.g_01613
OG0001161	Syaf.g_00617	Prbd.g_01600
OG0001162	Syaf.g_02015	Prbd.g_01589
OG0001163	Syaf.g_01050	Prbd.g_01533
OG0001164	Syaf.g_01044	Prbd.g_01529
OG0001165	Syaf.g_01039	Prbd.g_01526
OG0001166	Syaf.g_01010	Prbd.g_01506
OG0001167	Syaf.g_01182	Prbd.g_01489
OG0001168	Syaf.g_01180	Prbd.g_01487
OG0001169	Syaf.g_01178	Prbd.g_01485
OG0001170	Syaf.g_01176	Prbd.g_01483
OG0001171	Syaf.g_01166	Prbd.g_01473
OG0001172	Syaf.g_00173	Prbd.g_01460
OG0001173	Syaf.g_00172	Prbd.g_01459
OG0001174	Syaf.g_00164	Prbd.g_01451
OG0001175	Syaf.g_00163	Prbd.g_01450
OG0001176	Syaf.g_00142	Prbd.g_01443
OG0001177	Syaf.g_00144	Prbd.g_01440
OG0001178	Syaf.g_01028	Prbd.g_01435
OG0001179	Syaf.g_00112	Prbd.g_01407
OG0001180	Syaf.g_00087	Prbd.g_01385
OG0001181	Syaf.g_00083	Prbd.g_01381
OG0001182	Syaf.g_00074	Prbd.g_01374
OG0001184	Syaf.g_00360	Prbd.g_01354
OG0001185	Syaf.g_00382	Prbd.g_01340
OG0001186	Syaf.g_00418	Prbd.g_01316
OG0001187	Syaf.g_00422	Prbd.g_01311
OG0001188	Syaf.g_00425	Prbd.g_01309
OG0001189	Syaf.g_00441	Prbd.g_01292
OG0001190	Syaf.g_00646	Prbd.g_01288
OG0001191	Syaf.g_00635	Prbd.g_01278
OG0001192	Syaf.g_00630	Prbd.g_01274
OG0001193	Syaf.g_00596	Prbd.g_01264
OG0001194	Syaf.g_00594	Prbd.g_01263
OG0001195	Syaf.g_00593	Prbd.g_01262
OG0001196	Syaf.g_00519	Prbd.g_01249
OG0001197	Syaf.g_00517	Prbd.g_01248
OG0001198	Syaf.g_00501	Prbd.g_01240
OG0001199	Syaf.g_00957	Prbd.g_01170
OG0001200	Syaf.g_00955	Prbd.g_01168
OG0001201	Syaf.g_00902	Prbd.g_01136
OG0001202	Syaf.g_00764	Prbd.g_01041
OG0001203	Syaf.g_02785	Prbd.g_01001
OG0001204	Syaf.g_00185	Prbd.g_00996
OG0001205	Syaf.g_01229	Prbd.g_00797
OG0001206	Syaf.g_02530	Prbd.g_00780
OG0001207	Syaf.g_02732	Prbd.g_00765
OG0001208	Syaf.g_02719	Prbd.g_00760
OG0001209	Syaf.g_02651	Prbd.g_00707
OG0001210	Syaf.g_02642	Prbd.g_00702
OG0001211	Syaf.g_02623	Prbd.g_00692
OG0001212	Syaf.g_02563	Prbd.g_00648
OG0001213	Syaf.g_02324	Prbd.g_00615
OG0001214	Syaf.g_02308	Prbd.g_00607
OG0001215	Syaf.g_01477	Prbd.g_00554
OG0001216	Syaf.g_01980	Prbd.g_00009
OG0001217	Syaf.g_02237	Prbd.g_00049
OG0001218	Syaf.g_02473	Prbd.g_00056
OG0001219	Syaf.g_01796	Prbd.g_00091
OG0001220	Syaf.g_01335	Prbd.g_00154
OG0001221	Syaf.g_02087	Prbd.g_00217
OG0001222	Syaf.g_01848	Prbd.g_00256
OG0001223	Syaf.g_01902	Prbd.g_00282
OG0001224	Syaf.g_01438	Prbd.g_00336
OG0001225	Syaf.g_01440	Prbd.g_00338
OG0001226	Syaf.g_02262	Prbd.g_00364
OG0001227	Syaf.g_00614	Prbd.g_00383
OG0001228	Syaf.g_01223	Prbd.g_00513
OG0001229	Syaf.g_01464	Prbd.g_01766
OG0001230	Syaf.g_02404	Prbd.g_01697
OG0001231	Syaf.g_00481	Prbd.g_01591
OG0001232	Syaf.g_01000	Prbd.g_01502
OG0001234	Syaf.g_00159	Prbd.g_01448
OG0001235	Syaf.g_00150	Prbd.g_01438
OG0001236	Syaf.g_00357	Prbd.g_01357
OG0001237	Syaf.g_00362	Prbd.g_01353
OG0001238	Syaf.g_00634	Prbd.g_01277
OG0001239	Syaf.g_00960	Prbd.g_01173
OG0001240	Syaf.g_00919	Prbd.g_01151
OG0001241	Syaf.g_00909	Prbd.g_01143
OG0001242	Syaf.g_00874	Prbd.g_01124
OG0001243	Syaf.g_00867	Prbd.g_01118
OG0001244	Syaf.g_00836	Prbd.g_01101
OG0001246	Syaf.g_02693	Prbd.g_00738
OG0001247	Syaf.g_02004	Prbd.g_00561
OG0001248	Syaf.g_02012	Prbd.g_00559
OG0001250	Syaf.g_01377	Prbd.g_00143
OG0001251	Syaf.g_00588	Prbd.g_00191
OG0001252	Syaf.g_01412	Prbd.g_00331
OG0001254	Syaf.g_01617	Prbd.g_00429
OG0001255	Syaf.g_01070	Prbd.g_00452
OG0001256	Syaf.g_01051	Prbd.g_01598
OG0001257	Syaf.g_02534	Prbd.g_01592
OG0001258	Syaf.g_01041	Prbd.g_01528
OG0001259	Syaf.g_01177	Prbd.g_01484
OG0001260	Syaf.g_01155	Prbd.g_01467
OG0001261	Syaf.g_00103	Prbd.g_01399
OG0001262	Syaf.g_00439	Prbd.g_01294
OG0001263	Syaf.g_00864	Prbd.g_01115
OG0001265	Syaf.g_00876	Prbd.g_01125
OG0001266	Syaf.g_00760	Prbd.g_01037
OG0001267	Syaf.g_00244	Prbd.g_00959
OG0001268	Syaf.g_00017	Prbd.g_00900
OG0001269	Syaf.g_01653	Prbd.g_00880
OG0001270	Syaf.g_01210	Prbd.g_00808
OG0001271	Syaf.g_02501	Prbd.g_00770
OG0001272	Syaf.g_02715	Prbd.g_00756
OG0001273	Syaf.g_02315	Prbd.g_00613
OG0001274	Syaf.g_00707	Prbd.g_00541
OG0001275	Syaf.g_01917	Prbd.g_00292
OG0001276	Syaf.g_01933	Prbd.g_00315
OG0001277	Syaf.g_00533	Prbd.g_00372
OG0001278	Syaf.g_01562	Prbd.g_00518
OG0001279	Syaf.g_02385	Prbd.g_01893
OG0001280	Syaf.g_01257	Prbd.g_01802
OG0001281	Syaf.g_01247	Prbd.g_01796
OG0001282	Syaf.g_02734	Prbd.g_01763
OG0001283	Syaf.g_02414, Syaf.g_00524	Prbd.g_01744
OG0001284	Syaf.g_01073	Prbd.g_01618, Prbd.g_01619
OG0001285	Syaf.g_00568	Prbd.g_01499
OG0001286	Syaf.g_00089	Prbd.g_01387
OG0001287	Syaf.g_00390	Prbd.g_01333
OG0001288	Syaf.g_00408	Prbd.g_01324
OG0001289	Syaf.g_00935	Prbd.g_01157
OG0001290	Syaf.g_00910	Prbd.g_01144
OG0001291	Syaf.g_00853	Prbd.g_01108
OG0001292	Syaf.g_00191	Prbd.g_00991
OG0001293	Syaf.g_00217	Prbd.g_00978
OG0001294	Syaf.g_02124	Prbd.g_00860
OG0001295	Syaf.g_02637	Prbd.g_00775
OG0001296	Syaf.g_02687	Prbd.g_00733
OG0001297	Syaf.g_02683	Prbd.g_00728
OG0001298	Syaf.g_02584	Prbd.g_00666
OG0001299	Syaf.g_02130	Prbd.g_00578
OG0001300	Syaf.g_01468	Prbd.g_00551
OG0001301	Syaf.g_01454	Prbd.g_00548
OG0001302	Syaf.g_02279	Prbd.g_00089
OG0001303	Syaf.g_01798	Prbd.g_00296
OG0001304	Syaf.g_01950	Prbd.g_00325
OG0001305	Syaf.g_01448	Prbd.g_00344
OG0001306	Syaf.g_01272	Prbd.g_00454
OG0001307	Syaf.g_01638	Prbd.g_01781
OG0001308	Syaf.g_02427	Prbd.g_01679
OG0001309	Syaf.g_02678	Prbd.g_01594
OG0001310	Syaf.g_01018	Prbd.g_01513
OG0001311	Syaf.g_01935	Prbd.g_00317
OG0001312	Syaf.g_01809	Prbd.g_00245
OG0001314	Syaf.g_01531, Syaf.g_01991, Syaf.g_02275	Prbd.g_00039
OG0001315	Syaf.g_00071	Prbd.g_01182
OG0001316	Syaf.g_00847	Prbd.g_01102
OG0001317	Syaf.g_02790	Prbd.g_01005
OG0001318	Syaf.g_00209	Prbd.g_00983
OG0001319	Syaf.g_00232	Prbd.g_00967
OG0001321	Syaf.g_01238	Prbd.g_00791
OG0001322	Syaf.g_01239	Prbd.g_00790
OG0001323	Syaf.g_02675	Prbd.g_00723
OG0001324	Syaf.g_01467	Prbd.g_00550
OG0001325	Syaf.g_01976	Prbd.g_00012
OG0001326	Syaf.g_00578	Prbd.g_00179
OG0001327	Syaf.g_02116	Prbd.g_00356
OG0001328	Syaf.g_02094	Prbd.g_00382
OG0001329	Syaf.g_02285	Prbd.g_00421
OG0001331	Syaf.g_02739	Prbd.g_01758
OG0001333	Syaf.g_01181	Prbd.g_01488
OG0001334	Syaf.g_00060	Prbd.g_01367
OG0001335	Syaf.g_00059	Prbd.g_01366
OG0001336	Syaf.g_00523	Prbd.g_01252
OG0001339	Syaf.g_00907	Prbd.g_01141
OG0001340	Syaf.g_00039	Prbd.g_00911
OG0001341	Syaf.g_01463	Prbd.g_00047
OG0001343	Syaf.g_00590	Prbd.g_00188
OG0001344	Syaf.g_01294	Prbd.g_00472
OG0001345	Syaf.g_01323	Prbd.g_00487
OG0001346	Syaf.g_01253	Prbd.g_01800
OG0001347	Syaf.g_02483	Prbd.g_01815
OG0001348	Syaf.g_01396	Prbd.g_01570
OG0001349	Syaf.g_00995	Prbd.g_01719
OG0001350	Syaf.g_02786	Prbd.g_01537
OG0001351	Syaf.g_02539	Prbd.g_00788
OG0001352	Syaf.g_02661	Prbd.g_00564
OG0001353	Syaf.g_01388	Prbd.g_00134
OG0001354	Syaf.g_01888	Prbd.g_00274
OG0001356	Syaf.g_01397	Prbd.g_00830
OG0001358	Syaf.g_02341	Prbd.g_00624
OG0001359	Syaf.g_00591	Prbd.g_00189
OG0001360	Syaf.g_01325	Prbd.g_00385
OG0001361	Syaf.g_01320	Prbd.g_00484
OG0001362	Syaf.g_02432	Prbd.g_01675
OG0001363	Syaf.g_02434	Prbd.g_01673
OG0001364	Syaf.g_00338	Prbd.g_01364
OG0001371	Syaf.g_00397	Prbd.g_00565
OG0001372	Syaf.g_01682	Prbd.g_00055
OG0001373	Syaf.g_00579	Prbd.g_00178
OG0001374	Syaf.g_00571	Prbd.g_00186
OG0001375	Syaf.g_00589	Prbd.g_00187
OG0001376	Syaf.g_00626	Prbd.g_00350
OG0001377	Syaf.g_00627	Prbd.g_00351
OG0001378	Syaf.g_01209	Prbd.g_00394
OG0001379	Syaf.g_01262	Prbd.g_01807
OG0001380	Syaf.g_02247	Prbd.g_01776
OG0001385	Syaf.g_00582	Prbd.g_00175
OG0001386	Syaf.g_00581	Prbd.g_00176
OG0001387	Syaf.g_00580	Prbd.g_00177
OG0001388	Syaf.g_00577	Prbd.g_00180
OG0001389	Syaf.g_00576	Prbd.g_00181
OG0001390	Syaf.g_00575	Prbd.g_00182
OG0001391	Syaf.g_00574	Prbd.g_00183
OG0001392	Syaf.g_00573	Prbd.g_00184
OG0001393	Syaf.g_00572	Prbd.g_00185
OG0001394	Syaf.g_02081	Prbd.g_00221
OG0001395	Syaf.g_01958	Prbd.g_00327
OG0001396	Syaf.g_02399	Prbd.g_01814
OG0001397	Syaf.g_02433	Prbd.g_01674
OG0001398	Syaf.g_01758	Prbd.g_01565
OG0001399	Syaf.g_00697	Prbd.g_01446
OG0001402	Syaf.g_02336	Prbd.g_00063
OG0001404	Syaf.g_00964	Prbd.g_01176
OG0001405	Syaf.g_00057	Prbd.g_00913
OG0001406	Syaf.g_00625	Prbd.g_00349
OG0001407	Syaf.g_02660	Prbd.g_00362
OG0001408	Syaf.g_01546	Prbd.g_00367
OG0001410	Syaf.g_01639	Prbd.g_01780
OG0001411	Syaf.g_00310	Prbd.g_01732
OG0001412	Syaf.g_02482	Prbd.g_01816
OG0001413	Syaf.g_02267	Prbd.g_01603
OG0001416	Syaf.g_01250	Prbd.g_00783
OG0001417	Syaf.g_01887	Prbd.g_00773
OG0001419	Syaf.g_02659	Prbd.g_00363
OG0001420	Syaf.g_02664	Prbd.g_00403
OG0001421	Syaf.g_01721	Prbd.g_01597
OG0001428	Syaf.g_00804	Prbd.g_01068
OG0001432	Syaf.g_01492	Prbd.g_01605
OG0001433	Syaf.g_01398	Prbd.g_00829
OG0001435	Syaf.g_02107	Prbd.g_00202
OG0001438	Syaf.g_00259	Prbd.g_00946
OG0001439	Syaf.g_00283	Prbd.g_00932
OG0001441	Syaf.g_02673	Prbd.g_00721
OG0001442	Syaf.g_02066	Prbd.g_00037
OG0001447	Syaf.g_00866	Prbd.g_01117
OG0001448	Syaf.g_00612	Prbd.g_00872
OG0001449	Syaf.g_00182	Prbd.g_00841
OG0001451	Syaf.g_02183	Prbd.g_00163
OG0001452	Syaf.g_00204	Prbd.g_00193
OG0001453	Syaf.g_01909	Prbd.g_00286
OG0001454	Syaf.g_02263	Prbd.g_00378
OG0001456	Syaf.g_00561	Prbd.g_00445
OG0001457	Syaf.g_00560	Prbd.g_00446
OG0001458	Syaf.g_00559	Prbd.g_00447
OG0001459	Syaf.g_01643	Prbd.g_01879
OG0001460	Syaf.g_01399	Prbd.g_00828
OG0001461	Syaf.g_01633	Prbd.g_00823
OG0001462	Syaf.g_00455	Prbd.g_01203
OG0001465	Syaf.g_02000	Prbd.g_00542
OG0001467	Syaf.g_02280	Prbd.g_00081
OG0001468	Syaf.g_02278	Prbd.g_00354
OG0001471	Syaf.g_00276	Prbd.g_01602
OG0001473	Syaf.g_02282	Prbd.g_01315
OG0001474	Syaf.g_00016	Prbd.g_00899
OG0001479	Syaf.g_00019	Prbd.g_00902
OG0001480	Syaf.g_01334	Prbd.g_00870
OG0001482	Syaf.g_01897	Prbd.g_00785
OG0001484	Syaf.g_00570	Prbd.g_01837
OG0001492	Syaf.g_01565	Prbd.g_00515
OG0001493	Syaf.g_01555	Prbd.g_00523
OG0001495	Syaf.g_00145	Prbd.g_01441
OG0001502	Syaf.g_01341	Prbd.g_00072
OG0001504	Syaf.g_01642	Prbd.g_01878
OG0001507	Syaf.g_01664	Prbd.g_01549
OG0001520	Syaf.g_02600	Prbd.g_00846
OG0001522	Syaf.g_01387	Prbd.g_00135
OG0001546	Syaf.g_02670	Prbd.g_00718
OG0001547	Syaf.g_01777	Prbd.g_00074
OG0001548	Syaf.g_02258	Prbd.g_00078
OG0001549	Syaf.g_01326	Prbd.g_00161
OG0001551	Syaf.g_01403	Prbd.g_00444
OG0001552	Syaf.g_02761, Syaf.g_02762	Prbd.g_01922
OG0001554	Syaf.g_00648	Prbd.g_01596
OG0001555	Syaf.g_01698	Prbd.g_01582
OG0001556	Syaf.g_01604	Prbd.g_00825
OG0001567	Syaf.g_01776	Prbd.g_00073
OG0001568	Syaf.g_01779	Prbd.g_00075
OG0001570	Syaf.g_00978	Prbd.g_00405
OG0001582	Syaf.g_01865	Prbd.g_00774
OG0001602	Syaf.g_02001	Prbd.g_00543
OG0001625	Syaf.g_00211	Prbd.g_00981
OG0001633	Syaf.g_01528, Syaf.g_02381	Prbd.g_01767
OG0001635	Syaf.g_00412	Prbd.g_01545
OG0001647	Syaf.g_00234	Prbd.g_00966
OG0001695	Syaf.g_00540	Prbd.g_01854
OG0001700	Syaf.g_02162, Syaf.g_02178	Prbd.g_00827
OG0001740	Syaf.g_00537	Prbd.g_01853
OG0001990	Syaf.g_00536	Prbd.g_00438
OG0002020	Syaf.g_00544	Prbd.g_01852
OG0002021	Syaf.g_00546	Prbd.g_01850
OG0002022	Syaf.g_00549	Prbd.g_01849
OG0002023	Syaf.g_00550	Prbd.g_01848
OG0002024	Syaf.g_00556	Prbd.g_01844
OG0002029	Syaf.g_01511	Prbd.g_01881
OG0002054	Syaf.g_00557	Prbd.g_01843
OG0002055	Syaf.g_00554	Prbd.g_01846
OG0002110	Syaf.g_00155	Prbd.g_01906, Prbd.g_01905
OG0002131	Syaf.g_00545	Prbd.g_01851
OG0002132	Syaf.g_00553	Prbd.g_01847
OG0002133	Syaf.g_00555	Prbd.g_01845
OG0002178	Syaf.g_00552	Prbd.g_01841
OG0002291	Syaf.g_00787	Prbd.g_01899
OG0003499	Syaf.g_01328	Prbd.g_01818
OG0003821	Syaf.g_02207, Syaf.g_00741	Prbd.g_01743
