Orthogroup	Syaf	Pray
OG0001134	Syaf.g_01616	Pray.g_00097
OG0001136	Syaf.g_01286	Pray.g_00067
OG0001137	Syaf.g_01306	Pray.g_00055
OG0001138	Syaf.g_01596	Pray.g_00037
OG0001139	Syaf.g_01594	Pray.g_00036
OG0001140	Syaf.g_01593	Pray.g_00035
OG0001141	Syaf.g_01592	Pray.g_00034
OG0001142	Syaf.g_01591	Pray.g_00033
OG0001143	Syaf.g_01583	Pray.g_00026
OG0001144	Syaf.g_01573	Pray.g_00021
OG0001145	Syaf.g_01267	Pray.g_01878
OG0001146	Syaf.g_01248	Pray.g_01866
OG0001147	Syaf.g_02489	Pray.g_01843
OG0001148	Syaf.g_02735	Pray.g_01827
OG0001149	Syaf.g_02736	Pray.g_01826
OG0001150	Syaf.g_02737	Pray.g_01825
OG0001151	Syaf.g_02750	Pray.g_01814
OG0001152	Syaf.g_02751	Pray.g_01813
OG0001153	Syaf.g_02463	Pray.g_01690
OG0001154	Syaf.g_02464	Pray.g_01689
OG0001155	Syaf.g_01107	Pray.g_01677
OG0001156	Syaf.g_01104	Pray.g_01674
OG0001157	Syaf.g_01103	Pray.g_01673
OG0001158	Syaf.g_01102	Pray.g_01672
OG0001159	Syaf.g_01101	Pray.g_01671
OG0001160	Syaf.g_01058	Pray.g_01647
OG0001161	Syaf.g_00617	Pray.g_01634
OG0001162	Syaf.g_02015	Pray.g_01623
OG0001163	Syaf.g_01050	Pray.g_01567
OG0001164	Syaf.g_01044	Pray.g_01563
OG0001165	Syaf.g_01039	Pray.g_01560
OG0001166	Syaf.g_01010	Pray.g_01540
OG0001167	Syaf.g_01182	Pray.g_01523
OG0001168	Syaf.g_01180	Pray.g_01521
OG0001169	Syaf.g_01178	Pray.g_01519
OG0001170	Syaf.g_01176	Pray.g_01517
OG0001171	Syaf.g_01166	Pray.g_01508
OG0001172	Syaf.g_00173	Pray.g_01237
OG0001173	Syaf.g_00172	Pray.g_01238
OG0001174	Syaf.g_00164	Pray.g_01246
OG0001175	Syaf.g_00163	Pray.g_01247
OG0001176	Syaf.g_00142	Pray.g_01254
OG0001177	Syaf.g_00144	Pray.g_01257
OG0001178	Syaf.g_01028	Pray.g_01262
OG0001179	Syaf.g_00112	Pray.g_01290
OG0001180	Syaf.g_00087	Pray.g_01312
OG0001181	Syaf.g_00083	Pray.g_01316
OG0001182	Syaf.g_00074	Pray.g_01323
OG0001184	Syaf.g_00360	Pray.g_01344
OG0001185	Syaf.g_00382	Pray.g_01358
OG0001186	Syaf.g_00418	Pray.g_01382
OG0001187	Syaf.g_00422	Pray.g_01386
OG0001188	Syaf.g_00425	Pray.g_01389
OG0001189	Syaf.g_00441	Pray.g_01406
OG0001190	Syaf.g_00646	Pray.g_01410
OG0001191	Syaf.g_00635	Pray.g_01420
OG0001192	Syaf.g_00630	Pray.g_01425
OG0001193	Syaf.g_00596	Pray.g_01435
OG0001194	Syaf.g_00594	Pray.g_01436
OG0001195	Syaf.g_00593	Pray.g_01437
OG0001196	Syaf.g_00519	Pray.g_01450
OG0001197	Syaf.g_00517	Pray.g_01451
OG0001198	Syaf.g_00501	Pray.g_01458
OG0001199	Syaf.g_00957	Pray.g_00215
OG0001200	Syaf.g_00955	Pray.g_00213
OG0001201	Syaf.g_00902	Pray.g_00181
OG0001202	Syaf.g_00764	Pray.g_00680
OG0001203	Syaf.g_02785	Pray.g_00719
OG0001204	Syaf.g_00185	Pray.g_00724
OG0001205	Syaf.g_01229	Pray.g_00935
OG0001206	Syaf.g_02530	Pray.g_00952
OG0001207	Syaf.g_02732	Pray.g_00967
OG0001208	Syaf.g_02719	Pray.g_00972
OG0001209	Syaf.g_02651	Pray.g_01226
OG0001210	Syaf.g_02642	Pray.g_01221
OG0001211	Syaf.g_02623	Pray.g_01211
OG0001212	Syaf.g_02563	Pray.g_01167
OG0001213	Syaf.g_02324	Pray.g_01134
OG0001214	Syaf.g_02308	Pray.g_01126
OG0001215	Syaf.g_01477	Pray.g_01073
OG0001216	Syaf.g_01980	Pray.g_01038
OG0001217	Syaf.g_02237	Pray.g_00293
OG0001218	Syaf.g_02473	Pray.g_00300
OG0001219	Syaf.g_01796	Pray.g_00337
OG0001220	Syaf.g_01335	Pray.g_00400
OG0001221	Syaf.g_02087	Pray.g_00463
OG0001222	Syaf.g_01848	Pray.g_00503
OG0001223	Syaf.g_01902	Pray.g_00529
OG0001224	Syaf.g_01438	Pray.g_00580
OG0001225	Syaf.g_01440	Pray.g_00582
OG0001226	Syaf.g_02262	Pray.g_00608
OG0001227	Syaf.g_00614	Pray.g_00626
OG0001228	Syaf.g_01223	Pray.g_00018
OG0001229	Syaf.g_01464	Pray.g_01831
OG0001230	Syaf.g_02404	Pray.g_01730
OG0001231	Syaf.g_00481	Pray.g_01625
OG0001232	Syaf.g_01000	Pray.g_01536
OG0001234	Syaf.g_00159	Pray.g_01249
OG0001235	Syaf.g_00150	Pray.g_01259
OG0001236	Syaf.g_00357	Pray.g_01341
OG0001237	Syaf.g_00362	Pray.g_01345
OG0001238	Syaf.g_00634	Pray.g_01421
OG0001239	Syaf.g_00960	Pray.g_00218
OG0001240	Syaf.g_00919	Pray.g_00196
OG0001241	Syaf.g_00909	Pray.g_00188
OG0001242	Syaf.g_00874	Pray.g_00170
OG0001243	Syaf.g_00867	Pray.g_00164
OG0001244	Syaf.g_00836	Pray.g_00148
OG0001246	Syaf.g_02693	Pray.g_00995
OG0001247	Syaf.g_02004	Pray.g_01080
OG0001248	Syaf.g_02012	Pray.g_01078
OG0001250	Syaf.g_01377	Pray.g_00389
OG0001251	Syaf.g_00588	Pray.g_00437
OG0001252	Syaf.g_01412	Pray.g_00575
OG0001254	Syaf.g_01617	Pray.g_00095
OG0001255	Syaf.g_01070	Pray.g_00080
OG0001256	Syaf.g_01051	Pray.g_01632
OG0001257	Syaf.g_02534	Pray.g_01626
OG0001258	Syaf.g_01041	Pray.g_01562
OG0001259	Syaf.g_01177	Pray.g_01518
OG0001260	Syaf.g_01155	Pray.g_01502
OG0001261	Syaf.g_00103	Pray.g_01298
OG0001262	Syaf.g_00439	Pray.g_01404
OG0001263	Syaf.g_00864	Pray.g_00161
OG0001264	Syaf.g_01234	Pray.g_00245, Pray.g_01501
OG0001265	Syaf.g_00876	Pray.g_00171
OG0001266	Syaf.g_00760	Pray.g_00684
OG0001267	Syaf.g_00244	Pray.g_00759
OG0001268	Syaf.g_00017	Pray.g_00817
OG0001269	Syaf.g_01653	Pray.g_00837
OG0001270	Syaf.g_01210	Pray.g_00924
OG0001271	Syaf.g_02501	Pray.g_00962
OG0001272	Syaf.g_02715	Pray.g_00976
OG0001273	Syaf.g_02315	Pray.g_01132
OG0001274	Syaf.g_00707	Pray.g_01060
OG0001275	Syaf.g_01917	Pray.g_00539
OG0001276	Syaf.g_01933	Pray.g_00559
OG0001277	Syaf.g_00533	Pray.g_00616
OG0001278	Syaf.g_01562	Pray.g_00013
OG0001279	Syaf.g_02385	Pray.g_01926
OG0001280	Syaf.g_01257	Pray.g_01871
OG0001281	Syaf.g_01247	Pray.g_01865
OG0001282	Syaf.g_02734	Pray.g_01828
OG0001283	Syaf.g_02414, Syaf.g_00524	Pray.g_01809
OG0001284	Syaf.g_01073	Pray.g_01652
OG0001285	Syaf.g_00568	Pray.g_01533
OG0001286	Syaf.g_00089	Pray.g_01310
OG0001287	Syaf.g_00390	Pray.g_01366
OG0001288	Syaf.g_00408	Pray.g_01375
OG0001289	Syaf.g_00935	Pray.g_00202
OG0001290	Syaf.g_00910	Pray.g_00189
OG0001291	Syaf.g_00853	Pray.g_00154
OG0001292	Syaf.g_00191	Pray.g_00729
OG0001293	Syaf.g_00217	Pray.g_00741
OG0001294	Syaf.g_02124	Pray.g_00856
OG0001295	Syaf.g_02637	Pray.g_00957
OG0001296	Syaf.g_02687	Pray.g_01000
OG0001297	Syaf.g_02683	Pray.g_01005
OG0001298	Syaf.g_02584	Pray.g_01185
OG0001299	Syaf.g_02130	Pray.g_01097
OG0001300	Syaf.g_01468	Pray.g_01070
OG0001301	Syaf.g_01454	Pray.g_01067
OG0001302	Syaf.g_02279	Pray.g_00335
OG0001303	Syaf.g_01798	Pray.g_00543
OG0001304	Syaf.g_01950	Pray.g_00569
OG0001305	Syaf.g_01448	Pray.g_00588
OG0001306	Syaf.g_01272	Pray.g_00078
OG0001307	Syaf.g_01638	Pray.g_01846
OG0001308	Syaf.g_02427	Pray.g_01712
OG0001309	Syaf.g_02678	Pray.g_01628
OG0001310	Syaf.g_01018	Pray.g_01547
OG0001311	Syaf.g_01935	Pray.g_00561
OG0001312	Syaf.g_01809	Pray.g_00492
OG0001314	Syaf.g_01531, Syaf.g_01991, Syaf.g_02275	Pray.g_00285
OG0001315	Syaf.g_00071	Pray.g_00227
OG0001316	Syaf.g_00847	Pray.g_00149
OG0001317	Syaf.g_02790	Pray.g_00715
OG0001318	Syaf.g_00209	Pray.g_00737
OG0001319	Syaf.g_00232	Pray.g_00752
OG0001321	Syaf.g_01238	Pray.g_00941
OG0001322	Syaf.g_01239	Pray.g_00942
OG0001323	Syaf.g_02675	Pray.g_01010
OG0001324	Syaf.g_01467	Pray.g_01069
OG0001325	Syaf.g_01976	Pray.g_01035
OG0001326	Syaf.g_00578	Pray.g_00425
OG0001327	Syaf.g_02116	Pray.g_00600
OG0001328	Syaf.g_02094	Pray.g_00625
OG0001329	Syaf.g_02285	Pray.g_00104
OG0001330	Syaf.g_01264	Pray.g_01896
OG0001331	Syaf.g_02739	Pray.g_01823
OG0001333	Syaf.g_01181	Pray.g_01522
OG0001334	Syaf.g_00060	Pray.g_01331
OG0001335	Syaf.g_00059	Pray.g_01332
OG0001336	Syaf.g_00523	Pray.g_01447
OG0001339	Syaf.g_00907	Pray.g_00186
OG0001340	Syaf.g_00039	Pray.g_00806
OG0001341	Syaf.g_01463	Pray.g_00291
OG0001343	Syaf.g_00590	Pray.g_00434
OG0001344	Syaf.g_01294	Pray.g_00059
OG0001345	Syaf.g_01323	Pray.g_00044
OG0001346	Syaf.g_01253	Pray.g_01869
OG0001349	Syaf.g_00995	Pray.g_01741
OG0001351	Syaf.g_02539	Pray.g_00944
OG0001352	Syaf.g_02661	Pray.g_01083
OG0001353	Syaf.g_01388	Pray.g_00380
OG0001354	Syaf.g_01888	Pray.g_00521
OG0001356	Syaf.g_01397	Pray.g_00312
OG0001358	Syaf.g_02341	Pray.g_01143
OG0001359	Syaf.g_00591	Pray.g_00435
OG0001360	Syaf.g_01325	Pray.g_00628
OG0001361	Syaf.g_01320	Pray.g_00047
OG0001362	Syaf.g_02432	Pray.g_01708
OG0001363	Syaf.g_02434	Pray.g_01706
OG0001364	Syaf.g_00338	Pray.g_01334
OG0001371	Syaf.g_00397	Pray.g_01084
OG0001372	Syaf.g_01682	Pray.g_00299
OG0001373	Syaf.g_00579	Pray.g_00424
OG0001374	Syaf.g_00571	Pray.g_00432
OG0001375	Syaf.g_00589	Pray.g_00433
OG0001376	Syaf.g_00626	Pray.g_00594
OG0001377	Syaf.g_00627	Pray.g_00595
OG0001378	Syaf.g_01209	Pray.g_00133
OG0001379	Syaf.g_01262	Pray.g_01876
OG0001380	Syaf.g_02247	Pray.g_01841
OG0001385	Syaf.g_00582	Pray.g_00421
OG0001386	Syaf.g_00581	Pray.g_00422
OG0001387	Syaf.g_00580	Pray.g_00423
OG0001388	Syaf.g_00577	Pray.g_00426
OG0001389	Syaf.g_00576	Pray.g_00427
OG0001390	Syaf.g_00575	Pray.g_00428
OG0001391	Syaf.g_00574	Pray.g_00429
OG0001392	Syaf.g_00573	Pray.g_00430
OG0001393	Syaf.g_00572	Pray.g_00431
OG0001395	Syaf.g_01958	Pray.g_00571
OG0001397	Syaf.g_02433	Pray.g_01707
OG0001398	Syaf.g_01758	Pray.g_01599
OG0001399	Syaf.g_00697	Pray.g_01251
OG0001402	Syaf.g_02336	Pray.g_00307
OG0001404	Syaf.g_00964	Pray.g_00221
OG0001405	Syaf.g_00057	Pray.g_00804
OG0001406	Syaf.g_00625	Pray.g_00593
OG0001407	Syaf.g_02660	Pray.g_00606
OG0001408	Syaf.g_01546	Pray.g_00611
OG0001410	Syaf.g_01639	Pray.g_01845
OG0001411	Syaf.g_00310	Pray.g_01784
OG0001413	Syaf.g_02267	Pray.g_01637
OG0001416	Syaf.g_01250	Pray.g_00949
OG0001417	Syaf.g_01887	Pray.g_00959
OG0001419	Syaf.g_02659	Pray.g_00607
OG0001420	Syaf.g_02664	Pray.g_00124
OG0001421	Syaf.g_01721	Pray.g_01631
OG0001425	Syaf.g_00631	Pray.g_01424
OG0001428	Syaf.g_00804	Pray.g_00653
OG0001432	Syaf.g_01492	Pray.g_01639
OG0001433	Syaf.g_01398	Pray.g_00311
OG0001439	Syaf.g_00283	Pray.g_00785
OG0001441	Syaf.g_02673	Pray.g_01012
OG0001442	Syaf.g_02066	Pray.g_00283
OG0001447	Syaf.g_00866	Pray.g_00163
OG0001448	Syaf.g_00612	Pray.g_00844
OG0001449	Syaf.g_00182	Pray.g_00880
OG0001451	Syaf.g_02183	Pray.g_00409
OG0001452	Syaf.g_00204	Pray.g_00439
OG0001453	Syaf.g_01909	Pray.g_00533
OG0001454	Syaf.g_02263	Pray.g_00621
OG0001456	Syaf.g_00561	Pray.g_00087
OG0001457	Syaf.g_00560	Pray.g_00086
OG0001458	Syaf.g_00559	Pray.g_00085
OG0001459	Syaf.g_01643	Pray.g_01912
OG0001460	Syaf.g_01399	Pray.g_00310
OG0001462	Syaf.g_00455	Pray.g_01496
OG0001465	Syaf.g_02000	Pray.g_01061
OG0001467	Syaf.g_02280	Pray.g_00327
OG0001468	Syaf.g_02278	Pray.g_00598
OG0001471	Syaf.g_00276	Pray.g_01636
OG0001473	Syaf.g_02282	Pray.g_01383
OG0001474	Syaf.g_00016	Pray.g_00818
OG0001475	Syaf.g_01204	Pray.g_01795
OG0001479	Syaf.g_00019	Pray.g_00815
OG0001480	Syaf.g_01334	Pray.g_00846
OG0001482	Syaf.g_01897	Pray.g_00947
OG0001492	Syaf.g_01565	Pray.g_00016
OG0001493	Syaf.g_01555	Pray.g_00008
OG0001502	Syaf.g_01341	Pray.g_00318
OG0001504	Syaf.g_01642	Pray.g_01911
OG0001507	Syaf.g_01664	Pray.g_01584
OG0001508	Syaf.g_01207	Pray.g_01807
OG0001520	Syaf.g_02600	Pray.g_00872
OG0001522	Syaf.g_01387	Pray.g_00381
OG0001546	Syaf.g_02670	Pray.g_01015
OG0001547	Syaf.g_01777	Pray.g_00320
OG0001548	Syaf.g_02258	Pray.g_00324
OG0001549	Syaf.g_01326	Pray.g_00407
OG0001551	Syaf.g_01403	Pray.g_00088
OG0001552	Syaf.g_02761, Syaf.g_02762	Pray.g_00248
OG0001554	Syaf.g_00648	Pray.g_01630
OG0001555	Syaf.g_01698	Pray.g_01615
OG0001557	Syaf.g_02080	Pray.g_00468
OG0001564	Syaf.g_00565	Pray.g_01767
OG0001567	Syaf.g_01776	Pray.g_00319
OG0001568	Syaf.g_01779	Pray.g_00321
OG0001570	Syaf.g_00978	Pray.g_00121
OG0001582	Syaf.g_01865	Pray.g_00958
OG0001602	Syaf.g_02001	Pray.g_01062
OG0001633	Syaf.g_01528, Syaf.g_02381	Pray.g_01832
OG0001635	Syaf.g_00412	Pray.g_01577
OG0001712	Syaf.g_01712	Pray.g_00901
OG0001726	Syaf.g_01751	Pray.g_00898
OG0002029	Syaf.g_01511	Pray.g_01914
