Orthogroup	Syaf	Praz
OG0001134	Syaf.g_01616	Praz.g_00025
OG0001136	Syaf.g_01286	Praz.g_00758
OG0001137	Syaf.g_01306	Praz.g_00746
OG0001138	Syaf.g_01596	Praz.g_00728
OG0001139	Syaf.g_01594	Praz.g_00727
OG0001140	Syaf.g_01593	Praz.g_00726
OG0001141	Syaf.g_01592	Praz.g_00725
OG0001142	Syaf.g_01591	Praz.g_00724
OG0001143	Syaf.g_01583	Praz.g_00717
OG0001144	Syaf.g_01573	Praz.g_00712
OG0001145	Syaf.g_01267	Praz.g_01188
OG0001146	Syaf.g_01248	Praz.g_01176
OG0001147	Syaf.g_02489	Praz.g_01153
OG0001148	Syaf.g_02735	Praz.g_01137
OG0001149	Syaf.g_02736	Praz.g_01136
OG0001150	Syaf.g_02737	Praz.g_01135
OG0001151	Syaf.g_02750	Praz.g_01124
OG0001152	Syaf.g_02751	Praz.g_01123
OG0001153	Syaf.g_02463	Praz.g_01009
OG0001154	Syaf.g_02464	Praz.g_01008
OG0001155	Syaf.g_01107	Praz.g_00996
OG0001156	Syaf.g_01104	Praz.g_00993
OG0001157	Syaf.g_01103	Praz.g_00992
OG0001158	Syaf.g_01102	Praz.g_00991
OG0001159	Syaf.g_01101	Praz.g_00990
OG0001160	Syaf.g_01058	Praz.g_00966
OG0001161	Syaf.g_00617	Praz.g_00953
OG0001162	Syaf.g_02015	Praz.g_00942
OG0001163	Syaf.g_01050	Praz.g_00885
OG0001164	Syaf.g_01044	Praz.g_00881
OG0001165	Syaf.g_01039	Praz.g_00878
OG0001166	Syaf.g_01010	Praz.g_00858
OG0001167	Syaf.g_01182	Praz.g_00841
OG0001168	Syaf.g_01180	Praz.g_00839
OG0001169	Syaf.g_01178	Praz.g_00837
OG0001170	Syaf.g_01176	Praz.g_00835
OG0001171	Syaf.g_01166	Praz.g_00826
OG0001172	Syaf.g_00173	Praz.g_00332
OG0001173	Syaf.g_00172	Praz.g_00331
OG0001174	Syaf.g_00164	Praz.g_00323
OG0001175	Syaf.g_00163	Praz.g_00322
OG0001176	Syaf.g_00142	Praz.g_00315
OG0001177	Syaf.g_00144	Praz.g_00312
OG0001178	Syaf.g_01028	Praz.g_00307
OG0001179	Syaf.g_00112	Praz.g_00279
OG0001180	Syaf.g_00087	Praz.g_00257
OG0001181	Syaf.g_00083	Praz.g_00253
OG0001182	Syaf.g_00074	Praz.g_00246
OG0001184	Syaf.g_00360	Praz.g_00225
OG0001185	Syaf.g_00382	Praz.g_00211
OG0001186	Syaf.g_00418	Praz.g_00187
OG0001187	Syaf.g_00422	Praz.g_00183
OG0001188	Syaf.g_00425	Praz.g_00180
OG0001189	Syaf.g_00441	Praz.g_00163
OG0001190	Syaf.g_00646	Praz.g_00159
OG0001191	Syaf.g_00635	Praz.g_00149
OG0001192	Syaf.g_00630	Praz.g_00144
OG0001193	Syaf.g_00596	Praz.g_00134
OG0001194	Syaf.g_00594	Praz.g_00133
OG0001195	Syaf.g_00593	Praz.g_00132
OG0001196	Syaf.g_00519	Praz.g_00119
OG0001197	Syaf.g_00517	Praz.g_00118
OG0001198	Syaf.g_00501	Praz.g_00362
OG0001199	Syaf.g_00957	Praz.g_00434
OG0001200	Syaf.g_00955	Praz.g_00436
OG0001201	Syaf.g_00902	Praz.g_00468
OG0001202	Syaf.g_00764	Praz.g_00559
OG0001203	Syaf.g_02785	Praz.g_00598
OG0001204	Syaf.g_00185	Praz.g_00603
OG0001205	Syaf.g_01229	Praz.g_01883
OG0001206	Syaf.g_02530	Praz.g_01866
OG0001207	Syaf.g_02732	Praz.g_01851
OG0001208	Syaf.g_02719	Praz.g_01846
OG0001209	Syaf.g_02651	Praz.g_01793
OG0001210	Syaf.g_02642	Praz.g_01788
OG0001211	Syaf.g_02623	Praz.g_01778
OG0001212	Syaf.g_02563	Praz.g_01734
OG0001213	Syaf.g_02324	Praz.g_01701
OG0001214	Syaf.g_02308	Praz.g_01693
OG0001215	Syaf.g_01477	Praz.g_01640
OG0001216	Syaf.g_01980	Praz.g_01605
OG0001217	Syaf.g_02237	Praz.g_01567
OG0001218	Syaf.g_02473	Praz.g_01560
OG0001219	Syaf.g_01796	Praz.g_01523
OG0001220	Syaf.g_01335	Praz.g_01460
OG0001221	Syaf.g_02087	Praz.g_01397
OG0001222	Syaf.g_01848	Praz.g_01358
OG0001223	Syaf.g_01902	Praz.g_01332
OG0001224	Syaf.g_01438	Praz.g_01280
OG0001225	Syaf.g_01440	Praz.g_00064
OG0001226	Syaf.g_02262	Praz.g_00090
OG0001227	Syaf.g_00614	Praz.g_00108
OG0001228	Syaf.g_01223	Praz.g_00709
OG0001229	Syaf.g_01464	Praz.g_01141
OG0001230	Syaf.g_02404	Praz.g_01049
OG0001231	Syaf.g_00481	Praz.g_00944
OG0001232	Syaf.g_01000	Praz.g_00854
OG0001234	Syaf.g_00159	Praz.g_00320
OG0001235	Syaf.g_00150	Praz.g_00310
OG0001236	Syaf.g_00357	Praz.g_00228
OG0001237	Syaf.g_00362	Praz.g_00224
OG0001238	Syaf.g_00634	Praz.g_00148
OG0001239	Syaf.g_00960	Praz.g_00431
OG0001240	Syaf.g_00919	Praz.g_00453
OG0001241	Syaf.g_00909	Praz.g_00461
OG0001242	Syaf.g_00874	Praz.g_00479
OG0001243	Syaf.g_00867	Praz.g_00485
OG0001244	Syaf.g_00836	Praz.g_00501
OG0001246	Syaf.g_02693	Praz.g_01824
OG0001247	Syaf.g_02004	Praz.g_01647
OG0001248	Syaf.g_02012	Praz.g_01645
OG0001250	Syaf.g_01377	Praz.g_01471
OG0001251	Syaf.g_00588	Praz.g_01423
OG0001252	Syaf.g_01412	Praz.g_01285
OG0001254	Syaf.g_01617	Praz.g_00023
OG0001255	Syaf.g_01070	Praz.g_00008
OG0001256	Syaf.g_01051	Praz.g_00951
OG0001257	Syaf.g_02534	Praz.g_00945
OG0001258	Syaf.g_01041	Praz.g_00880
OG0001259	Syaf.g_01177	Praz.g_00836
OG0001260	Syaf.g_01155	Praz.g_00820
OG0001261	Syaf.g_00103	Praz.g_00271
OG0001262	Syaf.g_00439	Praz.g_00165
OG0001263	Syaf.g_00864	Praz.g_00488
OG0001264	Syaf.g_01234	Praz.g_00404
OG0001265	Syaf.g_00876	Praz.g_00478
OG0001266	Syaf.g_00760	Praz.g_00563
OG0001267	Syaf.g_00244	Praz.g_00638
OG0001268	Syaf.g_00017	Praz.g_00341
OG0001269	Syaf.g_01653	Praz.g_00815
OG0001270	Syaf.g_01210	Praz.g_01894
OG0001271	Syaf.g_02501	Praz.g_01856
OG0001272	Syaf.g_02715	Praz.g_01842
OG0001273	Syaf.g_02315	Praz.g_01699
OG0001274	Syaf.g_00707	Praz.g_01627
OG0001275	Syaf.g_01917	Praz.g_01322
OG0001276	Syaf.g_01933	Praz.g_01302
OG0001277	Syaf.g_00533	Praz.g_00098
OG0001278	Syaf.g_01562	Praz.g_00704
OG0001279	Syaf.g_02385	Praz.g_01236
OG0001280	Syaf.g_01257	Praz.g_01181
OG0001281	Syaf.g_01247	Praz.g_01175
OG0001282	Syaf.g_02734	Praz.g_01138
OG0001283	Syaf.g_02414, Syaf.g_00524	Praz.g_01119
OG0001284	Syaf.g_01073	Praz.g_00971
OG0001285	Syaf.g_00568	Praz.g_00851
OG0001286	Syaf.g_00089	Praz.g_00259
OG0001287	Syaf.g_00390	Praz.g_00203
OG0001288	Syaf.g_00408	Praz.g_00194
OG0001289	Syaf.g_00935	Praz.g_00447
OG0001290	Syaf.g_00910	Praz.g_00460
OG0001291	Syaf.g_00853	Praz.g_00495
OG0001292	Syaf.g_00191	Praz.g_00608
OG0001293	Syaf.g_00217	Praz.g_00620
OG0001294	Syaf.g_02124	Praz.g_00796
OG0001295	Syaf.g_02637	Praz.g_01861
OG0001296	Syaf.g_02687	Praz.g_01819
OG0001297	Syaf.g_02683	Praz.g_01814
OG0001298	Syaf.g_02584	Praz.g_01752
OG0001299	Syaf.g_02130	Praz.g_01664
OG0001300	Syaf.g_01468	Praz.g_01637
OG0001301	Syaf.g_01454	Praz.g_01634
OG0001302	Syaf.g_02279	Praz.g_01525
OG0001303	Syaf.g_01798	Praz.g_01318
OG0001304	Syaf.g_01950	Praz.g_01291
OG0001305	Syaf.g_01448	Praz.g_00070
OG0001306	Syaf.g_01272	Praz.g_00006
OG0001307	Syaf.g_01638	Praz.g_01156
OG0001308	Syaf.g_02427	Praz.g_01031
OG0001309	Syaf.g_02678	Praz.g_00947
OG0001310	Syaf.g_01018	Praz.g_00865
OG0001311	Syaf.g_01935	Praz.g_01300
OG0001312	Syaf.g_01809	Praz.g_01369
OG0001314	Syaf.g_01531, Syaf.g_01991, Syaf.g_02275	Praz.g_01575
OG0001315	Syaf.g_00071	Praz.g_00422
OG0001316	Syaf.g_00847	Praz.g_00500
OG0001317	Syaf.g_02790	Praz.g_00594
OG0001318	Syaf.g_00209	Praz.g_00616
OG0001319	Syaf.g_00232	Praz.g_00631
OG0001321	Syaf.g_01238	Praz.g_01877
OG0001322	Syaf.g_01239	Praz.g_01876
OG0001323	Syaf.g_02675	Praz.g_01809
OG0001324	Syaf.g_01467	Praz.g_01636
OG0001325	Syaf.g_01976	Praz.g_01602
OG0001326	Syaf.g_00578	Praz.g_01435
OG0001327	Syaf.g_02116	Praz.g_00082
OG0001328	Syaf.g_02094	Praz.g_00107
OG0001329	Syaf.g_02285	Praz.g_00032
OG0001330	Syaf.g_01264	Praz.g_01206
OG0001331	Syaf.g_02739	Praz.g_01133
OG0001333	Syaf.g_01181	Praz.g_00840
OG0001334	Syaf.g_00060	Praz.g_00238
OG0001335	Syaf.g_00059	Praz.g_00237
OG0001336	Syaf.g_00523	Praz.g_00122
OG0001339	Syaf.g_00907	Praz.g_00463
OG0001340	Syaf.g_00039	Praz.g_00685
OG0001341	Syaf.g_01463	Praz.g_01569
OG0001343	Syaf.g_00590	Praz.g_01426
OG0001344	Syaf.g_01294	Praz.g_00750
OG0001345	Syaf.g_01323	Praz.g_00735
OG0001346	Syaf.g_01253	Praz.g_01179
OG0001349	Syaf.g_00995	Praz.g_01060
OG0001351	Syaf.g_02539	Praz.g_01874
OG0001352	Syaf.g_02661	Praz.g_01650
OG0001353	Syaf.g_01388	Praz.g_01480
OG0001354	Syaf.g_01888	Praz.g_01340
OG0001356	Syaf.g_01397	Praz.g_01548
OG0001358	Syaf.g_02341	Praz.g_01710
OG0001359	Syaf.g_00591	Praz.g_01425
OG0001360	Syaf.g_01325	Praz.g_00110
OG0001361	Syaf.g_01320	Praz.g_00738
OG0001362	Syaf.g_02432	Praz.g_01027
OG0001363	Syaf.g_02434	Praz.g_01025
OG0001364	Syaf.g_00338	Praz.g_00235
OG0001371	Syaf.g_00397	Praz.g_01651
OG0001372	Syaf.g_01682	Praz.g_01561
OG0001373	Syaf.g_00579	Praz.g_01436
OG0001374	Syaf.g_00571	Praz.g_01428
OG0001375	Syaf.g_00589	Praz.g_01427
OG0001376	Syaf.g_00626	Praz.g_00076
OG0001377	Syaf.g_00627	Praz.g_00077
OG0001378	Syaf.g_01209	Praz.g_00061
OG0001379	Syaf.g_01262	Praz.g_01186
OG0001380	Syaf.g_02247	Praz.g_01151
OG0001385	Syaf.g_00582	Praz.g_01439
OG0001386	Syaf.g_00581	Praz.g_01438
OG0001387	Syaf.g_00580	Praz.g_01437
OG0001388	Syaf.g_00577	Praz.g_01434
OG0001389	Syaf.g_00576	Praz.g_01433
OG0001390	Syaf.g_00575	Praz.g_01432
OG0001391	Syaf.g_00574	Praz.g_01431
OG0001392	Syaf.g_00573	Praz.g_01430
OG0001393	Syaf.g_00572	Praz.g_01429
OG0001395	Syaf.g_01958	Praz.g_01289
OG0001397	Syaf.g_02433	Praz.g_01026
OG0001398	Syaf.g_01758	Praz.g_00917
OG0001399	Syaf.g_00697	Praz.g_00318
OG0001402	Syaf.g_02336	Praz.g_01553
OG0001404	Syaf.g_00964	Praz.g_00428
OG0001405	Syaf.g_00057	Praz.g_00683
OG0001406	Syaf.g_00625	Praz.g_00075
OG0001407	Syaf.g_02660	Praz.g_00088
OG0001408	Syaf.g_01546	Praz.g_00093
OG0001410	Syaf.g_01639	Praz.g_01155
OG0001411	Syaf.g_00310	Praz.g_01094
OG0001413	Syaf.g_02267	Praz.g_00956
OG0001416	Syaf.g_01250	Praz.g_01869
OG0001417	Syaf.g_01887	Praz.g_01859
OG0001419	Syaf.g_02659	Praz.g_00089
OG0001420	Syaf.g_02664	Praz.g_00052
OG0001421	Syaf.g_01721	Praz.g_00950
OG0001425	Syaf.g_00631	Praz.g_00145
OG0001428	Syaf.g_00804	Praz.g_00532
OG0001432	Syaf.g_01492	Praz.g_00958
OG0001433	Syaf.g_01398	Praz.g_01549
OG0001439	Syaf.g_00283	Praz.g_00664
OG0001441	Syaf.g_02673	Praz.g_01807
OG0001442	Syaf.g_02066	Praz.g_01577
OG0001447	Syaf.g_00866	Praz.g_00486
OG0001448	Syaf.g_00612	Praz.g_00808
OG0001449	Syaf.g_00182	Praz.g_00772
OG0001451	Syaf.g_02183	Praz.g_01451
OG0001452	Syaf.g_00204	Praz.g_01421
OG0001453	Syaf.g_01909	Praz.g_01328
OG0001454	Syaf.g_02263	Praz.g_00103
OG0001456	Syaf.g_00561	Praz.g_00015
OG0001457	Syaf.g_00560	Praz.g_00014
OG0001458	Syaf.g_00559	Praz.g_00013
OG0001459	Syaf.g_01643	Praz.g_01222
OG0001460	Syaf.g_01399	Praz.g_01550
OG0001462	Syaf.g_00455	Praz.g_00399
OG0001465	Syaf.g_02000	Praz.g_01628
OG0001467	Syaf.g_02280	Praz.g_01533
OG0001468	Syaf.g_02278	Praz.g_00080
OG0001471	Syaf.g_00276	Praz.g_00955
OG0001473	Syaf.g_02282	Praz.g_00186
OG0001474	Syaf.g_00016	Praz.g_00342
OG0001475	Syaf.g_01204	Praz.g_01105
OG0001479	Syaf.g_00019	Praz.g_01934
OG0001480	Syaf.g_01334	Praz.g_00806
OG0001482	Syaf.g_01897	Praz.g_01871
OG0001492	Syaf.g_01565	Praz.g_00707
OG0001493	Syaf.g_01555	Praz.g_00699
OG0001502	Syaf.g_01341	Praz.g_01542
OG0001504	Syaf.g_01642	Praz.g_01221
OG0001507	Syaf.g_01664	Praz.g_00902
OG0001508	Syaf.g_01207	Praz.g_01117
OG0001520	Syaf.g_02600	Praz.g_00780
OG0001522	Syaf.g_01387	Praz.g_01479
OG0001546	Syaf.g_02670	Praz.g_01804
OG0001547	Syaf.g_01777	Praz.g_01540
OG0001548	Syaf.g_02258	Praz.g_01536
OG0001549	Syaf.g_01326	Praz.g_01453
OG0001551	Syaf.g_01403	Praz.g_00016
OG0001552	Syaf.g_02761, Syaf.g_02762	Praz.g_01938
OG0001554	Syaf.g_00648	Praz.g_00949
OG0001555	Syaf.g_01698	Praz.g_00934
OG0001564	Syaf.g_00565	Praz.g_01077
OG0001567	Syaf.g_01776	Praz.g_01541
OG0001568	Syaf.g_01779	Praz.g_01539
OG0001570	Syaf.g_00978	Praz.g_00049
OG0001582	Syaf.g_01865	Praz.g_01860
OG0001602	Syaf.g_02001	Praz.g_01629
OG0001633	Syaf.g_01528, Syaf.g_02381	Praz.g_01142
OG0001635	Syaf.g_00412	Praz.g_00895
OG0001712	Syaf.g_01712	Praz.g_01917
OG0001726	Syaf.g_01751	Praz.g_01920
OG0002029	Syaf.g_01511	Praz.g_01224
